,huggingface/transformers,tensorflow/models,pytorch/vision
2023-06-05,11,1.7665554432,1
2023-06-06,17,0.023183360000000208,2
2023-06-07,18,0.21380096000000015,0
2023-06-08,9,0.2832941056000001,0
2023-06-09,16,4.3072036864,0
2023-06-10,2,-1.2855039999999995,0
2023-06-11,0,-1.1814784,0
2023-06-12,19,1.42874368,2
2023-06-13,17,-0.17359718400000013,1
2023-06-14,11,-0.9134457856,1
2023-06-15,16,0.5609075712,0
2023-06-16,9,0.3100301312,0
2023-06-17,0,-0.7284512768,0
2023-06-18,0,-0.33902489599999996,0
2023-06-19,14,-0.17810247680000005,2
2023-06-20,18,2.879766016,1
2023-06-21,13,1.7063327744000003,4
2023-06-22,11,1.3858680832000003,4
2023-06-23,11,-0.7855262719999998,2
2023-06-24,0,-1.1047538688,0
2023-06-25,0,-0.5394541568000002,0
2023-06-26,15,1.6524543999999999,0
2023-06-27,17,0.9445427200000001,3
2023-06-28,14,-1.2394204159999997,2
2023-06-29,13,1.4700635136,2
2023-06-30,8,-0.11343216639999998,2
2023-07-01,1,-0.8366541824,0
2023-07-02,0,-0.36662855680000006,0
2023-07-03,7,-0.2298675200000001,3
2023-07-04,7,-0.16855654400000006,0
2023-07-05,6,2.8682138624,2
2023-07-06,5,1.7146993664000003,0
2023-07-07,4,-1.6086819839999997,1
2023-07-08,0,0.40724797440000005,0
2023-07-09,0,-0.7295981568000001,0
2023-07-10,4,-0.3346560000000002,0
2023-07-11,15,4.7772544,0
2023-07-12,9,6.83439872,0
2023-07-13,16,-4.330530816,1
2023-07-14,4,1.4931751936,1
2023-07-15,0,-2.0407650304000002,0
2023-07-16,0,-0.8993157120000005,0
2023-07-17,19,0.4108178431999998,0
2023-07-18,12,1.1766784,0
2023-07-19,8,0.7490304000000001,0
2023-07-20,13,-0.3732817919999998,0
2023-07-21,16,1.0201049088,0
2023-07-22,0,-1.206619136,0
2023-07-23,0,-0.5084616704000001,0
2023-07-24,17,2.70619904,1
2023-07-25,25,0.5890247680000003,1
2023-07-26,11,1.6772820992000002,0
2023-07-27,10,-1.7522046975999999,4
2023-07-28,13,1.3097068544,3
2023-07-29,0,-1.2081655808,0
2023-07-30,0,-0.5191899136000002,0
2023-07-31,8,3.68110592,5
2023-08-01,6,-0.8342978559999996,5
2023-08-02,15,2.9362784256000003,4
2023-08-03,9,-2.0929898495999995,2
2023-08-04,10,3.2144644095999997,1
2023-08-05,0,-2.047719424,0
2023-08-06,1,-0.7938011136000002,0
2023-08-07,12,-0.47225344,2
2023-08-08,17,1.6627537919999997,1
2023-08-09,18,3.9403614208000004,6
2023-08-10,11,-1.4052738047999993,4
2023-08-11,8,-1.2526748671999999,0
2023-08-12,0,2.416177152,0
2023-08-13,1,-1.5830966272,0
2023-08-14,8,0.4027135999999999,3
2023-08-15,4,-0.7735091199999999,4
2023-08-16,10,0.6100725759999999,6
2023-08-17,23,0.3263985664000001,8
2023-08-18,15,-0.709636096,6
2023-08-19,1,-0.2818618368,0
2023-08-20,0,0.8259696639999999,0
2023-08-21,12,1.4716829696,2
2023-08-22,13,0.011929088000000143,4
2023-08-23,13,0.24186808320000008,4
2023-08-24,16,1.276873728,7
2023-08-25,16,-0.12510586879999996,4
2023-08-26,1,-0.8412653568,0
2023-08-27,0,-0.3838489600000001,0
2023-08-28,5,0.7479879679999999,2
2023-08-29,24,-0.5859473408,4
2023-08-30,11,1.7449990144,10
2023-08-31,11,3.0483418112000003,2
2023-09-01,11,-1.9430801407999998,2
2023-09-02,0,-0.6787040256,0
2023-09-03,0,-0.3749613568000001,0
2023-09-04,18,-0.2446745600000002,2
2023-09-05,22,0.819109888,0
2023-09-06,7,0.4586079232000001,3
2023-09-07,9,1.376206336,2
2023-09-08,5,-1.0702191615999999,4
2023-09-09,1,-0.3967926272,0
2023-09-10,0,-0.19955200000000006,1
2023-09-11,4,2.8638848,0
2023-09-12,12,3.69876224,0
2023-09-13,15,1.5605473280000006,0
2023-09-14,12,-1.4566949887999998,1
2023-09-15,7,1.6320904191999999,0
2023-09-16,0,-1.8994523135999999,0
2023-09-17,0,-0.8090496000000003,0
2023-09-18,18,-0.5233356800000002,4
2023-09-19,6,-0.38392473600000016,1
2023-09-20,10,2.6995255296,0
2023-09-21,5,-0.41187379199999974,1
2023-09-22,9,1.1185399808,2
2023-09-23,0,-1.1702652928,0
2023-09-24,0,0.5328055295999998,0
2023-09-25,6,1.340544,6
2023-09-26,7,-0.10204159999999995,2
2023-09-27,12,0.15802112000000013,0
2023-09-28,10,3.2006359040000003,4
2023-09-29,6,0.012556697600000222,1
2023-09-30,0,-0.5115767808,0
2023-10-01,0,-1.0574452736,0
2023-10-02,15,0.4807879679999998,2
2023-10-03,14,1.2485486592,3
2023-10-04,13,-0.17247938559999998,1
2023-10-05,11,3.1186854912,3
2023-10-06,11,-2.0227253247999997,0
2023-10-07,0,-0.7570266112,0
2023-10-08,0,-0.4212192256000001,0
2023-10-09,10,-0.2734471168000002,2
2023-10-10,6,0.805331968,0
2023-10-11,15,0.44666705920000005,3
2023-10-12,14,-0.6342342655999998,0
2023-10-13,12,0.7425789952,1
2023-10-14,0,-0.5567926271999999,0
2023-10-15,0,-0.19155200000000006,0
2023-10-16,15,3.8830848,0
2023-10-17,10,-0.6829337599999996,0
2023-10-18,11,1.056521728,1
2023-10-19,9,0.7730829312000003,0
2023-10-20,5,-1.3015687167999999,1
2023-10-21,0,0.4554362879999999,0
2023-10-22,0,-0.7458029568,0
2023-10-23,18,0.6404505599999999,1
2023-10-24,14,1.351176192,0
2023-10-25,8,-0.11061585919999972,0
2023-10-26,11,-0.8138027008,0
2023-10-27,11,-0.36847093760000005,5
2023-10-28,0,-0.2211188736000001,0
2023-10-29,1,-0.13962291200000007,0
2023-10-30,17,-0.10704711680000002,4
2023-10-31,21,-0.07486003199999999,0
2023-11-01,16,1.9385198592,0
2023-11-02,15,0.15924797440000016,0
2023-11-03,12,1.3472018432000001,0
2023-11-04,0,-1.0479999999999998,0
2023-11-05,0,-0.3872000000000001,0
2023-11-06,10,1.7704959999999998,0
2023-11-07,14,-0.9590783999999999,2
2023-11-08,13,0.64039168,1
2023-11-09,15,4.377391616000001,0
2023-11-10,9,-2.2806931455999995,0
2023-11-11,0,0.23298641919999996,0
2023-11-12,0,0.1668772864,0
2023-11-13,17,0.20530687999999986,3
2023-11-14,16,2.212965376,3
2023-11-15,15,2.4156171264,0
2023-11-16,13,-1.2025605119999998,0
2023-11-17,7,0.7449080832000001,0
2023-11-18,1,-1.436076544,0
2023-11-19,1,-0.6167454720000003,0
2023-11-20,9,4.5953779712,3
2023-11-21,13,-0.2880703487999998,0
2023-11-22,6,-1.6146147327999998,1
2023-11-23,6,-0.7233142784,4
2023-11-24,10,-0.4390894592000002,0
2023-11-25,0,-0.27606958080000016,0
2023-11-26,1,-0.20031631360000007,0
2023-11-27,13,2.8622208000000002,0
2023-11-28,11,-0.31251967999999963,0
2023-11-29,2,1.145697792,0
2023-11-30,4,-0.1375963135999998,0
2023-12-01,7,4.1712,1
2023-12-02,0,-2.379456,0
2023-12-03,0,-0.8460416000000002,0
2023-12-04,19,-0.49957888000000006,2
2023-12-05,13,-0.3477160960000002,3
2023-12-06,4,4.7369854976,1
2023-12-07,17,-2.1762961407999994,0
2023-12-08,18,-0.7326048256,0
2023-12-09,3,-0.40857671679999996,0
2023-12-10,0,-0.2719907840000002,0
2023-12-11,26,-0.1497600000000001,3
2023-12-12,7,-0.11481600000000003,1
2023-12-13,10,0.9081472,0
2023-12-14,13,0.5242214400000001,2
2023-12-15,18,0.4160092160000002,0
2023-12-16,1,-0.5839999999999999,0
2023-12-17,2,-0.22560000000000005,0
2023-12-18,11,-0.13555200000000006,1
2023-12-19,6,-0.09451520000000008,2
2023-12-20,11,2.92871424,4
2023-12-21,8,-1.2564894719999997,1
2023-12-22,12,-0.40632442879999997,1
2023-12-23,0,-0.2199538688,0
2023-12-24,0,-0.13759815680000012,0
2023-12-25,1,-0.08985600000000005,0
2023-12-26,2,-0.06888960000000002,0
2023-12-27,0,-0.05511167999999998,0
2023-12-28,0,-0.04546713599999998,1
