,definitelytyped/definitelytyped,sindresorhus/type-fest,microsoft/TypeScript
2021-04-21,3,0,3.8084313120171878
2021-04-22,28,0,2.822103126915625
2021-04-23,16,0,2.9408328358453124
2021-04-24,3,0,0.961025161360938
2021-04-25,4,0,0.16682488514687566
2021-04-26,42,0,2.3497722831625008
2021-04-27,12,0,3.2431337163546883
2021-04-28,16,0,5.106389622904688
2021-04-29,8,0,3.88634648470625
2021-04-30,8,0,3.8869294252578124
2021-05-01,2,0,-1.1342183172062499
2021-05-02,3,0,0.3407462300750006
2021-05-03,5,1,0.4451918431625008
2021-05-04,47,1,-0.48934690158281147
2021-05-05,14,1,4.650074200329688
2021-05-06,30,0,6.2385536680125
2021-05-07,11,2,8.88451758845625
2021-05-08,8,2,-0.5766145902578135
2021-05-09,12,0,0.08093752857031244
2021-05-10,37,0,2.3241167407343757
2021-05-11,15,0,1.2232805219484386
2021-05-12,21,0,2.2986685787140635
