,ansible/ansible,cfengine/core,saltstack/salt
2012-04-27,22,3,-11.229757952
2012-04-28,9,0,-7.9063570432
2012-04-29,0,0,5.854192742399999
2012-04-30,0,9,-2.298112716800002
2012-05-01,13,2,16.8480492544
2012-05-02,32,10,38.623471308800006
2012-05-03,13,3,-9.2239837184
2012-05-04,5,3,-2.3529616383999965
2012-05-05,4,1,3.0698551296000005
2012-05-06,17,0,-7.5846619136000015
2012-05-07,7,8,-0.9958334464000007
2012-05-08,25,3,1.5769701376
2012-05-09,5,6,5.3561042944
2012-05-10,36,4,29.8557308928
2012-05-11,16,6,-6.724710297599998
2012-05-12,2,3,4.8654424064
2012-05-13,6,0,27.6593712128
2012-05-14,10,13,0.5004122112000005
2012-05-15,8,1,-6.030865407999997
2012-05-16,2,0,-4.056946585599999
2012-05-17,2,1,5.571634892799999
2012-05-18,0,5,-3.1639204863999986
2012-05-19,4,21,8.4444761088
2012-05-20,6,0,-1.0463079423999986
2012-05-21,0,5,5.1038393344
2012-05-22,3,5,5.098786304000001
2012-05-23,2,13,23.793499238400003
2012-05-24,1,20,-4.942473420799999
2012-05-25,5,8,-9.9889798144
2012-05-26,3,9,12.565522431999998
2012-05-27,2,0,10.599097241599999
2012-05-28,0,0,0.26207037440000214
2012-05-29,6,5,0.6749552640000012
2012-05-30,9,10,20.9320654848
2012-05-31,3,7,-4.2122982399999955
2012-06-01,10,11,-5.034547507199999
2012-06-02,0,16,-4.3134465024
2012-06-03,0,1,14.039784038399999
2012-06-04,0,9,7.493351116800001
2012-06-05,3,1,7.6373786624000015
2012-06-06,1,5,14.834884300800002
2012-06-07,4,3,-7.7907726336
2012-06-08,5,2,1.5563461631999989
2012-06-09,2,0,2.1216997376
2012-06-10,2,0,-0.5337619456000002
2012-06-11,3,0,6.816332492799999
2012-06-12,1,6,-0.1710704639999996
2012-06-13,3,5,4.498052300800001
2012-06-14,12,4,-6.215040512
2012-06-15,8,7,5.715677081599999
2012-06-16,5,4,10.818552524800001
2012-06-17,4,0,-7.397549465599999
2012-06-18,3,2,19.6266543104
2012-06-19,6,0,40.1157977088
2012-06-20,14,5,-20.121508351999996
2012-06-21,9,3,-10.656648703999998
2012-06-22,3,7,26.530887065599998
2012-06-23,1,0,13.7377330176
2012-06-24,0,1,-13.303830220799998
2012-06-25,6,1,10.5945404416
2012-06-26,4,6,9.9645418496
2012-06-27,2,15,-3.038409215999998
2012-06-28,0,3,-8.147504742399999
2012-06-29,3,3,-3.159344332800001
2012-06-30,2,3,79.24040478719999
2012-07-01,2,0,-7.480264806399994
2012-07-02,8,2,-11.436351692799995
2012-07-03,8,1,-2.6606819327999993
2012-07-04,10,10,-4.298976460800004
2012-07-05,2,2,2.5445649407999973
2012-07-06,4,3,34.1962868736
2012-07-07,13,0,-21.428385075199998
2012-07-08,2,0,10.0151574528
2012-07-09,5,5,11.989778432000001
2012-07-10,11,21,-0.2158310400000012
2012-07-11,9,2,0.9417030656000005
2012-07-12,16,9,-3.6508427264000005
2012-07-13,3,10,34.2305507328
2012-07-14,12,0,-11.844740198399997
2012-07-15,21,0,30.69568512
2012-07-16,3,2,-7.077884313599995
2012-07-17,10,10,-8.493841408000002
2012-07-18,14,26,-4.1920729088
2012-07-19,5,9,5.096347443199998
2012-07-20,36,0,5.3584780288000005
2012-07-21,10,0,8.360363929600002
2012-07-22,10,0,-0.550487142399998
2012-07-23,11,5,14.005139456000002
2012-07-24,35,9,-6.3285612543999985
2012-07-25,23,0,-1.8072854528000004
2012-07-26,32,1,26.871925350399998
2012-07-27,9,10,23.704503603200003
2012-07-28,24,0,-10.997958758399996
2012-07-29,7,0,-8.678310399999999
2012-07-30,27,0,7.262303436799998
2012-07-31,22,2,26.6830101504
2012-08-01,40,15,17.495023820800004
2012-08-02,36,0,-1.125989478399994
2012-08-03,12,3,-0.24099266559999677
2012-08-04,0,1,-0.7238162432000017
2012-08-05,0,10,-3.4528329728000013
2012-08-06,2,4,4.5987369984
2012-08-07,29,19,5.555090944
2012-08-08,25,7,-0.38709524479999935
2012-08-09,29,12,1.4549830656000005
2012-08-10,46,13,3.253606297600001
2012-08-11,34,4,-1.6240326655999997
2012-08-12,3,0,-7.5222401024
2012-08-13,12,12,22.339913728
2012-08-14,23,9,1.2446008319999997
2012-08-15,17,9,15.612199424
2012-08-16,0,11,8.097978470400001
2012-08-17,19,33,-0.05556930559999884
2012-08-18,23,18,12.717281382400001
2012-08-19,9,7,-7.6575929344
2012-08-20,19,16,17.2029433856
2012-08-21,9,5,-8.921175551999998
2012-08-22,14,8,0.4079997952000003
2012-08-23,8,5,-7.989793587199999
2012-08-24,17,8,14.058212147199999
2012-08-25,3,0,7.3754331136000015
2012-08-26,0,1,-10.507500032
2012-08-27,15,0,12.784932864
2012-08-28,34,12,14.8378326016
2012-08-29,21,1,-1.200197017599999
2012-08-30,33,0,22.3714484224
2012-08-31,10,2,-7.044267519999998
2012-09-01,0,2,-0.4255259647999985
2012-09-02,5,0,-1.0692759552000002
2012-09-03,0,4,15.463551385599999
2012-09-04,17,3,-7.8734025728
2012-09-05,16,2,9.751065497599999
2012-09-06,12,8,11.464326144000001
2012-09-07,21,2,4.8668461056000005
2012-09-08,9,2,-9.478244966399998
2012-09-09,1,3,-4.304456396800001
2012-09-10,9,4,19.7522102272
2012-09-11,9,7,-4.0977774592
2012-09-12,11,5,7.2155982848
2012-09-13,3,5,-2.533023436799999
2012-09-14,6,6,0.15430236159999922
2012-09-15,0,0,3.9681120256
2012-09-16,0,0,-3.7401475071999997
2012-09-17,10,0,7.993375436799999
2012-09-18,6,6,27.0935504896
2012-09-19,19,9,4.552794112000004
2012-09-20,0,5,13.983783116800002
2012-09-21,4,2,-7.866183884799998
2012-09-22,1,0,12.7490640896
2012-09-23,9,0,8.739378073600001
2012-09-24,6,4,34.7707241472
2012-09-25,16,33,1.5030151168000039
2012-09-26,14,8,8.679168921600002
2012-09-27,14,9,19.595012608
2012-09-28,29,21,1.3276545024000015
2012-09-29,35,0,-10.4726659072
2012-09-30,39,1,6.890056703999999
2012-10-01,23,5,17.0185637888
2012-10-02,23,1,13.244513484800002
2012-10-03,13,1,-11.452019404799998
2012-10-04,23,3,28.2938692608
2012-10-05,9,8,26.223439155200005
2012-10-06,5,0,-10.489887641599996
2012-10-07,7,0,10.855361945600002
2012-10-08,31,5,9.8724614144
2012-10-09,15,0,5.075082342400002
2012-10-10,24,4,-7.557003571199999
2012-10-11,14,8,9.512498688
2012-10-12,43,7,16.0668519424
2012-10-13,9,0,-20.0217964544
2012-10-14,4,4,-0.16118599680000045
2012-10-15,8,0,5.168054271999999
2012-10-16,19,0,27.7912138752
2012-10-17,15,2,-9.806736793599995
2012-10-18,24,2,8.673554841600001
2012-10-19,15,7,14.631887564800001
2012-10-20,12,0,-9.997301248
2012-10-21,12,0,-8.6433303552
2012-10-22,6,8,27.8326513664
2012-10-23,11,9,3.488243711999999
2012-10-24,23,9,52.72324352
2012-10-25,18,1,28.063628492800007
2012-10-26,25,21,6.046194483200004
2012-10-27,6,0,-24.785135820799997
2012-10-28,3,0,-10.695674163200003
2012-10-29,12,1,35.15254108159999
2012-10-30,14,5,16.898006118399998
2012-10-31,17,5,13.770540236800002
2012-11-01,13,1,14.146993971200004
2012-11-02,4,14,-2.887517286399998
2012-11-03,15,0,-12.556098457600001
2012-11-04,6,0,16.7269595136
2012-11-05,3,2,30.073860710399998
2012-11-06,11,2,-2.898631884799997
2012-11-07,26,2,15.753505894400003
2012-11-08,10,3,24.6385268736
2012-11-09,30,3,10.174117478400003
2012-11-10,12,0,-3.9631755264000006
2012-11-11,5,1,12.593651814399998
2012-11-12,14,2,28.3196045312
2012-11-13,20,9,17.567195750400003
2012-11-14,9,1,35.526930739200004
2012-11-15,4,10,69.30967203840001
2012-11-16,5,20,12.570651852800005
2012-11-17,15,1,-21.252563660799993
2012-11-18,11,4,-13.640476057600004
2012-11-19,8,7,9.242668851199994
2012-11-20,6,4,19.0299113472
2012-11-21,9,8,18.5469406208
2012-11-22,10,1,-3.8865645567999962
2012-11-23,8,7,7.3470156800000055
2012-11-24,11,5,-13.003078041599998
2012-11-25,4,1,-2.3566095360000006
2012-11-26,15,16,30.375915929599998
2012-11-27,13,3,11.6360580096
2012-11-28,13,10,5.950589030400003
2012-11-29,1,4,20.039338700800002
2012-11-30,0,7,12.854053273600002
2012-12-01,6,1,-3.0095478783999994
2012-12-02,11,4,7.031478886399999
2012-12-03,2,4,19.110185267200002
2012-12-04,5,4,29.436835430400002
2012-12-05,5,4,-5.931742617599994
2012-12-06,2,7,5.054851788800001
2012-12-07,1,9,-2.6467129344
2012-12-08,0,0,-12.384171519999999
2012-12-09,1,2,7.815193702399998
2012-12-10,1,1,26.205902643199998
2012-12-11,4,8,15.590748672000004
2012-12-12,16,3,6.978252390400002
2012-12-13,5,0,-0.044904345599995565
2012-12-14,10,26,11.074976460799999
2012-12-15,9,0,-17.673344204799996
2012-12-16,4,0,-2.1799213056000024
2012-12-17,3,9,18.8384372736
2012-12-18,5,6,2.657642803199998
2012-12-19,8,24,14.5479916544
2012-12-20,2,12,32.084974592
2012-12-21,1,4,-6.203384422399996
2012-12-22,0,0,11.402258124800003
2012-12-23,6,0,-13.439673548799998
2012-12-24,3,0,4.472235724799997
2012-12-25,0,0,-10.797758259200002
2012-12-26,0,19,2.9029552127999985
2012-12-27,1,1,50.737964544
2012-12-28,0,1,86.268286464
2012-12-29,0,2,26.722691379200008
2012-12-30,0,0,-28.67618140159999
2012-12-31,0,0,66.3553503232
2013-01-01,0,0,-34.24085923839999
2013-01-02,0,0,-9.916183961600005
2013-01-03,10,16,-4.040524902400001
2013-01-04,6,4,18.4972695552
2013-01-05,5,2,-6.004013567999998
2013-01-06,3,0,-11.709075967999997
2013-01-07,6,20,14.701767577599998
2013-01-08,2,9,8.9250249728
2013-01-09,13,5,26.195509350400002
2013-01-10,8,30,49.464039424000006
2013-01-11,1,5,9.982989824000008
2013-01-12,2,0,-18.993383935999994
2013-01-13,14,34,5.768753663999995
2013-01-14,1,7,30.347775590399998
2013-01-15,0,8,41.815867904
2013-01-16,1,13,-11.372507443199993
2013-01-17,2,4,3.6312190976000025
2013-01-18,10,3,35.712721715200004
2013-01-19,3,1,-19.094726348799995
2013-01-20,6,0,5.954573619199998
2013-01-21,8,11,37.8162909184
2013-01-22,12,13,3.383387033600002
2013-01-23,16,45,-0.27735971839999607
2013-01-24,6,9,20.4586697728
2013-01-25,14,10,-2.1175750656000005
2013-01-26,25,29,7.793565900800001
2013-01-27,3,0,-6.272711475199998
2013-01-28,10,6,21.932150784
2013-01-29,6,8,28.823575552
2013-01-30,2,14,25.574120038399997
2013-01-31,10,1,41.886081536000006
2013-02-01,5,2,-12.874281164799996
2013-02-02,22,0,-10.455590297599997
2013-02-03,13,3,-6.199576883200002
2013-02-04,11,3,13.203965337599996
