,apache/airflow,PrefectHQ/prefect,orchest/orchest
2022-01-07,8,22,-0.20129085440000072
2022-01-08,5,16,0.07728066559999913
2022-01-09,7,0,0.6513257471999996
2022-01-10,11,26,18.96860928
2022-01-11,5,39,9.490188287999999
2022-01-12,10,71,3.3211652096
2022-01-13,11,44,20.191785984
2022-01-14,15,48,10.2910242816
2022-01-15,0,0,-6.379036262400001
2022-01-16,2,2,-4.098265497600003
2022-01-17,3,1,29.243711692799998
2022-01-18,16,15,9.531489996800001
2022-01-19,11,87,44.206019481599995
2022-01-20,15,16,8.491047936
2022-01-21,14,37,3.5037732863999977
2022-01-22,1,9,-7.345591296000002
2022-01-23,11,0,-2.803405619200003
2022-01-24,15,5,10.497485209599997
2022-01-25,5,39,10.745286656000001
2022-01-26,12,64,28.7977101312
2022-01-27,10,44,8.899772108800004
2022-01-28,9,98,-9.5506899968
2022-01-29,9,12,-4.879990579200001
2022-01-30,9,1,-3.176739840000001
2022-01-31,5,13,-0.26058823680000076
2022-02-01,18,9,20.8128652288
2022-02-02,1,36,-0.20956927999999841
2022-02-03,12,29,21.795529011200003
2022-02-04,11,29,7.412149145600003
2022-02-05,4,0,-6.441259008000001
2022-02-06,8,10,-3.2777856000000023
2022-02-07,7,22,12.74946816
2022-02-08,11,58,6.291401216000001
2022-02-09,7,67,16.2283948032
2022-02-10,14,62,13.0803519488
2022-02-11,21,60,7.5852025856
2022-02-12,6,15,-6.9006587904
2022-02-13,5,27,0.36003174399999827
2022-02-14,6,84,12.793126399999998
2022-02-15,33,86,12.6342656
2022-02-16,7,97,29.435617792000002
2022-02-17,12,83,1.3733287936000007
2022-02-18,3,81,0.41274460159999915
2022-02-19,8,13,-5.848293888000001
2022-02-20,7,36,-0.46685593600000175
2022-02-21,4,85,22.997407232
2022-02-22,7,58,8.664569446400002
2022-02-23,12,76,4.0587160576
2022-02-24,14,63,-1.9377569791999987
2022-02-25,17,97,1.8448290816000004
2022-02-26,8,59,15.4244436992
2022-02-27,10,19,10.0681402368
2022-02-28,15,75,13.766585344
2022-03-01,25,28,15.5972231168
2022-03-02,18,60,15.418068377600001
2022-03-03,13,35,10.8291618816
2022-03-04,9,59,9.211002777599997
2022-03-05,3,13,-4.420192153600002
2022-03-06,11,14,-5.621314150400002
2022-03-07,20,45,19.2556181504
2022-03-08,24,108,20.7256103936
2022-03-09,15,60,17.570830336
2022-03-10,16,68,-8.1844969472
2022-03-11,19,70,9.349785190399999
2022-03-12,3,23,1.4397992960000012
2022-03-13,10,2,-5.270069555200001
2022-03-14,14,51,106.8721296384
2022-03-15,14,62,68.70448486400001
2022-03-16,5,40,31.7606299648
2022-03-17,3,44,10.797816524799995
2022-03-18,3,18,47.77722091519999
2022-03-19,4,5,-19.997928140800006
2022-03-20,10,0,-14.469757952000007
2022-03-21,18,31,57.345531596799994
2022-03-22,12,46,-10.634222079999994
2022-03-23,6,33,-9.149665279999997
2022-03-24,14,30,-2.403991859199998
2022-03-25,8,6,-4.221828198399997
2022-03-26,3,3,-5.0821552127999965
2022-03-27,18,0,-3.377692569599999
2022-03-28,7,33,-1.9718175744000008
2022-03-29,20,28,12.441276313600003
2022-03-30,11,46,55.8895761408
2022-03-31,24,47,17.4911251456
2022-04-01,11,40,1.1141591039999987
2022-04-02,5,0,-6.5608485888000025
2022-04-03,4,0,-5.338912051200003
2022-04-04,14,25,5.356236799999998
2022-04-05,9,8,39.41288192
2022-04-06,19,7,5.230508032000001
2022-04-07,10,26,19.7687916544
2022-04-08,21,28,9.970514944000001
2022-04-09,3,20,-3.6516675584
2022-04-10,8,0,-1.3415201792000033
2022-04-11,16,46,-1.9726583808000022
2022-04-12,22,51,19.044301311999998
2022-04-13,23,43,12.556671078400003
2022-04-14,18,10,13.981661798400001
2022-04-15,4,9,17.560263475200003
2022-04-16,2,4,-6.636865433600001
2022-04-17,0,6,-3.489430630400002
2022-04-18,3,26,4.194682777599999
2022-04-19,18,14,9.757207552
2022-04-20,8,48,23.5429705728
2022-04-21,13,59,6.074106060800002
2022-04-22,8,17,18.620830208
2022-04-23,5,6,-9.206731980799999
2022-04-24,8,1,-4.696554086400003
2022-04-25,56,36,5.0198555647999985
2022-04-26,20,13,16.1739103232
2022-04-27,18,11,24.597574348800002
2022-04-28,18,13,6.439135846400003
2022-04-29,12,10,6.073678438399999
2022-04-30,14,1,-7.005408768000001
2022-05-01,9,0,-2.9279535104000014
2022-05-02,10,6,30.25479424
2022-05-03,15,20,36.354095104
2022-05-04,12,19,43.7153978368
2022-05-05,4,16,24.130163200000002
2022-05-06,9,7,24.8919366656
2022-05-07,9,0,-17.272054374400003
2022-05-08,8,0,-9.305968025600006
2022-05-09,23,12,34.624982528
2022-05-10,10,28,12.902880153600002
2022-05-11,17,42,10.5657197568
2022-05-12,13,45,4.401847808000003
2022-05-13,6,7,8.308440883200003
2022-05-14,0,3,-9.032572620799998
2022-05-15,1,2,-5.006029516800002
2022-05-16,8,22,17.785927679999997
2022-05-17,11,52,15.286770688000002
2022-05-18,7,46,4.8588527616000015
2022-05-19,14,46,18.338333593599998
2022-05-20,14,13,15.376720588800001
2022-05-21,7,0,-9.1579444224
2022-05-22,14,0,22.2279548928
2022-05-23,5,31,29.47113728
2022-05-24,11,23,29.855095808
2022-05-25,7,63,55.341982617599996
2022-05-26,12,60,0.5339748351999987
2022-05-27,14,39,28.089692364799994
2022-05-28,11,1,-17.310184448
2022-05-29,4,1,-9.453092249600004
2022-05-30,7,1,4.519586815999999
2022-05-31,14,51,18.769064243200003
2022-06-01,13,49,10.109528780800002
2022-06-02,20,53,30.6103212032
2022-06-03,32,35,3.865166848000003
2022-06-04,10,6,-5.6074933248
2022-06-05,27,2,-4.176834867200002
2022-06-06,20,42,33.89193728
2022-06-07,20,110,25.448424448
2022-06-08,7,31,24.4285582336
2022-06-09,3,20,-5.909659750400001
2022-06-10,5,37,-0.8102369280000019
2022-06-11,3,2,-6.047897600000001
2022-06-12,15,0,-4.466173644800001
2022-06-13,15,13,4.865063014399999
2022-06-14,11,38,-3.0579872767999987
2022-06-15,10,70,2.140600012800003
2022-06-16,8,27,-2.769622118399997
2022-06-17,9,71,2.550889779200001
2022-06-18,3,7,-0.5096712191999995
2022-06-19,18,0,0.008891084800000004
2022-06-20,6,13,18.2320080896
2022-06-21,10,71,2.7034275840000017
2022-06-22,9,55,6.697479884799999
2022-06-23,8,25,1.3027408895999995
2022-06-24,10,46,-2.950418432000001
2022-06-25,9,16,-1.6952903680000009
2022-06-26,3,14,-0.22409103360000038
2022-06-27,7,26,37.8851736576
2022-06-28,24,66,-1.6162909183999972
2022-06-29,12,57,13.822957158399998
2022-06-30,10,71,-1.5813961727999999
2022-07-01,8,28,12.611431935999999
2022-07-02,6,24,-6.025879552000001
2022-07-03,2,7,-3.230801920000002
2022-07-04,13,1,9.713284607999999
2022-07-05,9,66,11.820895641600004
2022-07-06,22,107,20.3951176704
2022-07-07,14,34,-6.848575180799999
2022-07-08,10,46,12.9521895424
2022-07-09,4,2,-5.878969855999999
2022-07-10,1,0,4.852699443199999
2022-07-11,12,22,21.35648256
