,square/okhttp,apache/httpcomponents-client,jetty/jetty.project
2015-07-27,0,0,-0.15910400000000058
2015-07-28,0,0,5.9105408
2015-07-29,0,0,-1.19705088
2015-07-30,0,0,13.594253312
2015-07-31,0,0,-2.9601662975999976
2015-08-01,3,0,-1.9993677824000002
2015-08-02,3,0,-1.0577195008000007
2015-08-03,6,0,3.2625356799999996
2015-08-04,0,0,-1.369943552
2015-08-05,0,0,7.2179219456
2015-08-06,2,0,8.8319972352
2015-08-07,2,6,-0.21961175039999903
2015-08-08,0,1,-2.1675719680000007
2015-08-09,0,0,-1.1309845504000007
2015-08-10,2,3,3.2144051199999994
2015-08-11,0,3,0.5973227520000002
2015-08-12,0,0,0.7933840383999997
2015-08-13,0,0,7.885417984
2015-08-14,0,0,8.5008002048
2015-08-15,0,0,-3.3656699904
2015-08-16,0,2,-1.549395251200001
2015-08-17,0,0,0.009963519999999448
2015-08-18,0,0,1.068314112
2015-08-19,0,1,2.9427385344
2015-08-20,0,0,3.5612285952000002
2015-08-21,0,0,-1.7902220287999997
2015-08-22,0,0,-0.9552249855999996
2015-08-23,0,0,-0.5830636543999999
2015-08-24,0,0,1.6720716799999997
2015-08-25,1,8,6.342363648
2015-08-26,10,3,0.22890434560000017
2015-08-27,0,3,16.7768768512
2015-08-28,1,0,-4.285015961599999
2015-08-29,3,0,-1.8846187520000013
2015-08-30,0,0,0.8491903999999992
2015-08-31,0,0,-0.23272704000000033
2015-09-01,0,0,0.9922319359999996
2015-09-02,4,0,-0.10322452479999988
2015-09-03,0,0,2.1040581632
2015-09-04,0,1,-0.14458951679999887
2015-09-05,0,0,-0.8460419071999996
2015-09-06,0,0,-0.3629542400000002
2015-09-07,0,0,-0.260895744
2015-09-08,2,0,-0.20381665279999994
2015-09-09,3,0,3.8550061056000002
2015-09-10,0,0,2.0894646272000004
2015-09-11,1,0,2.0074407936
2015-09-12,1,0,-1.0837957632
2015-09-13,2,0,-0.5308693504000004
2015-09-14,0,0,2.653056
2015-09-15,4,0,0.14087680000000002
2015-09-16,0,0,0.3543987199999997
2015-09-17,4,0,2.406382592
2015-09-18,3,0,3.0273793024000004
2015-09-19,0,0,-1.2787791871999998
2015-09-20,0,0,0.37816954879999964
2015-09-21,0,0,7.4104550399999995
2015-09-22,2,0,-0.9715266559999995
2015-09-23,0,0,6.8798471168
2015-09-24,0,0,2.7430475776
2015-09-25,0,0,8.8943246336
2015-09-26,2,0,-3.3372756991999997
2015-09-27,15,0,-0.6445705216000011
2015-09-28,3,0,-0.27051827200000056
2015-09-29,0,0,4.914791833600001
2015-09-30,2,0,9.0394037248
2015-10-01,0,0,-0.19852144639999914
2015-10-02,0,0,3.8149767167999995
2015-10-03,0,1,-2.4361763839999995
2015-10-04,0,0,-1.3213343744000003
2015-10-05,2,0,1.1764167679999997
2015-10-06,0,0,0.9686578176
2015-10-07,2,0,10.9405080576
2015-10-08,2,0,1.937566105600001
2015-10-09,2,0,2.5949136896
2015-10-10,0,0,-2.2180063232
2015-10-11,0,0,-1.2099457024000007
2015-10-12,0,0,16.21085696
2015-10-13,0,0,2.996545536
2015-10-14,0,0,6.753341235199999
2015-10-15,0,0,8.2396311552
2015-10-16,0,0,0.5865956352000001
2015-10-17,0,0,-3.2435973120000012
2015-10-18,0,0,-1.9003883520000011
2015-10-19,3,0,5.6706841599999995
2015-10-20,0,0,2.558201856000001
2015-10-21,3,1,7.585214259200001
2015-10-22,0,0,2.7275727872000006
2015-10-23,0,0,2.142820352
2015-10-24,0,0,-2.5283227648
2015-10-25,0,0,0.6429716479999994
2015-10-26,2,0,4.68240896
2015-10-27,0,0,0.9291484160000003
2015-10-28,0,0,5.2452559872
2015-10-29,0,0,4.594871808000001
2015-10-30,3,0,2.3476746240000006
2015-10-31,4,0,-2.3376282624
2015-11-01,5,0,-1.2665809920000006
2015-11-02,1,0,10.154425856
2015-11-03,2,0,-2.851798732799999
2015-11-04,2,0,17.6128521216
2015-11-05,2,0,10.313246924800001
2015-11-06,2,0,0.8377669632
2015-11-07,3,0,-3.752120012800001
2015-11-08,1,0,-2.125463552000001
2015-11-09,2,2,1.536622079999999
2015-11-10,0,0,-1.7310520319999996
2015-11-11,2,0,2.8415814656
2015-11-12,2,2,1.406159872000001
2015-11-13,0,0,-0.5750936575999988
2015-11-14,4,1,-0.9819745279999995
2015-11-15,4,0,-0.49450250240000004
2015-11-16,2,0,1.69827584
2015-11-17,0,0,-0.6350863359999999
2015-11-18,2,0,9.6480626688
2015-11-19,2,0,-0.2247598079999995
2015-11-20,0,0,-1.3771672576000002
2015-11-21,0,0,-0.7428677632000004
2015-11-22,10,0,-0.4853269504000002
2015-11-23,4,0,1.6435865599999997
2015-11-24,3,0,8.315864576
2015-11-25,19,0,16.8049364992
2015-11-26,1,0,-0.7937305599999993
2015-11-27,1,0,-1.972668928000001
2015-11-28,2,1,-1.810410700800001
2015-11-29,0,0,-1.1810816000000006
2015-11-30,2,1,2.1147033599999996
2015-12-01,2,0,1.694992896
2015-12-02,2,0,9.5767130112
2015-12-03,0,0,1.942273638400002
2015-12-04,0,0,-1.4361952255999997
2015-12-05,4,0,-1.3696731136000004
2015-12-06,3,0,-0.8399637504000005
2015-12-07,1,0,0.39103743999999974
2015-12-08,2,0,12.320059904
2015-12-09,2,0,2.9255548928000006
2015-12-10,2,1,-2.5887352832
2015-12-11,1,0,7.636371865599999
2015-12-12,3,0,-2.627070464
2015-12-13,3,1,-1.2864661504000008
2015-12-14,20,1,5.132282879999999
2015-12-15,27,0,8.140592128
2015-12-16,5,1,0.9891060736000008
2015-12-17,2,0,7.6797129728
2015-12-18,6,0,13.771243417600001
2015-12-19,2,0,-4.010705408
2015-12-20,0,0,-2.6645569536000018
2015-12-21,2,0,2.360007679999999
2015-12-22,6,1,-2.011868672
2015-12-23,4,0,13.7215998976
2015-12-24,5,0,4.083662848000001
2015-12-25,1,0,-3.4363375616000003
2015-12-26,2,0,-1.8483553279999998
2015-12-27,1,0,-0.1960818687999999
2015-12-28,9,0,0.06798376959999974
2015-12-29,4,1,-0.8482708480000001
2015-12-30,0,0,-0.5952086016000002
2015-12-31,2,0,-0.43282943999999923
2016-01-01,13,0,-0.361277951999999
2016-01-02,13,1,-0.14571960319999974
2016-01-03,3,0,-0.03735552000000002
2016-01-04,4,0,6.968685568
2016-01-05,2,0,5.5731429376
2016-01-06,1,0,2.0275306496
2016-01-07,2,0,0.3039999999999994
2016-01-08,7,0,3.708799999999999
2016-01-09,2,0,-0.7659520000000004
2016-01-10,0,0,-1.1521536000000006
2016-01-11,5,0,-0.7508326400000005
2016-01-12,1,3,1.4320117760000002
2016-01-13,6,0,12.1421560832
2016-01-14,7,2,1.9336302592000005
2016-01-15,3,1,3.6802847743999996
2016-01-16,9,7,-1.4050039808
2016-01-17,3,3,-1.4846064640000005
2016-01-18,0,0,-0.9212949504000005
2016-01-19,0,0,0.3232921599999996
2016-01-20,0,21,-0.7377827840000001
2016-01-21,0,0,3.4752786432000007
2016-01-22,0,0,-0.20402923519999927
2016-01-23,0,1,-0.7191997439999998
2016-01-24,2,0,-0.38673981439999994
2016-01-25,0,0,0.7847018496
2016-01-26,1,6,-0.35267072
2016-01-27,5,7,1.798361088
2016-01-28,2,1,0.45139496960000003
2016-01-29,1,0,0.5319224320000001
2016-01-30,2,0,-0.4658011135999999
2016-01-31,2,0,-0.22809815040000012
2016-02-01,0,0,6.85040128
2016-02-02,5,0,6.485618688000001
2016-02-03,0,0,6.7477124096
2016-02-04,0,0,6.157869056
2016-02-05,2,2,1.8045468671999996
2016-02-06,6,1,-2.626409062400001
2016-02-07,4,0,-1.494158950400001
2016-02-08,7,0,1.9458585599999993
2016-02-09,2,0,1.5821890560000003
2016-02-10,5,0,2.4937331712000006
2016-02-11,0,0,-0.6677286911999993
2016-02-12,0,0,4.9088528384000005
2016-02-13,0,0,2.1664292864000005
2016-02-14,0,0,-1.6626411520000002
2016-02-15,2,0,7.14418944
2016-02-16,3,0,9.805205504
2016-02-17,0,1,7.5036771328
2016-02-18,0,0,-2.8806024192
2016-02-19,1,0,12.827659366399999
2016-02-20,2,0,-4.381990502399999
2016-02-21,6,0,-2.2198293504000013
2016-02-22,2,0,1.5350672383999993
2016-02-23,2,0,4.327524864
2016-02-24,0,0,2.697929932800001
2016-02-25,4,0,0.7447442432000004
2016-02-26,4,0,28.2057486336
2016-02-27,0,0,-6.9864930303999975
2016-02-28,0,0,-3.1135426560000017
2016-02-29,2,0,9.158167039999999
2016-03-01,0,1,5.468524544
2016-03-02,0,0,7.2842656768
2016-03-03,0,0,-0.2583988224000002
2016-03-04,4,0,3.905088511999999
2016-03-05,1,0,8.699664588800001
2016-03-06,0,0,-4.3502213119999995
2016-03-07,0,0,10.918650879999998
2016-03-08,0,0,10.951333888
2016-03-09,0,0,-3.1565133824
2016-03-10,0,0,14.9883705344
2016-03-11,0,0,6.5248536576000005
2016-03-12,0,0,-5.125680025600001
2016-03-13,3,0,-2.7997523968000007
2016-03-14,0,0,3.0920164351999997
2016-03-15,2,0,12.655353344000002
2016-03-16,0,0,10.514078924800002
2016-03-17,0,0,-2.2056422399999995
2016-03-18,0,0,2.8249618431999997
2016-03-19,0,0,-3.1887808511999993
2016-03-20,2,0,-1.7628162048000007
2016-03-21,2,0,-0.16290560000000065
2016-03-22,0,2,4.88952064
2016-03-23,4,0,3.9734343680000013
2016-03-24,0,0,8.695791104000001
2016-03-25,2,0,4.666636288000001
2016-03-26,0,0,-3.1188703232000003
2016-03-27,0,0,-1.6180609024000008
2016-03-28,3,0,-1.0463155200000005
2016-03-29,1,0,0.21178316799999974
2016-03-30,0,0,9.1706392576
2016-03-31,1,0,1.4092333056000008
2016-04-01,1,0,12.983505305600001
2016-04-02,0,1,-3.0858645503999984
2016-04-03,0,0,-2.0532908032000012
2016-04-04,0,0,4.789811199999999
2016-04-05,0,0,10.92464128
2016-04-06,0,0,-2.7620101120000005
2016-04-07,0,0,5.9159786495999995
2016-04-08,2,0,1.0378260480000003
2016-04-09,0,0,-2.3606358015999995
2016-04-10,4,0,-1.3935687680000002
2016-04-11,0,0,7.134059929599999
2016-04-12,0,0,-2.2654904319999996
2016-04-13,2,0,5.8156425216
2016-04-14,0,0,8.8223817728
2016-04-15,0,0,0.7759220736000003
2016-04-16,0,0,0.6224063487999993
2016-04-17,0,0,0.10349219839999946
2016-04-18,0,0,-1.5157657600000007
2016-04-19,1,0,-0.9773992960000001
2016-04-20,1,0,5.2580973568000005
2016-04-21,6,0,-1.7124311039999995
2016-04-22,4,0,4.0943844352
2016-04-23,1,0,1.4256485376000005
2016-04-24,1,0,-1.3284939776
2016-04-25,0,0,6.3006005248
2016-04-26,0,0,1.1404884992000002
2016-04-27,2,0,1.5099596799999995
2016-04-28,0,0,9.558921728
2016-04-29,2,0,8.960063897600001
2016-04-30,0,0,-1.8262707200000001
2016-05-01,2,0,-1.3139194880000007
2016-05-02,2,0,4.4006105088
2016-05-03,0,0,9.727123456000001
2016-05-04,0,0,14.2924224512
2016-05-05,1,0,5.5554172928
2016-05-06,0,0,6.1172128768
2016-05-07,4,0,-1.8645136384
2016-05-08,4,0,-2.2371391488000008
2016-05-09,1,0,-2.183280332800001
2016-05-10,0,0,0.45586933759999937
2016-05-11,1,0,15.393437593600002
2016-05-12,0,0,11.510270259200002
2016-05-13,2,0,1.6882705408000005
2016-05-14,4,0,-3.9298366464
2016-05-15,0,0,-2.147524710400001
2016-05-16,1,0,5.599634636799999
2016-05-17,0,0,8.5626116096
2016-05-18,0,0,8.417857536
2016-05-19,0,0,31.7006410752
2016-05-20,1,0,8.516130611200001
2016-05-21,0,0,-7.904575590400002
2016-05-22,3,0,-3.0823830528000027
2016-05-23,1,0,-1.9232358400000011
2016-05-24,0,0,10.663850495999998
