,tensorflow/models,pytorch/vision,huggingface/transformers
2023-02-19,-0.8183255871953125,0,0
2023-02-20,0.48771010228437506,0,9
2023-02-21,2.336759537203125,4,8
2023-02-22,2.7068994415515624,2,12
2023-02-23,0.22372559617187493,5,10
2023-02-24,3.5919990192734375,17,12
2023-02-25,-2.1842948364625,0,1
2023-02-26,-0.9442584389656246,0,0
2023-02-27,3.4144941387500003,9,13
2023-02-28,1.3738750119843748,0,17
2023-03-01,3.3477943664703123,7,19
2023-03-02,0.6884240332390625,1,23
2023-03-03,-0.9450234552124999,3,16
2023-03-04,-1.25841891029375,0,5
2023-03-05,-0.7345137661640624,0,0
2023-03-06,0.5257395675000001,0,15
2023-03-07,3.3338937491875,1,13
2023-03-08,3.398686990521875,3,13
2023-03-09,0.820213492723437,2,16
2023-03-10,-0.8376669902109375,4,11
2023-03-11,0.8405027935359377,0,1
2023-03-12,-1.2400577757328124,0,0
2023-03-13,5.34933052625,1,25
2023-03-14,0.7435666257343749,2,13
2023-03-15,0.11823551345468752,1,5
2023-03-16,2.454689579490625,2,12
2023-03-17,-0.010541215210937871,0,13
2023-03-18,-1.5323505039640624,0,0
2023-03-19,-0.8025077717640623,0,0
2023-03-20,2.4501564435343752,0,12
2023-03-21,0.7021001531562496,0,8
2023-03-22,3.76539087280625,3,16
2023-03-23,2.9166055067703125,4,13
2023-03-24,1.6069242589718749,3,12
2023-03-25,-1.2780728364625,0,0
2023-03-26,-1.3747624139656247,0,0
2023-03-27,2.20415270375,4,17
2023-03-28,2.529299739703125,0,3
2023-03-29,-0.9577378544796875,0,14
2023-03-30,3.77731952095625,1,10
2023-03-31,0.790101892507812,2,5
2023-04-01,-1.8846919569765626,0,0
2023-04-02,-0.9115964571968747,0,0
2023-04-03,0.4273885655171876,2,19
2023-04-04,3.284171142203125,1,14
2023-04-05,3.366220556989062,2,13
2023-04-06,4.7856606740531245,2,13
2023-04-07,-0.053001318310937684,2,11
2023-04-08,-1.2384174664609375,0,0
2023-04-09,-1.4152246021984372,0,0
2023-04-10,0.1746805262500002,0,8
2023-04-11,2.103860625734375,0,7
2023-04-12,3.5308340634546873,0,11
2023-04-13,1.7595190094906248,1,15
2023-04-14,-0.2028692672734378,2,12
2023-04-15,-1.6293790666765626,0,1
2023-04-16,-0.8178810689640623,0,0
2023-04-17,4.469365475517188,0,14
2023-04-18,7.111641149484375,1,10
2023-04-19,-0.5335638822796875,0,10
2023-04-20,-1.3850246435265623,0,18
2023-04-21,3.4793490192734375,3,21
2023-04-22,-2.3796508364625,0,1
2023-04-23,-1.1160408889656246,0,1
2023-04-24,0.26886261875000017,0,19
2023-04-25,-0.8503743850781252,0,9
2023-04-26,1.4554385491953121,0,11
2023-04-27,1.0352575443578123,0,10
2023-04-28,-0.0015758252140625206,0,10
2023-04-29,0.2483127529390624,0,1
2023-04-30,0.3044770713359375,0,0
2023-05-01,2.37677722625,1,7
2023-05-02,1.773458558234375,6,10
2023-05-03,0.5575575642671877,7,17
2023-05-04,-0.2563315935312498,1,12
2023-05-05,-0.9398661462468749,0,6
2023-05-06,-0.5189299294812499,0,1
2023-05-07,-0.34724574124843754,0,3
2023-05-08,1.7442224612515624,3,6
2023-05-09,1.2056326402203124,4,13
2023-05-10,0.04042420000468738,4,14
2023-05-11,1.2795390530203126,5,20
2023-05-12,1.05263145676875,1,10
2023-05-13,-1.0228489132328125,1,0
2023-05-14,-0.47516472499999973,0,0
2023-05-15,0.6864784775000001,4,11
2023-05-16,2.46728565646875,2,20
2023-05-17,1.8111202412531249,1,15
2023-05-18,4.59798018426875,2,15
2023-05-19,-2.4169138942640624,1,13
2023-05-20,-0.01762800999687464,1,1
2023-05-21,-0.9170959389656248,0,0
2023-05-22,0.4760643887500001,3,12
2023-05-23,0.319587374484375,2,14
2023-05-24,-0.7029330597796877,5,17
2023-05-25,-0.3963442824953126,1,7
2023-05-26,0.7410460972078122,1,7
2023-05-27,0.5296594968531249,1,0
2023-05-28,-0.473877829265625,0,0
2023-05-29,4.779678450517188,0,0
2023-05-30,1.3655035094843748,3,14
2023-05-31,0.47565712000156246,4,29
2023-06-01,-1.2790845257328123,1,12
2023-06-02,-0.6315506362499997,1,8
2023-06-03,-0.422922740515625,0,0
2023-06-04,-0.31535019249843754,0,0
2023-06-05,1.7623471305171874,1,11
2023-06-06,0.21718286992187474,2,17
2023-06-07,0.3365382360390623,0,18
2023-06-08,0.40349632677031244,0,9
2023-06-09,4.428008173534375,0,16
2023-06-10,-0.764103,0,2
2023-06-11,-1.0009444749999998,0,0
2023-06-12,1.4664218400000002,2,19
2023-06-13,0.03597568021874986,1,17
2023-06-14,-0.78404542948125,1,11
2023-06-15,0.5814580337515626,0,16
2023-06-16,0.4126476387515624,0,9
2023-06-17,-0.6165272708109377,0,0
2023-06-18,-0.32457575792968757,0,0
2023-06-19,-0.1744413232328125,2,14
2023-06-20,2.87940654271875,1,18
2023-06-21,2.00395534426875,4,13
2023-06-22,1.7291784505171877,4,11
2023-06-23,-0.42833399051562493,2,11
2023-06-24,-0.9434476299984373,0,0
2023-06-25,-0.5067316632328123,0,0
2023-06-26,1.6610091625,0,15
2023-06-27,1.14396234125,3,17
2023-06-28,-1.0140648090468751,2,14
2023-06-29,1.5024669262546875,2,13
2023-06-30,0.09333733625468721,2,8
2023-07-01,-0.7063924564640625,0,1
2023-07-02,-0.3435856382328124,0,0
2023-07-03,-0.22430127249999995,3,7
2023-07-04,-0.1692709810312501,0,7
2023-07-05,2.8647977650031247,2,6
2023-07-06,2.0116377635343747,0,5
2023-07-07,-1.26571070728125,1,4
2023-07-08,0.46345645676875025,0,0
2023-07-09,-0.6125709132328125,0,0
2023-07-10,-0.3146482499999999,0,4
2023-07-11,4.7814966625,0,15
2023-07-12,7.33312309125,0,9
2023-07-13,-3.359222221546875,1,16
2023-07-14,1.645838747504688,1,4
2023-07-15,-1.6960200134484373,0,0
2023-07-16,-0.8409404667656248,0,0
2023-07-17,0.4240300242671876,0,19
2023-07-18,1.27519836875,0,12
2023-07-19,0.9558402024218748,0,8
2023-07-20,-0.15015010455468802,0,13
2023-07-21,1.1517149596546874,0,16
2023-07-22,-0.9816754002968751,0,0
2023-07-23,-0.4732966021984374,0,0
2023-07-24,2.71587800125,1,17
2023-07-25,0.8896017607343749,1,25
2023-07-26,1.9190272432359374,0,11
2023-07-27,-1.412939258746875,4,10
2023-07-28,1.3645544092687503,3,13
2023-07-29,-0.9933225967640625,0,0
2023-07-30,-0.48693741396562484,0,0
2023-07-31,3.68840570375,5,8
2023-08-01,-0.43571228529687533,5,6
2023-08-02,3.0911840055203124,4,15
2023-08-03,-1.6643587017625001,2,9
2023-08-04,3.281185212801563,1,10
2023-08-05,-1.62879693353125,0,0
2023-08-06,-0.7306605264656247,0,1
2023-08-07,-0.45599095749999985,2,12
2023-08-08,1.6637624091874998,1,17
2023-08-09,4.135079535303125,6,18
2023-08-10,-0.8802137302953128,4,11
2023-08-11,-1.0741627479312497,0,8
2023-08-12,2.4536681329375,0,0
2023-08-13,-1.2740866529312502,0,1
2023-08-14,0.44967452500000027,3,8
2023-08-15,-0.66253911,4,4
2023-08-16,0.62469183521875,6,10
2023-08-17,0.4258315659562497,8,23
2023-08-18,-0.5987988704296876,6,15
2023-08-19,-0.2646754844828124,0,1
2023-08-20,0.829426487203125,0,0
2023-08-21,1.5704097365515624,2,12
2023-08-22,0.22612217073437502,4,13
2023-08-23,0.3746784505171876,4,13
2023-08-24,1.401003509484375,7,16
2023-08-25,0.09599462000156245,4,16
2023-08-26,-0.7059672757328124,0,1
2023-08-27,-0.35940174874999986,0,0
2023-08-28,0.753382623234375,2,5
2023-08-29,-0.4871779830140626,4,24
2023-08-30,1.7567172080187499,10,11
2023-08-31,3.2498444600015626,2,11
2023-09-01,-1.5144566205140626,2,11
2023-09-02,-0.6117637932312497,0,0
2023-09-03,-0.3551892757328124,0,0
2023-09-04,-0.23904777374999997,2,18
2023-09-05,0.818680558234375,0,22
2023-09-06,0.5553785892671874,3,7
2023-09-07,1.48741747146875,2,9
2023-09-08,-0.8551736935281252,4,5
2023-09-09,-0.36399615293124993,0,1
2023-09-10,-0.18888274999999993,1,0
2023-09-11,2.8666738875,0,4
2023-09-12,3.9983213637499997,0,12
2023-09-13,2.103604284484375,0,15
2023-09-14,-0.9708746774984374,1,12
2023-09-15,1.8166756532359378,0,7
2023-09-16,-1.560140076465625,0,0
2023-09-17,-0.7535938374999998,0,0
2023-09-18,-0.5108196337499998,4,18
2023-09-19,-0.3857477190468751,1,6
2023-09-20,2.6915954689734374,0,10
2023-09-21,-0.12022379447656295,1,5
2023-09-22,1.257917809053125,2,9
2023-09-23,-0.9447135635296876,0,0
2023-09-24,0.5692622603015626,0,0
2023-09-25,1.45167675,6,6
2023-09-26,0.1151121625,2,7
2023-09-27,0.29090681625000014,0,12
2023-09-28,3.322688350953125,4,10
2023-09-29,0.4309132460359373,1,6
2023-09-30,-0.2477207092640623,0,0
2023-10-01,-0.9105685752156248,0,0
2023-10-02,0.5085576232343751,2,15
2023-10-03,1.3537190169859374,3,14
2023-10-04,0.040272733018749896,1,13
2023-10-05,3.2489288000015626,3,11
2023-10-06,-1.6024481902953127,0,11
2023-10-07,-0.6945896102124999,0,0
2023-10-08,-0.40392740573124997,0,0
2023-10-09,-0.2694726619828125,2,10
2023-10-10,0.804046873234375,0,6
2023-10-11,0.5425824294859374,3,15
2023-10-12,-0.5238726382312501,0,14
2023-10-13,0.7584097197046874,1,12
2023-10-14,-0.4539961529312501,0,0
2023-10-15,-0.17488274999999992,0,0
2023-10-16,3.8874988875,0,15
2023-10-17,-0.2824006362500002,0,10
2023-10-18,1.2154457594843753,1,11
2023-10-19,1.0042590075015625,0,9
2023-10-20,-1.0626906869828123,1,5
2023-10-21,0.4960797832343752,0,0
2023-10-22,-0.6357521132328126,0,0
2023-10-23,0.6561245425000001,1,18
2023-10-24,1.4520336341875,0,14
2023-10-25,0.10015085780312483,0,8
2023-10-26,-0.6824716442640625,0,11
2023-10-27,-0.346363622496875,5,11
2023-10-28,-0.21566935021562503,0,0
