,tensorflow/models,pytorch/vision,huggingface/transformers
2019-07-13,0,-0.622658883746875,4
2019-07-14,0,-0.31049234360312483,2
2019-07-15,3,1.7950053236781252,19
2019-07-16,3,0.6563155319843753,23
2019-07-17,0,0.6937418126828128,9
2019-07-18,7,-0.2921077643374999,6
2019-07-19,9,3.822833049448438,0
2019-07-20,3,-0.5280681045984376,1
2019-07-21,1,-0.27669868514374985,2
2019-07-22,1,0.834533845,4
2019-07-23,5,4.7739576652187505,16
2019-07-24,10,2.3530732856625,3
2019-07-25,5,-0.6241152155515628,7
2019-07-26,2,4.649063862464063,11
2019-07-27,0,-0.7432025020624999,3
2019-07-28,0,-0.41432867264374956,0
2019-07-29,2,-0.2677540087499997,1
2019-07-30,8,-0.2078353317656243,0
2019-07-31,2,2.829894743635938,3
2019-08-01,5,1.5634907357734376,1
2019-08-02,5,0.5843349611421875,0
2019-08-03,1,-0.3233415650781251,1
2019-08-04,0,0.7940182373203127,4
2019-08-05,3,2.78182475,20
2019-08-06,6,3.5626179625,5
2019-08-07,5,2.3607781362499995,9
2019-08-08,2,3.3497831559531246,8
2019-08-09,8,-0.7825311298890626,3
2019-08-10,2,-0.43602828058749965,2
2019-08-11,0,-0.29943308628593696,1
2019-08-12,4,0.7735022982343758,5
2019-08-13,9,-0.28543161408281204,4
2019-08-14,12,-0.1943989484203121,4
2019-08-15,3,-0.13517513419062474,6
2019-08-16,9,-0.08413230967031227,10
2019-08-17,2,-0.049712160143749864,2
2019-08-18,0,-0.01316201249999996,6
2019-08-19,13,-0.011093696249999967,6
2019-08-20,15,-0.009568313015624975,32
2019-08-21,6,0.9916011474640625,13
2019-08-22,8,-0.10000000000000009,5
2019-08-23,7,-0.04500000000000003,8
2019-08-24,1,-0.028500000000000022,2
2019-08-25,1,-0.020662499999999924,0
2019-08-26,6,-0.016116749999999947,5
2019-08-27,5,-0.01316201249999996,12
2019-08-28,5,3.98890630375,44
2019-08-29,3,2.590431686984375,6
2019-08-30,4,3.511601147464062,57
2019-08-31,0,-0.6490000000000005,23
2019-09-01,0,-0.34814999999999985,1
2019-09-02,0,1.7595455000000004,8
2019-09-03,3,-0.38364829999999955,0
2019-09-04,4,-0.23832782249999962,10
2019-09-05,6,-0.1812023908124997,23
2019-09-06,7,1.8519998658093755,6
2019-09-07,0,-0.29570330967031244,0
2019-09-08,0,-0.1499194351437499,19
2019-09-09,3,3.9208126075,16
2019-09-10,1,2.5395383739687496,10
2019-09-11,3,0.4709687949281247,8
2019-09-12,2,0.6246759749999998,4
2019-09-13,2,-0.33533739249999983,3
2019-09-14,0,-0.21909112603124958,0
2019-09-15,0,-0.1669585050718746,0
2019-09-16,2,0.8793599275000004,8
2019-09-17,6,2.7991668966875003,2
2019-09-18,6,4.568443942059375,18
2019-09-19,2,-0.7093585668734379,27
2019-09-20,8,4.650870334448437,2
2019-09-21,0,-0.7290031025359378,0
2019-09-22,0,0.6101752375000005,1
2019-09-23,4,3.6263365162500003,12
2019-09-24,2,5.343028035734376,38
2019-09-25,1,-0.9816560228328126,14
2019-09-26,2,0.45648931481406274,40
2019-09-27,2,1.532770506070313,18
2019-09-28,0,-0.4944455775781244,2
2019-09-29,1,-0.320936508929687,2
2019-09-30,3,3.7894223269843756,3
2019-10-01,2,1.4293239679015626,6
2019-10-02,1,2.4835991992625,6
2019-10-03,3,1.4081891635343748,37
2019-10-04,3,2.493594294484375,10
2019-10-05,1,-0.6088274785671874,0
2019-10-06,0,-0.3556667550718746,2
2019-10-07,4,3.7541259400000007,20
2019-10-08,2,3.4058323179375005,17
2019-10-09,4,-0.740687399925,22
2019-10-10,9,-0.4011760741187499,26
2019-10-11,10,0.725735727610938,15
2019-10-12,3,0.7073803558812506,2
2019-10-13,2,-0.2873116076078122,3
2019-10-14,1,-0.17052283499999976,13
2019-10-15,6,2.8681894629375004,30
2019-10-16,5,8.59135208779375,8
2019-10-17,9,0.9021258273562494,13
2019-10-18,6,9.285244291249999,3
2019-10-19,4,-1.429149509265626,1
2019-10-20,1,-0.7592799155515619,2
2019-10-21,8,4.480739359964063,5
2019-10-22,6,2.109402298750001,11
2019-10-23,5,0.1589602697031255,3
2019-10-24,6,0.35738110775156295,7
2019-10-25,1,0.4605242386453132,0
2019-10-26,0,2.5714479147718756,0
2019-10-27,0,-0.5923113378593747,3
2019-10-28,7,1.7047662312500003,9
