,defold/defold,cocos/cocos-engine,cocos2d/cocos2d-x
2016-03-20,0.8548314623203128,0,2
2016-03-21,0.8176640700000002,24,17
2016-03-22,2.78646553521875,19,20
2016-03-23,17.56783534338125,20,9
2016-03-24,2.979547246142186,13,4
2016-03-25,1.558152436984374,19,5
2016-03-26,-1.1376651150359378,2,0
2016-03-27,-0.7220309587499986,2,0
2016-03-28,2.4609379532343763,20,6
2016-03-29,1.2692642706984385,4,11
2016-03-30,20.314049363417187,13,14
2016-03-31,6.432119289360936,14,7
2016-04-01,4.803710500525,2,3
2016-04-02,-1.8638744517265633,0,4
2016-04-03,-1.102328595107811,2,0
2016-04-04,8.216480636250003,2,0
2016-04-05,8.483017155953126,8,3
2016-04-06,6.086423832610938,6,17
2016-04-07,14.08379036785,33,25
2016-04-08,14.228890905854687,16,13
2016-04-09,-1.1422436139328132,1,4
2016-04-10,-1.924717580251562,0,0
2016-04-11,7.7345026087500015,16,27
2016-04-12,2.1315216203593774,16,1
2016-04-13,9.409075677020315,27,1
2016-04-14,12.869478118015625,20,12
2016-04-15,6.2698368102125,10,6
2016-04-16,-2.435431104340625,1,0
2016-04-17,-1.4046297316421863,2,0
2016-04-18,5.086989228678127,16,30
2016-04-19,3.697014510359377,13,23
2016-04-20,7.651625478864064,10,22
2016-04-21,12.280289590434375,10,24
2016-04-22,3.592769660620312,16,7
2016-04-23,1.1013893948203126,1,2
2016-04-24,0.609892002176563,0,1
2016-04-25,12.927302010000002,30,6
2016-04-26,8.843554028156252,15,17
2016-04-27,5.67196587845625,19,7
2016-04-28,6.8539318476796876,7,12
2016-04-29,5.789397229957813,6,9
2016-04-30,-2.120520927346874,0,1
2016-05-01,-1.2446378717624984,0,0
2016-05-02,8.112676431360939,0,1
2016-05-03,5.411568403959376,12,15
2016-05-04,10.336022938825,14,19
2016-05-05,2.854426751729687,10,10
2016-05-06,12.332482292571875,27,17
2016-05-07,0.5911755730515624,0,7
2016-05-08,-1.618916182787499,0,1
2016-05-09,10.97730914625,11,6
2016-05-10,14.022926409109376,36,17
2016-05-11,8.230875718567187,43,16
2016-05-12,15.376301369810937,29,4
2016-05-13,10.657624419490624,27,2
2016-05-14,-3.256732733648437,0,2
2016-05-15,-1.932388524549998,0,1
2016-05-16,7.68287763739219,18,7
2016-05-17,7.083522466312502,48,12
2016-05-18,15.856539377568751,50,15
2016-05-19,6.914912208753124,28,8
2016-05-20,2.327608740323438,25,8
2016-05-21,-2.079148977865624,2,1
2016-05-22,-1.2630177980031227,1,0
2016-05-23,10.142472121250002,33,7
2016-05-24,17.212645691609374,17,12
2016-05-25,16.03140510253594,21,19
2016-05-26,20.50693366789531,15,36
2016-05-27,-2.326118457053127,30,8
2016-05-28,-2.523201840437499,1,1
2016-05-29,-1.659582150179685,0,1
2016-05-30,1.768772853750004,10,12
2016-05-31,35.70576309057813,17,2
2016-06-01,9.331912646057813,11,2
2016-06-02,10.215551119520311,10,15
2016-06-03,15.442107396942186,10,10
2016-06-04,-3.962571836893749,0,1
2016-06-05,-2.1958784925718726,0,0
2016-06-06,2.423314948750003,20,7
2016-06-07,14.358338124703128,10,2
2016-06-08,9.194977688314065,24,6
2016-06-09,4.115896088951564,1,1
2016-06-10,15.759029453528125,0,1
2016-06-11,-3.1514488827999996,0,1
2016-06-12,-0.7275442481828109,18,4
2016-06-13,7.793994515000001,13,3
2016-06-14,0.19654120793750196,9,4
2016-06-15,33.664451639106254,14,23
2016-06-16,13.569064004487497,24,24
2016-06-17,1.998469795959374,4,16
2016-06-18,0.16194063546718684,1,3
2016-06-19,-2.1191521543968723,1,0
2016-06-20,15.622253145734378,2,5
2016-06-21,6.223052000323439,3,10
2016-06-22,4.456390107395314,14,39
2016-06-23,3.7318024818812505,13,17
2016-06-24,-0.09500018803906052,16,21
2016-06-25,-1.3713175624906233,0,4
2016-06-26,-0.8535405167624984,0,1
2016-06-27,12.37396024364219,11,6
2016-06-28,12.207335824984375,19,19
2016-06-29,4.597243240998437,31,27
2016-06-30,5.064045933567186,24,2
2016-07-01,17.178998261654687,12,16
2016-07-02,-2.982822491246875,3,2
2016-07-03,-1.6126758675718738,1,4
2016-07-04,-1.1274409762499986,21,8
2016-07-05,7.122761345796878,17,10
2016-07-06,17.480850323564063,21,26
2016-07-07,17.2277037621375,12,13
2016-07-08,4.580449612389061,13,11
2016-07-09,-2.6473899150484383,0,1
2016-07-10,-1.611099698182811,0,1
2016-07-11,11.947235650000003,16,9
2016-07-12,17.873537192500002,20,9
2016-07-13,12.735499017125,11,16
2016-07-14,12.553341207415624,21,8
2016-07-15,2.401693471504687,19,6
2016-07-16,-2.6432913048437485,5,1
2016-07-17,-1.6172319827874977,1,1
2016-07-18,1.8330736987500031,66,10
2016-07-19,7.761302805796878,13,0
2016-07-20,13.179656816720314,21,13
2016-07-21,18.43195872603125,41,15
2016-07-22,15.552475673674998,34,11
2016-07-23,-0.6986042686687512,0,0
2016-07-24,-0.29836740271562423,0,1
2016-07-25,13.296097048750003,13,16
2016-07-26,15.267482357203127,28,9
2016-07-27,1.545675169001563,39,21
2016-07-28,1.4706645231921884,24,12
2016-07-29,13.942645372382815,27,14
2016-07-30,1.046044785698439,8,0
2016-07-31,-2.035314717229686,0,10
2016-08-01,9.753111397610938,28,6
2016-08-02,-1.0348859953062486,12,4
2016-08-03,-1.3418469535703106,9,5
2016-08-04,0.12304510427500126,8,9
2016-08-05,5.333797795257814,15,11
2016-08-06,-1.0740099533937493,0,0
2016-08-07,-0.6320537801374992,1,1
2016-08-08,2.6395494186062507,4,4
2016-08-09,2.4435631105781255,18,0
2016-08-10,8.353181796589062,6,1
2016-08-11,1.7810353762140618,11,5
2016-08-12,2.071382009484375,28,0
2016-08-13,-0.8676464806296875,0,1
2016-08-14,-0.5446919027156241,8,0
2016-08-15,6.634694623750001,11,8
2016-08-16,11.009218109703125,42,5
2016-08-17,5.243418949595312,1,4
2016-08-18,2.376421499001562,3,1
2016-08-19,8.660786799379688,16,6
2016-08-20,-1.7941687466546874,0,0
2016-08-21,-1.0193691451078115,0,0
2016-08-22,2.283932726250001,17,9
2016-08-23,2.1366713663906265,12,7
2016-08-24,-0.9000831476890615,3,10
2016-08-25,2.435740668459376,11,4
2016-08-26,0.344510317685938,20,0
2016-08-27,-0.47461629029999947,1,0
2016-08-28,-0.3023248128593746,0,1
2016-08-29,5.83674537375,12,7
2016-08-30,5.269001222203125,20,5
2016-08-31,0.020495715845312068,13,2
2016-09-01,2.3873603411421875,18,9
2016-09-02,8.320226364703124,38,5
2016-09-03,-1.3189403706234377,2,0
2016-09-04,-0.6952339275359372,0,0
2016-09-05,1.5198614975000004,22,7
2016-09-06,9.428553181906251,14,7
2016-09-07,5.606566522940625,28,9
2016-09-08,2.5812993705187495,25,2
2016-09-09,5.821727942167187,17,3
2016-09-10,-1.4296698747484373,0,0
2016-09-11,0.16328130217656356,0,0
2016-09-12,22.3512252325,17,9
2016-09-13,12.22368782396875,20,1
2016-09-14,3.0808979910218737,0,6
2016-09-15,23.76136191103125,0,1
2016-09-16,29.036424656435937,0,0
2016-09-17,-1.4353583637531262,0,0
2016-09-18,-1.3643382015015622,0,1
2016-09-19,7.583420985734378,12,2
2016-09-20,4.221254429354691,8,4
2016-09-21,12.433024443939065,17,2
2016-09-22,3.888032818867189,28,0
2016-09-23,6.4687322201281265,21,0
2016-09-24,-2.5531283054499987,1,0
2016-09-25,-1.496497653248435,4,0
2016-09-26,2.101308163825002,12,3
2016-09-27,0.013653353521876799,10,2
2016-09-28,3.2104430022812513,4,1
2016-09-29,10.071069350764063,10,0
2016-09-30,8.336708254601563,12,5
2016-10-01,-0.8229195348921883,0,0
2016-10-02,-0.07734246032343761,0,0
2016-10-03,15.23180239875,0,0
2016-10-04,5.850144064703125,0,0
2016-10-05,14.045748206876562,0,3
2016-10-06,-0.7531021383484386,0,0
2016-10-07,-0.7576625783156241,0,1
2016-10-08,-1.281494216801561,13,5
2016-10-09,-0.8767767346249975,16,0
2016-10-10,5.371544594448439,17,2
2016-10-11,5.886270369214063,15,8
2016-10-12,2.5991319403000004,12,4
2016-10-13,1.8583667664624999,9,0
2016-10-14,9.03191303714375,24,6
2016-10-15,-0.5167040180875002,0,0
2016-10-16,2.081661822464063,0,0
2016-10-17,3.0848492350000005,28,7
2016-10-18,12.993810948156252,10,0
2016-10-19,16.951437871175,24,1
2016-10-20,4.015929316435936,19,1
2016-10-21,0.7286004258093746,20,0
2016-10-22,-1.6817014215140615,2,0
2016-10-23,-1.1322079771249975,8,0
2016-10-24,16.19789749841719,17,0
2016-10-25,0.6563354553296881,16,0
2016-10-26,11.416183641387502,13,2
2016-10-27,2.6639762059499996,4,6
2016-10-28,-1.7815999780421863,16,5
2016-10-29,1.9810308432015635,0,0
2016-10-30,-0.008413520107811046,0,2
2016-10-31,16.224090876250003,4,7
2016-11-01,11.721867677484376,11,0
2016-11-02,0.36299895409218674,6,6
2016-11-03,9.311434141939062,12,2
2016-11-04,13.80210806445469,11,8
2016-11-05,-2.832197113929687,0,0
2016-11-06,-1.584674847796874,2,0
2016-11-07,12.860736368126565,11,1
2016-11-08,10.726257791198439,21,1
2016-11-09,6.357331898420313,6,6
2016-11-10,10.637088266700001,12,2
2016-11-11,9.327277859220313,30,0
2016-11-12,-2.7812273861453116,0,0
2016-11-13,-1.6246300655749986,0,0
2016-11-14,14.917918840000002,14,4
2016-11-15,20.54589970403125,9,0
2016-11-16,9.27367756654375,25,4
2016-11-17,13.711537898642186,13,1
2016-11-18,11.395797902973438,5,4
2016-11-19,-3.5926103391546866,0,0
2016-11-20,-2.1101761804312478,0,0
2016-11-21,10.531494322500002,6,3
2016-11-22,8.636723565500002,7,2
2016-11-23,10.395823646315627,13,2
2016-11-24,12.159415298720312,4,5
2016-11-25,-1.0847018479828123,21,2
2016-11-26,-1.9524936883453112,1,0
2016-11-27,-1.2473236880390606,0,0
2016-11-28,3.1456382575000026,15,5
2016-11-29,3.9089671725625017,7,3
2016-11-30,15.740080587646876,6,13
2016-12-01,15.551495084151561,6,2
2016-12-02,13.934952829298435,3,4
2016-12-03,0.6926010859296858,0,1
2016-12-04,-2.1792920050718747,1,0
