,facebook/react,emberjs/ember.js,angular/angular
2015-02-21,2,0,9.0
2015-02-22,12,1,0.0
2015-02-23,3,0,4.0
2015-02-24,10,2,6.0
2015-02-25,2,11,13.0
2015-02-26,8,6,26.0
2015-02-27,5,5,6.0
2015-02-28,3,11,3.0
2015-03-01,3,8,0.0
2015-03-02,10,0,10.0
2015-03-03,14,3,8.0
2015-03-04,3,3,2.0
2015-03-05,8,5,1.0
2015-03-06,9,0,1.0
2015-03-07,1,1,2.0
2015-03-08,2,6,0.0
2015-03-09,7,7,4.0
2015-03-10,46,4,6.0
2015-03-11,69,2,8.0
2015-03-12,3,6,8.0
2015-03-13,5,0,19.0
2015-03-14,12,1,5.0
2015-03-15,0,8,0.0
2015-03-16,21,17,2.0
2015-03-17,13,1,12.0
2015-03-18,2,2,15.0
2015-03-19,7,17,15.0
2015-03-20,7,15,2.0
2015-03-21,2,4,14.0
2015-03-22,1,5,2.0
2015-03-23,10,9,4.0
2015-03-24,13,14,14.0
2015-03-25,25,10,4.0
2015-03-26,21,14,18.0
2015-03-27,10,2,13.0
2015-03-28,6,14,5.0
2015-03-29,3,4,0.0
2015-03-30,15,7,2.0
2015-03-31,5,11,11.0
2015-04-01,14,3,11.0
2015-04-02,14,104,18.0
2015-04-03,2,20,10.0
2015-04-04,1,5,3.0
2015-04-05,7,5,0.0
2015-04-06,0,11,8.0
2015-04-07,8,11,6.0
2015-04-08,19,3,8.0
2015-04-09,18,7,5.0
2015-04-10,7,6,34.0
2015-04-11,1,2,6.0
2015-04-12,0,9,1.0
2015-04-13,8,9,24.0
2015-04-14,4,16,17.0
2015-04-15,2,6,10.0
2015-04-16,3,20,26.0
2015-04-17,7,10,18.0
2015-04-18,8,3,6.0
2015-04-19,2,8,0.0
2015-04-20,8,25,15.0
2015-04-21,3,7,16.0
2015-04-22,11,9,2.0
2015-04-23,2,2,7.0
2015-04-24,5,5,5.0
2015-04-25,2,0,2.0
2015-04-26,4,13,0.0
2015-04-27,8,8,29.0
2015-04-28,6,11,24.0
2015-04-29,11,12,14.0
2015-04-30,3,13,8.0
2015-05-01,5,15,14.0
2015-05-02,3,16,0.0
2015-05-03,2,16,0.0
2015-05-04,6,16,8.0
2015-05-05,9,18,7.0
2015-05-06,1,10,18.0
2015-05-07,7,28,21.0
2015-05-08,7,9,32.0
2015-05-09,0,3,2.0
2015-05-10,2,17,2.0
2015-05-11,6,15,15.0
2015-05-12,3,18,28.0
2015-05-13,13,20,18.0
2015-05-14,7,22,12.0
2015-05-15,2,11,9.0
2015-05-16,12,5,2.0
2015-05-17,1,4,0.0
2015-05-18,4,11,24.0
2015-05-19,6,8,43.0
2015-05-20,10,13,28.0
2015-05-21,7,5,10.0
2015-05-22,16,6,33.0
2015-05-23,0,4,5.0
2015-05-24,1,8,0.0
2015-05-25,0,14,0.0
2015-05-26,3,8,8.0
2015-05-27,7,5,18.0
2015-05-28,6,7,20.0
2015-05-29,3,6,24.0
2015-05-30,1,7,7.0
2015-05-31,2,2,0.0
2015-06-01,8,2,10.0
2015-06-02,12,10,33.0
2015-06-03,4,1,20.0
2015-06-04,27,20,18.0
2015-06-05,8,4,18.0
2015-06-06,2,5,2.0
2015-06-07,2,20,1.0
2015-06-08,15,18,14.0
2015-06-09,7,8,24.0
2015-06-10,11,13,18.0
2015-06-11,13,36,23.0
2015-06-12,8,17,28.0
2015-06-13,5,8,6.0
2015-06-14,1,6,6.0
2015-06-15,11,28,16.0
2015-06-16,13,6,21.0
2015-06-17,16,0,14.0
2015-06-18,11,14,11.0
2015-06-19,4,6,17.0
2015-06-20,2,7,6.0
2015-06-21,2,7,1.0
2015-06-22,13,1,7.0
2015-06-23,3,1,6.0
2015-06-24,15,5,15.0
2015-06-25,8,1,10.0
2015-06-26,10,7,16.0
2015-06-27,7,1,0.0
2015-06-28,1,10,0.0
2015-06-29,8,19,22.0
2015-06-30,5,5,8.0
2015-07-01,4,20,20.0
2015-07-02,17,2,4.0
2015-07-03,8,12,9.0
2015-07-04,8,9,0.0
2015-07-05,8,0,0.0
2015-07-06,6,19,7.0
2015-07-07,6,9,16.0
2015-07-08,10,35,28.0
2015-07-09,23,5,13.0
2015-07-10,11,16,9.0
2015-07-11,8,10,4.0
2015-07-12,5,8,4.0
2015-07-13,13,4,9.0
2015-07-14,5,8,10.0
2015-07-15,9,16,15.0
2015-07-16,4,24,18.0
2015-07-17,14,25,16.0
2015-07-18,2,15,0.0
2015-07-19,2,3,0.0
2015-07-20,9,15,7.0
2015-07-21,14,58,7.0
2015-07-22,8,4,11.0
2015-07-23,13,19,15.0
2015-07-24,8,16,19.0
2015-07-25,4,9,4.0
2015-07-26,1,7,0.0
2015-07-27,11,3,13.0
2015-07-28,7,2,18.0
2015-07-29,5,5,12.0
2015-07-30,6,4,12.0
2015-07-31,7,7,24.0
2015-08-01,5,13,0.0
2015-08-02,1,37,0.0
2015-08-03,6,37,10.0
2015-08-04,3,15,14.0
2015-08-05,3,14,2.0
2015-08-06,11,11,5.0
2015-08-07,5,24,14.0
2015-08-08,5,20,2.0
2015-08-09,1,22,2.0
2015-08-10,6,9,10.0
2015-08-11,14,16,7.0
2015-08-12,11,18,13.0
2015-08-13,8,17,13.0
2015-08-14,13,13,6.0
2015-08-15,2,17,3.0
2015-08-16,0,22,1.0
2015-08-17,7,13,7.0
2015-08-18,2,8,16.0
2015-08-19,16,4,24.0
2015-08-20,12,7,15.0
2015-08-21,6,11,11.0
2015-08-22,13,13,2.0
2015-08-23,0,20,10.0
2015-08-24,3,8,11.0
2015-08-25,5,10,13.0
2015-08-26,1,10,3.0
2015-08-27,1,10,10.0
2015-08-28,9,8,11.0
2015-08-29,4,3,0.0
2015-08-30,1,6,0.0
2015-08-31,5,2,24.0
2015-09-01,18,9,10.0
2015-09-02,4,18,4.0
2015-09-03,7,10,13.0
2015-09-04,9,11,15.0
2015-09-05,3,5,13.0
2015-09-06,0,4,0.0
2015-09-07,0,0,0.0
2015-09-08,5,2,6.0
2015-09-09,26,7,12.0
2015-09-10,15,8,9.0
2015-09-11,1,5,37.0
2015-09-12,3,1,7.0
2015-09-13,2,4,2.0
2015-09-14,11,7,13.0
2015-09-15,6,3,31.0
2015-09-16,10,3,15.0
2015-09-17,2,1,17.0
2015-09-18,4,6,6.0
2015-09-19,4,5,1.0
2015-09-20,3,0,3.0
2015-09-21,0,6,13.0
2015-09-22,13,2,13.0
2015-09-23,11,3,18.0
2015-09-24,19,7,12.0
2015-09-25,15,8,16.0
2015-09-26,12,16,0.0
2015-09-27,4,7,1.0
2015-09-28,7,2,3.0
2015-09-29,1,23,10.0
2015-09-30,12,8,3.0
2015-10-01,21,10,10.0
2015-10-02,5,8,22.0
2015-10-03,2,0,21.0
2015-10-04,0,13,0.0
2015-10-05,3,10,10.0
2015-10-06,9,2,18.0
2015-10-07,30,8,19.0
2015-10-08,16,3,18.0
2015-10-09,22,5,13.0
2015-10-10,5,0,7.0
2015-10-11,4,0,8.0
2015-10-12,14,0,6.0
2015-10-13,15,1,22.0
2015-10-14,11,0,6.0
2015-10-15,9,1,19.0
2015-10-16,12,2,2.0
2015-10-17,2,10,0.0
2015-10-18,3,1,3.0
2015-10-19,11,7,4.0
2015-10-20,1,1,3.0
2015-10-21,7,5,7.0
2015-10-22,0,0,1.0
2015-10-23,9,2,2.0
2015-10-24,8,5,0.0
2015-10-25,0,1,0.0
2015-10-26,12,0,16.0
2015-10-27,8,2,33.0
2015-10-28,5,0,34.0
2015-10-29,14,0,41.0
2015-10-30,21,5,13.0
2015-10-31,6,2,3.0
2015-11-01,2,5,3.0
2015-11-02,8,2,9.0
2015-11-03,12,5,16.0
2015-11-04,23,7,6.0
2015-11-05,23,7,23.0
2015-11-06,0,8,14.0
2015-11-07,1,0,5.0
2015-11-08,1,0,0.0
2015-11-09,7,2,5.0
2015-11-10,10,8,6.0
2015-11-11,3,2,5.0
2015-11-12,12,2,9.0
2015-11-13,1,7,15.0
2015-11-14,1,4,3.0
2015-11-15,0,16,0.0
2015-11-16,3,9,11.0
2015-11-17,5,2,12.0
2015-11-18,11,0,10.0
2015-11-19,12,6,5.0
2015-11-20,6,2,7.0
2015-11-21,1,1,0.0
2015-11-22,1,0,0.0
2015-11-23,4,1,17.0
2015-11-24,5,0,8.0
2015-11-25,5,1,9.0
2015-11-26,3,0,0.0
2015-11-27,1,7,0.0
2015-11-28,4,0,0.0
2015-11-29,0,4,0.0
2015-11-30,3,1,11.0
2015-12-01,6,4,14.0
2015-12-02,5,1,21.0
2015-12-03,5,3,19.0
2015-12-04,10,3,10.0
2015-12-05,1,1,4.0
2015-12-06,3,2,0.0
2015-12-07,1,0,5.0
2015-12-08,0,18,21.0
2015-12-09,1,6,22.0
2015-12-10,6,2,36.0
2015-12-11,6,2,17.0
2015-12-12,0,2,4.0
2015-12-13,4,0,2.0
2015-12-14,6,4,9.0
2015-12-15,4,0,37.0
2015-12-16,8,0,1.0
2015-12-17,5,1,4.0
