,statsmodels/statsmodels,mlpack/mlpack,scikit-learn/scikit-learn
2010-08-02,1,-0.06888960000000002,1
2010-08-03,4,-0.05511167999999998,0
2010-08-04,0,-0.04546713599999998,4
2010-08-05,0,3.9616055296,4
2010-08-06,2,-1.5999999999999996,4
2010-08-07,0,0.52,1
2010-08-08,0,0.3440000000000001,17
2010-08-09,1,3.3136,0
2010-08-10,0,0.09619200000000028,0
2010-08-11,0,3.5225472,4
2010-08-12,0,4.35896576,1
2010-08-13,3,-0.8079380479999996,16
2010-08-14,0,0.3444656128000001,1
2010-08-15,0,2.598716928,2
2010-08-16,4,3.8596774912000003,5
2010-08-17,2,-0.15144212479999908,13
2010-08-18,2,-2.3087552511999996,38
2010-08-19,1,3.0752856063999996,17
2010-08-20,0,-2.111042048,22
2010-08-21,0,-1.7450459136000003,3
2010-08-22,0,-0.9378648064,11
2010-08-23,0,-0.6365717504000004,9
2010-08-24,0,2.542113792,3
2010-08-25,1,1.4866514944000002,8
2010-08-26,0,1.2588356608000004,10
2010-08-27,3,0.14105272320000029,16
2010-08-28,0,-1.5559464959999998,0
2010-08-29,0,-0.6594541568000002,0
2010-08-30,0,-0.4115456000000002,6
2010-08-31,1,-0.29705728000000015,20
2010-09-01,3,-0.22937241600000002,8
2010-09-02,1,0.8151003136,8
2010-09-03,0,-0.5206027263999998,14
2010-09-04,0,-0.18870589439999996,6
2010-09-05,0,-0.08959631359999999,10
2010-09-06,0,-0.04160000000000005,24
2010-09-07,2,-0.029952000000000017,8
2010-09-08,2,1.9770368,54
2010-09-09,0,-0.8183705599999999,61
2010-09-10,0,-0.255155712,11
2010-09-11,7,-0.1407981568,23
2010-09-12,5,-0.0832000000000001,1
2010-09-13,6,1.940096,3
2010-09-14,0,-0.8459263999999999,29
2010-09-15,9,0.72325888,12
2010-09-16,1,1.4416885760000002,19
2010-09-17,4,-1.0287963136,7
2010-09-18,0,-0.363904,2
2010-09-19,7,0.7844735999999999,1
2010-09-20,2,-0.54989312,6
2010-09-21,1,-0.23317862400000003,4
2010-09-22,5,1.8461067264,1
2010-09-23,2,-0.8934968319999999,0
2010-09-24,10,0.6869384192,0
2010-09-25,0,-0.5765595135999999,0
2010-09-26,0,-0.22157056000000008,0
2010-09-27,0,-0.13905971200000003,8
2010-09-28,2,-0.10032455680000005,10
2010-09-29,4,0.93330688,12
2010-09-30,3,1.5467253760000002,7
2010-10-01,3,0.036033126400000226,17
2010-10-02,0,1.2808442880000002,0
2010-10-03,3,7.8976018432,0
2010-10-04,4,0.9828480000000006,12
2010-10-05,0,5.6675328,11
2010-10-06,2,-1.9534489599999993,19
2010-10-07,6,-0.10916403200000024,4
2010-10-08,4,1.2790254591999997,7
2010-10-09,1,4.0396780543999995,0
2010-10-10,6,-4.1896286208,0
2010-10-11,11,8.2288246784,10
2010-10-12,4,-2.129442611199999,7
2010-10-13,5,-0.13540147199999986,5
2010-10-14,3,5.2827209728,4
2010-10-15,6,1.5139137536000007,2
2010-10-16,9,-0.20393123839999916,0
2010-10-17,8,6.5664293888000005,0
2010-10-18,1,2.3711617024000002,10
2010-10-19,0,1.5792256,8
2010-10-20,1,6.8416220160000005,21
2010-10-21,0,-3.0564132863999998,25
2010-10-22,0,-1.4820363264000003,10
2010-10-23,0,-1.4752497664000002,2
2010-10-24,9,-0.6296869888000005,24
2010-10-25,0,-0.26828062720000023,21
2010-10-26,0,4.934012416,15
2010-10-27,0,10.1381692416,5
2010-10-28,0,-0.12493148159999912,3
2010-10-29,9,-2.3863428095999994,1
2010-10-30,5,4.5335687168,4
2010-10-31,1,5.0485625856,16
2010-11-01,0,20.884080742400002,49
2010-11-02,0,-7.352450457599996,8
2010-11-03,0,-4.2522725376,15
2010-11-04,2,-3.8028665856000003,13
2010-11-05,0,-3.090801459200001,8
2010-11-06,0,-0.8819547136000008,4
2010-11-07,0,1.2681358335999997,30
2010-11-08,1,-1.3391826943999994,4
2010-11-09,3,3.4297492480000003,7
2010-11-10,5,1.1318406144000006,5
2010-11-11,0,-2.5593786368,4
2010-11-12,6,-0.007969382400000224,23
2010-11-13,12,1.0059896831999997,19
2010-11-14,4,-1.3293905920000002,15
2010-11-15,1,9.3847401472,15
2010-11-16,6,-1.4068557823999992,10
2010-11-17,13,1.3247890432,7
2010-11-18,1,8.192519168,4
2010-11-19,2,4.396510412800001,9
2010-11-20,12,2.947783168000001,3
2010-11-21,3,-5.0329975808,3
2010-11-22,9,2.0244004863999994,25
2010-11-23,8,-2.7399936000000005,11
2010-11-24,5,-2.2374461440000006,12
2010-11-25,5,6.718106521599999,16
2010-11-26,0,2.8897681408,9
2010-11-27,23,-3.4319950847999996,14
2010-11-28,2,-2.1795215359999998,10
2010-11-29,5,4.8540448768,7
2010-11-30,7,0.8982367232000001,7
2010-12-01,1,0.1658839040000002,17
2010-12-02,1,2.5855429632,5
2010-12-03,3,2.8615971840000003,8
2010-12-04,1,0.23504220160000022,2
2010-12-05,3,9.8728699904,5
2010-12-06,7,10.423269683200001,5
2010-12-07,1,-4.248666111999999,12
2010-12-08,2,-2.5254514688,8
2010-12-09,5,-2.8748997632000006,11
2010-12-10,1,7.507174809599999,20
2010-12-11,0,3.443887104,3
2010-12-12,0,1.0948365312000004,19
2010-12-13,0,-2.3267884031999992,11
2010-12-14,1,4.353282457600001,14
2010-12-15,0,-2.0533421055999996,2
2010-12-16,0,0.7297715199999999,11
2010-12-17,0,-2.2503885824,7
2010-12-18,0,-1.9850887168000002,1
2010-12-19,1,2.7977175039999995,0
2010-12-20,1,4.6196533248,0
2010-12-21,0,0.20768368640000068,3
2010-12-22,1,2.9674433536000002,0
2010-12-23,0,5.2613021696,0
2010-12-24,1,-3.1043958784,0
2010-12-25,0,-2.7982651392,0
2010-12-26,1,-0.4324307968000005,0
2010-12-27,2,0.6368184319999997,0
2010-12-28,2,1.3586879488,0
2010-12-29,0,4.9689938944000005,0
2010-12-30,0,4.3170116608,2
2010-12-31,9,2.4049165312000005,0
2011-01-01,4,-4.5611620352,0
2011-01-02,1,-1.8229492736000004,5
2011-01-03,5,2.8887495679999997,1
2011-01-04,6,6.6102203392,1
2011-01-05,4,-3.6730269695999995,2
2011-01-06,4,0.8118086656000001,0
2011-01-07,3,4.5981732864,0
2011-01-08,0,-3.9266832384,2
2011-01-09,3,2.4753921024,2
2011-01-10,0,7.51709696,5
2011-01-11,10,-0.10997708799999906,4
2011-01-12,0,-1.9405181951999997,16
2011-01-13,2,2.4474067967999997,7
2011-01-14,2,1.7173327872000002,5
2011-01-15,5,2.5281427456000003,1
2011-01-16,2,0.05433866240000018,1
2011-01-17,3,11.732951552,4
2011-01-18,0,6.437711052800001,11
2011-01-19,2,3.589322752000001,11
2011-01-20,0,-2.0870830079999987,27
2011-01-21,8,5.1891851264,2
2011-01-22,4,7.738474496,10
2011-01-23,2,-1.1953832959999993,5
2011-01-24,0,-1.0474789888,7
2011-01-25,1,1.2314134528,7
2011-01-26,0,1.25214976,9
2011-01-27,0,2.4700587008,7
2011-01-28,0,6.2317476864,6
2011-01-29,1,-0.3816777727999989,1
2011-01-30,5,-0.9057230848,2
2011-01-31,3,-0.7346478080000001,6
2011-02-01,0,12.1305281536,16
2011-02-02,0,-2.3458024447999986,22
2011-02-03,0,-0.6118639615999992,1
2011-02-04,1,1.3478180864000002,2
2011-02-05,0,7.3029282816,0
2011-02-06,2,-1.0122054655999992,0
2011-02-07,1,11.7820289024,0
2011-02-08,2,-1.2436817920000003,14
2011-02-09,0,-5.8216353792,0
2011-02-10,3,13.4176392192,0
2011-02-11,0,-3.8572612607999996,3
2011-02-12,0,-5.459134976,2
2011-02-13,11,-1.7284712448000001,0
2011-02-14,2,7.802330726399999,9
2011-02-15,1,4.6584522752,1
2011-02-16,1,-1.1613193215999988,0
2011-02-17,7,-1.4262564863999998,12
2011-02-18,1,-0.24825006080000023,1
2011-02-19,1,-2.9118304256000003,0
2011-02-20,5,5.628486656,4
2011-02-21,3,11.304946688000001,19
2011-02-22,12,-4.517532876799998,3
2011-02-23,6,0.021862912000000456,20
2011-02-24,2,-0.538961408,12
2011-02-25,11,-1.8702336000000006,7
2011-02-26,6,-0.8346840064000003,4
2011-02-27,0,-1.4796923904000003,25
2011-02-28,12,9.120854016,18
2011-03-01,3,-2.659343257599999,5
2011-03-02,4,6.548636672000001,8
2011-03-03,4,-2.687044198399999,3
2011-03-04,3,2.4380064767999996,3
2011-03-05,4,-1.2706407424,1
2011-03-06,5,2.7801101312,15
2011-03-07,9,6.844801843200001,11
2011-03-08,5,16.60912896,9
2011-03-09,8,-4.922514431999996,39
2011-03-10,1,-6.2614588416,12
2011-03-11,5,-2.9770340352,4
2011-03-12,0,-1.8516519936000009,1
2011-03-13,0,3.6756689919999994,2
2011-03-14,10,6.030017126400001,6
2011-03-15,7,3.042520576000001,3
2011-03-16,3,-0.17163059199999964,0
2011-03-17,2,8.8835062784,0
2011-03-18,4,16.0870510592,0
2011-03-19,9,-10.797183999999998,14
2011-03-20,0,1.2618624,1
2011-03-21,7,-0.10737920000000045,5
2011-03-22,0,4.407651328,1
2011-03-23,0,-0.9412995072000001,1
2011-03-24,0,-0.6246866943999994,2
2011-03-25,0,0.12978688000000016,0
2011-03-26,7,4.4047328256,5
2011-03-27,3,15.051879321600001,0
2011-03-28,1,2.065585971200001,2
2011-03-29,1,17.569073459200002,1
2011-03-30,2,-2.9567057919999993,6
2011-03-31,0,3.2840869888000004,15
2011-04-01,0,-0.664041472000001,126
2011-04-02,1,1.9769320447999998,52
2011-04-03,1,6.0362400767999995,16
2011-04-04,0,9.530738585600002,25
