,rust-lang/rust,python/cpython,JuliaLang/julia
2018-10-29,61,13,6
2018-10-30,70,10,11
2018-10-31,62,8,8
2018-11-01,96,7,13
2018-11-02,62,4,12
2018-11-03,71,3,2
2018-11-04,37,11,3
2018-11-05,99,5,4
2018-11-06,53,9,8
2018-11-07,81,20,6
2018-11-08,56,3,4
2018-11-09,49,10,4
2018-11-10,85,4,5
2018-11-11,60,7,0
2018-11-12,38,9,1
2018-11-13,63,11,3
2018-11-14,36,7,6
2018-11-15,67,4,3
2018-11-16,123,7,7
2018-11-17,34,3,3
2018-11-18,47,2,8
2018-11-19,52,1,13
2018-11-20,72,9,6
2018-11-21,108,6,9
2018-11-22,61,11,5
2018-11-23,42,13,4
2018-11-24,61,1,2
2018-11-25,63,4,4
2018-11-26,56,18,8
2018-11-27,127,14,6
2018-11-28,47,7,14
2018-11-29,84,7,12
2018-11-30,103,11,21
2018-12-01,18,3,4
2018-12-02,57,1,4
2018-12-03,79,7,8
2018-12-04,82,8,7
2018-12-05,59,18,12
2018-12-06,74,10,9
2018-12-07,57,10,10
2018-12-08,57,2,3
2018-12-09,57,5,4
2018-12-10,73,10,6
2018-12-11,78,12,12
2018-12-12,86,5,13
2018-12-13,53,1,8
2018-12-14,80,10,5
2018-12-15,57,0,0
2018-12-16,40,3,2
2018-12-17,56,14,9
2018-12-18,50,10,8
2018-12-19,117,8,3
2018-12-20,86,11,8
2018-12-21,79,4,9
2018-12-22,75,4,4
2018-12-23,54,6,0
2018-12-24,38,8,1
2018-12-25,60,5,2
2018-12-26,52,7,3
2018-12-27,76,4,3
2018-12-28,61,7,0
2018-12-29,73,6,4
2018-12-30,72,5,3
2018-12-31,50,13,1
2019-01-01,60,0,0
2019-01-02,83,8,9
2019-01-03,89,3,7
2019-01-04,68,1,12
2019-01-05,70,1,3
2019-01-06,63,4,7
2019-01-07,82,3,9
2019-01-08,91,8,7
2019-01-09,51,6,9
2019-01-10,45,7,8
2019-01-11,44,6,7
2019-01-12,80,8,8
2019-01-13,107,3,3
2019-01-14,69,2,4
2019-01-15,67,9,2
2019-01-16,46,3,5
2019-01-17,45,6,2
2019-01-18,82,10,4
2019-01-19,99,0,3
2019-01-20,55,2,1
2019-01-21,72,5,5
2019-01-22,102,5,8
2019-01-23,61,6,9
2019-01-24,76,3,5
2019-01-25,92,5,8
2019-01-26,111,2,1
2019-01-27,82,2,0
2019-01-28,65,2,5
2019-01-29,59,2,9
2019-01-30,72,5,1
2019-01-31,66,6,11
2019-02-01,107,10,11
2019-02-02,37,9,8
2019-02-03,69,6,6
2019-02-04,47,5,3
2019-02-05,79,6,7
2019-02-06,66,1,5
2019-02-07,131,5,11
2019-02-08,93,4,6
2019-02-09,68,4,3
2019-02-10,75,5,1
2019-02-11,83,4,6
2019-02-12,78,4,4
2019-02-13,106,6,11
2019-02-14,72,7,17
2019-02-15,41,8,4
2019-02-16,53,8,6
2019-02-17,60,3,0
2019-02-18,112,5,4
2019-02-19,42,11,4
2019-02-20,87,4,2
2019-02-21,70,12,3
2019-02-22,54,5,4
2019-02-23,83,5,4
2019-02-24,90,10,4
2019-02-25,58,15,2
2019-02-26,48,7,2
2019-02-27,81,5,11
2019-02-28,37,4,4
2019-03-01,50,21,9
2019-03-02,56,2,0
2019-03-03,59,6,7
2019-03-04,57,8,8
2019-03-05,71,13,4
2019-03-06,45,9,10
2019-03-07,56,9,11
2019-03-08,56,5,5
2019-03-09,39,7,0
2019-03-10,44,6,4
2019-03-11,50,4,4
2019-03-12,68,10,8
2019-03-13,56,7,5
2019-03-14,49,6,11
2019-03-15,109,10,4
2019-03-16,93,8,4
2019-03-17,51,3,1
2019-03-18,80,14,8
2019-03-19,64,18,15
2019-03-20,66,12,1
2019-03-21,58,7,14
2019-03-22,46,9,10
2019-03-23,60,7,0
2019-03-24,46,5,2
2019-03-25,72,16,5
2019-03-26,78,13,5
2019-03-27,60,17,7
2019-03-28,87,12,8
2019-03-29,91,7,11
2019-03-30,74,9,27
2019-03-31,49,4,3
2019-04-01,46,7,6
2019-04-02,87,8,10
2019-04-03,68,1,18
2019-04-04,67,2,9
2019-04-05,50,6,6
2019-04-06,36,3,1
2019-04-07,52,4,1
2019-04-08,47,7,4
2019-04-09,59,15,4
2019-04-10,51,6,6
2019-04-11,63,11,11
2019-04-12,74,19,11
2019-04-13,60,7,3
2019-04-14,92,5,0
2019-04-15,45,11,7
2019-04-16,64,5,25
2019-04-17,109,11,4
2019-04-18,73,6,10
2019-04-19,87,1,3
2019-04-20,51,2,2
2019-04-21,67,1,2
2019-04-22,75,16,8
2019-04-23,75,11,3
2019-04-24,74,12,18
2019-04-25,84,6,8
2019-04-26,51,15,7
2019-04-27,30,4,2
2019-04-28,43,3,3
2019-04-29,46,16,10
2019-04-30,74,8,12
2019-05-01,102,14,5
2019-05-02,98,17,6
2019-05-03,44,10,7
2019-05-04,104,4,4
2019-05-05,33,3,1
2019-05-06,41,17,16
2019-05-07,40,16,2
2019-05-08,39,11,4
2019-05-09,73,10,6
2019-05-10,57,14,8
2019-05-11,53,7,2
2019-05-12,44,4,4
2019-05-13,61,22,5
2019-05-14,62,18,7
2019-05-15,55,9,6
2019-05-16,57,10,15
2019-05-17,61,26,5
2019-05-18,45,9,3
2019-05-19,54,11,3
2019-05-20,100,16,6
2019-05-21,93,15,6
2019-05-22,75,18,7
2019-05-23,105,11,8
2019-05-24,59,23,9
2019-05-25,88,5,2
2019-05-26,51,10,2
2019-05-27,99,18,2
2019-05-28,115,27,15
2019-05-29,69,22,14
2019-05-30,63,21,4
2019-05-31,55,21,4
2019-06-01,64,28,3
2019-06-02,54,23,0
2019-06-03,84,23,9
2019-06-04,96,24,6
2019-06-05,64,13,4
2019-06-06,68,8,5
2019-06-07,44,11,5
2019-06-08,84,5,2
2019-06-09,71,2,2
2019-06-10,61,2,8
2019-06-11,93,9,11
2019-06-12,100,15,1
2019-06-13,44,16,13
2019-06-14,61,12,5
2019-06-15,85,10,1
2019-06-16,70,7,2
2019-06-17,30,21,3
2019-06-18,54,13,4
2019-06-19,65,12,6
2019-06-20,64,7,3
2019-06-21,75,10,3
2019-06-22,72,5,1
2019-06-23,44,1,0
2019-06-24,64,12,1
2019-06-25,52,16,1
2019-06-26,85,11,15
2019-06-27,29,6,8
2019-06-28,22,11,6
2019-06-29,52,5,0
2019-06-30,61,4,1
2019-07-01,43,16,10
2019-07-02,110,7,15
2019-07-03,91,8,12
2019-07-04,70,6,3
2019-07-05,61,9,7
2019-07-06,111,5,6
2019-07-07,86,4,1
2019-07-08,47,5,4
2019-07-09,77,8,4
2019-07-10,97,4,2
2019-07-11,56,8,3
2019-07-12,50,3,2
2019-07-13,49,10,7
2019-07-14,45,10,2
2019-07-15,81,3,3
2019-07-16,44,5,6
2019-07-17,48,7,3
2019-07-18,60,5,2
2019-07-19,57,4,1
2019-07-20,61,1,4
2019-07-21,38,8,4
2019-07-22,69,3,10
2019-07-23,62,5,5
2019-07-24,75,9,3
2019-07-25,64,3,1
2019-07-26,81,5,10
2019-07-27,69,4,3
2019-07-28,129,3,2
2019-07-29,71,6,0
2019-07-30,82,8,5
2019-07-31,61,10,2
2019-08-01,82,3,6
2019-08-02,103,7,9
2019-08-03,60,3,4
2019-08-04,69,9,3
2019-08-05,95,1,7
2019-08-06,88,2,6
2019-08-07,42,7,4
2019-08-08,84,9,10
2019-08-09,93,1,3
2019-08-10,91,2,5
2019-08-11,74,2,6
2019-08-12,101,6,3
2019-08-13,67,9,5
2019-08-14,81,13,6
2019-08-15,91,4,13
2019-08-16,70,2,25
2019-08-17,73,4,6
2019-08-18,46,0,5
2019-08-19,108,3,7
2019-08-20,72,7,9
2019-08-21,85,17,8
2019-08-22,81,9,7
2019-08-23,42,14,4
2019-08-24,80,16,6
2019-08-25,62,6,2
2019-08-26,68,19,8
2019-08-27,55,6,6
2019-08-28,59,3,7
2019-08-29,71,22,5
2019-08-30,63,6,2
2019-08-31,47,3,1
2019-09-01,34,5,0
2019-09-02,36,2,1
2019-09-03,65,5,4
2019-09-04,62,4,10
2019-09-05,123,12,4
2019-09-06,66,4,6
2019-09-07,79,2,2
2019-09-08,45,4,1
2019-09-09,82,52,2
2019-09-10,64,51,0
2019-09-11,45,70,7
2019-09-12,42,46,16
2019-09-13,47,30,20
2019-09-14,68,8,4
2019-09-15,56,4,3
2019-09-16,95,12,6
2019-09-17,87,17,6
2019-09-18,56,5,9
2019-09-19,72,7,6
2019-09-20,46,10,4
2019-09-21,49,5,5
2019-09-22,56,2,0
2019-09-23,74,4,6
2019-09-24,70,9,2
2019-09-25,119,20,9
2019-09-26,84,17,2
2019-09-27,57,7,5
2019-09-28,128,5,2
2019-09-29,63,4,2
2019-09-30,100,11,3
2019-10-01,82,10,15
2019-10-02,132,4,11
2019-10-03,82,7,11
2019-10-04,78,9,4
2019-10-05,34,2,5
2019-10-06,55,2,1
2019-10-07,84,15,3
2019-10-08,83,13,6
2019-10-09,50,4,8
2019-10-10,59,10,10
2019-10-11,101,4,6
2019-10-12,39,7,2
2019-10-13,78,11,1
2019-10-14,66,12,6
2019-10-15,113,7,20
2019-10-16,66,4,9
2019-10-17,91,2,7
2019-10-18,112,7,6
2019-10-19,60,4,1
2019-10-20,55,3,2
2019-10-21,65,7,8
2019-10-22,98,5,5
2019-10-23,88,9,3
2019-10-24,103,2,3
2019-10-25,138,2,1
2019-10-26,65,3,1
2019-10-27,63,5,0
2019-10-28,80,6,9
2019-10-29,87,5,6
2019-10-30,57,7,16
2019-10-31,64,6,7
2019-11-01,69,2,12
2019-11-02,37,3,3
2019-11-03,65,1,1
2019-11-04,83,4,6
2019-11-05,100,8,3
2019-11-06,102,3,1
2019-11-07,111,6,2
2019-11-08,76,2,1
2019-11-09,51,1,3
2019-11-10,51,1,0
2019-11-11,85,2,2
2019-11-12,93,10,8
2019-11-13,89,6,6
2019-11-14,86,3,6
2019-11-15,150,9,14
2019-11-16,59,9,7
2019-11-17,74,4,4
2019-11-18,84,13,4
2019-11-19,73,17,6
2019-11-20,59,25,6
2019-11-21,76,14,3
2019-11-22,101,15,3
2019-11-23,84,3,1
2019-11-24,95,5,2
2019-11-25,84,4,7
2019-11-26,99,7,1
2019-11-27,114,8,2
2019-11-28,74,2,1
2019-11-29,70,1,2
2019-11-30,72,1,3
2019-12-01,51,3,0
2019-12-02,153,3,9
2019-12-03,112,2,12
2019-12-04,87,9,3
2019-12-05,53,5,1
2019-12-06,117,6,2
2019-12-07,47,7,1
2019-12-08,67,6,1
2019-12-09,56,18,4
2019-12-10,44,10,8
2019-12-11,51,3,7
2019-12-12,85,2,11
2019-12-13,74,1,6
2019-12-14,29,4,1
2019-12-15,47,5,8
2019-12-16,59,7,11
2019-12-17,24,4,7
2019-12-18,70,4,8
2019-12-19,67,1,10
2019-12-20,148,3,5
2019-12-21,111,0,0
2019-12-22,92,2,2
2019-12-23,133,5,7
2019-12-24,47,1,2
2019-12-25,71,4,1
2019-12-26,84,2,3
2019-12-27,65,3,1
2019-12-28,35,3,1
2019-12-29,36,5,2
2019-12-30,119,7,2
2019-12-31,131,5,2
2020-01-01,30,5,0
2020-01-02,35,3,3
2020-01-03,65,5,6
2020-01-04,82,2,2
2020-01-05,50,12,0
2020-01-06,51,9,5
2020-01-07,126,7,13
2020-01-08,107,5,5
2020-01-09,105,10,10
2020-01-10,118,5,5
2020-01-11,130,4,2
2020-01-12,67,10,1
2020-01-13,71,11,7
2020-01-14,71,12,7
2020-01-15,111,9,4
2020-01-16,86,4,10
2020-01-17,49,4,16
2020-01-18,55,1,14
2020-01-19,52,2,4
2020-01-20,71,6,12
2020-01-21,48,9,14
2020-01-22,35,9,1
2020-01-23,52,10,6
2020-01-24,45,12,8
2020-01-25,43,10,2
2020-01-26,36,2,2
2020-01-27,54,16,8
2020-01-28,63,10,21
2020-01-29,77,8,11
2020-01-30,58,15,10
2020-01-31,44,3,6
2020-02-01,68,6,4
2020-02-02,99,3,1
2020-02-03,89,7,8
2020-02-04,62,5,0
2020-02-05,83,17,6
2020-02-06,120,9,5
2020-02-07,92,17,9
2020-02-08,78,2,3
2020-02-09,103,1,2
2020-02-10,80,13,5
2020-02-11,108,7,0
2020-02-12,145,14,5
2020-02-13,114,8,5
2020-02-14,106,5,4
2020-02-15,79,0,4
2020-02-16,86,2,0
2020-02-17,111,8,8
2020-02-18,81,7,4
2020-02-19,103,3,13
2020-02-20,49,4,7
2020-02-21,97,9,12
2020-02-22,87,2,2
2020-02-23,69,3,3
2020-02-24,95,7,12
2020-02-25,37,4,5
2020-02-26,77,8,7
2020-02-27,78,3,6
2020-02-28,95,6,5
2020-02-29,89,9,12
2020-03-01,67,6,6
2020-03-02,83,14,9
2020-03-03,92,10,7
2020-03-04,123,9,9
2020-03-05,68,4,8
2020-03-06,72,14,6
2020-03-07,89,8,2
2020-03-08,84,8,4
2020-03-09,82,21,6
2020-03-10,119,9,3
2020-03-11,97,18,13
2020-03-12,77,9,7
2020-03-13,75,10,6
2020-03-14,123,11,0
2020-03-15,60,6,3
2020-03-16,125,8,4
2020-03-17,95,14,12
2020-03-18,88,11,4
2020-03-19,116,8,2
2020-03-20,66,8,5
2020-03-21,137,2,1
2020-03-22,84,4,2
2020-03-23,145,10,6
2020-03-24,134,11,7
2020-03-25,95,11,4
2020-03-26,136,10,5
2020-03-27,93,7,7
2020-03-28,75,2,1
2020-03-29,80,2,6
2020-03-30,115,8,18
2020-03-31,142,15,8
2020-04-01,98,11,6
2020-04-02,124,12,5
2020-04-03,77,8,3
2020-04-04,64,7,1
2020-04-05,126,2,2
2020-04-06,86,4,10
2020-04-07,86,11,10
2020-04-08,91,8,13
2020-04-09,101,3,4
2020-04-10,105,6,5
2020-04-11,97,5,2
2020-04-12,59,7,1
2020-04-13,84,11,7
2020-04-14,99,20,6
2020-04-15,93,15,8
2020-04-16,91,5,2
2020-04-17,94,15,1
2020-04-18,111,8,11
2020-04-19,73,6,4
2020-04-20,101,6,4
2020-04-21,44,5,4
2020-04-22,112,13,6
2020-04-23,129,15,11
2020-04-24,75,8,14
2020-04-25,100,6,4
2020-04-26,87,3,0
2020-04-27,162,15,9
2020-04-28,76,13,15
2020-04-29,81,28,11
2020-04-30,75,11,28
2020-05-01,122,22,35
2020-05-02,109,8,11
2020-05-03,89,6,10
2020-05-04,99,15,32
2020-05-05,100,21,19
2020-05-06,95,12,13
2020-05-07,82,10,6
2020-05-08,91,7,10
2020-05-09,79,2,1
2020-05-10,102,8,4
2020-05-11,66,7,5
2020-05-12,49,13,5
2020-05-13,47,14,2
2020-05-14,82,12,11
2020-05-15,24,18,15
2020-05-16,80,17,1
2020-05-17,80,11,2
2020-05-18,70,30,4
2020-05-19,77,17,3
2020-05-20,103,6,3
2020-05-21,82,11,10
2020-05-22,122,10,4
2020-05-23,54,6,11
2020-05-24,96,9,3
2020-05-25,111,15,8
2020-05-26,77,15,6
2020-05-27,72,17,9
2020-05-28,69,17,10
2020-05-29,117,6,7
2020-05-30,96,4,5
2020-05-31,118,5,0
2020-06-01,51,12,5
2020-06-02,58,10,9
2020-06-03,66,6,9
2020-06-04,61,12,10
2020-06-05,75,13,16
2020-06-06,32,5,4
2020-06-07,53,5,0
2020-06-08,86,18,12
2020-06-09,72,3,5
2020-06-10,68,16,4
2020-06-11,97,14,5
2020-06-12,58,10,7
2020-06-13,69,6,2
2020-06-14,39,3,2
2020-06-15,117,15,6
2020-06-16,75,7,11
2020-06-17,38,13,11
2020-06-18,91,5,14
2020-06-19,104,8,13
2020-06-20,131,8,1
2020-06-21,46,6,0
2020-06-22,75,11,1
2020-06-23,124,21,7
2020-06-24,122,9,3
2020-06-25,85,18,9
2020-06-26,104,2,4
2020-06-27,89,7,3
2020-06-28,85,7,2
2020-06-29,29,9,7
2020-06-30,99,12,13
2020-07-01,96,6,16
2020-07-02,121,3,7
2020-07-03,101,9,4
2020-07-04,55,2,1
2020-07-05,51,5,1
2020-07-06,36,13,12
2020-07-07,59,4,13
2020-07-08,40,6,11
2020-07-09,86,8,5
2020-07-10,53,7,21
2020-07-11,75,2,5
2020-07-12,39,3,0
2020-07-13,36,2,13
2020-07-14,112,3,8
2020-07-15,131,7,5
2020-07-16,165,6,12
2020-07-17,123,4,6
2020-07-18,61,5,1
2020-07-19,66,3,4
2020-07-20,79,10,11
2020-07-21,44,2,4
2020-07-22,91,3,7
2020-07-23,74,4,16
2020-07-24,81,0,6
2020-07-25,39,5,1
2020-07-26,43,3,6
2020-07-27,108,8,5
2020-07-28,78,5,2
2020-07-29,92,2,6
2020-07-30,124,1,8
2020-07-31,95,1,3
2020-08-01,47,1,4
2020-08-02,79,2,1
2020-08-03,69,7,2
2020-08-04,63,7,12
2020-08-05,77,4,6
2020-08-06,77,3,8
2020-08-07,97,9,4
2020-08-08,97,6,3
2020-08-09,99,3,0
2020-08-10,135,7,3
2020-08-11,115,8,12
2020-08-12,110,5,11
2020-08-13,113,11,1
2020-08-14,110,4,10
2020-08-15,55,3,3
2020-08-16,94,3,0
2020-08-17,68,6,4
2020-08-18,89,0,5
2020-08-19,96,1,21
2020-08-20,67,3,6
2020-08-21,61,3,17
2020-08-22,95,0,4
2020-08-23,58,0,3
2020-08-24,86,1,10
2020-08-25,79,1,9
2020-08-26,74,4,15
2020-08-27,54,7,12
2020-08-28,67,1,23
2020-08-29,62,3,9
2020-08-30,91,5,3
2020-08-31,83,1,11
2020-09-01,88,8,16
2020-09-02,74,13,7
2020-09-03,148,8,17
2020-09-04,62,7,17
2020-09-05,95,4,2
2020-09-06,61,3,5
2020-09-07,45,8,4
2020-09-08,64,9,15
2020-09-09,114,9,14
2020-09-10,99,5,8
2020-09-11,62,1,7
2020-09-12,72,4,5
2020-09-13,66,3,9
2020-09-14,73,6,5
2020-09-15,99,10,2
2020-09-16,121,8,29
2020-09-17,83,3,15
2020-09-18,108,5,16
2020-09-19,82,5,11
2020-09-20,124,3,0
2020-09-21,129,4,13
2020-09-22,82,11,13
2020-09-23,107,16,17
2020-09-24,97,1,15
2020-09-25,120,2,10
2020-09-26,92,2,6
2020-09-27,102,4,2
2020-09-28,64,5,7
2020-09-29,64,4,16
2020-09-30,86,1,6
2020-10-01,109,6,15
2020-10-02,131,6,11
2020-10-03,78,9,3
2020-10-04,113,7,4
2020-10-05,90,8,6
2020-10-06,137,4,11
2020-10-07,72,3,4
2020-10-08,108,7,11
2020-10-09,118,7,13
2020-10-10,112,6,5
2020-10-11,80,10,8
2020-10-12,116,6,17
2020-10-13,96,5,9
2020-10-14,87,5,19
2020-10-15,69,6,10
2020-10-16,109,4,12
2020-10-17,78,2,9
2020-10-18,69,6,2
2020-10-19,69,19,15
2020-10-20,79,18,13
2020-10-21,83,18,7
2020-10-22,82,11,7
2020-10-23,86,7,7
2020-10-24,90,11,2
2020-10-25,92,11,4
2020-10-26,154,11,14
2020-10-27,104,11,10
2020-10-28,90,0,11
2020-10-29,74,5,17
2020-10-30,71,12,14
2020-10-31,54,8,0
2020-11-01,41,9,2
2020-11-02,79,14,11
2020-11-03,88,9,9
2020-11-04,79,12,9
2020-11-05,82,8,11
2020-11-06,97,4,6
2020-11-07,54,4,2
2020-11-08,66,3,4
2020-11-09,70,6,9
2020-11-10,51,12,16
2020-11-11,74,5,1
2020-11-12,119,8,8
2020-11-13,66,10,9
2020-11-14,49,3,3
2020-11-15,68,1,3
2020-11-16,72,14,8
2020-11-17,134,19,6
2020-11-18,51,15,7
2020-11-19,77,14,15
2020-11-20,39,12,7
2020-11-21,46,10,8
2020-11-22,70,11,4
2020-11-23,72,5,8
2020-11-24,73,7,9
2020-11-25,58,11,6
2020-11-26,60,3,6
2020-11-27,96,3,2
2020-11-28,73,15,2
2020-11-29,95,4,7
2020-11-30,42,10,19
2020-12-01,67,9,11
2020-12-02,41,6,15
2020-12-03,66,7,14
2020-12-04,69,9,18
2020-12-05,29,5,5
2020-12-06,46,3,9
2020-12-07,81,9,15
2020-12-08,71,13,23
2020-12-09,67,5,23
2020-12-10,82,7,7
2020-12-11,77,1,10
2020-12-12,55,1,9
2020-12-13,71,4,11
2020-12-14,43,7,14
2020-12-15,42,16,11
2020-12-16,46,19,11
2020-12-17,88,8,16
2020-12-18,70,11,11
2020-12-19,54,8,10
2020-12-20,75,4,4
2020-12-21,63,5,5
2020-12-22,95,6,3
2020-12-23,79,10,2
2020-12-24,25,8,4
2020-12-25,41,13,16
2020-12-26,40,8,7
2020-12-27,34,4,5
2020-12-28,60,6,4
2020-12-29,60,15,7
2020-12-30,80,5,9
2020-12-31,68,6,4
2021-01-01,65,4,1
2021-01-02,81,9,0
2021-01-03,52,7,1
2021-01-04,94,16,6
2021-01-05,61,8,7
2021-01-06,56,10,6
2021-01-07,69,7,10
2021-01-08,66,4,4
2021-01-09,58,1,4
2021-01-10,76,1,8
2021-01-11,75,1,12
2021-01-12,59,7,14
2021-01-13,85,6,20
2021-01-14,53,3,17
2021-01-15,90,4,9
2021-01-16,102,0,1
2021-01-17,90,0,1
2021-01-18,87,7,12
2021-01-19,50,6,10
2021-01-20,38,12,9
2021-01-21,73,4,7
2021-01-22,110,5,7
2021-01-23,124,2,2
2021-01-24,57,2,0
2021-01-25,60,13,12
2021-01-26,61,3,9
2021-01-27,62,5,10
2021-01-28,74,1,5
2021-01-29,73,8,8
2021-01-30,87,5,4
2021-01-31,98,10,4
2021-02-01,71,6,7
2021-02-02,92,7,4
2021-02-03,104,7,6
2021-02-04,71,4,15
2021-02-05,93,6,7
2021-02-06,75,0,11
2021-02-07,66,2,14
2021-02-08,68,2,9
2021-02-09,106,6,14
2021-02-10,76,3,5
2021-02-11,41,0,5
2021-02-12,81,4,6
2021-02-13,106,2,5
2021-02-14,72,3,5
2021-02-15,114,6,12
2021-02-16,77,4,9
2021-02-17,74,5,8
2021-02-18,69,6,12
2021-02-19,68,14,7
2021-02-20,81,5,2
2021-02-21,80,8,4
2021-02-22,71,4,7
2021-02-23,105,3,7
2021-02-24,52,5,7
2021-02-25,76,2,6
2021-02-26,59,9,6
2021-02-27,95,1,4
2021-02-28,84,8,2
2021-03-01,106,16,9
2021-03-02,117,6,14
2021-03-03,101,10,4
2021-03-04,102,11,4
2021-03-05,192,3,3
2021-03-06,113,3,3
2021-03-07,54,2,0
2021-03-08,128,5,5
2021-03-09,187,3,11
2021-03-10,82,8,7
2021-03-11,113,2,5
2021-03-12,63,1,10
2021-03-13,80,7,1
2021-03-14,76,7,1
2021-03-15,137,5,4
2021-03-16,97,5,6
2021-03-17,124,4,4
2021-03-18,67,8,16
2021-03-19,55,5,3
2021-03-20,62,5,1
2021-03-21,75,3,1
2021-03-22,75,9,2
2021-03-23,75,11,6
2021-03-24,70,11,4
2021-03-25,55,6,8
2021-03-26,65,3,6
2021-03-27,90,7,0
2021-03-28,43,3,2
2021-03-29,70,9,7
2021-03-30,81,8,12
2021-03-31,93,9,6
2021-04-01,44,14,6
2021-04-02,92,13,8
2021-04-03,86,3,31
2021-04-04,97,6,3
2021-04-05,129,11,1
2021-04-06,91,18,17
2021-04-07,83,19,5
2021-04-08,97,9,21
2021-04-09,65,12,11
2021-04-10,58,8,5
2021-04-11,52,10,6
2021-04-12,64,16,3
2021-04-13,59,15,7
2021-04-14,68,18,5
2021-04-15,52,8,6
2021-04-16,80,12,6
2021-04-17,40,12,8
2021-04-18,62,3,4
2021-04-19,69,7,13
2021-04-20,58,8,11
2021-04-21,62,12,17
2021-04-22,90,9,6
2021-04-23,68,24,2
2021-04-24,56,8,7
2021-04-25,65,13,4
2021-04-26,49,18,6
2021-04-27,55,18,8
2021-04-28,46,17,14
2021-04-29,81,22,6
2021-04-30,66,28,2
2021-05-01,53,16,2
2021-05-02,62,18,1
2021-05-03,76,28,6
2021-05-04,69,18,14
2021-05-05,77,9,2
2021-05-06,98,7,3
2021-05-07,91,9,1
2021-05-08,54,11,4
2021-05-09,44,2,1
2021-05-10,64,4,3
2021-05-11,97,9,7
2021-05-12,88,15,1
2021-05-13,79,13,16
2021-05-14,43,13,3
2021-05-15,86,6,2
2021-05-16,51,7,1
2021-05-17,70,6,1
2021-05-18,80,4,3
2021-05-19,86,15,11
2021-05-20,55,5,11
2021-05-21,78,13,14
2021-05-22,54,5,2
