,rails/rails,sinatra/sinatra,django/django
2014-04-25,7,0,9.0
2014-04-26,4,0,7.0
2014-04-27,6,0,3.0
2014-04-28,14,0,6.0
2014-04-29,9,0,5.0
2014-04-30,8,0,12.0
2014-05-01,19,0,2.0
2014-05-02,25,0,5.0
2014-05-03,16,0,3.0
2014-05-04,30,0,0.0
2014-05-05,15,0,7.0
2014-05-06,22,0,5.0
2014-05-07,33,0,11.0
2014-05-08,22,3,9.0
2014-05-09,16,2,6.0
2014-05-10,15,0,5.0
2014-05-11,14,1,4.0
2014-05-12,63,1,7.0
2014-05-13,48,2,5.0
2014-05-14,37,0,7.0
2014-05-15,21,0,5.0
2014-05-16,26,0,26.0
2014-05-17,33,0,12.0
2014-05-18,29,0,8.0
2014-05-19,79,0,13.0
2014-05-20,105,0,12.0
2014-05-21,45,0,8.0
2014-05-22,57,0,11.0
2014-05-23,55,0,3.0
2014-05-24,28,0,8.0
2014-05-25,26,0,9.0
2014-05-26,59,1,2.0
2014-05-27,44,0,7.0
2014-05-28,54,0,8.0
2014-05-29,60,0,13.0
2014-05-30,27,2,3.0
2014-05-31,19,1,2.0
2014-06-01,26,0,8.0
2014-06-02,28,0,5.0
2014-06-03,69,0,7.0
2014-06-04,24,1,5.0
2014-06-05,29,2,12.0
2014-06-06,35,1,7.0
2014-06-07,38,0,13.0
2014-06-08,7,0,7.0
2014-06-09,20,0,17.0
2014-06-10,43,1,9.0
2014-06-11,57,2,10.0
2014-06-12,36,2,12.0
2014-06-13,61,0,7.0
2014-06-14,36,0,12.0
2014-06-15,72,0,12.0
2014-06-16,163,0,18.0
2014-06-17,29,2,10.0
2014-06-18,20,0,9.0
2014-06-19,38,5,4.0
2014-06-20,14,3,12.0
2014-06-21,4,4,3.0
2014-06-22,23,0,4.0
2014-06-23,17,1,13.0
2014-06-24,22,0,8.0
2014-06-25,7,1,9.0
2014-06-26,42,0,6.0
2014-06-27,39,2,2.0
2014-06-28,22,0,1.0
2014-06-29,23,0,2.0
2014-06-30,20,0,11.0
2014-07-01,16,1,7.0
2014-07-02,24,0,9.0
2014-07-03,21,2,4.0
2014-07-04,20,4,4.0
2014-07-05,15,0,5.0
2014-07-06,14,0,10.0
2014-07-07,12,0,5.0
2014-07-08,17,0,4.0
2014-07-09,11,0,6.0
2014-07-10,10,0,11.0
2014-07-11,19,0,0.0
2014-07-12,12,0,5.0
2014-07-13,2,0,2.0
2014-07-14,10,0,7.0
2014-07-15,45,0,5.0
2014-07-16,48,0,11.0
2014-07-17,29,0,0.0
2014-07-18,17,0,1.0
2014-07-19,12,0,0.0
2014-07-20,2,0,0.0
2014-07-21,10,1,9.0
2014-07-22,15,6,3.0
2014-07-23,12,0,5.0
2014-07-24,20,1,11.0
2014-07-25,18,0,10.0
2014-07-26,4,0,13.0
2014-07-27,4,2,7.0
2014-07-28,25,2,6.0
2014-07-29,29,0,14.0
2014-07-30,14,0,9.0
2014-07-31,51,0,8.0
2014-08-01,10,0,15.0
2014-08-02,9,0,6.0
2014-08-03,18,0,11.0
2014-08-04,11,2,12.0
2014-08-05,22,1,6.0
2014-08-06,10,1,1.0
2014-08-07,23,0,10.0
2014-08-08,25,0,5.0
2014-08-09,10,0,2.0
2014-08-10,3,0,3.0
2014-08-11,6,5,8.0
2014-08-12,18,2,10.0
2014-08-13,31,0,9.0
2014-08-14,36,2,15.0
2014-08-15,20,0,15.0
2014-08-16,8,0,1.0
2014-08-17,45,0,0.0
2014-08-18,48,0,9.0
2014-08-19,59,1,15.0
2014-08-20,74,1,13.0
2014-08-21,29,0,0.0
2014-08-22,41,2,9.0
2014-08-23,12,0,13.0
2014-08-24,37,0,2.0
2014-08-25,11,2,3.0
2014-08-26,25,0,16.0
2014-08-27,24,0,8.0
2014-08-28,20,0,9.0
2014-08-29,29,0,10.0
2014-08-30,12,0,9.0
2014-08-31,9,2,2.0
2014-09-01,6,0,4.0
2014-09-02,34,1,6.0
2014-09-03,23,10,7.0
2014-09-04,21,0,3.0
2014-09-05,27,2,15.0
2014-09-06,10,0,14.0
2014-09-07,8,0,1.0
2014-09-08,8,0,16.0
2014-09-09,21,1,10.0
2014-09-10,15,1,12.0
2014-09-11,14,2,2.0
2014-09-12,23,0,7.0
2014-09-13,9,7,6.0
2014-09-14,11,1,1.0
2014-09-15,9,0,3.0
2014-09-16,19,0,6.0
2014-09-17,28,0,7.0
2014-09-18,4,0,8.0
2014-09-19,9,3,5.0
2014-09-20,9,0,3.0
2014-09-21,8,1,6.0
2014-09-22,28,0,8.0
2014-09-23,15,1,10.0
2014-09-24,4,0,12.0
2014-09-25,26,0,10.0
2014-09-26,6,0,9.0
2014-09-27,14,0,3.0
2014-09-28,8,0,2.0
2014-09-29,9,0,7.0
2014-09-30,10,0,5.0
2014-10-01,4,0,3.0
2014-10-02,10,0,5.0
2014-10-03,18,0,0.0
2014-10-04,5,0,7.0
2014-10-05,7,0,2.0
2014-10-06,4,0,12.0
2014-10-07,13,0,6.0
2014-10-08,7,0,6.0
2014-10-09,4,0,9.0
2014-10-10,8,0,7.0
2014-10-11,0,0,3.0
2014-10-12,0,0,3.0
2014-10-13,27,0,3.0
2014-10-14,10,0,2.0
2014-10-15,22,0,11.0
2014-10-16,27,0,8.0
2014-10-17,7,0,5.0
2014-10-18,9,0,1.0
2014-10-19,18,0,8.0
2014-10-20,16,0,11.0
2014-10-21,9,0,9.0
2014-10-22,7,0,11.0
2014-10-23,11,0,9.0
2014-10-24,22,0,7.0
2014-10-25,23,0,1.0
2014-10-26,6,0,0.0
2014-10-27,12,0,11.0
2014-10-28,19,0,8.0
2014-10-29,17,0,6.0
2014-10-30,20,0,19.0
2014-10-31,24,0,9.0
2014-11-01,27,0,1.0
2014-11-02,13,0,0.0
2014-11-03,12,0,14.0
2014-11-04,25,0,10.0
2014-11-05,24,0,5.0
2014-11-06,18,0,1.0
2014-11-07,10,0,0.0
2014-11-08,7,0,0.0
2014-11-09,8,0,1.0
2014-11-10,22,0,6.0
2014-11-11,7,0,8.0
2014-11-12,7,0,9.0
2014-11-13,10,0,11.0
2014-11-14,15,0,1.0
2014-11-15,3,1,25.0
2014-11-16,13,0,19.0
2014-11-17,23,1,17.0
2014-11-18,18,0,2.0
2014-11-19,16,0,21.0
2014-11-20,18,0,16.0
2014-11-21,17,0,12.0
2014-11-22,7,0,7.0
2014-11-23,23,0,15.0
2014-11-24,33,0,16.0
2014-11-25,67,1,14.0
2014-11-26,31,0,9.0
2014-11-27,26,0,9.0
2014-11-28,23,0,12.0
2014-11-29,21,0,5.0
2014-11-30,8,0,0.0
2014-12-01,20,0,15.0
2014-12-02,35,0,11.0
2014-12-03,18,0,12.0
2014-12-04,35,0,10.0
2014-12-05,16,2,4.0
2014-12-06,6,0,13.0
2014-12-07,5,1,1.0
2014-12-08,18,1,8.0
2014-12-09,14,0,3.0
2014-12-10,4,0,0.0
2014-12-11,11,0,10.0
2014-12-12,12,0,10.0
2014-12-13,13,0,5.0
2014-12-14,4,0,4.0
2014-12-15,38,2,12.0
2014-12-16,45,0,8.0
2014-12-17,16,1,6.0
2014-12-18,19,1,7.0
2014-12-19,17,0,7.0
2014-12-20,27,0,4.0
2014-12-21,11,0,3.0
2014-12-22,47,0,5.0
2014-12-23,36,0,17.0
2014-12-24,15,0,10.0
2014-12-25,7,0,4.0
2014-12-26,33,0,8.0
2014-12-27,19,0,8.0
2014-12-28,12,0,35.0
2014-12-29,44,0,8.0
2014-12-30,45,0,10.0
2014-12-31,23,0,14.0
2015-01-01,14,2,7.0
2015-01-02,72,0,11.0
2015-01-03,24,0,7.0
2015-01-04,84,0,0.0
2015-01-05,26,1,9.0
2015-01-06,28,1,10.0
2015-01-07,10,0,12.0
2015-01-08,20,0,12.0
2015-01-09,23,4,9.0
2015-01-10,20,4,17.0
2015-01-11,18,0,4.0
2015-01-12,12,0,23.0
2015-01-13,19,0,10.0
2015-01-14,25,0,9.0
2015-01-15,20,0,4.0
2015-01-16,14,1,19.0
2015-01-17,23,0,45.0
2015-01-18,19,1,24.0
2015-01-19,18,0,14.0
2015-01-20,12,0,8.0
2015-01-21,21,2,1.0
2015-01-22,17,0,3.0
2015-01-23,18,1,6.0
2015-01-24,5,1,1.0
2015-01-25,25,0,0.0
2015-01-26,21,0,2.0
2015-01-27,18,0,14.0
2015-01-28,23,0,5.0
2015-01-29,27,0,6.0
2015-01-30,16,0,7.0
2015-01-31,17,0,3.0
2015-02-01,34,2,1.0
2015-02-02,8,0,7.0
2015-02-03,20,1,17.0
2015-02-04,12,5,10.0
2015-02-05,34,3,14.0
2015-02-06,33,4,13.0
2015-02-07,14,1,3.0
2015-02-08,21,0,5.0
2015-02-09,10,0,13.0
2015-02-10,17,0,8.0
2015-02-11,36,0,16.0
2015-02-12,23,0,12.0
2015-02-13,14,0,11.0
2015-02-14,10,0,9.0
2015-02-15,11,0,3.0
2015-02-16,18,0,18.0
2015-02-17,15,0,11.0
2015-02-18,26,0,6.0
2015-02-19,27,0,3.0
2015-02-20,37,1,15.0
2015-02-21,10,2,7.0
2015-02-22,5,0,7.0
2015-02-23,20,0,12.0
2015-02-24,25,0,13.0
2015-02-25,24,0,5.0
2015-02-26,16,0,1.0
2015-02-27,19,0,5.0
2015-02-28,26,0,4.0
2015-03-01,23,0,1.0
2015-03-02,67,0,12.0
2015-03-03,15,0,3.0
2015-03-04,19,0,5.0
2015-03-05,45,0,9.0
2015-03-06,21,1,2.0
2015-03-07,13,0,7.0
2015-03-08,2,0,8.0
2015-03-09,10,0,8.0
2015-03-10,12,0,10.0
2015-03-11,14,0,7.0
2015-03-12,26,0,10.0
2015-03-13,12,0,13.0
2015-03-14,13,0,4.0
2015-03-15,12,0,0.0
2015-03-16,10,0,11.0
2015-03-17,11,0,8.0
2015-03-18,42,2,13.0
2015-03-19,32,1,3.0
2015-03-20,20,0,14.0
2015-03-21,13,0,9.0
2015-03-22,26,0,5.0
2015-03-23,22,0,8.0
2015-03-24,26,11,8.0
2015-03-25,16,0,12.0
2015-03-26,10,0,4.0
2015-03-27,19,0,4.0
2015-03-28,4,1,6.0
2015-03-29,10,0,3.0
2015-03-30,10,0,7.0
2015-03-31,21,0,2.0
2015-04-01,17,0,21.0
2015-04-02,3,0,4.0
2015-04-03,8,0,5.0
2015-04-04,6,0,5.0
2015-04-05,9,1,2.0
2015-04-06,30,3,3.0
2015-04-07,11,0,7.0
2015-04-08,22,0,3.0
2015-04-09,19,4,11.0
2015-04-10,13,3,1.0
2015-04-11,17,1,2.0
2015-04-12,19,3,0.0
2015-04-13,19,0,7.0
2015-04-14,26,1,15.0
2015-04-15,15,1,4.0
2015-04-16,11,0,9.0
2015-04-17,9,0,5.0
2015-04-18,5,0,7.0
2015-04-19,20,0,2.0
2015-04-20,9,1,14.0
2015-04-21,12,0,5.0
2015-04-22,22,0,11.0
2015-04-23,17,0,1.0
2015-04-24,14,0,11.0
2015-04-25,13,0,10.0
2015-04-26,18,0,1.0
2015-04-27,10,3,2.0
2015-04-28,32,0,6.0
2015-04-29,9,0,2.0
2015-04-30,12,0,6.0
2015-05-01,10,1,6.0
2015-05-02,11,4,8.0
2015-05-03,39,0,2.0
2015-05-04,33,0,4.0
2015-05-05,20,0,7.0
2015-05-06,6,0,9.0
2015-05-07,24,0,1.0
2015-05-08,23,0,7.0
2015-05-09,7,0,3.0
2015-05-10,12,0,0.0
2015-05-11,15,0,6.0
2015-05-12,12,2,4.0
2015-05-13,18,0,8.0
2015-05-14,14,1,2.0
2015-05-15,3,8,4.0
2015-05-16,7,0,4.0
2015-05-17,8,0,11.0
2015-05-18,18,3,8.0
2015-05-19,26,0,5.0
2015-05-20,25,0,12.0
2015-05-21,12,0,5.0
2015-05-22,18,8,10.0
2015-05-23,12,5,1.0
2015-05-24,12,0,3.0
2015-05-25,15,0,8.0
2015-05-26,18,0,5.0
2015-05-27,12,1,3.0
2015-05-28,40,0,4.0
2015-05-29,37,0,4.0
2015-05-30,16,1,3.0
2015-05-31,8,0,3.0
2015-06-01,35,0,4.0
2015-06-02,10,0,14.0
2015-06-03,8,0,2.0
2015-06-04,10,0,10.0
2015-06-05,11,0,24.0
2015-06-06,4,4,18.0
2015-06-07,13,0,3.0
2015-06-08,21,1,8.0
2015-06-09,15,1,7.0
2015-06-10,5,0,3.0
2015-06-11,83,0,6.0
2015-06-12,20,0,4.0
2015-06-13,12,0,1.0
2015-06-14,17,0,5.0
2015-06-15,24,0,11.0
2015-06-16,14,0,4.0
2015-06-17,7,0,8.0
2015-06-18,20,0,6.0
2015-06-19,26,4,6.0
2015-06-20,17,1,6.0
2015-06-21,24,2,1.0
2015-06-22,40,0,10.0
2015-06-23,14,0,4.0
2015-06-24,8,1,5.0
2015-06-25,18,0,5.0
2015-06-26,12,0,5.0
2015-06-27,26,0,8.0
2015-06-28,6,0,1.0
2015-06-29,18,1,4.0
2015-06-30,8,0,11.0
2015-07-01,7,4,8.0
2015-07-02,10,1,8.0
2015-07-03,4,0,8.0
2015-07-04,2,0,1.0
2015-07-05,14,0,0.0
2015-07-06,6,0,7.0
2015-07-07,51,0,3.0
2015-07-08,50,0,7.0
2015-07-09,32,0,4.0
2015-07-10,31,0,8.0
2015-07-11,22,0,0.0
2015-07-12,14,0,3.0
2015-07-13,12,0,14.0
2015-07-14,20,0,7.0
2015-07-15,9,3,7.0
2015-07-16,7,0,3.0
2015-07-17,21,0,5.0
2015-07-18,20,0,10.0
2015-07-19,15,0,0.0
2015-07-20,22,1,9.0
2015-07-21,18,0,8.0
2015-07-22,8,0,8.0
2015-07-23,23,0,1.0
2015-07-24,10,0,3.0
2015-07-25,2,0,4.0
2015-07-26,7,0,0.0
2015-07-27,14,0,7.0
2015-07-28,12,0,6.0
2015-07-29,8,0,2.0
2015-07-30,42,0,4.0
2015-07-31,2,0,11.0
2015-08-01,8,0,7.0
2015-08-02,14,0,2.0
2015-08-03,26,1,7.0
2015-08-04,4,0,10.0
2015-08-05,10,0,5.0
2015-08-06,40,0,1.0
2015-08-07,33,0,7.0
2015-08-08,26,0,7.0
2015-08-09,7,0,0.0
2015-08-10,32,0,3.0
2015-08-11,38,0,3.0
2015-08-12,35,0,5.0
2015-08-13,33,0,2.0
2015-08-14,28,0,5.0
2015-08-15,13,2,5.0
2015-08-16,7,0,0.0
2015-08-17,32,0,3.0
2015-08-18,20,0,11.0
2015-08-19,8,0,6.0
2015-08-20,16,0,4.0
2015-08-21,20,0,2.0
2015-08-22,15,0,4.0
2015-08-23,25,2,0.0
2015-08-24,55,0,3.0
2015-08-25,35,0,4.0
2015-08-26,33,0,4.0
2015-08-27,14,1,7.0
2015-08-28,29,0,6.0
2015-08-29,6,0,6.0
2015-08-30,9,0,0.0
2015-08-31,7,0,10.0
2015-09-01,35,0,3.0
2015-09-02,15,0,3.0
2015-09-03,10,0,6.0
2015-09-04,8,0,12.0
2015-09-05,8,6,9.0
2015-09-06,9,0,4.0
2015-09-07,28,0,11.0
2015-09-08,48,0,3.0
2015-09-09,25,0,18.0
2015-09-10,8,1,8.0
2015-09-11,4,0,12.0
2015-09-12,9,4,6.0
2015-09-13,9,1,0.0
2015-09-14,15,0,7.0
2015-09-15,12,1,2.0
2015-09-16,13,1,8.0
2015-09-17,17,0,8.0
2015-09-18,35,0,10.0
2015-09-19,35,0,7.0
2015-09-20,22,1,6.0
2015-09-21,36,1,17.0
2015-09-22,24,1,6.0
2015-09-23,48,0,61.0
2015-09-24,31,0,9.0
2015-09-25,17,1,6.0
2015-09-26,25,0,8.0
2015-09-27,12,0,2.0
2015-09-28,27,0,4.0
2015-09-29,21,0,5.0
2015-09-30,8,1,2.0
2015-10-01,10,0,3.0
2015-10-02,20,0,5.0
2015-10-03,18,0,8.0
2015-10-04,17,0,0.0
2015-10-05,16,0,7.0
2015-10-06,22,0,5.0
2015-10-07,22,0,6.0
