,golang/go,gcc-mirror/gcc,llvm/llvm-project
2011-03-11,14,20,65
2011-03-12,6,11,39
2011-03-13,2,3,15
2011-03-14,4,21,47
2011-03-15,13,24,68
2011-03-16,20,33,55
2011-03-17,16,25,50
2011-03-18,7,32,76
2011-03-19,1,7,34
2011-03-20,1,4,16
2011-03-21,8,42,46
2011-03-22,11,48,67
2011-03-23,18,22,59
2011-03-24,7,47,49
2011-03-25,19,46,46
2011-03-26,6,15,43
2011-03-27,3,16,31
2011-03-28,11,44,24
2011-03-29,31,27,62
2011-03-30,8,32,61
2011-03-31,10,34,83
2011-04-01,3,39,45
2011-04-02,6,17,28
2011-04-03,3,17,12
2011-04-04,13,30,50
2011-04-05,20,34,96
2011-04-06,11,28,55
2011-04-07,10,34,60
2011-04-08,24,40,42
2011-04-09,1,4,48
2011-04-10,2,7,20
2011-04-11,7,28,54
2011-04-12,9,36,75
2011-04-13,22,27,60
2011-04-14,24,32,49
2011-04-15,28,36,60
2011-04-16,1,11,23
2011-04-17,3,16,28
2011-04-18,11,40,48
2011-04-19,9,35,89
2011-04-20,13,36,53
2011-04-21,18,36,54
2011-04-22,14,19,69
2011-04-23,7,14,30
2011-04-24,1,9,40
2011-04-25,14,15,48
2011-04-26,13,29,51
2011-04-27,13,26,62
2011-04-28,18,28,101
2011-04-29,7,27,84
2011-04-30,0,16,55
2011-05-01,4,5,40
2011-05-02,20,29,62
2011-05-03,14,50,59
2011-05-04,7,40,78
2011-05-05,6,31,60
2011-05-06,5,30,64
2011-05-07,2,11,17
2011-05-08,6,8,17
2011-05-09,4,27,27
2011-05-10,4,18,50
2011-05-11,10,33,35
2011-05-12,14,19,44
2011-05-13,22,21,58
2011-05-14,5,15,42
2011-05-15,4,9,24
2011-05-16,14,17,42
2011-05-17,12,16,70
2011-05-18,12,23,79
2011-05-19,5,25,94
2011-05-20,9,23,55
2011-05-21,4,17,35
2011-05-22,5,20,63
2011-05-23,7,33,42
2011-05-24,12,33,64
2011-05-25,17,47,57
2011-05-26,12,41,47
2011-05-27,17,37,63
2011-05-28,1,13,33
2011-05-29,5,19,29
2011-05-30,12,22,14
2011-05-31,21,36,50
2011-06-01,16,28,56
2011-06-02,21,20,66
2011-06-03,16,25,82
2011-06-04,1,12,48
2011-06-05,2,10,18
2011-06-06,16,33,20
2011-06-07,14,30,26
2011-06-08,13,25,19
2011-06-09,13,30,43
2011-06-10,14,46,33
2011-06-11,5,18,13
2011-06-12,1,7,18
2011-06-13,10,17,45
2011-06-14,20,40,70
2011-06-15,11,12,75
2011-06-16,19,31,96
2011-06-17,15,12,90
2011-06-18,3,17,48
2011-06-19,7,2,22
2011-06-20,24,22,59
2011-06-21,7,32,76
2011-06-22,14,33,68
2011-06-23,7,18,72
2011-06-24,12,16,65
2011-06-25,3,3,36
2011-06-26,1,8,13
2011-06-27,21,31,62
2011-06-28,16,21,62
2011-06-29,19,32,61
2011-06-30,14,23,68
2011-07-01,8,26,64
2011-07-02,3,3,62
2011-07-03,0,3,6
2011-07-04,6,16,15
2011-07-05,8,28,46
2011-07-06,16,28,78
2011-07-07,11,44,85
2011-07-08,12,34,91
2011-07-09,8,26,53
2011-07-10,6,6,28
2011-07-11,14,33,55
2011-07-12,24,19,64
2011-07-13,29,26,95
2011-07-14,16,19,106
2011-07-15,10,20,98
2011-07-16,0,7,30
2011-07-17,5,8,4
2011-07-18,23,19,72
2011-07-19,16,23,87
2011-07-20,16,30,92
2011-07-21,18,38,78
2011-07-22,10,30,93
2011-07-23,12,17,35
2011-07-24,3,7,12
2011-07-25,10,34,99
2011-07-26,10,24,129
2011-07-27,15,21,96
2011-07-28,18,32,117
2011-07-29,14,18,106
2011-07-30,0,6,31
2011-07-31,6,15,16
2011-08-01,7,73,45
2011-08-02,4,122,70
2011-08-03,2,64,82
2011-08-04,14,100,81
2011-08-05,5,59,49
2011-08-06,2,24,12
2011-08-07,1,8,3
2011-08-08,11,19,32
2011-08-09,5,17,97
2011-08-10,14,12,78
2011-08-11,7,27,104
2011-08-12,12,15,125
2011-08-13,3,4,16
2011-08-14,2,8,11
2011-08-15,12,14,82
2011-08-16,17,16,90
2011-08-17,18,7,103
2011-08-18,15,34,88
2011-08-19,3,23,122
2011-08-20,4,11,54
2011-08-21,3,8,7
2011-08-22,17,20,78
2011-08-23,16,24,93
2011-08-24,19,13,85
2011-08-25,15,23,71
2011-08-26,23,20,66
2011-08-27,1,4,32
2011-08-28,1,7,13
2011-08-29,27,98,49
2011-08-30,10,48,53
2011-08-31,14,27,73
2011-09-01,7,28,59
2011-09-02,8,41,67
2011-09-03,3,5,24
2011-09-04,1,7,21
2011-09-05,10,38,12
2011-09-06,7,48,76
2011-09-07,17,25,56
2011-09-08,18,23,63
2011-09-09,6,10,96
2011-09-10,0,5,36
2011-09-11,0,11,9
2011-09-12,12,16,71
2011-09-13,7,22,107
2011-09-14,20,20,80
2011-09-15,20,13,120
2011-09-16,9,15,85
2011-09-17,8,9,16
2011-09-18,2,7,16
2011-09-19,22,20,93
2011-09-20,14,17,108
2011-09-21,6,28,64
2011-09-22,8,22,64
2011-09-23,9,21,76
2011-09-24,2,7,29
2011-09-25,2,18,15
2011-09-26,17,34,99
2011-09-27,8,51,76
2011-09-28,10,14,69
2011-09-29,10,22,84
2011-09-30,10,21,80
2011-10-01,3,4,46
2011-10-02,0,15,18
2011-10-03,5,19,68
2011-10-04,8,23,84
2011-10-05,18,25,103
2011-10-06,18,36,87
2011-10-07,10,49,79
2011-10-08,5,4,48
2011-10-09,0,14,16
2011-10-10,5,29,70
2011-10-11,12,22,125
2011-10-12,17,24,82
2011-10-13,23,40,71
2011-10-14,22,48,97
2011-10-15,5,14,57
2011-10-16,2,14,63
2011-10-17,17,29,123
2011-10-18,34,42,127
2011-10-19,14,25,79
2011-10-20,5,35,55
2011-10-21,6,24,69
2011-10-22,1,8,30
2011-10-23,2,19,44
2011-10-24,3,33,80
2011-10-25,5,36,78
2011-10-26,39,33,87
2011-10-27,6,19,68
2011-10-28,17,29,77
2011-10-29,1,18,31
2011-10-30,0,15,16
2011-10-31,13,20,81
2011-11-01,11,27,71
2011-11-02,44,37,69
2011-11-03,23,78,64
2011-11-04,20,62,77
2011-11-05,2,18,73
2011-11-06,3,19,42
2011-11-07,17,61,93
2011-11-08,14,38,80
2011-11-09,34,54,76
2011-11-10,8,25,90
2011-11-11,16,21,87
2011-11-12,5,19,45
2011-11-13,4,9,36
2011-11-14,31,22,74
2011-11-15,19,17,115
2011-11-16,16,19,114
2011-11-17,10,19,63
2011-11-18,22,24,26
2011-11-19,6,11,21
2011-11-20,4,17,11
2011-11-21,8,48,20
2011-11-22,10,29,28
2011-11-23,6,23,22
2011-11-24,6,12,10
2011-11-25,6,15,8
2011-11-26,2,11,12
2011-11-27,4,16,48
2011-11-28,20,14,108
2011-11-29,9,30,102
2011-11-30,16,23,69
2011-12-01,25,27,64
2011-12-02,22,28,72
2011-12-03,0,13,41
2011-12-04,1,15,6
2011-12-05,13,30,67
2011-12-06,15,27,117
2011-12-07,25,16,99
2011-12-08,12,25,96
2011-12-09,23,25,83
2011-12-10,4,12,37
2011-12-11,5,13,8
2011-12-12,30,38,79
2011-12-13,38,37,60
2011-12-14,30,20,78
2011-12-15,35,37,86
2011-12-16,19,16,61
2011-12-17,4,11,49
2011-12-18,2,8,12
2011-12-19,23,33,65
2011-12-20,36,31,83
2011-12-21,41,35,66
2011-12-22,28,25,82
2011-12-23,15,24,20
2011-12-24,1,4,30
2011-12-25,3,1,13
2011-12-26,2,3,10
2011-12-27,2,6,17
2011-12-28,0,12,28
2011-12-29,0,13,28
2011-12-30,0,8,22
2011-12-31,0,7,8
2012-01-01,0,10,22
2012-01-02,0,28,18
2012-01-03,9,23,54
2012-01-04,7,20,62
2012-01-05,12,31,57
2012-01-06,5,21,62
2012-01-07,0,4,49
2012-01-08,2,9,15
2012-01-09,19,26,48
2012-01-10,26,24,71
2012-01-11,27,25,83
2012-01-12,26,17,70
2012-01-13,18,21,76
2012-01-14,9,8,44
2012-01-15,8,6,21
2012-01-16,15,12,39
2012-01-17,24,21,96
2012-01-18,20,12,65
2012-01-19,45,14,53
2012-01-20,22,24,73
2012-01-21,7,10,35
2012-01-22,8,5,22
2012-01-23,29,45,75
2012-01-24,19,33,118
2012-01-25,31,31,103
2012-01-26,29,22,91
2012-01-27,16,41,52
2012-01-28,1,7,30
2012-01-29,11,15,28
2012-01-30,30,41,84
2012-01-31,42,20,143
2012-02-01,24,20,95
2012-02-02,18,18,67
2012-02-03,37,10,73
2012-02-04,17,5,64
2012-02-05,5,18,54
2012-02-06,35,14,73
2012-02-07,14,24,63
2012-02-08,48,27,87
2012-02-09,30,13,88
2012-02-10,29,20,67
2012-02-11,26,12,34
2012-02-12,5,12,29
2012-02-13,46,19,77
2012-02-14,47,33,80
2012-02-15,39,27,92
2012-02-16,36,17,95
2012-02-17,36,29,77
2012-02-18,16,7,42
2012-02-19,32,4,42
2012-02-20,21,20,56
2012-02-21,30,20,78
2012-02-22,33,19,98
2012-02-23,28,14,89
2012-02-24,31,16,88
2012-02-25,3,5,50
2012-02-26,4,5,45
2012-02-27,24,17,71
2012-02-28,20,28,65
2012-02-29,29,22,88
2012-03-01,30,24,86
2012-03-02,21,39,92
2012-03-03,6,13,27
2012-03-04,8,23,18
2012-03-05,43,38,59
2012-03-06,35,17,90
2012-03-07,62,43,88
2012-03-08,40,12,80
2012-03-09,12,24,92
2012-03-10,6,11,67
2012-03-11,1,11,24
2012-03-12,33,37,33
2012-03-13,31,32,82
2012-03-14,21,19,57
2012-03-15,21,33,94
2012-03-16,12,19,81
2012-03-17,4,6,25
2012-03-18,3,5,13
2012-03-19,7,20,30
2012-03-20,19,22,71
2012-03-21,9,19,71
2012-03-22,9,19,61
2012-03-23,17,14,54
2012-03-24,0,5,38
2012-03-25,2,8,19
2012-03-26,16,15,60
2012-03-27,29,21,56
2012-03-28,7,20,61
2012-03-29,0,19,73
2012-03-30,8,32,72
2012-03-31,2,7,33
2012-04-01,0,3,28
2012-04-02,12,23,56
