,rust-lang/rust,golang/go,swiftlang/swift
2024-04-01,81,5,24
2024-04-02,83,18,44
2024-04-03,109,10,63
2024-04-04,103,9,51
2024-04-05,87,10,64
2024-04-06,95,0,12
2024-04-07,55,1,4
2024-04-08,115,11,59
2024-04-09,86,8,57
2024-04-10,96,8,43
2024-04-11,118,10,50
2024-04-12,83,5,35
2024-04-13,56,0,13
2024-04-14,91,4,5
2024-04-15,144,15,20
2024-04-16,177,10,53
2024-04-17,105,8,31
2024-04-18,77,15,50
2024-04-19,99,17,58
2024-04-20,98,0,9
2024-04-21,70,0,7
2024-04-22,78,16,42
2024-04-23,90,7,39
2024-04-24,97,8,34
2024-04-25,82,12,44
2024-04-26,62,14,47
2024-04-27,66,3,8
2024-04-28,73,0,2
2024-04-29,87,5,40
2024-04-30,78,9,59
2024-05-01,42,2,59
2024-05-02,115,5,60
2024-05-03,100,12,37
2024-05-04,139,4,21
2024-05-05,75,4,0
2024-05-06,82,12,42
2024-05-07,41,16,54
2024-05-08,80,17,44
2024-05-09,78,19,48
2024-05-10,80,10,54
2024-05-11,125,3,14
2024-05-12,84,1,5
2024-05-13,81,22,34
2024-05-14,78,14,41
2024-05-15,83,22,43
2024-05-16,66,26,68
2024-05-17,72,17,86
2024-05-18,59,3,12
2024-05-19,79,0,3
2024-05-20,130,20,44
2024-05-21,92,26,77
2024-05-22,88,52,74
2024-05-23,123,34,50
2024-05-24,92,19,41
2024-05-25,58,0,15
2024-05-26,50,0,12
2024-05-27,77,0,14
2024-05-28,86,3,74
2024-05-29,111,9,51
2024-05-30,76,17,52
2024-05-31,53,5,63
2024-06-01,46,0,17
2024-06-02,50,0,16
2024-06-03,70,2,55
2024-06-04,129,11,50
2024-06-05,147,8,63
2024-06-06,95,5,62
2024-06-07,123,14,34
2024-06-08,66,0,9
2024-06-09,95,0,2
2024-06-10,63,5,45
2024-06-11,133,13,61
2024-06-12,136,5,85
2024-06-13,143,10,62
2024-06-14,87,5,61
2024-06-15,64,0,23
2024-06-16,91,1,8
2024-06-17,102,3,35
2024-06-18,106,10,67
2024-06-19,146,0,50
2024-06-20,87,2,36
2024-06-21,118,13,78
2024-06-22,84,1,21
2024-06-23,80,1,4
2024-06-24,122,8,32
2024-06-25,101,3,61
2024-06-26,55,3,69
2024-06-27,70,2,46
2024-06-28,110,3,53
2024-06-29,98,0,19
2024-06-30,93,0,14
2024-07-01,87,5,52
2024-07-02,120,2,65
2024-07-03,89,5,82
2024-07-04,118,0,43
2024-07-05,113,2,25
2024-07-06,99,0,31
2024-07-07,164,3,33
2024-07-08,96,2,64
2024-07-09,75,3,75
2024-07-10,77,3,65
2024-07-11,56,5,98
2024-07-12,102,3,34
2024-07-13,46,0,22
2024-07-14,65,0,10
2024-07-15,100,4,48
2024-07-16,117,13,43
2024-07-17,152,7,17
2024-07-18,141,0,53
2024-07-19,150,1,39
2024-07-20,76,0,26
2024-07-21,50,0,4
2024-07-22,129,18,36
2024-07-23,76,16,53
2024-07-24,95,13,64
2024-07-25,139,9,80
2024-07-26,119,19,34
2024-07-27,81,4,25
2024-07-28,71,0,7
2024-07-29,133,20,84
2024-07-30,94,22,60
2024-07-31,85,21,63
2024-08-01,80,14,59
2024-08-02,57,13,56
2024-08-03,102,7,18
2024-08-04,61,0,9
2024-08-05,129,3,52
2024-08-06,94,8,53
2024-08-07,135,19,70
2024-08-08,108,6,69
2024-08-09,96,13,47
2024-08-10,104,3,16
2024-08-11,57,0,0
2024-08-12,141,9,33
2024-08-13,135,5,32
2024-08-14,82,14,36
2024-08-15,62,9,30
2024-08-16,68,8,31
2024-08-17,72,1,21
2024-08-18,72,0,11
2024-08-19,70,6,52
2024-08-20,65,23,63
2024-08-21,67,14,60
2024-08-22,84,10,45
2024-08-23,63,8,30
2024-08-24,84,2,16
2024-08-25,83,0,10
2024-08-26,73,8,36
2024-08-27,117,11,30
2024-08-28,85,4,37
2024-08-29,105,5,52
2024-08-30,62,11,52
2024-08-31,100,1,21
2024-09-01,60,1,12
2024-09-02,86,0,27
2024-09-03,88,36,71
2024-09-04,36,35,118
2024-09-05,96,24,56
2024-09-06,92,23,65
2024-09-07,65,1,18
2024-09-08,49,0,16
2024-09-09,121,4,36
2024-09-10,74,9,46
2024-09-11,94,17,49
2024-09-12,88,9,34
2024-09-13,66,15,41
2024-09-14,61,0,15
2024-09-15,85,2,4
2024-09-16,55,9,39
2024-09-17,96,6,59
2024-09-18,91,9,49
2024-09-19,114,1,62
2024-09-20,71,4,49
2024-09-21,77,0,9
2024-09-22,88,0,11
2024-09-23,114,13,24
2024-09-24,139,14,51
2024-09-25,96,9,68
2024-09-26,65,16,36
2024-09-27,101,11,52
2024-09-28,83,2,28
2024-09-29,74,1,5
2024-09-30,63,17,38
2024-10-01,74,8,55
2024-10-02,62,15,63
2024-10-03,92,10,49
2024-10-04,87,5,28
2024-10-05,90,0,6
2024-10-06,85,0,6
2024-10-07,91,22,64
2024-10-08,78,5,77
2024-10-09,86,7,43
2024-10-10,93,5,39
2024-10-11,73,5,70
2024-10-12,75,1,18
2024-10-13,76,0,10
2024-10-14,98,7,23
2024-10-15,80,1,33
2024-10-16,79,2,41
2024-10-17,77,3,69
2024-10-18,84,7,47
2024-10-19,88,1,21
2024-10-20,80,0,17
2024-10-21,65,37,33
2024-10-22,111,9,60
2024-10-23,96,20,38
2024-10-24,94,16,36
2024-10-25,79,13,37
2024-10-26,86,1,18
2024-10-27,61,0,1
2024-10-28,137,25,32
2024-10-29,95,15,48
2024-10-30,97,18,41
2024-10-31,99,13,49
2024-11-01,105,14,43
2024-11-02,106,3,15
2024-11-03,98,1,17
2024-11-04,96,7,20
2024-11-05,70,15,57
2024-11-06,34,10,52
2024-11-07,97,12,92
2024-11-08,70,10,51
2024-11-09,69,0,27
2024-11-10,77,0,8
2024-11-11,63,10,37
2024-11-12,93,8,80
2024-11-13,58,21,57
2024-11-14,76,18,50
2024-11-15,60,16,53
2024-11-16,41,9,19
2024-11-17,43,11,7
2024-11-18,97,45,35
2024-11-19,113,96,46
2024-11-20,63,48,57
2024-11-21,66,43,56
2024-11-22,60,33,25
2024-11-23,74,3,0
2024-11-24,71,0,0
2024-11-25,74,3,2
2024-11-26,77,5,8
2024-11-27,63,11,12
2024-11-28,109,2,12
2024-11-29,62,0,8
2024-11-30,79,8,1
2024-12-01,66,0,0
2024-12-02,108,4,66
2024-12-03,88,11,54
2024-12-04,113,9,75
2024-12-05,122,12,53
2024-12-06,98,13,34
2024-12-07,40,2,23
2024-12-08,70,1,3
2024-12-09,89,5,30
2024-12-10,109,3,32
2024-12-11,110,12,37
2024-12-12,111,7,53
2024-12-13,85,6,65
2024-12-14,101,0,27
2024-12-15,75,0,27
2024-12-16,72,6,46
2024-12-17,88,16,103
2024-12-18,120,5,76
2024-12-19,81,5,63
2024-12-20,86,2,49
2024-12-21,81,2,38
2024-12-22,87,1,2
2024-12-23,51,4,8
2024-12-24,40,1,8
2024-12-25,40,0,3
2024-12-26,52,1,1
2024-12-27,85,4,6
2024-12-28,70,1,0
2024-12-29,104,0,4
2024-12-30,70,10,2
2024-12-31,107,0,2
2025-01-01,71,1,0
2025-01-02,66,7,42
2025-01-03,82,10,19
2025-01-04,45,0,10
2025-01-05,61,0,3
2025-01-06,120,3,24
2025-01-07,116,11,61
2025-01-08,92,12,68
2025-01-09,95,5,39
2025-01-10,116,2,45
2025-01-11,86,0,46
2025-01-12,130,0,12
2025-01-13,84,7,30
2025-01-14,98,6,46
2025-01-15,121,0,45
2025-01-16,94,6,48
2025-01-17,52,3,39
2025-01-18,70,0,4
2025-01-19,72,0,10
2025-01-20,115,1,13
2025-01-21,101,2,48
2025-01-22,108,5,67
2025-01-23,120,0,60
2025-01-24,146,0,27
2025-01-25,90,0,31
2025-01-26,108,0,14
2025-01-27,115,7,48
2025-01-28,127,7,62
2025-01-29,108,5,57
2025-01-30,125,1,42
2025-01-31,113,2,45
2025-02-01,94,0,29
2025-02-02,89,0,13
2025-02-03,134,36,33
2025-02-04,88,9,35
2025-02-05,107,15,56
2025-02-06,132,10,35
2025-02-07,135,24,45
2025-02-08,61,5,18
2025-02-09,76,1,22
2025-02-10,117,28,72
2025-02-11,119,16,38
2025-02-12,123,10,53
2025-02-13,120,28,65
2025-02-14,124,17,71
2025-02-15,118,10,26
2025-02-16,90,3,22
2025-02-17,111,0,33
2025-02-18,101,12,38
2025-02-19,114,19,32
2025-02-20,111,15,55
2025-02-21,96,5,31
2025-02-22,83,9,15
2025-02-23,90,5,9
2025-02-24,194,6,35
2025-02-25,93,28,65
2025-02-26,97,16,97
2025-02-27,89,13,59
2025-02-28,116,8,56
2025-03-01,97,5,23
2025-03-02,60,0,9
2025-03-03,125,10,39
2025-03-04,90,16,64
2025-03-05,130,14,44
2025-03-06,142,23,32
2025-03-07,109,8,84
2025-03-08,72,0,43
2025-03-09,61,0,7
2025-03-10,161,16,54
2025-03-11,108,21,72
2025-03-12,114,25,51
2025-03-13,102,17,83
2025-03-14,101,9,62
2025-03-15,78,9,18
2025-03-16,137,2,26
2025-03-17,123,11,52
2025-03-18,86,9,62
2025-03-19,83,12,127
2025-03-20,77,22,60
2025-03-21,110,10,50
2025-03-22,70,3,9
2025-03-23,63,0,12
2025-03-24,118,10,111
2025-03-25,97,13,71
2025-03-26,85,6,93
2025-03-27,92,10,111
2025-03-28,89,8,66
2025-03-29,51,2,21
2025-03-30,47,0,11
2025-03-31,71,5,54
2025-04-01,89,6,63
2025-04-02,103,5,37
2025-04-03,106,12,74
2025-04-04,95,10,53
2025-04-05,55,1,25
2025-04-06,55,1,9
2025-04-07,98,13,37
2025-04-08,92,10,51
2025-04-09,98,9,54
2025-04-10,131,7,42
2025-04-11,102,10,48
2025-04-12,71,1,12
2025-04-13,77,1,11
2025-04-14,121,7,39
2025-04-15,126,12,38
2025-04-16,126,12,38
2025-04-17,132,2,44
2025-04-18,93,9,58
2025-04-19,90,7,17
2025-04-20,105,1,5
2025-04-21,81,4,24
2025-04-22,102,8,37
2025-04-23,72,7,51
2025-04-24,103,10,31
2025-04-25,86,7,33
2025-04-26,65,1,26
2025-04-27,49,0,3
2025-04-28,99,1,35
2025-04-29,110,4,38
2025-04-30,81,7,60
2025-05-01,85,8,29
2025-05-02,86,9,20
2025-05-03,66,0,6
2025-05-04,41,1,18
2025-05-05,115,5,38
2025-05-06,95,11,43
2025-05-07,95,12,30
2025-05-08,91,18,39
2025-05-09,71,14,39
2025-05-10,56,0,10
2025-05-11,40,0,2
2025-05-12,65,15,28
2025-05-13,27,13,31
2025-05-14,49,11,45
2025-05-15,60,16,52
2025-05-16,73,11,25
2025-05-17,70,1,7
2025-05-18,75,0,8
2025-05-19,93,24,47
2025-05-20,97,41,40
2025-05-21,122,84,46
2025-05-22,84,15,41
2025-05-23,77,5,36
2025-05-24,77,4,11
2025-05-25,66,0,7
2025-05-26,112,0,3
2025-05-27,128,13,19
2025-05-28,129,7,23
2025-05-29,113,15,33
2025-05-30,107,7,56
2025-05-31,92,0,24
2025-06-01,48,0,6
2025-06-02,113,9,36
2025-06-03,151,6,61
2025-06-04,109,6,36
2025-06-05,93,1,49
2025-06-06,66,2,63
2025-06-07,77,1,23
2025-06-08,54,0,8
2025-06-09,120,6,35
2025-06-10,92,10,38
2025-06-11,88,2,36
2025-06-12,127,2,42
2025-06-13,121,4,16
2025-06-14,98,0,1
2025-06-15,62,0,2
2025-06-16,138,4,22
2025-06-17,127,1,69
2025-06-18,102,3,26
2025-06-19,101,0,31
2025-06-20,116,4,45
2025-06-21,71,0,7
2025-06-22,68,0,3
2025-06-23,108,4,51
