,canonical/lxd,containerd/containerd,moby/moby
2016-02-22,3,1,3.752961126399999
2016-02-23,11,4,18.580268441599998
2016-02-24,30,0,13.175183052800001
2016-02-25,11,10,17.9868061696
2016-02-26,17,10,-1.6379760639999965
2016-02-27,8,0,-2.4086540287999973
2016-02-28,0,0,-4.706363392
2016-02-29,10,8,39.9313399808
2016-03-01,7,5,29.757880934400003
2016-03-02,16,0,10.439521484800004
2016-03-03,4,0,10.863724544000004
2016-03-04,1,0,0.690656563200001
2016-03-05,0,0,-16.8724685824
2016-03-06,0,0,-7.768991641600001
2016-03-07,19,3,4.7472986112
2016-03-08,15,1,13.85487616
2016-03-09,10,2,9.367788851200004
2016-03-10,19,0,8.594702643200002
2016-03-11,12,7,24.4502086656
2016-03-12,1,2,-9.057534668799995
2016-03-13,0,0,-8.22109952
2016-03-14,0,3,20.0736854016
2016-03-15,28,4,22.5704059904
2016-03-16,5,3,15.684477747200003
2016-03-17,8,10,17.045790822400004
2016-03-18,4,4,6.934684262400005
2016-03-19,2,2,-11.828992409599998
2016-03-20,3,0,-5.095667814400002
2016-03-21,8,10,24.4561252352
2016-03-22,6,11,17.4761307136
2016-03-23,17,8,13.300912947200004
2016-03-24,3,3,12.524873011200004
2016-03-25,7,10,24.091699712
2016-03-26,4,1,-21.991692902399997
2016-03-27,1,0,-3.189643776000004
2016-03-28,8,8,29.1678199808
2016-03-29,3,6,18.430389862400002
2016-03-30,2,4,6.575872921600006
2016-03-31,15,7,19.031505920000004
2016-04-01,7,3,-19.5224594432
2016-04-02,6,1,-15.565547827200003
2016-04-03,5,0,-8.325719756800003
2016-04-04,8,5,6.7608330239999965
2016-04-05,7,4,2.3941178367999996
2016-04-06,8,7,48.328596172800005
2016-04-07,9,6,-0.6934280191999953
2016-04-08,12,0,19.564636672000002
2016-04-09,3,0,-2.609383935999997
2016-04-10,3,0,-5.56025344
2016-04-11,3,1,2.197254451199999
2016-04-12,0,0,8.397161267199998
2016-04-13,5,2,10.3009765376
2016-04-14,4,3,19.2891137024
2016-04-15,0,2,22.2255138816
2016-04-16,0,0,-15.152884633599996
2016-04-17,0,3,-13.760124415999998
2016-04-18,4,6,15.2843449344
2016-04-19,2,1,12.0017130496
2016-04-20,0,2,4.479490867199999
2016-04-21,1,5,8.592713318400001
2016-04-22,4,9,1.577948979200002
2016-04-23,0,0,-6.271959961599999
2016-04-24,13,0,-6.549547520000001
2016-04-25,2,0,25.1602668544
2016-04-26,6,16,2.214271078400003
2016-04-27,6,1,1.6659196928000028
2016-04-28,8,3,7.261491302400001
2016-04-29,4,3,10.1968303104
2016-04-30,0,0,-7.637964287999999
2016-05-01,6,0,-3.7825590272000014
2016-05-02,1,4,13.5928030208
2016-05-03,2,0,5.5179327488
2016-05-04,5,2,11.393659494400001
2016-05-05,2,0,4.002599628800002
2016-05-06,1,3,12.182204211200002
2016-05-07,2,0,1.5017640960000023
2016-05-08,0,0,-9.0943880192
2016-05-09,6,8,10.674313113599998
2016-05-10,3,0,-0.2795337727999989
2016-05-11,6,0,8.6536896512
2016-05-12,0,1,20.4566762496
2016-05-13,0,2,-6.674246451199998
2016-05-14,2,0,3.873012428800001
2016-05-15,0,0,-7.235532492799999
2016-05-16,0,0,6.439367577599999
2016-05-17,5,1,0.2796871680000006
2016-05-18,1,5,7.4431162368
2016-05-19,3,1,4.493444710400002
2016-05-20,1,0,6.376678604800002
2016-05-21,0,0,1.5277193216000011
2016-05-22,0,0,1.0254731263999997
2016-05-23,1,1,12.0813990912
2016-05-24,0,0,29.464232448
2016-05-25,6,2,32.956907724800004
2016-05-26,5,2,-5.267381759999999
2016-05-27,4,1,10.466000691200001
2016-05-28,0,0,-15.637223935999998
2016-05-29,0,0,-4.884880281600001
2016-05-30,0,0,-1.4586850304000016
2016-05-31,10,1,20.418410803199997
2016-06-01,17,0,9.668574003200003
2016-06-02,13,0,16.916362854400003
2016-06-03,11,1,27.394592256000003
2016-06-04,0,0,-10.162804223999995
2016-06-05,13,0,12.7889757184
2016-06-06,3,1,29.9742321664
2016-06-07,4,1,21.231370137600003
2016-06-08,3,0,8.4099801088
2016-06-09,4,5,6.825948672000003
2016-06-10,8,0,11.776392806399997
2016-06-11,1,0,-7.946246656
2016-06-12,0,0,-2.4416750592000014
2016-06-13,8,3,16.7445523456
2016-06-14,2,0,73.5557020672
2016-06-15,1,1,7.683841331200007
2016-06-16,11,2,28.028279091200005
2016-06-17,0,2,10.024376627200006
2016-06-18,0,0,-11.913362841600005
2016-06-19,0,0,-7.875492864000002
2016-06-20,1,0,6.195216179199999
2016-06-21,4,0,21.284850380800002
2016-06-22,10,2,-0.8113822719999959
2016-06-23,5,0,8.140350566400002
2016-06-24,2,0,13.497503334400001
2016-06-25,0,0,-20.1667336192
2016-06-26,0,0,-8.518254592
2016-06-27,3,2,18.6390437888
2016-06-28,5,1,8.321059430399998
2016-06-29,1,1,16.863698944
2016-06-30,2,1,16.001185587200006
2016-07-01,2,4,6.773454848000004
2016-07-02,0,0,-5.4427912191999965
2016-07-03,0,0,8.4318737408
2016-07-04,0,1,-3.9634308095999984
2016-07-05,11,6,11.0865728512
2016-07-06,3,0,1.8035217408000008
2016-07-07,6,0,15.6816735232
2016-07-08,8,0,7.405085696
2016-07-09,0,0,-14.037864550399998
2016-07-10,0,0,-8.1983387648
2016-07-11,0,0,19.5855826944
2016-07-12,4,0,30.560589312
2016-07-13,0,1,26.116329164800003
2016-07-14,0,2,-6.094366207999997
2016-07-15,0,1,14.454682828800003
2016-07-16,0,0,-10.554478284799998
2016-07-17,0,0,-12.3549531136
2016-07-18,0,0,17.940319232
2016-07-19,2,0,31.4686239744
2016-07-20,9,0,19.317439283200002
2016-07-21,0,0,2.037886464000003
2016-07-22,8,0,14.864963584000002
2016-07-23,0,0,-10.2020184064
2016-07-24,0,0,4.264626176
2016-07-25,1,0,27.3065261056
2016-07-26,9,0,31.399395225600003
2016-07-27,0,0,2.5283426304000045
2016-07-28,2,0,-1.8109584383999966
2016-07-29,0,0,20.3746506752
2016-07-30,0,0,-18.7555749888
2016-07-31,0,0,-9.4635318272
2016-08-01,3,0,21.255839027199997
2016-08-02,5,1,19.8021986304
2016-08-03,8,1,12.103446528000003
2016-08-04,7,0,-0.11216035839999705
2016-08-05,7,0,25.4968633344
2016-08-06,0,0,-18.777265561599997
2016-08-07,4,0,-14.058335539200002
2016-08-08,1,0,21.668947967999998
2016-08-09,0,0,3.467413606400001
2016-08-10,0,2,21.9014496256
2016-08-11,5,0,20.460573184000005
2016-08-12,2,0,15.713908838400002
2016-08-13,0,0,-20.369574911999997
2016-08-14,0,0,-13.234175180800001
2016-08-15,7,1,16.981340876799997
2016-08-16,3,0,32.6710111232
2016-08-17,3,0,8.799102464000004
2016-08-18,2,0,2.7896691712000035
2016-08-19,2,0,1.7877165056000024
2016-08-20,2,0,-9.764017766400002
2016-08-21,0,0,-8.217759129600001
2016-08-22,0,0,15.010239590399998
2016-08-23,2,0,14.901306163200001
2016-08-24,4,0,2.010299904
2016-08-25,1,0,23.4431118336
2016-08-26,3,7,18.581060608
2016-08-27,0,0,-18.206615449599997
2016-08-28,0,0,-4.9490028544
2016-08-29,0,0,8.850298060799998
2016-08-30,10,1,46.7264877568
2016-08-31,3,0,16.691918745600006
2016-09-01,2,0,-3.090667827199997
2016-09-02,2,0,-4.070987263999996
2016-09-03,3,0,-12.3458998272
2016-09-04,2,0,-7.374399692800001
2016-09-05,2,0,8.995390566399998
2016-09-06,0,0,16.1650482176
2016-09-07,13,4,33.0493815808
2016-09-08,14,2,9.793374208000003
2016-09-09,2,1,6.0834545664
2016-09-10,0,0,-16.5495689216
2016-09-11,2,0,-11.204611891200003
2016-09-12,6,5,29.766519091199996
2016-09-13,8,0,14.326800588800001
2016-09-14,9,1,11.307792998400004
2016-09-15,44,0,-0.37701591039999727
2016-09-16,37,4,8.586912256000002
2016-09-17,14,0,4.8488305664
2016-09-18,13,0,-7.994854092800001
2016-09-19,14,4,36.9359798272
2016-09-20,5,9,18.925911859200003
2016-09-21,2,1,4.5726511104000025
2016-09-22,36,3,7.1697174528000005
2016-09-23,25,0,18.219193241600003
2016-09-24,0,0,-18.4529371136
2016-09-25,0,0,-12.426829721600003
2016-09-26,8,0,35.3201696768
2016-09-27,8,4,9.903263744
2016-09-28,5,3,-9.474551603199998
2016-09-29,9,0,17.417264128000003
2016-09-30,3,2,0.0965897216000009
2016-10-01,11,0,-9.298545561600001
2016-10-02,3,0,-5.195147673600001
2016-10-03,12,2,13.7357974528
2016-10-04,16,1,6.439498649600001
2016-10-05,5,1,9.908023296000003
2016-10-06,7,5,3.3670110208000033
2016-10-07,4,0,3.8962879488000013
2016-10-08,0,0,-10.532296806399998
2016-10-09,4,0,-5.178860748800002
2016-10-10,1,0,21.1220161536
2016-10-11,15,0,14.5213693952
2016-10-12,6,0,6.426196070400003
2016-10-13,1,0,5.220865536000002
2016-10-14,15,0,13.9118220288
2016-10-15,0,0,-7.152557875199999
2016-10-16,2,0,-7.9290742784
2016-10-17,19,0,32.4721939456
2016-10-18,13,0,23.518433894400005
2016-10-19,2,0,7.355929907200007
2016-10-20,6,0,18.705483673600003
2016-10-21,11,0,29.242223001600003
2016-10-22,3,0,-20.5826859008
2016-10-23,0,0,-18.8285576192
2016-10-24,12,0,11.173778227199998
2016-10-25,5,0,37.9569046528
2016-10-26,12,0,-2.6875724799999965
2016-10-27,14,0,2.3858638848000027
2016-10-28,3,1,52.6282479616
2016-10-29,3,0,-26.802851737599994
2016-10-30,0,0,-16.6410042368
2016-10-31,4,0,25.7256406016
2016-11-01,0,0,5.0529991679999995
2016-11-02,0,4,34.4370906112
2016-11-03,2,0,32.396733337600004
2016-11-04,3,1,34.82673131520001
2016-11-05,4,0,-30.622241587199994
2016-11-06,1,0,-17.848748441600005
2016-11-07,0,4,12.164317491199995
2016-11-08,0,0,53.996974694399995
2016-11-09,8,0,86.36918200320001
2016-11-10,1,0,44.01676779520001
2016-11-11,2,0,-1.7704722431999897
2016-11-12,1,0,-41.5466804224
2016-11-13,0,0,-10.889883545600007
2016-11-14,2,0,11.461497241599993
2016-11-15,7,0,4.392141823999999
2016-11-16,6,2,11.133540147200002
2016-11-17,21,0,21.265084313600006
2016-11-18,7,0,12.657106432000006
2016-11-19,2,0,-19.2405804032
2016-11-20,8,0,-10.620192972800002
2016-11-21,3,0,38.2736513024
2016-11-22,9,0,39.1755237376
2016-11-23,12,0,2.8702484480000052
2016-11-24,4,0,-13.386469273599992
2016-11-25,15,0,-4.1568989184
2016-11-26,5,0,-4.658345472000001
2016-11-27,5,0,-11.208211148800002
2016-11-28,7,2,42.4121133056
2016-11-29,3,7,11.114018713600004
2016-11-30,0,5,24.0033467392
2016-12-01,6,20,-8.018081177599996
2016-12-02,2,9,17.3321956352
2016-12-03,1,2,-12.838472806399999
2016-12-04,0,0,-10.555451801600002
2016-12-05,6,3,12.746771865599998
2016-12-06,12,4,19.5760126976
2016-12-07,4,1,-4.336191180799997
2016-12-08,3,6,16.4676603904
2016-12-09,3,8,4.8792649728000015
2016-12-10,0,0,-12.2656352256
2016-12-11,0,0,-3.4917249024000014
2016-12-12,4,6,19.5840246784
2016-12-13,1,9,14.13161984
2016-12-14,26,12,9.321670553600004
2016-12-15,33,15,4.069567488000004
2016-12-16,8,14,12.845941350400004
2016-12-17,0,0,-11.698055577599998
2016-12-18,1,1,-3.5178117120000003
2016-12-19,0,0,24.7383933952
2016-12-20,12,1,4.283070566399999
2016-12-21,10,0,15.1210909696
2016-12-22,3,0,7.771860480000001
2016-12-23,15,0,-17.6077681664
2016-12-24,0,0,-1.2628670464000002
2016-12-25,0,0,-4.684999680000001
2016-12-26,0,0,6.812352409599999
2016-12-27,0,1,26.111119257600002
2016-12-28,0,0,1.7767497728000023
2016-12-29,0,0,18.2223415296
2016-12-30,0,0,-8.554955673599999
2016-12-31,3,0,-6.1128530944
2017-01-01,0,0,-6.2311658496
2017-01-02,0,0,6.5986226175999985
2017-01-03,0,1,24.7795335168
2017-01-04,3,1,12.830905241600004
2017-01-05,0,1,8.399214592000003
2017-01-06,0,0,1.8329390080000039
2017-01-07,5,0,-8.6374257664
2017-01-08,0,0,-6.708429516800001
2017-01-09,1,2,25.5729073152
2017-01-10,0,4,-0.7512933375999964
2017-01-11,17,8,3.8529204224000004
2017-01-12,1,21,21.0652563456
2017-01-13,2,7,3.5936414720000016
2017-01-14,5,3,2.161788006400002
2017-01-15,3,0,-8.874419199999998
2017-01-16,0,1,-2.1659073536000015
2017-01-17,0,5,23.081151385600002
2017-01-18,2,9,-2.848376729599998
2017-01-19,3,14,8.798141747200003
2017-01-20,1,7,9.873401446400003
2017-01-21,0,0,-15.7858025472
2017-01-22,2,0,-4.588193894400002
2017-01-23,5,7,16.196519628799997
2017-01-24,13,6,25.6587569152
2017-01-25,3,2,-3.4656772095999955
2017-01-26,2,20,20.1869786112
2017-01-27,4,15,15.2401584128
2017-01-28,2,1,-15.950616780799997
2017-01-29,0,0,-3.375948083200001
2017-01-30,3,3,15.680636415999999
2017-01-31,1,0,3.790643814399999
2017-02-01,2,2,31.6858796032
2017-02-02,1,6,12.063153766400006
2017-02-03,5,17,-4.3164295167999995
2017-02-04,5,1,-1.182716211199999
2017-02-05,0,0,-13.310602240000001
2017-02-06,0,5,16.869408563199997
2017-02-07,0,10,22.8451501056
2017-02-08,4,3,1.0631633920000034
2017-02-09,6,2,0.9683135488000048
2017-02-10,0,14,4.200833843200002
2017-02-11,3,3,1.7835280384
2017-02-12,0,0,1.3645926399999997
2017-02-13,1,0,14.6209583104
2017-02-14,35,2,4.280188006400003
2017-02-15,39,10,10.339065344000002
2017-02-16,29,4,2.5756000256000036
2017-02-17,3,7,10.6234182656
2017-02-18,1,3,-8.3493307392
2017-02-19,2,1,-5.119767040000001
2017-02-20,10,7,0.8221113343999988
2017-02-21,18,25,7.839358464
2017-02-22,40,15,3.3821292544000006
2017-02-23,43,1,10.7575677952
2017-02-24,24,10,4.021718323200002
2017-02-25,10,7,-12.104293887999999
2017-02-26,10,0,-1.2316776448000013
2017-02-27,27,9,9.2802080768
2017-02-28,19,9,22.7552038912
2017-03-01,15,11,1.057726156800003
2017-03-02,17,5,13.2244933632
2017-03-03,14,6,4.0640483328000006
2017-03-04,6,0,-10.535189196800001
2017-03-05,36,0,-4.9122477056000005
2017-03-06,8,8,22.419546112
2017-03-07,14,5,-0.6499863551999994
2017-03-08,18,5,18.5242160128
2017-03-09,4,3,4.692103475200003
2017-03-10,7,11,7.378462822400003
2017-03-11,1,0,-8.959294156799999
2017-03-12,9,0,-4.649995264000001
2017-03-13,2,3,24.941719756799998
2017-03-14,2,3,13.1274177536
2017-03-15,6,12,7.233068441600004
2017-03-16,4,6,23.9681845248
2017-03-17,3,6,-14.621595648
2017-03-18,1,2,-10.7840147456
2017-03-19,0,0,-5.295282790400002
2017-03-20,20,0,12.831928422399997
2017-03-21,0,8,5.476882432000002
2017-03-22,8,32,22.997378662400003
2017-03-23,1,1,5.7501552640000035
2017-03-24,17,9,9.609856819200001
2017-03-25,1,0,-15.1293689856
2017-03-26,0,0,2.329954815999999
2017-03-27,5,0,9.6004033536
2017-03-28,5,1,32.5736354816
2017-03-29,3,2,7.364634316800004
2017-03-30,0,5,6.609255014400006
2017-03-31,4,6,0.6884049920000024
2017-04-01,17,1,-12.221953024000001
2017-04-02,0,0,-2.9788343296000015
2017-04-03,2,8,8.5751960576
2017-04-04,0,16,22.3604713472
2017-04-05,8,11,-0.06262097919999832
2017-04-06,0,4,6.748692992000002
2017-04-07,0,7,20.505435443200003
2017-04-08,0,0,-12.108797542399998
2017-04-09,0,0,-9.000276172800001
2017-04-10,11,11,41.668582912
2017-04-11,3,4,24.8993219584
2017-04-12,2,8,5.288234086400003
2017-04-13,4,11,-9.964291379199999
2017-04-14,2,7,-7.788855603199998
2017-04-15,11,3,-6.143437721600003
2017-04-16,0,0,-2.099491532800002
2017-04-17,5,2,1.0756272127999988
2017-04-18,8,1,0.8903894016000002
2017-04-19,5,8,-2.9859546111999986
2017-04-20,10,7,3.2484569087999997
2017-04-21,21,9,-0.32565125120000005
2017-04-22,0,6,-1.04330752
2017-04-23,3,0,-0.9149484032000004
2017-04-24,6,7,12.8569572352
2017-04-25,1,9,4.958692454400001
2017-04-26,11,3,13.7917815808
2017-04-27,17,8,17.877315788800004
2017-04-28,28,7,10.370075648000004
2017-04-29,1,0,-12.176521523199998
2017-04-30,1,0,-9.024510668800001
2017-05-01,2,2,5.075945676799999
2017-05-02,11,2,9.633346457599998
2017-05-03,3,10,3.4884529152
2017-05-04,16,16,-0.10068490239999761
2017-05-05,6,4,20.4689480704
2017-05-06,0,7,-14.587721727999998
2017-05-07,4,0,-6.262544793600002
2017-05-08,3,10,10.550601215999999
2017-05-09,19,5,28.04473856
2017-05-10,5,15,17.137343488000003
2017-05-11,1,14,14.474660966400002
2017-05-12,2,19,-8.972840755199996
2017-05-13,0,0,0.8572042239999984
2017-05-14,0,1,-5.042059059200001
2017-05-15,3,9,29.5670188032
2017-05-16,9,17,9.213647872000003
2017-05-17,8,8,2.6231625728000054
2017-05-18,1,9,12.989245235200002
2017-05-19,0,11,4.496333312000004
2017-05-20,1,0,-15.712351744000003
2017-05-21,0,0,-8.475600998400001
2017-05-22,0,14,1.9429381119999984
2017-05-23,3,15,4.746759577599999
2017-05-24,10,25,2.2142184448
2017-05-25,3,10,1.6404505600000014
2017-05-26,14,21,-4.743090278399999
2017-05-27,1,9,0.30347345919999924
2017-05-28,1,0,-2.3845212159999996
2017-05-29,1,0,2.1864549375999998
2017-05-30,16,6,5.4085942272
2017-05-31,7,27,10.6581820416
2017-06-01,7,14,8.3941540864
2017-06-02,10,9,14.9738314752
2017-06-03,2,0,-7.899387903999999
2017-06-04,0,0,-5.688898150400001
2017-06-05,1,7,-0.6992558080000011
2017-06-06,4,18,13.5926948864
2017-06-07,2,8,11.308904448000002
2017-06-08,5,9,5.677033676800001
2017-06-09,0,19,12.842235187200002
2017-06-10,0,1,-12.125219225599999
2017-06-11,0,5,-6.304218112000001
2017-06-12,1,10,24.668287795199998
2017-06-13,9,6,3.6097475584000005
2017-06-14,2,23,2.2592851968000005
2017-06-15,7,13,-4.600842854399998
2017-06-16,0,25,-1.0580697087999997
2017-06-17,0,0,-3.9047425023999995
2017-06-18,0,0,-2.700860416000001
2017-06-19,2,8,3.6518859775999997
2017-06-20,2,18,10.1397041152
2017-06-21,2,29,30.6172858368
2017-06-22,2,23,3.231905177600005
2017-06-23,24,26,18.713350144000003
2017-06-24,0,11,-7.866379161599998
2017-06-25,8,1,-11.692217753600001
2017-06-26,2,14,3.3589241855999976
2017-06-27,20,6,5.735846502399998
2017-06-28,8,15,-1.9201330175999995
2017-06-29,6,26,5.111029760000001
2017-06-30,8,15,2.7653367808000002
2017-07-01,14,0,-8.7941835776
2017-07-02,11,0,-1.8891364352000006
2017-07-03,20,4,14.9776600064
2017-07-04,5,0,-2.9338247167999985
2017-07-05,4,4,-1.8330716159999998
2017-07-06,10,5,11.6300044288
2017-07-07,10,6,-1.5925602304000002
2017-07-08,2,0,-5.1589069824
2017-07-09,0,1,-2.2137686016000004
2017-07-10,8,6,7.747831295999999
2017-07-11,12,20,8.5450927104
2017-07-12,15,29,9.122541465600001
2017-07-13,15,7,4.216364851200002
2017-07-14,7,16,-1.4271931392
2017-07-15,3,0,-5.2021142528
2017-07-16,0,1,-4.135273369600001
2017-07-17,0,10,10.6232717312
2017-07-18,8,12,6.1079544832
2017-07-19,7,27,4.943238144
2017-07-20,0,8,0.4703812608
2017-07-21,7,28,-0.1554395135999993
2017-07-22,5,1,-5.9793370112
2017-07-23,107,0,-2.777394278400001
2017-07-24,8,20,1.2252888063999996
2017-07-25,10,12,4.504868864
2017-07-26,5,4,5.821449625600001
2017-07-27,8,12,8.278522265600001
2017-07-28,2,14,9.195828633600001
2017-07-29,0,0,-7.722329395199999
2017-07-30,0,1,-4.5201406976000005
2017-07-31,9,12,8.57422592
2017-08-01,7,4,7.941778944
2017-08-02,4,30,4.837941145600002
2017-08-03,4,14,5.467389542400001
2017-08-04,11,25,-5.211987455999999
2017-08-05,0,2,2.5025655808
2017-08-06,0,0,-6.0366032896
2017-08-07,17,20,5.263066726399999
2017-08-08,9,14,6.9798497280000005
2017-08-09,6,10,18.8741302272
2017-08-10,8,21,-11.316855091199999
2017-08-11,2,25,1.3434561536
2017-08-12,1,4,-4.829577523199999
2017-08-13,0,0,-3.165167923200001
2017-08-14,2,15,14.0451398656
2017-08-15,3,10,1.2461603840000013
2017-08-16,4,9,15.4209212416
2017-08-17,1,20,-6.6790619135999965
2017-08-18,15,15,4.603779379200001
2017-08-19,3,0,-2.4116888575999997
2017-08-20,0,1,-5.296922009600001
2017-08-21,30,11,3.3156600831999996
2017-08-22,14,24,18.759623168
2017-08-23,5,27,3.6823877632000013
2017-08-24,7,28,4.913182924800001
2017-08-25,3,17,0.8041698304000029
2017-08-26,0,0,-8.619068416
2017-08-27,0,0,-1.9472334848000008
2017-08-28,19,16,2.720352255999999
2017-08-29,9,20,4.5952148479999995
2017-08-30,4,12,2.1771512832000006
2017-08-31,4,17,-3.7970468863999987
2017-09-01,3,34,8.733111808
2017-09-02,4,4,-5.510723583999999
2017-09-03,0,3,-1.8856680448000005
2017-09-04,8,3,-0.9580195840000001
2017-09-05,15,26,6.391324774399999
2017-09-06,16,26,12.8088947712
2017-09-07,24,22,5.5557193728000005
2017-09-08,9,6,-5.599658598399998
2017-09-09,0,11,-3.5795506176000007
2017-09-10,2,0,-1.8128833536000006
2017-09-11,0,2,0.9663859711999994
2017-09-12,0,6,4.5065792512
2017-09-13,0,13,8.876715827200002
2017-09-14,0,10,27.0103382016
2017-09-15,0,13,-9.270575513599997
2017-09-16,2,1,-7.3590310912
2017-09-17,1,5,-3.3072743424000013
2017-09-18,9,11,14.984416051199998
2017-09-19,18,7,8.8210511872
2017-09-20,21,21,-0.8393145343999997
2017-09-21,9,23,-1.4555047935999994
2017-09-22,7,29,4.236020633600001
2017-09-23,5,3,-7.750497075199999
2017-09-24,5,1,-2.2595869696000004
2017-09-25,6,22,12.5333184512
2017-09-26,12,18,14.366832947200002
2017-09-27,1,9,-1.8410896383999962
2017-09-28,13,17,-0.40471306239999905
2017-09-29,3,11,4.101900288
2017-09-30,0,0,-0.6437431295999998
2017-10-01,0,0,-3.2105422848000007
2017-10-02,7,10,6.827775488
2017-10-03,31,16,7.220865843200001
2017-10-04,0,17,0.37451878400000105
2017-10-05,6,14,-1.1511402495999992
2017-10-06,24,13,1.4644981760000002
2017-10-07,6,2,-0.4744536064000009
2017-10-08,0,2,1.4276954112000002
2017-10-09,13,8,4.3742168064
2017-10-10,3,14,6.2201240576000005
2017-10-11,5,22,8.6622620672
2017-10-12,3,15,-3.4019013631999986
2017-10-13,5,7,-0.09163960319999997
2017-10-14,2,0,-4.3252789248
2017-10-15,2,0,-2.011281817600001
2017-10-16,7,18,-0.22865049600000065
2017-10-17,9,9,1.7856397311999999
2017-10-18,23,12,0.1459278848000003
2017-10-19,0,7,6.4763761664
2017-10-20,7,6,2.2419566592000013
2017-10-21,3,1,-3.5073609728
2017-10-22,0,0,-0.21684961279999992
2017-10-23,5,10,6.0111962112
2017-10-24,1,6,9.7497505792
2017-10-25,1,12,6.712736358400001
2017-10-26,0,17,-6.327889203199998
2017-10-27,2,14,1.9049430015999995
2017-10-28,0,3,-1.6435863552
2017-10-29,0,1,-1.3749175296000007
2017-10-30,0,18,3.4419131392
2017-10-31,0,17,10.1329813504
