,saltstack/salt,cfengine/core,ansible/ansible
2012-07-23,24,5,11
2012-07-24,8,9,35
2012-07-25,7,0,23
2012-07-26,34,1,32
2012-07-27,41,10,9
2012-07-28,12,0,24
2012-07-29,5,0,7
2012-07-30,16,0,27
2012-07-31,38,2,22
2012-08-01,38,15,40
2012-08-02,22,0,36
2012-08-03,18,3,12
2012-08-04,15,1,0
2012-08-05,10,10,0
2012-08-06,15,4,2
2012-08-07,17,19,29
2012-08-08,12,7,25
2012-08-09,12,12,29
2012-08-10,13,13,46
2012-08-11,8,4,34
2012-08-12,0,0,3
2012-08-13,26,12,12
2012-08-14,14,9,23
2012-08-15,26,9,17
2012-08-16,23,11,0
2012-08-17,15,33,19
2012-08-18,25,18,23
2012-08-19,8,7,9
2012-08-20,27,16,19
2012-08-21,7,5,9
2012-08-22,10,8,14
2012-08-23,1,5,8
2012-08-24,19,8,17
2012-08-25,18,0,3
2012-08-26,1,1,0
2012-08-27,18,0,15
2012-08-28,25,12,34
2012-08-29,13,1,21
2012-08-30,33,0,33
2012-08-31,11,2,10
2012-09-01,11,2,0
2012-09-02,9,0,5
2012-09-03,24,4,0
2012-09-04,6,3,17
2012-09-05,18,2,16
2012-09-06,23,8,12
2012-09-07,19,2,21
2012-09-08,4,2,9
2012-09-09,3,3,1
2012-09-10,25,4,9
2012-09-11,9,7,9
2012-09-12,16,5,11
2012-09-13,8,5,3
2012-09-14,8,6,6
2012-09-15,11,0,0
2012-09-16,4,0,0
2012-09-17,13,0,10
2012-09-18,35,6,6
2012-09-19,22,9,19
2012-09-20,29,5,0
2012-09-21,10,2,4
2012-09-22,24,0,1
2012-09-23,24,0,9
2012-09-24,51,4,6
2012-09-25,29,33,16
2012-09-26,31,8,14
2012-09-27,42,9,14
2012-09-28,28,21,29
2012-09-29,12,0,35
2012-09-30,22,1,39
2012-10-01,34,5,23
2012-10-02,35,1,23
2012-10-03,12,1,13
2012-10-04,43,3,23
2012-10-05,51,8,9
2012-10-06,20,0,5
2012-10-07,31,0,7
2012-10-08,32,5,31
2012-10-09,28,0,15
2012-10-10,14,4,24
2012-10-11,25,8,14
2012-10-12,34,7,43
2012-10-13,2,0,9
2012-10-14,10,4,4
2012-10-15,15,0,8
2012-10-16,39,0,19
2012-10-17,11,2,15
2012-10-18,21,2,24
2012-10-19,29,7,15
2012-10-20,8,0,12
2012-10-21,2,0,12
2012-10-22,34,8,6
2012-10-23,21,9,11
2012-10-24,68,9,23
2012-10-25,62,1,18
2012-10-26,43,21,25
2012-10-27,7,0,6
2012-10-28,6,0,3
2012-10-29,47,1,12
2012-10-30,43,5,14
2012-10-31,42,5,17
2012-11-01,43,1,13
2012-11-02,27,14,4
2012-11-03,11,0,15
2012-11-04,32,0,6
2012-11-05,51,2,3
2012-11-06,27,2,11
2012-11-07,39,2,26
2012-11-08,51,3,10
2012-11-09,42,3,30
2012-11-10,26,0,12
2012-11-11,36,1,5
2012-11-12,54,2,14
2012-11-13,51,9,20
2012-11-14,70,1,9
2012-11-15,112,10,4
2012-11-16,75,20,5
2012-11-17,33,1,15
2012-11-18,23,4,11
2012-11-19,37,7,8
2012-11-20,49,4,6
2012-11-21,53,8,9
2012-11-22,33,1,10
2012-11-23,37,7,8
2012-11-24,16,5,11
2012-11-25,17,1,4
2012-11-26,47,16,15
2012-11-27,39,3,13
2012-11-28,33,10,13
2012-11-29,45,4,1
2012-11-30,42,7,0
2012-12-01,26,1,6
2012-12-02,30,4,11
2012-12-03,42,4,2
2012-12-04,57,4,5
2012-12-05,29,4,5
2012-12-06,31,7,2
2012-12-07,22,9,1
2012-12-08,8,0,0
2012-12-09,21,2,1
2012-12-10,42,1,1
2012-12-11,40,8,4
2012-12-12,33,3,16
2012-12-13,24,0,5
2012-12-14,31,26,10
2012-12-15,4,0,9
2012-12-16,9,0,4
2012-12-17,29,9,3
2012-12-18,20,6,5
2012-12-19,30,24,8
2012-12-20,51,12,2
2012-12-21,22,4,1
2012-12-22,31,0,0
2012-12-23,8,0,6
2012-12-24,17,0,3
2012-12-25,3,0,0
2012-12-26,11,19,0
2012-12-27,60,1,1
2012-12-28,115,1,0
2012-12-29,83,2,0
2012-12-30,24,0,0
2012-12-31,97,0,0
2013-01-01,20,0,0
2013-01-02,20,0,0
2013-01-03,20,16,10
2013-01-04,40,4,6
2013-01-05,22,2,5
2013-01-06,10,0,3
2013-01-07,29,20,6
2013-01-08,28,9,2
2013-01-09,46,5,13
2013-01-10,76,30,8
2013-01-11,51,5,1
2013-01-12,17,0,2
2013-01-13,28,34,14
2013-01-14,53,7,1
2013-01-15,74,8,0
2013-01-16,32,13,1
2013-01-17,34,4,2
2013-01-18,64,3,10
2013-01-19,20,1,3
2013-01-20,30,0,6
2013-01-21,62,11,8
2013-01-22,40,13,12
2013-01-23,31,45,16
2013-01-24,47,9,6
2013-01-25,29,10,14
2013-01-26,33,29,25
2013-01-27,19,0,3
2013-01-28,41,6,10
2013-01-29,55,8,6
2013-01-30,59,14,2
2013-01-31,79,1,10
2013-02-01,34,2,5
2013-02-02,22,0,22
2013-02-03,18,3,13
2013-02-04,33,3,11
2013-02-05,25,6,2
2013-02-06,60,18,6
2013-02-07,58,2,21
2013-02-08,72,2,6
2013-02-09,12,0,29
2013-02-10,12,0,24
2013-02-11,29,12,6
2013-02-12,57,7,8
2013-02-13,55,10,7
2013-02-14,19,16,9
2013-02-15,26,29,2
2013-02-16,17,1,37
2013-02-17,23,0,26
2013-02-18,51,23,19
2013-02-19,44,9,14
2013-02-20,35,33,29
2013-02-21,17,51,5
2013-02-22,26,24,12
2013-02-23,18,2,47
2013-02-24,19,0,10
2013-02-25,42,22,15
2013-02-26,70,13,9
2013-02-27,33,9,31
2013-02-28,41,8,23
2013-03-01,26,8,44
2013-03-02,7,6,28
2013-03-03,19,17,1
2013-03-04,39,29,2
2013-03-05,83,13,18
2013-03-06,16,20,10
2013-03-07,87,23,13
2013-03-08,44,15,7
2013-03-09,13,2,1
2013-03-10,25,17,13
2013-03-11,50,43,22
2013-03-12,60,40,14
2013-03-13,27,16,9
2013-03-14,32,41,15
2013-03-15,21,37,9
2013-03-16,6,6,10
2013-03-17,34,2,38
2013-03-18,41,28,17
2013-03-19,20,38,9
2013-03-20,47,12,3
2013-03-21,52,15,5
2013-03-22,35,14,7
2013-03-23,40,1,6
2013-03-24,37,1,16
2013-03-25,54,15,7
2013-03-26,43,14,23
2013-03-27,12,13,7
2013-03-28,31,10,3
2013-03-29,40,4,7
2013-03-30,7,3,9
2013-03-31,21,31,8
2013-04-01,26,13,8
2013-04-02,12,7,3
2013-04-03,26,12,9
2013-04-04,25,33,9
2013-04-05,56,10,38
2013-04-06,10,2,26
2013-04-07,107,0,0
2013-04-08,36,18,12
2013-04-09,45,44,6
2013-04-10,64,28,19
2013-04-11,41,42,19
2013-04-12,12,33,20
2013-04-13,10,4,13
2013-04-14,6,6,2
2013-04-15,25,24,0
2013-04-16,21,32,11
2013-04-17,25,21,14
2013-04-18,28,42,7
2013-04-19,21,14,8
2013-04-20,22,0,20
2013-04-21,3,0,13
2013-04-22,52,12,4
2013-04-23,29,18,31
2013-04-24,31,48,7
2013-04-25,18,47,10
2013-04-26,23,38,18
2013-04-27,19,12,41
2013-04-28,6,1,8
2013-04-29,37,16,11
2013-04-30,49,20,11
2013-05-01,78,3,1
2013-05-02,92,16,12
2013-05-03,75,6,8
2013-05-04,37,14,2
2013-05-05,22,2,49
2013-05-06,60,9,4
2013-05-07,70,35,3
2013-05-08,49,24,12
2013-05-09,104,3,5
2013-05-10,42,33,7
2013-05-11,26,1,57
2013-05-12,28,1,2
2013-05-13,39,8,7
2013-05-14,37,3,2
2013-05-15,30,9,8
2013-05-16,50,3,11
2013-05-17,80,0,1
2013-05-18,41,4,27
2013-05-19,44,0,8
2013-05-20,42,1,2
2013-05-21,41,9,4
2013-05-22,33,11,6
2013-05-23,50,24,18
2013-05-24,28,4,8
2013-05-25,15,0,24
2013-05-26,39,0,2
2013-05-27,21,4,8
2013-05-28,72,13,9
2013-05-29,59,17,46
2013-05-30,22,40,14
2013-05-31,56,8,33
2013-06-01,31,1,45
2013-06-02,19,0,9
2013-06-03,11,5,17
2013-06-04,15,10,4
2013-06-05,18,16,8
2013-06-06,25,8,14
2013-06-07,24,2,9
2013-06-08,6,2,13
2013-06-09,9,1,12
2013-06-10,25,1,19
2013-06-11,45,0,7
2013-06-12,56,5,4
2013-06-13,75,3,11
2013-06-14,35,5,14
2013-06-15,25,3,7
2013-06-16,23,0,0
2013-06-17,51,2,36
2013-06-18,37,2,26
2013-06-19,52,3,34
2013-06-20,45,2,53
2013-06-21,46,1,10
2013-06-22,17,0,4
2013-06-23,5,1,6
2013-06-24,26,4,5
2013-06-25,44,13,6
2013-06-26,80,9,10
2013-06-27,138,4,5
2013-06-28,50,9,6
2013-06-29,11,0,4
2013-06-30,12,0,56
2013-07-01,91,5,6
2013-07-02,94,13,4
2013-07-03,34,9,13
2013-07-04,47,8,15
2013-07-05,58,5,15
2013-07-06,15,1,7
2013-07-07,28,0,3
2013-07-08,40,5,9
2013-07-09,38,8,6
2013-07-10,31,15,8
2013-07-11,46,8,23
2013-07-12,17,9,11
2013-07-13,73,0,2
2013-07-14,63,0,4
2013-07-15,38,13,12
2013-07-16,40,12,11
2013-07-17,45,13,2
2013-07-18,28,4,7
2013-07-19,20,1,43
2013-07-20,14,0,42
2013-07-21,47,2,33
2013-07-22,25,9,17
2013-07-23,67,4,9
2013-07-24,19,5,7
2013-07-25,34,11,5
2013-07-26,37,12,4
2013-07-27,98,0,1
2013-07-28,45,0,6
2013-07-29,38,5,4
2013-07-30,49,4,4
2013-07-31,18,0,5
2013-08-01,47,2,5
2013-08-02,34,0,26
2013-08-03,10,0,36
2013-08-04,21,3,3
2013-08-05,22,1,5
2013-08-06,35,5,17
2013-08-07,54,12,6
2013-08-08,84,34,11
2013-08-09,29,7,7
2013-08-10,76,0,24
2013-08-11,54,0,15
2013-08-12,58,29,9
2013-08-13,89,10,14
2013-08-14,37,7,9
2013-08-15,67,2,4
2013-08-16,36,10,9
2013-08-17,35,1,9
2013-08-18,16,0,2
2013-08-19,41,5,15
2013-08-20,58,11,18
2013-08-21,50,13,8
2013-08-22,45,2,27
2013-08-23,41,14,25
2013-08-24,7,0,12
2013-08-25,14,0,5
2013-08-26,59,9,1
2013-08-27,21,14,4
2013-08-28,38,7,17
2013-08-29,68,3,4
2013-08-30,83,16,7
2013-08-31,8,0,1
2013-09-01,29,0,5
2013-09-02,23,6,9
2013-09-03,58,11,15
2013-09-04,76,16,12
2013-09-05,86,11,15
2013-09-06,72,6,28
2013-09-07,20,0,8
2013-09-08,31,0,4
2013-09-09,35,2,14
2013-09-10,35,5,7
2013-09-11,51,12,8
2013-09-12,52,5,3
2013-09-13,50,9,8
2013-09-14,30,4,13
2013-09-15,22,0,7
2013-09-16,44,22,23
2013-09-17,38,19,5
2013-09-18,53,3,17
2013-09-19,59,5,30
2013-09-20,63,0,18
2013-09-21,45,0,14
2013-09-22,10,0,8
2013-09-23,33,2,28
2013-09-24,69,3,19
2013-09-25,51,2,31
2013-09-26,67,0,11
2013-09-27,40,2,8
2013-09-28,24,0,4
2013-09-29,16,0,24
2013-09-30,20,18,21
2013-10-01,59,16,36
2013-10-02,47,25,22
2013-10-03,57,47,24
2013-10-04,69,12,20
2013-10-05,9,0,13
2013-10-06,19,0,6
2013-10-07,37,4,33
2013-10-08,44,6,12
2013-10-09,34,2,22
2013-10-10,50,2,20
2013-10-11,33,3,31
2013-10-12,51,1,21
2013-10-13,11,2,14
2013-10-14,47,0,36
2013-10-15,101,8,27
2013-10-16,84,1,20
2013-10-17,163,3,23
2013-10-18,108,8,14
2013-10-19,15,2,26
2013-10-20,15,0,6
2013-10-21,25,3,21
2013-10-22,52,1,6
2013-10-23,49,3,2
2013-10-24,34,14,13
2013-10-25,76,6,12
2013-10-26,24,4,15
2013-10-27,18,1,12
2013-10-28,32,12,20
2013-10-29,36,14,15
2013-10-30,26,3,5
2013-10-31,25,17,41
2013-11-01,34,9,19
2013-11-02,10,0,9
2013-11-03,15,0,12
2013-11-04,15,1,18
2013-11-05,27,23,9
2013-11-06,85,6,13
2013-11-07,51,11,32
2013-11-08,75,3,21
2013-11-09,37,0,4
2013-11-10,16,0,3
2013-11-11,46,1,10
2013-11-12,131,11,26
2013-11-13,68,1,18
2013-11-14,81,1,28
2013-11-15,72,5,27
2013-11-16,29,1,10
2013-11-17,4,0,5
2013-11-18,20,11,25
2013-11-19,50,28,28
2013-11-20,45,9,6
2013-11-21,65,4,15
2013-11-22,40,1,15
2013-11-23,37,0,7
2013-11-24,18,0,1
2013-11-25,43,9,14
2013-11-26,37,53,7
2013-11-27,45,12,20
2013-11-28,54,2,12
2013-11-29,3,13,2
2013-11-30,10,0,1
2013-12-01,33,0,2
2013-12-02,48,15,18
2013-12-03,79,53,11
2013-12-04,57,1,20
2013-12-05,51,37,25
2013-12-06,79,10,11
2013-12-07,6,0,4
2013-12-08,14,2,7
2013-12-09,65,13,6
2013-12-10,50,34,9
2013-12-11,95,15,3
2013-12-12,70,17,24
2013-12-13,102,23,16
2013-12-14,59,0,4
2013-12-15,18,1,5
2013-12-16,27,8,10
2013-12-17,27,22,14
2013-12-18,17,13,7
2013-12-19,31,4,26
2013-12-20,55,22,29
2013-12-21,15,3,6
2013-12-22,15,0,0
2013-12-23,42,5,6
2013-12-24,33,0,18
2013-12-25,13,1,19
2013-12-26,31,3,19
2013-12-27,35,10,12
2013-12-28,12,4,0
2013-12-29,9,3,2
2013-12-30,41,64,3
2013-12-31,40,4,5
2014-01-01,14,0,0
2014-01-02,44,9,9
2014-01-03,46,15,13
2014-01-04,11,0,15
2014-01-05,20,0,0
2014-01-06,33,17,20
2014-01-07,39,49,10
2014-01-08,40,20,17
2014-01-09,29,5,8
2014-01-10,49,15,8
2014-01-11,25,24,4
2014-01-12,28,18,2
2014-01-13,25,18,9
2014-01-14,20,30,24
2014-01-15,24,4,13
2014-01-16,53,22,13
2014-01-17,64,10,10
2014-01-18,21,1,3
2014-01-19,24,1,6
2014-01-20,25,12,14
2014-01-21,23,19,23
2014-01-22,21,29,13
2014-01-23,31,51,17
2014-01-24,32,17,21
2014-01-25,13,22,6
2014-01-26,8,8,6
2014-01-27,21,15,16
2014-01-28,32,20,17
2014-01-29,52,42,30
2014-01-30,53,16,24
2014-01-31,48,14,4
2014-02-01,33,4,2
2014-02-02,16,0,3
2014-02-03,51,19,13
2014-02-04,77,6,10
2014-02-05,51,48,31
2014-02-06,59,14,13
2014-02-07,53,2,30
2014-02-08,94,1,11
2014-02-09,16,0,8
2014-02-10,45,18,18
2014-02-11,81,8,13
2014-02-12,90,2,30
2014-02-13,45,9,17
2014-02-14,50,28,18
2014-02-15,32,8,7
2014-02-16,37,0,1
2014-02-17,34,5,17
2014-02-18,60,23,25
2014-02-19,69,13,46
2014-02-20,89,36,60
2014-02-21,45,39,18
2014-02-22,27,4,6
2014-02-23,26,2,6
2014-02-24,77,11,26
2014-02-25,83,39,23
2014-02-26,93,34,39
2014-02-27,82,29,22
2014-02-28,56,51,36
2014-03-01,20,2,6
2014-03-02,23,0,7
2014-03-03,64,39,32
2014-03-04,77,17,24
2014-03-05,75,32,29
2014-03-06,66,29,36
2014-03-07,72,16,23
2014-03-08,18,6,12
2014-03-09,11,0,14
2014-03-10,155,6,51
2014-03-11,72,34,88
2014-03-12,79,61,68
2014-03-13,65,19,25
2014-03-14,79,23,21
2014-03-15,23,1,12
2014-03-16,16,0,77
2014-03-17,103,20,28
2014-03-18,56,18,30
2014-03-19,49,40,37
2014-03-20,90,26,24
2014-03-21,78,10,11
2014-03-22,43,2,5
2014-03-23,43,1,15
2014-03-24,64,14,15
2014-03-25,38,15,37
2014-03-26,65,6,29
2014-03-27,49,9,20
2014-03-28,38,17,70
2014-03-29,21,3,5
2014-03-30,13,2,12
2014-03-31,59,22,25
2014-04-01,61,18,18
2014-04-02,41,16,39
2014-04-03,39,29,32
2014-04-04,24,12,13
2014-04-05,14,12,6
2014-04-06,21,0,3
2014-04-07,70,8,9
2014-04-08,57,12,23
2014-04-09,42,23,4
2014-04-10,52,23,8
2014-04-11,40,6,9
2014-04-12,13,0,2
2014-04-13,21,0,3
2014-04-14,77,11,28
2014-04-15,72,0,17
2014-04-16,59,3,16
2014-04-17,62,1,10
2014-04-18,91,0,10
2014-04-19,22,1,3
2014-04-20,14,1,3
2014-04-21,30,0,17
2014-04-22,46,9,14
2014-04-23,59,8,30
2014-04-24,75,15,25
2014-04-25,57,5,6
2014-04-26,34,0,0
2014-04-27,20,0,7
2014-04-28,37,8,8
2014-04-29,78,5,41
2014-04-30,131,5,12
2014-05-01,77,7,8
2014-05-02,51,4,3
2014-05-03,9,7,4
2014-05-04,22,2,2
2014-05-05,49,10,12
2014-05-06,50,3,11
2014-05-07,72,3,16
2014-05-08,52,6,19
2014-05-09,34,6,30
2014-05-10,22,0,3
2014-05-11,19,0,0
2014-05-12,69,10,7
2014-05-13,81,12,10
2014-05-14,74,7,22
2014-05-15,41,24,8
2014-05-16,45,17,9
2014-05-17,27,0,2
2014-05-18,13,0,0
2014-05-19,40,4,4
2014-05-20,31,5,8
2014-05-21,48,9,22
2014-05-22,52,7,6
2014-05-23,57,18,17
2014-05-24,17,1,4
2014-05-25,22,0,3
2014-05-26,18,6,7
2014-05-27,38,4,24
2014-05-28,45,1,4
2014-05-29,51,0,5
2014-05-30,46,2,8
2014-05-31,7,0,2
2014-06-01,14,3,6
2014-06-02,44,22,4
2014-06-03,40,11,8
2014-06-04,31,6,15
2014-06-05,85,6,15
2014-06-06,171,2,9
2014-06-07,18,0,4
2014-06-08,2,0,3
2014-06-09,40,0,11
2014-06-10,53,3,18
2014-06-11,55,10,5
2014-06-12,43,6,20
2014-06-13,31,1,3
2014-06-14,17,0,3
2014-06-15,30,0,7
2014-06-16,21,10,13
2014-06-17,119,2,17
2014-06-18,67,0,13
2014-06-19,132,2,117
2014-06-20,109,7,38
2014-06-21,35,0,7
2014-06-22,15,0,9
2014-06-23,35,3,25
2014-06-24,49,3,13
2014-06-25,78,13,13
2014-06-26,71,44,12
2014-06-27,75,9,6
2014-06-28,17,0,5
2014-06-29,13,0,4
2014-06-30,63,26,2
2014-07-01,69,40,17
2014-07-02,47,13,19
2014-07-03,50,16,5
2014-07-04,14,23,3
2014-07-05,5,0,7
2014-07-06,4,0,3
2014-07-07,72,14,6
2014-07-08,64,9,11
2014-07-09,81,7,9
2014-07-10,103,10,21
2014-07-11,49,13,13
2014-07-12,19,1,2
2014-07-13,16,0,1
2014-07-14,70,8,27
2014-07-15,89,13,12
2014-07-16,35,28,21
2014-07-17,82,13,14
2014-07-18,16,13,8
2014-07-19,9,0,7
2014-07-20,4,0,1
2014-07-21,36,5,8
2014-07-22,52,7,2
2014-07-23,71,27,3
2014-07-24,53,6,20
2014-07-25,61,14,26
2014-07-26,39,0,6
2014-07-27,7,0,0
2014-07-28,39,0,31
2014-07-29,67,3,11
2014-07-30,57,4,13
2014-07-31,106,3,14
2014-08-01,37,7,8
2014-08-02,12,0,5
2014-08-03,10,0,18
2014-08-04,60,4,22
2014-08-05,62,8,17
2014-08-06,55,2,26
2014-08-07,67,0,13
2014-08-08,40,171,102
2014-08-09,10,1,10
2014-08-10,45,0,1
2014-08-11,59,0,40
2014-08-12,37,6,17
2014-08-13,56,3,3
2014-08-14,36,1,14
2014-08-15,64,3,6
2014-08-16,35,0,1
2014-08-17,10,0,1
2014-08-18,18,4,8
2014-08-19,47,3,16
2014-08-20,48,3,7
2014-08-21,80,2,38
2014-08-22,43,2,26
2014-08-23,27,0,2
2014-08-24,17,0,2
2014-08-25,90,1,20
2014-08-26,92,1,16
2014-08-27,44,4,20
2014-08-28,38,25,12
2014-08-29,35,22,11
2014-08-30,15,0,0
2014-08-31,10,0,4
2014-09-01,17,19,6
2014-09-02,97,20,24
2014-09-03,72,4,9
2014-09-04,48,12,10
2014-09-05,46,25,8
2014-09-06,26,0,2
2014-09-07,17,0,1
2014-09-08,39,1,9
2014-09-09,63,29,20
2014-09-10,52,10,24
2014-09-11,59,20,16
2014-09-12,81,55,3
2014-09-13,11,0,2
2014-09-14,8,0,0
2014-09-15,51,7,10
2014-09-16,67,11,22
2014-09-17,83,9,13
2014-09-18,85,14,12
2014-09-19,70,12,6
2014-09-20,24,0,1
2014-09-21,20,0,5
2014-09-22,68,2,6
2014-09-23,88,8,8
2014-09-24,64,4,3
2014-09-25,66,2,5
2014-09-26,63,4,12
2014-09-27,19,0,1
2014-09-28,11,1,21
2014-09-29,49,8,14
2014-09-30,57,1,12
2014-10-01,31,0,17
2014-10-02,139,0,14
2014-10-03,118,0,21
2014-10-04,7,0,2
2014-10-05,13,0,3
2014-10-06,36,1,8
2014-10-07,57,1,12
2014-10-08,61,3,16
2014-10-09,39,2,8
2014-10-10,56,0,7
2014-10-11,17,0,1
2014-10-12,38,0,5
2014-10-13,62,0,8
2014-10-14,34,0,4
2014-10-15,49,0,16
2014-10-16,40,0,3
2014-10-17,64,0,1
2014-10-18,12,0,1
2014-10-19,9,0,2
2014-10-20,34,5,11
2014-10-21,31,0,20
2014-10-22,24,1,13
2014-10-23,63,0,2
2014-10-24,75,0,1
2014-10-25,15,0,1
2014-10-26,5,0,4
2014-10-27,59,3,8
2014-10-28,60,3,12
2014-10-29,63,2,10
2014-10-30,83,3,11
2014-10-31,49,4,4
2014-11-01,13,0,4
2014-11-02,20,0,1
2014-11-03,79,0,8
2014-11-04,109,3,10
2014-11-05,48,4,7
2014-11-06,92,0,13
2014-11-07,119,1,4
2014-11-08,123,0,2
2014-11-09,14,0,3
2014-11-10,299,3,13
2014-11-11,1171,0,4
2014-11-12,303,1,14
2014-11-13,61,1,4
2014-11-14,78,1,11
2014-11-15,4,0,5
2014-11-16,9,0,0
2014-11-17,50,2,6
2014-11-18,428,4,7
2014-11-19,73,3,5
2014-11-20,147,2,11
2014-11-21,78,6,2
2014-11-22,31,1,1
2014-11-23,3,0,2
2014-11-24,58,6,3
2014-11-25,83,2,18
2014-11-26,113,5,9
2014-11-27,15,8,7
2014-11-28,27,0,5
2014-11-29,6,0,4
2014-11-30,2,0,3
2014-12-01,66,6,7
2014-12-02,68,2,11
2014-12-03,50,1,14
2014-12-04,121,7,10
2014-12-05,30,7,1
2014-12-06,7,1,0
2014-12-07,7,1,2
2014-12-08,79,0,8
2014-12-09,53,7,14
2014-12-10,53,2,15
2014-12-11,67,2,7
2014-12-12,63,3,5
2014-12-13,11,1,1
2014-12-14,0,0,7
2014-12-15,56,1,9
2014-12-16,29,0,22
2014-12-17,58,4,6
2014-12-18,80,1,2
2014-12-19,81,0,5
2014-12-20,9,3,2
2014-12-21,6,0,0
2014-12-22,47,4,9
2014-12-23,47,1,4
2014-12-24,16,0,2
2014-12-25,5,0,3
2014-12-26,2,0,0
2014-12-27,7,0,0
2014-12-28,21,0,1
2014-12-29,27,4,6
2014-12-30,32,1,2
2014-12-31,10,1,1
2015-01-01,2,0,1
2015-01-02,19,6,1
2015-01-03,6,0,1
2015-01-04,6,3,1
2015-01-05,65,2,6
2015-01-06,98,21,1
2015-01-07,191,0,12
2015-01-08,105,0,8
2015-01-09,51,8,5
2015-01-10,37,0,0
2015-01-11,78,2,4
2015-01-12,58,2,14
