,protocolbuffers/protobuf,apache/thrift,apache/avro
2022-03-21,1.0184498184437518,0,0
2022-03-22,4.027761280476565,0,3
2022-03-23,2.8754651671015634,0,0
2022-03-24,5.974024491357813,0,3
2022-03-25,1.6916955535671874,0,0
2022-03-26,0.9890218318734378,0,0
2022-03-27,-0.8008169083031246,0,0
2022-03-28,3.5189991924640633,0,0
2022-03-29,12.24094209271875,0,4
2022-03-30,6.2291766073499995,1,2
2022-03-31,4.2713570740078115,1,0
2022-04-01,3.426671284996875,1,0
2022-04-02,-0.4407637992984368,0,0
2022-04-03,2.0322010163609385,0,0
2022-04-04,4.0273123474281265,0,0
2022-04-05,10.848699596687501,0,0
2022-04-06,8.062548625653125,0,0
2022-04-07,1.9212919229078125,0,0
2022-04-08,3.46310605786875,0,0
2022-04-09,-1.4423481640437492,0,0
2022-04-10,-0.8896797269453111,0,0
2022-04-11,1.363166077167189,1,0
2022-04-12,4.294437897314064,1,0
2022-04-13,0.009017218632813129,2,6
2022-04-14,1.3113457919125007,1,1
2022-04-15,4.393444741328126,0,0
2022-04-16,-0.8354829752218749,1,1
2022-04-17,-0.4515645376796872,0,0
2022-04-18,9.712060795000001,1,4
2022-04-19,5.77668688021875,4,12
2022-04-20,5.6673592585999994,3,4
2022-04-21,6.560439969304687,3,5
2022-04-22,14.395871040182813,0,0
2022-04-23,-2.5299442701500006,1,0
2022-04-24,-0.37906913767968686,0,0
2022-04-25,4.962811700000001,1,2
2022-04-26,15.629992908593753,0,0
2022-04-27,6.4097133097812495,4,1
2022-04-28,4.718225571139062,1,0
2022-04-29,3.9575706381234377,0,0
2022-04-30,-0.8529088410374988,0,1
2022-05-01,-1.2538946618249982,0,0
2022-05-02,1.1944270469843767,0,1
2022-05-03,11.161848070620314,1,4
2022-05-04,5.18760520976875,0,2
2022-05-05,4.301359990998438,4,1
2022-05-06,9.479382946067187,5,0
2022-05-07,2.023020957904688,1,0
2022-05-08,-1.4903239532312496,2,1
2022-05-09,6.081177354964064,2,1
2022-05-10,12.617616931468751,2,0
2022-05-11,1.7368203399906252,1,1
2022-05-12,6.326924263459375,2,1
2022-05-13,10.185481945404687,0,0
2022-05-14,0.7238884066125006,0,0
2022-05-15,-1.5990792174578117,0,0
2022-05-16,6.997713541106251,0,2
2022-05-17,11.462678011390626,0,1
2022-05-18,3.742192265029688,1,0
2022-05-19,14.136098842434375,0,1
2022-05-20,11.31144769323125,0,0
2022-05-21,-0.9038381652249998,2,0
2022-05-22,-1.8542800194781242,0,1
2022-05-23,2.7986472098921897,1,0
2022-05-24,3.6961203696250022,1,0
2022-05-25,6.584307233009376,0,0
2022-05-26,8.300404223939063,1,0
2022-05-27,8.029728104034374,0,0
2022-05-28,0.8636950847062499,0,0
2022-05-29,-1.4702523615343743,0,0
2022-05-30,0.11745844742812628,0,0
2022-05-31,7.247669666687502,0,1
2022-06-01,4.630038329778126,1,0
2022-06-02,7.602051895695313,0,0
2022-06-03,1.2680405495562497,0,0
2022-06-04,-1.2703694942656245,0,0
2022-06-05,-0.7702644769062491,1,0
2022-06-06,0.49025064614218883,0,0
2022-06-07,3.515671791984376,1,2
2022-06-08,4.236684103339063,2,0
