,flutter/flutter,facebook/react-native,NativeScript/NativeScript
2015-07-02,-0.8877493247999997,7,4
2015-07-03,-1.3366819839999997,9,4
2015-07-04,-0.6942408704,0,0
2015-07-05,-0.3708469248000001,1,0
2015-07-06,7.83419904,10,22
2015-07-07,-2.327775231999999,15,18
2015-07-08,2.5371860992000004,16,6
2015-07-09,-0.3062782975999996,15,10
2015-07-10,0.2824479743999999,17,9
2015-07-11,-1.5900141568,0,0
2015-07-12,-0.7480576000000002,0,0
2015-07-13,-0.5009356800000002,12,6
2015-07-14,0.625426944,19,11
2015-07-15,-0.6968536063999999,17,23
2015-07-16,7.7239114752,10,17
2015-07-17,14.6177548288,14,4
2015-07-18,-0.25750773759999745,1,0
2015-07-19,-5.927548313599999,0,0
2015-07-20,7.5322368,8,12
2015-07-21,28.481213439999998,17,6
2015-07-22,13.129202688000001,9,10
2015-07-23,13.8672837632,12,6
2015-07-24,2.8923786240000027,15,14
2015-07-25,-10.6120725504,4,0
2015-07-26,-9.8300125184,0,0
2015-07-27,13.646952345599999,22,11
2015-07-28,3.7301990400000005,11,12
2015-07-29,5.923574784000001,11,8
2015-07-30,19.054957260800002,13,10
2015-07-31,-4.573305139199995,6,11
2015-08-01,-8.0414798848,6,0
2015-08-02,-5.109274521600001,4,0
2015-08-03,12.318938419199998,7,25
2015-08-04,8.280796672,9,12
2015-08-05,1.5815646208000018,4,1
2015-08-06,7.031363584000001,8,6
2015-08-07,27.7028301824,16,13
2015-08-08,-13.443159756799997,4,0
2015-08-09,-10.3020504064,0,0
2015-08-10,21.7602828288,8,5
2015-08-11,35.7079809024,17,8
2015-08-12,-14.818891161599996,9,7
2015-08-13,16.0270806016,18,11
2015-08-14,-1.9444173823999975,19,4
2015-08-15,-14.9299393536,5,0
2015-08-16,-7.140424499200001,1,0
2015-08-17,21.6007757824,10,0
2015-08-18,6.413912576000001,8,6
2015-08-19,15.376508006400002,15,2
2015-08-20,8.587888128000003,21,1
2015-08-21,-0.14935060479999862,20,1
2015-08-22,-5.028343807999999,3,0
2015-08-23,-9.924051865600001,0,1
2015-08-24,15.944893439999998,2,4
2015-08-25,37.110655488,29,7
2015-08-26,18.230760243200006,17,3
2015-08-27,-2.257055743999995,14,6
2015-08-28,4.946236620800001,6,18
2015-08-29,-8.055126220799998,1,0
2015-08-30,-7.0286452736000005,3,0
2015-08-31,14.7675020288,14,5
2015-09-01,0.011307008000001062,21,12
2015-09-02,8.1771579392,13,8
2015-09-03,14.391149260800002,15,12
2015-09-04,6.115970969599999,19,26
2015-09-05,-12.7927519232,5,3
2015-09-06,-7.806886912000001,7,0
2015-09-07,-4.2684474368000025,8,7
2015-09-08,5.158680371199999,15,0
2015-09-09,5.744545996799999,17,8
2015-09-10,4.300486656000001,13,11
2015-09-11,12.871424819200001,10,6
2015-09-12,-10.8436810752,9,1
2015-09-13,-4.865880371200001,1,1
2015-09-14,8.3859883008,14,7
2015-09-15,-2.1658713088,26,6
2015-09-16,24.7642033152,33,7
2015-09-17,10.186322124800002,12,7
2015-09-18,9.462208614400001,22,21
2015-09-19,-5.322090393599998,7,1
2015-09-20,-9.278720204799999,6,0
2015-09-21,8.6902648832,7,6
2015-09-22,19.016624128,25,0
2015-09-23,16.635886387200003,29,5
2015-09-24,7.1201614848000006,35,5
2015-09-25,20.9502389248,18,10
2015-09-26,-12.229689651199998,5,0
2015-09-27,-10.712424243200001,0,0
2015-09-28,-3.0993587200000015,3,5
2015-09-29,17.060671795199998,14,11
2015-09-30,21.193836748800003,12,17
2015-10-01,22.129197465600004,29,22
2015-10-02,-7.606492569599997,24,5
2015-10-03,-1.4229506048000005,7,0
2015-10-04,-12.738616627199999,2,0
2015-10-05,19.0872635392,24,11
2015-10-06,21.1960375296,20,6
2015-10-07,-7.752335871999996,18,7
2015-10-08,10.3255763968,22,6
2015-10-09,6.683225088,30,18
2015-10-10,-4.282043289599997,9,1
2015-10-11,-7.7753901056,0,0
2015-10-12,17.588786176,24,10
2015-10-13,11.7096435712,35,12
2015-10-14,2.487612211200002,40,17
2015-10-15,5.527371059200002,9,20
2015-10-16,2.667997593600001,27,12
2015-10-17,-9.2144366592,5,0
2015-10-18,-3.6129403904000013,5,0
2015-10-19,21.1604040704,21,10
2015-10-20,3.8137392128000016,26,10
2015-10-21,7.106108928000001,37,17
2015-10-22,2.4472957952000023,24,13
2015-10-23,14.8545604608,19,6
2015-10-24,-11.236449279999999,7,0
2015-10-25,-8.6068161536,1,0
2015-10-26,33.386201804799995,25,4
2015-10-27,3.627237068800003,34,2
2015-10-28,7.270120550400003,34,10
2015-10-29,15.130823577600003,22,20
2015-10-30,-6.258075647999998,23,20
2015-10-31,-9.1512035328,11,0
2015-11-01,-7.0536743936000015,0,0
2015-11-02,14.042241535999999,16,29
2015-11-03,28.046465024,28,14
2015-11-04,11.546086297600006,22,6
2015-11-05,0.6444422144000015,28,8
2015-11-06,3.3487932415999992,24,30
2015-11-07,-1.4497005567999999,9,0
2015-11-08,-8.524998246400003,3,0
2015-11-09,7.296982220799999,21,18
2015-11-10,19.4109770752,27,27
2015-11-11,6.858237132800003,18,9
2015-11-12,10.425115340800001,13,12
2015-11-13,9.239485030400004,21,5
2015-11-14,-14.194196172799998,10,0
2015-11-15,-9.351033344000001,0,0
2015-11-16,13.7457005568,16,9
2015-11-17,19.8313340928,29,10
2015-11-18,6.6373524480000015,33,10
2015-11-19,7.480498688000004,13,2
2015-11-20,16.4413820928,22,2
2015-11-21,-11.302924697599998,2,0
2015-11-22,-1.8653858816,2,0
2015-11-23,4.978659532799998,25,20
2015-11-24,9.723789312000001,37,7
2015-11-25,6.0921817088,16,15
2015-11-26,4.875273011200001,28,6
2015-11-27,-11.751310131199999,14,11
2015-11-28,-4.8851412992,1,0
2015-11-29,-0.8038861824000012,4,0
2015-11-30,10.618033868799998,19,7
2015-12-01,7.539348992000001,25,10
2015-12-02,10.086941696000002,25,10
2015-12-03,10.926853427200001,23,5
2015-12-04,25.005602816,8,10
2015-12-05,5.843049676800003,6,0
2015-12-06,-18.737069977599997,6,0
2015-12-07,21.9789712384,11,3
2015-12-08,14.928982732800002,22,10
2015-12-09,5.978643456,17,3
2015-12-10,9.205323571200001,22,10
2015-12-11,-10.557002751999999,18,4
2015-12-12,-5.235195494400001,14,8
2015-12-13,-9.3092923392,11,0
2015-12-14,22.008958566399997,22,11
2015-12-15,15.899371520000003,36,9
2015-12-16,8.209700352000006,27,9
2015-12-17,-6.462298009599998,17,3
2015-12-18,-5.646389452799999,18,7
2015-12-19,-8.064047718400001,5,0
2015-12-20,-0.24543979520000114,7,0
2015-12-21,2.5051597824,9,4
2015-12-22,-2.416436224,8,6
2015-12-23,-4.0061633536,28,2
2015-12-24,-0.0922485759999998,10,0
2015-12-25,-1.0126962688,3,0
2015-12-26,1.7019692032,7,0
2015-12-27,-1.8488695807999997,2,0
2015-12-28,3.234693632,5,1
2015-12-29,-0.1058982911999995,16,0
2015-12-30,1.3842673664,22,0
2015-12-31,2.1160452096,6,0
2016-01-01,-2.3719715839999997,4,0
2016-01-02,9.0291282944,4,0
2016-01-03,-4.590822092799999,5,0
2016-01-04,6.3859408896,24,2
2016-01-05,3.873938432000001,22,0
2016-01-06,10.1955314688,37,0
2016-01-07,22.083934310400004,31,1
2016-01-08,1.0265506816000034,18,3
2016-01-09,-6.767314227199998,7,0
2016-01-10,-0.03887871999999959,3,0
2016-01-11,23.420068352,7,11
2016-01-12,7.663181824000002,17,16
2016-01-13,-4.123317350399997,12,10
2016-01-14,4.230791065600002,14,4
2016-01-15,3.6949473280000014,16,8
2016-01-16,-2.2383912959999996,6,0
2016-01-17,-8.6045349888,4,0
2016-01-18,8.757176831999999,18,6
2016-01-19,8.931343462400001,10,13
2016-01-20,15.537269760000001,22,12
2016-01-21,8.3773551616,34,3
2016-01-22,6.200857395200002,17,5
2016-01-23,-9.505219072,6,0
2016-01-24,-0.20967936000000087,1,2
2016-01-25,4.376072908799999,14,8
2016-01-26,8.251137024,10,16
2016-01-27,8.981196697600001,15,5
2016-01-28,5.193072742400002,14,3
2016-01-29,1.3912527872000027,26,4
2016-01-30,-6.994809958399999,3,0
2016-01-31,2.459753267199999,6,0
2016-02-01,4.8801024,22,10
2016-02-02,8.6866466816,25,8
2016-02-03,15.406298214400001,24,12
2016-02-04,11.124954214400002,11,14
2016-02-05,-0.2545745919999973,11,11
2016-02-06,3.0266781696000002,18,0
2016-02-07,-12.2554744832,5,1
2016-02-08,5.397232844799999,20,5
2016-02-09,29.9252533248,20,13
2016-02-10,6.849265254400002,21,15
2016-02-11,10.400105062400002,8,17
2016-02-12,38.4022592512,25,9
2016-02-13,-11.603444428799996,3,1
2016-02-14,1.848366899200002,3,1
2016-02-15,-2.5510002687999993,10,15
2016-02-16,5.592306687999999,19,5
2016-02-17,17.5210350592,16,7
2016-02-18,-12.706344550399997,15,17
2016-02-19,12.0664732672,19,9
2016-02-20,-7.006771814399997,4,0
2016-02-21,1.2884767743999994,1,0
2016-02-22,8.9665266688,15,4
2016-02-23,9.5246902272,10,7
2016-02-24,6.773731328000002,23,24
2016-02-25,27.521049088,12,15
2016-02-26,14.9310288896,30,1
2016-02-27,-0.9753037823999975,3,3
2016-02-28,-14.080848691199996,2,0
2016-02-29,-1.7194749952000024,14,9
2016-03-01,13.1613000704,15,8
2016-03-02,9.3781971968,19,6
2016-03-03,29.9231094784,23,2
2016-03-04,2.5923039232000065,16,1
2016-03-05,-13.133146521599997,8,0
2016-03-06,3.6752710656000005,10,0
2016-03-07,5.151927193599999,13,9
2016-03-08,13.651376127999999,23,7
2016-03-09,3.883578572800001,17,15
2016-03-10,15.1566739456,24,4
2016-03-11,24.421568204800003,14,7
2016-03-12,4.146213171200003,4,1
2016-03-13,-13.133164646399997,5,0
2016-03-14,20.7698548736,12,1
2016-03-15,-1.8147176447999982,28,5
2016-03-16,-8.559100006400001,12,9
2016-03-17,10.8273516544,15,7
2016-03-18,27.1042429952,15,7
2016-03-19,-17.582147788799997,5,1
2016-03-20,-11.7137620992,10,0
2016-03-21,28.855938048,26,12
2016-03-22,-4.9533678592,13,8
2016-03-23,11.7171652608,15,8
2016-03-24,21.687270604800002,20,14
2016-03-25,1.6868463616000007,9,13
2016-03-26,-7.7934427135999975,6,0
2016-03-27,-0.9479448575999996,2,0
2016-03-28,7.6516718592,1,9
2016-03-29,17.454592,10,7
