,django/django,rails/rails,pallets/flask
2010-08-04,2.0,20,-1.9673684538140637
2010-08-05,10.0,14,-0.814277742759375
2010-08-06,19.0,31,-0.3799641408125001
2010-08-07,22.0,2,4.728977130303125
2010-08-08,0.0,5,-1.6621846632328128
2010-08-09,0.0,15,0.35859568750000037
2010-08-10,0.0,13,1.30771363125
2010-08-11,1.0,15,-0.9851960838281253
2010-08-12,1.0,25,-0.48601831616406244
2010-08-13,0.0,17,0.7244331875000001
2010-08-14,12.0,42,-0.50483161875
2010-08-15,0.0,33,0.7328950536718748
2010-08-16,2.0,12,-0.4929360649140626
2010-08-17,1.0,27,-0.19895376426562497
2010-08-18,3.0,13,2.8654429032359374
2010-08-19,2.0,24,-0.9906101889656251
2010-08-20,4.0,14,2.63632247625
2010-08-21,2.0,6,-1.1176575792656251
2010-08-22,0.0,10,-0.4680281869828123
2010-08-23,6.0,20,-0.28353746676562497
2010-08-24,1.0,34,-0.2039135007328125
2010-08-25,0.0,32,-0.14603257125
2010-08-26,1.0,29,-0.11747273779687512
2010-08-27,4.0,19,-0.09762206094843759
2010-08-28,10.0,11,-0.04763015029687513
2010-08-29,0.0,16,-0.04075023969843757
2010-08-30,8.0,33,0.0
2010-08-31,1.0,19,0.0
2010-09-01,0.0,18,0.0
2010-09-02,0.0,16,0.0
2010-09-03,3.0,93,0.0
2010-09-04,0.0,0,0.0
2010-09-05,0.0,35,0.0
2010-09-06,0.0,14,0.0
2010-09-07,6.0,30,0.0
2010-09-08,0.0,22,0.0
2010-09-09,3.0,22,1.0
2010-09-10,18.0,24,0.7
2010-09-11,10.0,19,-0.40499999999999997
2010-09-12,33.0,5,0.8355000000000001
2010-09-13,20.0,19,-0.39966250000000003
2010-09-14,2.0,17,-0.17488274999999992
2010-09-15,0.0,11,-0.11250111249999996
2010-09-16,1.0,2,-0.08240063624999999
2010-09-17,0.0,5,-0.06455424051562506
2010-09-18,0.0,31,-0.05274099249843757
2010-09-19,1.0,6,-0.032540686982812525
2010-09-20,0.0,13,-0.015876716765625045
2010-09-21,1.0,17,-0.013583413232812524
2010-09-22,0.0,36,0.0
2010-09-23,0.0,17,0.0
2010-09-24,0.0,47,0.0
2010-09-25,0.0,32,0.0
2010-09-26,7.0,8,0.0
2010-09-27,23.0,89,0.0
2010-09-28,19.0,73,0.0
2010-09-29,3.0,60,0.0
2010-09-30,0.0,38,0.0
2010-10-01,8.0,4,0.0
2010-10-02,2.0,19,0.0
2010-10-03,0.0,32,0.0
2010-10-04,2.0,19,0.0
2010-10-05,3.0,14,0.0
2010-10-06,8.0,14,0.0
2010-10-07,5.0,13,4.0
2010-10-08,24.0,11,-1.2000000000000002
2010-10-09,28.0,15,-0.4199999999999997
2010-10-10,20.0,18,-0.23799999999999988
2010-10-11,17.0,22,-0.16065
2010-10-12,18.0,38,-0.11888099999999999
2010-10-13,9.0,17,-0.09312344999999998
2010-10-14,8.0,26,-0.07582909500000001
2010-10-15,11.0,16,-0.06350686706250018
2010-10-16,3.0,15,-0.054333652931250094
2010-10-17,3.0,9,0.0
2010-10-18,21.0,32,0.0
2010-10-19,14.0,35,3.0
2010-10-20,10.0,21,-0.9000000000000001
2010-10-21,9.0,7,-0.3149999999999998
2010-10-22,1.0,8,2.8215
2010-10-23,10.0,3,-1.0204875000000002
2010-10-24,5.0,8,-0.40416074999999974
2010-10-25,4.0,5,0.7516574125000002
2010-10-26,4.0,43,-0.47735932125
2010-10-27,7.0,6,-0.24179090029687506
2010-10-28,12.0,1,-0.17009282719843752
2010-10-29,5.0,5,4.90296567875
2010-10-30,6.0,12,-1.5773504002968752
2010-10-31,6.0,4,-0.5890311021984372
2010-11-01,6.0,0,1.6835427262500002
2010-11-02,17.0,41,-0.8166892167656251
2010-11-03,0.0,6,-0.3721846632328124
2010-11-04,13.0,7,-0.23540431249999993
2010-11-05,0.0,15,-0.17511136875
2010-11-06,10.0,5,-0.13882408382812522
2010-11-07,9.0,28,0.8855212088359374
2010-11-08,2.0,8,0.6620854525
2010-11-09,5.0,10,-0.43675343353125007
2010-11-10,0.0,4,-0.19166682646562494
2010-11-11,21.0,28,-0.09966249999999996
2010-11-12,9.0,2,-0.06988275
2010-11-13,7.0,9,-0.05300111249999999
2010-11-14,5.0,18,-0.04223813625
2010-11-15,0.0,32,-0.03483399051562505
2010-11-16,10.0,26,-0.02946012999843757
2010-11-17,16.0,52,-0.013583413232812524
2010-11-18,6.0,15,0.0
2010-11-19,9.0,107,2.0
2010-11-20,13.0,13,-0.6000000000000001
2010-11-21,15.0,21,-0.20999999999999985
2010-11-22,7.0,32,-0.11899999999999994
2010-11-23,4.0,42,-0.080325
2010-11-24,4.0,29,-0.05944049999999999
2010-11-25,1.0,13,-0.04656172499999999
2010-11-26,15.0,37,-0.037914547500000007
2010-11-27,8.0,6,-0.03175343353125009
2010-11-28,6.0,7,-0.027166826465625047
2010-11-29,3.0,40,1.0
2010-11-30,4.0,27,-0.30000000000000004
2010-12-01,5.0,38,0.895
2010-12-02,11.0,29,-0.35950000000000004
2010-12-03,3.0,18,-0.14516249999999992
2010-12-04,20.0,11,-0.08922024999999997
2010-12-05,11.0,11,-0.06344336249999999
2010-12-06,7.0,5,0.95132247625
2010-12-07,2.0,27,0.6608424207343749
2010-12-08,6.0,24,-0.4375406869828125
2010-12-09,3.0,42,-0.18037671676562494
2010-12-10,1.0,22,-0.1132459132328125
2010-12-11,3.0,18,-0.06988275
2010-12-12,23.0,3,-0.05300111249999999
2010-12-13,5.0,9,-0.04223813625
2010-12-14,4.0,18,-0.03483399051562505
2010-12-15,1.0,81,-0.02946012999843757
2010-12-16,2.0,7,-0.013583413232812524
2010-12-17,0.0,10,0.0
2010-12-18,31.0,6,0.0
2010-12-19,9.0,28,0.0
2010-12-20,0.0,19,0.0
2010-12-21,16.0,11,0.0
2010-12-22,11.0,14,0.0
2010-12-23,6.0,48,3.0
2010-12-24,1.0,19,-0.9000000000000001
2010-12-25,3.0,16,-0.3149999999999998
2010-12-26,4.0,22,-0.1784999999999999
2010-12-27,7.0,15,-0.1204875
2010-12-28,9.0,23,-0.08916074999999998
2010-12-29,14.0,10,-0.06984258749999998
2010-12-30,2.0,3,-0.05687182125000001
2010-12-31,6.0,18,0.9523698497031249
2011-01-01,1.0,9,-0.3407502396984376
2011-01-02,5.0,2,-0.10499999999999993
2011-01-03,7.0,21,-0.05949999999999997
2011-01-04,4.0,28,-0.0401625
2011-01-05,6.0,20,-0.029720249999999997
2011-01-06,0.0,6,-0.023280862499999996
2011-01-07,0.0,13,0.98104272625
2011-01-08,8.0,8,-0.31587671676562507
2011-01-09,1.0,10,-0.11858341323281245
2011-01-10,2.0,5,-0.05949999999999997
2011-01-11,2.0,29,-0.0401625
2011-01-12,2.0,24,-0.029720249999999997
2011-01-13,10.0,5,1.9767191375
2011-01-14,4.0,14,-0.6189572737500001
2011-01-15,10.0,16,-0.2258767167656249
2011-01-16,7.0,15,1.8674165867671875
2011-01-17,5.0,6,-0.6803250000000001
2011-01-18,3.0,20,-0.26944049999999986
2011-01-19,6.0,13,-0.16556172499999994
2011-01-20,4.0,3,2.8817604525
2011-01-21,25.0,7,-0.9911939335312502
2011-01-22,3.0,10,-0.3887285514656248
2011-01-23,0.0,4,-0.21641454749999992
2011-01-24,11.0,0,3.84775906646875
2011-01-25,6.0,3,-1.3163275764656253
2011-01-26,14.0,0,-0.4898425874999997
2011-01-27,10.0,3,-0.2948718212499999
2011-01-28,6.0,10,-0.20828015029687513
2011-01-29,3.0,19,-0.15963123969843757
2011-01-30,11.0,25,-0.09312344999999998
2011-01-31,3.0,7,-0.07582909500000001
2011-02-01,9.0,24,-0.06350686706250018
2011-02-02,5.0,28,-0.054333652931250094
2011-02-03,2.0,19,0.0
2011-02-04,8.0,10,0.0
2011-02-05,8.0,12,2.0
2011-02-06,7.0,9,0.3999999999999999
2011-02-07,7.0,20,-0.5099999999999999
2011-02-08,6.0,19,-0.22399999999999987
2011-02-09,7.0,30,-0.13982499999999998
2011-02-10,3.0,13,0.900397
2011-02-11,1.0,8,-0.37628197500000005
2011-02-12,20.0,19,-0.16619540999999993
2011-02-13,4.0,14,-0.11021070728125007
2011-02-14,11.0,22,-0.08320604323125008
2011-02-15,2.0,21,-0.04330366323281252
2011-02-16,9.0,9,-0.023280862499999996
2011-02-17,4.0,6,1.98104272625
2011-02-18,4.0,32,-0.6158767167656252
2011-02-19,14.0,9,-0.2235834132328124
2011-02-20,4.0,11,-0.11899999999999994
2011-02-21,12.0,43,1.919675
2011-02-22,4.0,8,-0.6594405000000001
2011-02-23,3.0,4,-0.25656172499999985
2011-02-24,2.0,6,-0.15691454749999995
2011-02-25,5.0,7,-0.11207843353125008
2011-02-26,7.0,6,-0.08660732646562504
2011-02-27,5.0,7,-0.04656172499999999
2011-02-28,4.0,14,-0.037914547500000007
2011-03-01,23.0,11,-0.03175343353125009
2011-03-02,6.0,16,-0.027166826465625047
2011-03-03,19.0,7,0.0
2011-03-04,11.0,20,0.0
2011-03-05,2.0,39,0.0
2011-03-06,2.0,28,0.0
2011-03-07,6.0,15,0.0
2011-03-08,4.0,6,0.0
2011-03-09,7.0,11,0.0
2011-03-10,4.0,8,0.0
2011-03-11,0.0,5,0.0
2011-03-12,0.0,15,0.0
2011-03-13,0.0,12,0.0
2011-03-14,12.0,6,18.0
2011-03-15,29.0,3,0.5999999999999996
2011-03-16,10.0,7,-3.689999999999999
2011-03-17,10.0,6,-1.7009999999999992
2011-03-18,4.0,4,2.920075
2011-03-19,3.0,4,-0.9759395000000002
2011-03-20,3.0,0,-1.3173770249999996
2011-03-21,1.0,10,-0.8239161024999999
2011-03-22,9.0,21,-0.6196745442812508
2011-03-23,4.0,9,-0.49880523878437566
2011-03-24,5.0,10,-0.20434417939687513
2011-03-25,1.0,23,-0.09910995750000001
2011-03-26,6.0,9,-0.08246414081250018
2011-03-27,1.0,21,-0.07021036969687514
2011-03-28,16.0,24,-0.013583413232812524
2011-03-29,1.0,35,0.0
2011-03-30,17.0,23,0.0
2011-03-31,2.0,22,0.0
2011-04-01,2.0,1,0.0
2011-04-02,39.0,2,0.0
2011-04-03,2.0,12,0.0
2011-04-04,3.0,5,0.0
2011-04-05,2.0,10,0.0
2011-04-06,4.0,10,0.0
2011-04-07,1.0,9,0.0
2011-04-08,0.0,3,0.0
2011-04-09,1.0,0,0.0
2011-04-10,0.0,10,0.0
2011-04-11,2.0,42,0.0
2011-04-12,0.0,4,0.0
2011-04-13,1.0,66,0.0
2011-04-14,0.0,39,0.0
2011-04-15,1.0,26,0.0
2011-04-16,0.0,28,0.0
2011-04-17,7.0,29,1.0
2011-04-18,4.0,25,7.7
2011-04-19,3.0,34,-2.5050000000000003
2011-04-20,12.0,4,-0.8994999999999994
2011-04-21,1.0,5,-0.5161624999999997
2011-04-22,25.0,48,-0.35102025
2011-04-23,3.0,12,-0.2610428625
2011-04-24,2.0,7,-0.20520417374999997
2011-04-25,2.0,29,1.832465093234375
2011-04-26,3.0,34,-0.740597147357813
2011-04-27,3.0,23,1.6813326941375
2011-04-28,10.0,30,-0.7190000000000001
2011-04-29,5.0,31,-0.29032499999999983
2011-04-30,7.0,13,-0.17844049999999995
2011-05-01,4.0,35,0.873113275
2011-05-02,0.0,34,-0.39735504750000006
2011-05-03,9.0,33,-0.18331515853125002
2011-05-04,5.0,33,-0.12458137396562502
2011-05-05,7.0,30,-0.07191593353125009
2011-05-06,5.0,38,-0.05688707646562505
2011-05-07,12.0,38,0.9767191375000001
2011-05-08,0.0,30,1.6810427262499998
2011-05-09,16.0,26,-0.720876716765625
2011-05-10,5.0,64,-0.28308341323281233
2011-05-11,2.0,32,-0.15916249999999993
2011-05-12,2.0,24,0.88995475
2011-05-13,3.0,22,-0.38272136250000005
2011-05-14,5.0,20,-0.17051899874999993
2011-05-15,3.0,13,-0.11329126426562502
2011-05-16,0.0,17,-0.08549934676406261
2011-05-17,3.0,41,0.9431129235343749
2011-05-18,6.0,44,-0.32328086250000004
2011-05-19,0.0,20,0.8760427262500001
2011-05-20,5.0,19,-0.37537671676562506
2011-05-21,4.0,40,-0.15874591323281245
2011-05-22,8.0,38,-0.08922024999999997
2011-05-23,5.0,46,-0.06344336249999999
2011-05-24,4.0,70,6.95132247625
2011-05-25,0.0,67,-2.1391575792656257
2011-05-26,2.0,30,-0.767540686982812
2011-05-27,5.0,27,5.567623283234375
2011-05-28,2.0,22,-0.09472091323281262
2011-05-29,3.0,9,3.5619582500000004
2011-05-30,5.0,10,0.7700339625000003
2011-05-31,5.0,30,-1.9176759162499997
2011-06-01,6.0,22,-0.9822835173593749
2011-06-02,5.0,2,0.32647793237031253
2011-06-03,4.0,14,-0.7293941175
2011-06-04,6.0,17,-0.4437399105937501
2011-06-05,1.0,17,19.662617130821875
