,AvaloniaUI/Avalonia,nwjs/nw.js,electron/electron
2022-07-09,0.9683451903999991,2,0
2022-07-10,-0.2526553088000023,0,0
2022-07-11,67.9062283264,0,7
2022-07-12,5.103919616000006,0,4
2022-07-13,10.129519615999996,0,4
2022-07-14,-4.5946128384,0,3
2022-07-15,22.946608947199998,0,5
2022-07-16,-9.221860352,0,0
2022-07-17,-5.5229284352000025,0,0
2022-07-18,9.425408614399998,0,1
2022-07-19,10.819351961600004,0,7
2022-07-20,10.799687884800003,0,6
2022-07-21,12.9138357248,0,5
2022-07-22,29.294969036799998,0,1
2022-07-23,2.619709235200002,0,0
2022-07-24,7.5228327935999975,0,0
2022-07-25,11.148761907199997,0,5
2022-07-26,10.6247100416,0,11
2022-07-27,11.3643490304,0,9
2022-07-28,6.107538227199999,9,2
2022-07-29,11.0165296128,8,4
2022-07-30,-2.429151231999999,4,0
2022-07-31,-1.9189526527999998,0,0
2022-08-01,6.6787508224,2,5
2022-08-02,21.967500185600002,1,6
2022-08-03,20.685965414400002,0,12
2022-08-04,9.0576641024,4,4
2022-08-05,1.2028728319999988,3,5
2022-08-06,0.256221695999999,0,1
2022-08-07,7.608460390399999,0,0
2022-08-08,-0.8890824704000018,0,4
2022-08-09,18.545217126399997,2,4
2022-08-10,9.480786841600002,2,2
2022-08-11,2.6246362112000012,0,3
2022-08-12,1.088785510400001,0,1
2022-08-13,9.3186637824,0,0
2022-08-14,-0.5461268480000001,0,0
2022-08-15,7.945066291199999,0,8
2022-08-16,-0.9332042751999996,0,4
2022-08-17,1.4655416319999999,0,4
2022-08-18,4.734841036800001,0,3
2022-08-19,3.5167736832000007,0,4
2022-08-20,1.7146424319999998,1,0
2022-08-21,4.1673633792,0,0
2022-08-22,-0.06382530559999999,9,6
2022-08-23,2.755661824,2,4
2022-08-24,5.6220009472,0,3
2022-08-25,-2.9071113216,0,7
2022-08-26,0.4423685119999996,2,2
2022-08-27,-1.4567119871999996,0,0
2022-08-28,2.1045225472,0,0
2022-08-29,5.7837271040000005,0,6
2022-08-30,8.9142874112,0,1
2022-08-31,6.800167628800001,2,5
2022-09-01,3.4648939519999997,0,4
2022-09-02,3.8265837567999994,0,1
2022-09-03,-3.078413824000001,1,0
2022-09-04,-1.731616460800001,6,0
2022-09-05,2.7870730239999997,0,2
2022-09-06,-1.7425559551999998,2,3
2022-09-07,18.943428915200002,0,7
2022-09-08,27.2654713856,0,5
2022-09-09,0.5217054720000007,0,2
2022-09-10,2.3898565631999977,0,0
2022-09-11,-1.6970006528000017,0,0
2022-09-12,1.6743731199999985,2,4
2022-09-13,6.790321151999999,0,9
2022-09-14,1.915242598399999,2,2
2022-09-15,8.44164352,0,7
2022-09-16,2.369827328000002,0,3
2022-09-17,-1.836888780799999,0,0
2022-09-18,-2.3732100096,0,0
2022-09-19,4.5157444608,0,5
2022-09-20,31.7611813888,0,4
2022-09-21,7.921118208000001,1,5
2022-09-22,-3.8162140160000018,1,4
2022-09-23,6.879586713599998,0,6
2022-09-24,12.2121843712,1,1
2022-09-25,7.931542323199999,0,0
2022-09-26,21.981545779199998,0,7
2022-09-27,12.029096447999999,8,4
2022-09-28,7.1397917696,7,2
2022-09-29,-2.058170265600001,1,1
2022-09-30,4.437539737599998,3,1
2022-10-01,-1.4380383232000007,0,0
2022-10-02,-4.152590438400001,2,0
2022-10-03,4.2734641151999995,11,1
2022-10-04,-2.3409647615999982,0,8
2022-10-05,3.8055559168000013,0,4
2022-10-06,13.483947929600001,0,3
2022-10-07,1.499981721600001,0,1
2022-10-08,8.7332478976,0,0
2022-10-09,-1.2003819519999999,0,0
2022-10-10,23.2723907584,0,7
2022-10-11,4.133610496,0,7
2022-10-12,29.489489715199998,0,7
2022-10-13,2.9725720576000008,0,6
2022-10-14,47.470066585599994,0,1
2022-10-15,24.6962210816,0,0
2022-10-16,-0.3102936064000019,0,0
2022-10-17,10.971833139199994,0,6
2022-10-18,27.9873415168,0,3
2022-10-19,12.6310424576,0,3
2022-10-20,2.914195865599998,0,4
2022-10-21,1.274170879999998,0,2
2022-10-22,3.214881484800001,0,0
2022-10-23,11.004238848000002,0,0
2022-10-24,7.553227264,0,2
2022-10-25,12.1769344,2,3
2022-10-26,11.479039283200002,4,2
2022-10-27,-2.7035780095999975,3,8
2022-10-28,-1.797926092800001,2,1
2022-10-29,-1.2840059904000007,0,0
2022-10-30,-0.36147322880000043,0,0
2022-10-31,1.1532777472000006,0,1
2022-11-01,15.314152550400001,0,3
2022-11-02,20.784684953600003,2,0
2022-11-03,6.2701752320000015,2,0
2022-11-04,8.580285439999999,0,0
2022-11-05,-5.319377510400001,0,0
2022-11-06,2.3692161023999985,0,0
2022-11-07,9.3496675328,0,3
2022-11-08,11.079707340799999,0,1
2022-11-09,19.0204058624,0,2
2022-11-10,41.7269291008,0,1
2022-11-11,-11.157976678399999,0,1
2022-11-12,-4.199454105600003,0,0
2022-11-13,-3.057138688000002,0,0
2022-11-14,11.251896217599999,0,3
2022-11-15,8.274996121600001,0,7
2022-11-16,13.8896790528,0,3
2022-11-17,0.5493671936000011,0,1
2022-11-18,12.429742080000002,0,1
2022-11-19,-1.8117084159999983,0,1
2022-11-20,-3.274360627200002,0,0
2022-11-21,14.150392524799997,0,1
2022-11-22,10.5846075392,0,3
2022-11-23,-3.1260810239999994,0,1
2022-11-24,5.1772626943999995,0,0
2022-11-25,0.8239503360000002,0,0
2022-11-26,7.700491980800001,0,0
2022-11-27,3.798020812800001,0,0
2022-11-28,3.209642495999999,0,1
2022-11-29,11.4450016256,0,2
2022-11-30,18.881898291200002,0,6
2022-12-01,19.6171467776,5,5
2022-12-02,23.0442641408,2,0
2022-12-03,5.071460966399998,4,0
2022-12-04,-1.7444669440000027,3,0
2022-12-05,35.586752409599995,0,5
2022-12-06,25.5626672128,0,1
2022-12-07,29.0883279872,0,0
2022-12-08,-4.942864384,2,1
2022-12-09,24.389799526399997,0,0
2022-12-10,-5.504220364799998,0,0
2022-12-11,4.051112755199998,0,0
2022-12-12,19.8249117696,0,1
2022-12-13,7.3058808832,0,4
2022-12-14,-5.6495715328,0,4
2022-12-15,17.781203148800003,0,0
2022-12-16,21.2929195008,0,0
2022-12-17,-5.473528934399997,2,0
2022-12-18,-2.489630720000002,0,0
2022-12-19,-3.677005619200001,0,0
2022-12-20,-3.3322176511999997,0,1
2022-12-21,7.627801292800001,1,1
2022-12-22,9.388815564800002,2,1
2022-12-23,6.459127910400001,0,0
2022-12-24,-4.642780569599998,0,0
2022-12-25,-1.374154752,0,0
2022-12-26,-1.55698432,0,0
2022-12-27,10.9498788864,0,0
2022-12-28,5.8237930496,0,0
2022-12-29,9.617758720000001,0,0
2022-12-30,1.5805363200000002,0,0
2022-12-31,3.5840048128,0,0
2023-01-01,4.7330784256,0,0
2023-01-02,5.625842687999999,0,5
2023-01-03,21.2909828096,0,0
2023-01-04,10.917016576,0,2
2023-01-05,21.8987062272,0,4
2023-01-06,37.5094856704,0,0
2023-01-07,23.8158307328,0,0
2023-01-08,-3.490003046400002,10,0
2023-01-09,12.204504371199997,0,3
2023-01-10,-0.4438746112000018,3,4
2023-01-11,12.865974886399998,1,4
2023-01-12,-5.417709056,0,5
2023-01-13,3.806361804799999,2,0
2023-01-14,-3.1315577855999983,0,0
2023-01-15,-2.321380044799997,0,0
2023-01-16,9.0005680128,0,3
2023-01-17,15.805891481600002,0,1
2023-01-18,15.7324608512,0,5
2023-01-19,16.581361664,0,4
2023-01-20,16.4757671936,0,3
2023-01-21,-2.2398242816000007,0,1
2023-01-22,9.751224319999999,0,0
2023-01-23,5.993927884799999,1,2
2023-01-24,32.3455767552,1,1
2023-01-25,12.218334515200002,1,8
2023-01-26,3.256770048,0,8
2023-01-27,-2.6231763968000017,0,1
2023-01-28,-4.2186730496,0,0
2023-01-29,23.696846336,0,0
2023-01-30,5.534476595200001,0,1
2023-01-31,30.7679128576,0,9
2023-02-01,11.300117196800002,0,2
2023-02-02,17.5049713664,0,5
2023-02-03,15.907481702399998,0,5
2023-02-04,5.754938982399999,0,0
2023-02-05,0.4892891135999964,0,0
2023-02-06,6.374808883199998,13,6
2023-02-07,5.2981444608,2,2
2023-02-08,15.8567030784,1,8
2023-02-09,14.087609548800001,0,5
2023-02-10,4.7162779648,0,0
2023-02-11,-1.7679562751999995,0,1
2023-02-12,3.4346980352000003,0,2
2023-02-13,18.8294674432,0,5
2023-02-14,39.118240768,3,9
2023-02-15,7.4681078784,0,1
2023-02-16,16.2640473088,2,5
2023-02-17,9.6505166848,0,6
2023-02-18,-6.333706547200002,0,0
2023-02-19,8.414679142399997,0,3
2023-02-20,22.6578436096,0,3
2023-02-21,10.530838118400002,0,5
2023-02-22,5.126818406400002,0,1
2023-02-23,19.4996283392,0,1
2023-02-24,23.7134590976,1,5
2023-02-25,24.7553667072,1,0
2023-02-26,9.309571993599999,0,0
2023-02-27,-1.7183394816000028,0,2
2023-02-28,13.246027263999999,0,4
2023-03-01,12.082446336,0,5
2023-03-02,33.996168601600004,0,4
2023-03-03,23.539401728,0,1
2023-03-04,5.894964940800001,0,0
2023-03-05,-4.2028978176,0,0
2023-03-06,5.4448238592,0,3
2023-03-07,13.8991223808,0,4
2023-03-08,21.707553792,0,0
2023-03-09,2.4510185472000003,13,2
2023-03-10,1.0097068032000003,1,0
2023-03-11,-7.318979993599999,2,0
2023-03-12,-4.272786227199999,0,0
2023-03-13,9.194618265599999,2,2
2023-03-14,6.5996325888000005,0,2
2023-03-15,5.282807910400001,0,2
2023-03-16,14.382393139200001,0,1
2023-03-17,20.7115549696,0,2
2023-03-18,5.6055199744,0,0
2023-03-19,5.141264895999997,0,0
2023-03-20,0.8624025599999978,0,5
2023-03-21,8.012481536,0,2
2023-03-22,-0.7611834368000006,0,1
2023-03-23,-2.290929254400001,0,1
2023-03-24,17.893283328,0,0
2023-03-25,5.676942438400002,0,0
2023-03-26,15.4398093312,0,0
2023-03-27,-4.0941648896,0,4
2023-03-28,18.814790451199997,0,5
2023-03-29,15.812727091200001,0,3
2023-03-30,4.707069644800001,0,2
2023-03-31,18.127215103999998,0,4
2023-04-01,-1.952614092800001,4,1
2023-04-02,2.764615577599999,3,0
2023-04-03,8.4434552832,1,3
2023-04-04,2.8078355455999997,1,6
2023-04-05,1.7511856127999996,1,3
2023-04-06,9.378368204800001,1,4
2023-04-07,12.4677710848,0,1
2023-04-08,-2.5400445951999995,0,0
2023-04-09,0.772184575999999,0,0
2023-04-10,0.5292398591999996,0,1
2023-04-11,11.0367017984,0,7
2023-04-12,0.33740144640000036,0,2
2023-04-13,9.600225382399998,0,6
2023-04-14,15.390810419200001,3,0
2023-04-15,2.544055398400001,0,0
2023-04-16,-3.9978519552000007,0,2
2023-04-17,13.0799939584,0,3
2023-04-18,0.8250163199999996,0,2
2023-04-19,20.0573666304,1,3
2023-04-20,0.8134431744000006,0,2
2023-04-21,25.857083392,0,1
2023-04-22,-4.2248010751999985,0,0
2023-04-23,3.4537200639999988,0,1
2023-04-24,20.910323814399998,0,2
2023-04-25,5.7595877376,0,3
2023-04-26,6.872876441599999,0,6
2023-04-27,15.2130922496,2,2
2023-04-28,13.6633375744,9,0
2023-04-29,-2.780602675199999,0,0
2023-04-30,17.0141182976,0,0
2023-05-01,-5.15063808,0,1
2023-05-02,0.9617260543999997,0,3
2023-05-03,12.480569241600001,0,4
2023-05-04,16.8521636864,0,3
2023-05-05,11.077810790400001,3,0
2023-05-06,-6.896486092799999,0,0
2023-05-07,12.640331059199998,0,0
2023-05-08,15.8220015616,1,12
2023-05-09,5.1874638848000005,1,2
2023-05-10,11.423865036799999,0,1
2023-05-11,3.6103950335999997,0,3
2023-05-12,6.6777551872,1,2
2023-05-13,10.7330300928,0,0
2023-05-14,2.1067387903999997,1,0
2023-05-15,15.4917293056,1,8
2023-05-16,0.4300296192000008,3,8
2023-05-17,21.3940682752,1,8
2023-05-18,29.342639308800003,0,3
2023-05-19,13.9705259008,12,1
2023-05-20,-4.136872550400003,2,0
2023-05-21,-4.403525939200002,0,0
2023-05-22,40.7653681152,0,3
2023-05-23,22.278674534400004,0,1
2023-05-24,-3.3334098944000026,0,11
2023-05-25,7.049860812799997,0,5
2023-05-26,5.231290163200001,0,0
2023-05-27,-3.938345267199999,0,0
2023-05-28,3.666817945599999,1,1
2023-05-29,50.790954291199995,0,2
2023-05-30,11.513057996800004,0,5
2023-05-31,38.8228079616,1,10
2023-06-01,-7.509679104,0,1
2023-06-02,-0.913010176000002,0,1
2023-06-03,-3.924119654400002,0,1
2023-06-04,8.1419889664,0,0
2023-06-05,1.1848520703999998,2,5
2023-06-06,2.1558764544000013,0,6
2023-06-07,14.604289945600001,6,6
2023-06-08,-2.9907201023999956,0,16
2023-06-09,1.5902140416000003,0,6
2023-06-10,-3.5485116416,0,1
2023-06-11,1.8815325183999994,0,0
2023-06-12,1.7167304704000004,0,3
2023-06-13,6.742593638400001,0,6
2023-06-14,22.8996779008,0,5
2023-06-15,12.175811276800001,0,2
2023-06-16,9.042957824,0,1
2023-06-17,-4.590462873600002,0,0
2023-06-18,2.080337817599998,0,0
2023-06-19,3.260547071999999,0,3
2023-06-20,2.2102984703999997,0,4
2023-06-21,18.4686152704,0,3
2023-06-22,-4.603445145599998,0,3
2023-06-23,8.2543292416,0,0
2023-06-24,-1.6198992895999993,0,0
2023-06-25,-3.0212629504000006,0,0
2023-06-26,8.2026831872,0,4
2023-06-27,13.6752039936,0,1
2023-06-28,1.8059108352000006,0,0
2023-06-29,4.0130471936,0,1
2023-06-30,46.1204918272,0,0
2023-07-01,-10.050931404799998,0,0
2023-07-02,6.149604659199996,0,0
2023-07-03,-3.9615168512000016,0,2
2023-07-04,0.08507903999999877,0,0
2023-07-05,15.468797952000001,0,2
2023-07-06,-0.13981870079999936,0,5
2023-07-07,9.624787251199999,0,0
2023-07-08,-3.4756114431999974,0,0
2023-07-09,3.5552348160000005,0,0
2023-07-10,1.7680561152000003,0,5
2023-07-11,3.0861222911999997,0,2
2023-07-12,5.1126259712,0,3
2023-07-13,9.6829205504,0,5
2023-07-14,6.5241723904,0,0
2023-07-15,3.5936208896000004,0,0
2023-07-16,8.050006630399999,0,0
2023-07-17,12.4580529152,2,2
2023-07-18,4.130217267199999,0,5
2023-07-19,10.964642816,2,2
2023-07-20,-2.0581699584000006,0,3
2023-07-21,-0.07405137920000104,1,4
2023-07-22,-3.3590377472,0,0
2023-07-23,0.8923652095999999,2,0
2023-07-24,-0.09942558719999983,1,7
2023-07-25,11.233104691200001,3,3
2023-07-26,11.2854572032,0,3
2023-07-27,2.258881024000001,2,2
2023-07-28,5.307424665599999,0,1
2023-07-29,-1.7365866496000004,0,0
2023-07-30,-1.4334831616000012,2,0
2023-07-31,-0.7528309760000007,5,4
2023-08-01,3.5501851647999993,0,4
2023-08-02,3.966094643200001,0,3
2023-08-03,-1.412935475199999,0,5
2023-08-04,0.5399116800000001,2,1
2023-08-05,2.7674068992000005,0,0
2023-08-06,-0.5156350975999997,0,0
2023-08-07,0.038786867199999575,0,5
2023-08-08,2.2012005375999997,0,7
2023-08-09,-1.1198690303999999,0,6
2023-08-10,1.3697986560000002,0,5
2023-08-11,0.1920915456000002,0,0
2023-08-12,3.3842835455999998,0,0
2023-08-13,-1.1724530687999997,0,0
2023-08-14,0.42232176639999985,0,7
2023-08-15,6.445690777599999,0,10
2023-08-16,6.2635739136,2,5
2023-08-17,2.5981657088,3,8
2023-08-18,9.862982656,0,0
2023-08-19,3.4482307072,0,0
2023-08-20,1.8619990015999992,0,0
2023-08-21,-0.7180937216000007,1,5
2023-08-22,13.036814847999999,2,4
2023-08-23,-2.2923730943999994,3,5
2023-08-24,5.425081651199999,6,5
2023-08-25,2.8073043968,0,4
2023-08-26,-2.946702336,0,0
2023-08-27,-1.6900773888,0,0
2023-08-28,12.8926185472,2,6
2023-08-29,13.408231424,1,2
2023-08-30,13.8887457792,0,3
2023-08-31,22.69419776,0,3
2023-09-01,11.151999283199999,0,1
2023-09-02,-7.3467850752000015,0,0
2023-09-03,-4.625331302400003,0,0
2023-09-04,-1.0838476800000016,0,3
2023-09-05,-1.737873408,0,3
2023-09-06,2.7624751104000005,0,3
2023-09-07,-1.5863323647999987,0,5
2023-09-08,6.271675494400002,0,0
2023-09-09,-2.6709641215999977,0,0
2023-09-10,1.81383168,0,0
2023-09-11,-1.2120315904000003,1,8
2023-09-12,-0.6821821440000002,0,4
2023-09-13,7.5073231872,1,0
2023-09-14,3.0344349696000004,0,4
2023-09-15,0.07124377599999976,2,1
2023-09-16,0.6271425535999999,0,0
2023-09-17,-1.2193349632000001,0,0
2023-09-18,1.3285488639999998,0,5
2023-09-19,4.1082815488,0,1
2023-09-20,4.48417024,1,5
2023-09-21,4.012335104,0,3
2023-09-22,2.7663955968000002,0,2
2023-09-23,2.887952384,0,0
2023-09-24,5.8881482752,0,0
2023-09-25,9.2442478592,0,4
2023-09-26,-2.8371978240000004,0,3
2023-09-27,-2.160690380800001,0,8
2023-09-28,1.5951426559999997,0,9
2023-09-29,1.3965920256000004,0,1
2023-09-30,0.4251493376000002,0,0
2023-10-01,9.675619328,0,0
2023-10-02,0.9942021120000009,0,4
2023-10-03,1.7572579328000004,0,2
2023-10-04,2.9828856832,0,1
2023-10-05,-2.0572079104000007,0,4
2023-10-06,6.857903103999999,1,3
2023-10-07,-2.4156854271999997,0,0
2023-10-08,-1.2442365952000007,2,3
2023-10-09,2.1556943872000005,0,4
2023-10-10,-0.23336458239999947,1,7
2023-10-11,-0.8363498495999999,0,0
2023-10-12,15.490753638400001,0,5
2023-10-13,-1.5465605119999992,0,3
2023-10-14,-1.9053096960000007,0,0
2023-10-15,-1.1145772032000005,0,0
2023-10-16,5.29519104,0,5
2023-10-17,4.264134144,1,3
2023-10-18,-1.1097285632,0,8
2023-10-19,2.7078455295999992,1,1
2023-10-20,-1.6336568319999993,0,0
2023-10-21,0.048898969600000175,0,0
2023-10-22,0.2736724991999998,2,0
2023-10-23,0.3359308799999998,1,1
2023-10-24,4.361540608,0,1
2023-10-25,-0.42138429439999925,0,3
2023-10-26,3.1359533055999997,0,3
2023-10-27,-1.2695849983999998,0,0
2023-10-28,-0.6487689216000003,0,0
2023-10-29,-0.40502323200000023,0,0
2023-10-30,2.6941362176,1,1
2023-10-31,3.1659365376000004,6,8
2023-11-01,-1.2230498303999997,2,3
2023-11-02,2.391558656,4,2
2023-11-03,3.0371798016000002,0,1
2023-11-04,-1.3008854016,0,0
2023-11-05,1.3725695999999994,0,0
2023-11-06,5.17470464,0,2
2023-11-07,4.318121984,1,2
2023-11-08,-2.0343892992,0,0
2023-11-09,-1.0175727616000005,0,2
2023-11-10,-0.6515420160000001,0,1
2023-11-11,-0.4906324991999998,0,0
2023-11-12,1.6404803584,0,0
2023-11-13,3.3470914560000002,0,3
2023-11-14,-1.1728252927999996,0,1
2023-11-15,0.4228576256000003,0,1
2023-11-16,0.46598389760000014,1,1
2023-11-17,2.534528,0,2
2023-11-18,-0.8710016,0,0
2023-11-19,1.5628313599999997,0,0
2023-11-20,4.3003816960000005,0,2
2023-11-21,10.6107456512,0,2
2023-11-22,0.9401590784000002,0,8
2023-11-23,3.840199167999999,0,0
2023-11-24,0.6072907775999994,0,0
2023-11-25,0.10062991359999951,0,0
2023-11-26,-1.5422374912000005,0,0
2023-11-27,-0.9662986240000004,0,2
2023-11-28,1.2682708992,0,1
2023-11-29,4.030913024000001,0,2
2023-11-30,-0.5811017727999994,9,4
2023-12-01,5.0761585664,1,2
2023-12-02,-0.7390326783999996,0,0
2023-12-03,0.9867445247999997,0,0
2023-12-04,1.0049236992,0,4
2023-12-05,2.02886656,0,2
2023-12-06,1.8233461759999998,0,4
2023-12-07,3.7348872192,0,1
2023-12-08,2.299004416,0,1
2023-12-09,-1.6524519424,0,0
2023-12-10,-0.9013228544000003,0,0
2023-12-11,-0.5729926144000002,0,1
2023-12-12,1.5721393152,0,5
2023-12-13,0.2768300032000002,0,1
2023-12-14,2.3930800128,0,2
2023-12-15,5.0469465088000005,0,0
2023-12-16,-0.6750975999999995,0,0
2023-12-17,0.04145059839999965,0,0
2023-12-18,-0.7351936000000003,0,0
2023-12-19,-0.4604902400000003,3,1
2023-12-20,-0.34180454400000004,0,1
2023-12-21,1.7281846272,1,0
2023-12-22,5.3968423936,0,0
2023-12-23,-0.5210898431999995,1,0
2023-12-24,-0.8821305344000001,0,0
2023-12-25,-0.4620570624000002,0,0
2023-12-26,0.6868586496,0,0
2023-12-27,-0.4276736000000001,0,0
2023-12-28,0.7380377599999999,0,0
2023-12-29,-0.39876454399999994,0,0
2023-12-30,-0.24179169279999965,0,0
2023-12-31,-0.16273981439999977,0,0
2024-01-01,-0.06649815039999998,0,0
2024-01-02,0.9575372799999999,0,2
2024-01-03,4.765183488,0,1
2024-01-04,-0.10939607039999988,0,6
2024-01-05,-0.6623877120000004,0,4
2024-01-06,-0.3660693504000002,0,0
2024-01-07,-0.2415360000000001,0,1
2024-01-08,1.8182912,0,2
2024-01-09,0.45539328,0,2
2024-01-10,3.5205498879999997,0,5
2024-01-11,-0.07733463039999977,0,6
2024-01-12,1.288065536,0,3
2024-01-13,1.2308586496,0,0
2024-01-14,-0.8087936000000002,0,0
2024-01-15,1.5539737599999996,0,2
2024-01-16,0.28384665600000003,0,2
2024-01-17,2.3942659072,0,2
2024-01-18,1.0451234816000001,0,5
2024-01-19,0.10582384639999998,0,1
2024-01-20,0.33622978559999983,0,0
2024-01-21,2.4030922752,0,0
2024-01-22,2.0489710592,0,0
2024-01-23,-0.07966054400000022,0,1
2024-01-24,0.2258998271999998,0,5
2024-01-25,1.3397492736,0,3
2024-01-26,4.1910530048000005,0,2
2024-01-27,-0.4357475328,0,0
2024-01-28,0.10594037759999964,0,0
2024-01-29,4.2604225536,0,3
2024-01-30,-1.4649987071999997,0,7
