,highcharts/highcharts,plotly/plotly.js,apache/echarts
2018-10-14,6,3,-0.9238528000000003
2018-10-15,35,14,18.39915776
2018-10-16,23,9,-2.0383508479999985
2018-10-17,16,11,2.9792713728000013
2018-10-18,50,12,-1.367928319999999
2018-10-19,16,21,-2.9260661760000004
2018-10-20,1,3,-2.3177883648000006
2018-10-21,1,3,-1.3504091136000005
2018-10-22,7,18,1.0431641599999997
2018-10-23,1,23,-0.5432954879999998
2018-10-24,7,33,-0.24286853119999963
2018-10-25,3,19,-0.9424800767999999
2018-10-26,7,25,0.5514213375999999
2018-10-27,0,0,-0.6318523392
2018-10-28,0,2,-0.25027655680000005
2018-10-29,21,26,4.84634368
2018-10-30,6,17,-0.11324518399999972
2018-10-31,16,20,-0.48907458559999983
2018-11-01,8,16,-1.0109170688
2018-11-02,5,9,-0.48716871680000023
2018-11-03,0,0,-0.31211571200000016
2018-11-04,0,12,4.7708818432
2018-11-05,5,18,-2.1677311999999995
2018-11-06,5,26,-0.73548288
2018-11-07,60,14,-0.432672768
2018-11-08,5,20,-0.24875202560000023
2018-11-09,10,23,-0.16255815680000008
2018-11-10,0,5,-0.11481600000000003
2018-11-11,0,3,-0.09185279999999997
2018-11-12,17,23,1.92422144
2018-11-13,2,23,-0.8639907839999998
2018-11-14,0,5,-0.24
2018-11-15,1,3,5.872
2018-11-16,3,21,-2.4831999999999996
2018-11-17,0,7,1.2200959999999998
2018-11-18,0,4,-1.2299263999999999
2018-11-19,60,23,-0.5263411200000002
2018-11-20,12,18,1.6619765759999998
2018-11-21,35,47,-1.0465755136
2018-11-22,11,16,-0.41012736
2018-11-23,17,31,-0.26486067199999996
2018-11-24,0,6,-0.19673006080000005
2018-11-25,2,1,-0.09021542400000002
2018-11-26,13,30,-0.07152271360000001
2018-11-27,46,10,0.96325888
2018-11-28,13,8,-0.4303114239999999
2018-11-29,69,16,2.8544036864
2018-11-30,24,23,-1.2639999999999998
2018-12-01,0,0,-0.4016
2018-12-02,2,2,0.778048
2018-12-03,38,7,3.4522367999999997
2018-12-04,133,1,5.171773440000001
2018-12-05,14,17,-3.428045311999999
2018-12-06,9,21,-1.2055098368000001
2018-12-07,34,15,-0.6898191360000002
2018-12-08,33,2,-0.47236567040000044
2018-12-09,8,0,-0.3198873600000002
2018-12-10,44,0,-0.249380352
2018-12-11,3,19,1.7979850752000002
2018-12-12,22,21,-0.9572826111999998
2018-12-13,8,13,2.6704129024
2018-12-14,4,4,-0.32799999999999985
2018-12-15,0,1,-0.8432
2018-12-16,0,6,-0.371904
2018-12-17,54,32,0.7652735999999999
2018-12-18,6,8,0.43180288
2018-12-19,18,15,1.3508469760000001
2018-12-20,15,4,0.9123288064000001
2018-12-21,23,37,-1.2094376959999997
2018-12-22,0,2,-0.49310218240000003
2018-12-23,0,0,-0.2769133568000001
2018-12-24,2,5,-0.18443776000000012
2018-12-25,0,0,-0.13935667200000004
2018-12-26,0,5,-0.1106213888
2018-12-27,0,2,1.9201492992
2018-12-28,0,0,1.1440922624
2018-12-29,0,0,-0.06559631359999973
2018-12-30,0,0,-0.7679999999999999
2018-12-31,0,5,0.6687999999999998
2019-01-01,0,7,2.392896
2019-01-02,0,12,3.5325696000000004
2019-01-03,11,16,1.4633804800000005
2019-01-04,17,14,0.47638425600000023
2019-01-05,0,0,-2.2290302975999996
2019-01-06,0,2,-0.9775712256000003
2019-01-07,37,20,-0.6082183168000004
2019-01-08,11,43,-0.4296913920000002
2019-01-09,18,16,2.6681731072
2019-01-10,13,17,1.5434551296000003
2019-01-11,24,5,-1.7397253119999996
2019-01-12,5,5,9.3513402368
2019-01-13,3,8,-3.355194470399999
2019-01-14,6,36,-0.814656
2019-01-15,3,21,-1.3187456
2019-01-16,18,25,0.2759987199999995
2019-01-17,16,18,1.0943011839999999
2019-01-18,20,32,-1.3050456063999998
2019-01-19,0,0,-0.5790152704
2019-01-20,0,8,-0.36249087999999996
2019-01-21,11,25,-0.27465984000000004
2019-01-22,7,14,-0.11082106880000003
2019-01-23,16,14,14.9229048832
2019-01-24,1,8,-0.05189683199999795
2019-01-25,24,6,-4.243109580799999
2019-01-26,0,0,-1.7055963136
2019-01-27,0,0,-1.0080000000000007
2019-01-28,22,7,9.30112
2019-01-29,23,11,-4.524159999999999
2019-01-30,4,3,-1.6133376
2019-01-31,0,8,2.02244096
2019-02-01,7,16,-1.898906624
2019-02-02,2,0,-0.7363089408000001
2019-02-03,1,0,-0.42163200000000006
2019-02-04,19,12,-0.30850560000000005
2019-02-05,19,13,-0.24141311999999998
2019-02-06,14,11,-0.19687116799999999
2019-02-07,2,7,-0.05511167999999998
2019-02-08,15,6,-0.04546713599999998
2019-02-09,0,0,-0.03839447039999999
2019-02-10,0,4,0.0
2019-02-11,17,21,0.0
2019-02-12,11,26,0.0
2019-02-13,8,13,0.0
2019-02-14,12,13,8.0
2019-02-15,13,20,1.8000000000000007
2019-02-16,0,1,-2.9599999999999995
2019-02-17,0,0,-1.112
2019-02-18,0,21,0.3471999999999996
2019-02-19,6,21,2.1523839999999996
2019-02-20,6,17,-1.6534655999999999
2019-02-21,6,10,0.31421952
2019-02-22,5,0,-0.8466984959999999
2019-02-23,1,0,-0.45291581440000006
2019-02-24,0,0,0.759190016
2019-02-25,1,14,5.47113984
2019-02-26,11,16,-1.6202193919999996
2019-02-27,26,10,0.7347715072000001
2019-02-28,18,5,0.5976349696000001
2019-03-01,13,14,-1.3987077120000002
2019-03-02,0,2,-0.6250733568000002
2019-03-03,0,4,-0.3973017600000001
2019-03-04,21,16,1.7085537279999998
2019-03-05,14,16,-0.027933388799999737
2019-03-06,42,9,1.1853878272
2019-03-07,30,9,-1.1278507007999998
2019-03-08,9,9,0.5568922623999999
2019-03-09,0,0,1.3448996864
2019-03-10,1,0,-1.0790784
2019-03-11,13,1,1.57639168
2019-03-12,16,11,0.9357916160000002
2019-03-13,8,10,-1.2306451456
2019-03-14,18,2,-0.4939767808
2019-03-15,8,2,-0.3010932736000001
2019-03-16,0,1,-0.19500083200000012
2019-03-17,1,0,-0.14893998080000004
2019-03-18,31,11,4.8917361664
2019-03-19,12,14,-1.0670525439999996
2019-03-20,20,16,-1.0559077376
2019-03-21,21,6,0.5344036864
2019-03-22,38,16,-0.6720000000000002
2019-03-23,0,1,-0.31136000000000014
2019-03-24,0,2,-0.20876800000000004
2019-03-25,20,21,1.843584
2019-03-26,18,16,0.07589888000000022
2019-03-27,17,15,-0.7421096959999999
2019-03-28,21,30,0.7208312832
2019-03-29,13,14,1.437644288
2019-03-30,0,0,-1.0343021568
2019-03-31,0,1,-0.3798784
2019-04-01,16,20,-0.22930432000000003
2019-04-02,3,18,0.838166016
2019-04-03,8,9,-0.5236192256
2019-04-04,14,19,0.8029048832
2019-04-05,3,14,-0.5158968319999999
2019-04-06,0,1,-0.2047095808
2019-04-07,0,0,-0.11954831360000001
2019-04-08,23,24,-0.06456320000000006
2019-04-09,20,13,1.95167744
2019-04-10,11,7,1.1618810880000003
2019-04-11,17,12,0.9288312832000001
2019-04-12,0,2,1.8168442880000002
2019-04-13,0,0,-1.6639981568
2019-04-14,0,0,-0.6311040000000001
2019-04-15,3,7,0.6189695999999998
2019-04-16,0,4,-0.6673715200000001
2019-04-17,0,13,-0.322834944
2019-04-18,0,9,0.7744615424
2019-04-19,0,4,-0.5526194175999999
2019-04-20,0,0,-0.22101544959999997
2019-04-21,0,0,-0.1253576704
2019-04-22,0,1,2.94002944
2019-04-23,45,2,-0.2451077119999998
2019-04-24,10,18,-0.7957613567999999
2019-04-25,19,8,-0.33037056
2019-04-26,12,6,-0.20395571200000012
2019-04-27,0,0,-0.1442541568000001
2019-04-28,0,0,-0.09884160000000004
2019-04-29,7,17,-0.07807487999999999
2019-04-30,2,23,-0.06383769599999997
2019-05-01,0,13,-0.053550182399999986
2019-05-02,3,8,-0.012798156799999997
2019-05-03,6,3,0.0
2019-05-04,0,2,0.0
2019-05-05,0,1,3.0
2019-05-06,21,11,2.8000000000000003
2019-05-07,17,16,1.0400000000000005
2019-05-08,5,23,-1.8719999999999997
2019-05-09,21,7,0.2591999999999999
2019-05-10,5,1,-0.8482560000000001
2019-05-11,1,0,0.5665023999999999
2019-05-12,0,0,-0.70082048
2019-05-13,6,15,1.650561024
2019-05-14,0,9,-0.048080998399999686
2019-05-15,6,13,1.1987770368000001
2019-05-16,25,11,-1.1347170303999998
2019-05-17,1,19,1.574681088
2019-05-18,0,1,-1.0606727167999999
2019-05-19,0,0,-0.4142341120000001
2019-05-20,13,13,-0.26040647680000006
2019-05-21,10,23,0.8221916159999999
2019-05-22,21,25,7.4626028544
2019-05-23,6,14,-3.4090359807999993
2019-05-24,15,10,-1.0863374336
2019-05-25,0,0,-0.5839114240000001
2019-05-26,0,0,-0.3883483136000004
2019-05-27,7,7,-0.2625792000000001
2019-05-28,9,8,0.7979238399999999
2019-05-29,8,4,1.4378798080000001
2019-05-30,0,3,5.9459561472
2019-05-31,5,7,-3.2063852543999993
2019-06-01,0,0,-1.0096
2019-06-02,0,0,-0.5611520000000001
2019-06-03,12,1,-0.3740672000000004
2019-06-04,12,1,2.72603904
2019-06-05,9,5,-1.4126392319999996
2019-06-06,15,0,-0.5317035008
2019-06-07,21,0,-0.32368629759999995
2019-06-08,0,0,-0.2143870976000001
2019-06-09,2,1,-0.08985600000000005
2019-06-10,0,1,0.9311104
2019-06-11,18,17,0.5448883200000001
2019-06-12,10,0,-0.5654671359999999
2019-06-13,2,7,-0.2223944704
2019-06-14,3,71,-0.10560000000000005
2019-06-15,0,0,-0.07155200000000006
2019-06-16,0,0,-0.05291520000000002
2019-06-17,19,21,1.95866624
2019-06-18,11,5,2.166473728
2019-06-19,35,2,-0.4679538687999998
2019-06-20,5,3,3.0992018432000004
2019-06-21,6,6,-1.9951999999999996
2019-06-22,0,0,-0.7287040000000001
2019-06-23,0,0,-0.4333824000000001
2019-06-24,19,0,0.6980172799999997
2019-06-25,47,9,1.371805696
2019-06-26,50,28,4.8987131904000005
2019-06-27,11,12,-0.8310324223999994
2019-06-28,72,14,1.2369789952000003
2019-06-29,0,0,-1.9883446271999998
2019-06-30,1,0,-0.8204672000000003
2019-07-01,42,1,-0.5192089600000003
2019-07-02,28,21,-0.3743800320000002
2019-07-03,16,18,-0.2891153408
2019-07-04,8,6,-0.22216130559999994
2019-07-05,12,12,-0.16221204479999995
2019-07-06,0,0,-0.07106344959999997
2019-07-07,0,0,-0.03839447039999999
2019-07-08,17,6,0.0
2019-07-09,7,0,3.0
2019-07-10,11,0,-1.1999999999999997
2019-07-11,3,8,0.64
2019-07-12,18,6,-0.5919999999999999
2019-07-13,0,0,-0.24480000000000013
