,gcc-mirror/gcc,golang/go,llvm/llvm-project
2008-06-05,6,5,46
2008-06-06,19,18,32
2008-06-07,13,15,16
2008-06-08,12,3,27
2008-06-09,13,15,41
2008-06-10,8,2,26
2008-06-11,19,7,32
2008-06-12,17,14,19
2008-06-13,17,5,15
2008-06-14,9,2,4
2008-06-15,12,1,10
2008-06-16,8,6,65
2008-06-17,16,6,44
2008-06-18,27,13,28
2008-06-19,15,5,33
2008-06-20,12,1,48
2008-06-21,7,3,37
2008-06-22,5,1,9
2008-06-23,9,2,38
2008-06-24,16,8,38
2008-06-25,14,9,33
2008-06-26,23,17,46
2008-06-27,23,12,33
2008-06-28,19,8,24
2008-06-29,16,1,8
2008-06-30,13,6,45
2008-07-01,12,3,39
2008-07-02,37,2,57
2008-07-03,18,9,50
2008-07-04,16,5,7
2008-07-05,7,2,14
2008-07-06,9,2,1
2008-07-07,29,5,43
2008-07-08,15,11,45
2008-07-09,17,13,97
2008-07-10,14,4,48
2008-07-11,11,4,49
2008-07-12,5,10,15
2008-07-13,5,4,13
2008-07-14,20,6,37
2008-07-15,17,14,50
2008-07-16,18,9,37
2008-07-17,11,10,32
2008-07-18,20,7,30
2008-07-19,13,7,20
2008-07-20,8,2,6
2008-07-21,18,3,63
2008-07-22,7,5,45
2008-07-23,11,4,27
2008-07-24,11,6,23
2008-07-25,13,8,73
2008-07-26,6,4,33
2008-07-27,7,5,17
2008-07-28,11,8,15
2008-07-29,27,5,20
2008-07-30,41,5,23
2008-07-31,80,6,11
2008-08-01,69,5,6
2008-08-02,5,2,3
2008-08-03,6,3,4
2008-08-04,62,12,17
2008-08-05,65,9,47
2008-08-06,54,2,36
2008-08-07,16,3,47
2008-08-08,31,7,46
2008-08-09,16,3,30
2008-08-10,7,5,22
2008-08-11,8,8,24
2008-08-12,30,15,28
2008-08-13,19,4,39
2008-08-14,13,0,26
2008-08-15,7,0,12
2008-08-16,11,0,23
2008-08-17,8,0,51
2008-08-18,25,0,28
2008-08-19,11,0,47
2008-08-20,73,3,58
2008-08-21,21,2,59
2008-08-22,59,2,39
2008-08-23,13,0,61
2008-08-24,14,0,24
2008-08-25,10,0,37
2008-08-26,14,0,48
2008-08-27,14,0,45
2008-08-28,36,2,53
2008-08-29,40,7,29
2008-08-30,15,2,21
2008-08-31,24,0,13
2008-09-01,21,1,19
2008-09-02,27,5,37
2008-09-03,32,11,54
2008-09-04,31,8,47
2008-09-05,21,3,47
2008-09-06,16,1,7
2008-09-07,9,0,14
2008-09-08,17,5,50
2008-09-09,38,8,63
2008-09-10,22,9,37
2008-09-11,28,11,47
2008-09-12,9,19,20
2008-09-13,19,6,12
2008-09-14,9,1,2
2008-09-15,10,4,12
2008-09-16,11,8,25
2008-09-17,21,12,25
2008-09-18,28,9,23
2008-09-19,9,12,30
2008-09-20,7,5,13
2008-09-21,12,1,23
2008-09-22,19,11,56
2008-09-23,29,9,28
2008-09-24,12,11,63
2008-09-25,10,7,30
2008-09-26,27,19,56
2008-09-27,3,7,19
2008-09-28,8,2,12
2008-09-29,10,7,30
2008-09-30,14,18,53
2008-10-01,14,5,31
2008-10-02,9,7,27
2008-10-03,9,7,50
2008-10-04,5,4,37
2008-10-05,8,3,57
2008-10-06,13,4,68
2008-10-07,18,7,41
2008-10-08,15,11,17
2008-10-09,11,2,8
2008-10-10,11,13,32
2008-10-11,10,2,15
2008-10-12,7,0,36
2008-10-13,10,1,33
2008-10-14,13,6,44
2008-10-15,17,9,62
2008-10-16,18,20,34
2008-10-17,7,10,64
2008-10-18,7,6,18
2008-10-19,9,1,8
2008-10-20,10,13,47
2008-10-21,14,11,56
2008-10-22,13,10,50
2008-10-23,7,7,28
2008-10-24,16,14,63
2008-10-25,3,8,22
2008-10-26,2,4,28
2008-10-27,11,3,62
2008-10-28,7,2,43
2008-10-29,19,22,49
2008-10-30,9,14,53
2008-10-31,14,11,52
2008-11-01,17,4,6
2008-11-02,6,3,21
2008-11-03,23,12,45
2008-11-04,11,10,60
2008-11-05,22,15,44
2008-11-06,17,15,33
2008-11-07,21,8,48
2008-11-08,1,4,47
2008-11-09,5,0,17
2008-11-10,17,6,52
2008-11-11,11,5,71
2008-11-12,25,8,79
2008-11-13,16,8,68
2008-11-14,20,8,35
2008-11-15,14,5,31
2008-11-16,17,1,51
2008-11-17,9,9,36
2008-11-18,15,17,85
2008-11-19,23,36,97
2008-11-20,21,11,66
2008-11-21,17,9,71
2008-11-22,15,2,43
2008-11-23,9,2,24
2008-11-24,18,19,61
2008-11-25,15,10,42
2008-11-26,12,3,58
2008-11-27,9,1,51
2008-11-28,7,0,29
2008-11-29,13,0,27
2008-11-30,6,0,45
2008-12-01,15,2,65
2008-12-02,30,6,54
2008-12-03,18,12,57
2008-12-04,12,8,39
2008-12-05,26,11,43
2008-12-06,16,2,18
2008-12-07,7,0,42
2008-12-08,16,2,47
2008-12-09,27,10,63
2008-12-10,15,13,40
2008-12-11,12,10,40
2008-12-12,20,8,47
2008-12-13,8,1,30
2008-12-14,5,1,14
2008-12-15,10,8,37
2008-12-16,7,6,51
2008-12-17,7,8,51
2008-12-18,17,4,47
2008-12-19,11,21,33
2008-12-20,4,2,23
2008-12-21,18,6,20
2008-12-22,7,1,41
2008-12-23,5,1,49
2008-12-24,2,0,18
2008-12-25,1,0,9
2008-12-26,2,1,13
2008-12-27,5,0,6
2008-12-28,2,0,8
2008-12-29,10,0,18
2008-12-30,13,3,3
2008-12-31,6,0,18
2009-01-01,4,0,11
2009-01-02,10,0,39
2009-01-03,12,0,13
2009-01-04,16,0,30
2009-01-05,27,4,98
2009-01-06,25,18,41
2009-01-07,19,14,45
2009-01-08,9,9,57
2009-01-09,17,14,56
2009-01-10,6,3,15
2009-01-11,11,0,28
2009-01-12,22,0,52
2009-01-13,25,4,67
2009-01-14,19,6,28
2009-01-15,13,11,38
2009-01-16,20,38,86
2009-01-17,12,1,49
2009-01-18,10,0,39
2009-01-19,4,0,53
2009-01-20,14,7,64
2009-01-21,11,9,76
2009-01-22,13,3,58
2009-01-23,6,7,56
2009-01-24,8,2,39
2009-01-25,3,0,25
2009-01-26,9,11,85
2009-01-27,8,15,58
2009-01-28,17,5,81
2009-01-29,12,4,62
2009-01-30,13,11,98
2009-01-31,8,3,33
2009-02-01,2,2,8
2009-02-02,14,3,63
2009-02-03,12,5,98
2009-02-04,7,5,98
2009-02-05,11,11,69
2009-02-06,10,10,68
2009-02-07,5,8,68
2009-02-08,3,5,44
2009-02-09,15,4,49
2009-02-10,16,7,55
2009-02-11,9,4,62
2009-02-12,17,4,60
2009-02-13,16,7,91
2009-02-14,2,1,48
2009-02-15,5,3,33
2009-02-16,7,4,62
2009-02-17,16,12,100
2009-02-18,16,4,101
2009-02-19,11,0,79
2009-02-20,8,7,92
2009-02-21,15,1,41
2009-02-22,5,1,39
2009-02-23,8,0,40
2009-02-24,8,6,51
2009-02-25,13,1,52
2009-02-26,7,3,73
2009-02-27,10,2,51
2009-02-28,7,2,60
2009-03-01,18,0,51
2009-03-02,9,0,80
2009-03-03,12,11,61
2009-03-04,13,7,103
2009-03-05,9,21,74
2009-03-06,9,12,77
2009-03-07,5,7,34
2009-03-08,5,5,34
2009-03-09,8,1,81
2009-03-10,7,13,71
2009-03-11,15,13,79
2009-03-12,12,6,81
2009-03-13,6,12,113
2009-03-14,3,0,22
2009-03-15,3,0,20
2009-03-16,12,3,23
2009-03-17,22,7,54
2009-03-18,13,8,105
2009-03-19,8,4,52
2009-03-20,3,9,65
2009-03-21,2,3,32
2009-03-22,7,0,33
2009-03-23,9,3,61
2009-03-24,11,13,66
2009-03-25,14,10,51
2009-03-26,7,4,60
2009-03-27,29,9,63
2009-03-28,41,3,69
2009-03-29,23,0,54
2009-03-30,32,6,53
2009-03-31,35,20,71
2009-04-01,27,7,90
2009-04-02,23,8,52
2009-04-03,14,14,46
2009-04-04,19,1,16
2009-04-05,11,0,12
2009-04-06,25,1,31
2009-04-07,44,10,68
2009-04-08,46,3,61
2009-04-09,49,9,60
2009-04-10,53,7,79
2009-04-11,10,2,30
2009-04-12,6,1,48
2009-04-13,16,9,64
2009-04-14,14,8,65
2009-04-15,50,10,110
2009-04-16,61,16,65
2009-04-17,68,10,62
2009-04-18,26,3,80
2009-04-19,17,1,63
2009-04-20,75,10,61
2009-04-21,20,9,85
2009-04-22,59,11,79
2009-04-23,18,1,64
2009-04-24,62,5,57
2009-04-25,24,5,68
2009-04-26,24,1,47
2009-04-27,22,3,73
2009-04-28,36,8,57
2009-04-29,62,3,79
2009-04-30,19,15,51
2009-05-01,7,1,59
2009-05-02,10,5,32
2009-05-03,14,2,159
2009-05-04,14,3,76
2009-05-05,14,8,45
2009-05-06,47,12,52
2009-05-07,21,10,44
2009-05-08,19,22,71
2009-05-09,8,0,31
2009-05-10,19,0,19
2009-05-11,13,3,58
2009-05-12,21,7,61
2009-05-13,17,6,67
2009-05-14,25,11,49
2009-05-15,32,12,64
2009-05-16,15,7,39
2009-05-17,12,1,19
2009-05-18,22,11,68
2009-05-19,17,10,64
2009-05-20,15,9,47
2009-05-21,18,15,32
2009-05-22,13,12,50
2009-05-23,10,11,32
2009-05-24,10,2,23
2009-05-25,10,1,19
2009-05-26,16,9,32
2009-05-27,26,15,54
2009-05-28,18,8,32
2009-05-29,19,11,33
2009-05-30,6,1,51
2009-05-31,11,5,26
2009-06-01,24,0,29
2009-06-02,26,8,30
2009-06-03,29,15,60
2009-06-04,16,17,61
2009-06-05,19,8,51
2009-06-06,3,10,29
2009-06-07,20,12,20
2009-06-08,21,6,37
2009-06-09,16,11,25
2009-06-10,20,3,8
2009-06-11,13,2,31
2009-06-12,21,1,54
2009-06-13,12,0,30
2009-06-14,3,0,28
2009-06-15,14,3,65
2009-06-16,36,16,77
2009-06-17,23,9,74
2009-06-18,22,6,58
2009-06-19,31,9,52
2009-06-20,11,1,33
2009-06-21,15,0,27
2009-06-22,38,10,50
2009-06-23,37,7,100
2009-06-24,25,5,103
2009-06-25,25,17,77
2009-06-26,24,10,119
2009-06-27,15,3,38
2009-06-28,10,0,14
2009-06-29,16,9,59
2009-06-30,34,5,86
2009-07-01,22,8,89
2009-07-02,17,15,63
2009-07-03,8,10,39
2009-07-04,17,1,9
2009-07-05,4,1,17
2009-07-06,14,12,62
2009-07-07,25,36,79
2009-07-08,13,9,77
2009-07-09,25,11,103
2009-07-10,25,13,82
2009-07-11,13,2,59
2009-07-12,11,0,32
2009-07-13,47,10,96
2009-07-14,21,25,130
2009-07-15,30,14,131
2009-07-16,13,7,246
2009-07-17,14,23,103
2009-07-18,12,1,72
2009-07-19,6,0,28
2009-07-20,28,8,75
2009-07-21,14,13,153
2009-07-22,29,3,107
2009-07-23,44,0,90
2009-07-24,20,1,96
2009-07-25,12,0,75
2009-07-26,6,1,58
2009-07-27,26,14,93
2009-07-28,26,18,103
2009-07-29,21,20,134
2009-07-30,22,11,82
2009-07-31,29,12,101
2009-08-01,9,5,67
2009-08-02,15,0,84
2009-08-03,12,5,84
2009-08-04,13,12,84
2009-08-05,10,16,114
2009-08-06,23,8,84
2009-08-07,13,20,73
2009-08-08,4,4,77
2009-08-09,9,4,21
2009-08-10,22,5,75
2009-08-11,16,8,118
2009-08-12,31,18,100
2009-08-13,9,18,83
2009-08-14,30,12,74
2009-08-15,5,3,79
2009-08-16,15,0,52
2009-08-17,34,9,46
2009-08-18,12,11,76
2009-08-19,13,13,108
2009-08-20,17,14,58
2009-08-21,11,11,95
2009-08-22,8,9,71
2009-08-23,14,1,82
2009-08-24,18,13,71
2009-08-25,24,8,86
2009-08-26,14,14,94
2009-08-27,15,17,99
2009-08-28,22,19,79
2009-08-29,8,5,40
2009-08-30,13,5,52
2009-08-31,10,18,69
2009-09-01,14,22,82
2009-09-02,31,13,78
2009-09-03,27,22,105
2009-09-04,21,8,51
2009-09-05,7,0,35
2009-09-06,6,2,30
2009-09-07,15,0,30
2009-09-08,31,8,88
2009-09-09,23,9,89
2009-09-10,26,9,66
2009-09-11,16,6,84
2009-09-12,9,0,56
2009-09-13,8,0,56
2009-09-14,15,7,64
2009-09-15,14,18,96
2009-09-16,26,10,87
2009-09-17,23,9,60
2009-09-18,17,18,73
2009-09-19,7,7,24
2009-09-20,12,0,79
2009-09-21,16,8,56
2009-09-22,70,13,80
2009-09-23,25,2,60
2009-09-24,23,15,49
2009-09-25,22,13,67
2009-09-26,7,1,51
2009-09-27,14,0,57
2009-09-28,19,9,56
2009-09-29,22,10,62
2009-09-30,21,15,50
2009-10-01,20,8,34
2009-10-02,22,4,17
2009-10-03,6,9,14
2009-10-04,2,0,8
2009-10-05,27,10,45
2009-10-06,18,21,55
2009-10-07,30,10,59
2009-10-08,26,6,65
2009-10-09,19,13,62
2009-10-10,18,2,40
2009-10-11,15,3,67
2009-10-12,21,14,75
2009-10-13,19,11,106
2009-10-14,26,11,68
2009-10-15,25,27,59
2009-10-16,24,17,61
2009-10-17,25,0,85
2009-10-18,1,0,61
2009-10-19,17,9,94
2009-10-20,26,19,85
2009-10-21,15,4,91
2009-10-22,20,21,67
2009-10-23,20,13,39
2009-10-24,10,2,27
2009-10-25,6,4,56
2009-10-26,20,5,59
2009-10-27,26,7,114
2009-10-28,33,7,74
2009-10-29,23,5,75
2009-10-30,31,9,73
2009-10-31,8,2,54
2009-11-01,8,12,41
2009-11-02,16,29,63
2009-11-03,27,13,100
2009-11-04,29,31,74
2009-11-05,17,55,90
2009-11-06,20,39,75
2009-11-07,10,16,99
2009-11-08,15,24,54
2009-11-09,13,28,111
2009-11-10,13,26,112
2009-11-11,15,41,118
2009-11-12,19,18,118
2009-11-13,24,16,94
2009-11-14,5,13,72
2009-11-15,5,19,51
2009-11-16,15,11,90
2009-11-17,19,26,148
2009-11-18,24,37,88
2009-11-19,21,14,104
2009-11-20,20,32,88
2009-11-21,16,1,46
2009-11-22,8,0,54
2009-11-23,30,7,73
2009-11-24,22,23,63
2009-11-25,131,9,73
2009-11-26,25,0,65
2009-11-27,15,0,43
2009-11-28,12,0,23
2009-11-29,6,4,51
2009-11-30,101,21,63
2009-12-01,20,12,77
2009-12-02,25,24,59
2009-12-03,19,16,115
2009-12-04,24,22,115
2009-12-05,10,10,55
2009-12-06,6,4,41
2009-12-07,25,7,75
2009-12-08,14,2,67
2009-12-09,9,18,75
2009-12-10,20,14,53
2009-12-11,25,16,78
2009-12-12,3,3,37
2009-12-13,7,6,21
2009-12-14,24,8,82
2009-12-15,22,14,77
2009-12-16,10,20,82
2009-12-17,22,11,56
2009-12-18,11,8,75
2009-12-19,6,2,54
2009-12-20,3,0,13
2009-12-21,8,5,47
2009-12-22,15,6,85
2009-12-23,18,11,136
2009-12-24,9,4,58
2009-12-25,1,0,13
2009-12-26,7,1,5
2009-12-27,3,1,7
2009-12-28,8,5,57
2009-12-29,10,13,38
2009-12-30,13,1,39
2009-12-31,8,1,54
2010-01-01,17,0,31
2010-01-02,11,1,27
2010-01-03,16,1,15
2010-01-04,25,1,65
2010-01-05,21,5,228
2010-01-06,11,18,49
2010-01-07,21,12,59
2010-01-08,14,11,28
2010-01-09,23,2,44
2010-01-10,12,1,37
2010-01-11,16,8,68
2010-01-12,14,11,55
2010-01-13,18,13,90
2010-01-14,37,11,71
2010-01-15,15,11,91
2010-01-16,9,2,69
2010-01-17,15,0,22
2010-01-18,17,3,82
2010-01-19,14,14,113
2010-01-20,24,9,91
2010-01-21,14,0,65
2010-01-22,11,5,106
2010-01-23,4,4,69
2010-01-24,4,1,50
2010-01-25,15,10,76
2010-01-26,29,21,129
2010-01-27,23,16,75
2010-01-28,19,15,51
2010-01-29,15,8,83
2010-01-30,2,9,45
2010-01-31,13,0,29
2010-02-01,8,11,57
2010-02-02,8,19,113
2010-02-03,19,3,87
2010-02-04,9,18,47
2010-02-05,18,13,91
2010-02-06,18,4,36
2010-02-07,17,3,13
2010-02-08,10,5,75
2010-02-09,15,8,98
2010-02-10,24,16,86
2010-02-11,23,8,89
2010-02-12,9,4,87
2010-02-13,2,0,71
2010-02-14,7,0,48
2010-02-15,13,0,71
2010-02-16,13,12,95
2010-02-17,21,14,102
2010-02-18,19,7,81
2010-02-19,21,20,55
2010-02-20,10,6,0
2010-02-21,8,1,54
2010-02-22,21,11,47
2010-02-23,18,9,121
2010-02-24,23,7,70
2010-02-25,11,14,92
2010-02-26,21,13,79
2010-02-27,8,1,50
2010-02-28,10,1,59
2010-03-01,22,1,90
2010-03-02,20,5,78
2010-03-03,22,6,69
2010-03-04,12,10,57
2010-03-05,6,11,63
2010-03-06,4,5,34
2010-03-07,3,2,34
2010-03-08,22,6,66
2010-03-09,15,14,72
2010-03-10,11,7,88
2010-03-11,10,4,83
2010-03-12,14,5,75
2010-03-13,18,2,53
2010-03-14,4,0,61
2010-03-15,13,5,53
2010-03-16,20,9,72
2010-03-17,13,11,60
2010-03-18,22,4,82
2010-03-19,22,15,92
2010-03-20,9,4,59
2010-03-21,6,4,14
2010-03-22,21,1,61
2010-03-23,17,10,74
2010-03-24,18,18,80
2010-03-25,7,14,83
2010-03-26,20,13,77
2010-03-27,6,2,42
2010-03-28,3,2,41
2010-03-29,13,10,58
2010-03-30,18,20,85
2010-03-31,32,15,66
2010-04-01,23,8,52
2010-04-02,14,3,74
2010-04-03,3,0,38
2010-04-04,2,1,62
2010-04-05,3,6,84
2010-04-06,34,18,60
2010-04-07,40,5,111
2010-04-08,18,6,74
2010-04-09,27,14,58
2010-04-10,8,2,32
2010-04-11,9,10,33
2010-04-12,22,5,72
2010-04-13,28,8,77
2010-04-14,25,6,92
2010-04-15,21,5,73
2010-04-16,39,6,106
2010-04-17,16,0,59
2010-04-18,8,3,30
2010-04-19,20,5,53
2010-04-20,23,2,82
2010-04-21,22,16,60
2010-04-22,22,5,76
2010-04-23,11,3,60
2010-04-24,11,0,55
2010-04-25,12,0,23
2010-04-26,23,6,50
2010-04-27,44,28,36
2010-04-28,16,16,57
2010-04-29,16,10,60
2010-04-30,24,14,66
2010-05-01,8,5,42
2010-05-02,13,0,13
2010-05-03,12,15,59
2010-05-04,23,6,43
2010-05-05,24,8,58
2010-05-06,32,4,66
2010-05-07,23,7,85
2010-05-08,12,3,26
2010-05-09,11,2,12
2010-05-10,23,1,45
2010-05-11,28,4,59
2010-05-12,24,0,69
2010-05-13,20,3,61
2010-05-14,21,3,83
2010-05-15,19,3,33
2010-05-16,19,0,27
2010-05-17,33,1,65
2010-05-18,14,2,65
2010-05-19,25,9,55
2010-05-20,24,8,80
2010-05-21,25,15,64
2010-05-22,10,5,25
2010-05-23,16,3,17
2010-05-24,16,22,37
2010-05-25,37,6,52
2010-05-26,36,5,91
2010-05-27,32,6,85
2010-05-28,37,7,85
2010-05-29,26,1,26
2010-05-30,18,1,23
2010-05-31,15,8,18
2010-06-01,27,11,33
2010-06-02,39,7,51
2010-06-03,26,12,45
2010-06-04,28,3,54
2010-06-05,25,3,17
2010-06-06,15,1,0
2010-06-07,26,4,40
2010-06-08,20,7,60
2010-06-09,46,12,101
2010-06-10,39,6,31
2010-06-11,32,6,53
2010-06-12,14,5,42
2010-06-13,12,0,16
2010-06-14,46,7,38
2010-06-15,25,4,64
2010-06-16,28,6,75
2010-06-17,53,0,54
2010-06-18,43,2,80
2010-06-19,8,5,36
2010-06-20,7,7,8
2010-06-21,34,11,76
2010-06-22,75,9,83
2010-06-23,41,3,49
2010-06-24,24,2,90
2010-06-25,34,0,83
2010-06-26,17,0,38
2010-06-27,9,0,16
2010-06-28,23,10,74
2010-06-29,33,10,102
2010-06-30,40,15,101
2010-07-01,10,15,87
2010-07-02,46,9,78
2010-07-03,23,0,27
2010-07-04,18,0,24
2010-07-05,34,1,24
2010-07-06,22,0,89
2010-07-07,19,1,92
2010-07-08,33,2,76
2010-07-09,29,5,90
2010-07-10,11,1,23
2010-07-11,8,0,43
2010-07-12,43,12,97
2010-07-13,30,9,72
2010-07-14,20,8,65
2010-07-15,26,20,71
2010-07-16,16,7,78
2010-07-17,5,5,44
2010-07-18,5,0,27
2010-07-19,17,7,84
2010-07-20,24,5,150
2010-07-21,22,14,81
2010-07-22,31,5,75
2010-07-23,41,2,69
2010-07-24,8,0,34
2010-07-25,11,3,16
2010-07-26,17,12,67
2010-07-27,42,11,73
2010-07-28,27,4,78
2010-07-29,21,10,105
2010-07-30,15,14,53
2010-07-31,10,0,19
2010-08-01,6,1,15
2010-08-02,14,1,72
2010-08-03,9,19,57
2010-08-04,30,4,88
2010-08-05,25,15,94
2010-08-06,26,7,69
2010-08-07,9,2,35
2010-08-08,15,0,28
2010-08-09,18,7,58
2010-08-10,28,12,91
2010-08-11,84,5,100
2010-08-12,15,17,71
2010-08-13,8,7,64
2010-08-14,14,2,22
2010-08-15,11,1,29
2010-08-16,9,7,88
2010-08-17,18,9,101
2010-08-18,18,5,109
2010-08-19,22,9,86
2010-08-20,26,3,99
2010-08-21,13,1,50
2010-08-22,9,2,34
2010-08-23,12,4,78
2010-08-24,10,7,123
2010-08-25,14,21,108
2010-08-26,10,19,110
2010-08-27,22,10,76
2010-08-28,10,0,59
2010-08-29,6,3,66
2010-08-30,20,7,79
2010-08-31,21,9,104
2010-09-01,27,9,87
2010-09-02,27,13,125
2010-09-03,39,7,110
2010-09-04,12,5,31
2010-09-05,11,1,35
2010-09-06,34,1,56
2010-09-07,32,14,91
2010-09-08,36,8,101
2010-09-09,73,17,93
2010-09-10,60,19,83
2010-09-11,9,7,35
2010-09-12,8,16,19
2010-09-13,20,10,75
2010-09-14,20,10,74
2010-09-15,28,6,96
2010-09-16,22,14,81
2010-09-17,20,3,85
2010-09-18,14,2,48
2010-09-19,13,3,16
2010-09-20,24,16,32
2010-09-21,20,5,107
2010-09-22,26,17,70
2010-09-23,18,12,67
2010-09-24,22,29,44
2010-09-25,8,2,21
2010-09-26,12,0,1
2010-09-27,20,12,91
2010-09-28,31,10,61
2010-09-29,23,14,98
2010-09-30,75,16,101
2010-10-01,20,5,112
2010-10-02,7,0,39
2010-10-03,8,1,22
2010-10-04,28,3,63
2010-10-05,33,2,112
2010-10-06,48,13,92
2010-10-07,54,13,109
2010-10-08,49,2,81
2010-10-09,26,1,32
2010-10-10,16,0,18
2010-10-11,66,11,80
2010-10-12,46,16,86
2010-10-13,25,9,72
2010-10-14,36,10,73
2010-10-15,35,10,90
2010-10-16,15,2,27
2010-10-17,14,4,15
2010-10-18,45,14,73
2010-10-19,25,7,101
2010-10-20,24,17,70
2010-10-21,42,17,87
2010-10-22,56,12,91
2010-10-23,11,0,22
2010-10-24,11,1,20
2010-10-25,17,11,67
2010-10-26,57,14,76
2010-10-27,27,8,83
2010-10-28,25,14,90
2010-10-29,19,7,118
2010-10-30,7,4,68
2010-10-31,10,4,34
2010-11-01,26,18,87
2010-11-02,50,6,105
2010-11-03,46,6,69
2010-11-04,41,10,49
2010-11-05,29,14,43
2010-11-06,19,4,46
2010-11-07,11,0,18
2010-11-08,28,6,64
2010-11-09,42,5,117
2010-11-10,48,9,74
2010-11-11,34,4,77
2010-11-12,38,8,79
2010-11-13,27,3,64
2010-11-14,12,0,73
2010-11-15,33,0,91
2010-11-16,39,0,98
2010-11-17,27,2,124
2010-11-18,25,8,100
2010-11-19,33,5,95
2010-11-20,14,1,36
2010-11-21,21,1,42
2010-11-22,29,4,29
2010-11-23,24,2,74
2010-11-24,24,1,47
2010-11-25,17,0,29
2010-11-26,27,1,19
2010-11-27,16,1,36
2010-11-28,8,1,42
2010-11-29,26,5,78
2010-11-30,21,10,128
2010-12-01,24,4,95
2010-12-02,33,9,74
2010-12-03,27,5,94
2010-12-04,8,0,62
2010-12-05,7,3,34
2010-12-06,31,13,78
2010-12-07,24,28,115
2010-12-08,28,29,81
2010-12-09,45,17,91
2010-12-10,24,5,110
2010-12-11,10,1,11
2010-12-12,7,4,29
2010-12-13,28,18,70
2010-12-14,37,17,74
2010-12-15,47,14,98
2010-12-16,28,17,66
2010-12-17,25,12,89
2010-12-18,22,0,48
2010-12-19,33,0,47
2010-12-20,14,2,84
2010-12-21,41,2,74
2010-12-22,35,0,68
2010-12-23,20,5,48
2010-12-24,12,1,21
2010-12-25,4,0,8
2010-12-26,9,0,15
2010-12-27,5,3,13
2010-12-28,10,0,23
2010-12-29,14,0,23
2010-12-30,23,1,10
2010-12-31,22,0,6
2011-01-01,5,0,26
2011-01-02,15,0,36
2011-01-03,22,2,66
2011-01-04,33,13,62
2011-01-05,21,14,54
2011-01-06,20,6,53
2011-01-07,19,8,48
2011-01-08,13,5,55
2011-01-09,12,3,41
2011-01-10,20,5,46
2011-01-11,32,15,81
2011-01-12,28,16,46
2011-01-13,22,11,64
2011-01-14,46,11,76
2011-01-15,6,1,54
2011-01-16,15,3,49
2011-01-17,37,1,49
2011-01-18,14,14,69
2011-01-19,43,31,56
2011-01-20,15,32,81
2011-01-21,29,9,55
2011-01-22,17,3,40
2011-01-23,5,0,39
2011-01-24,18,10,67
2011-01-25,55,12,75
2011-01-26,37,12,78
2011-01-27,25,13,84
2011-01-28,18,7,47
2011-01-29,12,4,45
2011-01-30,14,4,13
2011-01-31,30,16,43
2011-02-01,26,24,64
2011-02-02,22,18,41
2011-02-03,23,23,69
2011-02-04,11,13,59
2011-02-05,10,6,51
2011-02-06,9,0,16
2011-02-07,23,6,34
