,gcc-mirror/gcc,golang/go,llvm/llvm-project
2015-02-08,12,7,39
2015-02-09,23,11,70
2015-02-10,28,13,131
2015-02-11,23,22,111
2015-02-12,22,17,84
2015-02-13,27,34,188
2015-02-14,6,10,77
2015-02-15,4,4,77
2015-02-16,16,8,113
2015-02-17,20,29,113
2015-02-18,24,14,176
2015-02-19,17,21,145
2015-02-20,41,22,144
2015-02-21,6,8,56
2015-02-22,7,3,41
2015-02-23,14,30,86
2015-02-24,16,15,100
2015-02-25,23,38,163
2015-02-26,31,27,123
2015-02-27,26,12,102
2015-02-28,6,11,65
2015-03-01,11,20,37
2015-03-02,31,28,113
2015-03-03,27,30,138
2015-03-04,23,24,138
2015-03-05,21,31,108
2015-03-06,17,15,95
2015-03-07,6,3,43
2015-03-08,11,4,33
2015-03-09,16,8,107
2015-03-10,34,12,143
2015-03-11,16,12,95
2015-03-12,22,18,128
2015-03-13,20,10,101
2015-03-14,5,8,53
2015-03-15,2,7,46
2015-03-16,17,26,99
2015-03-17,10,25,125
2015-03-18,18,10,91
2015-03-19,16,15,89
2015-03-20,14,28,78
2015-03-21,11,3,34
2015-03-22,9,0,23
2015-03-23,21,13,115
2015-03-24,26,27,93
2015-03-25,24,10,78
2015-03-26,23,11,102
2015-03-27,27,15,119
2015-03-28,7,11,32
2015-03-29,6,1,20
2015-03-30,9,16,115
2015-03-31,16,12,118
2015-04-01,8,16,72
2015-04-02,14,21,85
2015-04-03,11,20,74
2015-04-04,4,5,42
2015-04-05,2,0,28
2015-04-06,7,12,98
2015-04-07,18,24,110
2015-04-08,18,38,76
2015-04-09,20,20,92
2015-04-10,22,24,117
2015-04-11,8,11,35
2015-04-12,17,15,15
2015-04-13,17,32,101
2015-04-14,24,13,134
2015-04-15,22,22,100
2015-04-16,14,36,88
2015-04-17,30,30,91
2015-04-18,3,9,18
2015-04-19,3,2,21
2015-04-20,15,16,67
2015-04-21,21,31,67
2015-04-22,35,22,96
2015-04-23,30,11,99
2015-04-24,22,22,106
2015-04-25,2,1,19
2015-04-26,2,11,15
2015-04-27,25,24,91
2015-04-28,47,24,98
2015-04-29,34,32,107
2015-04-30,44,22,103
2015-05-01,30,21,68
2015-05-02,28,5,24
2015-05-03,4,6,3
2015-05-04,18,12,62
2015-05-05,26,20,83
2015-05-06,23,41,118
2015-05-07,13,21,113
2015-05-08,15,6,107
2015-05-09,39,3,22
2015-05-10,12,2,22
2015-05-11,30,28,77
2015-05-12,62,19,139
2015-05-13,61,16,96
2015-05-14,10,21,85
2015-05-15,15,29,77
2015-05-16,24,4,41
2015-05-17,7,3,15
2015-05-18,32,17,92
2015-05-19,61,16,94
2015-05-20,34,8,93
2015-05-21,33,11,112
2015-05-22,71,16,90
2015-05-23,11,3,34
2015-05-24,15,0,16
2015-05-25,15,2,34
2015-05-26,52,8,100
2015-05-27,35,13,101
2015-05-28,32,16,139
2015-05-29,14,8,103
2015-05-30,11,5,33
2015-05-31,8,2,35
2015-06-01,70,8,97
2015-06-02,34,15,89
2015-06-03,32,35,82
2015-06-04,13,22,132
2015-06-05,24,29,72
2015-06-06,10,5,36
2015-06-07,3,4,32
2015-06-08,26,7,79
2015-06-09,27,14,77
2015-06-10,16,7,50
2015-06-11,18,14,72
2015-06-12,16,14,71
2015-06-13,8,4,43
2015-06-14,7,15,15
2015-06-15,14,17,76
2015-06-16,27,18,80
2015-06-17,21,25,104
2015-06-18,14,25,101
2015-06-19,42,20,88
2015-06-20,3,2,33
2015-06-21,1,2,22
2015-06-22,27,13,98
2015-06-23,25,9,117
2015-06-24,34,13,91
2015-06-25,51,14,126
2015-06-26,35,34,123
2015-06-27,5,7,32
2015-06-28,4,2,23
2015-06-29,23,36,102
2015-06-30,41,18,105
2015-07-01,33,7,81
2015-07-02,21,9,100
2015-07-03,18,2,68
2015-07-04,5,0,17
2015-07-05,19,7,25
2015-07-06,31,2,94
2015-07-07,18,11,120
2015-07-08,34,1,107
2015-07-09,36,8,106
2015-07-10,30,9,93
2015-07-11,4,9,11
2015-07-12,3,9,17
2015-07-13,17,19,83
2015-07-14,34,13,147
2015-07-15,33,56,99
2015-07-16,28,15,95
2015-07-17,30,13,87
2015-07-18,4,9,32
2015-07-19,2,1,24
2015-07-20,19,12,77
2015-07-21,14,24,110
2015-07-22,19,27,110
2015-07-23,26,27,83
2015-07-24,43,9,107
2015-07-25,17,0,47
2015-07-26,5,4,25
2015-07-27,18,46,91
2015-07-28,19,34,137
2015-07-29,22,21,89
2015-07-30,19,31,86
2015-07-31,18,16,87
2015-08-01,3,0,30
2015-08-02,7,3,14
2015-08-03,30,10,60
2015-08-04,42,27,72
2015-08-05,23,23,163
2015-08-06,20,20,109
2015-08-07,12,5,75
2015-08-08,12,0,30
2015-08-09,5,0,21
2015-08-10,12,5,108
2015-08-11,16,12,158
2015-08-12,28,9,121
2015-08-13,27,6,141
2015-08-14,17,2,118
2015-08-15,3,4,35
2015-08-16,4,1,23
2015-08-17,14,6,56
2015-08-18,18,10,121
2015-08-19,18,10,126
2015-08-20,21,3,109
2015-08-21,24,19,108
2015-08-22,6,5,29
2015-08-23,7,2,23
2015-08-24,32,16,85
2015-08-25,24,17,75
2015-08-26,22,15,110
2015-08-27,28,11,111
2015-08-28,12,19,100
2015-08-29,9,13,13
2015-08-30,1,6,34
2015-08-31,20,16,106
2015-09-01,19,13,93
2015-09-02,12,8,122
2015-09-03,30,16,86
2015-09-04,18,21,76
2015-09-05,1,12,34
2015-09-06,2,5,18
2015-09-07,8,12,23
2015-09-08,29,18,125
2015-09-09,16,25,106
2015-09-10,35,25,148
2015-09-11,17,13,129
2015-09-12,8,7,24
2015-09-13,16,2,16
2015-09-14,23,12,107
2015-09-15,34,17,111
2015-09-16,15,16,116
2015-09-17,30,14,85
2015-09-18,18,17,108
2015-09-19,6,6,37
2015-09-20,12,5,32
2015-09-21,23,10,90
2015-09-22,22,7,124
2015-09-23,19,18,96
2015-09-24,21,8,97
2015-09-25,20,8,86
2015-09-26,9,0,37
2015-09-27,6,2,16
2015-09-28,25,7,68
2015-09-29,29,9,93
2015-09-30,26,10,99
2015-10-01,29,9,130
2015-10-02,53,14,110
2015-10-03,7,6,32
2015-10-04,8,3,31
2015-10-05,31,7,78
2015-10-06,34,16,123
2015-10-07,24,4,152
2015-10-08,23,11,134
2015-10-09,26,18,133
2015-10-10,7,4,41
2015-10-11,11,2,43
2015-10-12,18,4,128
2015-10-13,19,5,126
2015-10-14,17,10,94
2015-10-15,12,6,122
2015-10-16,49,9,109
2015-10-17,3,4,46
2015-10-18,10,9,36
2015-10-19,16,23,94
2015-10-20,73,24,111
2015-10-21,44,22,96
2015-10-22,21,16,114
2015-10-23,64,17,83
2015-10-24,6,0,54
2015-10-25,9,1,53
2015-10-26,79,14,100
2015-10-27,55,7,89
2015-10-28,30,20,113
2015-10-29,30,14,85
2015-10-30,31,18,56
2015-10-31,21,1,28
2015-11-01,5,4,10
2015-11-02,17,4,97
2015-11-03,25,16,141
2015-11-04,18,11,84
2015-11-05,13,23,143
2015-11-06,44,6,117
2015-11-07,22,5,41
2015-11-08,9,10,17
2015-11-09,50,6,105
2015-11-10,39,19,107
2015-11-11,39,19,143
2015-11-12,73,62,140
2015-11-13,59,24,131
2015-11-14,15,12,43
2015-11-15,10,7,26
2015-11-16,36,16,78
2015-11-17,58,18,97
2015-11-18,51,22,118
2015-11-19,31,22,98
2015-11-20,37,21,114
2015-11-21,17,5,48
2015-11-22,9,1,37
2015-11-23,29,9,100
2015-11-24,49,25,105
2015-11-25,45,18,69
2015-11-26,51,8,63
2015-11-27,24,2,31
2015-11-28,5,5,25
2015-11-29,8,3,37
2015-11-30,24,7,70
2015-12-01,34,15,123
2015-12-02,57,17,87
2015-12-03,19,21,99
2015-12-04,45,18,130
2015-12-05,5,19,55
2015-12-06,9,2,18
2015-12-07,35,15,78
2015-12-08,33,5,104
2015-12-09,36,17,98
2015-12-10,50,11,120
2015-12-11,23,14,77
2015-12-12,8,2,38
2015-12-13,9,0,31
2015-12-14,22,17,101
2015-12-15,22,20,127
2015-12-16,44,23,132
2015-12-17,40,50,84
2015-12-18,35,17,82
2015-12-19,6,3,48
2015-12-20,10,0,19
2015-12-21,16,2,85
2015-12-22,23,7,76
2015-12-23,11,0,42
2015-12-24,6,4,48
2015-12-25,5,0,30
2015-12-26,1,0,23
2015-12-27,2,0,24
2015-12-28,9,1,49
2015-12-29,6,11,77
2015-12-30,4,2,51
2015-12-31,6,2,26
2016-01-01,8,1,4
2016-01-02,3,1,7
2016-01-03,4,1,27
2016-01-04,15,8,72
2016-01-05,18,18,79
2016-01-06,14,40,122
2016-01-07,14,22,112
2016-01-08,23,36,117
2016-01-09,7,5,35
2016-01-10,7,5,26
2016-01-11,31,8,120
2016-01-12,33,7,121
2016-01-13,30,29,143
2016-01-14,28,15,116
2016-01-15,48,3,113
2016-01-16,16,3,40
2016-01-17,6,0,26
2016-01-18,38,6,68
2016-01-19,37,10,114
2016-01-20,27,6,98
2016-01-21,49,10,77
2016-01-22,27,6,118
2016-01-23,9,3,61
2016-01-24,8,15,14
2016-01-25,16,7,76
2016-01-26,40,17,128
2016-01-27,37,29,104
2016-01-28,32,4,103
2016-01-29,25,15,125
2016-01-30,6,1,30
2016-01-31,8,1,25
2016-02-01,24,4,93
2016-02-02,24,11,145
2016-02-03,16,6,107
2016-02-04,33,13,107
2016-02-05,25,6,78
2016-02-06,2,2,49
2016-02-07,4,2,52
2016-02-08,24,7,96
2016-02-09,20,9,150
2016-02-10,20,4,133
2016-02-11,15,3,150
2016-02-12,22,5,123
2016-02-13,5,2,71
2016-02-14,10,0,24
2016-02-15,19,0,54
2016-02-16,23,10,95
2016-02-17,20,7,107
2016-02-18,12,11,94
2016-02-19,29,22,85
2016-02-20,10,12,71
2016-02-21,2,23,42
2016-02-22,18,16,82
2016-02-23,27,21,100
2016-02-24,27,32,98
2016-02-25,11,30,113
2016-02-26,35,37,144
2016-02-27,6,12,59
2016-02-28,8,14,39
2016-02-29,16,22,71
2016-03-01,33,23,145
2016-03-02,35,25,109
