,exercism/exercism,freecodecamp/freecodecamp,ossu/computer-science
2020-06-17,0,0.3867223225015626,0
2020-06-18,0,-0.4668808217640623,0
2020-06-19,2,1.895578363534375,0
2020-06-20,0,-0.5552951472812502,0
2020-06-21,0,-1.1007270898562502,0
2020-06-22,0,2.3532981871546874,0
2020-06-23,0,3.7264323936718746,0
2020-06-24,0,-1.1051891596953127,0
2020-06-25,0,-1.1809403712468747,0
2020-06-26,0,1.3538162730187502,0
2020-06-27,0,-1.0296440872796877,0
2020-06-28,0,-0.5252332939640625,0
2020-06-29,0,0.6644202030171875,0
2020-06-30,0,2.453977618453125,0
2020-07-01,0,-0.20353159727656278,0
2020-07-02,0,4.1951444920703125,0
2020-07-03,0,-0.8751604607328125,0
2020-07-04,0,-1.0664611835312496,0
2020-07-05,0,0.4177290610343751,0
2020-07-06,0,-0.6788326112499999,0
2020-07-07,0,0.6102068494843751,0
2020-07-08,0,7.414204600220312,0
2020-07-09,0,0.2801433122859369,0
2020-07-10,0,1.0588554791890628,0
2020-07-11,0,-1.8382371454296873,0
2020-07-12,0,0.12293906301718782,0
