,pytorch/vision,tensorflow/models,huggingface/transformers
2020-09-26,0,0.15624615544374976,0
2020-09-27,0,-0.3119631216750003,2
2020-09-28,4,5.203607812803125,14
2020-09-29,6,-0.10706283132656313,11
2020-09-30,2,3.645831610009375,16
2020-10-01,3,1.9745696558218748,27
2020-10-02,1,8.079742633456249,1
2020-10-03,1,-2.7612634462421877,0
2020-10-04,0,-2.6990635514609367,2
2020-10-05,6,1.4813188230203127,19
2020-10-06,5,5.0557504099249995,16
2020-10-07,9,0.8048902520734371,13
2020-10-08,1,6.340173103457813,8
2020-10-09,2,0.927036700525,14
2020-10-10,0,-3.333773748085938,2
2020-10-11,1,-1.6802053165921873,3
2020-10-12,4,0.9751518147843752,11
2020-10-13,3,8.658250733453125,10
2020-10-14,7,-0.7958453645578132,12
2020-10-15,1,0.4853894640578127,13
2020-10-16,5,0.8176645274281249,12
2020-10-17,0,-0.0561998029234374,3
2020-10-18,0,-1.6256687911640624,1
2020-10-19,0,3.1311285775,17
2020-10-20,2,3.18018299146875,14
2020-10-21,7,7.597865847128125,24
2020-10-22,7,10.867380808625,22
2020-10-23,6,2.8000360637546873,11
2020-10-24,0,-2.315988437495312,2
2020-10-25,0,-0.45335337322968705,1
2020-10-26,6,6.130459766034376,26
2020-10-27,7,3.6081318891875,21
2020-10-28,1,4.4160273382406245,11
