,rust-lang/rust,apple/swift,JetBrains/kotlin
2015-06-26,25,33,7
2015-06-27,21,19,13
2015-06-28,9,8,0
2015-06-29,32,19,54
2015-06-30,57,25,19
2015-07-01,37,41,16
2015-07-02,28,35,10
2015-07-03,26,7,30
2015-07-04,28,3,6
2015-07-05,35,0,0
2015-07-06,35,12,29
2015-07-07,29,21,33
2015-07-08,46,49,17
2015-07-09,32,40,66
2015-07-10,27,48,60
2015-07-11,27,25,1
2015-07-12,32,8,0
2015-07-13,38,44,7
2015-07-14,39,22,12
2015-07-15,11,36,24
2015-07-16,47,48,94
2015-07-17,37,51,42
2015-07-18,33,28,0
2015-07-19,24,13,5
2015-07-20,52,27,9
2015-07-21,46,50,88
2015-07-22,63,41,28
2015-07-23,45,38,30
2015-07-24,60,40,43
2015-07-25,34,36,0
2015-07-26,35,30,0
2015-07-27,32,31,13
2015-07-28,52,31,47
2015-07-29,53,28,45
2015-07-30,32,39,30
2015-07-31,31,60,28
2015-08-01,16,31,0
2015-08-02,21,12,0
2015-08-03,20,25,28
2015-08-04,40,39,22
2015-08-05,37,16,8
2015-08-06,41,23,24
2015-08-07,23,17,51
2015-08-08,16,11,1
2015-08-09,21,1,1
2015-08-10,27,22,41
2015-08-11,66,19,29
2015-08-12,109,28,9
2015-08-13,78,40,9
2015-08-14,28,17,14
2015-08-15,36,3,7
2015-08-16,40,6,0
2015-08-17,81,17,12
2015-08-18,42,36,35
2015-08-19,39,30,48
2015-08-20,26,16,7
2015-08-21,29,25,15
2015-08-22,49,16,0
2015-08-23,25,6,10
2015-08-24,42,15,42
2015-08-25,67,19,24
2015-08-26,44,44,29
2015-08-27,44,35,40
2015-08-28,28,14,51
2015-08-29,23,11,9
2015-08-30,29,12,0
2015-08-31,37,3,81
2015-09-01,51,20,31
2015-09-02,41,30,38
2015-09-03,60,31,62
2015-09-04,66,21,54
2015-09-05,31,20,0
2015-09-06,49,11,7
2015-09-07,27,17,150
2015-09-08,30,37,153
2015-09-09,29,32,49
2015-09-10,43,39,52
2015-09-11,32,35,35
2015-09-12,19,11,10
2015-09-13,15,0,1
2015-09-14,40,21,27
2015-09-15,32,29,22
2015-09-16,25,34,18
2015-09-17,56,28,6
2015-09-18,25,34,89
2015-09-19,52,7,9
2015-09-20,44,10,0
2015-09-21,29,28,54
2015-09-22,30,29,38
2015-09-23,19,21,45
2015-09-24,47,21,28
2015-09-25,32,35,170
2015-09-26,44,11,2
2015-09-27,31,4,3
2015-09-28,15,22,19
2015-09-29,27,32,43
2015-09-30,62,25,29
2015-10-01,53,35,88
2015-10-02,54,18,30
2015-10-03,23,8,51
2015-10-04,11,8,2
2015-10-05,25,14,27
2015-10-06,37,25,26
2015-10-07,47,25,123
2015-10-08,60,32,35
2015-10-09,32,45,76
2015-10-10,19,17,9
2015-10-11,19,19,48
2015-10-12,29,17,34
2015-10-13,53,31,46
2015-10-14,41,22,84
2015-10-15,46,11,61
2015-10-16,31,18,97
2015-10-17,22,8,11
2015-10-18,25,4,12
2015-10-19,40,18,172
2015-10-20,31,20,32
2015-10-21,25,23,34
2015-10-22,31,12,41
2015-10-23,44,14,5
2015-10-24,26,22,13
2015-10-25,31,8,1
2015-10-26,32,12,70
2015-10-27,38,21,34
2015-10-28,49,27,53
2015-10-29,33,0,29
2015-10-30,15,0,58
2015-10-31,11,3,9
2015-11-01,19,0,0
2015-11-02,19,19,67
2015-11-03,58,39,40
2015-11-04,32,30,52
2015-11-05,47,42,50
2015-11-06,24,45,46
2015-11-07,17,29,0
2015-11-08,26,27,0
2015-11-09,30,15,43
2015-11-10,41,33,66
2015-11-11,51,29,47
2015-11-12,51,56,30
2015-11-13,32,45,27
2015-11-14,27,29,0
2015-11-15,23,18,0
2015-11-16,41,45,23
2015-11-17,54,64,32
2015-11-18,20,46,60
2015-11-19,58,42,42
2015-11-20,44,21,50
2015-11-21,16,9,4
2015-11-22,25,2,0
2015-11-23,31,23,32
2015-11-24,33,13,28
2015-11-25,40,3,31
2015-11-26,41,4,20
2015-11-27,15,5,56
2015-11-28,14,5,6
2015-11-29,13,10,4
2015-11-30,39,38,50
2015-12-01,26,18,44
2015-12-02,37,26,55
2015-12-03,23,207,10
2015-12-04,29,166,7
2015-12-05,24,96,1
2015-12-06,23,68,0
2015-12-07,16,87,13
2015-12-08,27,108,33
2015-12-09,33,65,54
2015-12-10,30,130,33
2015-12-11,26,100,32
2015-12-12,22,55,7
2015-12-13,32,214,6
2015-12-14,26,83,51
2015-12-15,23,70,50
2015-12-16,45,154,6
2015-12-17,39,81,53
2015-12-18,55,94,52
2015-12-19,30,86,18
2015-12-20,13,48,0
2015-12-21,26,101,20
2015-12-22,21,107,8
2015-12-23,41,104,27
2015-12-24,6,69,6
2015-12-25,22,22,38
2015-12-26,8,27,10
2015-12-27,11,20,0
2015-12-28,18,31,21
2015-12-29,21,31,37
2015-12-30,40,26,17
2015-12-31,22,43,1
2016-01-01,17,61,0
2016-01-02,29,27,0
2016-01-03,18,27,0
2016-01-04,40,46,0
2016-01-05,27,26,1
2016-01-06,58,59,0
2016-01-07,42,38,12
2016-01-08,16,56,4
2016-01-09,16,43,0
2016-01-10,11,23,0
2016-01-11,29,25,7
2016-01-12,48,62,44
2016-01-13,41,51,64
2016-01-14,81,55,56
2016-01-15,37,44,28
2016-01-16,38,38,2
2016-01-17,29,31,15
2016-01-18,33,26,23
2016-01-19,31,30,81
2016-01-20,34,78,18
2016-01-21,42,74,53
2016-01-22,38,90,111
2016-01-23,35,47,2
2016-01-24,16,43,3
2016-01-25,25,40,18
2016-01-26,55,57,37
2016-01-27,30,79,32
2016-01-28,30,50,53
2016-01-29,52,45,17
2016-01-30,31,34,3
2016-01-31,32,6,0
2016-02-01,44,32,46
2016-02-02,55,63,30
2016-02-03,52,52,30
2016-02-04,45,55,17
2016-02-05,33,39,15
2016-02-06,27,70,7
2016-02-07,26,28,1
2016-02-08,39,47,34
2016-02-09,48,59,20
2016-02-10,29,63,24
2016-02-11,82,45,23
2016-02-12,56,57,5
2016-02-13,62,29,10
2016-02-14,43,22,2
2016-02-15,45,37,11
2016-02-16,22,51,21
2016-02-17,38,36,25
2016-02-18,38,62,12
2016-02-19,33,47,17
2016-02-20,26,65,37
2016-02-21,23,10,5
2016-02-22,21,52,1
2016-02-23,22,68,2
2016-02-24,45,65,15
2016-02-25,25,104,20
2016-02-26,42,58,41
2016-02-27,44,35,15
2016-02-28,29,23,1
2016-02-29,23,36,1
2016-03-01,28,50,11
2016-03-02,47,66,55
2016-03-03,28,66,90
2016-03-04,51,40,23
2016-03-05,28,38,0
2016-03-06,27,8,0
2016-03-07,55,48,2
2016-03-08,49,100,12
2016-03-09,53,92,16
2016-03-10,45,103,22
2016-03-11,37,72,15
2016-03-12,46,61,1
2016-03-13,52,29,1
2016-03-14,70,49,28
2016-03-15,49,77,15
2016-03-16,25,67,31
2016-03-17,118,92,3
2016-03-18,55,79,25
2016-03-19,42,36,0
2016-03-20,23,16,0
2016-03-21,67,48,5
2016-03-22,33,85,4
2016-03-23,57,44,8
2016-03-24,45,97,33
2016-03-25,71,90,26
2016-03-26,70,48,0
2016-03-27,41,19,0
2016-03-28,44,80,18
2016-03-29,59,56,40
2016-03-30,55,54,73
2016-03-31,50,58,30
2016-04-01,35,84,13
2016-04-02,34,39,0
2016-04-03,22,20,1
2016-04-04,33,39,77
2016-04-05,41,41,61
2016-04-06,70,50,20
2016-04-07,49,48,7
2016-04-08,29,67,79
2016-04-09,16,36,8
2016-04-10,17,18,0
2016-04-11,52,32,10
2016-04-12,24,50,20
2016-04-13,35,65,7
2016-04-14,75,69,30
2016-04-15,51,61,30
2016-04-16,24,36,0
2016-04-17,36,30,1
2016-04-18,22,32,15
2016-04-19,37,47,35
2016-04-20,23,37,59
2016-04-21,30,52,29
2016-04-22,27,38,27
2016-04-23,18,34,11
2016-04-24,26,19,1
2016-04-25,27,65,63
2016-04-26,27,50,24
2016-04-27,23,34,42
2016-04-28,44,31,24
2016-04-29,21,69,40
2016-04-30,19,13,0
2016-05-01,20,14,0
2016-05-02,87,33,0
2016-05-03,60,34,1
2016-05-04,11,63,12
2016-05-05,24,59,34
2016-05-06,43,50,18
2016-05-07,45,35,0
2016-05-08,21,17,1
2016-05-09,74,36,0
2016-05-10,49,47,22
2016-05-11,85,51,39
2016-05-12,38,44,17
2016-05-13,35,25,24
2016-05-14,35,24,8
2016-05-15,40,14,4
2016-05-16,42,28,12
2016-05-17,26,34,9
2016-05-18,54,31,21
2016-05-19,31,24,23
2016-05-20,31,33,29
2016-05-21,26,27,0
2016-05-22,12,22,0
2016-05-23,46,33,27
2016-05-24,51,44,24
2016-05-25,34,67,35
2016-05-26,29,25,41
2016-05-27,52,54,6
2016-05-28,35,8,0
2016-05-29,17,22,0
2016-05-30,50,17,4
2016-05-31,55,49,8
2016-06-01,59,50,16
2016-06-02,37,50,21
2016-06-03,33,44,21
2016-06-04,19,49,0
2016-06-05,56,27,2
2016-06-06,28,34,11
2016-06-07,42,40,92
2016-06-08,42,44,55
2016-06-09,66,50,56
2016-06-10,48,29,26
2016-06-11,23,14,0
2016-06-12,25,12,1
2016-06-13,31,22,9
2016-06-14,27,15,4
2016-06-15,24,37,19
2016-06-16,66,21,13
2016-06-17,24,29,6
2016-06-18,16,13,3
2016-06-19,16,38,13
2016-06-20,33,45,13
2016-06-21,43,62,36
2016-06-22,30,64,13
2016-06-23,43,60,13
2016-06-24,29,44,32
2016-06-25,29,35,44
2016-06-26,14,8,0
2016-06-27,27,20,27
2016-06-28,44,55,47
2016-06-29,44,50,26
2016-06-30,21,43,22
2016-07-01,42,54,11
2016-07-02,33,53,0
2016-07-03,28,24,5
2016-07-04,22,9,30
2016-07-05,34,55,23
2016-07-06,46,44,15
2016-07-07,29,73,16
2016-07-08,60,45,21
2016-07-09,16,16,3
2016-07-10,27,13,1
2016-07-11,23,25,32
2016-07-12,35,68,38
2016-07-13,36,65,31
2016-07-14,41,37,56
2016-07-15,35,40,18
2016-07-16,26,42,2
2016-07-17,25,33,0
2016-07-18,20,77,31
2016-07-19,31,73,35
2016-07-20,14,48,60
2016-07-21,25,66,35
2016-07-22,35,53,38
2016-07-23,7,71,2
2016-07-24,17,32,0
2016-07-25,18,68,21
2016-07-26,27,89,31
2016-07-27,34,48,29
2016-07-28,36,66,45
2016-07-29,53,111,39
2016-07-30,29,49,0
2016-07-31,24,20,0
2016-08-01,38,53,16
2016-08-02,41,37,2
2016-08-03,26,52,28
2016-08-04,38,72,3
2016-08-05,73,41,10
2016-08-06,42,18,0
2016-08-07,82,37,0
2016-08-08,72,55,52
2016-08-09,76,84,35
2016-08-10,44,49,81
2016-08-11,76,56,36
2016-08-12,27,38,37
2016-08-13,84,24,0
2016-08-14,52,10,0
2016-08-15,25,20,28
2016-08-16,31,28,143
2016-08-17,120,42,77
2016-08-18,59,27,44
2016-08-19,26,54,26
2016-08-20,38,17,6
2016-08-21,26,1,0
2016-08-22,40,34,32
2016-08-23,48,23,38
2016-08-24,39,33,29
2016-08-25,38,30,33
2016-08-26,19,26,33
2016-08-27,42,4,1
2016-08-28,41,30,0
2016-08-29,45,5,71
2016-08-30,61,19,24
2016-08-31,60,25,65
2016-09-01,53,29,49
2016-09-02,36,25,22
2016-09-03,40,38,0
2016-09-04,25,13,0
2016-09-05,56,7,31
2016-09-06,47,55,14
2016-09-07,41,35,52
2016-09-08,24,19,20
2016-09-09,18,30,36
2016-09-10,28,5,24
2016-09-11,34,19,0
2016-09-12,18,38,27
2016-09-13,60,46,28
2016-09-14,26,59,22
2016-09-15,42,65,23
2016-09-16,39,57,14
2016-09-17,14,16,0
2016-09-18,36,9,0
2016-09-19,29,30,30
2016-09-20,59,38,93
2016-09-21,14,29,7
2016-09-22,47,50,26
2016-09-23,35,55,14
2016-09-24,13,20,27
2016-09-25,26,25,0
2016-09-26,68,24,8
2016-09-27,67,17,32
2016-09-28,50,31,35
2016-09-29,40,41,38
2016-09-30,82,11,25
2016-10-01,40,17,2
2016-10-02,46,13,27
2016-10-03,46,43,34
2016-10-04,64,27,56
2016-10-05,29,30,55
2016-10-06,44,51,23
2016-10-07,43,24,50
2016-10-08,22,22,36
2016-10-09,21,9,0
2016-10-10,23,34,39
2016-10-11,43,55,76
2016-10-12,48,59,69
2016-10-13,20,37,54
2016-10-14,36,34,46
2016-10-15,29,42,1
2016-10-16,30,27,0
2016-10-17,32,35,19
2016-10-18,19,65,330
2016-10-19,62,42,19
2016-10-20,25,34,17
2016-10-21,63,45,22
2016-10-22,27,17,4
2016-10-23,16,20,1
2016-10-24,39,42,46
2016-10-25,26,61,32
2016-10-26,37,39,41
2016-10-27,27,21,40
2016-10-28,26,31,74
2016-10-29,12,19,0
2016-10-30,32,34,1
2016-10-31,36,52,18
2016-11-01,55,32,28
2016-11-02,41,75,18
2016-11-03,39,39,18
2016-11-04,40,29,2
2016-11-05,36,17,0
2016-11-06,25,21,0
2016-11-07,15,36,63
2016-11-08,39,23,60
2016-11-09,38,38,32
2016-11-10,53,22,16
2016-11-11,34,40,59
2016-11-12,67,41,0
2016-11-13,24,33,1
2016-11-14,31,36,17
2016-11-15,22,53,32
2016-11-16,28,42,55
2016-11-17,52,44,45
2016-11-18,43,55,47
2016-11-19,25,15,2
2016-11-20,38,28,0
2016-11-21,25,9,28
2016-11-22,30,14,69
2016-11-23,44,5,35
2016-11-24,26,26,33
2016-11-25,20,22,41
2016-11-26,20,14,2
2016-11-27,27,16,2
2016-11-28,37,33,23
2016-11-29,65,81,36
2016-11-30,30,40,39
2016-12-01,23,46,33
2016-12-02,26,79,29
2016-12-03,34,22,13
2016-12-04,24,22,1
2016-12-05,17,48,60
2016-12-06,32,66,25
2016-12-07,31,52,34
2016-12-08,27,49,58
2016-12-09,24,74,74
2016-12-10,13,38,0
2016-12-11,23,41,4
2016-12-12,32,62,45
2016-12-13,19,65,50
2016-12-14,46,57,21
2016-12-15,48,86,136
2016-12-16,17,40,32
2016-12-17,50,39,6
2016-12-18,28,60,0
2016-12-19,47,59,88
2016-12-20,84,71,42
2016-12-21,145,78,7
2016-12-22,39,52,29
2016-12-23,23,10,23
2016-12-24,24,3,1
2016-12-25,12,1,0
2016-12-26,17,16,19
2016-12-27,18,6,21
2016-12-28,37,4,19
2016-12-29,22,10,40
2016-12-30,97,3,19
2016-12-31,29,3,1
2017-01-01,18,11,0
2017-01-02,11,1,0
2017-01-03,49,20,0
2017-01-04,58,169,0
2017-01-05,34,80,1
2017-01-06,31,73,0
2017-01-07,23,57,0
2017-01-08,24,21,0
2017-01-09,31,68,29
2017-01-10,39,58,37
2017-01-11,23,71,59
2017-01-12,58,61,26
2017-01-13,34,102,80
2017-01-14,39,31,31
2017-01-15,22,18,7
2017-01-16,36,50,22
2017-01-17,54,44,7
2017-01-18,13,55,48
2017-01-19,43,58,42
2017-01-20,58,68,35
2017-01-21,27,35,5
2017-01-22,28,16,2
2017-01-23,17,41,44
2017-01-24,24,42,68
2017-01-25,31,52,77
2017-01-26,39,74,56
2017-01-27,26,67,76
2017-01-28,65,38,15
2017-01-29,18,26,2
2017-01-30,26,48,68
2017-01-31,27,33,26
2017-02-01,5,38,23
2017-02-02,43,42,40
2017-02-03,69,52,49
2017-02-04,59,39,0
2017-02-05,55,7,0
2017-02-06,38,77,42
2017-02-07,44,96,35
2017-02-08,73,67,74
2017-02-09,76,82,22
2017-02-10,75,64,15
2017-02-11,36,42,4
2017-02-12,32,36,2
2017-02-13,38,56,25
2017-02-14,27,77,7
2017-02-15,28,80,37
2017-02-16,39,72,30
2017-02-17,22,89,18
2017-02-18,32,85,2
2017-02-19,16,40,0
2017-02-20,37,90,12
2017-02-21,67,76,25
2017-02-22,24,59,45
2017-02-23,31,79,1
2017-02-24,36,80,19
2017-02-25,57,52,0
2017-02-26,27,18,0
2017-02-27,26,79,12
2017-02-28,72,117,27
2017-03-01,45,63,43
2017-03-02,34,71,21
2017-03-03,28,76,46
2017-03-04,22,14,0
2017-03-05,17,35,1
2017-03-06,24,79,24
2017-03-07,18,67,41
2017-03-08,26,60,4
2017-03-09,31,50,37
2017-03-10,48,57,44
2017-03-11,53,33,0
2017-03-12,35,18,0
2017-03-13,23,55,39
2017-03-14,61,104,33
2017-03-15,22,88,98
2017-03-16,14,75,18
2017-03-17,46,66,18
2017-03-18,28,45,0
2017-03-19,27,17,15
2017-03-20,35,50,94
2017-03-21,62,105,66
2017-03-22,54,85,75
2017-03-23,61,54,36
2017-03-24,33,78,45
2017-03-25,33,32,3
2017-03-26,29,42,11
2017-03-27,42,62,57
2017-03-28,28,67,32
2017-03-29,53,56,34
2017-03-30,77,77,62
2017-03-31,43,63,41
2017-04-01,19,65,7
2017-04-02,21,26,2
2017-04-03,27,62,40
2017-04-04,37,79,55
2017-04-05,49,90,22
2017-04-06,53,47,72
2017-04-07,41,80,29
2017-04-08,34,16,9
2017-04-09,31,15,8
2017-04-10,36,79,49
2017-04-11,52,86,36
2017-04-12,49,76,13
2017-04-13,45,93,52
2017-04-14,25,69,22
2017-04-15,54,51,0
2017-04-16,11,14,0
2017-04-17,19,77,49
2017-04-18,42,111,75
2017-04-19,21,63,58
2017-04-20,36,105,30
2017-04-21,42,85,59
2017-04-22,28,40,1
2017-04-23,29,54,0
2017-04-24,40,69,70
2017-04-25,43,87,16
2017-04-26,53,85,54
2017-04-27,31,83,47
2017-04-28,43,100,48
2017-04-29,19,47,1
2017-04-30,23,36,1
2017-05-01,53,67,0
2017-05-02,76,106,31
2017-05-03,62,108,32
2017-05-04,29,80,96
2017-05-05,49,79,53
2017-05-06,30,32,2
2017-05-07,39,28,4
2017-05-08,29,52,9
2017-05-09,54,66,5
2017-05-10,36,77,50
2017-05-11,95,88,33
2017-05-12,28,59,9
2017-05-13,53,56,0
2017-05-14,29,28,0
2017-05-15,36,58,15
2017-05-16,50,77,58
2017-05-17,32,83,52
2017-05-18,35,68,55
2017-05-19,35,89,27
2017-05-20,24,20,2
2017-05-21,21,12,1
2017-05-22,31,80,26
2017-05-23,51,77,27
2017-05-24,20,88,33
2017-05-25,72,73,11
2017-05-26,34,30,61
2017-05-27,26,32,4
2017-05-28,36,2,2
2017-05-29,14,24,22
2017-05-30,47,33,38
2017-05-31,44,56,53
2017-06-01,68,82,7
2017-06-02,44,76,10
2017-06-03,37,35,0
2017-06-04,46,22,0
2017-06-05,36,55,9
2017-06-06,58,54,46
2017-06-07,29,35,46
2017-06-08,30,31,37
2017-06-09,36,22,24
2017-06-10,22,8,2
2017-06-11,42,14,1
2017-06-12,67,27,4
2017-06-13,55,35,21
2017-06-14,38,91,38
2017-06-15,49,63,35
2017-06-16,36,62,20
2017-06-17,46,32,6
2017-06-18,33,3,1
2017-06-19,42,30,26
2017-06-20,62,56,53
2017-06-21,40,60,22
2017-06-22,52,78,27
2017-06-23,69,54,8
2017-06-24,56,23,4
2017-06-25,17,4,0
2017-06-26,20,47,26
2017-06-27,21,40,20
2017-06-28,36,73,20
2017-06-29,64,43,47
2017-06-30,32,51,11
2017-07-01,17,11,7
2017-07-02,17,5,0
2017-07-03,33,23,35
2017-07-04,48,3,16
2017-07-05,32,51,5
2017-07-06,35,56,34
2017-07-07,37,58,55
2017-07-08,25,3,13
2017-07-09,16,21,1
2017-07-10,37,37,61
2017-07-11,48,56,16
2017-07-12,48,57,30
2017-07-13,55,55,8
2017-07-14,23,34,50
2017-07-15,20,30,0
2017-07-16,13,17,0
2017-07-17,31,66,36
2017-07-18,32,57,52
2017-07-19,35,66,64
2017-07-20,80,26,38
2017-07-21,41,34,32
2017-07-22,45,14,0
2017-07-23,19,12,1
2017-07-24,50,72,23
2017-07-25,63,56,7
2017-07-26,45,81,42
2017-07-27,44,44,24
2017-07-28,92,37,41
2017-07-29,26,10,0
2017-07-30,44,3,5
2017-07-31,70,41,40
2017-08-01,95,50,22
2017-08-02,58,47,35
2017-08-03,38,34,14
2017-08-04,43,42,14
2017-08-05,24,2,0
2017-08-06,21,11,0
2017-08-07,50,30,133
2017-08-08,42,41,28
2017-08-09,57,60,28
2017-08-10,47,30,119
2017-08-11,74,59,15
2017-08-12,39,10,0
2017-08-13,48,2,0
2017-08-14,48,46,12
2017-08-15,43,40,29
2017-08-16,54,46,30
2017-08-17,37,34,16
2017-08-18,35,38,30
2017-08-19,15,25,0
2017-08-20,25,2,0
2017-08-21,41,33,7
2017-08-22,60,43,7
2017-08-23,42,48,45
2017-08-24,32,43,20
2017-08-25,52,46,17
2017-08-26,34,60,2
2017-08-27,41,41,0
2017-08-28,48,24,49
2017-08-29,55,69,60
2017-08-30,44,28,21
2017-08-31,44,53,28
2017-09-01,53,58,36
2017-09-02,39,4,0
2017-09-03,46,5,0
2017-09-04,43,14,45
2017-09-05,92,37,21
2017-09-06,30,38,31
2017-09-07,52,58,27
2017-09-08,24,33,34
2017-09-09,31,39,1
2017-09-10,46,29,1
2017-09-11,31,30,29
2017-09-12,35,75,47
2017-09-13,54,56,43
2017-09-14,45,130,41
2017-09-15,68,88,56
2017-09-16,50,24,15
2017-09-17,89,16,0
2017-09-18,59,56,23
2017-09-19,59,55,70
2017-09-20,42,61,74
2017-09-21,36,51,17
2017-09-22,29,69,10
