,jetbrains/kotlin,apache/groovy,scala/scala
2018-06-29,105,3,18
2018-06-30,2,0,0
2018-07-01,0,1,1
2018-07-02,26,4,11
2018-07-03,19,9,5
2018-07-04,33,5,5
2018-07-05,21,8,4
2018-07-06,14,2,12
2018-07-07,1,0,4
2018-07-08,1,11,0
2018-07-09,53,8,13
2018-07-10,47,2,30
2018-07-11,28,0,20
2018-07-12,53,2,8
2018-07-13,24,4,3
2018-07-14,1,0,4
2018-07-15,0,1,2
2018-07-16,30,0,14
2018-07-17,28,1,10
2018-07-18,33,1,12
2018-07-19,26,1,4
2018-07-20,49,0,8
2018-07-21,0,0,1
2018-07-22,0,0,2
2018-07-23,28,0,10
2018-07-24,14,0,7
2018-07-25,33,7,7
2018-07-26,13,0,12
2018-07-27,18,0,12
2018-07-28,0,2,2
2018-07-29,1,0,0
2018-07-30,11,0,8
2018-07-31,11,2,7
2018-08-01,21,1,6
2018-08-02,50,0,6
2018-08-03,26,5,17
2018-08-04,0,3,5
2018-08-05,0,3,6
2018-08-06,37,4,13
2018-08-07,50,3,34
2018-08-08,32,2,39
2018-08-09,53,4,28
2018-08-10,53,5,27
2018-08-11,4,11,8
2018-08-12,1,6,11
2018-08-13,35,1,11
2018-08-14,33,0,17
2018-08-15,30,0,24
2018-08-16,27,0,26
2018-08-17,46,1,0
2018-08-18,1,10,7
2018-08-19,2,13,5
2018-08-20,174,1,28
2018-08-21,58,2,9
2018-08-22,12,0,43
2018-08-23,69,1,10
2018-08-24,51,3,7
2018-08-25,7,6,2
2018-08-26,0,10,0
2018-08-27,29,0,5
2018-08-28,15,1,5
2018-08-29,18,0,14
2018-08-30,231,0,12
2018-08-31,68,1,8
2018-09-01,0,0,3
2018-09-02,0,1,1
2018-09-03,2,0,19
2018-09-04,35,0,10
2018-09-05,38,1,11
2018-09-06,96,0,6
2018-09-07,91,2,11
2018-09-08,45,6,0
2018-09-09,5,1,1
2018-09-10,60,0,8
2018-09-11,81,0,6
2018-09-12,54,3,6
2018-09-13,68,4,12
2018-09-14,51,7,11
2018-09-15,2,10,1
2018-09-16,12,3,1
2018-09-17,43,0,11
2018-09-18,67,0,19
2018-09-19,32,1,17
2018-09-20,42,0,16
2018-09-21,43,4,5
2018-09-22,3,3,2
2018-09-23,1,1,7
2018-09-24,18,1,7
2018-09-25,40,0,3
2018-09-26,65,2,11
2018-09-27,35,0,25
2018-09-28,24,0,20
2018-09-29,4,0,5
2018-09-30,2,1,2
2018-10-01,39,0,38
2018-10-02,18,0,18
2018-10-03,25,1,13
2018-10-04,7,6,6
2018-10-05,4,0,9
2018-10-06,0,14,3
2018-10-07,0,3,0
2018-10-08,14,0,4
2018-10-09,30,1,6
2018-10-10,26,2,4
2018-10-11,32,4,45
2018-10-12,33,2,3
2018-10-13,0,4,1
2018-10-14,6,3,1
2018-10-15,34,1,27
2018-10-16,43,2,26
2018-10-17,51,2,7
2018-10-18,26,1,5
2018-10-19,35,0,19
2018-10-20,0,11,1
2018-10-21,2,1,0
2018-10-22,34,0,1
2018-10-23,24,2,7
2018-10-24,38,0,8
2018-10-25,50,0,2
2018-10-26,27,0,7
2018-10-27,10,0,3
2018-10-28,0,2,0
2018-10-29,13,0,5
2018-10-30,10,0,5
2018-10-31,46,1,11
2018-11-01,30,2,11
2018-11-02,57,4,16
2018-11-03,0,1,0
2018-11-04,2,7,1
2018-11-05,0,1,6
2018-11-06,30,4,15
2018-11-07,35,2,9
2018-11-08,50,2,4
2018-11-09,16,0,6
2018-11-10,0,4,2
2018-11-11,0,0,5
2018-11-12,22,1,13
2018-11-13,40,0,1
2018-11-14,21,0,10
2018-11-15,14,0,4
2018-11-16,25,7,3
2018-11-17,5,5,1
2018-11-18,1,0,3
2018-11-19,14,3,4
2018-11-20,16,4,4
2018-11-21,91,0,10
2018-11-22,47,0,11
2018-11-23,47,2,3
2018-11-24,2,6,0
2018-11-25,0,1,0
2018-11-26,44,3,9
2018-11-27,52,2,9
2018-11-28,44,0,1
2018-11-29,43,0,2
2018-11-30,29,1,4
2018-12-01,1,3,3
2018-12-02,0,1,4
2018-12-03,7,1,5
2018-12-04,20,1,24
2018-12-05,33,1,12
2018-12-06,36,1,2
2018-12-07,29,1,2
2018-12-08,0,0,1
2018-12-09,1,1,5
2018-12-10,29,1,7
2018-12-11,63,1,16
2018-12-12,57,10,17
2018-12-13,37,1,6
2018-12-14,17,2,9
2018-12-15,3,2,8
2018-12-16,2,5,7
2018-12-17,13,1,9
2018-12-18,45,5,5
2018-12-19,12,0,11
2018-12-20,35,0,8
2018-12-21,34,0,4
2018-12-22,0,1,0
2018-12-23,0,1,1
2018-12-24,21,0,5
2018-12-25,26,0,3
2018-12-26,49,2,2
2018-12-27,13,9,1
2018-12-28,17,3,2
2018-12-29,6,0,0
2018-12-30,0,0,0
2018-12-31,0,0,1
2019-01-01,1,5,2
2019-01-02,6,0,2
2019-01-03,3,0,2
2019-01-04,0,1,5
2019-01-05,5,1,1
2019-01-06,0,1,3
2019-01-07,2,2,5
2019-01-08,5,0,8
2019-01-09,19,2,12
2019-01-10,41,0,16
2019-01-11,49,4,17
2019-01-12,0,0,4
2019-01-13,0,0,7
2019-01-14,35,0,9
2019-01-15,29,0,4
2019-01-16,29,2,11
2019-01-17,41,0,5
2019-01-18,31,0,6
2019-01-19,2,2,0
2019-01-20,1,0,1
2019-01-21,20,2,8
2019-01-22,10,2,8
2019-01-23,12,1,8
2019-01-24,34,2,17
2019-01-25,31,4,14
2019-01-26,3,1,1
2019-01-27,1,4,4
2019-01-28,48,1,12
2019-01-29,20,0,16
2019-01-30,25,0,6
2019-01-31,42,6,6
2019-02-01,19,6,15
2019-02-02,0,0,9
2019-02-03,5,0,5
2019-02-04,13,2,16
2019-02-05,26,3,10
2019-02-06,24,0,28
2019-02-07,30,0,10
2019-02-08,1,0,10
2019-02-09,0,1,7
2019-02-10,17,0,2
2019-02-11,6,4,5
2019-02-12,31,2,8
2019-02-13,25,0,8
2019-02-14,107,0,10
2019-02-15,35,0,6
2019-02-16,1,0,5
2019-02-17,22,0,8
2019-02-18,49,0,7
2019-02-19,81,6,13
2019-02-20,20,0,15
2019-02-21,26,3,7
2019-02-22,39,0,8
2019-02-23,1,0,3
2019-02-24,1,1,4
2019-02-25,116,1,3
2019-02-26,26,1,6
2019-02-27,22,0,11
2019-02-28,29,2,14
2019-03-01,33,0,10
2019-03-02,7,0,0
2019-03-03,2,1,4
2019-03-04,80,2,11
2019-03-05,52,1,14
2019-03-06,41,1,14
2019-03-07,33,3,21
2019-03-08,25,1,13
2019-03-09,2,4,10
2019-03-10,0,0,3
2019-03-11,16,0,20
2019-03-12,17,5,26
2019-03-13,30,4,13
2019-03-14,50,0,9
2019-03-15,56,1,7
2019-03-16,3,5,1
2019-03-17,0,1,0
2019-03-18,31,2,16
2019-03-19,49,5,9
2019-03-20,83,3,13
2019-03-21,58,11,28
2019-03-22,69,4,29
2019-03-23,10,2,8
2019-03-24,2,5,5
2019-03-25,45,1,11
2019-03-26,25,1,18
2019-03-27,41,0,123
2019-03-28,35,0,7
2019-03-29,34,0,5
2019-03-30,3,1,5
2019-03-31,3,7,4
2019-04-01,11,3,8
2019-04-02,29,2,7
2019-04-03,531,0,9
2019-04-04,68,3,5
2019-04-05,34,5,0
2019-04-06,6,0,1
2019-04-07,0,0,1
2019-04-08,29,20,3
2019-04-09,31,5,3
2019-04-10,67,4,3
2019-04-11,39,0,1
2019-04-12,30,7,9
2019-04-13,8,0,0
2019-04-14,0,0,1
2019-04-15,21,1,1
2019-04-16,30,10,8
2019-04-17,54,9,4
2019-04-18,28,13,5
2019-04-19,35,2,0
2019-04-20,0,3,0
2019-04-21,1,2,0
2019-04-22,62,2,1
2019-04-23,52,3,9
2019-04-24,31,1,21
2019-04-25,51,3,7
2019-04-26,37,0,8
2019-04-27,0,11,4
2019-04-28,1,1,0
2019-04-29,45,3,4
2019-04-30,154,4,3
2019-05-01,8,2,5
2019-05-02,4,1,6
2019-05-03,7,5,7
2019-05-04,1,8,3
2019-05-05,1,4,5
2019-05-06,62,9,12
2019-05-07,22,0,12
2019-05-08,21,2,9
2019-05-09,17,1,8
2019-05-10,7,5,0
2019-05-11,1,6,3
2019-05-12,0,2,0
2019-05-13,43,18,7
2019-05-14,34,10,3
2019-05-15,27,46,1
2019-05-16,15,60,2
2019-05-17,18,30,4
2019-05-18,70,2,2
2019-05-19,1,4,1
2019-05-20,28,3,2
2019-05-21,30,0,1
2019-05-22,30,1,5
2019-05-23,73,3,10
2019-05-24,43,8,14
2019-05-25,20,3,1
2019-05-26,7,1,10
2019-05-27,19,4,3
2019-05-28,124,1,24
2019-05-29,51,0,4
2019-05-30,85,0,0
2019-05-31,38,3,4
2019-06-01,0,5,0
2019-06-02,3,0,2
2019-06-03,38,0,3
2019-06-04,41,2,9
2019-06-05,47,2,0
2019-06-06,21,0,4
2019-06-07,37,1,1
2019-06-08,8,0,1
2019-06-09,1,0,7
2019-06-10,36,0,2
2019-06-11,27,4,0
2019-06-12,4,0,2
2019-06-13,49,0,1
2019-06-14,29,0,3
2019-06-15,5,2,4
2019-06-16,3,0,6
2019-06-17,26,1,2
2019-06-18,66,0,30
2019-06-19,36,0,11
2019-06-20,28,0,41
2019-06-21,19,0,0
2019-06-22,0,0,1
2019-06-23,0,0,1
2019-06-24,27,0,7
2019-06-25,49,0,4
2019-06-26,52,0,13
2019-06-27,70,0,12
2019-06-28,13,17,11
2019-06-29,7,5,4
2019-06-30,0,0,2
2019-07-01,28,1,4
2019-07-02,47,3,3
2019-07-03,14,3,6
2019-07-04,23,2,12
2019-07-05,15,0,2
2019-07-06,1,1,0
2019-07-07,0,6,0
2019-07-08,58,0,3
2019-07-09,26,0,2
2019-07-10,92,0,5
2019-07-11,36,0,13
2019-07-12,35,1,11
2019-07-13,2,3,1
2019-07-14,0,2,4
2019-07-15,13,1,23
2019-07-16,22,0,14
2019-07-17,66,1,17
2019-07-18,15,3,12
2019-07-19,25,1,8
2019-07-20,0,0,0
2019-07-21,1,4,0
