,ruby/ruby,python/cpython,php/php-src
2017-05-08,9,2,19
2017-05-09,14,7,11
2017-05-10,17,5,7
2017-05-11,8,3,1
2017-05-12,27,3,0
2017-05-13,12,5,3
2017-05-14,12,4,1
2017-05-15,16,10,15
2017-05-16,28,9,18
2017-05-17,12,7,19
2017-05-18,7,4,8
2017-05-19,25,3,4
2017-05-20,18,4,3
2017-05-21,14,2,1
2017-05-22,9,10,1
2017-05-23,13,14,8
2017-05-24,14,15,10
2017-05-25,17,5,11
2017-05-26,18,2,2
2017-05-27,22,9,16
2017-05-28,15,5,16
2017-05-29,15,5,14
2017-05-30,10,4,27
2017-05-31,5,2,11
2017-06-01,17,7,10
2017-06-02,7,5,18
2017-06-03,9,2,5
2017-06-04,2,5,3
2017-06-05,6,3,1
2017-06-06,10,10,8
2017-06-07,8,5,8
2017-06-08,11,9,9
2017-06-09,7,17,16
2017-06-10,2,13,1
2017-06-11,3,11,2
2017-06-12,10,7,5
2017-06-13,5,18,23
2017-06-14,8,10,2
2017-06-15,13,5,8
2017-06-16,8,12,5
2017-06-17,2,3,1
2017-06-18,6,1,10
2017-06-19,5,1,6
2017-06-20,7,8,40
2017-06-21,11,6,23
2017-06-22,11,4,17
2017-06-23,19,15,21
2017-06-24,3,6,0
2017-06-25,3,3,38
2017-06-26,9,8,3
2017-06-27,6,8,4
2017-06-28,15,14,6
2017-06-29,9,5,16
2017-06-30,3,10,2
2017-07-01,6,2,9
2017-07-02,1,2,2
2017-07-03,7,3,17
2017-07-04,7,6,36
2017-07-05,3,7,42
2017-07-06,5,4,9
2017-07-07,9,5,16
2017-07-08,3,3,13
2017-07-09,6,2,14
2017-07-10,4,6,29
2017-07-11,2,6,17
2017-07-12,7,4,18
2017-07-13,5,5,17
2017-07-14,13,4,12
2017-07-15,4,3,2
2017-07-16,7,2,10
2017-07-17,2,4,25
2017-07-18,12,5,35
2017-07-19,10,2,32
2017-07-20,8,5,28
2017-07-21,6,8,35
2017-07-22,7,3,29
2017-07-23,2,3,40
2017-07-24,2,9,39
2017-07-25,4,8,27
2017-07-26,8,8,31
2017-07-27,11,6,21
2017-07-28,5,8,21
2017-07-29,4,3,4
2017-07-30,6,6,36
2017-07-31,3,5,6
2017-08-01,5,8,25
2017-08-02,15,3,40
2017-08-03,13,5,14
2017-08-04,9,4,18
2017-08-05,2,1,0
2017-08-06,2,0,4
2017-08-07,4,3,10
2017-08-08,3,2,22
2017-08-09,3,8,6
2017-08-10,18,8,6
2017-08-11,4,1,4
2017-08-12,5,2,10
2017-08-13,6,0,12
2017-08-14,7,5,28
2017-08-15,12,6,33
2017-08-16,3,3,31
2017-08-17,8,6,9
2017-08-18,3,19,29
2017-08-19,6,0,31
2017-08-20,1,4,0
2017-08-21,4,9,7
2017-08-22,14,5,13
2017-08-23,5,1,10
2017-08-24,3,5,23
2017-08-25,7,5,17
2017-08-26,6,2,2
2017-08-27,5,2,6
2017-08-28,8,4,8
2017-08-29,10,5,19
2017-08-30,7,7,7
2017-08-31,12,0,24
2017-09-01,9,6,11
2017-09-02,8,0,7
2017-09-03,14,4,0
2017-09-04,5,28,30
2017-09-05,8,16,25
2017-09-06,13,17,23
2017-09-07,9,19,27
2017-09-08,10,17,11
2017-09-09,11,4,13
2017-09-10,10,5,6
2017-09-11,12,9,47
2017-09-12,17,7,72
2017-09-13,9,17,24
2017-09-14,25,20,9
2017-09-15,17,11,5
2017-09-16,5,3,0
2017-09-17,12,5,0
2017-09-18,8,7,25
2017-09-19,13,13,7
2017-09-20,13,6,12
2017-09-21,3,5,39
2017-09-22,4,6,2
2017-09-23,15,5,0
2017-09-24,10,10,14
2017-09-25,11,9,14
2017-09-26,12,3,10
2017-09-27,11,5,20
2017-09-28,8,3,10
2017-09-29,9,10,14
2017-09-30,15,7,5
2017-10-01,11,2,3
2017-10-02,10,7,24
2017-10-03,9,6,24
2017-10-04,6,8,12
2017-10-05,8,9,10
2017-10-06,6,8,8
2017-10-07,2,2,4
2017-10-08,8,4,9
2017-10-09,5,3,10
2017-10-10,7,4,29
2017-10-11,12,2,27
2017-10-12,5,6,9
2017-10-13,3,7,13
2017-10-14,6,3,2
2017-10-15,4,4,21
2017-10-16,7,5,24
2017-10-17,10,11,15
2017-10-18,8,3,14
2017-10-19,4,7,27
2017-10-20,7,2,33
2017-10-21,108,1,21
2017-10-22,39,6,7
2017-10-23,16,6,54
2017-10-24,23,11,46
2017-10-25,25,4,31
2017-10-26,27,10,31
2017-10-27,36,9,26
2017-10-28,37,4,12
2017-10-29,43,0,11
2017-10-30,8,2,85
2017-10-31,10,11,24
2017-11-01,12,7,13
2017-11-02,18,9,40
2017-11-03,6,7,8
2017-11-04,25,9,0
2017-11-05,12,3,0
2017-11-06,5,3,15
2017-11-07,40,20,17
2017-11-08,7,11,8
2017-11-09,12,5,1
2017-11-10,7,6,12
2017-11-11,3,8,0
2017-11-12,7,5,0
2017-11-13,8,5,23
2017-11-14,12,4,31
2017-11-15,10,12,25
2017-11-16,36,8,12
2017-11-17,13,2,20
2017-11-18,16,5,1
2017-11-19,11,3,0
2017-11-20,13,6,12
2017-11-21,8,7,16
2017-11-22,5,3,18
2017-11-23,6,15,5
2017-11-24,15,12,10
2017-11-25,5,10,5
2017-11-26,7,6,0
2017-11-27,8,10,20
2017-11-28,6,15,45
2017-11-29,15,10,19
2017-11-30,2,9,14
2017-12-01,28,10,9
2017-12-02,8,4,6
2017-12-03,18,5,4
2017-12-04,16,7,18
2017-12-05,19,14,24
2017-12-06,26,10,9
2017-12-07,11,4,13
2017-12-08,15,3,9
2017-12-09,7,6,14
2017-12-10,6,5,1
2017-12-11,26,8,16
2017-12-12,69,10,3
2017-12-13,21,11,6
2017-12-14,26,14,18
2017-12-15,22,15,17
2017-12-16,8,8,21
2017-12-17,11,2,7
2017-12-18,19,9,7
2017-12-19,17,13,8
2017-12-20,18,10,6
2017-12-21,19,10,18
2017-12-22,21,2,33
2017-12-23,16,8,2
2017-12-24,17,2,0
2017-12-25,19,5,2
2017-12-26,9,3,5
2017-12-27,18,0,8
2017-12-28,5,2,9
2017-12-29,2,4,3
2017-12-30,7,9,5
2017-12-31,11,2,0
2018-01-01,6,1,3
2018-01-02,37,2,39
2018-01-03,6,1,28
2018-01-04,13,6,16
2018-01-05,31,3,6
2018-01-06,8,7,4
2018-01-07,19,7,4
2018-01-08,34,1,2
2018-01-09,55,10,15
2018-01-10,13,1,11
2018-01-11,15,5,14
2018-01-12,20,8,26
2018-01-13,13,2,10
2018-01-14,12,1,3
2018-01-15,36,7,19
2018-01-16,19,7,24
2018-01-17,14,6,37
2018-01-18,44,4,8
2018-01-19,32,1,7
2018-01-20,26,7,0
2018-01-21,9,2,0
2018-01-22,4,6,16
2018-01-23,9,10,12
2018-01-24,14,15,12
2018-01-25,9,11,4
2018-01-26,21,11,10
2018-01-27,15,19,10
2018-01-28,7,21,5
2018-01-29,12,29,4
2018-01-30,19,19,5
2018-01-31,9,10,12
2018-02-01,6,5,9
2018-02-02,15,9,13
2018-02-03,11,3,17
2018-02-04,26,8,11
2018-02-05,26,5,20
2018-02-06,32,4,5
2018-02-07,25,1,0
2018-02-08,29,1,20
2018-02-09,12,7,9
2018-02-10,13,3,16
2018-02-11,25,7,5
2018-02-12,14,4,13
2018-02-13,10,6,9
2018-02-14,8,5,14
2018-02-15,7,0,19
2018-02-16,15,3,24
2018-02-17,8,6,30
2018-02-18,21,9,24
2018-02-19,6,2,31
2018-02-20,15,5,37
2018-02-21,13,3,8
2018-02-22,17,8,9
2018-02-23,9,7,8
2018-02-24,16,8,13
2018-02-25,7,9,0
2018-02-26,12,8,3
2018-02-27,15,12,32
2018-02-28,9,4,19
2018-03-01,8,3,14
2018-03-02,10,1,15
2018-03-03,4,1,0
2018-03-04,9,4,0
2018-03-05,9,4,30
2018-03-06,12,3,16
2018-03-07,9,2,10
2018-03-08,5,3,4
2018-03-09,8,4,6
2018-03-10,8,7,15
2018-03-11,7,11,11
2018-03-12,6,5,16
2018-03-13,16,5,27
2018-03-14,5,1,25
2018-03-15,17,0,5
2018-03-16,12,0,9
2018-03-17,14,2,2
2018-03-18,4,6,3
2018-03-19,13,2,8
2018-03-20,3,3,6
2018-03-21,9,7,6
2018-03-22,10,4,7
2018-03-23,2,6,16
2018-03-24,4,5,9
2018-03-25,4,9,5
2018-03-26,12,11,4
2018-03-27,3,3,34
2018-03-28,27,9,8
2018-03-29,6,2,8
2018-03-30,6,2,15
2018-03-31,8,2,3
2018-04-01,6,1,0
2018-04-02,5,3,3
2018-04-03,18,4,16
2018-04-04,15,5,1
2018-04-05,7,6,11
2018-04-06,5,4,5
2018-04-07,4,4,0
2018-04-08,10,2,0
2018-04-09,7,6,0
2018-04-10,3,2,8
2018-04-11,1,2,3
2018-04-12,9,0,12
2018-04-13,5,2,10
2018-04-14,14,2,5
2018-04-15,0,4,3
2018-04-16,6,4,0
2018-04-17,19,9,0
2018-04-18,1,2,1
2018-04-19,19,4,1
2018-04-20,9,8,1
2018-04-21,16,1,0
2018-04-22,12,1,0
2018-04-23,8,5,12
2018-04-24,3,0,25
2018-04-25,6,7,3
2018-04-26,6,1,12
2018-04-27,11,4,10
2018-04-28,20,1,11
2018-04-29,4,6,11
2018-04-30,9,10,3
2018-05-01,6,4,0
2018-05-02,12,5,2
2018-05-03,5,0,14
2018-05-04,7,2,0
2018-05-05,1,1,0
2018-05-06,2,2,6
2018-05-07,9,0,10
2018-05-08,9,4,10
2018-05-09,24,6,6
2018-05-10,8,2,0
2018-05-11,9,2,1
2018-05-12,8,0,0
2018-05-13,3,2,3
2018-05-14,9,15,14
2018-05-15,17,12,1
2018-05-16,9,16,1
2018-05-17,8,15,2
2018-05-18,8,4,14
2018-05-19,4,3,8
2018-05-20,5,15,4
2018-05-21,10,4,3
2018-05-22,9,10,5
2018-05-23,6,6,8
2018-05-24,5,8,0
2018-05-25,0,2,3
2018-05-26,0,6,7
2018-05-27,5,0,1
2018-05-28,6,17,15
2018-05-29,10,16,5
2018-05-30,7,10,6
2018-05-31,8,10,5
2018-06-01,8,11,1
2018-06-02,13,6,10
2018-06-03,4,4,4
2018-06-04,2,14,7
2018-06-05,17,13,16
2018-06-06,11,9,8
2018-06-07,11,10,3
2018-06-08,9,23,8
2018-06-09,3,7,19
2018-06-10,7,12,7
2018-06-11,9,14,12
2018-06-12,6,9,20
2018-06-13,15,3,18
2018-06-14,7,5,7
2018-06-15,8,12,7
2018-06-16,4,8,7
2018-06-17,11,0,12
2018-06-18,4,4,5
2018-06-19,6,11,7
2018-06-20,10,8,9
2018-06-21,1,5,18
2018-06-22,13,5,15
2018-06-23,11,6,0
2018-06-24,9,4,4
2018-06-25,8,4,24
2018-06-26,3,4,4
2018-06-27,20,15,17
2018-06-28,10,6,23
2018-06-29,10,6,17
2018-06-30,10,5,18
2018-07-01,6,1,3
2018-07-02,8,2,22
2018-07-03,15,4,19
2018-07-04,9,9,12
2018-07-05,9,8,28
2018-07-06,8,12,28
2018-07-07,7,14,18
2018-07-08,30,3,4
2018-07-09,15,10,20
2018-07-10,21,7,16
2018-07-11,11,12,9
2018-07-12,6,2,17
2018-07-13,2,2,5
2018-07-14,4,1,5
2018-07-15,6,0,3
2018-07-16,8,5,16
2018-07-17,11,4,22
2018-07-18,4,3,8
2018-07-19,3,2,12
2018-07-20,7,4,5
2018-07-21,4,10,7
2018-07-22,6,3,9
2018-07-23,8,11,12
2018-07-24,14,8,13
2018-07-25,21,10,8
2018-07-26,11,10,11
2018-07-27,12,4,7
2018-07-28,12,9,0
2018-07-29,15,6,17
2018-07-30,19,6,19
2018-07-31,16,8,21
2018-08-01,2,8,10
2018-08-02,9,6,17
2018-08-03,16,12,14
2018-08-04,7,0,34
2018-08-05,11,2,30
2018-08-06,6,5,26
2018-08-07,16,5,5
2018-08-08,15,2,4
2018-08-09,20,4,4
2018-08-10,22,2,0
2018-08-11,33,7,1
2018-08-12,13,6,8
2018-08-13,27,1,15
2018-08-14,10,2,8
2018-08-15,18,3,2
2018-08-16,17,3,14
2018-08-17,20,5,31
2018-08-18,32,1,8
2018-08-19,12,5,5
2018-08-20,10,2,6
2018-08-21,15,2,9
2018-08-22,11,5,33
2018-08-23,12,5,10
2018-08-24,5,10,3
2018-08-25,10,12,19
2018-08-26,3,2,5
2018-08-27,30,7,5
2018-08-28,6,6,16
2018-08-29,5,12,18
2018-08-30,3,2,15
2018-08-31,6,6,6
2018-09-01,7,3,6
2018-09-02,4,2,5
2018-09-03,2,6,14
2018-09-04,12,5,41
2018-09-05,13,1,16
2018-09-06,1,2,1
2018-09-07,8,15,5
2018-09-08,3,2,12
2018-09-09,9,0,17
2018-09-10,5,13,14
2018-09-11,14,31,25
2018-09-12,18,20,19
2018-09-13,13,16,17
2018-09-14,8,26,3
2018-09-15,10,3,9
2018-09-16,9,2,11
2018-09-17,2,17,23
2018-09-18,11,14,30
2018-09-19,9,9,19
2018-09-20,12,7,7
2018-09-21,12,9,13
2018-09-22,6,6,10
2018-09-23,1,6,13
2018-09-24,12,11,32
2018-09-25,17,16,14
2018-09-26,16,4,11
2018-09-27,5,6,4
2018-09-28,8,4,18
2018-09-29,13,5,11
2018-09-30,2,3,7
2018-10-01,4,4,12
2018-10-02,7,7,15
2018-10-03,11,3,52
2018-10-04,6,5,7
2018-10-05,6,10,21
2018-10-06,4,5,16
2018-10-07,21,1,2
2018-10-08,22,10,17
2018-10-09,8,7,23
2018-10-10,9,5,8
2018-10-11,18,4,15
2018-10-12,29,10,5
2018-10-13,25,7,23
2018-10-14,10,6,27
2018-10-15,7,6,11
2018-10-16,16,4,12
2018-10-17,14,4,21
2018-10-18,18,6,17
2018-10-19,28,21,2
2018-10-20,69,15,16
2018-10-21,36,8,7
2018-10-22,18,3,6
2018-10-23,30,11,16
2018-10-24,17,8,10
2018-10-25,5,11,12
2018-10-26,18,17,1
2018-10-27,17,5,3
2018-10-28,25,18,2
2018-10-29,11,13,16
2018-10-30,25,10,14
2018-10-31,16,8,6
2018-11-01,19,7,3
2018-11-02,14,4,3
2018-11-03,12,3,3
2018-11-04,19,11,9
2018-11-05,15,5,20
2018-11-06,26,9,6
2018-11-07,26,20,7
2018-11-08,23,3,3
2018-11-09,14,10,4
2018-11-10,9,4,16
2018-11-11,12,7,2
2018-11-12,17,9,4
2018-11-13,27,11,8
2018-11-14,15,7,15
2018-11-15,16,4,12
2018-11-16,26,7,3
2018-11-17,2,3,6
2018-11-18,19,2,13
2018-11-19,23,1,1
2018-11-20,81,9,35
2018-11-21,11,6,9
2018-11-22,23,11,1
2018-11-23,11,13,10
2018-11-24,20,1,10
2018-11-25,14,4,7
2018-11-26,34,18,15
2018-11-27,41,14,10
2018-11-28,28,7,12
2018-11-29,18,7,9
2018-11-30,8,11,1
2018-12-01,12,3,8
2018-12-02,16,1,22
2018-12-03,36,7,29
2018-12-04,29,8,10
2018-12-05,26,18,9
2018-12-06,33,10,3
2018-12-07,13,10,17
2018-12-08,12,2,30
2018-12-09,7,5,35
2018-12-10,18,10,14
2018-12-11,23,12,5
2018-12-12,33,5,4
2018-12-13,14,1,2
2018-12-14,14,10,0
2018-12-15,7,0,2
2018-12-16,9,3,4
2018-12-17,9,14,2
2018-12-18,18,10,15
2018-12-19,9,8,5
2018-12-20,17,11,1
2018-12-21,15,4,6
2018-12-22,10,4,0
2018-12-23,20,6,7
2018-12-24,14,8,7
2018-12-25,19,5,3
2018-12-26,16,7,32
2018-12-27,17,4,8
2018-12-28,24,7,8
2018-12-29,24,6,6
2018-12-30,14,5,3
2018-12-31,11,13,6
2019-01-01,14,0,0
2019-01-02,5,8,34
2019-01-03,10,3,5
2019-01-04,18,1,18
2019-01-05,13,1,1
2019-01-06,9,4,33
2019-01-07,6,3,32
2019-01-08,9,8,19
2019-01-09,10,6,12
2019-01-10,17,7,23
2019-01-11,5,6,9
2019-01-12,5,8,3
