,nim-lang/Nim,rust-lang/rust,golang/go
2022-11-06,6,69,0
2022-11-07,4,158,17
2022-11-08,3,78,23
2022-11-09,8,122,25
2022-11-10,6,95,32
2022-11-11,6,86,14
2022-11-12,7,85,0
2022-11-13,2,71,0
2022-11-14,7,72,18
2022-11-15,1,102,45
2022-11-16,3,70,32
2022-11-17,3,70,25
2022-11-18,1,97,24
2022-11-19,0,105,13
2022-11-20,0,106,0
2022-11-21,5,130,20
2022-11-22,9,80,18
2022-11-23,1,90,14
2022-11-24,4,86,3
2022-11-25,3,170,0
2022-11-26,6,80,0
2022-11-27,2,88,0
2022-11-28,4,100,11
2022-11-29,10,100,5
2022-11-30,3,65,7
2022-12-01,8,90,18
2022-12-02,2,87,14
2022-12-03,1,75,1
2022-12-04,2,54,0
2022-12-05,8,53,8
2022-12-06,8,106,9
2022-12-07,1,60,11
2022-12-08,8,59,8
2022-12-09,4,83,3
2022-12-10,5,60,1
2022-12-11,3,68,1
2022-12-12,9,68,6
2022-12-13,6,110,3
2022-12-14,0,112,6
2022-12-15,4,88,2
2022-12-16,7,70,4
2022-12-17,4,79,1
2022-12-18,1,53,0
2022-12-19,2,53,1
2022-12-20,4,91,0
2022-12-21,2,59,6
2022-12-22,9,74,6
2022-12-23,6,60,2
2022-12-24,1,42,0
2022-12-25,0,44,0
2022-12-26,2,22,0
2022-12-27,4,67,1
2022-12-28,7,110,1
2022-12-29,4,67,2
2022-12-30,1,52,0
2022-12-31,0,54,0
2023-01-01,2,39,0
2023-01-02,3,87,0
2023-01-03,1,66,3
2023-01-04,2,80,4
2023-01-05,0,56,2
2023-01-06,1,62,3
2023-01-07,0,53,0
2023-01-08,4,37,0
2023-01-09,1,172,7
2023-01-10,0,52,3
2023-01-11,2,133,3
2023-01-12,1,131,0
2023-01-13,1,106,3
2023-01-14,1,131,0
2023-01-15,0,49,0
2023-01-16,0,65,1
2023-01-17,2,100,42
2023-01-18,8,72,7
2023-01-19,1,76,19
2023-01-20,2,84,38
2023-01-21,1,83,3
2023-01-22,0,54,0
2023-01-23,0,100,12
2023-01-24,3,50,20
2023-01-25,2,64,16
2023-01-26,3,81,22
2023-01-27,3,151,14
2023-01-28,0,77,6
2023-01-29,1,57,1
2023-01-30,0,91,25
2023-01-31,2,95,31
2023-02-01,4,72,14
2023-02-02,2,73,17
2023-02-03,0,80,7
2023-02-04,0,30,9
2023-02-05,0,61,0
2023-02-06,0,65,15
2023-02-07,1,72,8
2023-02-08,2,52,10
2023-02-09,3,84,13
2023-02-10,0,89,20
2023-02-11,0,53,2
2023-02-12,1,56,0
2023-02-13,0,90,8
2023-02-14,5,139,8
2023-02-15,2,86,7
2023-02-16,4,95,8
2023-02-17,2,75,10
2023-02-18,0,98,1
2023-02-19,1,73,1
2023-02-20,1,93,1
2023-02-21,9,91,8
2023-02-22,5,83,14
2023-02-23,0,66,18
2023-02-24,4,42,12
2023-02-25,1,79,3
2023-02-26,4,82,0
2023-02-27,0,64,34
2023-02-28,2,79,26
2023-03-01,6,126,23
2023-03-02,7,66,10
2023-03-03,3,93,5
2023-03-04,3,80,1
2023-03-05,2,84,0
2023-03-06,4,75,13
2023-03-07,2,60,12
2023-03-08,1,98,5
2023-03-09,1,97,13
2023-03-10,3,104,25
2023-03-11,0,75,1
2023-03-12,3,78,0
2023-03-13,2,76,16
2023-03-14,0,87,11
2023-03-15,0,87,24
2023-03-16,3,86,17
2023-03-17,2,88,12
2023-03-18,0,47,4
2023-03-19,1,59,0
2023-03-20,11,70,8
2023-03-21,2,92,20
2023-03-22,1,91,21
2023-03-23,1,79,5
2023-03-24,0,75,20
2023-03-25,0,63,2
2023-03-26,0,61,0
2023-03-27,2,84,12
2023-03-28,5,81,16
2023-03-29,2,99,24
2023-03-30,4,105,12
2023-03-31,2,50,18
2023-04-01,2,33,0
2023-04-02,1,34,0
2023-04-03,2,105,7
2023-04-04,2,115,21
2023-04-05,0,91,16
2023-04-06,3,112,16
2023-04-07,1,70,20
2023-04-08,2,48,3
2023-04-09,0,85,0
2023-04-10,1,64,17
2023-04-11,7,101,30
2023-04-12,1,108,16
2023-04-13,4,99,16
2023-04-14,4,104,19
2023-04-15,0,47,0
2023-04-16,0,111,0
2023-04-17,10,90,11
2023-04-18,2,60,22
2023-04-19,5,83,12
2023-04-20,1,104,18
2023-04-21,7,94,24
2023-04-22,1,101,1
2023-04-23,3,70,0
2023-04-24,4,90,14
2023-04-25,1,93,9
2023-04-26,4,101,8
2023-04-27,0,109,8
2023-04-28,3,92,18
2023-04-29,3,95,0
2023-04-30,0,56,2
2023-05-01,1,64,7
2023-05-02,6,150,17
2023-05-03,4,68,20
2023-05-04,6,67,23
2023-05-05,4,120,23
2023-05-06,8,118,0
2023-05-07,2,64,0
2023-05-08,5,83,11
2023-05-09,4,70,16
2023-05-10,2,67,26
2023-05-11,12,72,28
2023-05-12,6,74,39
2023-05-13,0,63,1
2023-05-14,2,57,0
2023-05-15,2,79,9
2023-05-16,2,72,21
2023-05-17,2,54,29
2023-05-18,0,102,22
2023-05-19,4,39,45
2023-05-20,4,62,8
2023-05-21,3,44,0
2023-05-22,3,64,26
2023-05-23,5,75,57
2023-05-24,7,75,63
2023-05-25,3,105,29
2023-05-26,8,119,19
2023-05-27,11,46,3
2023-05-28,6,51,0
2023-05-29,4,66,0
2023-05-30,8,72,21
2023-05-31,4,80,27
2023-06-01,4,100,28
2023-06-02,2,105,10
2023-06-03,5,61,3
2023-06-04,7,53,1
2023-06-05,3,116,10
2023-06-06,8,67,23
2023-06-07,8,73,12
2023-06-08,8,76,11
2023-06-09,8,66,8
2023-06-10,4,72,2
2023-06-11,3,62,4
2023-06-12,3,108,12
2023-06-13,8,84,16
2023-06-14,2,102,9
2023-06-15,4,78,9
2023-06-16,9,81,16
2023-06-17,2,73,1
2023-06-18,1,58,0
2023-06-19,1,125,1
2023-06-20,3,107,9
2023-06-21,6,111,8
2023-06-22,2,85,5
2023-06-23,0,77,6
2023-06-24,3,55,2
2023-06-25,3,61,0
2023-06-26,2,62,7
2023-06-27,10,113,6
2023-06-28,3,101,3
2023-06-29,3,93,9
2023-06-30,3,99,1
2023-07-01,2,61,0
2023-07-02,3,72,0
2023-07-03,2,112,0
2023-07-04,2,67,3
2023-07-05,1,100,4
2023-07-06,3,69,6
2023-07-07,4,89,5
2023-07-08,0,83,0
2023-07-09,0,41,0
2023-07-10,3,103,4
2023-07-11,1,53,8
2023-07-12,0,81,6
2023-07-13,0,84,4
2023-07-14,3,92,3
2023-07-15,0,33,0
2023-07-16,2,74,0
2023-07-17,0,76,4
2023-07-18,2,84,10
2023-07-19,5,80,2
2023-07-20,2,96,32
2023-07-21,1,103,23
2023-07-22,8,94,0
2023-07-23,3,38,0
2023-07-24,2,100,5
2023-07-25,2,94,7
2023-07-26,1,83,14
2023-07-27,2,90,13
2023-07-28,0,78,8
2023-07-29,2,73,1
2023-07-30,2,103,0
2023-07-31,5,131,32
2023-08-01,3,87,16
2023-08-02,3,109,10
2023-08-03,3,96,19
2023-08-04,8,99,8
2023-08-05,4,70,3
2023-08-06,9,73,0
2023-08-07,5,88,39
2023-08-08,8,96,9
2023-08-09,12,73,11
2023-08-10,9,53,17
2023-08-11,8,72,16
2023-08-12,4,40,2
2023-08-13,0,49,0
2023-08-14,4,89,13
2023-08-15,4,98,22
2023-08-16,1,101,25
2023-08-17,8,57,33
2023-08-18,2,83,21
2023-08-19,5,47,8
2023-08-20,1,45,6
2023-08-21,2,67,22
2023-08-22,2,105,34
2023-08-23,3,60,14
2023-08-24,5,79,14
2023-08-25,3,56,20
2023-08-26,0,51,4
2023-08-27,3,46,0
2023-08-28,6,91,17
2023-08-29,5,70,23
2023-08-30,2,86,11
2023-08-31,4,62,7
2023-09-01,8,73,15
2023-09-02,3,72,2
2023-09-03,2,76,3
2023-09-04,3,34,4
2023-09-05,2,75,9
2023-09-06,3,88,12
2023-09-07,5,71,26
2023-09-08,3,103,34
2023-09-09,3,46,2
2023-09-10,5,64,1
2023-09-11,3,91,17
2023-09-12,0,67,25
2023-09-13,1,52,26
2023-09-14,4,85,18
2023-09-15,1,66,14
2023-09-16,1,65,0
2023-09-17,1,44,1
2023-09-18,8,91,14
2023-09-19,3,77,11
2023-09-20,4,72,18
2023-09-21,3,83,5
2023-09-22,1,124,7
2023-09-23,3,63,1
2023-09-24,1,62,0
2023-09-25,3,80,10
2023-09-26,3,54,1
2023-09-27,3,35,10
2023-09-28,5,112,8
2023-09-29,1,68,5
2023-09-30,6,46,3
2023-10-01,2,52,0
2023-10-02,1,100,11
2023-10-03,3,82,16
2023-10-04,2,85,11
2023-10-05,0,105,7
2023-10-06,1,113,13
2023-10-07,2,39,2
2023-10-08,3,53,1
2023-10-09,1,111,18
2023-10-10,0,90,9
2023-10-11,8,69,12
2023-10-12,1,67,10
2023-10-13,2,55,12
2023-10-14,0,72,3
2023-10-15,2,71,0
2023-10-16,3,83,1
2023-10-17,0,97,6
2023-10-18,1,78,26
2023-10-19,1,83,17
2023-10-20,3,66,6
2023-10-21,1,118,1
2023-10-22,0,78,0
2023-10-23,3,113,9
2023-10-24,1,87,7
2023-10-25,1,163,10
2023-10-26,2,75,6
2023-10-27,2,101,3
2023-10-28,0,61,0
2023-10-29,4,101,0
2023-10-30,3,114,18
2023-10-31,2,88,15
2023-11-01,2,47,10
2023-11-02,1,108,22
2023-11-03,1,53,7
2023-11-04,4,78,0
2023-11-05,2,34,1
2023-11-06,3,37,17
2023-11-07,2,63,15
2023-11-08,0,85,20
2023-11-09,1,49,21
2023-11-10,1,50,11
2023-11-11,0,38,1
2023-11-12,0,67,0
2023-11-13,0,73,8
2023-11-14,2,58,13
2023-11-15,2,90,15
2023-11-16,1,115,20
2023-11-17,3,75,26
2023-11-18,3,48,0
2023-11-19,3,65,7
2023-11-20,3,82,16
2023-11-21,0,93,66
2023-11-22,2,103,17
2023-11-23,0,77,1
2023-11-24,2,98,0
2023-11-25,2,116,0
2023-11-26,1,96,0
2023-11-27,1,75,7
2023-11-28,2,101,7
2023-11-29,3,81,7
2023-11-30,6,69,5
2023-12-01,1,70,12
2023-12-02,3,88,1
2023-12-03,0,55,0
2023-12-04,3,121,5
2023-12-05,1,122,19
2023-12-06,2,74,19
2023-12-07,2,76,9
2023-12-08,0,136,10
2023-12-09,0,55,2
2023-12-10,0,76,0
2023-12-11,0,84,14
2023-12-12,3,121,14
2023-12-13,5,62,8
2023-12-14,5,88,12
2023-12-15,6,115,6
2023-12-16,1,57,0
2023-12-17,4,39,0
2023-12-18,5,139,11
2023-12-19,4,96,9
2023-12-20,1,68,2
2023-12-21,3,55,4
2023-12-22,2,64,0
2023-12-23,1,93,0
2023-12-24,3,46,0
2023-12-25,2,28,0
2023-12-26,0,60,1
2023-12-27,0,39,3
2023-12-28,1,62,0
2023-12-29,2,53,0
2023-12-30,1,51,2
2023-12-31,3,45,0
2024-01-01,1,33,0
2024-01-02,2,63,0
2024-01-03,1,99,4
2024-01-04,0,129,4
2024-01-05,3,121,3
2024-01-06,1,87,0
2024-01-07,1,110,0
2024-01-08,2,93,5
2024-01-09,1,119,5
2024-01-10,0,73,3
2024-01-11,5,118,4
2024-01-12,1,70,3
2024-01-13,2,71,1
2024-01-14,0,75,0
2024-01-15,2,67,2
2024-01-16,0,90,1
2024-01-17,1,71,7
2024-01-18,12,98,2
2024-01-19,4,131,4
2024-01-20,1,81,0
2024-01-21,0,80,0
2024-01-22,3,122,21
2024-01-23,3,87,16
2024-01-24,0,57,14
2024-01-25,1,85,10
2024-01-26,4,117,13
2024-01-27,1,57,2
2024-01-28,1,50,0
2024-01-29,1,71,8
2024-01-30,1,114,15
2024-01-31,1,81,11
2024-02-01,1,33,12
2024-02-02,1,52,8
2024-02-03,0,42,0
2024-02-04,0,54,0
2024-02-05,3,80,8
2024-02-06,1,83,4
2024-02-07,0,91,13
2024-02-08,1,122,18
2024-02-09,3,161,10
2024-02-10,1,86,4
2024-02-11,1,113,0
2024-02-12,0,141,6
2024-02-13,2,151,9
2024-02-14,0,100,5
2024-02-15,1,107,4
2024-02-16,0,114,16
2024-02-17,0,119,3
2024-02-18,0,87,0
2024-02-19,1,128,8
2024-02-20,6,120,21
2024-02-21,1,125,18
2024-02-22,1,115,8
2024-02-23,1,93,11
2024-02-24,2,73,3
2024-02-25,0,94,0
2024-02-26,4,126,24
2024-02-27,0,134,25
2024-02-28,0,109,42
2024-02-29,0,161,17
2024-03-01,0,120,3
2024-03-02,0,73,1
2024-03-03,10,87,0
2024-03-04,4,117,28
2024-03-05,2,162,5
2024-03-06,2,127,9
2024-03-07,0,105,17
2024-03-08,1,110,28
2024-03-09,4,114,7
2024-03-10,0,112,2
2024-03-11,2,137,15
2024-03-12,0,126,5
2024-03-13,0,107,9
2024-03-14,4,160,21
2024-03-15,2,91,19
2024-03-16,3,77,2
2024-03-17,0,117,1
2024-03-18,1,111,15
2024-03-19,0,124,13
2024-03-20,0,98,11
2024-03-21,2,126,18
2024-03-22,0,165,10
2024-03-23,0,114,2
2024-03-24,0,109,0
2024-03-25,2,112,15
2024-03-26,0,98,14
2024-03-27,1,123,8
2024-03-28,3,85,8
2024-03-29,1,59,13
2024-03-30,0,64,2
2024-03-31,0,77,1
2024-04-01,0,81,5
2024-04-02,3,83,18
2024-04-03,3,109,10
2024-04-04,2,103,9
2024-04-05,3,87,10
2024-04-06,1,95,0
2024-04-07,0,55,1
2024-04-08,0,115,11
2024-04-09,2,86,8
2024-04-10,1,96,8
2024-04-11,2,118,10
2024-04-12,1,83,5
2024-04-13,2,56,0
2024-04-14,0,91,4
2024-04-15,2,144,15
2024-04-16,1,177,10
2024-04-17,1,105,8
2024-04-18,10,77,15
2024-04-19,1,99,17
2024-04-20,0,98,0
2024-04-21,1,70,0
2024-04-22,3,78,16
2024-04-23,0,90,7
2024-04-24,3,97,8
2024-04-25,0,82,12
2024-04-26,3,62,14
2024-04-27,0,66,3
2024-04-28,1,73,0
2024-04-29,1,87,5
2024-04-30,0,78,9
2024-05-01,1,42,2
2024-05-02,1,115,5
2024-05-03,1,100,12
2024-05-04,1,139,4
2024-05-05,0,75,4
2024-05-06,0,82,12
2024-05-07,2,41,16
2024-05-08,8,80,17
2024-05-09,0,78,19
2024-05-10,7,80,10
2024-05-11,0,125,3
2024-05-12,0,84,1
2024-05-13,0,81,22
2024-05-14,4,78,14
2024-05-15,2,83,22
2024-05-16,2,66,26
2024-05-17,2,72,17
2024-05-18,0,59,3
2024-05-19,0,79,0
2024-05-20,1,130,20
2024-05-21,1,92,26
2024-05-22,1,88,52
2024-05-23,3,123,34
2024-05-24,1,92,19
2024-05-25,0,58,0
2024-05-26,0,50,0
2024-05-27,4,77,0
2024-05-28,1,86,3
2024-05-29,1,111,9
2024-05-30,1,76,17
2024-05-31,1,53,5
2024-06-01,0,46,0
2024-06-02,5,50,0
2024-06-03,1,70,2
2024-06-04,2,129,11
2024-06-05,4,147,8
2024-06-06,1,95,5
2024-06-07,2,123,14
2024-06-08,1,66,0
2024-06-09,1,95,0
2024-06-10,2,63,5
2024-06-11,1,133,13
2024-06-12,3,136,5
2024-06-13,0,143,10
2024-06-14,3,87,5
2024-06-15,2,64,0
2024-06-16,0,91,1
2024-06-17,1,102,3
2024-06-18,5,106,10
2024-06-19,3,146,0
2024-06-20,0,87,2
2024-06-21,1,118,13
2024-06-22,1,84,1
2024-06-23,0,80,1
2024-06-24,2,122,8
2024-06-25,1,101,3
2024-06-26,2,55,3
2024-06-27,0,70,2
2024-06-28,0,110,3
2024-06-29,4,98,0
2024-06-30,1,93,0
2024-07-01,5,87,5
2024-07-02,2,120,2
2024-07-03,3,89,5
2024-07-04,0,118,0
2024-07-05,0,113,2
2024-07-06,3,99,0
2024-07-07,1,164,3
2024-07-08,2,96,2
2024-07-09,4,75,3
2024-07-10,1,77,3
2024-07-11,3,56,5
2024-07-12,4,102,3
2024-07-13,0,46,0
2024-07-14,0,65,0
2024-07-15,2,100,4
2024-07-16,4,117,13
2024-07-17,7,152,7
2024-07-18,2,141,0
2024-07-19,2,150,1
2024-07-20,4,76,0
2024-07-21,0,50,0
2024-07-22,5,129,18
2024-07-23,3,76,16
2024-07-24,5,95,13
2024-07-25,1,139,9
2024-07-26,2,119,19
2024-07-27,0,81,4
2024-07-28,0,71,0
2024-07-29,1,133,20
2024-07-30,0,94,22
2024-07-31,0,85,21
2024-08-01,1,80,14
2024-08-02,0,57,13
2024-08-03,1,102,7
2024-08-04,0,61,0
2024-08-05,0,129,3
2024-08-06,0,94,8
2024-08-07,0,135,19
2024-08-08,0,108,6
2024-08-09,1,96,13
2024-08-10,1,104,3
2024-08-11,10,57,0
2024-08-12,6,141,9
2024-08-13,2,135,5
2024-08-14,1,82,14
2024-08-15,2,62,9
2024-08-16,3,68,8
2024-08-17,4,72,1
2024-08-18,1,72,0
2024-08-19,1,70,6
2024-08-20,12,65,23
2024-08-21,2,67,14
2024-08-22,5,84,10
2024-08-23,2,63,8
2024-08-24,0,84,2
2024-08-25,2,83,0
2024-08-26,1,73,8
2024-08-27,4,117,11
2024-08-28,6,85,4
2024-08-29,4,105,5
2024-08-30,2,62,11
2024-08-31,0,100,1
2024-09-01,0,60,1
2024-09-02,4,86,0
2024-09-03,5,88,36
2024-09-04,5,36,35
2024-09-05,3,96,24
2024-09-06,6,92,23
2024-09-07,0,65,1
2024-09-08,5,49,0
2024-09-09,11,121,4
2024-09-10,1,74,9
2024-09-11,3,94,17
2024-09-12,0,88,9
2024-09-13,1,66,15
2024-09-14,2,61,0
2024-09-15,1,85,2
2024-09-16,4,55,9
2024-09-17,6,96,6
2024-09-18,7,91,9
2024-09-19,4,114,1
2024-09-20,2,71,4
2024-09-21,0,77,0
2024-09-22,4,88,0
2024-09-23,2,114,13
2024-09-24,0,139,14
2024-09-25,1,96,9
2024-09-26,3,65,16
2024-09-27,12,101,11
2024-09-28,0,83,2
2024-09-29,3,74,1
2024-09-30,5,63,17
2024-10-01,2,74,8
2024-10-02,2,62,15
2024-10-03,4,92,10
2024-10-04,0,87,5
2024-10-05,0,90,0
2024-10-06,11,85,0
2024-10-07,6,91,22
2024-10-08,2,78,5
2024-10-09,2,86,7
2024-10-10,2,93,5
2024-10-11,6,73,5
2024-10-12,6,75,1
2024-10-13,6,76,0
2024-10-14,5,98,7
2024-10-15,3,80,1
2024-10-16,2,79,2
2024-10-17,1,77,3
2024-10-18,8,84,7
2024-10-19,4,88,1
2024-10-20,1,80,0
2024-10-21,0,65,37
2024-10-22,2,111,9
2024-10-23,3,96,20
2024-10-24,1,94,16
2024-10-25,8,79,13
2024-10-26,6,86,1
2024-10-27,0,61,0
2024-10-28,2,137,25
2024-10-29,3,95,15
2024-10-30,4,97,18
2024-10-31,3,99,13
2024-11-01,4,105,14
2024-11-02,1,106,3
2024-11-03,3,98,1
2024-11-04,0,96,7
2024-11-05,3,70,15
2024-11-06,2,34,10
2024-11-07,0,97,12
2024-11-08,2,70,10
2024-11-09,2,69,0
2024-11-10,2,77,0
2024-11-11,1,63,10
2024-11-12,5,93,8
2024-11-13,0,58,21
2024-11-14,1,76,18
2024-11-15,4,60,16
2024-11-16,2,41,9
2024-11-17,1,43,11
2024-11-18,2,97,45
2024-11-19,3,113,96
2024-11-20,0,63,48
2024-11-21,4,66,43
2024-11-22,3,60,33
2024-11-23,4,74,3
2024-11-24,0,71,0
2024-11-25,2,74,3
2024-11-26,2,77,5
2024-11-27,4,63,11
2024-11-28,0,109,2
2024-11-29,0,62,0
2024-11-30,0,79,8
2024-12-01,0,66,0
2024-12-02,2,108,4
2024-12-03,3,88,11
2024-12-04,6,113,9
2024-12-05,2,122,12
2024-12-06,3,98,13
2024-12-07,1,40,2
2024-12-08,0,70,1
2024-12-09,1,89,5
2024-12-10,1,109,3
2024-12-11,3,110,12
2024-12-12,3,111,7
2024-12-13,5,85,6
2024-12-14,0,101,0
2024-12-15,0,75,0
2024-12-16,3,72,6
2024-12-17,5,88,16
2024-12-18,0,120,5
2024-12-19,0,81,5
2024-12-20,4,86,2
2024-12-21,0,81,2
2024-12-22,2,87,1
2024-12-23,2,51,4
2024-12-24,1,40,1
2024-12-25,5,40,0
2024-12-26,0,52,1
2024-12-27,1,85,4
2024-12-28,3,70,1
2024-12-29,0,104,0
2024-12-30,1,70,10
2024-12-31,1,107,0
2025-01-01,0,71,1
2025-01-02,2,66,7
2025-01-03,0,82,10
2025-01-04,0,45,0
2025-01-05,1,61,0
2025-01-06,1,120,3
2025-01-07,0,116,11
2025-01-08,0,92,12
2025-01-09,3,95,5
2025-01-10,0,116,2
2025-01-11,0,86,0
2025-01-12,0,130,0
2025-01-13,1,84,7
2025-01-14,0,98,6
2025-01-15,1,121,0
2025-01-16,1,94,6
2025-01-17,1,52,3
2025-01-18,0,70,0
2025-01-19,1,72,0
2025-01-20,1,115,1
2025-01-21,0,101,2
2025-01-22,2,108,5
2025-01-23,1,120,0
2025-01-24,2,146,0
2025-01-25,1,90,0
2025-01-26,0,108,0
2025-01-27,2,115,7
2025-01-28,0,127,7
2025-01-29,0,108,5
2025-01-30,1,125,1
2025-01-31,2,113,2
2025-02-01,0,94,0
2025-02-02,0,89,0
2025-02-03,2,134,36
2025-02-04,0,88,9
2025-02-05,1,107,15
2025-02-06,1,132,10
2025-02-07,0,135,24
2025-02-08,0,61,5
2025-02-09,0,76,1
2025-02-10,1,117,28
2025-02-11,0,119,16
2025-02-12,0,123,10
2025-02-13,0,120,28
2025-02-14,2,124,17
2025-02-15,0,118,10
2025-02-16,0,90,3
2025-02-17,0,111,0
2025-02-18,2,101,12
2025-02-19,5,114,19
2025-02-20,0,111,15
2025-02-21,0,96,5
2025-02-22,1,83,9
2025-02-23,0,90,5
2025-02-24,0,194,6
2025-02-25,5,93,28
2025-02-26,3,97,16
2025-02-27,5,89,13
2025-02-28,1,116,8
2025-03-01,0,97,5
2025-03-02,0,60,0
2025-03-03,0,125,10
2025-03-04,0,90,16
2025-03-05,1,130,14
2025-03-06,0,142,23
2025-03-07,1,109,8
2025-03-08,0,72,0
2025-03-09,0,61,0
2025-03-10,2,161,16
2025-03-11,8,108,21
2025-03-12,4,114,25
2025-03-13,0,102,17
2025-03-14,0,101,9
2025-03-15,1,78,9
2025-03-16,0,137,2
2025-03-17,0,123,11
2025-03-18,1,86,9
2025-03-19,1,83,12
2025-03-20,0,77,22
2025-03-21,0,110,10
2025-03-22,2,70,3
2025-03-23,1,63,0
2025-03-24,2,118,10
2025-03-25,5,97,13
2025-03-26,1,85,6
2025-03-27,0,92,10
2025-03-28,2,89,8
2025-03-29,2,51,2
2025-03-30,0,47,0
2025-03-31,0,71,5
2025-04-01,1,89,6
2025-04-02,2,103,5
2025-04-03,5,106,12
2025-04-04,0,95,10
2025-04-05,0,55,1
2025-04-06,0,55,1
2025-04-07,0,98,13
2025-04-08,3,92,10
2025-04-09,0,98,9
2025-04-10,1,131,7
2025-04-11,5,102,10
2025-04-12,8,71,1
2025-04-13,1,77,1
2025-04-14,0,121,7
2025-04-15,1,126,12
2025-04-16,5,126,12
2025-04-17,1,132,2
2025-04-18,2,93,9
2025-04-19,0,90,7
2025-04-20,1,105,1
2025-04-21,4,81,4
2025-04-22,1,102,8
2025-04-23,0,72,7
2025-04-24,2,103,10
2025-04-25,0,86,7
2025-04-26,0,65,1
2025-04-27,0,49,0
2025-04-28,1,99,1
2025-04-29,3,110,4
2025-04-30,2,81,7
2025-05-01,1,85,8
2025-05-02,0,86,9
2025-05-03,0,66,0
2025-05-04,1,41,1
2025-05-05,1,115,5
2025-05-06,4,95,11
2025-05-07,0,95,12
2025-05-08,0,91,18
2025-05-09,0,71,14
2025-05-10,2,56,0
2025-05-11,4,40,0
2025-05-12,0,65,15
2025-05-13,0,27,13
2025-05-14,2,49,11
2025-05-15,1,60,16
2025-05-16,1,73,11
2025-05-17,1,70,1
2025-05-18,0,75,0
2025-05-19,1,93,24
2025-05-20,0,97,41
2025-05-21,0,122,84
2025-05-22,0,84,15
2025-05-23,3,77,5
2025-05-24,0,77,4
2025-05-25,0,66,0
2025-05-26,1,112,0
2025-05-27,1,128,13
2025-05-28,0,129,7
2025-05-29,0,113,15
2025-05-30,0,107,7
2025-05-31,2,92,0
2025-06-01,0,48,0
2025-06-02,0,113,9
2025-06-03,0,151,6
2025-06-04,0,109,6
2025-06-05,2,93,1
2025-06-06,2,66,2
2025-06-07,0,77,1
2025-06-08,1,54,0
2025-06-09,1,120,6
2025-06-10,1,92,10
2025-06-11,1,88,2
2025-06-12,2,127,2
2025-06-13,0,121,4
2025-06-14,0,98,0
2025-06-15,0,62,0
2025-06-16,2,138,4
2025-06-17,0,127,1
2025-06-18,1,102,3
2025-06-19,0,101,0
2025-06-20,0,116,4
2025-06-21,1,71,0
2025-06-22,0,68,0
