,swiftlang/swift,rust-lang/rust,golang/go
2018-11-07,89,81,6
2018-11-08,71,56,17
2018-11-09,101,49,16
2018-11-10,58,85,7
2018-11-11,5,60,4
2018-11-12,44,38,32
2018-11-13,73,63,19
2018-11-14,101,36,23
2018-11-15,83,67,9
2018-11-16,115,123,20
2018-11-17,45,34,3
2018-11-18,16,47,2
2018-11-19,9,52,8
2018-11-20,14,72,12
2018-11-21,10,108,8
2018-11-22,22,61,2
2018-11-23,8,42,4
2018-11-24,3,61,1
2018-11-25,1,63,0
2018-11-26,82,56,13
2018-11-27,75,127,13
2018-11-28,88,47,16
2018-11-29,74,84,26
2018-11-30,98,103,10
2018-12-01,25,18,6
2018-12-02,13,57,2
2018-12-03,49,79,10
2018-12-04,86,82,14
2018-12-05,60,59,20
2018-12-06,66,74,10
2018-12-07,79,57,10
2018-12-08,41,57,1
2018-12-09,14,57,1
2018-12-10,62,73,10
2018-12-11,49,78,15
2018-12-12,78,86,21
2018-12-13,84,53,25
2018-12-14,38,80,16
2018-12-15,55,57,5
2018-12-16,25,40,1
2018-12-17,48,56,19
2018-12-18,65,50,18
2018-12-19,47,117,8
2018-12-20,52,86,13
2018-12-21,77,79,4
2018-12-22,5,75,5
2018-12-23,8,54,0
2018-12-24,3,38,3
2018-12-25,6,60,1
2018-12-26,5,52,1
2018-12-27,0,76,3
2018-12-28,2,61,3
2018-12-29,0,73,4
2018-12-30,5,72,3
2018-12-31,1,50,1
2019-01-01,2,60,2
2019-01-02,71,83,13
2019-01-03,44,89,9
2019-01-04,81,68,10
2019-01-05,25,70,2
2019-01-06,10,63,1
2019-01-07,31,82,10
2019-01-08,88,91,8
2019-01-09,60,51,10
2019-01-10,66,45,5
2019-01-11,58,44,2
2019-01-12,24,80,1
2019-01-13,7,107,0
2019-01-14,53,69,5
2019-01-15,74,67,5
2019-01-16,65,46,2
2019-01-17,64,45,6
2019-01-18,80,82,8
2019-01-19,27,99,0
2019-01-20,25,55,2
2019-01-21,36,72,3
2019-01-22,82,102,3
2019-01-23,42,61,6
2019-01-24,46,76,1
2019-01-25,50,92,2
2019-01-26,60,111,0
2019-01-27,20,82,4
2019-01-28,46,65,2
2019-01-29,76,59,4
2019-01-30,59,72,7
2019-01-31,41,66,2
2019-02-01,62,107,4
2019-02-02,19,37,0
2019-02-03,25,69,0
2019-02-04,70,47,3
2019-02-05,76,79,3
2019-02-06,67,66,1
2019-02-07,62,131,3
2019-02-08,76,93,2
2019-02-09,9,68,2
2019-02-10,10,75,1
2019-02-11,66,83,13
2019-02-12,79,78,8
2019-02-13,55,106,5
2019-02-14,77,72,0
2019-02-15,48,41,6
2019-02-16,31,53,1
2019-02-17,24,60,2
2019-02-18,57,112,0
2019-02-19,98,42,12
2019-02-20,83,87,6
2019-02-21,67,70,1
2019-02-22,82,54,9
2019-02-23,38,83,1
2019-02-24,22,90,6
2019-02-25,87,58,4
2019-02-26,57,48,65
2019-02-27,48,81,52
2019-02-28,57,37,11
2019-03-01,69,50,29
2019-03-02,42,56,22
2019-03-03,18,59,8
2019-03-04,47,57,12
2019-03-05,77,71,25
2019-03-06,76,45,30
2019-03-07,61,56,20
2019-03-08,37,56,23
2019-03-09,11,39,13
2019-03-10,12,44,3
2019-03-11,42,50,14
2019-03-12,60,68,26
2019-03-13,62,56,22
2019-03-14,56,49,23
2019-03-15,64,109,16
2019-03-16,9,93,1
2019-03-17,19,51,3
2019-03-18,78,80,13
2019-03-19,47,64,23
2019-03-20,37,66,13
2019-03-21,54,58,14
2019-03-22,64,46,14
2019-03-23,26,60,3
2019-03-24,10,46,3
2019-03-25,52,72,21
2019-03-26,69,78,9
2019-03-27,101,60,18
2019-03-28,61,87,21
2019-03-29,79,91,13
2019-03-30,12,74,3
2019-03-31,26,49,4
2019-04-01,60,46,5
2019-04-02,80,87,12
2019-04-03,88,68,17
2019-04-04,44,67,8
2019-04-05,44,50,18
2019-04-06,44,36,0
2019-04-07,22,52,6
2019-04-08,41,47,17
2019-04-09,73,59,8
2019-04-10,48,51,10
2019-04-11,67,63,11
2019-04-12,53,74,11
2019-04-13,22,60,5
2019-04-14,28,92,2
2019-04-15,31,45,16
2019-04-16,56,64,34
2019-04-17,102,109,11
2019-04-18,44,73,10
2019-04-19,51,87,23
2019-04-20,36,51,3
2019-04-21,11,67,0
2019-04-22,35,75,12
2019-04-23,79,75,20
2019-04-24,85,74,16
2019-04-25,51,84,14
2019-04-26,55,51,19
2019-04-27,18,30,9
2019-04-28,5,43,4
2019-04-29,27,46,20
2019-04-30,26,74,34
2019-05-01,46,102,16
2019-05-02,62,98,13
2019-05-03,59,44,14
2019-05-04,37,104,1
2019-05-05,13,33,3
2019-05-06,58,41,22
2019-05-07,70,40,6
2019-05-08,59,39,16
2019-05-09,58,73,29
2019-05-10,64,57,9
2019-05-11,22,53,2
2019-05-12,13,44,2
2019-05-13,55,61,20
2019-05-14,86,62,15
2019-05-15,55,55,8
2019-05-16,51,57,20
2019-05-17,36,61,12
2019-05-18,29,45,0
2019-05-19,19,54,0
2019-05-20,57,100,11
2019-05-21,60,93,10
2019-05-22,44,75,12
2019-05-23,75,105,13
2019-05-24,36,59,10
2019-05-25,16,88,2
2019-05-26,15,51,0
2019-05-27,10,99,1
2019-05-28,36,115,8
2019-05-29,84,69,6
2019-05-30,56,63,13
2019-05-31,65,55,9
2019-06-01,36,64,0
2019-06-02,39,54,2
2019-06-03,41,84,6
2019-06-04,40,96,4
2019-06-05,61,64,11
2019-06-06,41,68,18
2019-06-07,17,44,12
2019-06-08,19,84,0
2019-06-09,12,71,2
2019-06-10,56,61,10
2019-06-11,65,93,6
2019-06-12,112,100,7
2019-06-13,66,44,11
2019-06-14,100,61,4
2019-06-15,22,85,3
2019-06-16,3,70,1
2019-06-17,48,30,4
2019-06-18,71,54,7
2019-06-19,49,65,11
2019-06-20,61,64,7
2019-06-21,37,75,9
2019-06-22,25,72,0
2019-06-23,15,44,2
2019-06-24,71,64,7
2019-06-25,50,52,15
2019-06-26,91,85,17
2019-06-27,69,29,8
2019-06-28,76,22,3
2019-06-29,30,52,1
2019-06-30,20,61,1
2019-07-01,64,43,2
2019-07-02,48,110,3
2019-07-03,41,91,6
2019-07-04,24,70,0
2019-07-05,19,61,5
2019-07-06,21,111,1
2019-07-07,13,86,0
2019-07-08,38,47,5
2019-07-09,70,77,2
2019-07-10,45,97,6
2019-07-11,41,56,2
2019-07-12,59,50,3
2019-07-13,53,49,0
2019-07-14,7,45,1
2019-07-15,17,81,6
2019-07-16,98,44,4
2019-07-17,54,48,4
2019-07-18,47,60,7
2019-07-19,53,57,3
2019-07-20,10,61,0
2019-07-21,4,38,0
2019-07-22,36,69,2
2019-07-23,53,62,4
2019-07-24,47,75,0
2019-07-25,60,64,0
2019-07-26,36,81,0
2019-07-27,15,69,2
2019-07-28,7,129,1
2019-07-29,27,71,3
2019-07-30,42,82,6
2019-07-31,46,61,5
2019-08-01,31,82,5
2019-08-02,59,103,8
2019-08-03,10,60,1
2019-08-04,2,69,0
2019-08-05,35,95,6
2019-08-06,58,88,5
2019-08-07,70,42,1
2019-08-08,42,84,5
2019-08-09,59,93,4
2019-08-10,29,91,1
2019-08-11,11,74,2
2019-08-12,66,101,2
2019-08-13,90,67,1
2019-08-14,48,81,2
2019-08-15,56,91,3
2019-08-16,39,70,3
2019-08-17,30,73,0
2019-08-18,2,46,1
2019-08-19,74,108,1
2019-08-20,84,72,2
2019-08-21,65,85,4
2019-08-22,66,81,3
2019-08-23,71,42,4
2019-08-24,31,80,1
2019-08-25,24,62,3
2019-08-26,103,68,13
2019-08-27,109,55,32
2019-08-28,100,59,46
2019-08-29,91,71,24
2019-08-30,86,63,13
2019-08-31,30,47,9
2019-09-01,21,34,10
2019-09-02,11,36,10
2019-09-03,61,65,16
2019-09-04,61,62,11
2019-09-05,51,123,2
2019-09-06,77,66,18
2019-09-07,50,79,7
2019-09-08,7,45,2
2019-09-09,24,82,10
2019-09-10,53,64,14
2019-09-11,43,45,22
2019-09-12,49,42,19
2019-09-13,77,47,4
2019-09-14,82,68,1
2019-09-15,7,56,2
2019-09-16,28,95,16
2019-09-17,60,87,12
2019-09-18,70,56,24
2019-09-19,44,72,12
2019-09-20,62,46,6
2019-09-21,56,49,5
2019-09-22,0,56,1
2019-09-23,89,74,12
2019-09-24,94,70,15
2019-09-25,68,119,23
2019-09-26,70,84,30
2019-09-27,42,57,11
2019-09-28,21,128,4
2019-09-29,10,63,3
2019-09-30,29,100,10
2019-10-01,42,82,14
2019-10-02,73,132,11
2019-10-03,58,82,20
2019-10-04,30,78,26
2019-10-05,8,34,7
2019-10-06,4,55,2
2019-10-07,9,84,13
2019-10-08,72,83,17
2019-10-09,44,50,24
2019-10-10,78,59,12
2019-10-11,65,101,22
2019-10-12,35,39,5
2019-10-13,15,78,2
2019-10-14,88,66,21
2019-10-15,68,113,20
2019-10-16,65,66,14
2019-10-17,61,91,29
2019-10-18,36,112,11
2019-10-19,23,60,3
2019-10-20,9,55,7
2019-10-21,45,65,33
2019-10-22,51,98,37
2019-10-23,26,88,14
2019-10-24,33,103,18
2019-10-25,34,138,26
2019-10-26,14,65,16
2019-10-27,8,63,3
2019-10-28,27,80,22
2019-10-29,68,87,24
2019-10-30,84,57,12
2019-10-31,60,64,18
2019-11-01,45,69,24
2019-11-02,32,37,21
2019-11-03,25,65,6
2019-11-04,53,83,21
2019-11-05,90,100,36
2019-11-06,99,102,19
2019-11-07,49,111,43
2019-11-08,57,76,45
2019-11-09,38,51,6
2019-11-10,24,51,8
2019-11-11,74,85,27
2019-11-12,76,93,30
2019-11-13,73,89,13
2019-11-14,67,86,6
2019-11-15,62,150,18
2019-11-16,58,59,3
2019-11-17,32,74,0
2019-11-18,49,84,14
2019-11-19,77,73,22
2019-11-20,54,59,12
2019-11-21,94,76,7
2019-11-22,54,101,15
2019-11-23,9,84,4
2019-11-24,10,95,1
2019-11-25,1,84,9
2019-11-26,7,99,4
2019-11-27,6,114,10
2019-11-28,2,74,1
2019-11-29,1,70,0
2019-11-30,4,72,0
2019-12-01,6,51,0
2019-12-02,55,153,5
2019-12-03,58,112,4
2019-12-04,70,87,8
2019-12-05,45,53,13
2019-12-06,47,117,17
2019-12-07,30,47,2
2019-12-08,12,67,0
2019-12-09,31,56,10
2019-12-10,30,44,6
2019-12-11,84,51,8
2019-12-12,77,85,4
2019-12-13,77,74,4
2019-12-14,26,29,0
2019-12-15,15,47,1
2019-12-16,33,59,4
2019-12-17,51,24,5
2019-12-18,47,70,7
2019-12-19,84,67,5
2019-12-20,67,148,10
2019-12-21,10,111,0
2019-12-22,5,92,0
2019-12-23,6,133,2
2019-12-24,2,47,5
2019-12-25,2,71,0
2019-12-26,2,84,2
2019-12-27,8,65,8
2019-12-28,6,35,0
2019-12-29,0,36,0
2019-12-30,2,119,3
2019-12-31,1,131,1
2020-01-01,4,30,0
2020-01-02,66,35,5
2020-01-03,40,65,11
2020-01-04,26,82,4
2020-01-05,13,50,0
2020-01-06,38,51,22
2020-01-07,35,126,13
2020-01-08,36,107,4
2020-01-09,64,105,16
2020-01-10,86,118,14
2020-01-11,31,130,0
2020-01-12,19,67,0
2020-01-13,52,71,6
2020-01-14,101,71,4
2020-01-15,46,111,6
2020-01-16,68,86,3
2020-01-17,75,49,2
2020-01-18,35,55,3
2020-01-19,35,52,4
2020-01-20,22,71,1
2020-01-21,63,48,3
2020-01-22,100,35,7
2020-01-23,88,52,11
2020-01-24,99,45,6
2020-01-25,27,43,7
2020-01-26,26,36,1
2020-01-27,70,54,5
2020-01-28,69,63,8
2020-01-29,84,77,9
2020-01-30,40,58,6
2020-01-31,54,44,25
2020-02-01,34,68,1
2020-02-02,33,99,1
2020-02-03,71,89,0
2020-02-04,75,62,11
2020-02-05,59,83,20
2020-02-06,57,120,4
2020-02-07,62,92,14
2020-02-08,48,78,3
2020-02-09,23,103,0
2020-02-10,18,80,3
2020-02-11,58,108,2
2020-02-12,70,145,5
2020-02-13,75,114,6
2020-02-14,74,106,1
2020-02-15,18,79,1
2020-02-16,50,86,0
2020-02-17,35,111,1
2020-02-18,91,81,6
2020-02-19,70,103,47
2020-02-20,74,49,19
2020-02-21,74,97,32
2020-02-22,25,87,10
2020-02-23,15,69,5
2020-02-24,72,95,30
2020-02-25,64,37,34
2020-02-26,73,77,27
2020-02-27,57,78,26
2020-02-28,60,95,21
2020-02-29,15,89,5
2020-03-01,8,67,11
2020-03-02,50,83,20
2020-03-03,78,92,19
2020-03-04,57,123,12
2020-03-05,99,68,12
2020-03-06,61,72,9
2020-03-07,16,89,2
2020-03-08,9,84,1
2020-03-09,36,82,9
2020-03-10,58,119,20
2020-03-11,71,97,22
2020-03-12,57,77,15
2020-03-13,53,75,20
2020-03-14,29,123,2
2020-03-15,9,60,11
2020-03-16,32,125,8
2020-03-17,55,95,9
2020-03-18,69,88,14
2020-03-19,76,116,10
2020-03-20,73,66,16
2020-03-21,29,137,5
2020-03-22,14,84,6
2020-03-23,49,145,23
2020-03-24,72,134,20
2020-03-25,52,95,22
2020-03-26,43,136,11
2020-03-27,74,93,19
2020-03-28,28,75,6
2020-03-29,18,80,4
2020-03-30,27,115,17
2020-03-31,47,142,20
2020-04-01,52,98,17
2020-04-02,26,124,14
2020-04-03,70,77,13
2020-04-04,22,64,2
2020-04-05,8,126,4
2020-04-06,80,86,12
2020-04-07,61,86,9
2020-04-08,101,91,30
2020-04-09,83,101,20
2020-04-10,94,105,18
2020-04-11,38,97,7
2020-04-12,13,59,7
2020-04-13,39,84,28
2020-04-14,83,99,23
2020-04-15,68,93,11
2020-04-16,72,91,17
2020-04-17,74,94,13
2020-04-18,28,111,5
2020-04-19,18,73,6
2020-04-20,83,101,33
2020-04-21,59,44,31
2020-04-22,59,112,26
2020-04-23,72,129,26
2020-04-24,96,75,43
2020-04-25,36,100,11
2020-04-26,19,87,2
2020-04-27,30,162,48
2020-04-28,46,76,30
2020-04-29,79,81,35
2020-04-30,89,75,35
2020-05-01,55,122,30
2020-05-02,54,109,3
2020-05-03,18,89,1
2020-05-04,64,99,15
2020-05-05,69,100,15
2020-05-06,101,95,13
2020-05-07,80,82,26
2020-05-08,43,91,28
2020-05-09,25,79,3
2020-05-10,15,102,2
2020-05-11,48,66,7
2020-05-12,70,49,6
2020-05-13,74,47,9
2020-05-14,60,82,14
2020-05-15,57,24,1
2020-05-16,15,80,0
2020-05-17,8,80,0
2020-05-18,54,70,10
2020-05-19,65,77,10
2020-05-20,52,103,7
2020-05-21,50,82,12
2020-05-22,72,122,1
2020-05-23,30,54,1
2020-05-24,14,96,3
2020-05-25,13,111,1
2020-05-26,41,77,16
2020-05-27,23,72,5
2020-05-28,79,69,6
2020-05-29,99,117,9
2020-05-30,37,96,1
2020-05-31,39,118,5
2020-06-01,31,51,7
2020-06-02,47,58,8
2020-06-03,42,66,18
2020-06-04,40,61,15
2020-06-05,41,75,13
2020-06-06,20,32,0
2020-06-07,7,53,2
2020-06-08,49,86,13
2020-06-09,66,72,9
2020-06-10,65,68,7
2020-06-11,75,97,7
2020-06-12,77,58,4
2020-06-13,14,69,1
2020-06-14,4,39,2
2020-06-15,43,117,7
2020-06-16,63,75,5
2020-06-17,70,38,12
2020-06-18,42,91,8
2020-06-19,40,104,6
2020-06-20,11,131,1
2020-06-21,1,46,0
2020-06-22,50,75,1
2020-06-23,39,124,5
2020-06-24,36,122,9
2020-06-25,52,85,9
2020-06-26,47,104,8
2020-06-27,14,89,1
2020-06-28,8,85,1
2020-06-29,52,29,7
2020-06-30,62,99,7
2020-07-01,73,96,4
2020-07-02,67,121,1
2020-07-03,56,101,1
2020-07-04,5,55,0
2020-07-05,8,51,3
2020-07-06,17,36,6
2020-07-07,26,59,11
2020-07-08,33,40,9
2020-07-09,52,86,4
2020-07-10,48,53,4
2020-07-11,15,75,0
2020-07-12,6,39,0
2020-07-13,32,36,2
2020-07-14,35,112,3
2020-07-15,46,131,1
2020-07-16,59,165,7
2020-07-17,57,123,3
2020-07-18,12,61,0
2020-07-19,19,66,0
2020-07-20,54,79,3
2020-07-21,66,44,5
2020-07-22,80,91,1
2020-07-23,56,74,6
2020-07-24,69,81,3
2020-07-25,18,39,2
2020-07-26,6,43,0
2020-07-27,45,108,2
2020-07-28,78,78,2
2020-07-29,42,92,0
2020-07-30,54,124,11
2020-07-31,63,95,7
2020-08-01,30,47,2
2020-08-02,11,79,1
2020-08-03,47,69,8
2020-08-04,48,63,1
2020-08-05,54,77,1
2020-08-06,58,77,2
2020-08-07,94,97,2
2020-08-08,38,97,0
2020-08-09,12,99,0
2020-08-10,54,135,10
2020-08-11,63,115,6
2020-08-12,38,110,13
2020-08-13,42,113,7
2020-08-14,59,110,11
2020-08-15,31,55,11
2020-08-16,5,94,6
2020-08-17,38,68,41
2020-08-18,96,89,27
2020-08-19,51,96,13
2020-08-20,36,67,7
2020-08-21,31,61,7
2020-08-22,17,95,3
2020-08-23,14,58,3
2020-08-24,42,86,22
2020-08-25,58,79,17
2020-08-26,39,74,14
2020-08-27,80,54,19
2020-08-28,48,67,13
2020-08-29,45,62,2
2020-08-30,19,91,1
2020-08-31,35,83,3
2020-09-01,54,88,13
2020-09-02,31,74,6
2020-09-03,52,148,10
2020-09-04,54,62,0
2020-09-05,37,95,4
2020-09-06,12,61,3
2020-09-07,22,45,4
2020-09-08,32,64,5
2020-09-09,50,114,19
2020-09-10,49,99,6
2020-09-11,73,62,13
2020-09-12,28,72,4
2020-09-13,4,66,5
2020-09-14,14,73,11
2020-09-15,23,99,12
2020-09-16,57,121,18
2020-09-17,33,83,15
2020-09-18,27,108,21
2020-09-19,11,82,4
2020-09-20,9,124,1
2020-09-21,44,129,8
2020-09-22,47,82,17
2020-09-23,61,107,14
2020-09-24,46,97,12
2020-09-25,57,120,6
2020-09-26,15,92,6
2020-09-27,4,102,2
2020-09-28,21,64,11
2020-09-29,31,64,17
2020-09-30,54,86,13
2020-10-01,24,109,19
2020-10-02,48,131,8
2020-10-03,34,78,3
2020-10-04,9,113,0
2020-10-05,22,90,14
2020-10-06,55,137,19
2020-10-07,70,72,11
2020-10-08,45,108,7
2020-10-09,72,118,10
2020-10-10,39,112,2
2020-10-11,25,80,1
2020-10-12,36,116,26
2020-10-13,48,96,24
2020-10-14,42,87,15
2020-10-15,54,69,15
2020-10-16,46,109,22
2020-10-17,13,78,9
2020-10-18,5,69,3
2020-10-19,34,69,21
2020-10-20,33,79,39
2020-10-21,45,83,23
2020-10-22,54,82,21
2020-10-23,30,86,33
2020-10-24,20,90,11
2020-10-25,5,92,3
2020-10-26,28,154,42
2020-10-27,45,104,41
2020-10-28,55,90,29
2020-10-29,49,74,34
2020-10-30,44,71,30
2020-10-31,6,54,7
2020-11-01,20,41,4
2020-11-02,26,79,15
2020-11-03,37,88,9
2020-11-04,56,79,11
2020-11-05,66,82,22
2020-11-06,43,97,7
2020-11-07,10,54,9
2020-11-08,15,66,1
2020-11-09,49,70,23
2020-11-10,73,51,12
2020-11-11,59,74,9
2020-11-12,41,119,11
2020-11-13,60,66,5
2020-11-14,36,49,2
2020-11-15,11,68,0
2020-11-16,49,72,9
2020-11-17,52,134,7
2020-11-18,53,51,15
2020-11-19,42,77,13
2020-11-20,58,39,17
2020-11-21,7,46,4
2020-11-22,1,70,0
2020-11-23,3,72,2
2020-11-24,6,73,34
2020-11-25,3,58,35
2020-11-26,3,60,2
2020-11-27,2,96,3
2020-11-28,5,73,3
2020-11-29,0,95,0
2020-11-30,56,42,36
2020-12-01,57,67,37
2020-12-02,46,41,23
2020-12-03,52,66,30
2020-12-04,55,69,45
2020-12-05,42,29,2
2020-12-06,9,46,4
2020-12-07,23,81,29
2020-12-08,38,71,13
2020-12-09,47,67,19
2020-12-10,46,82,16
2020-12-11,44,77,6
2020-12-12,39,55,1
2020-12-13,10,71,0
2020-12-14,35,43,34
2020-12-15,48,42,23
2020-12-16,59,46,13
2020-12-17,49,88,29
2020-12-18,40,70,12
2020-12-19,24,54,1
2020-12-20,15,75,1
2020-12-21,35,63,19
2020-12-22,30,95,25
2020-12-23,42,79,53
2020-12-24,4,25,2
2020-12-25,2,41,7
2020-12-26,1,40,1
2020-12-27,0,34,1
2020-12-28,0,60,24
2020-12-29,5,60,25
2020-12-30,1,80,11
2020-12-31,0,68,5
2021-01-01,1,65,15
2021-01-02,13,81,2
2021-01-03,1,52,9
2021-01-04,25,94,6
2021-01-05,43,61,16
2021-01-06,65,56,8
2021-01-07,72,69,10
2021-01-08,47,66,27
2021-01-09,53,58,0
2021-01-10,1,76,4
2021-01-11,47,75,12
2021-01-12,45,59,17
2021-01-13,99,85,7
2021-01-14,79,53,18
2021-01-15,67,90,17
2021-01-16,35,102,4
2021-01-17,12,90,10
2021-01-18,37,87,6
2021-01-19,46,50,18
2021-01-20,87,38,15
2021-01-21,53,73,23
2021-01-22,49,110,18
2021-01-23,14,124,14
2021-01-24,18,57,1
2021-01-25,31,60,25
2021-01-26,51,61,13
2021-01-27,94,62,13
2021-01-28,72,74,8
2021-01-29,59,73,3
2021-01-30,23,87,2
2021-01-31,22,98,0
2021-02-01,43,71,6
2021-02-02,67,92,6
2021-02-03,70,104,10
2021-02-04,63,71,10
2021-02-05,75,93,11
2021-02-06,29,75,0
2021-02-07,21,66,2
2021-02-08,37,68,12
2021-02-09,105,106,12
2021-02-10,81,76,13
2021-02-11,77,41,6
2021-02-12,70,81,18
2021-02-13,44,106,4
2021-02-14,4,72,0
2021-02-15,33,114,2
2021-02-16,54,77,20
2021-02-17,75,74,5
2021-02-18,46,69,24
2021-02-19,31,68,65
2021-02-20,22,81,8
2021-02-21,10,80,2
2021-02-22,72,71,8
2021-02-23,89,105,48
2021-02-24,92,52,30
2021-02-25,60,76,22
2021-02-26,85,59,12
2021-02-27,30,95,4
2021-02-28,9,84,0
2021-03-01,39,106,9
2021-03-02,75,117,13
2021-03-03,80,101,13
2021-03-04,71,102,36
2021-03-05,87,192,31
2021-03-06,53,113,0
2021-03-07,21,54,2
2021-03-08,34,128,8
2021-03-09,56,187,22
2021-03-10,36,82,25
2021-03-11,44,113,20
2021-03-12,46,63,14
2021-03-13,36,80,16
2021-03-14,12,76,5
2021-03-15,50,137,22
2021-03-16,37,97,21
2021-03-17,100,124,16
2021-03-18,55,67,27
2021-03-19,78,55,15
2021-03-20,17,62,1
2021-03-21,10,75,0
2021-03-22,33,75,11
2021-03-23,30,75,19
2021-03-24,60,70,16
2021-03-25,49,55,29
2021-03-26,51,65,3
2021-03-27,11,90,2
2021-03-28,8,43,1
2021-03-29,35,70,19
2021-03-30,54,81,23
2021-03-31,85,93,16
2021-04-01,43,44,8
2021-04-02,63,92,17
2021-04-03,20,86,9
2021-04-04,16,97,3
2021-04-05,37,129,32
2021-04-06,70,91,22
2021-04-07,46,83,17
2021-04-08,72,97,31
2021-04-09,79,65,30
2021-04-10,12,58,8
2021-04-11,11,52,3
2021-04-12,44,64,31
2021-04-13,63,59,25
2021-04-14,63,68,36
2021-04-15,49,52,20
2021-04-16,43,80,39
2021-04-17,12,40,1
2021-04-18,7,62,1
2021-04-19,19,69,15
2021-04-20,54,58,22
2021-04-21,45,62,28
2021-04-22,39,90,24
2021-04-23,47,68,34
2021-04-24,10,56,1
2021-04-25,5,65,0
2021-04-26,36,49,12
2021-04-27,48,55,37
2021-04-28,48,46,32
2021-04-29,55,81,30
2021-04-30,89,66,37
2021-05-01,27,53,5
2021-05-02,7,62,7
2021-05-03,33,76,21
2021-05-04,61,69,30
2021-05-05,45,77,18
2021-05-06,42,98,14
2021-05-07,74,91,14
2021-05-08,16,54,6
2021-05-09,1,44,9
2021-05-10,24,64,11
2021-05-11,47,97,6
2021-05-12,33,88,10
2021-05-13,34,79,12
2021-05-14,27,43,10
2021-05-15,9,86,1
2021-05-16,3,51,0
2021-05-17,43,70,7
2021-05-18,40,80,13
2021-05-19,48,86,20
2021-05-20,53,55,15
2021-05-21,65,78,28
2021-05-22,30,54,1
2021-05-23,16,87,0
2021-05-24,32,94,21
2021-05-25,46,67,5
2021-05-26,47,88,23
2021-05-27,27,98,25
2021-05-28,26,43,7
2021-05-29,17,50,2
2021-05-30,4,62,2
2021-05-31,17,103,1
2021-06-01,33,59,14
2021-06-02,76,72,33
2021-06-03,37,73,20
2021-06-04,49,119,29
2021-06-05,20,59,9
2021-06-06,11,59,1
2021-06-07,27,75,20
2021-06-08,43,70,26
2021-06-09,61,82,13
2021-06-10,26,54,3
2021-06-11,33,52,15
2021-06-12,17,34,7
2021-06-13,9,68,4
2021-06-14,17,81,10
2021-06-15,42,78,12
2021-06-16,44,69,13
2021-06-17,40,97,40
2021-06-18,11,78,11
2021-06-19,3,52,1
2021-06-20,2,57,2
2021-06-21,24,103,17
2021-06-22,43,65,12
2021-06-23,64,47,16
2021-06-24,105,54,15
2021-06-25,51,73,17
2021-06-26,5,46,6
2021-06-27,6,38,4
2021-06-28,24,59,12
2021-06-29,38,58,8
2021-06-30,63,67,13
2021-07-01,77,78,20
2021-07-02,71,77,10
2021-07-03,16,47,5
2021-07-04,3,60,2
2021-07-05,14,66,0
2021-07-06,48,76,1
2021-07-07,47,64,21
2021-07-08,57,79,7
2021-07-09,60,71,4
2021-07-10,12,91,3
2021-07-11,2,58,1
2021-07-12,27,41,3
2021-07-13,42,47,5
2021-07-14,73,73,15
2021-07-15,48,63,5
2021-07-16,48,58,20
2021-07-17,31,52,3
2021-07-18,26,75,2
2021-07-19,45,71,29
2021-07-20,63,57,6
2021-07-21,60,59,12
2021-07-22,70,50,18
2021-07-23,92,76,6
2021-07-24,18,55,5
