,mui/material-ui,twbs/bootstrap,ant-design/ant-design
2015-11-05,5.392901797721875,1,24
2015-11-06,2.34909745279375,1,11
2015-11-07,1.610342942793751,0,0
2015-11-08,3.813257895731251,0,4
2015-11-09,13.71602345536875,0,5
2015-11-10,13.721974891768749,0,12
2015-11-11,2.1741306262765616,7,16
2015-11-12,17.912337217725,6,13
2015-11-13,1.7272466211749995,44,48
2015-11-14,0.6889923789359389,1,19
2015-11-15,0.22862048205937646,45,6
2015-11-16,2.578630483564065,11,23
2015-11-17,3.57002433958594,0,6
2015-11-18,3.522644222460939,0,24
2015-11-19,11.601417556846876,9,43
2015-11-20,-2.1106985417421877,0,47
2015-11-21,4.829296770453126,0,3
2015-11-22,5.700069105773437,0,0
2015-11-23,2.5262857188609384,4,17
2015-11-24,9.728132749115625,3,14
2015-11-25,3.088513381028125,1,21
2015-11-26,12.415608120992188,5,23
2015-11-27,7.620678343117187,1,15
2015-11-28,8.667864152032813,1,8
2015-11-29,3.58268944815625,1,4
2015-11-30,7.943613021175001,35,12
2015-12-01,4.699334558935939,7,2
2015-12-02,9.911961490434376,2,13
2015-12-03,12.471579934526563,5,12
2015-12-04,14.025504755101563,8,13
2015-12-05,4.562925200590625,19,6
2015-12-06,10.25931047896875,9,9
2015-12-07,14.999293194010939,24,10
2015-12-08,16.412309980878128,78,12
2015-12-09,2.8986939910312497,12,8
2015-12-10,10.925682119810938,4,13
2015-12-11,4.595357388084377,6,8
2015-12-12,-0.881351341804685,5,5
2015-12-13,9.973566226514066,6,3
2015-12-14,10.425402078009377,1,5
2015-12-15,8.116642770251564,1,14
2015-12-16,17.198271345290625,2,24
2015-12-17,14.358753410671875,6,16
2015-12-18,3.2166645550296873,1,10
2015-12-19,5.108932767871876,0,2
2015-12-20,4.390907786181252,3,1
2015-12-21,0.6256223499906275,9,4
2015-12-22,9.111815791615628,3,9
2015-12-23,2.614156073860939,8,15
2015-12-24,3.070354241792189,26,22
2015-12-25,8.263536591250002,25,29
2015-12-26,9.95782105574375,9,1
2015-12-27,-2.3255771331265622,4,22
2015-12-28,7.678871512353126,0,33
2015-12-29,12.195453621951563,4,18
2015-12-30,19.53415595547031,2,19
2015-12-31,6.392781450776561,4,17
2016-01-01,2.0663205597421874,5,34
2016-01-02,5.717872502164063,1,9
2016-01-03,5.692524105953128,0,2
2016-01-04,5.751408828318752,20,7
2016-01-05,9.816529160359377,4,6
2016-01-06,16.380888752457814,58,15
2016-01-07,4.532932153153125,22,21
2016-01-08,5.267543532803126,3,8
2016-01-09,12.5957402395625,13,4
2016-01-10,5.013425063195314,3,7
2016-01-11,21.4350507055875,16,25
2016-01-12,7.9913260830875,0,15
2016-01-13,8.555041594775002,7,29
2016-01-14,9.692318902271875,10,32
2016-01-15,3.6708615401921896,6,19
2016-01-16,8.322809131837502,4,4
2016-01-17,5.157795614478127,16,7
2016-01-18,13.41676434783594,14,7
2016-01-19,2.784445912337501,7,27
2016-01-20,9.491272515450001,4,23
2016-01-21,5.279457624631251,11,14
2016-01-22,5.5818536891156265,0,15
2016-01-23,10.712666967173439,6,10
2016-01-24,3.3039643190765635,8,3
2016-01-25,11.802893902979688,5,15
2016-01-26,7.2204758439625,5,29
2016-01-27,14.37124152633125,3,17
2016-01-28,11.758248708596875,0,19
2016-01-29,3.626836032943751,1,4
2016-01-30,5.341313049337501,0,10
2016-01-31,-1.4973392419906233,1,0
2016-02-01,11.303050916439066,0,30
2016-02-02,1.5215705775656265,0,17
2016-02-03,16.109092660590626,2,14
2016-02-04,10.994714122125,15,1
2016-02-05,18.922013587904686,5,1
2016-02-06,11.069959688351561,61,1
2016-02-07,15.357069669373438,43,0
2016-02-08,40.94499826544688,28,0
2016-02-09,10.123212568260936,29,0
2016-02-10,20.53758095747031,0,0
2016-02-11,22.067460183075,6,3
2016-02-12,20.58284201713438,0,0
2016-02-13,3.4779132469031264,0,0
2016-02-14,8.044420007725003,5,2
2016-02-15,7.452163220914066,2,1
2016-02-16,2.799886054864068,33,4
2016-02-17,7.5501406121171915,49,12
2016-02-18,2.7556655359828155,6,10
2016-02-19,11.330599395878128,15,13
2016-02-20,3.9029060525718764,0,4
2016-02-21,11.53428090012344,0,8
2016-02-22,12.1511057129375,0,26
2016-02-23,7.838081649595313,9,15
2016-02-24,17.086960844709374,1,16
2016-02-25,-0.7394660134234377,3,15
2016-02-26,17.55368490901094,2,7
2016-02-27,10.379687703815627,10,1
2016-02-28,19.4866616883875,11,0
2016-02-29,2.6117415687796868,1,5
2016-03-01,7.758020210512502,1,6
2016-03-02,18.825295806289063,1,25
2016-03-03,9.824353023042189,4,15
2016-03-04,2.1783531602343764,4,12
2016-03-05,7.128294397079689,2,7
2016-03-06,4.049918215812503,3,5
2016-03-07,10.475063353887503,15,17
2016-03-08,9.078643766814064,0,10
2016-03-09,2.1198015965765635,0,23
2016-03-10,10.74652091326094,4,81
2016-03-11,2.2346568094906263,6,23
2016-03-12,10.936967386403126,0,2
2016-03-13,4.4129482183781255,1,8
2016-03-14,0.7701748322812514,7,30
2016-03-15,3.319555295545314,2,23
2016-03-16,9.365724267095315,7,19
2016-03-17,11.876688840740627,1,9
2016-03-18,5.394738274367187,0,14
2016-03-19,1.7114584632046879,2,2
2016-03-20,-1.7503954931328116,0,5
2016-03-21,3.8501863246734396,0,13
2016-03-22,6.7073179744515645,5,19
2016-03-23,0.3840790435640633,0,20
2016-03-24,12.825179446648438,7,11
2016-03-25,6.810946119885937,0,33
2016-03-26,-0.07138897462812466,0,1
2016-03-27,1.6544668651500003,2,3
2016-03-28,5.837631508606251,0,30
2016-03-29,21.533487839921875,0,29
2016-03-30,0.7881279156953118,2,47
2016-03-31,3.9111816936812502,2,25
2016-04-01,7.094590871459375,0,25
2016-04-02,7.8625730673562515,3,0
2016-04-03,-0.249476725104687,0,4
2016-04-04,-0.5208268053687488,3,2
2016-04-05,2.8423591875328142,1,25
2016-04-06,-0.2558857771109355,7,30
2016-04-07,1.0725403496109391,2,31
2016-04-08,5.265635320512501,0,12
2016-04-09,2.9089643301437507,7,4
2016-04-10,4.981248292020313,5,10
2016-04-11,9.824691352359375,9,20
2016-04-12,11.2758886844125,2,18
2016-04-13,4.770559674151562,1,29
2016-04-14,6.068734809340625,3,19
2016-04-15,9.043766293932812,1,21
2016-04-16,2.697048806834376,0,4
2016-04-17,2.122834067721876,6,5
2016-04-18,3.3992406405125015,1,13
2016-04-19,3.4292818028625014,1,9
2016-04-20,3.480675829151564,0,9
2016-04-21,7.559571268423438,4,11
2016-04-22,5.241541306873438,0,10
2016-04-23,1.2880449552906255,4,2
2016-04-24,1.6941899595265633,2,3
2016-04-25,-0.10259230849218648,1,14
2016-04-26,1.1870962310281263,0,9
2016-04-27,5.230932828492189,0,24
2016-04-28,8.889349068492187,2,15
2016-04-29,0.3587362589296874,0,17
2016-04-30,7.906223259817187,0,1
2016-05-01,4.434851491951562,0,0
2016-05-02,5.5433552820953125,0,0
2016-05-03,9.435083161876562,0,5
2016-05-04,8.970086218932813,0,3
2016-05-05,2.725005679334375,0,15
2016-05-06,10.163440249628126,1,14
2016-05-07,13.639454757359376,0,8
2016-05-08,8.0513194627875,32,8
2016-05-09,0.20196568783281288,17,17
2016-05-10,2.036282147425001,3,30
2016-05-11,1.2756148678265646,20,33
2016-05-12,3.538293047682815,20,12
2016-05-13,3.527782752026564,8,12
2016-05-14,-0.4205955463671862,3,3
2016-05-15,1.9906495650687512,2,15
2016-05-16,-0.964724972496874,4,26
2016-05-17,3.4476506105578135,1,11
2016-05-18,0.25069278907968795,1,22
2016-05-19,4.458316857059375,1,18
2016-05-20,4.150981133564063,3,9
2016-05-21,2.0234344384921874,0,6
2016-05-22,4.162526835554687,2,1
2016-05-23,-0.9866810915828125,0,23
2016-05-24,2.422870394892188,0,8
2016-05-25,4.2997517391875,0,7
2016-05-26,2.0488949830906256,6,24
2016-05-27,6.157721313635937,0,44
2016-05-28,1.7715855209921876,2,5
2016-05-29,0.021669567023437808,0,0
2016-05-30,-0.6895954101859371,2,1
2016-05-31,10.535426836070313,22,5
2016-06-01,4.573035792203125,0,11
2016-06-02,0.6375339510640623,2,24
2016-06-03,3.0125421370234378,4,15
2016-06-04,5.973094650032813,15,0
2016-06-05,0.6631501469515628,9,0
2016-06-06,3.0534274918765627,0,11
2016-06-07,-0.013785086285936998,0,2
2016-06-08,4.255757854328126,2,2
2016-06-09,5.962225051510938,1,2
2016-06-10,-0.274422113746875,1,6
2016-06-11,4.198319644115625,0,7
2016-06-12,4.960661706246875,0,9
2016-06-13,0.785813358717188,6,14
2016-06-14,5.1220455341156255,0,7
2016-06-15,1.8288044580906253,0,21
2016-06-16,2.021382946135938,1,16
2016-06-17,1.070098287460938,0,7
2016-06-18,1.2204906629828134,0,3
2016-06-19,0.31668537988593815,0,8
2016-06-20,-0.5579013582734368,6,6
2016-06-21,0.6327467937531257,0,9
2016-06-22,-0.34903320941562443,2,15
2016-06-23,-0.23659916801249947,0,15
2016-06-24,1.852970335845313,2,13
2016-06-25,0.6996549113609376,0,1
2016-06-26,4.746855222646875,3,5
2016-06-27,6.358471969412499,3,17
2016-06-28,7.985682451214062,6,14
2016-06-29,-1.4199643130156259,7,6
2016-06-30,-0.7586521275359375,0,1
2016-07-01,2.4829293450000005,0,3
2016-07-02,2.305179865218751,0,0
2016-07-03,8.2459806631625,0,0
2016-07-04,7.627145596135938,2,15
2016-07-05,1.338696779960937,1,8
2016-07-06,0.7832554651078125,2,10
2016-07-07,1.0591115396765631,0,19
2016-07-08,0.2207196237500011,4,16
2016-07-09,12.365517609703126,1,19
2016-07-10,17.236121874595312,1,6
2016-07-11,3.162300821501561,0,12
2016-07-12,-2.099705603714063,7,7
2016-07-13,4.750964720629688,1,9
2016-07-14,0.5472121613609393,2,1
2016-07-15,-1.1183274398531233,0,9
2016-07-16,0.2216371931625013,2,3
2016-07-17,3.296485774510939,2,5
2016-07-18,2.0594292922359383,0,10
2016-07-19,2.163306348723438,1,8
2016-07-20,-0.7129418177156249,5,4
2016-07-21,0.6011359794062504,1,29
2016-07-22,14.605353746253126,0,4
2016-07-23,2.264122798678124,0,2
2016-07-24,6.754720614484374,8,13
2016-07-25,-1.5476017308484382,3,22
2016-07-26,-0.895635687940624,11,19
2016-07-27,1.3805352408453135,14,8
2016-07-28,1.3365125586421889,8,1
2016-07-29,-0.6475558067656242,0,16
2016-07-30,-0.4485944327703118,3,5
2016-07-31,-0.3513306101015617,0,3
2016-08-01,6.816299585731251,0,9
2016-08-02,5.174251654712499,9,11
2016-08-03,-0.9635114175000006,2,19
2016-08-04,-0.5108240185312503,3,13
2016-08-05,-0.3515718311031245,0,7
2016-08-06,5.746410044928126,1,4
2016-08-07,1.2111654125,1,2
2016-08-08,0.37337205125000006,0,11
2016-08-09,-0.4945403686093749,2,2
2016-08-10,2.657823154154688,0,7
2016-08-11,-0.5169186152156247,0,7
2016-08-12,0.7331319250000004,0,4
2016-08-13,11.7054970475,0,1
2016-08-14,1.6002532169062493,0,5
2016-08-15,2.0025263125031247,1,6
2016-08-16,0.13648544441249966,0,5
2016-08-17,-0.6262466912859367,0,16
2016-08-18,-0.42775545154687417,1,7
2016-08-19,-0.3330721538578116,1,4
2016-08-20,-0.2511914555156242,2,10
2016-08-21,-0.21210248497343692,1,0
2016-08-22,-0.17593427072812454,13,6
2016-08-23,-0.06499519290468733,1,6
2016-08-24,1.9652351293765626,0,6
2016-08-25,-0.20839885253593765,0,7
2016-08-26,-0.09000000000000007,0,8
2016-08-27,4.943,0,0
2016-08-28,7.4586749999999995,0,5
2016-08-29,-1.0572335000000008,1,8
2016-08-30,-0.5288240250000003,0,3
2016-08-31,4.6465001075000005,0,7
2016-09-01,-0.7650203760312495,0,16
2016-09-02,-0.4365417675718745,0,2
2016-09-03,2.6967354187500003,0,0
2016-09-04,0.46009636492187544,0,0
2016-09-05,-0.4341245168046871,18,0
2016-09-06,-0.2635008827874997,7,0
2016-09-07,-0.14595598124999962,2,1
2016-09-08,0.8831456849218754,10,16
2016-09-09,-0.19759705017968732,8,9
2016-09-10,-0.0914431012499999,1,24
2016-09-11,-0.06829863529687491,0,3
2016-09-12,-0.05542737062343733,21,12
2016-09-13,-0.024515602535937424,1,12
2016-09-14,-0.01316201249999996,1,22
2016-09-15,-0.011093696249999967,4,0
2016-09-16,-0.009568313015624975,1,1
2016-09-17,0.9916011474640625,0,0
2016-09-18,-0.10000000000000009,0,24
2016-09-19,-0.04500000000000003,0,21
2016-09-20,-0.028500000000000022,0,9
2016-09-21,-0.020662499999999924,0,14
2016-09-22,-0.016116749999999947,2,9
2016-09-23,-0.01316201249999996,1,13
2016-09-24,-0.011093696249999967,0,0
2016-09-25,2.9904316869843752,0,0
2016-09-26,-0.30839885253593774,1,14
2016-09-27,-0.1350000000000001,0,10
2016-09-28,0.9145,0,16
2016-09-29,1.8380125,0,32
2016-09-30,-0.29335025000000003,0,23
2016-10-01,1.8420139625,0,11
2016-10-02,8.68905641125,1,19
2016-10-03,4.923853310953124,24,0
2016-10-04,-1.1325920701078132,1,0
2016-10-05,-0.60524272125,0,0
2016-10-06,-0.4209517055156242,1,11
2016-10-07,-0.32288525356718645,3,19
2016-10-08,1.7458562899281258,0,10
2016-10-09,3.6020480327187503,41,6
2016-10-10,1.3405253002875002,26,13
2016-10-11,-0.5699995509171876,3,4
2016-10-12,-0.29571811521562485,1,11
2016-10-13,-0.17188349999999963,2,11
2016-10-14,-0.13211602499999955,0,19
2016-10-15,-0.10706894249999968,3,7
2016-10-16,3.9101645639687503,1,3
2016-10-17,-0.47725834963437513,8,8
2016-10-18,0.767267963825,8,12
2016-10-19,-0.23079770507187514,23,11
2016-10-20,-0.12764999999999974,8,19
2016-10-21,-0.09296699999999981,0,18
2016-10-22,-0.07331054999999977,1,3
2016-10-23,-0.06049153499999982,0,0
2016-10-24,-0.05143526456249986,8,9
2016-10-25,1.9553108936062502,13,3
2016-10-26,-0.20956831301562515,6,11
2016-10-27,-0.09839885253593754,26,10
2016-10-28,-0.057000000000000044,25,17
2016-10-29,-0.04132499999999985,2,3
2016-10-30,-0.032233499999999894,14,5
2016-10-31,1.9736759750000001,1,16
2016-11-01,0.7778126074999999,8,13
2016-11-02,-0.2091366260312501,0,20
2016-11-03,-0.11879770507187504,1,11
2016-11-04,-0.06982499999999987,2,9
2016-11-05,2.9471040000000004,3,5
2016-11-06,1.657559225,2,12
2016-11-07,-0.37034940500000013,0,20
2016-11-08,0.7942696777187499,3,17
2016-11-09,0.7546464819125002,2,27
2016-11-10,0.7569258974640627,3,12
2016-11-11,-0.24521953749999992,0,20
2016-11-12,2.84623238625,1,0
2016-11-13,0.5838284184531249,3,8
2016-11-14,1.6707255538609376,0,22
2016-11-15,0.6123298361781249,0,24
2016-11-16,0.6856884782343752,1,10
2016-11-17,-0.30007361180156233,5,9
2016-11-18,-0.1883949530515622,0,18
2016-11-19,7.863762046214063,0,2
2016-11-20,-0.9029019102968754,0,3
2016-11-21,0.5537689743765625,0,16
2016-11-22,11.620208812682812,0,22
2016-11-23,8.5522402856625,8,25
2016-11-24,5.2845988344484365,3,13
2016-11-25,-1.6263574525359383,9,9
2016-11-26,7.047183680000001,45,9
2016-11-27,5.510765483375001,17,0
2016-11-28,3.3979663334625005,24,6
2016-11-29,-0.43013004301562474,9,10
2016-11-30,1.9839103412765637,4,6
2016-12-01,1.9648032656625012,3,8
2016-12-02,5.064107433531251,7,14
2016-12-03,-1.1614218752515622,0,18
2016-12-04,1.3463833096250006,0,18
2016-12-05,0.3158627448531256,36,10
2016-12-06,1.4804614834203134,2,11
2016-12-07,-0.5230302019453121,0,9
2016-12-08,-0.309181955332812,5,6
2016-12-09,0.769640325845313,0,7
2016-12-10,2.733627789298438,0,2
2016-12-11,0.537023979784375,4,6
2016-12-12,3.67994565271875,1,3
2016-12-13,3.4002840894124997,0,8
2016-12-14,2.2858602714328122,0,11
2016-12-15,0.30702753242812486,0,9
2016-12-16,-0.4983464837499998,0,10
2016-12-17,-0.33362841426562445,0,0
2016-12-18,4.744199962167189,0,1
2016-12-19,0.2991995443765627,2,11
2016-12-20,0.5283503229015627,16,10
2016-12-21,0.5941882365437501,2,4
2016-12-22,-0.3502065454406246,68,10
2016-12-23,-0.20951112062343713,42,2
2016-12-24,1.8605118349640628,30,2
2016-12-25,4.694590256250001,32,5
2016-12-26,1.3217859761718747,6,4
2016-12-27,0.4421817155546873,14,8
2016-12-28,0.5971141381984375,45,4
2016-12-29,-0.35551316555156215,48,2
2016-12-30,0.7698683724640629,0,16
2016-12-31,0.7306065450000003,20,6
2017-01-01,1.7172916177187503,7,6
2017-01-02,1.6103945748500001,15,4
2017-01-03,1.5754509025390626,6,7
2017-01-04,1.5787610356625,20,10
2017-01-05,1.5644290719484375,7,13
2017-01-06,12.546786938714062,8,6
2017-01-07,3.432455465734374,0,8
2017-01-08,-1.2820370830515628,1,14
2017-01-09,0.2548946039328125,0,29
2017-01-10,1.3722082513968763,3,9
2017-01-11,6.3577240013968765,3,10
2017-01-12,4.871688363896875,1,8
2017-01-13,4.761375055146875,0,14
2017-01-14,0.6764039944749998,1,12
2017-01-15,1.011940339454688,7,6
2017-01-16,-0.7772042339296868,13,9
2017-01-17,-0.491565293015624,0,7
2017-01-18,0.6208110726828134,2,0
2017-01-19,2.5971313513187506,0,14
2017-01-20,3.413678451654688,0,16
2017-01-21,-0.719814410809375,13,3
2017-01-22,0.6221203662531252,6,12
2017-01-23,5.671961418896875,3,13
2017-01-24,3.194040032428125,8,9
2017-01-25,-0.8135467337500002,2,9
2017-01-26,-0.46715995176562486,2,8
2017-01-27,-0.33557032658281183,0,11
2017-01-28,0.7440176778296883,2,0
2017-01-29,12.71187181860625,0,0
2017-01-30,-0.47377854051562585,0,9
2017-01-31,3.176316484370312,0,13
2017-02-01,2.0751711327218745,0,1
2017-02-02,0.17317533985625067,0,0
2017-02-03,-0.5923422624999994,0,5
2017-02-04,-0.41146660874999924,3,5
2017-02-05,-0.32190287676562407,5,1
2017-02-06,5.734458582010938,0,7
2017-02-07,9.181269031517187,0,13
2017-02-08,-1.3631152058484384,4,13
2017-02-09,5.305605954559375,2,16
2017-02-10,7.956260129376562,0,12
2017-02-11,13.518275647464062,0,0
2017-02-12,1.6838604249999989,2,0
2017-02-13,0.3463426974999999,2,16
2017-02-14,6.741490159406251,0,7
2017-02-15,9.315963429628127,0,15
2017-02-16,1.8895899346406253,0,21
2017-02-17,1.4165246681562504,0,13
2017-02-18,-0.34659492610624887,0,9
2017-02-19,1.0049653219421892,0,20
2017-02-20,-0.8821737826015611,0,42
2017-02-21,-0.5312182436749988,1,21
2017-02-22,2.605964332053126,1,20
2017-02-23,0.38625516404062554,0,16
2017-02-24,-0.4443372312078121,0,22
2017-02-25,6.769781929559375,2,9
2017-02-26,6.152560236876562,2,12
2017-02-27,1.888451771432812,2,20
2017-02-28,1.1130995074281245,0,17
2017-03-01,3.27441939875,0,14
2017-03-02,1.1272466147031255,1,21
2017-03-03,2.261296291876563,7,11
2017-03-04,-0.7718640637859371,2,0
2017-03-05,2.508996397640626,11,13
2017-03-06,-0.676667272610937,0,22
2017-03-07,-0.39155334929843677,1,9
2017-03-08,1.751117756360938,2,13
2017-03-09,1.6212681128656254,1,10
2017-03-10,-0.42436337492499987,0,22
2017-03-11,5.76801131838125,0,3
2017-03-12,4.243197353642187,2,2
2017-03-13,1.1277365609531247,3,13
2017-03-14,-0.6797540826078128,0,12
2017-03-15,-0.4049864174999996,1,5
2017-03-16,-0.2983370185312492,0,11
2017-03-17,-0.23681515610312426,0,15
2017-03-18,4.818596554928125,10,13
2017-03-19,11.36079761565625,10,10
2017-03-20,1.4545779272062491,19,12
2017-03-21,4.956369111289062,3,12
2017-03-22,-1.1971102050718754,2,9
2017-03-23,0.3159662500000009,2,8
2017-03-24,-0.5921985624999991,16,18
2017-03-25,5.569262118750001,0,2
2017-03-26,1.0543475424218753,16,1
2017-03-27,2.240270317382813,2,53
2017-03-28,4.2268299030218754,11,18
2017-03-29,2.0882565517984375,0,11
2017-03-30,3.189987688534375,1,12
2017-03-31,0.13973861198437498,1,7
2017-04-01,7.381552194964063,0,16
2017-04-02,3.77934544190625,5,10
2017-04-03,-1.1881211424968747,2,2
2017-04-04,1.3214133371312502,0,4
2017-04-05,3.3171159885640633,0,17
2017-04-06,6.149517500773438,0,8
2017-04-07,-0.1974433559203126,3,5
2017-04-08,8.231951644340626,18,4
2017-04-09,-1.3997973379109376,16,3
2017-04-10,3.216039089634376,5,14
2017-04-11,1.0931905448203127,3,10
2017-04-12,0.26227525146875086,5,21
2017-04-13,7.405060406615625,3,19
2017-04-14,3.7852245899968753,1,4
2017-04-15,-0.16249554701718738,0,8
2017-04-16,6.246942280323438,8,1
2017-04-17,-0.21520523282343706,1,2
2017-04-18,1.2506308429375008,3,0
2017-04-19,1.2851319175750004,2,7
2017-04-20,-0.6601799005874992,4,3
2017-04-21,-0.43405560041093677,1,4
2017-04-22,4.667298080884375,8,17
2017-04-23,4.284061038054688,0,1
2017-04-24,9.129971735104688,0,5
2017-04-25,0.5156283017328116,1,5
2017-04-26,-0.9455353710671877,1,8
2017-04-27,0.4051694188968755,3,10
2017-04-28,-0.5268165175718739,1,12
2017-04-29,1.631228956250001,3,0
2017-04-30,3.5043363286718754,0,7
2017-05-01,2.2622406847421876,1,10
2017-05-02,12.287018464664062,2,10
2017-05-03,7.293387836109375,0,14
2017-05-04,12.286725098678124,1,6
2017-05-05,2.6621531619843735,3,9
2017-05-06,1.2133029549640628,0,2
2017-05-07,0.5775223014687509,0,0
2017-05-08,6.8287160416156265,2,5
2017-05-09,6.370576487059376,1,4
2017-05-10,5.206732681939063,0,4
2017-05-11,7.205903039892188,0,10
2017-05-12,-1.9450340737921872,0,1
2017-05-13,3.8762353856687515,0,4
2017-05-14,0.7717458057734383,27,3
2017-05-15,-0.9621586036390611,0,15
2017-05-16,3.3482213833031262,2,6
2017-05-17,0.09983618933750094,3,8
2017-05-18,0.3640789723531258,0,9
2017-05-19,4.498049652607813,0,4
2017-05-20,0.18646782092656278,0,0
2017-05-21,-0.5086584575781248,0,0
2017-05-22,1.6619418112890627,2,9
2017-05-23,16.577736247428124,2,10
2017-05-24,5.046224789187499,6,8
2017-05-25,3.3418157680906244,1,4
2017-05-26,0.5725773406984369,6,1
2017-05-27,5.924669886135939,18,11
2017-05-28,0.5709911493046884,37,7
2017-05-29,0.9575297924640636,18,5
2017-05-30,3.088727700218751,36,1
2017-05-31,1.953204037412501,10,8
2017-06-01,7.017306559529688,7,13
2017-06-02,0.6564864871703124,1,14
2017-06-03,2.0745057125390627,1,0
2017-06-04,-0.8767418136812497,3,0
2017-06-05,1.4415857137171886,0,8
2017-06-06,3.4244458463968757,6,11
2017-06-07,1.2221308541156255,3,6
2017-06-08,5.337275805809376,0,6
2017-06-09,-1.0087414917328126,0,21
2017-06-10,-0.5614920350687496,6,1
2017-06-11,1.6513813308812506,2,2
2017-06-12,6.543759499892188,0,7
2017-06-13,0.023464063968749893,8,9
2017-06-14,4.371769575365625,13,3
2017-06-15,3.0948807863249996,22,17
2017-06-16,-0.9045785831656247,4,5
2017-06-17,3.4673031097843756,13,1
2017-06-18,0.2522492700000003,16,2
2017-06-19,12.44681173771875,6,9
2017-06-20,-0.6841466549312507,0,6
2017-06-21,3.0273731879828127,2,6
2017-06-22,-1.0012447026140627,1,2
2017-06-23,9.373855185257813,0,11
2017-06-24,3.56468754235625,0,2
2017-06-25,3.7307601391875003,0,5
2017-06-26,-1.275010786909375,18,11
2017-06-27,4.229346332010938,1,8
2017-06-28,0.9298918190171883,6,10
2017-06-29,-0.7871884795984367,1,4
2017-06-30,9.47657381485625,39,18
2017-07-01,-1.37727417390625,5,5
2017-07-02,-0.7592073216874995,26,2
2017-07-03,7.527120609742187,0,7
2017-07-04,1.869588231070313,9,10
2017-07-05,2.1088035424218754,3,2
2017-07-06,14.144248986289062,1,6
2017-07-07,8.986465332428125,0,15
2017-07-08,5.85289536984375,2,6
2017-07-09,-0.022122375359375557,0,0
2017-07-10,4.639976642500001,4,2
2017-07-11,-0.5363523803749988,1,6
