,meilisearch/meilisearch,typesense/typesense,elastic/elasticsearch
2022-09-25,0.0,1,-2.659995750400002
2022-09-26,0.0,0,30.25566464
2022-09-27,0.0,0,19.351514624000004
2022-09-28,1.0,0,8.108014796800001
2022-09-29,3.0,2,14.3892681728
2022-09-30,1.0,0,7.8009238528000004
2022-10-01,1.0,0,-7.298924032000002
2022-10-02,2.0,0,-4.851374387200003
2022-10-03,7.0,0,11.714106777599998
2022-10-04,8.0,0,15.464541593600002
2022-10-05,6.0,1,15.543400140800003
2022-10-06,12.0,1,6.629739212800001
2022-10-07,2.0,3,-4.2155487231999995
2022-10-08,0.0,0,-4.5409528832
2022-10-09,3.0,0,-1.8018546688000008
2022-10-10,5.0,0,22.8692970496
2022-10-11,2.0,2,21.3950208
2022-10-12,11.0,0,22.090463232
2022-10-13,8.0,0,8.418439065600001
2022-10-14,4.0,0,28.9570731008
2022-10-15,0.0,2,-11.437832192
2022-10-16,0.0,0,-6.473662771200004
2022-10-17,11.0,1,10.656421887999997
2022-10-18,15.0,3,14.7106128896
2022-10-19,12.0,1,4.968566784000002
2022-10-20,3.0,1,12.0814010368
2022-10-21,0.0,1,-3.6755605503999984
2022-10-22,0.0,0,-4.833217433599999
2022-10-23,0.0,0,-2.9997110272
2022-10-24,7.0,1,13.1422570496
2022-10-25,9.0,1,10.543564800000002
2022-10-26,80.0,0,7.600479232000001
2022-10-27,376.0,0,0.6277805056000005
2022-10-28,6.0,0,3.0328250368000003
2022-10-29,1.0,0,-3.6855085056000005
2022-10-30,4.0,1,-2.024149401600001
2022-10-31,7.0,3,16.570099199999998
2022-11-01,0.0,1,20.276293120000002
2022-11-02,1.0,1,12.635771904
2022-11-03,5.0,1,17.517357568
2022-11-04,2.0,0,14.2282851328
2022-11-05,0.0,0,-6.035178086400002
2022-11-06,0.0,1,-5.405403852800003
2022-11-07,0.0,0,15.489879039999998
2022-11-08,10.0,1,24.554077184
2022-11-09,1.0,2,18.158476492800002
2022-11-10,4.0,0,24.4388736
2022-11-11,0.0,1,-3.4260807679999985
2022-11-12,2.0,0,-8.164215296000002
2022-11-13,2.0,0,-4.850521395200002
2022-11-14,3.0,1,20.6846834688
2022-11-15,4.0,2,21.633738752
2022-11-16,1.0,1,16.178283110400002
2022-11-17,8.0,2,11.762299801600001
2022-11-18,0.0,1,17.3165477888
2022-11-19,0.0,1,-7.561180671999999
2022-11-20,0.0,0,-5.032659353600003
2022-11-21,1.0,0,16.86218752
2022-11-22,0.0,0,20.739679232
2022-11-23,3.0,1,14.2756916224
2022-11-24,6.0,2,20.1821348864
2022-11-25,0.0,1,-10.154176614399999
2022-11-26,3.0,0,-5.963058892800001
2022-11-27,0.0,0,-2.8671751168000013
2022-11-28,11.0,0,14.1518727168
2022-11-29,2.0,0,8.441469337600001
2022-11-30,7.0,2,7.082646425600002
2022-12-01,14.0,1,3.2077227008000015
2022-12-02,0.0,0,6.1434415104000015
2022-12-03,8.0,2,-4.857409024
2022-12-04,3.0,0,-2.4829896704000016
2022-12-05,11.0,0,18.249486848
2022-12-06,11.0,1,18.6409670656
2022-12-07,18.0,2,20.5017905152
2022-12-08,13.0,2,9.7813315584
2022-12-09,2.0,1,-5.341784883200001
2022-12-10,1.0,1,-5.0516089856000015
2022-12-11,4.0,0,-0.25140285440000154
2022-12-12,7.0,0,28.073766399999997
2022-12-13,13.0,2,9.708014080000002
2022-12-14,8.0,2,17.242604544000002
2022-12-15,3.0,5,5.8861855744000025
2022-12-16,3.0,0,7.3445035008
2022-12-17,0.0,0,-5.137783193600001
2022-12-18,0.0,1,-3.341129011200003
2022-12-19,14.0,2,8.841990143999999
2022-12-20,7.0,4,13.2381319168
2022-12-21,13.0,3,20.5666313216
2022-12-22,17.0,1,19.354854092800004
2022-12-23,0.0,2,2.12495616
2022-12-24,0.0,0,-6.304370176000002
2022-12-25,1.0,1,-4.348736000000002
2022-12-26,3.0,0,3.1035625471999984
2022-12-27,0.0,0,5.5924115456
2022-12-28,0.0,1,2.942329139200001
2022-12-29,0.0,1,-0.7655462911999988
2022-12-30,0.0,0,4.243322163200002
2022-12-31,0.0,0,-1.970337075199999
2023-01-01,0.0,1,-1.6556167168000002
2023-01-02,5.0,2,-0.9934408704000006
2023-01-03,3.0,7,17.258523648
2023-01-04,9.0,1,19.8035690496
2023-01-05,14.0,4,10.3277441024
2023-01-06,1.0,3,-3.4533644288000014
2023-01-07,0.0,1,-3.871848755200001
2023-01-08,0.0,0,-2.423721164800001
2023-01-09,8.0,8,27.291748249599998
2023-01-10,6.0,4,16.87011584
2023-01-11,13.0,4,21.790882304
2023-01-12,9.0,0,12.769205964800001
2023-01-13,1.0,1,24.2789643264
2023-01-14,0.0,0,-8.882086092800002
2023-01-15,0.0,1,-6.674707251200004
2023-01-16,10.0,2,19.607953919999996
2023-01-17,16.0,5,21.889923072000002
2023-01-18,16.0,3,13.426395750400001
2023-01-19,18.0,5,21.7566024704
2023-01-20,0.0,1,-7.908192767999999
2023-01-21,0.0,4,-3.959621427200001
2023-01-22,0.0,1,-3.985892249600001
2023-01-23,12.0,0,35.623422668799996
2023-01-24,8.0,1,32.681050112
2023-01-25,18.0,3,17.2381973504
2023-01-26,4.0,4,17.035036159999997
2023-01-27,0.0,4,22.2313995264
2023-01-28,0.0,1,-12.856483020800002
2023-01-29,0.0,0,-7.486338457600005
2023-01-30,5.0,5,27.850007756799997
2023-01-31,26.0,2,15.475188121600002
2023-02-01,9.0,0,18.9900713984
2023-02-02,15.0,3,28.1054532608
2023-02-03,0.0,3,-11.1878452224
2023-02-04,0.0,5,-4.850865152000001
2023-02-05,0.0,3,-5.556901376000002
2023-02-06,9.0,3,33.4037200896
2023-02-07,0.0,2,36.806006784000004
2023-02-08,9.0,0,10.3520693248
2023-02-09,5.0,5,14.893202329599998
2023-02-10,2.0,3,14.039144448000002
2023-02-11,0.0,0,-6.676749312000002
2023-02-12,0.0,2,-6.2526287872000035
2023-02-13,13.0,1,19.982549708799997
2023-02-14,14.0,2,19.278306816
2023-02-15,2.0,2,2.407729971200002
2023-02-16,13.0,33,10.864797491200001
2023-02-17,1.0,3,-2.2919767039999996
2023-02-18,0.0,2,-4.739015372799999
2023-02-19,0.0,0,-3.667596390400001
2023-02-20,19.0,4,18.589723136
2023-02-21,8.0,4,19.9535312896
2023-02-22,16.0,3,16.610399744000002
2023-02-23,21.0,0,17.9061014528
2023-02-24,0.0,1,4.0889427968
2023-02-25,0.0,0,-6.9100266496000025
2023-02-26,0.0,3,-4.6381446144000025
2023-02-27,2.0,4,14.803320729599998
2023-02-28,1.0,1,17.939171328
2023-03-01,1.0,2,18.7582135296
2023-03-02,0.0,3,16.3635434496
2023-03-03,3.0,9,-7.074404864
2023-03-04,0.0,0,-3.797075148800001
2023-03-05,0.0,3,-3.964741017600001
2023-03-06,9.0,3,23.3254864896
2023-03-07,4.0,2,15.722466304000001
2023-03-08,10.0,0,26.618268364800002
2023-03-09,15.0,0,5.671814246400002
2023-03-10,0.0,54,23.0200092672
2023-03-11,0.0,2,-8.2779556864
2023-03-12,0.0,0,-6.336660275200003
2023-03-13,3.0,2,-1.1758558208000025
2023-03-14,2.0,3,3.268284928000001
2023-03-15,6.0,2,0.8472027136000015
2023-03-16,1.0,8,2.4875511808000015
2023-03-17,0.0,0,-2.3207598079999987
2023-03-18,0.0,4,1.0450260992000018
2023-03-19,0.0,4,-1.818220748799999
2023-03-20,75.0,2,21.1515301888
2023-03-21,3.0,0,27.005389824
2023-03-22,2.0,3,19.3683355648
2023-03-23,8.0,3,10.426178867199999
2023-03-24,0.0,0,13.257913855999998
2023-03-25,0.0,1,-8.1209759744
2023-03-26,1.0,0,-3.1830180864000033
2023-03-27,8.0,0,37.0134745088
2023-03-28,6.0,1,24.911888896
2023-03-29,11.0,1,16.2113513472
2023-03-30,25.0,0,21.6694208512
2023-03-31,1.0,2,20.6936153088
2023-04-01,0.0,1,-13.792276992000001
2023-04-02,0.0,4,-7.405843660800004
2023-04-03,16.0,2,7.014378905599997
2023-04-04,12.0,0,16.772743987200002
2023-04-05,12.0,6,25.357120921600004
2023-04-06,25.0,1,8.647772057600001
2023-04-07,6.0,2,-3.6535018495999996
2023-04-08,0.0,0,-6.424372121599999
2023-04-09,0.0,0,-1.8388315136000006
2023-04-10,0.0,4,13.098792959999999
2023-04-11,1.0,3,33.671133696
2023-04-12,16.0,1,14.206149939200003
2023-04-13,16.0,2,13.8077155328
2023-04-14,0.0,0,-5.073944473600001
2023-04-15,0.0,0,-5.215546880000002
2023-04-16,0.0,0,-4.0234343424000025
2023-04-17,0.0,2,45.138873856
2023-04-18,4.0,3,28.145131827200004
2023-04-19,0.0,2,8.3246304256
2023-04-20,0.0,1,31.7160812544
2023-04-21,0.0,1,20.345098752000002
2023-04-22,0.0,1,-10.453857689600003
2023-04-23,0.0,0,-8.481956864000004
2023-04-24,8.0,1,27.351304089599996
2023-04-25,7.0,1,13.116839424000002
2023-04-26,9.0,0,11.106976460800002
2023-04-27,3.0,0,18.73569536
2023-04-28,1.0,1,8.6120522752
2023-04-29,4.0,1,-7.1325468671999985
2023-04-30,0.0,0,-5.112192512000002
2023-05-01,0.0,6,8.965057638399998
2023-05-02,18.0,2,22.432986624
2023-05-03,33.0,3,29.9788633088
2023-05-04,14.0,8,20.710547046400002
2023-05-05,0.0,0,8.3822738432
2023-05-06,1.0,4,-9.705342361600001
2023-05-07,0.0,2,-4.0644592640000035
2023-05-08,3.0,4,13.563446476799998
2023-05-09,0.0,4,25.1735310336
2023-05-10,6.0,4,14.594894028800002
2023-05-11,1.0,2,14.5854148608
2023-05-12,0.0,59,6.471138918400001
2023-05-13,0.0,3,-7.9062628352
2023-05-14,0.0,3,-5.094967910400002
2023-05-15,7.0,3,18.625952665599996
2023-05-16,10.0,57,24.0061074432
2023-05-17,2.0,19,17.9535449088
2023-05-18,0.0,4,-0.6907056127999986
2023-05-19,0.0,5,-6.4468096
2023-05-20,0.0,2,-4.520643584000001
2023-05-21,0.0,0,-2.968216268800001
2023-05-22,2.0,5,26.882842009599997
2023-05-23,4.0,8,16.497775616000002
2023-05-24,4.0,7,20.4558830592
2023-05-25,11.0,8,18.908898201600003
2023-05-26,0.0,5,11.2436543488
2023-05-27,0.0,2,-7.798025216000003
2023-05-28,0.0,0,-3.744168550400003
2023-05-29,11.0,2,3.687889919999998
2023-05-30,2.0,8,19.248335872
2023-05-31,0.0,80,8.044781670400003
2023-06-01,0.0,6,24.7209114624
2023-06-02,0.0,2,9.656027750400002
2023-06-03,0.0,2,-6.0915398656000015
2023-06-04,0.0,1,-5.386848972800002
2023-06-05,1.0,7,20.6368049152
2023-06-06,3.0,2,24.693705523200002
2023-06-07,1.0,4,22.6988709888
2023-06-08,3.0,3,17.131693158399997
2023-06-09,0.0,0,8.1578628096
2023-06-10,0.0,0,-8.3296176128
2023-06-11,0.0,0,-6.100793344000003
2023-06-12,1.0,1,22.965541068799997
2023-06-13,0.0,3,16.530345472
2023-06-14,3.0,7,29.351391846400002
2023-06-15,0.0,5,9.079663411200002
2023-06-16,0.0,15,-4.8353242112
2023-06-17,0.0,5,-6.044690841600001
2023-06-18,0.0,4,-1.514540032000002
2023-06-19,1.0,7,13.3042158592
2023-06-20,7.0,4,29.940248576000002
2023-06-21,1.0,3,5.303243059200003
2023-06-22,14.0,5,27.609848832
2023-06-23,3.0,6,4.219368550400002
2023-06-24,0.0,2,-1.9305771008000026
2023-06-25,0.0,0,-5.352169574400002
2023-06-26,23.0,84,24.7750004736
2023-06-27,43.0,42,18.1088821248
2023-06-28,39.0,4,17.852023091200003
2023-06-29,28.0,2,23.0203252736
2023-06-30,2.0,6,8.5327676416
2023-07-01,1.0,5,-8.7297598464
2023-07-02,0.0,5,-3.2518575104000025
2023-07-03,9.0,10,14.230466355199997
2023-07-04,2.0,14,12.831435161600002
2023-07-05,2.0,0,11.813937254400003
2023-07-06,10.0,10,11.5920863232
2023-07-07,0.0,10,24.490349260800002
2023-07-08,0.0,5,-9.1384237056
2023-07-09,0.0,2,-3.9122791424000027
2023-07-10,6.0,4,31.8749944832
2023-07-11,0.0,6,23.866595020800002
2023-07-12,6.0,4,17.0423297024
2023-07-13,4.0,4,10.083901951999998
2023-07-14,11.0,2,9.250747392
2023-07-15,0.0,0,-7.012588544
2023-07-16,0.0,0,-6.308178227200002
2023-07-17,2.0,0,14.962600755199997
2023-07-18,6.0,6,22.111367987200005
2023-07-19,1.0,3,12.190092697600003
2023-07-20,3.0,5,17.6692265984
2023-07-21,0.0,5,-6.268361625599999
2023-07-22,0.0,0,-6.088444108800001
2023-07-23,0.0,1,-3.776441344000001
2023-07-24,5.0,12,17.3875570688
2023-07-25,6.0,5,21.962452992000003
2023-07-26,3.0,14,18.119729254400003
2023-07-27,3.0,8,17.1831225344
2023-07-28,0.0,5,7.6934991872000005
2023-07-29,1.0,1,-4.901743308800002
2023-07-30,0.0,2,-4.616661401600003
2023-07-31,1.0,5,16.1087872
2023-08-01,2.0,4,24.120448
2023-08-02,0.0,13,14.897110016000003
2023-08-03,0.0,10,15.8619061248
2023-08-04,0.0,5,18.5029271552
2023-08-05,1.0,8,-10.3161069568
2023-08-06,0.0,1,-4.107117875200003
2023-08-07,0.0,4,10.579907686399999
2023-08-08,11.0,6,18.8179920896
2023-08-09,1.0,2,19.280133120000002
2023-08-10,13.0,13,13.8084914176
2023-08-11,0.0,3,15.007810048
2023-08-12,0.0,0,-6.286271078399999
2023-08-13,0.0,0,-2.247484313600002
2023-08-14,1.0,1,20.352726425599997
2023-08-15,0.0,10,27.7992072192
2023-08-16,1.0,2,24.324227584000003
2023-08-17,0.0,6,24.851905024
2023-08-18,0.0,2,-8.3494740992
2023-08-19,0.0,6,-7.624379289600002
2023-08-20,0.0,3,-3.580607488000002
2023-08-21,0.0,6,21.769870950399998
2023-08-22,1.0,3,44.6656630784
2023-08-23,3.0,6,20.821836288000004
2023-08-24,1.0,1,6.486621593599999
2023-08-25,0.0,2,12.3337092096
2023-08-26,0.0,8,-6.2706819072
2023-08-27,0.0,0,-3.145214054400004
2023-08-28,2.0,5,14.459038105599998
2023-08-29,0.0,5,27.065771827200003
2023-08-30,0.0,0,12.302017433600003
2023-08-31,0.0,3,19.1533344768
2023-09-01,0.0,6,2.3664321536000017
2023-09-02,0.0,4,-6.8122302464
2023-09-03,0.0,2,-4.507645849600001
2023-09-04,2.0,6,14.173695999999998
2023-09-05,1.0,3,9.5671619584
2023-09-06,6.0,2,34.115233792
2023-09-07,2.0,4,20.995790848000002
2023-09-08,3.0,1,34.7129365504
2023-09-09,0.0,1,-14.63503872
2023-09-10,0.0,0,-6.918167449600005
2023-09-11,11.0,2,30.637355827199997
2023-09-12,8.0,1,12.8702555136
2023-09-13,0.0,1,19.215410380799998
2023-09-14,0.0,7,6.9847228416
2023-09-15,0.0,6,-5.389158502399999
2023-09-16,0.0,4,-5.8107625471999995
2023-09-17,0.0,3,-3.4856747008000006
2023-09-18,2.0,3,20.9490098176
2023-09-19,0.0,4,21.8692837376
2023-09-20,0.0,3,16.3805694976
2023-09-21,2.0,2,14.1142165504
2023-09-22,0.0,4,15.14355456
2023-09-23,0.0,0,-7.101475737600001
2023-09-24,0.0,6,-4.950096384000003
2023-09-25,0.0,8,16.864130457599998
2023-09-26,2.0,4,14.7433378816
2023-09-27,0.0,5,18.485906022400002
2023-09-28,0.0,8,25.0691390464
2023-09-29,0.0,5,26.8989014016
2023-09-30,0.0,0,-10.9016221696
2023-10-01,0.0,1,-2.669820416000004
2023-10-02,0.0,3,32.165837516799996
2023-10-03,1.0,3,33.4132632576
2023-10-04,0.0,5,21.8728805376
2023-10-05,2.0,8,12.879439667199998
2023-10-06,0.0,5,23.3138491392
2023-10-07,0.0,1,-9.048840192
2023-10-08,0.0,3,-6.286715801600003
2023-10-09,5.0,14,36.5865100288
2023-10-10,3.0,5,32.787144192
2023-10-11,9.0,4,29.749990604800004
2023-10-12,7.0,0,10.478704128
2023-10-13,14.0,12,21.3775086592
2023-10-14,0.0,1,-12.335981875199998
2023-10-15,0.0,3,-5.021166796800005
2023-10-16,3.0,3,26.330991001599998
2023-10-17,1.0,6,21.636958412800002
2023-10-18,4.0,1,26.999251660800002
2023-10-19,1.0,0,25.1201821696
2023-10-20,0.0,2,-10.6420383744
2023-10-21,0.0,1,-8.071082803200003
2023-10-22,0.0,0,-4.940605030400002
2023-10-23,6.0,7,15.786868940799998
2023-10-24,1.0,4,12.782154342400002
2023-10-25,0.0,12,22.8102161408
2023-10-26,1.0,4,23.4146541568
2023-10-27,0.0,8,22.883119104000002
2023-10-28,0.0,0,-6.998788096
2023-10-29,0.0,0,-4.686557184000003
2023-10-30,82.0,7,27.532016537599997
2023-10-31,12.0,7,24.5557252096
2023-11-01,4.0,3,10.364191232
2023-11-02,13.0,5,27.77606144
2023-11-03,0.0,2,17.903851929600002
2023-11-04,0.0,2,-10.7330625536
2023-11-05,0.0,1,-6.946244096000003
2023-11-06,6.0,2,17.734703001599996
2023-11-07,0.0,4,21.5303958528
2023-11-08,5.0,2,11.092951756800002
2023-11-09,9.0,2,21.904583680000002
2023-11-10,1.0,2,18.1508067328
2023-11-11,0.0,1,-10.229248409599998
2023-11-12,1.0,2,-1.7702514688000033
2023-11-13,5.0,7,32.7090336768
2023-11-14,2.0,13,30.778226073600003
2023-11-15,1.0,7,33.7421841408
2023-11-16,0.0,5,29.151798784
2023-11-17,0.0,9,-12.743871692799999
2023-11-18,0.0,0,-7.332216012800004
2023-11-19,0.0,1,-3.157095936000002
2023-11-20,5.0,3,25.350569779199997
2023-11-21,1.0,4,20.692759552000002
2023-11-22,1.0,6,23.0691934208
2023-11-23,4.0,6,29.7258959872
2023-11-24,0.0,2,26.561972428800004
2023-11-25,1.0,2,-14.131240038400001
2023-11-26,0.0,3,-7.598125568000006
2023-11-27,3.0,7,44.0324599808
2023-11-28,11.0,11,20.5791192064
2023-11-29,0.0,4,10.5088454656
2023-11-30,0.0,6,26.2393496576
2023-12-01,0.0,10,30.00758528
2023-12-02,0.0,1,-14.967548211199997
2023-12-03,0.0,1,-5.196614860800006
2023-12-04,0.0,3,26.330529587199997
2023-12-05,0.0,5,36.6410858496
2023-12-06,7.0,5,14.004751360000002
2023-12-07,0.0,3,22.014969856
2023-12-08,0.0,2,6.209641472000001
2023-12-09,0.0,0,-8.2248083456
2023-12-10,0.0,2,-4.773481472000002
2023-12-11,2.0,7,36.474666291199995
2023-12-12,2.0,10,32.593085542400004
2023-12-13,2.0,8,1.4800068608000014
2023-12-14,31.0,2,26.712529100799998
2023-12-15,0.0,0,-7.937022463999998
2023-12-16,0.0,0,-5.520543846400001
2023-12-17,0.0,1,-4.852516966400002
2023-12-18,7.0,13,15.837829222399998
2023-12-19,12.0,13,17.8533480448
2023-12-20,9.0,6,13.862775603200003
2023-12-21,2.0,6,11.758291968000002
2023-12-22,0.0,1,10.1409052672
2023-12-23,0.0,1,-6.5660905472
2023-12-24,0.0,0,-2.8826819584000027
2023-12-25,0.0,4,-1.6659781632000015
2023-12-26,0.0,9,0.9760900096
2023-12-27,0.0,11,14.964216832000002
2023-12-28,0.0,3,2.479468544000002
2023-12-29,0.0,4,3.6983257088000006
2023-12-30,0.0,0,2.100594073600001
2023-12-31,0.0,0,-1.2713481216000004
2024-01-01,0.0,0,-1.1617307648000006
2024-01-02,3.0,9,38.3897725952
2024-01-03,3.0,4,24.8675110912
2024-01-04,0.0,4,27.1238836224
2024-01-05,0.0,6,17.0777914368
2024-01-06,0.0,1,-8.398810419200002
2024-01-07,0.0,0,-4.428203315200004
2024-01-08,2.0,3,40.5573057536
2024-01-09,1.0,6,36.978657587200004
2024-01-10,1.0,11,24.3357392896
2024-01-11,9.0,1,16.145020416
2024-01-12,1.0,3,19.5375842304
2024-01-13,0.0,0,-9.4971159552
2024-01-14,0.0,0,-7.660536320000002
2024-01-15,1.0,2,10.391114342399996
2024-01-16,15.0,1,17.7501523968
2024-01-17,2.0,2,27.587518361600004
2024-01-18,2.0,2,32.796630528
2024-01-19,0.0,4,-11.8113178624
2024-01-20,0.0,3,-5.6691884032000015
2024-01-21,0.0,1,-1.9726325760000005
2024-01-22,7.0,2,20.3295374336
2024-01-23,0.0,2,2.7410250751999996
2024-01-24,1.0,1,24.2360563712
2024-01-25,1.0,2,12.777711513600003
2024-01-26,0.0,5,14.185192652800001
2024-01-27,0.0,1,-6.8996363264
2024-01-28,0.0,1,-3.617963417600002
2024-01-29,0.0,0,37.900740300799995
2024-01-30,0.0,1,30.673215078400002
2024-01-31,0.0,0,11.965746688
2024-02-01,9.0,1,13.817404313599997
2024-02-02,0.0,4,16.0567330816
2024-02-03,0.0,0,-11.135449907200002
2024-02-04,0.0,0,-2.868402585600003
2024-02-05,0.0,2,24.603348684799997
2024-02-06,3.0,5,43.155970355200004
2024-02-07,9.0,4,14.960151859200003
2024-02-08,64.0,1,21.0501696512
2024-02-09,0.0,0,23.6731954176
2024-02-10,0.0,0,-13.2605809664
2024-02-11,0.0,0,-6.559108403200005
2024-02-12,5.0,5,33.9878358016
2024-02-13,5.0,5,11.561522278400002
2024-02-14,5.0,2,18.490066432
2024-02-15,5.0,2,25.5661037568
2024-02-16,0.0,1,-9.121264742399998
2024-02-17,0.0,0,-7.365711360000001
2024-02-18,0.0,1,-0.39848017920000167
2024-02-19,1.0,4,13.416045875199998
2024-02-20,2.0,3,11.194079539200002
2024-02-21,4.0,1,23.430544896
2024-02-22,3.0,5,22.826208870400002
2024-02-23,0.0,0,14.297644032000001
2024-02-24,0.0,1,-6.057292595200002
2024-02-25,0.0,0,-4.694334464000003
2024-02-26,13.0,2,1.294776729599997
2024-02-27,0.0,1,0.42441267200000077
2024-02-28,1.0,3,1.9097581568000006
2024-02-29,1.0,3,0.15692206080000126
2024-03-01,0.0,2,2.823744921600002
2024-03-02,0.0,2,-1.0402762751999979
2024-03-03,0.0,2,2.0461520896000005
2024-03-04,2.0,3,27.169557504
2024-03-05,16.0,4,18.1617846272
2024-03-06,1.0,2,20.937553817599998
2024-03-07,0.0,3,12.283575295999999
2024-03-08,0.0,4,23.7286711296
2024-03-09,0.0,0,-6.584316313600002
2024-03-10,0.0,0,-6.072533606400004
2024-03-11,1.0,1,21.252171571199998
2024-03-12,7.0,2,33.3266837504
2024-03-13,9.0,1,28.7996995584
2024-03-14,1.0,2,12.055204352
2024-03-15,0.0,2,-11.014002585600002
2024-03-16,0.0,2,-6.505318604800001
2024-03-17,0.0,0,-2.171214643200001
2024-03-18,4.0,2,20.869449216
2024-03-19,20.0,2,32.9998462976
2024-03-20,5.0,2,19.380341145600003
2024-03-21,3.0,1,29.3677883392
2024-03-22,1.0,2,19.1889288192
2024-03-23,0.0,1,-12.155661004800002
2024-03-24,0.0,0,-5.859002572800005
2024-03-25,15.0,2,14.263266713599997
2024-03-26,15.0,1,20.7842700288
2024-03-27,14.0,1,23.267281408000002
2024-03-28,3.0,1,14.4245764096
2024-03-29,0.0,1,5.145258803200001
2024-03-30,0.0,3,-2.7647259648
2024-03-31,0.0,0,-1.8341067776000015
2024-04-01,0.0,2,15.863892275199998
2024-04-02,2.0,1,20.3051809792
2024-04-03,2.0,1,24.016971264000002
2024-04-04,16.0,3,16.9501435904
2024-04-05,1.0,1,11.0595380224
2024-04-06,0.0,1,-9.830950604800002
2024-04-07,0.0,3,-6.115739340800003
2024-04-08,0.0,1,22.8866844672
2024-04-09,1.0,2,18.505639936
2024-04-10,0.0,1,28.9864160256
2024-04-11,2.0,3,16.919402700800003
2024-04-12,0.0,0,14.425855078400001
2024-04-13,0.0,0,-8.9781272576
2024-04-14,1.0,0,-5.052632371200003
2024-04-15,0.0,0,28.039027609599998
2024-04-16,18.0,0,26.780507136
2024-04-17,6.0,1,11.075581235200001
2024-04-18,2.0,1,17.5550195712
2024-04-19,0.0,1,-9.0921158656
2024-04-20,0.0,0,-3.012074496000001
2024-04-21,0.0,0,-3.2710714368000016
2024-04-22,4.0,1,34.1681051648
2024-04-23,1.0,3,19.5903429632
2024-04-24,4.0,2,25.710481612800002
2024-04-25,2.0,1,16.8478236672
2024-04-26,0.0,1,11.4231245824
2024-04-27,0.0,0,-9.467706777600002
2024-04-28,0.0,0,-3.6743867392000045
2024-04-29,0.0,3,32.8004358144
2024-04-30,2.0,1,21.656181043200004
2024-05-01,0.0,1,18.3913166848
2024-05-02,2.0,0,22.279609344
2024-05-03,1.0,1,11.2424957952
2024-05-04,0.0,1,-7.18169344
2024-05-05,0.0,1,-5.719402393600003
2024-05-06,1.0,2,18.646916403199995
2024-05-07,5.0,0,24.2902243328
2024-05-08,0.0,1,18.3892338688
2024-05-09,0.0,0,16.0524571648
2024-05-10,0.0,1,17.1430962176
2024-05-11,0.0,0,-8.123275264
2024-05-12,0.0,1,-5.222504960000003
2024-05-13,0.0,0,37.009606143999996
2024-05-14,8.0,3,23.0169024512
2024-05-15,5.0,3,17.8151890944
2024-05-16,5.0,4,13.9051527168
2024-05-17,0.0,0,29.628201472
