,gatsbyjs/gatsby,gohugoio/hugo,vercel/next.js
2017-03-19,-1.0111848448,5,1
2017-03-20,3.4200143871999997,2,0
2017-03-21,15.7983005696,2,1
2017-03-22,-4.024816127999999,2,1
2017-03-23,1.197861990399999,0,1
2017-03-24,1.2818484223999997,3,3
2017-03-25,-0.6133809152,4,2
2017-03-26,-1.1535413248000004,1,4
2017-03-27,6.235264819199999,51,4
2017-03-28,2.0292869120000003,0,5
2017-03-29,2.174037094400001,2,5
2017-03-30,-0.8055815167999998,0,5
2017-03-31,-1.0615720960000004,5,2
2017-04-01,-0.6826499072000001,2,3
2017-04-02,-0.4793413632000001,12,1
2017-04-03,4.6515844096,1,5
2017-04-04,-0.27567206399999944,11,3
2017-04-05,-0.8329719807999999,2,6
2017-04-06,0.5556450304000001,7,12
2017-04-07,0.5197348864000002,8,7
2017-04-08,-0.4537493504000001,6,0
2017-04-09,-0.2556800000000002,1,0
2017-04-10,6.8133376,5,2
2017-04-11,5.451998720000001,0,7
2017-04-12,0.9173007360000001,6,2
2017-04-13,-0.5458248704000006,4,3
2017-04-14,3.9574855679999996,2,1
2017-04-15,-0.6648090624,0,0
2017-04-16,-1.0830229504000006,3,0
2017-04-17,6.30830336,0,3
2017-04-18,0.07797657600000063,2,7
2017-04-19,7.6195116032,3,2
2017-04-20,-0.5710553087999997,0,0
2017-04-21,1.3919418367999994,0,0
2017-04-22,2.4607133695999996,6,12
2017-04-23,-0.709208064,1,2
2017-04-24,8.8671620096,9,1
2017-04-25,-0.7422986239999996,4,1
2017-04-26,1.2317330431999995,5,2
2017-04-27,14.3746880512,6,9
2017-04-28,1.8289690624000006,1,1
2017-04-29,8.8972024832,1,0
2017-04-30,1.8839543807999997,4,5
2017-05-01,4.6634020864,20,1
2017-05-02,12.4823376896,7,2
2017-05-03,4.784474112,3,5
2017-05-04,3.3664658431999985,1,6
2017-05-05,-0.20433336319999995,0,0
2017-05-06,5.7265826816,3,5
2017-05-07,-3.7610353664,1,4
2017-05-08,1.8656069631999994,1,4
2017-05-09,1.7642786816,4,11
2017-05-10,-0.1871997951999993,2,5
2017-05-11,8.297660313600002,1,8
2017-05-12,2.0222387200000007,0,1
2017-05-13,-2.4421901312000003,7,2
2017-05-14,-1.3104260096000002,1,3
2017-05-15,5.111281766399999,1,19
2017-05-16,15.210524672,0,11
2017-05-17,6.6467503104,3,3
2017-05-18,-2.198064025600001,10,4
2017-05-19,4.4489505792,4,2
2017-05-20,1.990951936,4,2
2017-05-21,-2.6446315520000008,0,3
2017-05-22,6.467054079999999,10,3
2017-05-23,7.274930688,7,1
2017-05-24,-3.5332107263999992,1,0
2017-05-25,1.1412211712,2,5
2017-05-26,6.2646306816,8,0
2017-05-27,-0.5905742847999997,1,8
2017-05-28,-0.7620144128000002,1,0
2017-05-29,0.7531514879999996,0,1
2017-05-30,6.794223104,6,2
2017-05-31,3.615593676800001,5,6
2017-06-01,1.640423936,2,5
2017-06-02,16.023829504,4,5
2017-06-03,7.265336012800001,6,1
2017-06-04,-4.624202547200001,0,0
2017-06-05,3.6517737471999983,1,8
2017-06-06,3.2178246655999994,3,10
2017-06-07,5.1338360832,2,5
2017-06-08,0.7040616448000003,7,5
2017-06-09,-2.6117935104000005,1,6
2017-06-10,2.4292071424,0,0
2017-06-11,-0.9336896511999988,1,1
2017-06-12,-0.23245332480000003,10,3
2017-06-13,12.074539008,28,3
2017-06-14,1.759328665600001,5,1
2017-06-15,12.518631321600001,0,2
2017-06-16,11.677843148800001,9,8
2017-06-17,-3.2403490816000007,1,0
2017-06-18,-0.9948743680000018,1,0
2017-06-19,2.693553766399999,4,2
2017-06-20,7.474311577599999,4,3
2017-06-21,10.437648793600001,9,3
2017-06-22,4.2269262848,2,3
2017-06-23,6.791080448,2,8
2017-06-24,-0.5476346879999987,2,0
2017-06-25,-3.202042470400001,1,1
2017-06-26,2.149460275199999,6,5
2017-06-27,7.8564283392,6,2
2017-06-28,5.637646848000001,7,12
2017-06-29,5.402677248000001,0,7
2017-06-30,8.293630566400001,0,4
2017-07-01,11.6716601344,2,9
2017-07-02,9.5738110976,1,7
2017-07-03,-1.7100962816000012,4,5
2017-07-04,9.188298751999998,3,0
2017-07-05,-3.0139862016,4,2
2017-07-06,23.803755008,7,5
2017-07-07,-0.4731350015999993,8,3
2017-07-08,8.942919782399999,5,10
2017-07-09,6.2293804032,0,16
2017-07-10,1.4371214335999998,8,1
2017-07-11,2.537831935999999,0,1
2017-07-12,4.9924993024,0,2
2017-07-13,7.752395980799999,0,3
2017-07-14,-2.815529164799999,2,2
2017-07-15,-3.1254581248,1,4
2017-07-16,1.1480123392000001,0,3
2017-07-17,-1.937736089599999,2,5
2017-07-18,3.8336755712,6,4
2017-07-19,23.2194424832,1,0
2017-07-20,2.038446899200001,0,6
2017-07-21,-4.235338137600001,8,1
2017-07-22,-2.2476940288000007,1,1
2017-07-23,-1.4273988608000008,1,2
2017-07-24,-0.05250713600000023,0,9
2017-07-25,12.9629503488,0,2
2017-07-26,8.46146304,2,4
2017-07-27,12.874546688,2,2
2017-07-28,-1.492435455999999,5,6
2017-07-29,-3.331690803200001,1,1
2017-07-30,-1.9171328000000014,0,2
2017-07-31,-1.3725619200000005,7,1
2017-08-01,16.934980608,2,1
2017-08-02,14.5335484416,1,0
2017-08-03,-0.9566928895999993,2,1
2017-08-04,0.1540698111999994,0,0
2017-08-05,7.0136701952,0,0
2017-08-06,-3.7079254016000003,3,1
2017-08-07,1.9870975999999985,8,3
2017-08-08,7.765091839999999,1,1
2017-08-09,3.5591255040000007,3,8
2017-08-10,10.688476364800001,8,3
2017-08-11,7.444748902400001,5,0
2017-08-12,-4.583308800000001,0,1
2017-08-13,-2.398029721600001,0,3
2017-08-14,18.378159615999998,2,1
2017-08-15,4.869476352000001,0,1
2017-08-16,0.49532323839999925,2,6
2017-08-17,1.532472831999999,3,1
2017-08-18,3.9561659392,3,2
2017-08-19,3.7660565504000005,1,2
2017-08-20,-0.18156820480000047,0,0
2017-08-21,-1.3345024000000008,0,1
2017-08-22,5.30195456,2,0
2017-08-23,13.382006272000002,0,1
2017-08-24,10.488180736,0,3
2017-08-25,4.8780180479999995,1,0
2017-08-26,-4.571570176000001,0,0
2017-08-27,-2.495560396800001,0,2
2017-08-28,23.3170470912,1,2
2017-08-29,9.7838163968,0,0
2017-08-30,3.854197145599999,0,6
2017-08-31,14.7443223552,0,3
2017-09-01,3.0074075136000005,0,3
2017-09-02,3.4130826239999994,0,0
2017-09-03,0.060010495999998525,1,0
2017-09-04,4.122611199999999,0,1
2017-09-05,0.8864716800000005,4,2
2017-09-06,-3.5575403519999993,0,0
2017-09-07,0.9319668736,1,0
2017-09-08,-0.0020541439999988143,2,7
2017-09-09,12.339963392000001,1,1
2017-09-10,3.266073088000001,3,1
2017-09-11,1.8614795263999997,6,0
2017-09-12,3.362109952,0,2
2017-09-13,0.3095482368,6,0
2017-09-14,7.933311487999999,0,1
2017-09-15,6.762228224,0,0
2017-09-16,6.280560844799999,0,0
2017-09-17,-3.9810137088,0,1
2017-09-18,15.8249007104,0,0
2017-09-19,1.0065692672000006,0,1
2017-09-20,17.364898816,0,0
2017-09-21,-0.2908944384000005,2,0
2017-09-22,5.672359628799999,3,0
2017-09-23,-1.5870858240000008,8,1
2017-09-24,-3.1831050240000005,2,0
2017-09-25,11.990196736,13,0
2017-09-26,15.777240064,11,1
2017-09-27,-6.264968499199999,2,9
2017-09-28,11.9685856256,4,4
2017-09-29,4.990863769600001,6,0
2017-09-30,-0.49897738239999967,0,2
2017-10-01,0.715420159999999,0,0
2017-10-02,7.2130418687999995,0,1
2017-10-03,0.22899763200000045,3,2
2017-10-04,0.049482854400000775,4,2
2017-10-05,8.655880192,5,4
2017-10-06,-1.5369420799999993,0,2
2017-10-07,18.705900544000002,4,3
2017-10-08,-0.5451832319999994,0,3
2017-10-09,4.419381350399998,0,8
2017-10-10,5.3211561984,1,2
2017-10-11,-1.8944133120000002,0,4
2017-10-12,22.471651942399998,0,0
2017-10-13,8.352988876800001,1,2
2017-10-14,-1.2262313984000013,2,4
2017-10-15,3.7278313471999995,5,5
2017-10-16,8.7358601216,6,6
2017-10-17,10.006953472,1,3
2017-10-18,12.2511423488,3,0
2017-10-19,3.308920422399999,17,6
2017-10-20,12.4582356992,0,3
2017-10-21,-5.8755814399999995,9,3
2017-10-22,-1.767806976000001,0,3
2017-10-23,2.1564241919999994,3,7
2017-10-24,13.0234257408,0,0
2017-10-25,14.923865804800002,0,0
2017-10-26,11.404259328000002,0,1
2017-10-27,4.1194928128,0,1
2017-10-28,-3.706736640000001,1,17
2017-10-29,-3.599409459200001,1,0
2017-10-30,7.743740825599999,1,4
2017-10-31,16.2984712192,0,3
2017-11-01,20.853101056,0,1
2017-11-02,9.452266393600002,0,1
2017-11-03,3.208582655999999,0,0
2017-11-04,3.7200734207999995,2,6
2017-11-05,-5.532146278400001,2,6
2017-11-06,5.7749460991999975,2,3
2017-11-07,9.85676288,3,0
2017-11-08,-2.374083583999999,0,1
2017-11-09,23.425387008,1,1
2017-11-10,3.399466803200003,0,0
2017-11-11,-4.7562043392,2,1
2017-11-12,-3.2992031744000014,0,0
2017-11-13,17.845154815999997,0,6
2017-11-14,1.4651781120000003,0,0
2017-11-15,0.7694941183999999,1,5
2017-11-16,1.5549917183999993,4,4
2017-11-17,3.959501004800001,6,1
2017-11-18,-1.2977840127999989,2,0
2017-11-19,-0.10687856640000071,3,0
2017-11-20,5.314314649599999,8,1
2017-11-21,2.472734720000001,0,0
2017-11-22,-2.4388305919999995,0,0
2017-11-23,-1.2411312128,0,8
2017-11-24,0.18009804800000007,1,0
2017-11-25,-0.7845237759999996,1,1
2017-11-26,-0.5005959167999998,0,0
2017-11-27,18.6776548352,7,0
2017-11-28,23.9561137152,1,2
2017-11-29,0.6952399872000008,0,0
2017-11-30,0.16522444799999825,1,0
2017-12-01,-3.6393267200000015,1,0
2017-12-02,-2.2243717120000013,2,7
2017-12-03,12.3755754496,0,5
2017-12-04,-2.06590208,0,6
2017-12-05,-1.5584250880000003,1,5
2017-12-06,8.090668646400001,2,2
2017-12-07,-3.1952771071999986,2,4
2017-12-08,-1.4443973632000002,0,7
2017-12-09,3.0869780479999998,0,2
2017-12-10,5.56063232,0,1
2017-12-11,-2.2310702079999993,0,1
2017-12-12,3.8234389504,0,0
2017-12-13,21.3210063872,0,3
2017-12-14,14.506309529600001,0,3
2017-12-15,2.5348392959999995,1,0
2017-12-16,5.117291519999998,3,0
2017-12-17,2.243482111999999,1,0
2017-12-18,1.8559366143999991,0,3
2017-12-19,5.305098547199998,0,2
2017-12-20,2.948346879999999,0,0
2017-12-21,9.185782272,0,0
2017-12-22,3.0964702208000014,0,1
2017-12-23,-0.12276121599999978,0,0
2017-12-24,-3.0261851136000004,0,1
2017-12-25,0.1696209919999998,0,0
2017-12-26,-1.6617218047999998,0,1
2017-12-27,0.9129450496000002,1,3
2017-12-28,-0.1945598975999996,5,2
2017-12-29,1.081345331200001,4,1
2017-12-30,0.02801786880000079,2,0
2017-12-31,0.3266367488000004,5,0
2018-01-01,2.4555971584,3,1
2018-01-02,10.109630976,6,0
2018-01-03,0.3481070592000006,8,2
2018-01-04,-1.7696957440000007,0,0
2018-01-05,-0.9879446528000005,0,0
2018-01-06,-0.6688082944000002,5,1
2018-01-07,-0.4992355328000001,2,0
2018-01-08,9.6210379776,6,1
2018-01-09,-1.3031128063999993,0,0
2018-01-10,26.7535469568,4,0
2018-01-11,10.659674009600002,10,0
2018-01-12,10.9385919488,5,1
2018-01-13,1.6070399999999978,1,11
2018-01-14,0.053375999999998314,4,0
2018-01-15,5.068095999999998,3,1
2018-01-16,8.67787776,0,0
2018-01-17,-4.223230976000001,5,0
2018-01-18,13.905342873599999,6,0
2018-01-19,15.421002444800001,2,0
2018-01-20,7.0312481792,0,0
2018-01-21,1.742858547199999,1,0
2018-01-22,11.085655756799998,9,0
2018-01-23,9.915975679999999,4,0
2018-01-24,-3.5341367296,6,0
2018-01-25,10.832447692799999,5,1
2018-01-26,16.3515872256,6,2
2018-01-27,4.395298611200001,4,1
2018-01-28,-2.3149348864000006,4,0
2018-01-29,10.716031078399999,5,0
2018-01-30,11.3196878848,5,4
2018-01-31,-4.543917158399999,10,15
2018-02-01,8.133160857599998,0,7
2018-02-02,6.147098828800001,2,5
2018-02-03,-1.9986457599999987,0,4
2018-02-04,-2.3784291328,0,5
2018-02-05,4.7693545472,12,11
2018-02-06,21.1056630784,0,8
2018-02-07,9.499673600000001,1,5
2018-02-08,10.765200179199999,1,3
2018-02-09,19.4621924352,4,10
2018-02-10,4.3077420032,3,0
2018-02-11,-6.986718310400002,0,3
2018-02-12,4.071649996799998,8,2
2018-02-13,11.622002585599999,2,6
2018-02-14,2.008556339200001,1,9
2018-02-15,10.0556611584,11,2
2018-02-16,19.173430169600003,3,9
2018-02-17,7.868005171200002,2,2
2018-02-18,-7.2720497664,1,4
2018-02-19,4.187335884799998,1,5
2018-02-20,8.859600384,0,1
2018-02-21,6.8121960448,8,3
2018-02-22,9.6881918976,3,2
2018-02-23,8.0816007168,0,1
2018-02-24,4.965351424000001,0,3
2018-02-25,-0.4805355519999992,2,5
2018-02-26,8.037070233599998,2,4
2018-02-27,16.238265344,10,3
2018-02-28,12.076548300799999,0,5
2018-03-01,4.6204459008,1,0
2018-03-02,8.713981235199999,0,0
2018-03-03,-2.560838144,0,1
2018-03-04,1.586729062399999,0,1
2018-03-05,11.0303891456,0,3
2018-03-06,10.538960384,0,7
2018-03-07,19.7760325632,5,6
2018-03-08,11.4514804736,0,5
2018-03-09,-5.2504022016,2,3
2018-03-10,-4.924367564800001,1,1
2018-03-11,0.8652405759999988,6,1
2018-03-12,1.0030987263999998,2,3
2018-03-13,17.1758718976,0,1
2018-03-14,7.145477632000001,1,2
2018-03-15,5.5001890816,1,2
2018-03-16,20.900718489600003,6,3
2018-03-17,0.1475906560000002,2,1
2018-03-18,7.657649868799998,2,0
2018-03-19,5.276598271999998,1,0
2018-03-20,4.509966950399999,5,0
2018-03-21,11.7808681984,1,2
2018-03-22,1.4771420160000002,0,0
2018-03-23,4.934540492799999,0,6
2018-03-24,0.014872473600000546,1,0
2018-03-25,-1.8946289664,0,2
2018-03-26,13.3398110208,3,2
2018-03-27,4.022788812800001,0,1
2018-03-28,1.6684153855999995,0,2
2018-03-29,3.408133632,0,6
2018-03-30,1.5008361472000002,1,6
2018-03-31,-1.9280991232,1,15
2018-04-01,4.075229695999999,1,0
2018-04-02,10.545775104,12,1
2018-04-03,11.995192627200002,0,8
2018-04-04,10.7371590656,1,1
2018-04-05,1.2496825343999998,12,1
2018-04-06,9.681391513599998,5,0
2018-04-07,8.7037084672,5,1
2018-04-08,-1.646045184000001,1,0
2018-04-09,0.11852021759999865,8,1
2018-04-10,5.6993033216,0,0
2018-04-11,12.0539619328,24,0
2018-04-12,5.561892761600001,2,4
2018-04-13,2.0282551295999998,1,2
2018-04-14,12.940053299199999,2,2
2018-04-15,-1.780844953599999,10,0
2018-04-16,8.242136166399998,9,0
2018-04-17,16.361274470399998,8,0
2018-04-18,6.223136870399999,0,7
2018-04-19,-2.0961350656000004,5,0
2018-04-20,3.8231049215999997,0,0
2018-04-21,-2.1633782783999997,4,0
2018-04-22,14.1502149632,6,5
2018-04-23,7.6879767552,7,6
2018-04-24,19.7294905344,0,2
2018-04-25,6.118975283200001,6,2
2018-04-26,3.2736941055999997,0,3
2018-04-27,14.413164236799998,0,2
2018-04-28,-4.1900901376,0,0
2018-04-29,-3.470658867200002,1,3
2018-04-30,7.9061988352,6,0
2018-05-01,12.540449587200001,1,2
2018-05-02,11.097423564800001,0,2
2018-05-03,15.510787072,1,0
2018-05-04,12.3105951744,3,0
2018-05-05,3.0882472960000005,1,8
2018-05-06,-4.395505664000001,0,5
2018-05-07,3.001408716799998,0,3
2018-05-08,5.8724299775999995,1,4
2018-05-09,9.3447382016,7,3
2018-05-10,6.478370099200001,0,4
2018-05-11,9.6219681792,0,4
2018-05-12,-5.935883468799998,1,5
2018-05-13,-0.0862668800000006,0,10
2018-05-14,5.4305826816,3,5
2018-05-15,17.7686449152,0,4
2018-05-16,4.919677747200001,0,14
2018-05-17,1.7995258879999998,0,2
2018-05-18,4.7654677504,0,2
2018-05-19,-2.2246222847999997,0,1
2018-05-20,-2.763106816000001,2,0
2018-05-21,2.284322303999999,7,5
2018-05-22,1.8901603327999998,4,0
2018-05-23,-0.1481162751999987,6,7
2018-05-24,4.314460569600001,3,2
2018-05-25,1.8825250816000008,16,14
2018-05-26,-0.8631723007999996,2,1
2018-05-27,1.7999412224,3,1
2018-05-28,4.7009672192,1,0
2018-05-29,1.058268672,2,4
2018-05-30,5.3764015104,2,0
2018-05-31,41.6837356544,1,3
2018-06-01,7.018391347200003,0,3
2018-06-02,-3.7205960704000027,0,0
2018-06-03,-3.8214260736000023,3,0
2018-06-04,19.7883687936,2,3
2018-06-05,9.1156999168,2,1
2018-06-06,14.208154521599997,0,2
2018-06-07,5.0500686847999985,0,5
2018-06-08,9.0638497792,0,3
2018-06-09,-7.254306201599999,2,1
2018-06-10,-3.7744949248000013,2,1
2018-06-11,4.478503526399999,6,1
2018-06-12,18.687212953600003,8,1
2018-06-13,-0.5066099711999978,7,6
2018-06-14,16.6554402816,4,6
2018-06-15,10.3090758656,1,3
2018-06-16,20.3217430528,0,4
2018-06-17,14.126096793599999,0,1
2018-06-18,-4.002736640000002,0,2
2018-06-19,9.160869375999997,0,2
2018-06-20,4.2203077632,0,0
2018-06-21,98.8343252992,0,0
2018-06-22,-16.5716178944,0,4
2018-06-23,-7.593011302400006,2,2
2018-06-24,-4.5245457408000025,0,1
2018-06-25,11.548448563200001,2,3
2018-06-26,-1.9474312192000003,2,0
2018-06-27,8.186331648,0,2
2018-06-28,8.307878912,9,8
2018-06-29,-4.0003743743999935,1,5
2018-06-30,-4.723980287999997,2,2
2018-07-01,0.8092653567999992,1,0
2018-07-02,6.847344639999999,2,1
2018-07-03,11.7797402624,0,0
2018-07-04,-0.7947886591999991,0,1
2018-07-05,-1.1242312704000001,0,2
2018-07-06,20.7398252544,5,3
2018-07-07,-3.9773137919999986,1,0
2018-07-08,-3.125487411200002,2,0
2018-07-09,11.064720384,19,1
2018-07-10,6.9776145408,4,1
2018-07-11,17.6688676864,2,4
2018-07-12,15.296621056000001,5,1
2018-07-13,9.366375014399999,6,3
2018-07-14,-5.307277516800001,1,0
2018-07-15,0.5827591167999984,1,1
2018-07-16,7.253305139199998,2,0
2018-07-17,18.348340224,4,1
2018-07-18,10.636500172800002,7,2
2018-07-19,12.6395580416,14,2
2018-07-20,26.0392527872,3,0
2018-07-21,-7.972610252799999,4,4
2018-07-22,-6.022232780800003,5,1
2018-07-23,7.243418419199998,2,1
2018-07-24,8.025235456,1,3
2018-07-25,9.369638809600001,5,3
2018-07-26,3.776504524800001,0,2
2018-07-27,8.6574025728,0,4
2018-07-28,1.1729546240000017,0,0
2018-07-29,-1.5278058496,1,0
2018-07-30,9.959783628799999,0,2
2018-07-31,20.413495808,6,2
2018-08-01,8.4409040896,8,2
2018-08-02,10.0632603648,0,0
2018-08-03,13.895698944,0,0
2018-08-04,-4.005862912000001,0,3
2018-08-05,-5.063639449600002,2,3
2018-08-06,29.831008051199998,9,0
2018-08-07,33.0938108928,1,9
2018-08-08,10.149432524800002,3,3
2018-08-09,21.095159808,1,3
2018-08-10,9.7539229696,0,2
2018-08-11,-5.899715788800002,3,1
2018-08-12,-7.134869606400003,1,2
2018-08-13,14.415003238399997,1,8
2018-08-14,11.748068864,6,1
2018-08-15,20.891399372800002,2,4
2018-08-16,21.7946012672,6,0
2018-08-17,-1.4921336831999987,12,3
2018-08-18,-6.875766476800001,3,0
2018-08-19,-4.729995468800002,1,1
2018-08-20,15.852154367999997,6,4
2018-08-21,4.811438592000001,0,0
2018-08-22,-2.6638406655999995,1,3
2018-08-23,-0.8176403455999992,1,4
2018-08-24,-1.018113945599998,3,8
2018-08-25,-2.198607052799999,4,4
2018-08-26,-0.21292441600000012,2,0
2018-08-27,4.9677981696,0,2
2018-08-28,15.055345152000001,9,4
2018-08-29,15.513678950400001,6,1
2018-08-30,1.0464362496000001,9,8
2018-08-31,13.842439372799998,1,3
2018-09-01,-1.931028275200001,0,1
2018-09-02,-3.846550220800002,1,10
2018-09-03,20.606842368,2,8
2018-09-04,8.6293221376,0,13
2018-09-05,16.7650087936,0,7
2018-09-06,5.007917363200001,2,2
2018-09-07,13.330702847999998,20,6
2018-09-08,1.3507008512,3,1
2018-09-09,-4.931701555200002,0,2
2018-09-10,21.350248038399997,1,1
2018-09-11,11.429351424,2,2
2018-09-12,8.1813803008,2,7
2018-09-13,12.669995008,1,0
2018-09-14,6.946235084800001,8,4
2018-09-15,-7.2674250752,0,0
2018-09-16,-4.089307136000001,0,8
2018-09-17,51.2614969344,0,5
2018-09-18,25.164649369600003,1,1
2018-09-19,28.432456192,0,3
2018-09-20,9.855912550399998,0,7
2018-09-21,-2.7395646464000016,7,1
2018-09-22,-8.136946688000002,1,5
2018-09-23,10.128236543999996,6,6
2018-09-24,15.637150719999998,10,1
2018-09-25,6.819438592000001,6,6
2018-09-26,1.4613197824000022,2,2
2018-09-27,12.347288780800001,0,9
2018-09-28,10.377522483200002,0,8
2018-09-29,-5.5243264,0,10
2018-09-30,2.6236528639999976,0,3
2018-10-01,20.7233918976,4,8
2018-10-02,17.248473497600003,2,20
2018-10-03,10.0627391488,11,2
2018-10-04,9.681015193599999,0,0
2018-10-05,13.917649407999999,0,3
2018-10-06,-7.903151513599999,1,4
2018-10-07,-0.9832307712000032,1,4
2018-10-08,17.9144753152,1,2
2018-10-09,31.7748585472,1,4
2018-10-10,6.291855360000001,8,5
2018-10-11,4.724849151999999,10,4
2018-10-12,5.157942886399999,1,3
2018-10-13,-3.0958118912000003,0,0
2018-10-14,0.08144209919999845,0,1
2018-10-15,23.8868207616,1,3
2018-10-16,16.6194284544,7,1
2018-10-17,-3.3724986367999996,3,1
2018-10-18,6.9380240384,0,2
2018-10-19,11.923881164800001,0,1
2018-10-20,-5.014470041599999,0,12
2018-10-21,-2.180292403200001,1,0
2018-10-22,16.879499878399997,14,3
2018-10-23,12.796288512000002,5,1
2018-10-24,9.9011826688,7,0
2018-10-25,8.015902208,0,1
2018-10-26,13.397533081599999,8,2
2018-10-27,1.3390885888000001,3,0
2018-10-28,-1.8720371712000015,3,4
2018-10-29,13.801492275199998,13,1
2018-10-30,15.6113697792,2,1
2018-10-31,5.0379402240000015,1,0
2018-11-01,12.267790438399999,7,2
2018-11-02,9.4468677632,6,6
2018-11-03,-4.451698176,2,7
2018-11-04,7.315106303999999,1,15
2018-11-05,5.649742438399999,2,5
2018-11-06,15.692797542400001,5,1
2018-11-07,6.659915468800001,10,9
2018-11-08,8.3819287552,0,2
2018-11-09,10.4114592768,3,3
2018-11-10,-3.035930521599999,0,1
2018-11-11,0.43036446719999866,0,2
2018-11-12,11.1772366848,0,1
2018-11-13,2.504398643200001,6,6
2018-11-14,3.4087771136000002,7,1
2018-11-15,8.7053812736,2,2
2018-11-16,15.9844639744,0,0
2018-11-17,-1.8773222399999998,0,1
2018-11-18,-2.4376834048000013,1,6
2018-11-19,5.0117648383999995,0,1
2018-11-20,7.385425408000001,0,5
2018-11-21,11.656613888,0,5
2018-11-22,2.4772113408000003,0,3
2018-11-23,-4.472272179200001,1,1
2018-11-24,-2.5716227072,2,2
2018-11-25,-1.7335747583999996,0,5
2018-11-26,12.871371264,0,1
2018-11-27,13.342616883200002,9,4
2018-11-28,5.7877224448,8,7
2018-11-29,4.265219993600001,1,5
2018-11-30,1.7189886975999995,1,4
2018-12-01,4.523541196799999,0,1
2018-12-02,0.398284799999999,0,2
2018-12-03,7.104440319999998,0,9
2018-12-04,13.150676992000001,2,11
2018-12-05,8.3967688704,0,9
2018-12-06,5.3761549312,3,7
2018-12-07,9.8942130176,2,2
2018-12-08,-2.7942393856,0,1
2018-12-09,-3.6944246784000008,0,1
2018-12-10,3.639033548799999,1,13
2018-12-11,8.1035920384,1,5
2018-12-12,10.005184512000001,4,4
2018-12-13,3.0493591552000012,0,7
2018-12-14,-3.0976229376000006,1,4
2018-12-15,-1.4385746943999997,0,3
2018-12-16,0.231927808,0,7
2018-12-17,20.4820108288,4,7
2018-12-18,17.595588608,0,2
2018-12-19,4.851378585600001,4,0
2018-12-20,9.1168306176,4,0
2018-12-21,6.8186998784,6,2
2018-12-22,-4.882518835200001,0,0
2018-12-23,-1.460672102400002,9,4
2018-12-24,1.2020729855999992,5,1
2018-12-25,0.19623147520000073,0,0
2018-12-26,1.5036362752000012,4,4
2018-12-27,19.696341196800002,3,1
2018-12-28,6.344603955200002,1,2
2018-12-29,0.01319116800000053,1,0
2018-12-30,-1.5190659072000008,3,0
