,seleniumhq/selenium,cypress-io/cypress,DevExpress/testcafe
2019-07-13,4.938634240000001,0,0
2019-07-14,-3.799577600000001,0,0
2019-07-15,-2.1119462400000018,4,0
2019-07-16,4.498722816,5,1
2019-07-17,5.631033651200001,8,5
2019-07-18,3.0950500352000003,6,1
2019-07-19,-0.6873502719999998,1,0
2019-07-20,4.113488896,0,0
2019-07-21,-1.324198911999999,0,0
2019-07-22,0.5833150463999996,4,2
2019-07-23,-1.2534067200000005,5,0
2019-07-24,2.1950151680000003,1,1
2019-07-25,-1.2151517183999996,4,2
2019-07-26,3.3247566848000005,6,1
2019-07-27,0.7793473536000004,0,0
2019-07-28,-0.9898492927999998,0,0
2019-07-29,-0.5516652544,12,1
2019-07-30,-0.3329311744,4,2
2019-07-31,-0.24506286080000006,1,2
2019-08-01,12.824049664,7,4
2019-08-02,3.2540274688000004,2,0
2019-08-03,10.668595712,0,0
2019-08-04,-3.7826528256000005,1,0
2019-08-05,3.210261299199999,8,0
2019-08-06,-2.1575680000000004,3,11
2019-08-07,-1.2555904000000007,2,3
2019-08-08,13.085411839999999,1,4
2019-08-09,-2.5221749759999987,2,1
2019-08-10,-1.9161551872000004,0,0
2019-08-11,-1.1160003583999996,0,0
2019-08-12,-0.7651351551999998,0,0
2019-08-13,8.53695744,1,0
2019-08-14,-2.1738859519999996,0,1
2019-08-15,-0.9774028800000008,0,4
2019-08-16,-0.6503546879999995,0,2
2019-08-17,-0.49135861759999955,0,0
2019-08-18,0.7577066495999999,0,0
2019-08-19,1.6161408,0,5
2019-08-20,-0.6323404800000001,0,1
2019-08-21,-0.3374894079999996,1,1
2019-08-22,1.7581758464000004,1,1
2019-08-23,-0.49273599999999995,0,0
2019-08-24,8.768499199999999,0,0
2019-08-25,-1.9537843199999996,0,0
2019-08-26,3.1645588479999995,2,0
2019-08-27,10.6756832256,0,5
2019-08-28,2.9118036992,0,3
2019-08-29,-2.6156774400000007,2,2
2019-08-30,0.5969653759999991,0,0
2019-08-31,-0.37062318080000023,0,0
2019-09-01,-1.0792366079999998,0,0
2019-09-02,0.2457073663999999,0,4
2019-09-03,4.301555712,1,2
2019-09-04,11.511237734400002,0,2
2019-09-05,4.649647923200001,0,4
2019-09-06,0.9573016575999995,0,2
2019-09-07,-2.3032381440000007,0,0
2019-09-08,0.6717647871999994,0,0
2019-09-09,4.675691929599999,7,2
2019-09-10,4.9367162879999995,3,3
2019-09-11,2.4539703295999997,0,4
2019-09-12,-2.3817159679999995,1,7
2019-09-13,-1.3335821311999998,0,1
2019-09-14,-0.8265792511999999,0,0
2019-09-15,10.4469443584,0,0
2019-09-16,3.3989826560000007,0,4
2019-09-17,-0.4118960128000002,5,1
2019-09-18,4.3318363136,0,4
2019-09-19,3.8231759872000004,1,0
2019-09-20,-0.32084275200000034,2,0
2019-09-21,6.386867199999999,0,0
2019-09-22,-2.60943872,0,0
2019-09-23,-0.39149875200000017,2,3
2019-09-24,3.8156686336000005,4,2
2019-09-25,12.2724033536,9,1
2019-09-26,2.2940291072000005,8,1
2019-09-27,0.04797378559999954,4,0
2019-09-28,5.815458713599999,0,0
2019-09-29,9.1134508032,8,0
2019-09-30,-1.9619295232000002,2,0
2019-10-01,10.616959488,2,0
2019-10-02,0.8746372095999995,3,3
2019-10-03,3.82989056,2,0
2019-10-04,3.7272602623999997,1,0
2019-10-05,1.8135894015999998,0,0
2019-10-06,-0.7924559872000003,0,0
2019-10-07,4.929284812800001,3,0
2019-10-08,-1.7145509888000001,0,2
2019-10-09,-0.6423661567999999,4,3
2019-10-10,0.6935912448000003,4,3
2019-10-11,3.802036224,10,0
2019-10-12,4.2661573632000005,2,5
2019-10-13,-2.0912150528,0,0
2019-10-14,2.9572259839999995,0,1
2019-10-15,14.5299197952,2,1
2019-10-16,-1.0087374847999993,4,4
2019-10-17,6.6119294975999985,5,3
2019-10-18,0.8091488255999995,1,2
2019-10-19,-0.5021815808000003,0,0
2019-10-20,-1.8917642240000003,0,0
2019-10-21,5.7996082175999994,2,2
2019-10-22,-1.249888768,4,1
2019-10-23,-1.4440641535999996,11,0
2019-10-24,-0.9438004223999998,5,3
2019-10-25,1.4413380608000006,4,0
2019-10-26,0.1840195584000005,0,0
2019-10-27,1.3928095744000002,0,0
2019-10-28,1.2601454591999999,0,2
2019-10-29,2.2071592960000004,17,0
2019-10-30,18.9576548352,9,0
2019-10-31,-2.4820629503999996,16,2
2019-11-01,0.6834457599999983,0,0
2019-11-02,-1.9584317440000008,0,0
2019-11-03,4.801354547199999,0,0
2019-11-04,0.9416953856000001,2,0
2019-11-05,7.2550577151999995,1,4
2019-11-06,-2.8521018368,3,3
2019-11-07,0.5140978688000004,12,1
2019-11-08,2.5850414080000004,11,2
2019-11-09,-1.5296826368,0,0
2019-11-10,-0.8460787712000004,0,0
2019-11-11,9.419834368,0,1
2019-11-12,7.5442082816000005,1,1
2019-11-13,-0.10989905919999954,2,0
2019-11-14,-1.1077927936000007,2,4
2019-11-15,-0.3524823040000007,5,2
2019-11-16,2.9021504512,0,0
2019-11-17,3.4616745984,0,0
2019-11-18,0.14823679999999984,3,0
2019-11-19,2.57443328,4,2
2019-11-20,-0.6997155839999993,0,7
2019-11-21,-0.09135615999999991,0,2
2019-11-22,0.1826823167999998,0,2
2019-11-23,1.2898200575999998,0,0
2019-11-24,-0.8592553983999999,0,0
2019-11-25,0.4954793984000001,1,1
2019-11-26,-0.5343938559999999,9,2
2019-11-27,1.7074189312000003,11,1
2019-11-28,2.3993073664000004,7,0
2019-11-29,5.1217586176,0,0
2019-11-30,-1.6222465024,0,0
2019-12-01,-0.7528735744000004,0,0
2019-12-02,5.5182625792,9,1
2019-12-03,0.4665466880000002,3,1
2019-12-04,-0.1408251904000004,5,0
2019-12-05,-0.8501283840000002,6,0
2019-12-06,0.4527378432,12,1
2019-12-07,-0.5921503231999996,0,0
2019-12-08,0.6379390976000001,0,0
2019-12-09,-0.4159539200000001,7,1
2019-12-10,-0.2542085119999998,3,0
2019-12-11,0.8059457536000003,7,0
2019-12-12,-0.2933552127999999,13,0
2019-12-13,-0.13493207040000005,1,2
2019-12-14,0.917183488,0,0
2019-12-15,-0.26299607039999995,0,0
2019-12-16,-0.11992371200000002,3,0
2019-12-17,0.9191018496,1,4
2019-12-18,-0.25052672,2,7
2019-12-19,0.8800762879999999,5,2
2019-12-20,-0.2808981504,0,2
2019-12-21,0.8694732799999999,3,0
2019-12-22,-0.28792371199999994,1,0
2019-12-23,0.8535018496,5,0
2019-12-24,-0.29046272,2,0
2019-12-25,-0.14841651200000003,0,1
2019-12-26,0.8970679295999999,5,0
2019-12-27,0.7315834880000001,5,3
2019-12-28,-0.3349320704,1,0
2019-12-29,-0.16281651200000005,0,0
2019-12-30,-0.11099607040000004,1,3
2019-12-31,-0.07352371199999996,0,0
2020-01-01,2.9415658496,0,0
2020-01-02,1.3626444800000002,1,0
2020-01-03,7.328685568,1,0
2020-01-04,9.0691429376,1,0
2020-01-05,-3.0492693504,0,0
2020-01-06,3.592191999999999,2,0
2020-01-07,0.09084159999999963,6,0
2020-01-08,8.53447424,1,0
2020-01-09,0.07865702399999996,9,1
2020-01-10,1.9096859647999995,7,2
2020-01-11,-1.0411143167999999,2,0
2020-01-12,-1.4112356351999995,0,0
2020-01-13,-0.8908140544,7,1
2020-01-14,-0.5690879999999999,0,1
2020-01-15,2.542580224,4,0
2020-01-16,14.0731528192,4,2
2020-01-17,-3.4959923199999987,0,7
2020-01-18,-1.455885619200001,0,0
2020-01-19,-0.8850651136000003,0,0
2020-01-20,-0.5930773504000002,1,0
2020-01-21,0.5556735999999998,0,2
2020-01-22,-0.5572121600000002,2,0
2020-01-23,3.622936064,1,3
2020-01-24,-1.1012237311999988,3,0
2020-01-25,-0.5406402559999998,2,0
2020-01-26,-0.21753600000000015,1,0
2020-01-27,0.8451712,5,0
2020-01-28,-0.31907072000000003,0,1
2020-01-29,-0.17610291200000006,2,2
2020-01-30,1.8718237696,4,0
2020-01-31,-0.4911508479999997,5,0
2020-02-01,-0.23541340160000002,1,0
2020-02-02,-0.11642880000000008,0,0
2020-02-03,-0.08412672000000003,6,0
2020-02-04,13.934540288,3,4
2020-02-05,-2.853326950399999,7,1
2020-02-06,-1.1538534400000011,7,3
2020-02-07,-0.7007754240000004,10,2
2020-02-08,0.5046612991999999,0,0
2020-02-09,-0.5575040000000002,0,0
2020-02-10,-0.3660032000000002,4,1
2020-02-11,-0.2849740800000002,3,0
2020-02-12,1.7649720320000009,4,2
2020-02-13,-0.6001069055999995,5,0
2020-02-14,1.8195712,10,2
2020-02-15,2.48707328,2,0
2020-02-16,-0.8415877119999999,0,0
2020-02-17,0.6004586495999997,1,6
2020-02-18,-0.4520576000000001,2,2
2020-02-19,-0.26572544000000015,3,1
2020-02-20,-0.19424102399999998,5,0
2020-02-21,-0.15367854079999999,6,1
2020-02-22,-0.10509158399999993,1,0
2020-02-23,-0.08853063679999976,0,0
2020-02-24,1.9456652288,8,0
2020-02-25,-0.41438771199999985,10,3
2020-02-26,0.8275306495999999,5,1
2020-02-27,0.704,3,0
2020-02-28,3.6528,14,0
2020-02-29,0.020928000000000058,3,0
2020-03-01,-0.6424576000000003,0,0
2020-03-02,0.6350105599999998,5,4
2020-03-03,0.542859776,6,5
2020-03-04,2.5219617791999998,1,2
2020-03-05,6.133434368,2,2
2020-03-06,-0.8365927423999999,4,0
2020-03-07,1.9499170815999998,3,0
2020-03-08,0.7729700864,0,0
2020-03-09,-0.049632870400000195,5,0
2020-03-10,5.191047168,1,0
2020-03-11,0.2770251776000001,4,0
2020-03-12,7.7336436736,2,1
2020-03-13,2.4509928448000005,1,0
2020-03-14,-2.2364469248,1,0
2020-03-15,-1.1623307264000007,0,0
2020-03-16,3.2008450047999997,10,2
2020-03-17,11.6204316672,8,2
2020-03-18,0.6358117376000001,2,0
2020-03-19,-0.3900760064000006,1,1
2020-03-20,8.2825382912,0,2
2020-03-21,-0.07510671359999943,2,0
2020-03-22,6.893570047999999,0,0
2020-03-23,-1.0226252800000006,3,1
2020-03-24,-0.010385408000000762,12,1
2020-03-25,-0.6936421375999997,4,2
2020-03-26,-1.2928018431999997,4,2
2020-03-27,0.2177695743999999,15,1
2020-03-28,-0.7697271807999995,0,0
2020-03-29,-0.5257267199999998,0,0
2020-03-30,14.684855500800001,4,2
2020-03-31,34.7711181824,0,3
2020-04-01,-0.8961768447999994,1,1
2020-04-02,1.5802447871999972,4,0
2020-04-03,12.602603929599997,7,1
2020-04-04,-2.0182277120000007,0,0
2020-04-05,6.9459306495999975,0,0
2020-04-06,4.194316799999999,10,2
2020-04-07,3.35558656,4,4
2020-04-08,-1.428700671999998,2,2
2020-04-09,8.801542348800002,1,1
2020-04-10,-1.1772342271999996,6,0
2020-04-11,2.1730757632,0,0
2020-04-12,13.2393290752,0,0
2020-04-13,0.25227888640000096,5,0
2020-04-14,9.6094155776,4,1
2020-04-15,-0.5358596096000001,0,7
2020-04-16,0.8473950207999992,2,0
2020-04-17,6.3164392448,1,0
2020-04-18,8.5192302592,0,0
2020-04-19,3.7393138688,0,0
