,ruby/ruby,php/php-src,python/cpython
2009-05-21,8,15,1
2009-05-22,7,20,20
2009-05-23,6,29,36
2009-05-24,8,6,24
2009-05-25,7,22,20
2009-05-26,6,58,19
2009-05-27,10,40,17
2009-05-28,0,51,23
2009-05-29,4,49,28
2009-05-30,0,11,21
2009-05-31,4,20,14
2009-06-01,3,20,28
2009-06-02,4,10,14
2009-06-03,4,18,24
2009-06-04,3,28,30
2009-06-05,0,16,10
2009-06-06,0,3,7
2009-06-07,4,16,14
2009-06-08,2,26,24
2009-06-09,6,27,16
2009-06-10,1,19,9
2009-06-11,5,41,36
2009-06-12,5,23,16
2009-06-13,11,9,17
2009-06-14,4,17,11
2009-06-15,7,35,3
2009-06-16,16,38,16
2009-06-17,11,38,10
2009-06-18,9,24,6
2009-06-19,15,5,7
2009-06-20,5,5,2
2009-06-21,4,28,8
2009-06-22,14,23,6
2009-06-23,8,37,20
2009-06-24,9,23,8
2009-06-25,5,26,11
2009-06-26,9,18,9
2009-06-27,6,6,19
2009-06-28,11,34,63
2009-06-29,17,16,33
2009-06-30,13,22,19
2009-07-01,11,33,27
2009-07-02,6,21,29
2009-07-03,9,22,24
2009-07-04,4,3,21
2009-07-05,7,7,15
2009-07-06,6,25,4
2009-07-07,14,37,26
2009-07-08,7,17,5
2009-07-09,7,7,22
2009-07-10,17,0,11
2009-07-11,3,6,28
2009-07-12,9,7,17
2009-07-13,19,27,14
2009-07-14,7,12,1
2009-07-15,9,27,12
2009-07-16,18,26,10
2009-07-17,19,44,41
2009-07-18,10,19,13
2009-07-19,7,52,18
2009-07-20,7,32,19
2009-07-21,14,20,25
2009-07-22,16,12,32
2009-07-23,5,26,8
2009-07-24,4,30,4
2009-07-25,8,52,6
2009-07-26,4,57,15
2009-07-27,5,13,12
2009-07-28,8,33,17
2009-07-29,0,33,17
2009-07-30,19,19,8
2009-07-31,8,4,1
2009-08-01,5,33,2
2009-08-02,7,23,16
2009-08-03,15,44,2
2009-08-04,9,37,18
2009-08-05,13,14,2
2009-08-06,19,28,16
2009-08-07,1,16,0
2009-08-08,6,7,0
2009-08-09,5,15,0
2009-08-10,4,10,0
2009-08-11,10,29,0
2009-08-12,11,8,4
2009-08-13,13,8,60
2009-08-14,5,5,9
2009-08-15,6,5,13
2009-08-16,20,3,14
2009-08-17,6,34,12
2009-08-18,8,15,19
2009-08-19,7,6,1
2009-08-20,11,14,9
2009-08-21,11,2,7
2009-08-22,8,3,0
2009-08-23,2,0,1
2009-08-24,9,20,8
2009-08-25,10,17,0
2009-08-26,19,33,2
2009-08-27,6,18,10
2009-08-28,11,8,13
2009-08-29,7,5,6
2009-08-30,9,23,19
2009-08-31,3,16,8
2009-09-01,8,19,13
2009-09-02,5,10,5
2009-09-03,6,17,11
2009-09-04,6,10,23
2009-09-05,11,18,6
2009-09-06,11,9,26
2009-09-07,6,6,11
2009-09-08,10,8,14
2009-09-09,25,9,10
2009-09-10,13,15,0
2009-09-11,18,13,9
2009-09-12,22,0,9
2009-09-13,29,4,30
2009-09-14,13,10,7
2009-09-15,11,13,19
2009-09-16,19,13,43
2009-09-17,14,9,36
2009-09-18,15,10,49
2009-09-19,2,2,15
2009-09-20,4,0,29
2009-09-21,16,40,24
2009-09-22,13,40,23
2009-09-23,17,19,5
2009-09-24,8,25,9
2009-09-25,12,23,13
2009-09-26,17,9,12
2009-09-27,12,0,16
2009-09-28,15,15,21
2009-09-29,24,14,30
2009-09-30,3,20,6
2009-10-01,3,12,23
2009-10-02,22,9,6
2009-10-03,17,4,25
2009-10-04,11,0,24
2009-10-05,4,9,15
2009-10-06,7,15,6
2009-10-07,6,8,5
2009-10-08,7,14,11
2009-10-09,3,11,13
2009-10-10,19,1,25
2009-10-11,13,9,37
2009-10-12,8,18,2
2009-10-13,9,11,7
2009-10-14,8,5,25
2009-10-15,9,9,13
2009-10-16,16,12,8
2009-10-17,8,0,16
2009-10-18,8,0,33
2009-10-19,4,29,35
2009-10-20,18,18,14
2009-10-21,5,5,5
2009-10-22,7,17,27
2009-10-23,9,5,11
2009-10-24,9,1,36
2009-10-25,9,3,10
2009-10-26,15,16,33
2009-10-27,12,24,153
2009-10-28,14,3,27
2009-10-29,10,2,25
2009-10-30,12,3,13
2009-10-31,6,1,28
2009-11-01,13,11,43
2009-11-02,7,13,21
2009-11-03,9,23,22
2009-11-04,11,15,7
2009-11-05,7,20,13
2009-11-06,8,4,4
2009-11-07,6,3,7
2009-11-08,5,6,6
2009-11-09,4,13,26
2009-11-10,6,3,13
2009-11-11,8,10,14
2009-11-12,11,23,9
2009-11-13,7,4,24
2009-11-14,4,6,15
2009-11-15,10,17,40
2009-11-16,7,10,18
2009-11-17,12,9,6
2009-11-18,17,12,29
2009-11-19,8,7,35
2009-11-20,1,7,10
2009-11-21,5,8,9
2009-11-22,2,6,4
2009-11-23,4,24,25
2009-11-24,12,20,23
2009-11-25,8,43,20
2009-11-26,10,3,4
2009-11-27,0,20,12
2009-11-28,4,17,21
2009-11-29,4,11,10
2009-11-30,7,34,14
2009-12-01,2,6,5
2009-12-02,2,11,10
2009-12-03,5,21,20
2009-12-04,11,8,12
2009-12-05,8,0,11
2009-12-06,6,10,13
2009-12-07,7,12,2
2009-12-08,5,36,21
2009-12-09,5,30,5
2009-12-10,9,21,24
2009-12-11,2,24,11
2009-12-12,2,0,7
2009-12-13,7,16,58
2009-12-14,5,16,15
2009-12-15,6,23,4
2009-12-16,5,18,13
2009-12-17,3,10,5
2009-12-18,0,10,4
2009-12-19,6,3,30
2009-12-20,6,3,46
2009-12-21,4,21,42
2009-12-22,2,18,4
2009-12-23,5,15,4
2009-12-24,5,18,37
2009-12-25,2,21,4
2009-12-26,0,6,1
2009-12-27,5,6,17
2009-12-28,6,8,14
2009-12-29,3,16,24
2009-12-30,14,4,30
2009-12-31,6,0,30
2010-01-01,3,0,22
2010-01-02,4,0,32
2010-01-03,3,12,35
2010-01-04,5,15,21
2010-01-05,5,22,5
2010-01-06,2,8,11
2010-01-07,0,8,13
2010-01-08,6,15,19
2010-01-09,7,1,20
2010-01-10,2,2,19
2010-01-11,11,27,14
2010-01-12,18,7,19
2010-01-13,10,17,29
2010-01-14,3,16,21
2010-01-15,0,12,8
2010-01-16,3,2,36
2010-01-17,8,8,30
2010-01-18,9,3,9
2010-01-19,6,24,4
2010-01-20,3,7,3
2010-01-21,7,13,14
2010-01-22,8,2,12
2010-01-23,9,2,14
2010-01-24,4,27,18
2010-01-25,18,21,18
2010-01-26,13,4,7
2010-01-27,11,31,42
2010-01-28,5,9,10
2010-01-29,8,1,15
2010-01-30,1,14,32
2010-01-31,19,16,27
2010-02-01,2,39,5
2010-02-02,6,14,24
2010-02-03,17,5,24
2010-02-04,6,8,19
2010-02-05,7,3,30
2010-02-06,18,0,45
2010-02-07,4,10,46
2010-02-08,8,3,20
2010-02-09,6,9,5
2010-02-10,3,14,9
2010-02-11,12,13,25
2010-02-12,3,9,6
2010-02-13,6,9,3
2010-02-14,3,0,18
2010-02-15,12,17,12
2010-02-16,11,7,7
2010-02-17,11,3,0
2010-02-18,5,6,16
2010-02-19,3,2,17
2010-02-20,6,3,10
2010-02-21,4,10,18
2010-02-22,7,8,52
2010-02-23,10,11,46
2010-02-24,14,7,38
2010-02-25,5,4,16
2010-02-26,8,3,10
2010-02-27,4,0,41
2010-02-28,8,6,12
2010-03-01,6,12,51
2010-03-02,7,13,30
2010-03-03,11,16,31
2010-03-04,8,4,25
2010-03-05,6,14,35
2010-03-06,7,15,42
2010-03-07,9,33,32
2010-03-08,0,21,30
2010-03-09,8,6,16
2010-03-10,5,2,4
2010-03-11,14,13,23
2010-03-12,12,17,22
2010-03-13,12,7,55
2010-03-14,19,0,24
2010-03-15,14,5,18
2010-03-16,13,4,10
2010-03-17,9,3,25
2010-03-18,6,6,33
2010-03-19,6,1,35
2010-03-20,7,1,31
2010-03-21,14,0,102
2010-03-22,13,3,48
2010-03-23,6,9,46
2010-03-24,11,17,19
2010-03-25,11,7,33
2010-03-26,8,7,13
2010-03-27,6,0,19
2010-03-28,9,1,12
2010-03-29,15,8,3
2010-03-30,18,14,21
2010-03-31,10,7,24
2010-04-01,33,20,15
2010-04-02,31,14,67
2010-04-03,9,3,92
2010-04-04,6,8,44
2010-04-05,10,0,38
2010-04-06,13,8,61
2010-04-07,12,4,17
2010-04-08,9,15,8
2010-04-09,16,2,6
2010-04-10,8,1,20
2010-04-11,22,0,43
2010-04-12,7,11,41
2010-04-13,4,8,20
2010-04-14,10,4,17
2010-04-15,9,21,5
2010-04-16,17,6,35
2010-04-17,8,0,19
2010-04-18,10,2,47
2010-04-19,10,3,25
2010-04-20,16,50,59
2010-04-21,9,25,31
2010-04-22,16,39,54
2010-04-23,12,16,30
2010-04-24,18,6,26
2010-04-25,7,7,40
2010-04-26,14,16,17
2010-04-27,12,36,51
2010-04-28,18,30,31
2010-04-29,19,21,28
2010-04-30,12,4,31
2010-05-01,10,11,17
2010-05-02,9,9,17
2010-05-03,8,42,25
2010-05-04,16,27,32
2010-05-05,11,13,71
2010-05-06,14,10,47
2010-05-07,8,9,37
2010-05-08,19,1,64
2010-05-09,21,0,25
2010-05-10,5,6,30
2010-05-11,11,24,23
2010-05-12,16,12,18
2010-05-13,22,15,20
2010-05-14,2,14,23
2010-05-15,3,2,40
2010-05-16,17,0,23
2010-05-17,12,8,32
2010-05-18,0,14,30
2010-05-19,23,9,58
2010-05-20,8,12,13
2010-05-21,13,9,65
2010-05-22,3,0,25
2010-05-23,4,1,5
2010-05-24,11,11,15
2010-05-25,8,29,31
2010-05-26,9,17,22
2010-05-27,11,28,15
2010-05-28,10,5,12
2010-05-29,16,11,15
2010-05-30,12,6,8
2010-05-31,12,31,11
2010-06-01,2,9,16
2010-06-02,11,21,15
2010-06-03,9,15,21
2010-06-04,7,2,25
2010-06-05,16,5,50
2010-06-06,7,6,20
2010-06-07,5,7,24
2010-06-08,1,38,27
2010-06-09,5,8,13
2010-06-10,11,15,11
2010-06-11,11,10,50
2010-06-12,11,7,35
2010-06-13,5,2,12
2010-06-14,4,11,5
2010-06-15,8,19,15
2010-06-16,4,20,24
2010-06-17,8,14,25
2010-06-18,4,11,12
2010-06-19,1,5,3
2010-06-20,3,6,7
2010-06-21,2,10,16
2010-06-22,12,3,25
2010-06-23,13,6,11
2010-06-24,7,8,16
2010-06-25,9,4,21
2010-06-26,3,14,25
2010-06-27,8,4,52
2010-06-28,9,8,33
2010-06-29,9,9,28
2010-06-30,3,11,22
2010-07-01,9,10,12
2010-07-02,5,9,29
2010-07-03,6,2,57
2010-07-04,4,0,36
2010-07-05,10,6,26
2010-07-06,7,10,14
2010-07-07,11,17,20
2010-07-08,8,7,19
2010-07-09,5,4,34
2010-07-10,3,1,22
2010-07-11,8,0,45
2010-07-12,0,0,17
2010-07-13,9,10,12
2010-07-14,9,11,30
2010-07-15,3,4,2
2010-07-16,4,2,7
2010-07-17,14,6,17
2010-07-18,4,0,19
2010-07-19,6,6,25
2010-07-20,11,4,7
2010-07-21,14,5,19
2010-07-22,10,2,5
2010-07-23,5,3,49
2010-07-24,3,1,17
2010-07-25,0,0,15
2010-07-26,10,2,16
2010-07-27,6,4,21
2010-07-28,12,0,20
2010-07-29,7,12,25
2010-07-30,7,0,38
2010-07-31,6,1,54
2010-08-01,15,8,133
2010-08-02,8,7,109
2010-08-03,9,1,73
2010-08-04,7,2,44
2010-08-05,16,4,7
2010-08-06,11,25,24
2010-08-07,23,2,22
2010-08-08,12,8,51
2010-08-09,7,10,45
2010-08-10,13,6,14
2010-08-11,11,12,14
2010-08-12,2,11,11
2010-08-13,2,8,23
2010-08-14,15,5,62
2010-08-15,4,4,30
2010-08-16,15,27,35
2010-08-17,5,13,48
2010-08-18,5,18,24
2010-08-19,12,2,26
2010-08-20,3,10,6
2010-08-21,7,7,24
2010-08-22,3,2,22
2010-08-23,11,11,18
2010-08-24,6,2,14
2010-08-25,7,12,13
2010-08-26,10,8,6
2010-08-27,14,9,0
2010-08-28,3,0,13
2010-08-29,14,0,5
2010-08-30,5,32,17
2010-08-31,2,10,8
2010-09-01,8,19,39
2010-09-02,6,4,11
2010-09-03,4,5,39
2010-09-04,2,0,26
2010-09-05,4,5,31
2010-09-06,6,9,29
2010-09-07,4,6,40
2010-09-08,4,11,25
2010-09-09,10,7,20
2010-09-10,12,16,40
2010-09-11,9,2,26
2010-09-12,6,0,28
2010-09-13,11,21,39
2010-09-14,6,11,29
2010-09-15,14,17,19
2010-09-16,11,11,8
2010-09-17,8,13,16
2010-09-18,8,2,19
2010-09-19,8,2,23
2010-09-20,4,14,20
2010-09-21,6,0,32
2010-09-22,3,19,4
2010-09-23,10,14,21
2010-09-24,9,2,13
2010-09-25,3,0,14
2010-09-26,4,3,6
2010-09-27,4,11,16
2010-09-28,3,7,31
2010-09-29,12,10,29
2010-09-30,6,10,3
2010-10-01,2,9,16
2010-10-02,2,2,20
2010-10-03,10,2,15
2010-10-04,4,38,12
2010-10-05,2,49,11
2010-10-06,6,12,51
2010-10-07,5,6,16
2010-10-08,3,7,14
2010-10-09,5,0,12
2010-10-10,5,1,17
2010-10-11,3,4,4
2010-10-12,32,5,18
2010-10-13,19,6,45
2010-10-14,5,9,61
2010-10-15,16,3,43
2010-10-16,3,2,30
2010-10-17,3,0,89
2010-10-18,10,2,30
2010-10-19,5,6,17
2010-10-20,6,2,17
2010-10-21,11,0,18
2010-10-22,2,10,13
2010-10-23,4,0,14
2010-10-24,11,11,17
2010-10-25,5,8,11
2010-10-26,11,5,9
2010-10-27,13,4,22
2010-10-28,9,6,19
2010-10-29,9,4,55
2010-10-30,12,0,37
2010-10-31,7,0,68
2010-11-01,3,9,30
2010-11-02,7,12,26
2010-11-03,8,13,14
2010-11-04,13,1,27
2010-11-05,11,12,48
2010-11-06,3,9,49
2010-11-07,3,10,28
2010-11-08,16,13,23
2010-11-09,10,8,33
2010-11-10,0,12,17
2010-11-11,28,21,10
2010-11-12,7,8,21
2010-11-13,7,17,18
2010-11-14,5,10,6
2010-11-15,12,13,1
2010-11-16,5,16,11
2010-11-17,14,24,9
2010-11-18,5,23,24
2010-11-19,12,19,6
2010-11-20,3,9,84
2010-11-21,2,7,29
2010-11-22,19,9,43
2010-11-23,10,11,14
2010-11-24,6,7,15
2010-11-25,4,6,9
2010-11-26,12,10,59
2010-11-27,13,0,17
2010-11-28,9,5,7
2010-11-29,13,7,15
2010-11-30,8,11,34
2010-12-01,21,10,14
2010-12-02,25,17,23
2010-12-03,12,19,54
2010-12-04,4,9,64
2010-12-05,5,0,23
2010-12-06,21,4,10
2010-12-07,17,3,20
2010-12-08,8,15,14
2010-12-09,6,10,12
2010-12-10,19,22,12
2010-12-11,6,11,13
2010-12-12,7,24,28
2010-12-13,7,17,14
2010-12-14,20,16,33
2010-12-15,10,9,36
2010-12-16,11,6,33
2010-12-17,5,8,22
2010-12-18,4,9,34
2010-12-19,4,8,17
2010-12-20,15,11,6
2010-12-21,5,6,19
2010-12-22,9,3,9
2010-12-23,7,4,21
2010-12-24,0,8,20
2010-12-25,39,1,2
2010-12-26,18,7,15
2010-12-27,14,9,17
2010-12-28,4,4,42
2010-12-29,10,0,11
2010-12-30,10,6,16
2010-12-31,6,3,6
2011-01-01,6,8,15
2011-01-02,0,7,29
2011-01-03,0,21,51
2011-01-04,0,9,30
2011-01-05,22,12,31
2011-01-06,7,14,33
2011-01-07,7,14,23
2011-01-08,6,2,26
2011-01-09,8,7,25
2011-01-10,5,17,19
2011-01-11,7,4,22
2011-01-12,16,9,31
2011-01-13,6,6,10
2011-01-14,8,11,12
2011-01-15,6,0,32
2011-01-16,2,5,17
2011-01-17,11,18,21
2011-01-18,8,12,17
2011-01-19,9,21,13
2011-01-20,10,24,14
2011-01-21,5,0,8
2011-01-22,12,0,5
2011-01-23,4,7,9
2011-01-24,13,15,22
2011-01-25,0,7,14
2011-01-26,9,1,10
2011-01-27,18,6,10
2011-01-28,23,15,3
2011-01-29,8,7,17
2011-01-30,14,8,19
2011-01-31,12,12,14
2011-02-01,7,18,4
2011-02-02,8,0,10
2011-02-03,12,10,5
2011-02-04,9,11,7
2011-02-05,14,4,18
2011-02-06,9,2,3
2011-02-07,10,6,18
2011-02-08,8,6,0
2011-02-09,3,4,3
2011-02-10,2,4,4
2011-02-11,14,10,19
2011-02-12,10,1,4
2011-02-13,8,0,4
2011-02-14,8,16,5
2011-02-15,12,10,8
2011-02-16,3,6,0
2011-02-17,6,6,2
2011-02-18,3,2,3
2011-02-19,6,5,6
2011-02-20,7,4,10
2011-02-21,11,14,32
2011-02-22,4,6,29
2011-02-23,5,0,16
2011-02-24,9,2,16
2011-02-25,2,11,60
2011-02-26,7,2,40
2011-02-27,6,4,6
2011-02-28,19,2,10
2011-03-01,11,2,11
2011-03-02,9,5,10
2011-03-03,8,1,18
2011-03-04,6,2,9
2011-03-05,5,2,26
2011-03-06,9,4,42
2011-03-07,15,2,15
2011-03-08,17,9,17
2011-03-09,9,5,8
2011-03-10,9,2,21
2011-03-11,10,3,23
2011-03-12,0,0,23
2011-03-13,3,7,21
