,gcc-mirror/gcc,llvm/llvm-project,golang/go
2012-09-02,12,17,2
2012-09-03,16,28,2
2012-09-04,29,48,8
2012-09-05,23,93,3
2012-09-06,16,81,8
2012-09-07,17,73,12
2012-09-08,6,36,3
2012-09-09,11,10,2
2012-09-10,18,86,11
2012-09-11,24,81,11
2012-09-12,17,85,10
2012-09-13,20,92,12
2012-09-14,38,87,9
2012-09-15,12,32,0
2012-09-16,12,22,3
2012-09-17,27,65,14
2012-09-18,27,97,22
2012-09-19,37,76,10
2012-09-20,24,53,9
2012-09-21,15,87,10
2012-09-22,12,36,6
2012-09-23,7,7,7
2012-09-24,19,48,31
2012-09-25,24,59,8
2012-09-26,21,80,19
2012-09-27,17,64,9
2012-09-28,20,54,8
2012-09-29,16,34,2
2012-09-30,14,15,3
2012-10-01,48,50,9
2012-10-02,45,85,4
2012-10-03,18,99,9
2012-10-04,35,86,8
2012-10-05,25,69,8
2012-10-06,21,18,12
2012-10-07,11,17,34
2012-10-08,28,58,13
2012-10-09,26,93,15
2012-10-10,37,88,18
2012-10-11,36,77,11
2012-10-12,26,78,9
2012-10-13,8,31,1
2012-10-14,9,24,1
2012-10-15,28,69,3
2012-10-16,16,74,12
2012-10-17,14,69,10
2012-10-18,20,85,5
2012-10-19,15,83,6
2012-10-20,9,28,4
2012-10-21,13,23,11
2012-10-22,24,37,15
2012-10-23,40,76,1
2012-10-24,26,93,3
2012-10-25,25,83,4
2012-10-26,28,90,6
2012-10-27,10,38,1
2012-10-28,13,9,2
2012-10-29,61,73,11
2012-10-30,26,77,14
2012-10-31,39,86,15
2012-11-01,22,73,32
2012-11-02,26,72,11
2012-11-03,13,24,0
2012-11-04,13,7,3
2012-11-05,31,39,2
2012-11-06,68,79,14
2012-11-07,38,46,20
2012-11-08,15,34,15
2012-11-09,21,46,6
2012-11-10,11,30,3
2012-11-11,19,17,0
2012-11-12,32,69,13
2012-11-13,24,79,12
2012-11-14,21,94,11
2012-11-15,21,95,8
2012-11-16,29,80,7
2012-11-17,11,42,9
2012-11-18,13,15,2
2012-11-19,27,36,7
2012-11-20,32,43,5
2012-11-21,27,49,9
2012-11-22,17,20,0
2012-11-23,23,24,2
2012-11-24,9,16,7
2012-11-25,7,19,7
2012-11-26,22,54,27
2012-11-27,22,107,17
2012-11-28,33,68,4
2012-11-29,34,108,6
2012-11-30,20,76,10
2012-12-01,12,44,5
2012-12-02,11,9,0
2012-12-03,30,65,6
2012-12-04,28,135,10
2012-12-05,48,100,7
2012-12-06,25,103,17
2012-12-07,19,84,2
2012-12-08,10,24,2
2012-12-09,10,29,4
2012-12-10,21,61,10
2012-12-11,27,89,19
2012-12-12,24,99,13
2012-12-13,16,110,16
2012-12-14,9,75,6
2012-12-15,9,20,2
2012-12-16,9,16,2
2012-12-17,10,76,24
2012-12-18,20,88,8
2012-12-19,17,113,4
2012-12-20,26,133,7
2012-12-21,22,122,12
2012-12-22,4,24,27
2012-12-23,4,15,2
2012-12-24,1,37,5
2012-12-25,3,29,1
2012-12-26,3,47,2
2012-12-27,9,46,2
2012-12-28,4,23,8
2012-12-29,4,22,3
2012-12-30,1,26,3
2012-12-31,4,48,0
2013-01-01,4,15,2
2013-01-02,44,66,18
2013-01-03,38,37,5
2013-01-04,31,85,7
2013-01-05,5,73,1
2013-01-06,14,24,9
2013-01-07,30,134,16
2013-01-08,25,93,7
2013-01-09,20,96,15
2013-01-10,24,124,6
2013-01-11,12,107,18
2013-01-12,3,57,7
2013-01-13,8,32,3
2013-01-14,26,104,12
2013-01-15,24,81,2
2013-01-16,23,100,2
2013-01-17,15,86,12
2013-01-18,15,98,27
2013-01-19,6,51,5
2013-01-20,9,63,3
2013-01-21,15,101,6
2013-01-22,18,87,16
2013-01-23,13,96,14
2013-01-24,15,84,9
2013-01-25,14,137,2
2013-01-26,5,58,3
2013-01-27,4,43,1
2013-01-28,14,83,14
2013-01-29,29,117,15
2013-01-30,16,128,28
2013-01-31,22,123,23
2013-02-01,14,101,13
2013-02-02,5,31,12
2013-02-03,13,29,17
2013-02-04,22,38,19
2013-02-05,16,128,14
2013-02-06,39,83,6
2013-02-07,26,124,6
2013-02-08,22,87,20
2013-02-09,13,32,8
2013-02-10,2,32,4
2013-02-11,19,64,13
2013-02-12,20,98,10
2013-02-13,24,88,14
2013-02-14,15,114,29
2013-02-15,22,86,29
2013-02-16,5,55,3
2013-02-17,3,25,2
2013-02-18,8,63,7
2013-02-19,12,101,19
2013-02-20,17,113,25
2013-02-21,20,130,24
2013-02-22,10,102,23
2013-02-23,1,38,8
2013-02-24,6,25,10
2013-02-25,11,54,22
2013-02-26,20,77,22
2013-02-27,16,79,29
2013-02-28,24,75,31
2013-03-01,17,78,35
2013-03-02,3,22,14
2013-03-03,11,11,6
2013-03-04,19,38,19
2013-03-05,29,69,12
2013-03-06,23,50,22
2013-03-07,8,75,19
2013-03-08,22,69,11
2013-03-09,5,41,8
2013-03-10,3,14,8
2013-03-11,13,36,37
2013-03-12,6,65,39
2013-03-13,9,74,14
2013-03-14,12,103,21
2013-03-15,8,76,31
2013-03-16,10,20,2
2013-03-17,35,11,2
2013-03-18,18,113,11
2013-03-19,11,99,21
2013-03-20,20,140,17
2013-03-21,30,67,22
2013-03-22,21,93,27
2013-03-23,8,55,6
2013-03-24,8,14,4
2013-03-25,33,95,19
2013-03-26,23,133,21
2013-03-27,32,98,22
2013-03-28,23,111,14
2013-03-29,17,64,17
2013-03-30,9,44,13
2013-03-31,8,7,6
2013-04-01,14,54,11
2013-04-02,25,73,17
2013-04-03,31,106,27
2013-04-04,19,89,19
2013-04-05,20,115,4
2013-04-06,3,27,3
2013-04-07,8,33,15
2013-04-08,27,64,13
2013-04-09,20,61,11
2013-04-10,16,89,5
2013-04-11,78,97,7
2013-04-12,45,83,9
2013-04-13,4,37,3
2013-04-14,4,33,1
2013-04-15,17,77,6
2013-04-16,13,72,5
2013-04-17,16,77,4
2013-04-18,15,81,7
2013-04-19,16,85,5
2013-04-20,3,55,2
2013-04-21,2,26,4
2013-04-22,37,81,6
2013-04-23,37,90,8
2013-04-24,45,63,2
2013-04-25,43,55,5
2013-04-26,16,59,2
2013-04-27,3,35,1
2013-04-28,10,2,1
2013-04-29,35,59,4
2013-04-30,15,81,13
2013-05-01,17,53,6
2013-05-02,18,74,3
2013-05-03,15,93,5
2013-05-04,12,58,1
2013-05-05,8,36,0
2013-05-06,25,89,8
2013-05-07,21,82,3
2013-05-08,14,83,6
2013-05-09,17,70,0
2013-05-10,20,78,0
2013-05-11,1,16,0
2013-05-12,5,8,0
2013-05-13,23,63,3
2013-05-14,27,103,15
2013-05-15,19,74,19
2013-05-16,24,103,5
2013-05-17,21,90,8
2013-05-18,11,22,5
2013-05-19,7,19,2
2013-05-20,15,86,14
2013-05-21,17,88,11
2013-05-22,21,87,21
2013-05-23,22,67,8
2013-05-24,29,64,13
2013-05-25,9,15,2
2013-05-26,8,8,0
2013-05-27,9,23,6
2013-05-28,19,62,9
2013-05-29,18,75,11
2013-05-30,16,74,8
2013-05-31,25,86,9
2013-06-01,12,18,8
2013-06-02,1,7,8
2013-06-03,16,66,10
2013-06-04,18,73,14
2013-06-05,19,73,10
2013-06-06,20,90,5
2013-06-07,23,113,3
2013-06-08,12,29,0
2013-06-09,6,10,8
2013-06-10,12,63,17
2013-06-11,18,95,9
2013-06-12,26,66,13
2013-06-13,15,76,11
2013-06-14,14,61,6
2013-06-15,4,29,3
2013-06-16,8,18,0
2013-06-17,12,78,12
2013-06-18,17,109,8
2013-06-19,24,122,3
2013-06-20,25,114,8
2013-06-21,15,108,6
2013-06-22,4,38,2
2013-06-23,7,21,1
2013-06-24,15,114,13
2013-06-25,12,99,12
2013-06-26,14,149,11
2013-06-27,23,70,16
2013-06-28,19,120,10
2013-06-29,5,30,0
2013-06-30,3,20,1
2013-07-01,5,96,7
2013-07-02,10,74,12
2013-07-03,7,107,6
2013-07-04,10,80,1
2013-07-05,27,58,5
2013-07-06,5,31,0
2013-07-07,3,11,1
2013-07-08,42,100,1
2013-07-09,18,93,5
2013-07-10,19,61,8
2013-07-11,9,88,12
2013-07-12,5,90,19
2013-07-13,7,34,3
2013-07-14,5,32,2
2013-07-15,6,68,8
2013-07-16,13,103,20
2013-07-17,6,72,8
2013-07-18,14,84,17
2013-07-19,13,101,14
2013-07-20,8,33,4
2013-07-21,24,19,0
2013-07-22,31,90,11
2013-07-23,34,110,9
2013-07-24,14,79,14
2013-07-25,21,79,10
2013-07-26,14,103,8
2013-07-27,5,33,4
2013-07-28,3,20,6
2013-07-29,14,57,21
2013-07-30,18,69,13
2013-07-31,15,86,31
2013-08-01,13,77,31
2013-08-02,16,57,15
2013-08-03,10,9,9
2013-08-04,3,12,5
2013-08-05,16,41,23
2013-08-06,11,79,24
2013-08-07,20,103,14
2013-08-08,13,86,26
2013-08-09,20,85,36
2013-08-10,5,20,4
2013-08-11,2,6,3
2013-08-12,14,80,18
2013-08-13,24,92,46
2013-08-14,27,104,40
2013-08-15,2,72,18
2013-08-16,11,87,28
2013-08-17,5,15,8
2013-08-18,7,27,2
2013-08-19,17,81,22
2013-08-20,23,100,12
2013-08-21,12,113,13
2013-08-22,15,103,5
2013-08-23,16,76,16
2013-08-24,3,31,9
2013-08-25,8,20,1
2013-08-26,22,66,4
2013-08-27,15,110,14
2013-08-28,17,119,6
2013-08-29,15,85,23
2013-08-30,27,78,13
2013-08-31,11,18,9
2013-09-01,11,6,0
2013-09-02,19,42,1
2013-09-03,17,114,2
2013-09-04,17,124,9
2013-09-05,21,87,5
2013-09-06,30,105,25
2013-09-07,6,27,0
2013-09-08,11,18,4
2013-09-09,27,85,20
2013-09-10,39,79,23
2013-09-11,11,105,21
2013-09-12,32,76,19
2013-09-13,23,85,10
2013-09-14,9,27,1
2013-09-15,6,11,4
2013-09-16,24,52,24
2013-09-17,26,79,12
2013-09-18,32,69,8
2013-09-19,10,72,9
2013-09-20,23,63,8
2013-09-21,3,35,3
2013-09-22,3,27,4
2013-09-23,17,68,16
2013-09-24,13,95,10
2013-09-25,36,68,7
2013-09-26,16,56,3
2013-09-27,19,116,5
2013-09-28,6,38,3
2013-09-29,10,19,1
2013-09-30,15,68,2
2013-10-01,39,84,2
2013-10-02,28,61,10
2013-10-03,24,69,17
2013-10-04,11,71,6
2013-10-05,1,44,1
2013-10-06,5,27,0
2013-10-07,7,65,8
2013-10-08,13,99,7
2013-10-09,26,76,7
2013-10-10,43,75,3
2013-10-11,51,103,10
2013-10-12,9,27,1
2013-10-13,12,13,0
2013-10-14,54,80,5
2013-10-15,39,95,8
2013-10-16,27,101,6
2013-10-17,41,79,6
2013-10-18,19,81,9
2013-10-19,16,23,0
2013-10-20,7,20,1
2013-10-21,19,73,3
2013-10-22,18,74,6
2013-10-23,31,79,2
2013-10-24,25,79,3
2013-10-25,21,68,2
2013-10-26,7,35,0
2013-10-27,9,23,0
2013-10-28,11,53,2
2013-10-29,30,98,12
2013-10-30,33,63,6
2013-10-31,33,104,2
2013-11-01,16,66,2
2013-11-02,5,36,0
2013-11-03,6,28,0
2013-11-04,23,54,2
2013-11-05,32,82,3
2013-11-06,44,70,1
2013-11-07,32,45,1
2013-11-08,22,71,2
2013-11-09,6,39,0
2013-11-10,8,20,0
2013-11-11,20,77,2
2013-11-12,24,94,2
2013-11-13,29,97,7
2013-11-14,54,116,2
2013-11-15,27,139,1
2013-11-16,15,41,0
2013-11-17,10,45,0
2013-11-18,39,75,2
2013-11-19,60,88,3
2013-11-20,46,69,2
2013-11-21,23,90,0
2013-11-22,45,104,0
2013-11-23,16,37,0
2013-11-24,10,23,0
2013-11-25,21,66,2
2013-11-26,29,70,0
2013-11-27,31,85,1
2013-11-28,19,35,0
2013-11-29,29,34,0
2013-11-30,5,15,0
2013-12-01,8,16,1
2013-12-02,18,94,3
2013-12-03,22,108,8
2013-12-04,21,97,2
2013-12-05,28,108,0
2013-12-06,27,68,7
2013-12-07,11,34,0
2013-12-08,7,28,0
2013-12-09,32,76,19
2013-12-10,26,124,19
2013-12-11,21,93,6
2013-12-12,23,83,10
2013-12-13,17,89,15
2013-12-14,14,40,0
2013-12-15,7,15,3
2013-12-16,20,71,18
2013-12-17,33,80,22
2013-12-18,19,77,42
2013-12-19,29,117,18
2013-12-20,14,79,13
2013-12-21,3,19,4
2013-12-22,3,10,2
2013-12-23,13,26,1
2013-12-24,5,23,2
2013-12-25,4,34,0
2013-12-26,10,30,5
2013-12-27,7,23,6
2013-12-28,4,36,3
2013-12-29,2,42,5
2013-12-30,10,37,6
2013-12-31,12,15,8
2014-01-01,3,16,5
2014-01-02,23,65,5
2014-01-03,12,69,5
2014-01-04,5,20,5
2014-01-05,4,38,1
2014-01-06,23,64,12
2014-01-07,15,62,10
2014-01-08,28,87,8
2014-01-09,35,77,13
2014-01-10,26,73,10
2014-01-11,8,41,3
2014-01-12,3,34,1
2014-01-13,13,92,11
2014-01-14,11,107,22
2014-01-15,27,61,7
2014-01-16,20,92,13
2014-01-17,30,80,12
2014-01-18,8,35,3
2014-01-19,13,36,2
2014-01-20,64,63,1
2014-01-21,32,73,19
2014-01-22,25,76,26
2014-01-23,42,96,5
2014-01-24,39,87,6
2014-01-25,20,52,2
2014-01-26,8,59,0
2014-01-27,27,93,11
2014-01-28,30,84,10
2014-01-29,55,71,5
2014-01-30,26,71,8
2014-01-31,32,96,5
2014-02-01,8,22,1
2014-02-02,14,35,11
2014-02-03,21,49,6
2014-02-04,36,82,4
2014-02-05,23,68,2
2014-02-06,37,66,5
2014-02-07,31,50,11
2014-02-08,8,24,0
2014-02-09,4,28,5
2014-02-10,16,57,10
2014-02-11,19,77,12
2014-02-12,20,82,21
2014-02-13,11,96,28
2014-02-14,13,70,28
2014-02-15,4,25,3
2014-02-16,3,27,5
2014-02-17,12,38,5
2014-02-18,18,78,10
2014-02-19,48,120,21
2014-02-20,31,83,11
2014-02-21,39,84,5
2014-02-22,5,38,0
2014-02-23,9,32,4
2014-02-24,30,84,34
2014-02-25,48,116,20
2014-02-26,17,106,15
2014-02-27,11,118,18
2014-02-28,12,115,13
2014-03-01,9,43,3
2014-03-02,5,67,4
2014-03-03,21,82,10
2014-03-04,16,139,30
2014-03-05,9,118,23
2014-03-06,12,143,20
2014-03-07,22,136,21
2014-03-08,11,47,1
2014-03-09,5,61,1
2014-03-10,9,87,7
2014-03-11,13,107,11
2014-03-12,13,110,15
2014-03-13,20,134,17
2014-03-14,12,110,12
2014-03-15,9,29,2
2014-03-16,3,6,1
2014-03-17,10,71,7
2014-03-18,30,105,11
2014-03-19,15,80,10
2014-03-20,16,121,10
2014-03-21,13,119,4
2014-03-22,5,16,2
2014-03-23,5,30,3
2014-03-24,18,91,8
2014-03-25,16,82,15
2014-03-26,24,106,19
2014-03-27,20,106,12
2014-03-28,27,84,8
2014-03-29,4,49,5
2014-03-30,4,39,0
2014-03-31,11,106,1
2014-04-01,22,103,8
2014-04-02,19,113,13
2014-04-03,10,99,20
2014-04-04,21,71,10
2014-04-05,4,21,0
2014-04-06,7,11,2
2014-04-07,11,55,8
2014-04-08,14,45,14
2014-04-09,12,105,19
2014-04-10,11,64,16
2014-04-11,27,63,16
2014-04-12,5,32,1
2014-04-13,2,18,0
2014-04-14,33,80,20
2014-04-15,32,116,13
2014-04-16,13,85,29
2014-04-17,38,85,20
2014-04-18,9,119,7
2014-04-19,1,24,2
2014-04-20,1,17,2
2014-04-21,5,89,11
2014-04-22,35,99,1
2014-04-23,28,121,2
2014-04-24,29,106,1
2014-04-25,29,131,4
2014-04-26,8,44,4
2014-04-27,4,47,8
2014-04-28,18,83,9
2014-04-29,17,129,6
2014-04-30,24,127,5
2014-05-01,16,86,4
2014-05-02,17,72,6
2014-05-03,12,35,0
2014-05-04,1,19,0
2014-05-05,19,70,6
2014-05-06,20,105,3
2014-05-07,29,123,14
2014-05-08,35,103,4
2014-05-09,26,84,15
2014-05-10,4,20,3
2014-05-11,6,31,4
2014-05-12,17,115,14
2014-05-13,33,79,12
2014-05-14,28,84,9
2014-05-15,13,102,19
2014-05-16,44,99,11
2014-05-17,20,32,2
2014-05-18,15,20,0
2014-05-19,23,79,10
2014-05-20,25,73,22
2014-05-21,49,81,18
2014-05-22,30,103,2
2014-05-23,35,77,1
2014-05-24,13,24,2
2014-05-25,8,18,0
2014-05-26,23,34,1
2014-05-27,24,59,3
2014-05-28,32,73,17
2014-05-29,15,87,2
2014-05-30,23,64,2
2014-05-31,4,48,8
2014-06-01,11,15,7
2014-06-02,21,58,8
2014-06-03,28,73,7
2014-06-04,28,67,1
2014-06-05,29,72,4
2014-06-06,30,83,1
2014-06-07,4,17,0
2014-06-08,8,38,0
2014-06-09,18,59,0
2014-06-10,22,107,4
2014-06-11,42,106,7
2014-06-12,18,135,15
2014-06-13,36,98,11
2014-06-14,9,21,3
2014-06-15,11,23,0
2014-06-16,22,69,3
2014-06-17,21,56,15
2014-06-18,40,99,6
2014-06-19,8,80,8
2014-06-20,22,95,7
2014-06-21,5,31,4
2014-06-22,10,28,3
2014-06-23,26,74,7
2014-06-24,23,87,13
2014-06-25,25,97,4
2014-06-26,33,69,6
2014-06-27,16,153,4
2014-06-28,13,20,6
2014-06-29,13,12,2
2014-06-30,24,70,5
2014-07-01,21,69,14
2014-07-02,16,93,9
2014-07-03,12,64,6
2014-07-04,18,58,1
2014-07-05,6,19,2
2014-07-06,5,42,0
2014-07-07,15,77,4
2014-07-08,15,77,14
2014-07-09,25,84,15
2014-07-10,14,114,16
2014-07-11,25,76,3
2014-07-12,13,31,2
2014-07-13,10,23,0
2014-07-14,19,100,4
2014-07-15,19,87,13
2014-07-16,34,99,11
2014-07-17,42,116,10
2014-07-18,45,97,12
2014-07-19,9,32,6
2014-07-20,15,27,6
2014-07-21,10,84,8
2014-07-22,10,84,7
2014-07-23,30,103,9
2014-07-24,40,88,4
2014-07-25,16,74,5
2014-07-26,10,52,5
2014-07-27,9,17,0
2014-07-28,16,76,4
2014-07-29,66,105,12
2014-07-30,77,96,11
2014-07-31,66,95,12
2014-08-01,92,131,5
2014-08-02,9,43,1
2014-08-03,3,21,1
2014-08-04,66,97,2
2014-08-05,21,93,16
2014-08-06,11,64,47
2014-08-07,39,102,42
2014-08-08,14,89,13
2014-08-09,8,42,0
2014-08-10,2,25,0
2014-08-11,20,79,10
2014-08-12,23,65,37
2014-08-13,15,95,38
2014-08-14,33,74,18
2014-08-15,31,106,12
2014-08-16,8,27,4
2014-08-17,9,47,0
2014-08-18,27,74,9
2014-08-19,65,86,23
2014-08-20,22,61,5
2014-08-21,36,105,19
2014-08-22,76,54,10
2014-08-23,11,33,4
2014-08-24,5,14,12
2014-08-25,59,67,35
2014-08-26,38,80,11
2014-08-27,39,109,9
2014-08-28,76,64,33
2014-08-29,32,104,25
2014-08-30,8,22,16
2014-08-31,8,16,1
2014-09-01,19,34,15
2014-09-02,16,87,17
2014-09-03,41,98,14
2014-09-04,26,83,23
2014-09-05,44,76,18
2014-09-06,10,27,8
2014-09-07,4,28,10
2014-09-08,11,55,28
2014-09-09,36,62,17
2014-09-10,25,90,4
2014-09-11,22,82,11
2014-09-12,19,74,17
2014-09-13,7,9,0
2014-09-14,2,11,3
2014-09-15,15,103,12
2014-09-16,15,77,23
2014-09-17,13,68,13
2014-09-18,16,76,14
2014-09-19,28,78,22
2014-09-20,12,23,0
2014-09-21,14,31,1
2014-09-22,35,60,7
2014-09-23,23,56,5
2014-09-24,24,85,21
2014-09-25,28,51,16
2014-09-26,13,74,21
2014-09-27,6,16,1
2014-09-28,4,10,1
2014-09-29,15,61,14
2014-09-30,27,70,22
2014-10-01,13,117,12
2014-10-02,26,85,9
2014-10-03,37,108,9
2014-10-04,6,31,4
2014-10-05,8,25,1
2014-10-06,23,64,18
2014-10-07,19,81,13
2014-10-08,19,110,13
2014-10-09,23,81,11
2014-10-10,36,91,2
2014-10-11,5,32,3
2014-10-12,5,13,1
2014-10-13,23,48,5
2014-10-14,40,105,6
2014-10-15,41,114,19
2014-10-16,38,114,10
2014-10-17,42,104,9
2014-10-18,8,30,2
2014-10-19,7,23,5
2014-10-20,23,63,16
2014-10-21,25,102,7
2014-10-22,23,93,10
2014-10-23,34,83,3
2014-10-24,58,63,9
2014-10-25,8,24,1
2014-10-26,21,29,1
2014-10-27,32,80,17
2014-10-28,23,65,21
2014-10-29,26,49,22
2014-10-30,23,51,16
2014-10-31,34,84,9
2014-11-01,9,49,2
2014-11-02,10,44,1
2014-11-03,20,86,8
2014-11-04,33,109,4
2014-11-05,28,97,8
2014-11-06,23,82,14
2014-11-07,27,61,4
2014-11-08,7,20,1
2014-11-09,7,0,7
2014-11-10,47,56,13
2014-11-11,38,97,26
2014-11-12,44,96,16
2014-11-13,42,111,7
2014-11-14,43,115,21
2014-11-15,20,23,2
2014-11-16,11,17,4
2014-11-17,45,79,10
2014-11-18,53,92,11
2014-11-19,66,109,6
2014-11-20,70,75,9
2014-11-21,50,104,13
2014-11-22,16,31,4
2014-11-23,10,17,1
2014-11-24,38,56,4
2014-11-25,31,85,4
2014-11-26,30,55,0
2014-11-27,23,44,0
2014-11-28,23,37,0
2014-11-29,8,21,0
2014-11-30,4,18,0
2014-12-01,46,58,2
2014-12-02,25,83,2
2014-12-03,32,104,2
2014-12-04,28,83,2
2014-12-05,21,113,11
2014-12-06,8,46,4
2014-12-07,10,24,0
2014-12-08,19,75,13
2014-12-09,37,123,7
2014-12-10,53,108,7
2014-12-11,23,90,9
2014-12-12,38,80,12
2014-12-13,11,33,4
2014-12-14,5,19,3
2014-12-15,40,69,4
2014-12-16,27,98,9
2014-12-17,31,79,2
2014-12-18,21,75,21
2014-12-19,37,86,7
2014-12-20,9,33,8
2014-12-21,5,6,2
2014-12-22,22,43,27
2014-12-23,6,45,22
2014-12-24,8,35,5
2014-12-25,3,14,1
2014-12-26,1,30,5
2014-12-27,10,20,2
2014-12-28,3,16,7
2014-12-29,5,63,6
2014-12-30,9,49,7
2014-12-31,9,32,3
2015-01-01,4,13,6
2015-01-02,16,28,7
2015-01-03,7,22,2
2015-01-04,8,23,7
2015-01-05,26,72,11
2015-01-06,58,100,22
2015-01-07,32,90,25
2015-01-08,33,62,17
2015-01-09,34,79,8
2015-01-10,9,29,3
2015-01-11,7,21,2
2015-01-12,44,103,12
2015-01-13,42,118,8
2015-01-14,37,161,21
2015-01-15,60,128,14
2015-01-16,73,114,6
2015-01-17,26,29,2
2015-01-18,16,34,3
2015-01-19,39,111,15
2015-01-20,36,90,9
2015-01-21,46,104,30
2015-01-22,29,128,5
2015-01-23,41,88,10
2015-01-24,9,51,4
2015-01-25,10,44,1
2015-01-26,34,81,10
2015-01-27,35,110,10
2015-01-28,26,108,29
2015-01-29,30,114,16
2015-01-30,27,121,27
2015-01-31,8,38,1
2015-02-01,11,74,0
2015-02-02,15,113,11
2015-02-03,16,166,29
2015-02-04,35,148,23
2015-02-05,29,121,13
2015-02-06,21,104,26
2015-02-07,9,38,5
2015-02-08,12,39,7
2015-02-09,23,70,11
2015-02-10,28,131,13
2015-02-11,23,111,22
2015-02-12,22,84,17
2015-02-13,27,188,34
2015-02-14,6,77,10
2015-02-15,4,77,4
2015-02-16,16,113,8
2015-02-17,20,113,29
2015-02-18,24,176,14
2015-02-19,17,145,21
2015-02-20,41,144,22
2015-02-21,6,56,8
2015-02-22,7,41,3
2015-02-23,14,86,30
2015-02-24,16,100,15
2015-02-25,23,163,38
2015-02-26,31,123,27
2015-02-27,26,102,12
2015-02-28,6,65,11
2015-03-01,11,37,20
2015-03-02,31,113,28
2015-03-03,27,138,30
2015-03-04,23,138,24
2015-03-05,21,108,31
2015-03-06,17,95,15
2015-03-07,6,43,3
2015-03-08,11,33,4
2015-03-09,16,107,8
2015-03-10,34,143,12
2015-03-11,16,95,12
2015-03-12,22,128,18
2015-03-13,20,101,10
2015-03-14,5,53,8
2015-03-15,2,46,7
2015-03-16,17,99,26
2015-03-17,10,125,25
2015-03-18,18,91,10
2015-03-19,16,89,15
2015-03-20,14,78,28
2015-03-21,11,34,3
2015-03-22,9,23,0
2015-03-23,21,115,13
2015-03-24,26,93,27
2015-03-25,24,78,10
2015-03-26,23,102,11
2015-03-27,27,119,15
2015-03-28,7,32,11
2015-03-29,6,20,1
2015-03-30,9,115,16
2015-03-31,16,118,12
2015-04-01,8,72,16
2015-04-02,14,85,21
2015-04-03,11,74,20
2015-04-04,4,42,5
2015-04-05,2,28,0
2015-04-06,7,98,12
2015-04-07,18,110,24
2015-04-08,18,76,38
2015-04-09,20,92,20
2015-04-10,22,117,24
2015-04-11,8,35,11
2015-04-12,17,15,15
2015-04-13,17,101,32
2015-04-14,24,134,13
2015-04-15,22,100,22
2015-04-16,14,88,36
2015-04-17,30,91,30
2015-04-18,3,18,9
2015-04-19,3,21,2
2015-04-20,15,67,16
2015-04-21,21,67,31
2015-04-22,35,96,22
2015-04-23,30,99,11
2015-04-24,22,106,22
2015-04-25,2,19,1
2015-04-26,2,15,11
2015-04-27,25,91,24
2015-04-28,47,98,24
2015-04-29,34,107,32
2015-04-30,44,103,22
2015-05-01,30,68,21
2015-05-02,28,24,5
2015-05-03,4,3,6
2015-05-04,18,62,12
2015-05-05,26,83,20
2015-05-06,23,118,41
2015-05-07,13,113,21
2015-05-08,15,107,6
2015-05-09,39,22,3
2015-05-10,12,22,2
