,seleniumhq/selenium,DevExpress/testcafe,cypress-io/cypress
2019-08-11,0,0,-0.34136275132187444
2019-08-12,0,0,-0.24769992051562445
2019-08-13,9,0,0.7980077795890631
2019-08-14,0,1,-0.2634786643343746
2019-08-15,0,4,-0.1267509048890623
2019-08-16,0,2,-0.07705341058749988
2019-08-17,0,0,-0.048197978567187355
2019-08-18,1,0,-0.032914455071874904
2019-08-19,2,5,-0.01316201249999996
2019-08-20,0,1,-0.011093696249999967
2019-08-21,0,1,0.990431686984375
2019-08-22,2,1,0.8916011474640624
2019-08-23,0,0,-0.14500000000000013
2019-08-24,9,0,-0.07350000000000005
2019-08-25,0,0,-0.04916249999999994
2019-08-26,4,0,1.96322075
2019-08-27,12,5,-0.2292787625000001
2019-08-28,6,3,-0.11425570874999999
2019-08-29,0,2,1.922337990734375
2019-08-30,2,0,-0.2592921655515625
2019-08-31,1,0,-0.13063235253593744
2019-09-01,0,0,-0.08332402499999997
2019-09-02,1,4,-0.06351239249999978
2019-09-03,5,2,0.9486298739687502
2019-09-04,13,2,-0.14312173007187495
2019-09-05,8,4,-0.06718739249999997
2019-09-06,4,2,-0.047636626031249976
2019-09-07,0,0,-0.03746020507187488
2019-09-08,2,0,-0.016116749999999947
2019-09-09,6,2,6.9868379875
2019-09-10,7,3,2.2889063037499993
2019-09-11,5,4,-0.6245683130156254
2019-09-12,0,7,0.6571011474640622
2019-09-13,0,1,-0.33013749999999964
2019-09-14,0,0,-0.21980474999999944
2019-09-15,11,0,-0.16898433749999958
2019-09-16,6,4,-0.13780441124999956
2019-09-17,2,1,4.883623970140626
2019-09-18,6,4,-0.6006589192984377
2019-09-19,6,0,0.7387097461421874
2019-09-20,2,0,1.7479316869843748
2019-09-21,8,0,-0.35671135253593733
2019-09-22,0,0,-0.19908374999999984
2019-09-23,1,3,1.8565274375000003
2019-09-24,5,2,3.68708976875
2019-09-25,14,1,8.416762922421874
2019-09-26,6,1,6.783588016070311
2019-09-27,3,0,2.607919294484374
2019-09-28,8,0,-1.1589189785671878
2019-09-29,12,0,7.298448769928125
2019-09-30,2,0,0.7008138075000006
2019-10-01,13,0,1.0464464764687509
2019-10-02,5,3,2.1573226766156255
2019-10-03,7,0,1.126592152715626
2019-10-04,7,0,0.2412300380515633
2019-10-05,5,0,-0.5598186723499994
2019-10-06,2,0,-0.3448900051437493
2019-10-07,7,0,2.7567668283750004
2019-10-08,1,2,-0.5008968763187497
2019-10-09,1,3,3.753343805146875
2019-10-10,2,3,3.43364795088125
2019-10-11,5,0,9.302585620110937
2019-10-12,6,5,0.6312837319124991
2019-10-13,0,0,-0.8945348900359377
2019-10-14,4,1,-0.5553980887499996
2019-10-15,16,1,1.5905550109531261
2019-10-16,3,4,3.4752881073921884
2019-10-17,9,3,4.2634983379375
2019-10-18,4,2,0.05387035029374998
2019-10-19,2,0,-0.6317909327999998
2019-10-20,0,0,-0.4055086513906245
2019-10-21,7,2,1.7605987699281256
2019-10-22,1,1,3.6239183075000003
2019-10-23,0,0,10.36456177646875
2019-10-24,0,3,3.539298549115624
2019-10-25,2,0,2.7571443285281245
2019-10-26,1,0,-1.1049460756953127
2019-10-27,2,0,-0.6489773775359367
2019-10-28,2,2,-0.4694321924999989
2019-10-29,3,0,16.628472701468752
2019-10-30,20,0,6.9926213216156246
2019-10-31,2,2,14.088036615434374
2019-11-01,3,0,-2.674103727973439
2019-11-02,0,0,-1.4080300147421867
2019-11-03,6,0,-0.9495426601437487
2019-11-04,3,0,1.3005950375000024
2019-11-05,9,4,0.23508105125000156
2019-11-06,0,3,2.3369032124843763
2019-11-07,2,1,11.191605549748438
2019-11-08,4,2,9.366492318926563
2019-11-09,0,0,-1.9127776405750008
2019-11-10,0,0,-0.9414282750000003
2019-11-11,10,1,-0.6451496549999991
2019-11-12,10,1,0.5095951402187516
2019-11-13,3,0,1.5051244931625012
2019-11-14,1,4,1.4399897159171882
2019-11-15,1,2,4.419453027454688
2019-11-16,4,0,-0.8737001736031249
2019-11-17,5,0,-0.43182912789531225
2019-11-18,2,0,2.7707794875
2019-11-19,4,2,3.5270362787500003
2019-11-20,1,7,-0.673663480515625
2019-11-21,1,2,-0.38103293356718737
2019-11-22,1,2,-0.2673903123531246
2019-11-23,2,0,-0.19563952014999936
2019-11-24,0,0,-0.14594730017968705
2019-11-25,1,1,0.9140708612500003
2019-11-26,0,2,8.826920275953125
2019-11-27,2,1,9.991530190329687
2019-11-28,3,0,5.432904589856249
2019-11-29,6,0,-1.4721625000000012
2019-11-30,0,0,-0.8305792499999998
2019-12-01,0,0,-0.5850002624999988
2019-12-02,6,1,8.54852644125
2019-12-03,2,1,1.7329890332343754
2019-12-04,1,0,3.986321584073438
2019-12-05,0,0,4.850003010254687
2019-12-06,1,1,10.744171930995313
2019-12-07,0,0,-1.878330217751563
2019-12-08,1,0,-0.9811208624999996
2019-12-09,0,1,6.314111946250001
2019-12-10,0,0,1.770143531609376
2019-12-11,1,0,5.9528638318796885
2019-12-12,0,0,11.667955549814062
2019-12-13,0,2,-1.0776659957734376
2019-12-14,1,0,-1.2245176214031246
2019-12-15,0,0,-0.8014080679312491
2019-12-16,0,0,2.472928338750002
2019-12-17,1,4,0.277426382640626
2019-12-18,0,7,1.4126243069515634
2019-12-19,1,2,4.419945187532813
2019-12-20,0,2,-0.8747612332046872
2019-12-21,1,0,2.5302338540171876
2019-12-22,0,0,0.4521733599640625
2019-12-23,1,0,4.5830108987500005
2019-12-24,0,0,1.2227935897031248
2019-12-25,0,1,-0.6382498256234372
2019-12-26,1,0,4.615483290182813
2019-12-27,1,3,4.2194454423500005
2019-12-28,0,0,0.06465388607031253
2019-12-29,0,0,-0.6053421977968749
2019-12-30,0,3,0.592630123126563
2019-12-31,0,0,-0.39082406011406173
2020-01-01,3,0,-0.2731872012109368
2020-01-02,2,0,0.8173070011781254
2020-01-03,8,0,0.7628654411718754
2020-01-04,11,0,0.7379537259921877
2020-01-05,0,0,-0.23822458819531248
2020-01-06,5,0,1.8863449512140626
2020-01-07,2,0,5.725152436984375
2020-01-08,10,0,0.2516598849640621
2020-01-09,3,1,8.53262754125
2020-01-10,4,2,5.808850978234374
2020-01-11,1,0,0.6812306381984372
2020-01-12,0,0,-0.9331541905515626
2020-01-13,0,1,6.398862429964064
2020-01-14,0,1,-1.1455490660312493
2020-01-15,3,0,3.327098358084376
2020-01-16,15,2,3.1163277180187503
2020-01-17,0,7,-0.9231310684265619
2020-01-18,0,0,-0.5715725064328119
2020-01-19,0,0,-0.36671268128281187
2020-01-20,0,0,0.7584294211781257
2020-01-21,1,2,-0.28409324110937456
2020-01-22,0,0,1.7991851972484378
2020-01-23,4,3,0.6888519629375001
2020-01-24,0,0,2.71746883779375
2020-01-25,0,0,1.5482878398562498
2020-01-26,0,0,0.5820129875
2020-01-27,1,0,4.66051030375
2020-01-28,0,1,-0.7159965880156252
2020-01-29,0,2,1.6130764924640628
2020-01-30,2,0,3.5348876402187503
2020-01-31,0,0,4.3045996181625
2020-02-01,0,0,0.10996305341718737
2020-02-02,0,0,-0.6015619423890624
2020-02-03,0,0,5.6157820006625006
2020-02-04,14,4,2.121156057385938
2020-02-05,0,1,6.211924044820313
2020-02-06,0,3,5.848561776468749
2020-02-07,0,2,8.651823549115624
2020-02-08,1,0,-1.7657186714718756
2020-02-09,0,0,-0.9730224006953119
2020-02-10,0,1,3.3430981824640638
2020-02-11,0,0,2.0977326956562514
2020-02-12,2,2,3.109944484487501
2020-02-13,0,0,4.049549252532813
2020-02-14,2,2,8.915142878639063
2020-02-15,3,0,0.38007040209218723
2020-02-16,0,0,-1.0601368253593748
2020-02-17,1,6,0.37335967750000054
2020-02-18,0,2,1.4315888591875012
2020-02-19,0,1,2.380022303309376
2020-02-20,0,0,4.298708084079688
2020-02-21,0,1,5.068639537278125
2020-02-22,0,0,-0.12780653533593767
2020-02-23,0,0,-0.7230081638906247
2020-02-24,2,0,7.578121823678125
2020-02-25,0,3,8.895699506984375
2020-02-26,1,1,3.396010370182812
2020-02-27,1,0,1.6259400496312495
2020-02-28,4,0,12.871937687314063
2020-02-29,1,0,0.8764431629765626
2020-03-01,0,0,-1.4452375282312493
2020-03-02,1,4,4.0946602024640635
2020-03-03,1,5,4.823581220875001
2020-03-04,3,2,-0.37045046919374913
2020-03-05,7,2,1.089770395812501
2020-03-06,1,0,3.215190513273438
2020-03-07,3,0,2.084507221423438
2020-03-08,2,0,-0.8664619370499995
2020-03-09,1,0,4.533921136142188
2020-03-10,6,0,0.17205074492187533
2020-03-11,2,0,3.411723637976563
2020-03-12,9,1,1.22935287926875
2020-03-13,5,0,0.3767911989328129
2020-03-14,0,0,0.5064017041156254
2020-03-15,0,0,-0.42887716169062445
2020-03-16,4,2,9.726880948642188
2020-03-17,13,2,6.807020688671875
2020-03-18,4,0,0.5909593643046869
2020-03-19,2,1,0.05686174040156211
2020-03-20,10,2,-0.7016127449249994
2020-03-21,3,0,1.5340727856625012
2020-03-22,9,0,-0.5483462905515617
2020-03-23,2,1,2.6324720849640633
2020-03-24,2,1,11.416126524843751
2020-03-25,1,2,2.4277905655156244
2020-03-26,0,2,2.8448453574312493
2020-03-27,1,1,13.9633224569125
2020-03-28,0,0,-2.120886495035938
2020-03-29,0,0,-1.1236736635312496
2020-03-30,15,2,3.217360056178126
2020-03-31,38,3,-0.9888818440468734
2020-04-01,8,1,0.3412096012046888
2020-04-02,7,0,3.405135545006251
2020-04-03,17,1,6.234075894043751
2020-04-04,4,0,-1.150087105378125
2020-04-05,11,0,-0.6282933380390623
2020-04-06,9,2,9.657358465
2020-04-07,8,4,2.7394602354375
2020-04-08,3,2,0.93984559360625
2020-04-09,12,1,0.18892281448437487
2020-04-10,3,0,5.365047021651563
2020-04-11,5,0,-1.0463911012531244
2020-04-12,16,0,-0.5947040927515618
2020-04-13,5,0,4.6125189875000006
2020-04-14,13,1,3.1935263098437505
2020-04-15,4,7,-0.8793116824218749
2020-04-16,4,0,1.5347021925750002
2020-04-17,9,0,0.4897593044125004
2020-04-18,12,0,-0.4190424806296869
2020-04-19,8,0,-0.2826701777156245
2020-04-20,12,0,8.82205846875
2020-04-21,2,2,10.954887649921874
2020-04-22,1,2,2.2722917102578117
2020-04-23,15,0,4.73455518485625
2020-04-24,5,1,-0.33819282228125
2020-04-25,21,0,-0.9033667680874988
2020-04-26,8,0,2.3810920349640634
2020-04-27,7,3,5.225270583750001
2020-04-28,10,0,4.875749777859376
2020-04-29,17,1,9.714626960989062
2020-04-30,1,1,4.178228827506249
2020-05-01,16,0,2.4595757655124997
2020-05-02,0,0,4.6963770342687505
2020-05-03,4,0,-1.3956400162859368
2020-05-04,7,0,10.140501558453126
2020-05-05,1,0,4.255698749298437
2020-05-06,10,2,2.4077522729406255
2020-05-07,3,3,3.6449447141125004
2020-05-08,1,3,18.64856838401094
2020-05-09,1,0,-1.7954877947781256
2020-05-10,0,0,-1.5576379257374997
2020-05-11,3,0,6.965824651034376
2020-05-12,14,0,5.453204579328126
2020-05-13,2,1,5.337020396510939
2020-05-14,0,1,4.333508151471875
2020-05-15,3,3,20.403727087278124
2020-05-16,1,0,8.812474280757812
2020-05-17,0,0,-0.9012962137343754
2020-05-18,2,0,15.206925239964063
2020-05-19,40,4,9.070388034625001
