,ant-design/ant-design,youzan/vant,ElemeFE/element
2022-12-28,0.8665921309968745,1,0
2022-12-29,3.4189830486781254,1,0
2022-12-30,2.4041509984671876,0,0
2022-12-31,38.755942188628126,5,0
2023-01-01,-11.87437121499219,4,0
2023-01-02,-4.628940975289059,4,0
2023-01-03,2.735177270231251,0,0
2023-01-04,6.306917163687499,0,0
2023-01-05,0.22553170363281172,0,0
2023-01-06,4.497057603246875,0,0
2023-01-07,-1.0359686982203122,5,0
2023-01-08,2.360873473949999,0,0
2023-01-09,6.237923729443749,0,0
2023-01-10,3.5248409067718747,0,0
2023-01-11,13.672267703676564,0,0
2023-01-12,1.6060638016999995,0,0
2023-01-13,-0.7604442761531249,0,0
2023-01-14,-2.180488716535937,9,0
2023-01-15,2.2404221300937506,6,0
2023-01-16,12.964578392726562,0,0
2023-01-17,-2.329357128301563,2,0
2023-01-18,5.173886177298438,0,0
2023-01-19,2.3801979998578116,0,0
2023-01-20,0.7909777509203124,0,0
2023-01-21,5.631291820828125,1,0
2023-01-22,-4.294875184693749,4,0
2023-01-23,0.09980899345781324,9,0
2023-01-24,1.242263341837499,2,0
2023-01-25,-1.840567746285938,4,0
2023-01-26,-1.753892598820313,7,0
