,emberjs/ember.js,facebook/react,angular/angular
2016-04-28,14,11,10.0
2016-04-29,8,8,32.0
2016-04-30,0,3,17.0
2016-05-01,0,1,7.0
2016-05-02,6,12,25.0
2016-05-03,5,21,25.0
2016-05-04,9,7,20.0
2016-05-05,6,4,5.0
2016-05-06,8,3,0.0
2016-05-07,0,1,0.0
2016-05-08,2,0,0.0
2016-05-09,5,4,6.0
2016-05-10,7,6,3.0
2016-05-11,9,9,6.0
2016-05-12,10,8,6.0
2016-05-13,23,6,4.0
2016-05-14,1,8,1.0
2016-05-15,0,2,1.0
2016-05-16,7,3,1.0
2016-05-17,12,7,5.0
2016-05-18,4,0,2.0
2016-05-19,6,3,10.0
2016-05-20,5,10,37.0
2016-05-21,1,1,0.0
2016-05-22,3,2,0.0
2016-05-23,3,2,15.0
2016-05-24,4,10,17.0
2016-05-25,5,21,38.0
2016-05-26,10,11,40.0
2016-05-27,1,12,6.0
2016-05-28,0,2,2.0
2016-05-29,0,0,0.0
2016-05-30,0,1,0.0
2016-05-31,5,7,2.0
2016-06-01,3,3,21.0
2016-06-02,5,2,6.0
2016-06-03,3,8,13.0
2016-06-04,14,2,2.0
2016-06-05,3,0,5.0
2016-06-06,1,5,3.0
2016-06-07,7,5,7.0
2016-06-08,13,8,14.0
2016-06-09,5,6,13.0
2016-06-10,23,2,11.0
2016-06-11,5,1,4.0
2016-06-12,13,1,2.0
2016-06-13,0,1,10.0
2016-06-14,0,7,5.0
2016-06-15,15,2,16.0
2016-06-16,17,3,19.0
2016-06-17,5,3,14.0
2016-06-18,20,0,2.0
2016-06-19,14,2,3.0
2016-06-20,7,1,8.0
2016-06-21,19,2,128.0
2016-06-22,8,5,11.0
2016-06-23,1,3,29.0
2016-06-24,1,0,17.0
2016-06-25,1,0,4.0
2016-06-26,3,3,3.0
2016-06-27,32,4,13.0
2016-06-28,7,0,14.0
2016-06-29,2,1,7.0
2016-06-30,7,29,16.0
2016-07-01,4,3,9.0
2016-07-02,6,3,2.0
2016-07-03,1,0,1.0
2016-07-04,1,2,0.0
2016-07-05,7,16,0.0
2016-07-06,2,2,15.0
2016-07-07,4,2,15.0
2016-07-08,0,1,16.0
2016-07-09,1,2,2.0
2016-07-10,0,0,0.0
2016-07-11,4,0,10.0
2016-07-12,3,6,19.0
2016-07-13,5,10,15.0
2016-07-14,7,4,7.0
2016-07-15,5,0,3.0
2016-07-16,2,2,0.0
2016-07-17,5,0,0.0
2016-07-18,19,0,6.0
2016-07-19,11,7,5.0
2016-07-20,5,2,6.0
2016-07-21,3,2,6.0
2016-07-22,21,4,11.0
2016-07-23,17,4,6.0
2016-07-24,15,0,0.0
2016-07-25,9,5,2.0
2016-07-26,28,3,17.0
2016-07-27,26,0,9.0
2016-07-28,6,1,11.0
2016-07-29,25,10,26.0
2016-07-30,22,0,4.0
2016-07-31,5,1,1.0
2016-08-01,9,2,15.0
2016-08-02,13,5,23.0
2016-08-03,5,1,5.0
2016-08-04,9,0,10.0
2016-08-05,11,16,19.0
2016-08-06,6,0,0.0
2016-08-07,0,0,0.0
2016-08-08,17,2,13.0
2016-08-09,2,5,21.0
2016-08-10,4,4,6.0
2016-08-11,5,4,6.0
2016-08-12,6,4,24.0
2016-08-13,4,4,13.0
2016-08-14,4,3,6.0
2016-08-15,13,3,9.0
2016-08-16,3,1,12.0
2016-08-17,14,2,29.0
2016-08-18,4,4,7.0
2016-08-19,18,6,7.0
2016-08-20,2,1,1.0
2016-08-21,12,0,0.0
2016-08-22,4,1,7.0
2016-08-23,10,2,16.0
2016-08-24,9,2,5.0
2016-08-25,6,9,20.0
2016-08-26,10,6,26.0
2016-08-27,4,3,0.0
2016-08-28,24,9,0.0
2016-08-29,4,7,10.0
2016-08-30,18,8,7.0
2016-08-31,26,4,32.0
2016-09-01,11,6,15.0
2016-09-02,23,9,9.0
2016-09-03,28,5,0.0
2016-09-04,18,0,0.0
2016-09-05,17,0,0.0
2016-09-06,4,4,16.0
2016-09-07,12,1,8.0
2016-09-08,23,7,8.0
2016-09-09,13,1,11.0
2016-09-10,9,2,6.0
2016-09-11,0,0,0.0
2016-09-12,23,2,15.0
2016-09-13,7,31,24.0
2016-09-14,4,7,27.0
2016-09-15,9,1,12.0
2016-09-16,9,1,0.0
2016-09-17,3,1,0.0
2016-09-18,3,0,8.0
2016-09-19,1,7,11.0
2016-09-20,7,1,7.0
2016-09-21,2,1,1.0
2016-09-22,4,1,8.0
2016-09-23,0,0,12.0
2016-09-24,11,0,0.0
2016-09-25,18,0,0.0
2016-09-26,3,6,0.0
2016-09-27,10,3,5.0
2016-09-28,18,4,5.0
2016-09-29,6,3,1.0
2016-09-30,15,1,20.0
2016-10-01,5,1,4.0
2016-10-02,1,0,2.0
2016-10-03,4,7,3.0
2016-10-04,10,10,7.0
2016-10-05,9,3,5.0
2016-10-06,18,0,23.0
2016-10-07,10,1,7.0
2016-10-08,1,0,1.0
2016-10-09,0,0,0.0
2016-10-10,2,1,8.0
2016-10-11,17,4,9.0
2016-10-12,10,4,4.0
2016-10-13,14,5,2.0
2016-10-14,6,4,1.0
2016-10-15,11,1,0.0
2016-10-16,0,0,0.0
2016-10-17,3,27,0.0
