,plotly/plotly.js,apache/echarts,highcharts/highcharts
2017-11-26,0,-0.16089815040000008,0
2017-11-27,8,4.90147328,9
2017-11-28,6,5.926476288,1
2017-11-29,1,4.1415658496,3
2017-11-30,0,-1.0373555200000002,0
2017-12-01,1,0.7846855679999993,2
2017-12-02,0,1.8422629375999997,0
2017-12-03,0,-1.3029653504,0
2017-12-04,1,4.2495487999999995,10
2017-12-05,1,1.4502656000000003,25
2017-12-06,1,5.563078144,11
2017-12-07,11,-0.18800404479999955,15
2017-12-08,14,3.5436563455999996,5
2017-12-09,1,2.1834950656,0
2017-12-10,0,-1.7780538368000003,0
2017-12-11,19,2.0107199487999994,8
2017-12-12,1,-0.27679231999999976,12
2017-12-13,0,-0.966934528,1
2017-12-14,0,5.3997365248,15
2017-12-15,17,2.3687903232000007,13
2017-12-16,1,-1.5547921408,0
2017-12-17,0,-0.8147200000000001,0
2017-12-18,13,1.4853136383999999,10
2017-12-19,8,18.252294144,16
2017-12-20,6,5.763487436800001,11
2017-12-21,1,8.188255129599998,7
2017-12-22,6,-3.333233152,12
2017-12-23,1,-2.4618389504000007,0
2017-12-24,0,-0.5679190016000009,0
2017-12-25,0,2.67143936,0
2017-12-26,0,15.225296896,0
2017-12-27,1,12.493745971200001,0
2017-12-28,4,10.4100557824,0
2017-12-29,9,6.149791232,0
2017-12-30,7,3.646207283199999,0
2017-12-31,0,9.3555767296,0
2018-01-01,0,-4.497096192000001,0
2018-01-02,0,3.7311599615999986,12
2018-01-03,6,-2.6699155455999994,1
2018-01-04,10,13.5192328192,2
2018-01-05,1,0.16373381120000108,5
2018-01-06,0,-1.3992418304000003,0
2018-01-07,1,-2.3168764928,1
2018-01-08,4,6.5632835584,7
2018-01-09,4,9.3995495424,8
2018-01-10,10,2.3081491456000003,11
2018-01-11,21,15.930283315199999,2
2018-01-12,4,20.5070360576,9
2018-01-13,0,16.0792103936,0
2018-01-14,0,2.4454154239999983,0
2018-01-15,11,15.434885939199997,13
2018-01-16,6,-6.231579136000001,4
2018-01-17,35,4.079549132799999,2
2018-01-18,27,-3.0871789568000008,0
2018-01-19,9,-2.5146645504000005,1
2018-01-20,1,-2.6629482495999985,0
2018-01-21,1,-1.8346077183999983,0
2018-01-22,11,-0.2157986815999986,5
2018-01-23,12,4.0439228416000015,14
2018-01-24,10,0.3981647872000009,10
2018-01-25,9,-1.0567103487999998,16
2018-01-26,6,-0.5915262976,23
2018-01-27,1,-0.3288624128,0
2018-01-28,0,0.7722218496,6
2018-01-29,11,3.62985728,12
2018-01-30,23,4.980121088000001,12
2018-01-31,9,2.3137386496000003,17
2018-02-01,17,-0.5967221760000001,18
2018-02-02,20,-0.9928747008000004,5
2018-02-03,0,-0.5961728000000004,0
2018-02-04,11,-0.4342579200000002,0
2018-02-05,12,-0.34041139200000015,8
2018-02-06,14,-0.2788317183999998,0
2018-02-07,5,0.7756606464000004,0
2018-02-08,29,1.6507063296000006,3
2018-02-09,10,1.4557348864000001,26
2018-02-10,0,0.37953064959999994,3
2018-02-11,0,0.5103999999999999,0
2018-02-12,14,3.5312639999999997,10
2018-02-13,4,0.9332992,16
2018-02-14,5,2.08954368,16
2018-02-15,3,-1.1002347520000002,8
2018-02-16,22,-0.5914630144000003,13
2018-02-17,6,-0.40441364479999997,9
2018-02-18,0,-0.2898403328,4
2018-02-19,14,-0.2120295424,5
2018-02-20,14,-0.16516003839999976,17
2018-02-21,5,1.8705670144000002,3
2018-02-22,2,1.5318981632000004,3
2018-02-23,7,0.40259194880000004,2
2018-02-24,0,1.5439999999999998,10
2018-02-25,4,2.3568,6
2018-02-26,11,10.073728,6
2018-02-27,12,2.3384704000000003,19
2018-02-28,29,3.808552959999999,6
2018-03-01,22,2.637070336,5
2018-03-02,17,-0.2777064448000006,33
2018-03-03,1,-1.6713622528000005,0
2018-03-04,0,-1.0460217344000005,0
2018-03-05,26,3.2263442432,12
2018-03-06,16,3.602240716800001,14
2018-03-07,22,2.2161222656000006,12
2018-03-08,8,0.33383577600000014,18
2018-03-09,10,2.7249918976,17
2018-03-10,0,-1.513266176,0
2018-03-11,0,-0.7847339008000005,0
2018-03-12,5,6.46880512,22
2018-03-13,5,-1.8093716479999995,24
2018-03-14,6,1.1074755583999998,15
2018-03-15,11,-0.9714662399999998,22
2018-03-16,4,2.4584402944,30
2018-03-17,1,-0.9572415487999997,0
2018-03-18,0,-0.5000790016000002,0
2018-03-19,7,0.6864409599999998,9
2018-03-20,5,3.5576284160000005,20
2018-03-21,2,0.9222531072000004,9
2018-03-22,3,-0.8580618240000002,29
2018-03-23,6,2.5386811391999995,9
2018-03-24,0,0.1009008640000002,0
2018-03-25,0,2.3328191487999996,0
2018-03-26,12,0.02628607999999988,7
2018-03-27,16,-0.7117521920000003,11
2018-03-28,29,0.5619183616000001,0
2018-03-29,16,4.4857247744,0
2018-03-30,13,-0.28635566079999997,0
2018-03-31,0,-0.7949122560000003,0
2018-04-01,0,-0.47660472320000014,0
2018-04-02,2,1.6859047936000002,0
2018-04-03,1,4.3664954368,40
2018-04-04,8,0.6829239296,7
2018-04-05,15,0.9845498879999997,8
2018-04-06,18,-0.9685346304,10
2018-04-07,0,-0.5518064640000001,0
2018-04-08,0,2.6557930495999997,0
2018-04-09,11,0.14573056000000006,9
2018-04-10,11,0.3546613759999998,1
2018-04-11,17,3.4044116992,9
2018-04-12,9,-1.1537756159999997,2
2018-04-13,13,6.4680778752,9
2018-04-14,0,-1.7373611007999998,0
2018-04-15,0,-0.7911449600000007,0
2018-04-16,29,5.481337344,38
2018-04-17,29,1.4143623168000004,9
2018-04-18,7,8.6466840576,14
2018-04-19,6,-1.7410217983999998,8
2018-04-20,1,3.4860355583999993,46
2018-04-21,0,0.08527001600000017,0
2018-04-22,8,1.5295337471999997,0
2018-04-23,0,1.5481932799999996,0
2018-04-24,10,1.5290695680000002,4
2018-04-25,4,-0.48655523840000003,8
2018-04-26,20,2.9637721088,3
2018-04-27,10,3.534019584,3
2018-04-28,0,2.2750442496,0
2018-04-29,1,0.29460326400000003,0
2018-04-30,20,-1.3001043968000001,3
2018-05-01,21,-0.7739241472000002,0
2018-05-02,10,6.4627068928,11
2018-05-03,6,0.2090093568000002,6
2018-05-04,0,3.7525590016,15
2018-05-05,0,-1.7263804416,0
2018-05-06,1,3.1150489599999998,0
2018-05-07,1,1.6353951744000002,13
2018-05-08,1,-0.3070123008000003,16
2018-05-09,14,-0.9190246400000005,0
2018-05-10,6,-0.5951114239999999,1
2018-05-11,10,-0.4516384767999998,0
2018-05-12,0,-0.2888004607999997,0
2018-05-13,0,-0.21687603199999989,0
2018-05-14,6,0.8712401920000001,2
2018-05-15,3,-0.30996725759999966,2
2018-05-16,10,-0.13179576319999992,1
2018-05-17,14,-0.060469350399999997,0
2018-05-18,12,-0.03360000000000001,0
2018-05-19,0,-0.025536000000000014,0
2018-05-20,0,-0.02042880000000001,0
2018-05-21,5,6.98307328,0
2018-05-22,19,-1.4143877119999997,0
2018-05-23,24,-0.5724693504000005,0
2018-05-24,9,-0.33600000000000024,7
2018-05-25,6,-0.23520000000000008,1
2018-05-26,0,-0.1787520000000001,0
2018-05-27,0,-0.14300160000000006,0
2018-05-28,7,0.8815129599999999,6
2018-05-29,11,7.699286016,16
2018-05-30,14,-0.7672854527999995,6
2018-05-31,7,-0.8880000000000006,6
2018-06-01,9,-0.4976000000000004,12
2018-06-02,1,-0.34233600000000014,0
2018-06-03,0,-0.2583168000000001,0
2018-06-04,10,-0.2058931200000001,8
2018-06-05,12,-0.17023027200000002,2
2018-06-06,13,-0.14449776639999948,2
2018-06-07,9,0.8858574848000004,0
2018-06-08,6,-0.21246935039999992,4
2018-06-09,0,-0.08000000000000007,0
2018-06-10,0,-0.048000000000000036,0
2018-06-11,23,-0.03360000000000001,10
2018-06-12,3,0.974464,11
2018-06-13,3,8.7795712,8
2018-06-14,2,-0.8969267199999997,10
2018-06-15,9,-0.9823877120000005,9
2018-06-16,0,-0.5580693504000004,0
2018-06-17,0,-0.37593600000000016,0
2018-06-18,9,0.7161471999999999,12
2018-06-19,6,1.5736780799999999,11
2018-06-20,8,0.332843008,5
2018-06-21,15,1.4331145216000003,3
2018-06-22,0,-0.7362118655999996,8
2018-06-23,0,-0.3132053504000002,0
2018-06-24,0,-0.20110080000000014,2
2018-06-25,0,1.84947968,3
2018-06-26,5,-0.519741952,18
2018-06-27,28,-0.2590290944,8
2018-06-28,14,-0.16917985279999997,12
2018-06-29,11,-0.10844477439999986,3
2018-06-30,0,-0.07601070079999996,0
2018-07-01,1,-0.04085760000000002,0
2018-07-02,1,-0.03385344000000002,5
2018-07-03,11,1.9712245760000002,5
2018-07-04,12,-0.42493870079999985,15
2018-07-05,21,-0.16000000000000014,5
2018-07-06,8,-0.09600000000000007,12
2018-07-07,0,-0.06720000000000002,5
2018-07-08,1,-0.05107200000000003,3
2018-07-09,10,-0.04085760000000002,24
2018-07-10,5,-0.03385344000000002,3
2018-07-11,7,0.9712245760000001,1
2018-07-12,5,-0.2249387007999999,4
2018-07-13,7,-0.08000000000000007,7
2018-07-14,0,-0.048000000000000036,0
2018-07-15,0,-0.03360000000000001,0
2018-07-16,5,-0.025536000000000014,2
2018-07-17,2,-0.02042880000000001,9
2018-07-18,15,-0.01692672000000001,15
2018-07-19,4,-0.01438771199999994,3
2018-07-20,8,-0.012469350399999964,3
2018-07-21,0,0.0,0
2018-07-22,0,0.0,0
2018-07-23,3,0.0,12
2018-07-24,3,0.0,11
2018-07-25,2,0.0,14
2018-07-26,4,2.0,4
2018-07-27,4,1.6,7
2018-07-28,0,-0.56,0
2018-07-29,0,1.7439999999999998,0
2018-07-30,4,-0.5632,13
