,dropwizard/dropwizard,spring-projects/spring-boot,apache/tomee
2017-04-30,0,0,-0.01316201249999996
2017-05-01,0,0,1.98890630375
2017-05-02,1,24,1.7904316869843748
2017-05-03,2,45,8.701601147464062
2017-05-04,0,31,1.9529999999999992
2017-05-05,0,9,-0.8033250000000005
2017-05-06,0,4,-0.46505850000000004
2017-05-07,0,2,-0.3300200249999992
2017-05-08,0,1,0.7444503325000009
2017-05-09,1,11,0.6918676189687505
2017-05-10,3,14,0.6797363651468754
2017-05-11,0,16,-0.3096936109624998
2017-05-12,0,68,-0.1984571118703122
2017-05-13,0,0,-0.09047580760781232
2017-05-14,0,7,-0.04994126249999983
2017-05-15,1,25,-0.040372458749999875
2017-05-16,0,5,-0.0338240217656249
2017-05-17,0,3,-0.02906086180156242
2017-05-18,2,5,-0.017967165551562456
2017-05-19,1,4,-0.008398852535937478
2017-05-20,0,0,0.0
2017-05-21,0,1,0.0
2017-05-22,0,12,0.0
2017-05-23,0,36,0.0
2017-05-24,0,20,0.0
2017-05-25,1,0,0.0
2017-05-26,1,1,0.0
2017-05-27,0,0,0.0
2017-05-28,0,4,0.0
2017-05-29,0,14,0.0
2017-05-30,0,17,1.0
2017-05-31,0,30,-0.10000000000000009
2017-06-01,0,15,2.955
2017-06-02,0,32,5.6715
2017-06-03,0,11,-0.7556625000000006
2017-06-04,0,0,-0.37161675000000016
2017-06-05,0,6,0.7538504875000002
2017-06-06,1,17,0.7165810537500006
2017-06-07,0,32,-0.29075485051562466
2017-06-08,4,20,2.8058479837140626
2017-06-09,0,9,0.555570383453125
2017-06-10,0,0,1.6456143142984376
2017-06-11,0,5,-0.410171877715625
2017-06-12,0,31,2.7952567912500004
2017-06-13,0,6,2.5533252407343747
2017-06-14,0,19,2.450105046948438
2017-06-15,0,17,4.3924245462140625
2017-06-16,0,13,0.1513898397031248
2017-06-17,0,3,0.42220998687656275
2017-06-18,0,0,-0.4648592660671872
2017-06-19,1,5,2.685272418678126
2017-06-20,1,8,1.4687816847031252
2017-06-21,0,8,4.475228102095313
2017-06-22,0,15,4.185851259595312
2017-06-23,0,12,0.05871866856406238
2017-06-24,0,0,-0.6198315219453124
2017-06-25,0,0,-0.380499203051562
2017-06-26,1,19,2.7195997837140635
2017-06-27,0,17,2.4820513559531254
2017-06-28,1,4,6.383271522610937
2017-06-29,0,20,0.9462302360999995
2017-06-30,0,9,-0.7634170240078124
2017-07-01,0,3,-0.4514003256953122
2017-07-02,0,10,-0.2978726400359367
2017-07-03,0,3,1.7730906237500008
2017-07-04,5,1,0.6136463847031254
2017-07-05,1,0,1.6521186045953127
2017-07-06,0,6,-0.41636214121718745
2017-07-07,0,6,1.7622464062171876
2017-07-08,0,12,-0.326693705071875
2017-07-09,0,2,0.8262342250000002
2017-07-10,0,2,4.775417095
2017-07-11,0,5,15.35712065271875
2017-07-12,0,3,12.0657130894125
2017-07-13,0,19,-1.3370220035671894
2017-07-14,1,3,3.6555856524281247
2017-07-15,0,0,-1.3874823885312493
2017-07-16,0,0,-0.894344463821873
2017-07-17,0,9,-0.6644259942656234
2017-07-18,0,9,-0.5374369826140609
2017-07-19,0,26,5.555855219070314
2017-07-20,0,16,10.05475821845625
2017-07-21,0,32,-1.5526207297687507
2017-07-22,0,11,-0.7222404176140629
2017-07-23,0,0,-0.47946926267968715
2017-07-24,0,34,1.6760120000000012
2017-07-25,0,34,0.5437436750000006
2017-07-26,0,17,1.5986556850000004
2017-07-27,1,24,0.5185594631562502
2017-07-28,0,28,0.5845304416125003
2017-07-29,0,1,-0.3472833778953123
2017-07-30,2,2,-0.15726577499999977
2017-07-31,5,6,-0.11674540499999975
2017-08-01,0,14,0.9066664027187503
2017-08-02,3,0,4.8221678269125
2017-08-03,0,14,3.403208812682812
2017-08-04,2,5,0.3090402856624995
2017-08-05,0,0,-0.4611296655515627
2017-08-06,0,0,0.7131718974640628
2017-08-07,0,0,-0.3048957624999995
2017-08-08,0,2,-0.2070332587499995
2017-08-09,0,17,0.8376984057343754
2017-08-10,0,2,-0.2344397151140622
2017-08-11,0,13,-0.15247796099218724
2017-08-12,0,0,-0.08482573565937487
2017-08-13,0,0,-0.04015504878593737
2017-08-14,0,10,-0.025685063015624923
2017-08-15,0,0,5.978439134964063
2017-08-16,0,12,1.3889063037499993
2017-08-17,0,12,3.5204316869843746
2017-08-18,3,13,1.330601147464062
2017-08-19,0,0,1.439025
2017-08-20,0,1,-0.5420254999999998
2017-08-21,1,4,-0.34085557499999947
2017-08-22,0,7,-0.2556782024999994
2017-08-23,0,7,-0.20580382059374935
2017-08-24,6,3,-0.1724620512468745
2017-08-25,1,22,-0.10358237463437471
2017-08-26,0,1,-0.0749194286749998
2017-08-27,0,4,0.9640656688968751
2017-08-28,0,13,-0.11679770507187505
2017-08-29,0,19,-0.04500000000000003
2017-08-30,0,8,-0.028500000000000022
2017-08-31,0,1,-0.020662499999999924
2017-09-01,1,3,-0.016116749999999947
2017-09-02,0,0,-0.01316201249999996
2017-09-03,2,0,-0.011093696249999967
2017-09-04,0,10,-0.009568313015624975
2017-09-05,4,13,-0.008398852535937478
2017-09-06,0,13,0.0
2017-09-07,0,46,0.0
2017-09-08,2,12,0.0
2017-09-09,0,0,0.0
2017-09-10,0,3,0.0
2017-09-11,0,29,0.0
2017-09-12,0,20,0.0
2017-09-13,1,9,11.0
2017-09-14,1,28,1.899999999999999
2017-09-15,0,8,1.2049999999999994
2017-09-16,0,4,-0.6485000000000005
2017-09-17,0,3,-0.4027874999999993
2017-09-18,1,17,-0.2962717499999992
2017-09-19,4,28,-0.23445738749999928
2017-09-20,0,24,-0.1937501962499994
2017-09-21,0,18,0.8351434430781255
2017-09-22,1,5,0.7567202905578128
2017-09-23,0,3,-0.1893331836390625
2017-09-24,0,26,-0.09029770507187501
2017-09-25,0,37,0.9508375
2017-09-26,0,17,1.86322075
2017-09-27,0,10,0.7257212375
2017-09-28,0,19,-0.2427557087500001
2017-09-29,0,23,-0.14332450926562496
2017-09-30,0,6,-0.10390891555156227
2017-10-01,0,0,-0.07445686503593726
2017-10-02,0,56,0.9464655287500001
2017-10-03,0,15,-0.14491771801562497
2017-10-04,0,29,-0.08362917481718743
2017-10-05,2,14,0.9451339819125001
2017-10-06,12,9,-0.12906135253593748
2017-10-07,0,2,-0.061116749999999984
2017-10-08,0,9,-0.041662012499999984
2017-10-09,1,4,-0.03175619624999989
2017-10-10,0,30,1.974314936984375
2017-10-11,0,14,-0.2215608650359376
2017-10-12,0,11,-0.10109369625000003
2017-10-13,0,16,-0.06656831301562502
2017-10-14,0,0,-0.04972385253593733
2017-10-15,0,0,-0.032233499999999894
2017-10-16,0,9,-0.02632402499999992
2017-10-17,2,24,-0.022187392499999934
2017-10-18,2,11,-0.01913662603124995
2017-10-19,7,9,-0.016797705071874957
2017-10-20,1,13,0.0
2017-10-21,0,16,0.0
2017-10-22,0,0,0.0
2017-10-23,0,6,2.0
2017-10-24,1,13,6.8
2017-10-25,1,14,1.2099999999999993
2017-10-26,5,4,-0.5720000000000005
2017-10-27,0,21,6.669175
2017-10-28,0,15,0.066129
2017-10-29,0,11,-0.5954662749999997
2017-10-30,1,28,1.6089450200000002
2017-10-31,0,18,-0.4962540247812493
2017-11-01,0,14,1.6705569613187508
2017-11-02,0,42,-0.44317943128281223
2017-11-03,0,38,-0.23894059132187462
2017-11-04,0,7,-0.16730538735937475
2017-11-05,0,5,-0.1360093057671871
2017-11-06,0,14,-0.0628197450359373
2017-11-07,0,6,-0.04546065103124987
2017-11-08,0,2,-0.03898509757187489
2017-11-09,1,7,-0.01913662603124995
2017-11-10,11,9,-0.016797705071874957
2017-11-11,1,4,0.0
2017-11-12,0,14,0.0
2017-11-13,3,20,0.0
2017-11-14,1,14,1.0
2017-11-15,3,9,-0.10000000000000009
2017-11-16,0,12,-0.04500000000000003
2017-11-17,0,22,-0.028500000000000022
2017-11-18,0,13,-0.020662499999999924
2017-11-19,1,8,-0.016116749999999947
2017-11-20,0,28,-0.01316201249999996
2017-11-21,4,19,-0.011093696249999967
2017-11-22,5,6,-0.009568313015624975
2017-11-23,0,46,0.9916011474640625
2017-11-24,3,20,-0.10000000000000009
2017-11-25,0,0,-0.04500000000000003
2017-11-26,0,6,-0.028500000000000022
2017-11-27,0,27,-0.020662499999999924
2017-11-28,0,27,0.9838832500000001
2017-11-29,2,33,1.8868379874999999
2017-11-30,0,9,-0.25609369625000017
2017-12-01,0,0,-0.12806831301562505
2017-12-02,0,5,1.9139386474640625
2017-12-03,1,2,-0.25744174999999997
2017-12-04,0,0,3.8646044875000003
2017-12-05,0,2,-0.4944177212500003
2017-12-06,0,13,2.746919294484375
2017-12-07,0,4,-0.4737689785671877
2017-12-08,0,4,-0.2607717300718747
2017-12-09,0,3,-0.17215439249999978
2017-12-10,0,2,-0.13377217603124958
2017-12-11,0,10,-0.10952274007187467
2017-12-12,0,30,-0.07775928956249978
2017-12-13,4,20,26.93312350110625
2017-12-14,2,23,15.271295060953122
2017-12-15,0,4,5.959803442392185
2017-12-16,0,2,-2.479500000000002
2017-12-17,0,0,-1.4758874999999985
2017-12-18,0,1,6.936422750000003
2017-12-19,0,0,5.368561662500002
2017-12-20,1,1,-1.741496773749999
