,ruby/ruby,php/php-src,python/cpython
2012-08-31,14,6,10
2012-09-01,7,9,15
2012-09-02,4,13,13
2012-09-03,11,10,10
2012-09-04,6,2,0
2012-09-05,15,17,7
2012-09-06,4,3,12
2012-09-07,1,0,8
2012-09-08,5,3,19
2012-09-09,15,2,21
2012-09-10,3,9,54
2012-09-11,2,8,20
2012-09-12,7,13,21
2012-09-13,9,9,4
2012-09-14,5,10,5
2012-09-15,9,8,9
2012-09-16,5,9,0
2012-09-17,0,12,6
2012-09-18,2,16,4
2012-09-19,7,9,6
2012-09-20,8,9,25
2012-09-21,4,10,20
2012-09-22,2,10,8
2012-09-23,6,2,20
2012-09-24,8,6,20
2012-09-25,3,3,39
2012-09-26,4,5,5
2012-09-27,4,22,5
2012-09-28,12,15,29
2012-09-29,5,17,59
2012-09-30,6,5,59
2012-10-01,2,25,43
2012-10-02,5,6,24
2012-10-03,6,3,19
2012-10-04,12,11,38
2012-10-05,12,4,27
2012-10-06,13,2,53
2012-10-07,3,2,36
2012-10-08,4,5,9
2012-10-09,7,9,32
2012-10-10,9,16,24
2012-10-11,7,3,20
2012-10-12,11,22,29
2012-10-13,1,0,12
2012-10-14,10,0,6
2012-10-15,14,0,1
2012-10-16,22,6,50
2012-10-17,11,8,35
2012-10-18,13,27,11
2012-10-19,11,27,25
2012-10-20,4,0,15
2012-10-21,6,0,28
2012-10-22,10,8,13
2012-10-23,14,15,24
2012-10-24,10,9,6
2012-10-25,8,11,5
2012-10-26,4,8,17
2012-10-27,11,3,41
2012-10-28,30,1,53
2012-10-29,9,1,10
2012-10-30,6,11,11
2012-10-31,4,12,79
2012-11-01,20,0,29
2012-11-02,13,3,9
2012-11-03,32,1,45
2012-11-04,7,4,29
2012-11-05,15,0,14
2012-11-06,47,7,16
2012-11-07,12,8,8
2012-11-08,9,1,27
2012-11-09,28,6,5
2012-11-10,8,0,17
2012-11-11,9,4,57
2012-11-12,8,7,14
2012-11-13,17,20,6
2012-11-14,4,16,16
2012-11-15,9,7,12
2012-11-16,26,12,4
2012-11-17,13,0,31
2012-11-18,6,9,39
2012-11-19,23,0,2
2012-11-20,39,4,13
2012-11-21,17,13,13
2012-11-22,20,6,10
2012-11-23,12,4,19
2012-11-24,16,14,6
2012-11-25,6,20,6
2012-11-26,31,5,8
2012-11-27,37,13,9
2012-11-28,43,14,24
2012-11-29,57,11,28
2012-11-30,82,19,5
2012-12-01,39,7,2
2012-12-02,12,9,32
2012-12-03,21,11,16
2012-12-04,26,14,7
2012-12-05,30,30,9
2012-12-06,17,7,6
2012-12-07,22,0,2
2012-12-08,13,0,26
2012-12-09,2,0,28
2012-12-10,21,22,19
2012-12-11,24,8,13
2012-12-12,15,9,6
2012-12-13,19,23,8
2012-12-14,22,28,12
2012-12-15,25,1,20
2012-12-16,3,4,19
2012-12-17,14,8,31
2012-12-18,21,8,19
2012-12-19,21,16,13
2012-12-20,25,9,7
2012-12-21,30,12,12
2012-12-22,17,6,9
2012-12-23,17,13,25
2012-12-24,6,0,19
2012-12-25,22,13,30
2012-12-26,10,10,21
2012-12-27,9,3,36
2012-12-28,8,2,17
2012-12-29,12,5,19
2012-12-30,7,2,10
2012-12-31,3,0,19
2013-01-01,10,8,39
2013-01-02,0,14,38
2013-01-03,11,4,16
2013-01-04,13,10,14
2013-01-05,11,2,12
2013-01-06,4,33,8
2013-01-07,19,7,7
2013-01-08,7,10,22
2013-01-09,11,33,6
2013-01-10,16,11,32
2013-01-11,13,12,60
2013-01-12,5,0,36
2013-01-13,15,3,27
2013-01-14,9,48,10
2013-01-15,21,57,31
2013-01-16,9,11,16
2013-01-17,10,3,15
2013-01-18,12,13,13
2013-01-19,4,7,24
2013-01-20,5,1,16
2013-01-21,4,4,23
2013-01-22,6,12,23
2013-01-23,14,9,10
2013-01-24,17,1,16
2013-01-25,15,1,50
2013-01-26,11,0,24
2013-01-27,3,0,21
2013-01-28,4,9,10
2013-01-29,18,39,41
2013-01-30,13,24,3
2013-01-31,6,6,17
2013-02-01,9,15,33
2013-02-02,12,45,67
2013-02-03,15,12,20
2013-02-04,14,13,30
2013-02-05,32,6,15
2013-02-06,26,2,7
2013-02-07,23,29,26
2013-02-08,18,12,12
2013-02-09,12,0,43
2013-02-10,18,5,35
2013-02-11,10,14,18
2013-02-12,6,0,21
2013-02-13,11,15,17
2013-02-14,15,26,1
2013-02-15,15,9,12
2013-02-16,22,5,14
2013-02-17,6,20,10
2013-02-18,13,12,16
2013-02-19,12,16,10
2013-02-20,12,11,21
2013-02-21,20,30,18
2013-02-22,31,10,13
2013-02-23,19,10,52
2013-02-24,15,7,4
2013-02-25,24,11,13
2013-02-26,8,5,19
2013-02-27,20,30,13
2013-02-28,9,5,9
2013-03-01,8,12,19
2013-03-02,13,0,8
2013-03-03,3,40,7
2013-03-04,6,18,18
2013-03-05,19,14,20
2013-03-06,8,15,16
2013-03-07,13,13,21
2013-03-08,15,3,13
2013-03-09,5,11,25
2013-03-10,30,0,14
2013-03-11,14,14,32
2013-03-12,6,8,13
2013-03-13,9,7,17
2013-03-14,13,7,11
2013-03-15,11,25,9
2013-03-16,14,20,37
2013-03-17,4,18,10
2013-03-18,11,13,20
2013-03-19,15,41,71
2013-03-20,9,32,37
2013-03-21,16,17,26
2013-03-22,9,11,14
2013-03-23,17,27,57
2013-03-24,16,20,16
2013-03-25,8,45,7
2013-03-26,23,11,20
2013-03-27,12,35,5
2013-03-28,11,44,17
2013-03-29,11,13,14
2013-03-30,10,0,25
2013-03-31,15,22,14
2013-04-01,19,13,13
2013-04-02,18,9,7
2013-04-03,14,18,23
2013-04-04,19,21,7
2013-04-05,28,13,9
2013-04-06,24,0,22
2013-04-07,5,6,19
2013-04-08,21,15,10
2013-04-09,12,31,23
2013-04-10,10,36,9
2013-04-11,23,12,17
2013-04-12,9,1,21
2013-04-13,15,4,26
2013-04-14,5,0,59
2013-04-15,5,6,9
2013-04-16,8,0,9
2013-04-17,14,15,23
2013-04-18,22,11,6
2013-04-19,18,11,13
2013-04-20,6,9,15
2013-04-21,3,5,12
2013-04-22,9,24,8
2013-04-23,12,12,12
2013-04-24,20,31,5
2013-04-25,16,19,2
2013-04-26,13,16,3
2013-04-27,16,20,0
2013-04-28,12,0,17
2013-04-29,6,9,5
2013-04-30,5,19,20
2013-05-01,11,4,9
2013-05-02,17,21,1
2013-05-03,10,40,7
2013-05-04,0,19,20
2013-05-05,10,8,8
2013-05-06,4,7,23
2013-05-07,9,3,15
2013-05-08,14,20,7
2013-05-09,7,3,6
2013-05-10,10,0,7
2013-05-11,11,2,13
2013-05-12,24,8,25
2013-05-13,33,4,11
2013-05-14,22,22,5
2013-05-15,21,13,12
2013-05-16,14,8,16
2013-05-17,11,9,19
2013-05-18,20,0,14
2013-05-19,20,4,13
2013-05-20,23,9,24
2013-05-21,17,15,8
2013-05-22,8,20,9
2013-05-23,13,0,6
2013-05-24,14,10,7
2013-05-25,12,0,19
2013-05-26,13,0,1
2013-05-27,26,2,4
2013-05-28,7,6,27
2013-05-29,6,8,16
2013-05-30,6,0,2
2013-05-31,22,15,12
2013-06-01,11,9,7
2013-06-02,16,10,4
2013-06-03,11,5,2
2013-06-04,16,8,17
2013-06-05,18,17,8
2013-06-06,21,11,0
2013-06-07,40,4,8
2013-06-08,28,0,7
2013-06-09,8,15,10
2013-06-10,23,56,9
2013-06-11,17,15,8
2013-06-12,23,4,9
2013-06-13,22,3,9
2013-06-14,17,4,16
2013-06-15,15,6,28
2013-06-16,14,26,18
2013-06-17,22,27,22
2013-06-18,33,0,5
2013-06-19,54,30,14
2013-06-20,49,17,6
2013-06-21,39,5,18
2013-06-22,30,0,13
2013-06-23,11,10,31
2013-06-24,12,33,25
2013-06-25,22,27,9
2013-06-26,14,40,3
2013-06-27,7,18,3
2013-06-28,7,12,8
2013-06-29,7,12,20
2013-06-30,19,2,10
2013-07-01,15,7,17
2013-07-02,17,17,8
2013-07-03,11,24,4
2013-07-04,21,6,12
2013-07-05,24,1,0
2013-07-06,0,5,18
2013-07-07,17,0,31
2013-07-08,14,22,21
2013-07-09,31,9,5
2013-07-10,31,26,6
2013-07-11,18,11,39
2013-07-12,7,14,21
2013-07-13,12,6,11
2013-07-14,12,13,7
2013-07-15,18,41,21
2013-07-16,23,12,31
2013-07-17,14,21,22
2013-07-18,18,18,6
2013-07-19,25,7,7
2013-07-20,17,1,33
2013-07-21,6,11,17
2013-07-22,22,33,24
2013-07-23,20,15,4
2013-07-24,9,5,4
2013-07-25,17,17,16
2013-07-26,24,6,30
2013-07-27,7,0,9
2013-07-28,12,2,15
2013-07-29,25,7,6
2013-07-30,13,22,25
2013-07-31,43,23,17
2013-08-01,17,5,18
2013-08-02,25,25,12
2013-08-03,15,4,28
2013-08-04,6,8,24
2013-08-05,12,35,8
2013-08-06,25,17,12
2013-08-07,13,2,2
2013-08-08,23,11,12
2013-08-09,20,16,3
2013-08-10,22,13,36
2013-08-11,24,23,8
2013-08-12,12,9,13
2013-08-13,10,7,13
2013-08-14,7,12,5
2013-08-15,18,17,12
2013-08-16,13,23,24
2013-08-17,10,5,16
2013-08-18,12,32,11
2013-08-19,15,28,17
2013-08-20,5,56,5
2013-08-21,11,33,17
2013-08-22,4,39,20
2013-08-23,20,25,21
2013-08-24,6,8,13
2013-08-25,2,31,23
2013-08-26,14,13,9
2013-08-27,16,6,8
2013-08-28,8,10,11
2013-08-29,5,21,19
2013-08-30,8,16,7
2013-08-31,14,3,13
2013-09-01,18,1,13
2013-09-02,21,9,6
2013-09-03,27,4,10
2013-09-04,24,4,14
2013-09-05,10,2,15
2013-09-06,14,6,24
2013-09-07,19,0,18
2013-09-08,6,0,30
2013-09-09,8,15,15
2013-09-10,10,6,5
2013-09-11,3,3,3
2013-09-12,6,13,5
2013-09-13,10,20,21
2013-09-14,1,1,12
2013-09-15,6,0,18
2013-09-16,0,19,6
2013-09-17,11,16,0
2013-09-18,9,18,15
2013-09-19,11,8,2
2013-09-20,20,17,7
2013-09-21,6,9,5
2013-09-22,8,4,12
2013-09-23,8,6,4
2013-09-24,11,1,0
2013-09-25,8,5,2
2013-09-26,17,9,4
2013-09-27,10,23,12
2013-09-28,4,2,13
2013-09-29,9,9,36
2013-09-30,10,11,13
2013-10-01,11,16,7
2013-10-02,15,7,17
2013-10-03,8,15,17
2013-10-04,7,23,8
2013-10-05,7,8,17
2013-10-06,9,5,111
2013-10-07,31,6,3
2013-10-08,13,15,18
2013-10-09,19,17,19
2013-10-10,16,5,12
2013-10-11,17,2,15
2013-10-12,2,8,44
2013-10-13,7,1,68
2013-10-14,14,12,16
2013-10-15,9,5,6
2013-10-16,23,141,4
2013-10-17,24,25,25
2013-10-18,15,14,35
2013-10-19,6,17,40
2013-10-20,6,41,31
2013-10-21,7,48,23
2013-10-22,12,7,21
2013-10-23,17,7,13
2013-10-24,6,3,11
2013-10-25,5,4,31
2013-10-26,10,7,18
2013-10-27,8,11,26
2013-10-28,11,26,17
2013-10-29,17,19,44
2013-10-30,5,5,15
2013-10-31,7,15,25
2013-11-01,15,3,15
2013-11-02,1,3,25
2013-11-03,8,2,28
2013-11-04,10,15,22
2013-11-05,14,11,19
2013-11-06,15,15,25
2013-11-07,17,9,19
2013-11-08,14,21,15
2013-11-09,42,27,4
2013-11-10,13,105,15
2013-11-11,1,38,13
2013-11-12,3,91,20
2013-11-13,16,69,12
2013-11-14,7,47,18
2013-11-15,11,29,27
2013-11-16,7,24,26
2013-11-17,3,50,39
2013-11-18,12,63,24
2013-11-19,17,54,29
2013-11-20,5,60,16
2013-11-21,30,32,22
2013-11-22,30,22,55
2013-11-23,14,44,85
2013-11-24,15,72,54
2013-11-25,9,41,35
2013-11-26,19,57,27
2013-11-27,20,48,14
2013-11-28,17,72,11
2013-11-29,20,49,11
2013-11-30,15,25,16
2013-12-01,14,24,14
2013-12-02,5,33,40
2013-12-03,22,34,24
2013-12-04,7,19,22
2013-12-05,32,29,13
2013-12-06,22,23,14
2013-12-07,7,10,14
2013-12-08,34,21,30
2013-12-09,18,15,12
2013-12-10,26,40,22
2013-12-11,12,24,15
2013-12-12,14,35,7
2013-12-13,30,40,26
2013-12-14,32,9,14
2013-12-15,5,13,15
2013-12-16,29,14,34
2013-12-17,14,20,13
2013-12-18,15,53,10
2013-12-19,10,34,25
2013-12-20,16,18,21
2013-12-21,7,22,16
2013-12-22,11,21,12
2013-12-23,11,50,20
2013-12-24,24,22,19
2013-12-25,28,18,9
2013-12-26,8,8,10
2013-12-27,7,16,6
2013-12-28,7,9,6
2013-12-29,2,1,4
2013-12-30,6,37,4
2013-12-31,6,2,11
2014-01-01,10,8,6
2014-01-02,4,9,19
2014-01-03,3,17,18
2014-01-04,10,9,19
2014-01-05,6,9,12
2014-01-06,5,6,6
2014-01-07,9,0,18
2014-01-08,5,0,12
2014-01-09,19,16,18
2014-01-10,6,7,17
2014-01-11,4,4,7
2014-01-12,9,7,15
2014-01-13,13,40,15
2014-01-14,8,13,28
2014-01-15,25,15,6
2014-01-16,3,16,19
2014-01-17,4,24,16
2014-01-18,15,12,23
2014-01-19,10,20,11
2014-01-20,9,22,16
2014-01-21,9,26,27
2014-01-22,3,36,12
2014-01-23,11,4,17
2014-01-24,4,21,15
2014-01-25,10,6,35
2014-01-26,0,38,26
2014-01-27,7,15,42
2014-01-28,11,29,12
2014-01-29,6,24,28
2014-01-30,11,25,6
2014-01-31,7,4,28
2014-02-01,4,4,19
2014-02-02,0,30,22
2014-02-03,3,10,25
2014-02-04,13,13,14
2014-02-05,27,20,11
2014-02-06,11,19,24
2014-02-07,12,0,21
2014-02-08,13,6,38
2014-02-09,1,10,24
2014-02-10,2,6,24
2014-02-11,8,8,36
2014-02-12,9,9,18
2014-02-13,8,8,15
2014-02-14,9,25,6
2014-02-15,12,54,15
2014-02-16,13,44,18
2014-02-17,10,39,8
2014-02-18,7,47,36
2014-02-19,5,40,35
2014-02-20,6,34,32
2014-02-21,13,95,16
2014-02-22,17,4,11
2014-02-23,8,17,22
2014-02-24,5,58,34
2014-02-25,8,61,8
2014-02-26,9,54,19
2014-02-27,14,59,10
2014-02-28,20,74,13
2014-03-01,9,14,11
2014-03-02,24,43,22
2014-03-03,3,29,10
2014-03-04,6,33,5
2014-03-05,3,69,4
2014-03-06,6,58,12
2014-03-07,7,39,3
2014-03-08,10,5,14
2014-03-09,6,25,31
2014-03-10,6,57,31
2014-03-11,11,38,13
2014-03-12,3,41,16
2014-03-13,5,29,26
2014-03-14,10,16,11
2014-03-15,9,19,20
2014-03-16,2,15,17
2014-03-17,8,33,33
2014-03-18,4,30,11
2014-03-19,3,43,14
2014-03-20,7,33,28
2014-03-21,7,18,18
2014-03-22,3,8,13
2014-03-23,5,6,20
2014-03-24,11,22,11
2014-03-25,16,26,19
2014-03-26,25,13,1
2014-03-27,10,16,21
2014-03-28,15,3,8
2014-03-29,1,3,18
2014-03-30,7,3,21
2014-03-31,10,18,22
2014-04-01,7,29,13
2014-04-02,11,16,12
2014-04-03,5,25,6
2014-04-04,5,5,25
2014-04-05,4,11,5
2014-04-06,6,6,3
2014-04-07,1,17,6
2014-04-08,3,16,17
2014-04-09,12,46,9
2014-04-10,11,37,11
2014-04-11,15,42,4
2014-04-12,5,11,2
2014-04-13,4,56,5
2014-04-14,8,92,64
2014-04-15,6,32,32
2014-04-16,9,56,25
2014-04-17,13,20,18
2014-04-18,19,29,16
2014-04-19,5,9,7
2014-04-20,3,30,8
2014-04-21,13,37,0
2014-04-22,18,25,6
2014-04-23,20,7,14
2014-04-24,18,33,6
2014-04-25,10,49,2
2014-04-26,3,2,8
2014-04-27,4,4,8
2014-04-28,11,15,12
2014-04-29,5,22,26
2014-04-30,14,12,4
2014-05-01,5,32,5
2014-05-02,15,14,6
2014-05-03,11,11,5
2014-05-04,9,14,15
2014-05-05,13,26,4
2014-05-06,11,50,10
2014-05-07,19,27,7
2014-05-08,9,31,11
2014-05-09,11,16,13
2014-05-10,18,18,10
2014-05-11,9,14,24
2014-05-12,6,48,19
2014-05-13,7,33,18
2014-05-14,4,28,19
2014-05-15,10,57,8
2014-05-16,9,33,5
2014-05-17,14,13,11
2014-05-18,28,28,9
2014-05-19,14,23,9
2014-05-20,6,13,5
2014-05-21,7,14,1
2014-05-22,16,7,7
2014-05-23,9,10,17
2014-05-24,22,13,4
2014-05-25,38,7,10
2014-05-26,26,29,25
2014-05-27,31,45,8
2014-05-28,22,24,15
2014-05-29,17,11,4
2014-05-30,33,21,16
2014-05-31,17,15,5
2014-06-01,15,8,18
2014-06-02,13,6,25
2014-06-03,19,31,21
2014-06-04,7,12,5
2014-06-05,9,27,26
2014-06-06,9,18,6
2014-06-07,10,4,16
2014-06-08,6,22,14
2014-06-09,3,51,9
2014-06-10,11,42,11
2014-06-11,3,35,21
2014-06-12,6,5,7
2014-06-13,10,22,15
2014-06-14,11,3,7
2014-06-15,4,29,10
2014-06-16,13,24,32
2014-06-17,4,15,25
2014-06-18,2,26,6
2014-06-19,10,22,11
2014-06-20,12,18,19
2014-06-21,3,5,5
2014-06-22,8,7,24
2014-06-23,20,31,8
2014-06-24,13,31,20
2014-06-25,8,7,37
2014-06-26,13,26,11
2014-06-27,11,28,20
2014-06-28,12,14,5
2014-06-29,0,39,5
2014-06-30,10,25,14
2014-07-01,18,21,20
2014-07-02,11,54,14
2014-07-03,10,18,6
2014-07-04,18,6,4
2014-07-05,8,8,11
2014-07-06,18,27,6
2014-07-07,7,45,41
2014-07-08,10,50,10
2014-07-09,11,23,3
2014-07-10,5,43,10
2014-07-11,15,25,18
2014-07-12,2,24,8
2014-07-13,9,1,6
2014-07-14,7,24,10
2014-07-15,13,7,4
2014-07-16,10,15,20
2014-07-17,15,18,12
2014-07-18,15,56,4
2014-07-19,8,38,4
2014-07-20,10,7,3
2014-07-21,6,27,14
2014-07-22,7,31,15
2014-07-23,15,9,26
2014-07-24,10,19,30
2014-07-25,21,14,30
2014-07-26,16,15,12
2014-07-27,16,9,10
2014-07-28,6,32,10
2014-07-29,6,17,18
2014-07-30,12,56,8
2014-07-31,8,21,4
2014-08-01,5,6,7
2014-08-02,7,0,5
2014-08-03,13,3,7
2014-08-04,9,34,21
2014-08-05,14,10,16
2014-08-06,12,30,6
2014-08-07,5,27,9
2014-08-08,9,3,4
2014-08-09,9,3,13
2014-08-10,11,1,10
2014-08-11,13,12,3
2014-08-12,15,17,10
2014-08-13,16,23,2
2014-08-14,7,30,5
2014-08-15,9,59,13
2014-08-16,11,22,9
2014-08-17,7,26,19
2014-08-18,3,37,4
2014-08-19,6,113,9
2014-08-20,4,46,3
2014-08-21,13,56,2
2014-08-22,12,9,20
2014-08-23,3,10,10
2014-08-24,7,9,13
2014-08-25,7,29,8
2014-08-26,15,41,4
2014-08-27,7,59,8
2014-08-28,8,44,2
2014-08-29,10,32,9
2014-08-30,6,6,2
2014-08-31,3,6,16
2014-09-01,2,34,9
2014-09-02,15,31,5
2014-09-03,10,23,19
2014-09-04,9,16,8
2014-09-05,24,11,9
2014-09-06,8,8,15
2014-09-07,5,3,0
2014-09-08,13,12,2
2014-09-09,26,20,3
2014-09-10,20,17,8
2014-09-11,24,17,11
2014-09-12,17,25,2
2014-09-13,14,32,2
2014-09-14,8,31,9
2014-09-15,6,47,9
2014-09-16,4,36,7
2014-09-17,11,11,14
2014-09-18,8,31,12
2014-09-19,14,37,6
2014-09-20,9,38,20
2014-09-21,23,8,14
2014-09-22,10,27,10
2014-09-23,10,31,18
2014-09-24,8,30,14
2014-09-25,4,17,13
2014-09-26,1,62,10
2014-09-27,6,8,17
2014-09-28,9,15,7
2014-09-29,8,26,15
2014-09-30,8,5,45
2014-10-01,13,15,24
2014-10-02,7,9,23
2014-10-03,14,42,14
2014-10-04,19,18,29
2014-10-05,5,21,13
2014-10-06,17,16,24
2014-10-07,20,32,4
2014-10-08,10,14,10
2014-10-09,8,42,18
2014-10-10,10,17,36
2014-10-11,18,2,18
2014-10-12,9,12,45
2014-10-13,13,14,24
2014-10-14,13,31,10
2014-10-15,23,39,24
2014-10-16,15,15,4
2014-10-17,10,25,21
2014-10-18,3,13,9
2014-10-19,33,12,7
2014-10-20,25,18,7
2014-10-21,19,17,2
2014-10-22,19,40,3
2014-10-23,17,38,7
2014-10-24,5,25,0
2014-10-25,13,25,6
2014-10-26,5,29,3
2014-10-27,15,39,0
2014-10-28,6,66,30
2014-10-29,12,36,34
2014-10-30,7,25,33
2014-10-31,21,21,22
2014-11-01,13,8,12
2014-11-02,10,0,22
2014-11-03,14,16,7
2014-11-04,15,5,6
2014-11-05,16,6,20
2014-11-06,17,15,9
2014-11-07,5,25,13
2014-11-08,8,2,2
2014-11-09,29,5,2
2014-11-10,14,31,19
2014-11-11,21,22,6
2014-11-12,4,30,4
2014-11-13,18,20,0
2014-11-14,14,25,3
2014-11-15,23,7,7
2014-11-16,13,5,0
2014-11-17,8,22,2
2014-11-18,15,26,8
2014-11-19,19,12,4
2014-11-20,13,49,8
2014-11-21,12,36,6
2014-11-22,6,14,7
2014-11-23,9,19,10
2014-11-24,4,68,10
2014-11-25,24,19,6
2014-11-26,17,22,9
2014-11-27,32,10,20
2014-11-28,6,19,17
2014-11-29,11,28,2
2014-11-30,3,2,7
2014-12-01,23,74,23
2014-12-02,10,26,10
2014-12-03,20,20,4
2014-12-04,3,5,8
2014-12-05,14,40,20
2014-12-06,3,20,12
2014-12-07,11,2,7
2014-12-08,2,14,12
2014-12-09,10,8,2
2014-12-10,16,17,15
2014-12-11,9,10,10
2014-12-12,40,36,20
2014-12-13,18,15,12
2014-12-14,1,21,2
2014-12-15,20,19,17
2014-12-16,13,34,10
2014-12-17,11,29,8
2014-12-18,7,3,6
2014-12-19,13,17,7
2014-12-20,6,1,6
2014-12-21,8,6,2
2014-12-22,6,15,6
2014-12-23,26,14,3
2014-12-24,26,12,6
2014-12-25,28,10,4
2014-12-26,11,12,6
2014-12-27,7,5,3
2014-12-28,14,8,2
2014-12-29,12,18,3
2014-12-30,9,26,10
2014-12-31,7,5,0
2015-01-01,7,1,7
2015-01-02,14,4,0
2015-01-03,19,2,7
2015-01-04,16,23,9
2015-01-05,12,40,6
2015-01-06,6,11,21
2015-01-07,9,9,13
2015-01-08,15,13,12
2015-01-09,5,18,20
2015-01-10,11,14,1
2015-01-11,9,3,10
2015-01-12,11,18,1
2015-01-13,17,14,12
2015-01-14,3,12,12
2015-01-15,9,29,38
2015-01-16,11,14,0
2015-01-17,19,18,7
2015-01-18,12,12,17
2015-01-19,6,23,3
2015-01-20,19,43,6
2015-01-21,6,33,9
2015-01-22,7,41,11
2015-01-23,7,18,15
2015-01-24,8,7,2
2015-01-25,3,10,8
2015-01-26,11,25,43
2015-01-27,8,28,11
2015-01-28,5,16,13
2015-01-29,10,21,27
2015-01-30,2,38,10
2015-01-31,11,9,13
2015-02-01,4,56,17
2015-02-02,4,31,31
2015-02-03,11,37,15
2015-02-04,16,38,10
2015-02-05,12,24,12
2015-02-06,11,33,22
2015-02-07,7,15,8
2015-02-08,9,8,12
2015-02-09,3,24,6
2015-02-10,10,68,8
2015-02-11,9,27,11
2015-02-12,7,20,4
2015-02-13,10,37,6
2015-02-14,6,5,16
2015-02-15,5,11,13
2015-02-16,9,24,13
2015-02-17,8,36,14
2015-02-18,6,43,11
2015-02-19,1,17,3
2015-02-20,7,29,21
2015-02-21,8,12,6
2015-02-22,10,18,6
2015-02-23,9,9,8
2015-02-24,18,8,0
2015-02-25,18,19,14
2015-02-26,5,2,9
2015-02-27,11,30,16
2015-02-28,5,14,10
2015-03-01,11,19,13
2015-03-02,14,6,28
2015-03-03,22,46,6
2015-03-04,9,28,7
2015-03-05,21,57,16
2015-03-06,9,22,14
2015-03-07,11,40,6
2015-03-08,14,48,15
2015-03-09,6,50,8
2015-03-10,15,40,16
2015-03-11,17,26,8
2015-03-12,11,13,15
2015-03-13,10,26,18
