,strapi/strapi,TryGhost/Ghost,decaporg/decap-cms
2024-05-02,11.500856832,9,0
2024-05-03,0.06268006400000115,2,0
2024-05-04,-5.284779417599999,0,0
2024-05-05,-2.278051328,0,0
2024-05-06,9.646537727999998,13,0
2024-05-07,-2.3727065087999994,21,0
2024-05-08,2.7410189312000006,17,0
2024-05-09,2.062162022400001,4,0
2024-05-10,-3.1359702015999993,0,0
2024-05-11,-2.2435361792000004,0,0
2024-05-12,-1.1856382976000006,0,0
2024-05-13,0.23572223999999964,6,0
2024-05-14,1.019084288,3,0
2024-05-15,-1.3842014207999997,12,0
2024-05-16,-0.5665153023999999,16,0
2024-05-17,1.6443062272,1,0
2024-05-18,-1.0050966527999998,0,0
2024-05-19,-0.33566535680000004,0,0
2024-05-20,6.80770304,3,0
2024-05-21,1.0649031680000007,2,0
2024-05-22,8.4569864192,4,0
2024-05-23,-5.399522713599999,4,0
2024-05-24,-0.9039411200000003,1,0
2024-05-25,-1.5103754240000002,0,0
2024-05-26,-0.8837467136000007,0,0
2024-05-27,4.38608128,4,0
2024-05-28,1.5262325760000004,6,0
2024-05-29,3.4177618944000003,7,0
2024-05-30,4.5591313408000005,11,0
2024-05-31,0.4568497152000006,2,0
2024-06-01,-3.6753157119999997,0,0
2024-06-02,-1.6090221568000005,0,0
2024-06-03,6.983782399999999,7,0
2024-06-04,2.0653440000000005,13,0
2024-06-05,4.071697408,9,0
2024-06-06,5.164092620800001,11,0
2024-06-07,2.033312563200001,1,0
2024-06-08,-5.579379814399999,0,0
2024-06-09,-2.3602083840000003,0,0
2024-06-10,0.5476403199999993,5,0
2024-06-11,4.152505344,10,0
2024-06-12,2.5504679936000003,4,0
2024-06-13,-1.8134458367999993,9,0
2024-06-14,4.6118931456,1,1
2024-06-15,-3.9827312639999994,0,0
2024-06-16,-1.5456236544000004,0,0
2024-06-17,9.11456768,3,0
2024-06-18,7.370582016,5,0
2024-06-19,7.517655654400001,12,0
2024-06-20,0.9547932672000012,7,0
2024-06-21,5.3003057152,4,0
2024-06-22,-5.706406297599999,0,0
2024-06-23,-3.0770430976000007,2,0
2024-06-24,9.339008,10,0
2024-06-25,11.48974336,2,0
2024-06-26,-0.9203307519999981,10,4
2024-06-27,-7.436155289599999,8,1
2024-06-28,1.6568992767999995,1,0
2024-06-29,-4.040980275200001,0,0
2024-06-30,-1.991354265600001,0,0
2024-07-01,5.7358956544,13,0
2024-07-02,2.2599944192000008,14,0
2024-07-03,2.0185242624000006,6,0
2024-07-04,-3.049584230399999,9,0
2024-07-05,-0.00223621120000006,3,0
2024-07-06,-1.8390425600000002,0,0
2024-07-07,-0.9580451840000004,0,0
2024-07-08,0.3843148799999998,7,1
2024-07-09,0.13275545599999994,10,0
2024-07-10,2.1063880704000004,10,0
2024-07-11,-1.6160201727999997,6,0
2024-07-12,-0.5942857728,3,0
2024-07-13,-0.30666158080000006,0,0
2024-07-14,-0.20331151360000016,0,0
2024-07-15,-0.13118976000000004,2,0
2024-07-16,0.897584128,2,0
2024-07-17,1.5169344512,7,0
2024-07-18,1.0217347072000003,9,0
2024-07-19,0.8576055296000002,3,0
2024-07-20,-1.2096,2,0
2024-07-21,-0.48115200000000014,0,0
2024-07-22,5.7059328,2,0
2024-07-23,1.3925990400000003,2,0
2024-07-24,0.5222727680000006,9,0
2024-07-25,1.8102228992000002,4,0
2024-07-26,-1.5582488575999998,2,0
2024-07-27,-1.4740197376000002,2,0
2024-07-28,-0.7839835136000003,0,0
2024-07-29,0.47766783999999984,6,1
2024-07-30,1.2052858880000001,4,0
2024-07-31,3.7656717312000003,6,0
2024-08-01,2.5028947968000006,8,4
2024-08-02,-1.8869878783999994,1,3
2024-08-03,-1.4995003392,0,0
2024-08-04,-0.7436653568000003,0,0
2024-08-05,0.5139430399999996,6,1
2024-08-06,5.241927168,2,0
2024-08-07,0.20026961920000064,2,5
2024-08-08,0.7998091264000005,3,0
2024-08-09,0.8562600960000002,1,0
2024-08-10,-2.110698496,0,0
2024-08-11,-0.8922733568000002,0,0
2024-08-12,-0.5628057600000003,4,3
2024-08-13,2.5910753279999996,1,4
2024-08-14,-0.5175897087999997,6,0
2024-08-15,0.9937426432,5,0
2024-08-16,-1.2509732863999998,6,0
2024-08-17,-0.5126616064,0,0
2024-08-18,-0.2978504704000001,0,0
2024-08-19,0.8179583999999999,11,0
2024-08-20,0.46202112000000006,24,0
2024-08-21,3.3702359040000003,9,0
2024-08-22,3.1257086976000004,16,0
2024-08-23,4.3712904192,2,0
2024-08-24,-2.7531483135999997,0,0
2024-08-25,-1.7793152,0,0
2024-08-26,11.062858239999999,14,0
2024-08-27,3.569660928000001,15,0
2024-08-28,5.492483891200001,19,0
2024-08-29,3.3960317952000016,21,0
2024-08-30,-0.6737283071999993,3,2
2024-08-31,-5.226275328,0,0
2024-09-01,-2.467469209600001,1,0
2024-09-02,7.4306143231999995,14,0
2024-09-03,5.251081216,10,0
2024-09-04,-0.9813994495999996,4,0
2024-09-05,8.620618956800001,13,0
2024-09-06,10.7830397952,6,0
2024-09-07,-9.98448384,0,0
2024-09-08,-3.7829777408000007,0,0
2024-09-09,11.76247296,8,0
2024-09-10,1.8269009920000006,3,0
2024-09-11,-6.476250931199999,11,0
2024-09-12,9.168084992,15,0
2024-09-13,9.449914880000001,7,0
2024-09-14,-9.0729068544,0,0
2024-09-15,-3.5094196224000003,0,0
2024-09-16,13.01294336,6,0
2024-09-17,16.597460992000002,5,0
2024-09-18,1.5296339968000012,11,0
2024-09-19,-0.14304133119999918,9,0
2024-09-20,-7.315797503999999,3,0
2024-09-21,-3.3397492736000007,24,0
2024-09-22,-3.0104665088000013,0,0
2024-09-23,11.153996799999998,11,0
2024-09-24,12.40516608,20,0
2024-09-25,0.7259187200000028,13,0
2024-09-26,0.7320434688000024,22,0
2024-09-27,6.951134924800001,6,0
2024-09-28,-7.7252838399999995,0,0
2024-09-29,-4.009163468800001,0,0
2024-09-30,4.5922117632,12,0
2024-10-01,3.485371904,12,0
2024-10-02,-0.3640075264,11,0
2024-10-03,2.6653503488000005,21,0
2024-10-04,1.2394678272000004,8,0
2024-10-05,-4.4481979392,0,0
2024-10-06,-1.9706883072000003,4,0
2024-10-07,6.8499423232,6,0
2024-10-08,-0.027134463999999525,11,0
2024-10-09,2.7968600064,7,0
2024-10-10,3.1634630656000007,13,0
2024-10-11,5.610895872,1,0
2024-10-12,-5.8105373696,1,0
2024-10-13,-2.2779025408000004,1,0
2024-10-14,2.6502707199999995,12,0
2024-10-15,-1.5581711360000003,6,0
2024-10-16,1.3865061376,20,0
2024-10-17,-0.07635281919999981,5,0
2024-10-18,-0.7569845248,1,0
2024-10-19,-1.2345522176,0,0
2024-10-20,-0.6225863680000001,6,0
2024-10-21,3.66649856,39,0
2024-10-22,0.15061299200000033,27,0
2024-10-23,1.5226615808000004,22,0
2024-10-24,4.186030387200001,6,0
2024-10-25,0.8585235456000007,17,0
2024-10-26,-2.7557600256,1,0
2024-10-27,-1.1533549568000003,2,0
2024-10-28,3.28513536,17,0
2024-10-29,-1.112365568,12,0
2024-10-30,5.7257970688,8,0
2024-10-31,-0.44913960959999955,16,0
2024-11-01,-2.4732109824,1,0
2024-11-02,-1.1068197888000002,1,0
2024-11-03,-0.6561974272000004,0,0
2024-11-04,3.56909056,13,0
2024-11-05,1.0704081920000004,12,0
2024-11-06,5.0561681408000005,10,0
2024-11-07,4.410000179200001,29,0
2024-11-08,0.46654576640000034,1,0
2024-11-09,-3.6910024704,0,0
2024-11-10,-1.5849088000000005,0,0
2024-11-11,-0.004835840000000591,6,0
2024-11-12,2.8759070719999995,13,5
2024-11-13,6.721280716800001,4,0
2024-11-14,3.4497350656000005,10,0
2024-11-15,-0.8802855935999991,28,0
2024-11-16,-3.5105158143999997,0,0
2024-11-17,-1.5731619840000004,0,0
2024-11-18,5.0314086399999995,12,0
2024-11-19,-0.10132275199999974,9,0
2024-11-20,8.5377303552,7,0
2024-11-21,-0.5704113151999985,26,0
2024-11-22,-0.07151134719999952,6,0
2024-11-23,-3.3715201024,2,0
2024-11-24,-1.5364278272000007,1,0
2024-11-25,6.027415039999999,13,0
2024-11-26,3.4851988480000005,8,0
2024-11-27,1.801043763200001,6,0
2024-11-28,1.9231870976000005,17,0
2024-11-29,0.8507594752000003,2,0
2024-11-30,-3.729477632,3,0
2024-12-01,-1.6551990272000006,0,0
2024-12-02,3.96135168,14,0
2024-12-03,0.239824896,11,0
2024-12-04,4.6065603584,7,0
2024-12-05,-0.8855607295999994,10,0
2024-12-06,1.3004239872000003,6,0
2024-12-07,-2.8351275007999996,0,0
2024-12-08,-1.2318627840000003,4,0
2024-12-09,1.2487935999999997,4,0
2024-12-10,0.6521113599999999,11,0
2024-12-11,9.53325056,12,0
2024-12-12,-4.059448934399999,21,0
2024-12-13,2.8602635264000003,1,0
2024-12-14,-3.0661213183999996,0,0
2024-12-15,-1.2786230272000005,0,0
2024-12-16,9.22626048,5,0
2024-12-17,4.442400256000001,8,0
2024-12-18,0.769292902400001,12,0
2024-12-19,-0.44549570559999907,15,0
2024-12-20,-2.5597882368000002,1,0
2024-12-21,-2.0264967168000005,0,0
2024-12-22,-1.1887907840000005,0,0
2024-12-23,-0.8004864000000003,0,0
2024-12-24,-0.6160793600000001,0,3
2024-12-25,-0.496411136,0,0
2024-12-26,-0.30256312319999995,0,0
2024-12-27,-0.15578234879999997,0,0
2024-12-28,-0.06634833919999998,0,0
2024-12-29,-0.012798156799999997,0,0
2024-12-30,0.0,0,0
2024-12-31,0.0,0,0
2025-01-01,0.0,0,0
2025-01-02,0.0,0,0
2025-01-03,1.0,0,0
2025-01-04,-0.3999999999999999,0,0
2025-01-05,-0.12,0,0
2025-01-06,3.936,3,0
2025-01-07,2.3584000000000005,6,0
2025-01-08,3.890048,4,0
2025-01-09,2.8410368000000004,6,0
2025-01-10,-1.56077056,1,0
2025-01-11,-2.205363712,0,0
2025-01-12,-0.09805895680000032,0,0
2025-01-13,0.8773529599999996,9,0
2025-01-14,2.545203712,4,0
2025-01-15,7.676277964800001,7,2
2025-01-16,-1.9478766591999985,7,0
2025-01-17,-1.9736163327999998,1,2
2025-01-18,-1.7563675648000001,0,0
2025-01-19,-0.9377012736000004,0,0
2025-01-20,0.3679303679999997,8,0
2025-01-21,3.1223201792,8,0
2025-01-22,0.9112336384000006,6,0
2025-01-23,12.9751753728,6,0
2025-01-24,-0.849419263999998,2,0
2025-01-25,-4.641902182399999,0,0
2025-01-26,-1.9603693568,1,0
2025-01-27,7.791920639999999,2,0
2025-01-28,2.543592448,12,0
2025-01-29,3.4673073152000002,3,3
2025-01-30,-5.1259973632,7,2
2025-01-31,4.8416464895999995,3,1
2025-02-01,-4.1556746239999995,0,0
2025-02-02,-1.6659217408000004,0,0
2025-02-03,-0.013693440000000168,7,0
2025-02-04,-0.1399009280000003,6,0
2025-02-05,3.9020981248,11,0
2025-02-06,2.4444248064000007,17,0
2025-02-07,7.063420825600001,8,0
2025-02-08,-5.097641983999999,0,0
2025-02-09,-1.8705022976000003,0,0
2025-02-10,0.9609062399999997,13,0
2025-02-11,-0.5141022720000004,11,0
2025-02-12,5.8258573312,5,0
2025-02-13,3.5419384832000005,8,2
2025-02-14,2.8893250560000006,2,0
2025-02-15,-4.405051903999999,0,0
2025-02-16,-1.7830599680000003,0,0
2025-02-17,0.9914316799999996,13,0
2025-02-18,3.4897116159999997,8,0
2025-02-19,1.2202476544000005,22,0
2025-02-20,4.263775539200001,7,0
2025-02-21,-4.007471001599999,1,0
2025-02-22,-1.5595810816000002,0,0
2025-02-23,-0.8996734976000003,0,0
2025-02-24,2.4374348799999996,10,0
