,emberjs/ember.js,angular/angular,facebook/react
2019-03-29,14,20.0,4.4795559936
2019-03-30,5,0.0,1.2617413632000005
2019-03-31,3,0.0,-4.3122028544
2019-04-01,5,30.0,10.153152
2019-04-02,9,29.0,6.006750208000001
2019-04-03,24,11.0,12.9403588608
2019-04-04,2,16.0,23.199317811200004
2019-04-05,2,4.0,2.3210851328000004
2019-04-06,10,0.0,-3.514083839999998
2019-04-07,3,0.0,16.3636980736
2019-04-08,5,16.0,14.0137659392
2019-04-09,4,9.0,3.344052736000002
2019-04-10,4,15.0,35.331753574400004
2019-04-11,8,16.0,-16.353227161599996
2019-04-12,4,6.0,29.104032256
2019-04-13,0,3.0,-6.142094131199997
2019-04-14,1,0.0,-16.597721088
2019-04-15,4,16.0,1.2570048511999978
2019-04-16,1,10.0,7.450115686399998
2019-04-17,6,17.0,-0.7760378879999976
2019-04-18,2,6.0,10.3303128064
2019-04-19,3,34.0,10.357184102400002
2019-04-20,0,4.0,-0.21519452159999908
2019-04-21,0,0.0,-5.430703615999999
2019-04-22,4,15.0,10.72928768
2019-04-23,5,20.0,1.1740703744000012
2019-04-24,10,26.0,10.6128955392
2019-04-25,8,44.0,13.734386073600001
2019-04-26,3,38.0,-2.4092532735999974
2019-04-27,0,1.0,-12.362687180799998
2019-04-28,0,0.0,2.2296378367999994
2019-04-29,1,27.0,-1.793816576000001
2019-04-30,4,6.0,10.5503058944
2019-05-01,0,7.0,10.622694604800001
2019-05-02,4,1.0,-5.874935910399998
2019-05-03,4,0.0,8.793230643200001
2019-05-04,0,0.0,-6.956795801599998
2019-05-05,0,0.0,-3.2561866752000004
2019-05-06,0,11.0,5.386850303999999
2019-05-07,0,12.0,1.1913312256
2019-05-08,0,19.0,8.576295424
2019-05-09,1,14.0,0.8254246912000021
2019-05-10,0,12.0,7.127980032
2019-05-11,0,0.0,-8.5570864128
2019-05-12,0,0.0,-0.5417115648000008
2019-05-13,6,13.0,10.715488665599999
2019-05-14,3,19.0,-3.4240444415999995
2019-05-15,0,11.0,0.42354196480000006
2019-05-16,0,43.0,3.710613094400001
2019-05-17,1,23.0,-2.3010194431999995
2019-05-18,0,0.0,-2.4619809792000003
2019-05-19,0,0.0,-2.1555786752
2019-05-20,0,8.0,8.810932224
2019-05-21,0,23.0,2.1327113216000004
2019-05-22,1,23.0,21.3531885568
2019-05-23,2,20.0,10.747222732800001
2019-05-24,5,16.0,-5.447311359999997
2019-05-25,0,0.0,-6.3809429504
2019-05-26,0,0.0,-1.806446182400001
2019-05-27,0,0.0,-3.0447981568000007
2019-05-28,0,7.0,7.213109759999999
2019-05-29,11,2.0,4.125324288000001
2019-05-30,6,31.0,1.4614319104000009
2019-05-31,2,16.0,2.954319667200001
2019-06-01,3,0.0,2.8328139776000008
2019-06-02,0,0.0,1.8817084416000007
2019-06-03,5,10.0,10.1926139904
2019-06-04,3,10.0,2.9830962176
2019-06-05,2,5.0,2.592265523200002
2019-06-06,1,11.0,-5.099539967999998
2019-06-07,6,7.0,3.185552896
2019-06-08,2,0.0,3.1697406976
2019-06-09,2,0.0,4.665015500800001
2019-06-10,1,2.0,0.747811532800001
2019-06-11,1,29.0,-2.3365745663999995
2019-06-12,0,3.0,7.4643791872000005
2019-06-13,3,3.0,-3.0782759935999993
2019-06-14,8,25.0,1.5018478591999997
2019-06-15,0,0.0,-0.6315864064000003
2019-06-16,0,0.0,-3.8195764224
2019-06-17,5,5.0,5.0894624768
2019-06-18,8,15.0,7.9635259392
2019-06-19,0,16.0,4.538580377600001
2019-06-20,6,9.0,1.147869388800002
2019-06-21,0,21.0,2.004523110400001
2019-06-22,0,0.0,2.2115268608000003
2019-06-23,0,0.0,-5.7871781888000005
2019-06-24,0,5.0,6.410383052799999
2019-06-25,1,35.0,-2.2635479039999993
2019-06-26,5,26.0,0.49034659839999994
2019-06-27,11,18.0,-0.4265767935999998
2019-06-28,3,8.0,-0.8390955008000001
2019-06-29,0,0.0,-2.1809634304
2019-06-30,1,0.0,-1.1185557504000003
2019-07-01,0,11.0,4.2907821056
2019-07-02,0,13.0,2.5435781120000005
2019-07-03,3,3.0,1.0370736128000004
2019-07-04,1,0.0,0.27994460160000045
2019-07-05,2,0.0,-0.34140088319999995
2019-07-06,0,0.0,-0.8424658944000001
2019-07-07,0,0.0,-1.2885723136000002
2019-07-08,0,8.0,4.3007232
2019-07-09,1,13.0,-1.4965401599999995
2019-07-10,4,7.0,0.6163548160000001
2019-07-11,4,31.0,2.504396288
2019-07-12,3,13.0,0.7316359168000002
2019-07-13,0,0.0,-0.08643645439999981
2019-07-14,1,0.0,-0.6847200255999999
2019-07-15,0,7.0,0.8140818431999999
2019-07-16,1,8.0,0.5673164800000001
2019-07-17,1,9.0,2.515203584
2019-07-18,1,30.0,2.7450145792000002
2019-07-19,3,3.0,2.0915907584000006
2019-07-20,0,2.0,-0.15546808319999972
2019-07-21,0,0.0,-2.4793068544
2019-07-22,0,9.0,3.8687724543999997
2019-07-23,0,11.0,5.2785364992
2019-07-24,0,30.0,10.6812340224
2019-07-25,1,8.0,3.3372560384000014
2019-07-26,2,11.0,0.7922864128000011
2019-07-27,0,0.0,-3.1574410239999997
2019-07-28,0,0.0,-1.9518899200000006
2019-07-29,0,6.0,1.1071671295999996
2019-07-30,6,16.0,1.7385369599999998
2019-07-31,5,8.0,6.31419392
2019-08-01,1,8.0,-2.7445586943999993
2019-08-02,1,10.0,4.479156736
2019-08-03,0,0.0,-3.8908715007999994
2019-08-04,1,0.0,-0.3942063104000004
2019-08-05,0,21.0,3.8866758656
2019-08-06,1,0.0,3.4656400384
2019-08-07,4,0.0,-0.30878238719999906
2019-08-08,6,29.0,3.6084828160000004
2019-08-09,3,17.0,4.619119616000001
2019-08-10,0,3.0,-3.390849126399999
2019-08-11,0,0.0,-2.9961252864000003
2019-08-12,4,8.0,11.4589166592
2019-08-13,5,18.0,7.7509586944
2019-08-14,6,11.0,18.0701284352
2019-08-15,5,16.0,3.5426233344000018
2019-08-16,15,5.0,-0.7253440512000005
2019-08-17,4,0.0,-5.3385056256
2019-08-18,2,0.0,-0.9529444352000009
2019-08-19,4,13.0,5.7441496064
2019-08-20,7,9.0,3.7259607040000002
2019-08-21,3,21.0,1.2175630336000012
2019-08-22,3,17.0,-1.089925427199999
2019-08-23,4,3.0,-4.6756881408
2019-08-24,1,0.0,-2.0556517376000003
2019-08-25,1,0.0,-2.1537225728000005
2019-08-26,0,21.0,8.715189452799999
2019-08-27,2,14.0,9.075239424000001
2019-08-28,2,7.0,1.5178412032000015
2019-08-29,2,41.0,5.639680307200001
2019-08-30,5,29.0,-6.439451443199999
2019-08-31,4,0.0,-3.4082352128000006
2019-09-01,12,0.0,-1.9393138688000007
2019-09-02,10,0.0,-0.35075655680000084
2019-09-03,12,9.0,0.58356224
2019-09-04,1,18.0,4.268993024
2019-09-05,2,15.0,4.737014476800001
2019-09-06,3,4.0,1.5949774848000011
2019-09-07,2,1.0,-4.0258855936
2019-09-08,0,0.0,-1.5772653568000004
2019-09-09,1,23.0,6.0391910399999995
2019-09-10,3,25.0,6.521107968
2019-09-11,3,14.0,13.6432494592
2019-09-12,1,30.0,-4.649274265599997
2019-09-13,5,12.0,1.4805420032
2019-09-14,5,0.0,-4.4349835264
2019-09-15,2,0.0,-2.887451340800001
2019-09-16,8,12.0,2.2966860799999993
2019-09-17,7,15.0,7.168943616
2019-09-18,8,13.0,-1.4362648575999994
2019-09-19,2,1.0,2.2455127040000007
2019-09-20,9,0.0,-2.1569006591999997
2019-09-21,2,0.0,-2.5002593280000003
2019-09-22,0,0.0,-1.2865156096000003
2019-09-23,0,4.0,11.1866796032
2019-09-24,4,8.0,-0.3990932479999989
2019-09-25,1,9.0,6.086084812800001
2019-09-26,1,2.0,2.287245824000001
2019-09-27,0,12.0,-0.3980680192000001
2019-09-28,0,0.0,1.7254756352000005
2019-09-29,0,0.0,-2.3789147136000004
2019-09-30,0,9.0,3.19241728
2019-10-01,6,11.0,-0.9749693439999998
2019-10-02,4,38.0,0.9558723583999997
2019-10-03,6,13.0,6.915759616000001
2019-10-04,8,19.0,-4.460363264
2019-10-05,2,0.0,-2.4948255744
2019-10-06,0,0.0,-1.3457013760000005
2019-10-07,5,14.0,5.113978675199999
2019-10-08,2,11.0,-1.0046150655999995
2019-10-09,5,8.0,-0.9753223167999998
2019-10-10,1,35.0,-1.3296861183999997
2019-10-11,0,8.0,1.2812796927999996
2019-10-12,2,0.0,-1.2700492799999998
2019-10-13,0,0.0,-0.4920813568000001
2019-10-14,2,41.0,2.68589824
2019-10-15,0,13.0,4.566161408
2019-10-16,0,17.0,3.0546250752000006
2019-10-17,2,37.0,0.6013215744000004
