,grafana/grafana,netdata/netdata,cacti/cacti
2021-09-08,15.649636950176562,5,3
2021-09-09,19.230007635284373,3,0
2021-09-10,16.598948884085935,1,1
2021-09-11,-4.473773058189063,0,0
2021-09-12,-1.5153609126796859,0,0
2021-09-13,24.123679645000003,0,0
2021-09-14,13.963630331312501,3,0
2021-09-15,20.857389243006253,9,4
2021-09-16,12.047005225734374,4,0
2021-09-17,17.496041231207812,4,0
2021-09-18,-4.8757306941546865,0,0
2021-09-19,-1.8108459245046844,2,2
2021-09-20,20.98389810948438,11,0
2021-09-21,11.140528414057815,10,0
2021-09-22,10.190235081034377,4,0
2021-09-23,20.3802932177125,8,0
2021-09-24,-2.565548202164061,5,0
2021-09-25,-0.7260681419546855,2,8
2021-09-26,-2.0036209895406225,1,0
2021-09-27,15.669311985734378,5,0
2021-09-28,15.235729329354688,10,0
2021-09-29,22.553543148939063,5,0
2021-09-30,16.520754594742186,4,3
2021-10-01,16.470002634621874,4,0
2021-10-02,-4.6748062293937505,1,3
2021-10-03,-2.630515043603123,0,1
2021-10-04,12.106245233678129,4,0
2021-10-05,9.123075571234379,7,0
2021-10-06,18.951699757607816,6,2
2021-10-07,14.951674632196875,6,0
2021-10-08,10.8264526394875,5,1
2021-10-09,-3.832894976582812,1,0
2021-10-10,-2.225120078254685,0,26
2021-10-11,16.5120881025,3,5
2021-10-12,24.027199237781254,8,0
2021-10-13,10.521705503309375,3,0
2021-10-14,19.052500466974998,2,0
2021-10-15,10.3505968531625,5,2
2021-10-16,-3.113591893417187,2,11
2021-10-17,-2.53848876303906,1,0
2021-10-18,19.255450380000003,4,0
2021-10-19,18.52168762946875,7,51
2021-10-20,22.71393072168125,5,2
2021-10-21,16.872504335045313,8,6
2021-10-22,12.998466056351562,10,4
2021-10-23,-4.700318749810936,1,2
2021-10-24,-2.761409363554684,1,1
2021-10-25,13.066342001214068,3,4
2021-10-26,22.97313627167188,7,5
2021-10-27,19.458925636651564,8,3
2021-10-28,13.078403250287499,2,0
2021-10-29,16.432104062685937,3,0
2021-10-30,-4.729980640071874,0,0
2021-10-31,-2.721545033146872,0,0
2021-11-01,14.134155231250004,6,2
2021-11-02,32.92813690226563,3,0
2021-11-03,15.463624388554688,7,0
2021-11-04,11.899901526690623,5,0
2021-11-05,15.39163028360625,3,0
2021-11-06,-2.717331918974998,2,0
2021-11-07,-1.985583603254684,0,3
2021-11-08,13.898954160000004,5,0
2021-11-09,24.781896914250005,6,0
2021-11-10,20.1522772571125,2,0
2021-11-11,21.775977649128123,8,0
2021-11-12,14.443048075479687,2,0
2021-11-13,-4.133414158423437,0,0
2021-11-14,-1.1461310729999972,0,4
2021-11-15,23.651792241912503,7,1
2021-11-16,18.631932081714066,5,0
2021-11-17,31.094991351237503,7,1
2021-11-18,24.529412504853124,4,2
2021-11-19,29.351689797679686,3,0
2021-11-20,-5.370826000032813,0,1
2021-11-21,-4.359980331234372,0,0
2021-11-22,14.044561631432819,5,1
2021-11-23,21.00496944277188,0,0
2021-11-24,30.867635182206254,2,0
2021-11-25,9.402896589360937,3,1
2021-11-26,14.691564015221875,3,0
2021-11-27,-5.163558339676561,0,6
2021-11-28,-3.0480182798249955,0,7
2021-11-29,28.98475614617813,4,3
2021-11-30,11.315045822484377,5,2
2021-12-01,20.690711416498438,5,0
2021-12-02,15.901330028039062,2,0
2021-12-03,9.00113687545625,0,0
2021-12-04,-4.213467150887499,0,0
2021-12-05,-2.5789299382187463,0,0
2021-12-06,12.209671966250005,3,1
2021-12-07,7.169106094015628,5,0
2021-12-08,7.177163394385939,2,0
2021-12-09,7.360174737784376,4,27
2021-12-10,1.4095073657734387,3,26
2021-12-11,-1.877591785473436,0,1
2021-12-12,-1.1346446105031232,0,0
2021-12-13,17.2312756275,5,0
2021-12-14,24.579669030281252,4,3
2021-12-15,15.969708846840623,3,1
2021-12-16,13.928743331984373,0,1
2021-12-17,12.934528559484374,3,0
2021-12-18,-2.0502507774218746,0,0
2021-12-19,-1.5969138851437474,0,23
2021-12-20,21.076179130000003,6,0
2021-12-21,16.221636316968752,4,6
2021-12-22,6.75287630293125,7,0
2021-12-23,5.4500279762171875,6,1
2021-12-24,-1.0114777962499986,0,0
2021-12-25,-2.051625321912497,0,0
2021-12-26,-1.3718596028921846,0,0
2021-12-27,3.034991968162503,0,0
2021-12-28,4.818498135604689,0,0
2021-12-29,-0.43726213988906126,0,3
2021-12-30,3.1166042148593758,0,1
2021-12-31,-0.8993395875359372,2,1
2022-01-01,-0.49166829885468677,0,0
2022-01-02,-0.3008087550718745,0,3
2022-01-03,7.777886390000001,0,3
2022-01-04,23.0175355579375,4,1
2022-01-05,16.0852529655125,1,0
2022-01-06,10.687663786768749,0,0
2022-01-07,22.849027895401562,0,0
2022-01-08,-4.429929410143751,0,2
2022-01-09,-2.4536855999999982,0,0
2022-01-10,19.25886888,12,0
2022-01-11,14.544267048375001,8,0
2022-01-12,11.144085763587501,5,0
2022-01-13,15.210605519340625,8,0
2022-01-14,9.896116817098438,5,0
2022-01-15,-3.759236823909374,1,0
2022-01-16,-2.2663114284343724,0,0
2022-01-17,17.496777403750002,3,1
2022-01-18,11.906455456671877,13,0
2022-01-19,15.654276281214063,15,0
2022-01-20,15.193747555368748,6,0
2022-01-21,17.96182001716406,5,0
2022-01-22,-3.5061903304015622,1,0
2022-01-23,-1.633500923003123,0,0
2022-01-24,15.120983833750003,2,2
2022-01-25,13.867425121453127,2,45
2022-01-26,11.367307640332815,4,0
2022-01-27,17.40559551091406,4,0
2022-01-28,12.774521274520312,4,0
2022-01-29,-3.0920840432765617,1,27
2022-01-30,-2.476613227556248,0,69
2022-01-31,28.364522035698442,1,2
2022-02-01,17.724702552448438,2,0
2022-02-02,20.407103229373437,5,0
2022-02-03,27.895856227904687,3,2
2022-02-04,19.799452789882814,4,27
2022-02-05,-5.085708420770312,1,3
2022-02-06,-3.6288401811265594,0,29
2022-02-07,22.498444734964067,2,0
2022-02-08,34.542261229531256,5,3
2022-02-09,33.36114471882813,2,2
2022-02-10,28.38409636756875,8,0
2022-02-11,25.144613742085937,6,0
2022-02-12,-7.805788218342187,1,1
2022-02-13,-4.523042041449995,0,6
2022-02-14,-2.128079746285931,4,1
2022-02-15,24.439592020859383,4,15
2022-02-16,20.22243142899219,5,2
2022-02-17,24.71249275297344,11,0
2022-02-18,22.038332153749998,7,2
2022-02-19,-4.054617270809375,2,13
2022-02-20,-3.5570388961859347,1,12
2022-02-21,14.722738216250004,10,35
2022-02-22,9.54279907573438,12,5
2022-02-23,16.50345991479219,7,8
2022-02-24,20.730942418639064,7,30
2022-02-25,17.044269276132813,6,2
2022-02-26,-3.9796629830156256,2,0
2022-02-27,-2.903326459537498,1,27
2022-02-28,15.112605796178128,7,3
2022-03-01,14.843886627484379,7,18
2022-03-02,23.24167620018594,6,14
2022-03-03,28.121925225470314,8,4
2022-03-04,16.956329293890626,4,1
2022-03-05,-5.631977645992189,0,0
2022-03-06,-3.2415862813062475,2,0
2022-03-07,5.793577336214067,4,0
2022-03-08,8.47518755873438,11,0
2022-03-09,8.120428411357816,9,2
2022-03-10,9.098657939181251,6,6
2022-03-11,8.028521638264063,6,11
2022-03-12,-1.8069548330453116,1,3
2022-03-13,-1.640041458326561,1,7
2022-03-14,15.982734042500002,11,3
2022-03-15,15.507452199625,12,25
2022-03-16,17.784636177790624,12,13
2022-03-17,15.11383793643281,7,4
2022-03-18,12.948337694667186,8,2
2022-03-19,-3.016541119853125,1,3
2022-03-20,-2.456223903410935,0,2
2022-03-21,23.305552836214066,5,1
2022-03-22,15.175269133734377,5,2
2022-03-23,17.882296763857813,7,0
2022-03-24,13.429734889774998,10,0
2022-03-25,7.592008800698438,3,2
2022-03-26,0.23416053430156403,1,0
2022-03-27,-2.6951923686265595,0,0
2022-03-28,-1.7843129962859339,9,1
2022-03-29,21.60839617085938,4,4
2022-03-30,22.551202196804688,11,1
2022-03-31,26.572821232973435,11,2
2022-04-01,18.53172320492812,7,0
2022-04-02,-3.321611386834376,1,24
2022-04-03,-3.210469732493748,0,1
2022-04-04,25.830105302356255,7,0
2022-04-05,27.550113411250003,5,2
2022-04-06,29.195343310640624,7,1
2022-04-07,12.128023869517186,3,0
2022-04-08,16.226889395581253,3,0
2022-04-09,-5.67716033348906,1,2
2022-04-10,-3.359668936893745,0,0
2022-04-11,12.66772064992813,12,3
2022-04-12,29.655625268062504,8,6
2022-04-13,21.490720006243752,7,8
2022-04-14,17.283501259553127,3,16
2022-04-15,7.514743396445311,8,53
2022-04-16,-4.398194834526562,1,8
2022-04-17,-2.712445193290621,0,0
2022-04-18,2.118358393750005,2,3
2022-04-19,11.095711241015628,10,4
2022-04-20,38.26648904619532,11,4
2022-04-21,29.239232238642188,2,0
2022-04-22,15.61079173092031,2,0
2022-04-23,-3.594141177529689,2,1
2022-04-24,-1.4060133829671848,1,4
2022-04-25,16.483544802500006,8,1
2022-04-26,18.212204934187504,4,0
2022-04-27,19.418611036903126,7,0
2022-04-28,32.81561193964219,8,0
2022-04-29,21.118549747979685,2,0
2022-04-30,-6.507767392601563,1,1
2022-05-01,-3.669645511821872,0,1
2022-05-02,19.49374416514688,15,2
2022-05-03,21.850468230131256,12,1
2022-05-04,25.82224473047344,8,1
2022-05-05,29.898488924334373,9,0
2022-05-06,16.93363314954375,5,1
2022-05-07,-6.382362660803125,4,0
2022-05-08,-2.6903051460062466,1,1
2022-05-09,3.3862571075000054,6,0
2022-05-10,1.3719356236562557,8,0
2022-05-11,5.6634100720531295,9,0
2022-05-12,10.598088265581254,5,0
2022-05-13,5.2148358428234385,7,0
2022-05-14,-2.337510716168749,3,0
2022-05-15,0.748094767887501,3,1
2022-05-16,27.045674959484376,11,0
2022-05-17,31.51970263437031,10,0
2022-05-18,23.705543900221873,7,1
2022-05-19,24.326018934481247,4,0
2022-05-20,20.806388040509376,7,0
2022-05-21,-1.263012112092187,3,0
2022-05-22,-0.19121331278749665,1,0
2022-05-23,58.72780869146875,7,0
2022-05-24,27.381421799240627,10,0
2022-05-25,30.670898857196875,4,0
2022-05-26,27.29014010878906,4,0
2022-05-27,0.3775020247390657,8,0
2022-05-28,-4.993015058749995,2,0
2022-05-29,-4.05207064354843,1,0
2022-05-30,21.08418761775782,3,0
2022-05-31,34.2658121303875,9,0
2022-06-01,28.082612020459376,7,0
2022-06-02,29.851529173596873,7,0
2022-06-03,24.332580203785938,4,0
2022-06-04,-2.454706704684374,1,2
2022-06-05,-1.7472870358390598,0,0
2022-06-06,11.446435199964068,5,1
2022-06-07,28.842016146375006,4,0
2022-06-08,24.870441000278127,5,1
2022-06-09,31.350831384301564,3,1
2022-06-10,21.43741648716406,4,5
2022-06-11,-4.129011829079687,1,5
2022-06-12,-4.407706372478122,0,0
2022-06-13,29.082254692023444,4,1
2022-06-14,34.560015383407816,9,4
2022-06-15,16.744828573695315,7,1
2022-06-16,18.462611092829686,12,3
2022-06-17,27.63363644804219,8,42
2022-06-18,-6.181154562568748,1,12
2022-06-19,-4.176526062589058,0,34
2022-06-20,27.175960162392194,4,3
2022-06-21,24.800234083500005,3,6
2022-06-22,33.834573175725,8,6
2022-06-23,21.4884388049375,4,2
2022-06-24,13.993997028746875,2,6
2022-06-25,-5.194765152179686,2,0
2022-06-26,-3.8714921742374946,2,6
2022-06-27,26.37654738496407,9,0
2022-06-28,17.023860972031255,12,3
2022-06-29,28.771424570953126,8,0
2022-06-30,20.534565699546874,19,28
2022-07-01,-4.315777312640625,4,2
2022-07-02,-3.7615557431203097,1,0
2022-07-03,-2.4842360787703077,0,1
2022-07-04,15.217462681214068,2,0
2022-07-05,10.854471930046877,6,1
2022-07-06,35.61613688011406,8,1
2022-07-07,40.149548777928125,8,1
2022-07-08,19.328644669856246,6,0
2022-07-09,-5.690665394501565,2,0
2022-07-10,-3.8980239175718725,1,0
2022-07-11,16.233610738750006,6,3
2022-07-12,15.94095044373438,9,0
2022-07-13,15.374341645920316,8,0
2022-07-14,32.1859507418875,4,0
2022-07-15,15.357023041129686,2,0
2022-07-16,-4.810253614324999,1,0
