,scala/scala,jetbrains/kotlin,apache/groovy
2011-11-27,5,-4.39439410796406,0
2011-11-28,7,26.058696383162506,4
2011-11-29,8,15.848142223854692,5
2011-11-30,4,13.77120132046719,5
2011-12-01,16,18.845629864540626,1
2011-12-02,21,20.40474349256563,1
2011-12-03,4,-0.8529344910671854,4
2011-12-04,9,-2.8050306348968723,0
2011-12-05,24,10.516964591178128,19
2011-12-06,13,18.82794606379688,4
2011-12-07,26,30.69298217437969,7
2011-12-08,10,30.071618864448435,5
2011-12-09,17,10.169806874442186,4
2011-12-10,11,-4.500571843018749,2
2011-12-11,2,0.5828324102375038,4
2011-12-12,16,20.277218848054694,4
2011-12-13,15,23.72251582326094,2
2011-12-14,5,32.57455296193906,10
2011-12-15,0,13.0429402611625,7
2011-12-16,5,40.11212154392969,19
2011-12-17,0,-5.060997008809377,0
2011-12-18,3,-1.6758938786265585,0
2011-12-19,1,14.557950031651567,9
2011-12-20,5,31.642243420496882,8
2011-12-21,6,20.55525491973594,10
2011-12-22,6,5.6305719843999995,2
2011-12-23,6,7.078406028321877,7
2011-12-24,7,-3.2243380756874966,0
2011-12-25,6,5.194660030550005,1
2011-12-26,3,8.402477270845317,3
2011-12-27,4,26.11797540561094,8
2011-12-28,26,-1.7901760629593753,5
2011-12-29,1,23.048311602284375,6
2011-12-30,9,29.594403357842186,1
2011-12-31,3,-5.76399253286875,2
2012-01-01,1,-3.144259500946874,3
2012-01-02,8,2.8567503720890657,3
2012-01-03,4,8.844794007790629,12
2012-01-04,4,15.381668630901565,17
2012-01-05,15,-0.4457161900890618,19
2012-01-06,7,18.822029131485937,17
2012-01-07,10,1.4004359415343752,8
2012-01-08,4,3.5689197012781264,4
2012-01-09,4,0.02416038125000064,3
2012-01-10,9,17.49844880117188,0
2012-01-11,3,9.010817474148439,8
2012-01-12,14,19.10914088657344,0
2012-01-13,7,9.101812531556249,11
2012-01-14,10,0.582607312814063,5
2012-01-15,8,6.516728079167189,1
2012-01-16,8,12.529854229226565,14
2012-01-17,9,17.919564880003126,9
2012-01-18,4,34.05504796763125,27
2012-01-19,10,9.887505065629686,3
2012-01-20,15,9.128356531975,0
2012-01-21,6,-3.3506594724937493,1
2012-01-22,2,5.245641461220317,0
2012-01-23,10,16.25044556646563,3
2012-01-24,15,20.21211853569219,19
2012-01-25,15,34.31163298113281,6
2012-01-26,9,13.395344137151561,13
2012-01-27,5,45.39875533538437,4
2012-01-28,11,6.7016539309562475,1
2012-01-29,6,-4.0236195560187475,6
2012-01-30,31,35.01808286458907,4
2012-01-31,8,18.17782153491563,6
2012-02-01,23,9.470996135692191,13
2012-02-02,13,14.412550519028127,16
2012-02-03,19,24.44729879453594,6
2012-02-04,11,0.6501937667343771,4
2012-02-05,33,4.539109195432816,9
2012-02-06,20,22.35205811967969,11
2012-02-07,6,18.975393481068753,23
2012-02-08,9,56.537857535707815,15
2012-02-09,3,16.70042162835156,4
2012-02-10,1,10.4930313741125,3
2012-02-11,1,-2.303075927437499,0
2012-02-12,7,2.6201236415625067,11
2012-02-13,5,28.32130531260782,5
2012-02-14,18,9.173380203770316,16
2012-02-15,28,7.009717329190629,10
2012-02-16,6,3.683735304668752,3
2012-02-17,17,18.43664317186563,7
2012-02-18,4,-4.254782172715624,0
2012-02-19,14,4.604005878540628,4
2012-02-20,10,35.66129693124688,1
2012-02-21,7,44.61216342199844,1
2012-02-22,21,22.085223068615623,7
2012-02-23,25,19.903246110773434,6
2012-02-24,4,29.20561369794375,7
2012-02-25,5,-7.685389294131248,2
2012-02-26,2,-2.57779960454062,0
2012-02-27,7,17.58597072639063,6
2012-02-28,8,13.259064700154694,9
2012-02-29,7,61.132039727853126,6
2012-03-01,7,20.46982073398437,3
2012-03-02,8,35.1411709075,2
2012-03-03,6,-1.8389290620328147,3
2012-03-04,3,-5.744774846293746,2
2012-03-05,13,18.286899027718757,5
2012-03-06,20,39.94239836410001,4
2012-03-07,16,46.19669238496407,2
2012-03-08,4,12.153717320321874,3
2012-03-09,5,29.222388315909377,6
2012-03-10,0,14.745560090500001,3
2012-03-11,3,6.849278124845318,1
2012-03-12,2,34.290476652248444,0
2012-03-13,0,29.174951107406255,1
2012-03-14,13,31.525470036006254,5
2012-03-15,10,0.9093467030390627,10
2012-03-16,26,18.71613152796563,1
2012-03-17,2,5.522591973881255,0
2012-03-18,3,-2.245440740689056,0
2012-03-19,10,31.338332696954694,6
2012-03-20,25,6.908006282621878,5
2012-03-21,14,26.12328159198438,2
2012-03-22,8,0.9286341605453128,4
2012-03-23,29,20.896038462156255,0
2012-03-24,2,2.97299450675,0
2012-03-25,4,-2.7932978458359337,0
2012-03-26,4,25.494366549271877,1
2012-03-27,15,17.385292298095315,0
2012-03-28,7,56.08889467078907,2
2012-03-29,4,18.149894527298436,8
2012-03-30,13,20.62335212402656,7
2012-03-31,4,-6.059255375642188,0
2012-04-01,3,-2.4106288637734306,0
2012-04-02,5,38.73904384669688,2
2012-04-03,8,20.344542053026565,0
2012-04-04,4,32.4033079339,4
2012-04-05,5,12.19405025150625,7
2012-04-06,20,14.48098153638594,8
2012-04-07,2,25.12160949584219,0
2012-04-08,3,22.324282148478126,0
2012-04-09,3,21.215851691432814,0
2012-04-10,7,6.023737362021877,2
2012-04-11,6,19.327520088318757,1
2012-04-12,28,9.919958836420317,0
2012-04-13,38,57.69865273203594,0
2012-04-14,42,-2.546896070296878,0
2012-04-15,14,-2.88032739798906,3
2012-04-16,8,9.836406086432817,8
2012-04-17,8,10.72114664827032,2
2012-04-18,3,8.77701670354063,1
2012-04-19,3,55.09609641414219,0
2012-04-20,6,28.59577347710156,1
2012-04-21,1,-5.115399271809377,1
2012-04-22,5,-1.9705189146234368,1
2012-04-23,20,6.641655908201567,0
2012-04-24,9,15.567434703923443,2
2012-04-25,19,16.724307330512502,0
2012-04-26,11,5.257768851507814,1
2012-04-27,10,18.13485640036094,0
2012-04-28,7,15.275417992551564,0
2012-04-29,2,0.4805055533734386,0
2012-04-30,10,20.013006553345313,2
2012-05-01,9,15.681195320985939,0
2012-05-02,39,15.424307281093752,3
2012-05-03,15,33.25783849098906,0
2012-05-04,17,37.39481814908906,2
2012-05-05,13,4.953889350796874,1
2012-05-06,9,0.16707921514687563,0
2012-05-07,22,10.719276120453129,2
2012-05-08,27,2.5907338629609438,0
2012-05-09,12,-1.6303197686390578,6
2012-05-10,23,9.363974931468753,0
2012-05-11,16,29.913060257187503,7
2012-05-12,14,8.753258954696875,2
2012-05-13,6,-3.139072195784375,0
2012-05-14,14,-1.3758179923109366,4
2012-05-15,12,19.282838790800003,2
2012-05-16,12,7.632279728351564,1
2012-05-17,9,-0.9651963612828114,0
2012-05-18,19,15.987743137490625,10
2012-05-19,10,-1.2385435699468736,1
2012-05-20,5,-2.068113474654685,0
2012-05-21,9,14.76374254273125,13
2012-05-22,20,25.54312457569844,9
2012-05-23,20,20.790885390385938,3
2012-05-24,12,12.211035536073435,18
2012-05-25,14,16.708865438573437,12
2012-05-26,10,-1.6251327318531246,3
2012-05-27,3,-2.0782396716781224,13
2012-05-28,8,33.84948555492813,1
2012-05-29,0,13.768835934250003,7
2012-05-30,5,27.147669726237503,5
2012-05-31,2,35.91061645485313,1
2012-06-01,15,34.413446956585936,5
2012-06-02,4,1.6350513323109368,0
2012-06-03,13,-5.74442523855156,0
2012-06-04,2,20.28522282687657,3
2012-06-05,4,39.785448750151566,0
2012-06-06,11,6.144512056409377,2
2012-06-07,5,27.24532851781719,0
2012-06-08,51,34.02341220469375,4
2012-06-09,14,54.83382758433438,0
2012-06-10,3,-10.864351986665628,7
2012-06-11,6,-5.853524797859372,10
2012-06-12,2,1.9123607313750064,6
2012-06-13,15,33.215671043434384,1
2012-06-14,14,29.597005514914066,3
2012-06-15,13,47.84661340123125,0
2012-06-16,0,47.33315916892343,2
2012-06-17,5,-4.0093696739578135,0
2012-06-18,19,10.21923046523594,8
2012-06-19,19,22.090302860000005,12
2012-06-20,3,15.229607160656258,8
2012-06-21,7,2.464503300706255,0
2012-06-22,5,10.832315431357818,4
2012-06-23,4,-2.0376254309031205,0
2012-06-24,10,-3.4910848176171823,0
2012-06-25,6,17.76562702809219,5
2012-06-26,19,44.617208190982815,0
2012-06-27,22,0.20693181245156111,0
2012-06-28,8,22.765543526400002,1
2012-06-29,2,1.7158752495687493,0
2012-06-30,3,-2.690598769823434,0
2012-07-01,6,-2.529068329621872,0
2012-07-02,23,14.205948167392192,1
2012-07-03,7,42.975712482187504,0
2012-07-04,8,16.48623396328125,2
2012-07-05,14,23.296096250915625,8
2012-07-06,23,-0.9845543054234405,3
2012-07-07,7,31.026316094170316,0
2012-07-08,6,-6.047060480767186,0
2012-07-09,8,27.52125168246407,4
2012-07-10,10,29.365672426750002,7
2012-07-11,20,18.089851334456252,8
2012-07-12,15,-2.5165319197624996,11
2012-07-13,17,5.850168895470316,20
2012-07-14,19,0.2050055926296923,1
2012-07-15,1,-1.8295563557265573,0
2012-07-16,31,2.850896389992192,3
2012-07-17,19,-1.9440393847343715,4
2012-07-18,23,19.577436659589065,5
2012-07-19,28,43.96320792585156,6
2012-07-20,30,87.82374117203906,8
2012-07-21,13,-9.38089908780001,0
2012-07-22,7,-1.5025780361718777,0
2012-07-23,11,48.27777854559063,3
2012-07-24,15,2.3570950698859434,7
2012-07-25,16,26.901961528570318,4
2012-07-26,8,15.583269777921878,3
2012-07-27,13,11.017423650010944,0
2012-07-28,6,-2.250233893907808,4
2012-07-29,14,-1.295898971174994,0
2012-07-30,18,10.194123588564068,3
2012-07-31,12,32.60289782624219,0
2012-08-01,3,11.137539608673439,0
2012-08-02,19,10.282832553839063,0
2012-08-03,5,5.642469334454688,3
2012-08-04,15,11.43786818489219,0
2012-08-05,6,-3.7028053489593726,0
2012-08-06,24,25.77572689955938,0
2012-08-07,22,4.5514118456890635,1
2012-08-08,29,16.529227624720313,0
2012-08-09,19,24.792203168690627,0
2012-08-10,14,1.7702776616546885,0
2012-08-11,10,-3.6003028619453112,0
2012-08-12,7,-2.2958503205937473,0
2012-08-13,12,3.3238881044609423,1
2012-08-14,11,74.25698046931251,3
2012-08-15,10,9.137327774353121,1
2012-08-16,15,30.95669278811406,0
2012-08-17,12,25.69757349807812,0
2012-08-18,8,-7.43947866465156,0
2012-08-19,6,-4.260900030251559,2
2012-08-20,48,4.949104568750006,1
2012-08-21,10,27.79393904492188,4
