,rust-lang/rust,JuliaLang/julia,python/cpython
2014-10-11,25,24,18
2014-10-12,23,6,45
2014-10-13,41,8,24
2014-10-14,22,21,10
2014-10-15,28,19,24
2014-10-16,27,10,4
2014-10-17,21,18,21
2014-10-18,17,10,9
2014-10-19,16,11,7
2014-10-20,15,23,7
2014-10-21,23,21,2
2014-10-22,20,12,3
2014-10-23,21,32,7
2014-10-24,19,17,0
2014-10-25,26,11,6
2014-10-26,21,9,3
2014-10-27,53,9,0
2014-10-28,41,14,30
2014-10-29,24,13,34
2014-10-30,45,26,33
2014-10-31,37,9,22
2014-11-01,18,3,12
2014-11-02,30,8,22
2014-11-03,76,10,7
2014-11-04,24,14,6
2014-11-05,34,14,20
2014-11-06,69,20,9
2014-11-07,40,12,13
2014-11-08,18,13,2
2014-11-09,31,8,2
2014-11-10,18,55,19
2014-11-11,18,38,6
2014-11-12,32,15,4
2014-11-13,20,2,0
2014-11-14,20,19,3
2014-11-15,14,14,7
2014-11-16,42,17,0
2014-11-17,62,9,2
2014-11-18,42,28,8
2014-11-19,73,26,4
2014-11-20,38,29,8
2014-11-21,55,22,6
2014-11-22,18,12,7
2014-11-23,46,15,10
2014-11-24,25,13,10
2014-11-25,36,40,6
2014-11-26,33,9,9
2014-11-27,45,13,20
2014-11-28,11,15,17
2014-11-29,7,9,2
2014-11-30,16,20,7
2014-12-01,12,7,23
2014-12-02,18,20,10
2014-12-03,33,12,4
2014-12-04,41,15,8
2014-12-05,60,15,20
2014-12-06,17,6,12
2014-12-07,51,13,7
2014-12-08,27,22,12
2014-12-09,42,29,2
2014-12-10,20,32,15
2014-12-11,17,12,10
2014-12-12,24,23,20
2014-12-13,122,26,12
2014-12-14,79,23,2
2014-12-15,47,22,17
2014-12-16,37,11,10
2014-12-17,63,15,8
2014-12-18,41,6,6
2014-12-19,103,11,7
2014-12-20,45,11,6
2014-12-21,57,15,2
2014-12-22,62,7,6
2014-12-23,26,5,3
2014-12-24,22,9,6
2014-12-25,35,13,4
2014-12-26,30,8,6
2014-12-27,27,6,3
2014-12-28,35,30,2
2014-12-29,63,5,3
2014-12-30,126,18,10
2014-12-31,42,16,0
2015-01-01,49,21,7
2015-01-02,70,51,0
2015-01-03,61,30,7
2015-01-04,60,37,9
2015-01-05,127,26,6
2015-01-06,136,24,21
2015-01-07,78,14,13
2015-01-08,109,28,12
2015-01-09,43,15,20
2015-01-10,33,13,1
2015-01-11,48,23,10
2015-01-12,86,23,1
2015-01-13,32,29,12
2015-01-14,34,23,12
2015-01-15,91,20,38
2015-01-16,50,28,0
2015-01-17,44,6,7
2015-01-18,46,36,17
2015-01-19,43,28,3
2015-01-20,72,14,6
2015-01-21,96,10,9
2015-01-22,51,23,11
2015-01-23,28,8,15
2015-01-24,43,13,2
2015-01-25,22,38,8
2015-01-26,31,12,43
2015-01-27,66,18,11
2015-01-28,44,12,13
2015-01-29,40,8,27
2015-01-30,65,15,10
2015-01-31,28,28,13
2015-02-01,36,17,17
2015-02-02,51,36,31
2015-02-03,43,44,15
2015-02-04,21,24,10
2015-02-05,49,9,12
2015-02-06,71,24,22
2015-02-07,35,16,8
2015-02-08,18,23,12
2015-02-09,21,29,6
2015-02-10,66,30,8
2015-02-11,75,21,11
2015-02-12,39,33,4
2015-02-13,46,9,6
2015-02-14,25,14,16
2015-02-15,71,13,13
2015-02-16,71,18,13
2015-02-17,86,9,14
2015-02-18,123,18,11
2015-02-19,36,39,3
2015-02-20,17,22,21
2015-02-21,53,17,6
2015-02-22,72,35,6
2015-02-23,64,22,8
2015-02-24,105,17,0
2015-02-25,32,20,14
2015-02-26,31,11,9
2015-02-27,34,9,16
2015-02-28,41,10,10
2015-03-01,43,11,13
2015-03-02,32,11,28
2015-03-03,76,12,6
2015-03-04,31,5,7
2015-03-05,55,13,16
2015-03-06,59,12,14
2015-03-07,15,28,6
2015-03-08,38,7,15
2015-03-09,35,30,8
2015-03-10,33,20,16
2015-03-11,24,9,8
2015-03-12,33,14,15
2015-03-13,29,11,18
2015-03-14,18,15,8
2015-03-15,42,15,4
2015-03-16,30,22,9
2015-03-17,53,25,10
2015-03-18,37,13,28
2015-03-19,57,28,23
2015-03-20,41,26,26
2015-03-21,10,15,12
2015-03-22,23,3,17
2015-03-23,96,10,6
2015-03-24,65,7,35
2015-03-25,24,12,17
2015-03-26,44,20,5
2015-03-27,79,11,18
2015-03-28,26,19,11
2015-03-29,34,18,19
2015-03-30,37,14,35
2015-03-31,75,25,27
2015-04-01,95,17,23
2015-04-02,34,13,33
2015-04-03,37,14,17
2015-04-04,42,3,16
2015-04-05,18,3,4
2015-04-06,21,12,13
2015-04-07,43,10,15
2015-04-08,68,10,12
2015-04-09,38,5,10
2015-04-10,57,10,22
2015-04-11,45,4,11
2015-04-12,21,8,10
2015-04-13,36,23,55
2015-04-14,86,21,41
2015-04-15,49,23,12
2015-04-16,31,29,17
2015-04-17,75,24,3
2015-04-18,35,14,3
2015-04-19,22,31,14
2015-04-20,35,22,20
2015-04-21,99,36,8
2015-04-22,30,20,18
2015-04-23,45,7,11
2015-04-24,63,22,4
2015-04-25,50,16,4
2015-04-26,25,18,14
2015-04-27,51,16,4
2015-04-28,31,20,2
2015-04-29,97,9,4
2015-04-30,70,8,5
2015-05-01,44,19,0
2015-05-02,36,15,15
2015-05-03,23,23,22
2015-05-04,43,17,3
2015-05-05,52,21,5
2015-05-06,58,31,14
2015-05-07,56,17,7
2015-05-08,43,32,9
2015-05-09,37,13,12
2015-05-10,54,5,2
2015-05-11,54,18,17
2015-05-12,63,19,33
2015-05-13,66,20,39
2015-05-14,52,13,17
2015-05-15,53,19,6
2015-05-16,39,12,35
2015-05-17,40,13,13
2015-05-18,33,8,19
2015-05-19,84,13,14
2015-05-20,36,22,14
2015-05-21,35,16,15
2015-05-22,21,13,20
2015-05-23,34,22,35
2015-05-24,26,10,13
2015-05-25,34,23,8
2015-05-26,35,24,12
2015-05-27,30,23,17
2015-05-28,41,30,23
2015-05-29,41,27,13
2015-05-30,20,7,46
2015-05-31,22,6,25
2015-06-01,28,30,14
2015-06-02,34,18,32
2015-06-03,26,25,13
2015-06-04,30,23,11
2015-06-05,25,18,6
2015-06-06,30,12,3
2015-06-07,20,0,9
2015-06-08,44,19,23
2015-06-09,58,21,9
2015-06-10,40,21,8
2015-06-11,36,21,0
2015-06-12,35,21,14
2015-06-13,25,15,3
2015-06-14,18,12,3
2015-06-15,35,16,6
2015-06-16,19,21,1
2015-06-17,52,19,6
2015-06-18,51,11,0
2015-06-19,36,23,2
2015-06-20,37,20,2
2015-06-21,28,22,15
2015-06-22,28,25,3
2015-06-23,44,24,7
2015-06-24,40,28,20
2015-06-25,36,27,11
2015-06-26,25,16,3
2015-06-27,21,24,12
2015-06-28,9,35,11
2015-06-29,32,19,6
2015-06-30,57,29,8
2015-07-01,37,14,15
2015-07-02,28,18,16
2015-07-03,26,14,20
2015-07-04,28,12,20
2015-07-05,35,10,29
2015-07-06,35,15,16
2015-07-07,29,21,14
2015-07-08,46,22,6
2015-07-09,32,21,9
2015-07-10,27,42,6
2015-07-11,27,6,3
2015-07-12,32,9,0
2015-07-13,38,23,1
2015-07-14,39,27,7
2015-07-15,11,17,2
