,llvm/llvm-project,golang/go,gcc-mirror/gcc
2016-09-04,37,11,9
2016-09-05,41,7,14
2016-09-06,83,19,11
2016-09-07,119,13,8
2016-09-08,119,30,4
2016-09-09,114,18,17
2016-09-10,28,12,14
2016-09-11,35,17,7
2016-09-12,93,23,14
2016-09-13,145,18,19
2016-09-14,135,24,18
2016-09-15,117,24,17
2016-09-16,113,32,22
2016-09-17,44,9,3
2016-09-18,27,3,4
2016-09-19,77,13,22
2016-09-20,84,18,28
2016-09-21,81,16,32
2016-09-22,84,9,36
2016-09-23,103,7,68
2016-09-24,27,4,7
2016-09-25,23,10,8
2016-09-26,86,20,28
2016-09-27,94,21,34
2016-09-28,91,8,30
2016-09-29,144,17,25
2016-09-30,161,14,29
2016-10-01,67,7,4
2016-10-02,25,4,3
2016-10-03,82,16,17
2016-10-04,112,27,16
2016-10-05,137,30,44
2016-10-06,98,22,19
2016-10-07,100,11,27
2016-10-08,56,2,11
2016-10-09,22,7,9
2016-10-10,120,5,36
2016-10-11,125,18,47
2016-10-12,127,42,57
2016-10-13,92,23,60
2016-10-14,114,3,39
2016-10-15,21,8,10
2016-10-16,36,6,7
2016-10-17,84,43,35
2016-10-18,109,33,25
2016-10-19,112,35,24
2016-10-20,116,16,27
2016-10-21,103,15,38
2016-10-22,28,9,6
2016-10-23,23,2,8
2016-10-24,88,41,32
2016-10-25,100,52,35
2016-10-26,111,35,41
2016-10-27,107,38,23
2016-10-28,110,69,24
2016-10-29,28,12,7
2016-10-30,21,10,7
2016-10-31,120,28,29
2016-11-01,113,33,24
2016-11-02,96,19,34
2016-11-03,102,50,21
2016-11-04,40,19,22
2016-11-05,26,11,8
2016-11-06,33,1,6
2016-11-07,87,20,40
2016-11-08,115,17,26
2016-11-09,106,8,29
2016-11-10,106,25,24
2016-11-11,152,30,14
2016-11-12,52,12,9
2016-11-13,50,7,19
2016-11-14,121,6,29
2016-11-15,128,14,46
2016-11-16,117,19,53
2016-11-17,104,22,40
2016-11-18,117,11,25
2016-11-19,57,1,13
2016-11-20,38,2,10
2016-11-21,82,8,34
2016-11-22,96,21,32
2016-11-23,103,8,67
2016-11-24,65,3,30
2016-11-25,48,1,28
2016-11-26,34,1,2
2016-11-27,20,0,12
2016-11-28,68,6,31
2016-11-29,126,20,30
2016-11-30,77,21,59
2016-12-01,116,31,38
2016-12-02,98,8,50
2016-12-03,51,3,11
2016-12-04,21,3,4
2016-12-05,108,7,16
2016-12-06,124,10,36
2016-12-07,103,13,32
2016-12-08,134,11,33
2016-12-09,113,22,25
2016-12-10,44,3,8
2016-12-11,51,1,9
2016-12-12,86,6,24
2016-12-13,101,11,21
2016-12-14,119,13,28
2016-12-15,149,20,48
2016-12-16,114,6,23
2016-12-17,37,0,9
2016-12-18,20,0,5
2016-12-19,74,7,26
2016-12-20,65,14,13
2016-12-21,73,11,37
2016-12-22,98,4,14
2016-12-23,73,3,3
2016-12-24,37,2,4
2016-12-25,26,0,1
2016-12-26,27,0,8
2016-12-27,80,0,14
2016-12-28,53,1,4
2016-12-29,37,1,9
2016-12-30,45,1,10
2016-12-31,21,1,1
2017-01-01,11,0,8
2017-01-02,40,3,6
2017-01-03,66,5,21
2017-01-04,118,6,32
2017-01-05,141,8,33
2017-01-06,111,11,58
2017-01-07,67,6,8
2017-01-08,34,1,7
2017-01-09,102,7,30
2017-01-10,108,13,29
2017-01-11,104,4,33
2017-01-12,105,10,38
2017-01-13,102,9,63
2017-01-14,55,4,10
2017-01-15,43,0,6
2017-01-16,86,4,27
2017-01-17,117,5,35
2017-01-18,113,4,38
2017-01-19,81,2,53
2017-01-20,131,6,53
2017-01-21,45,1,13
2017-01-22,33,0,9
2017-01-23,79,1,58
2017-01-24,129,9,28
2017-01-25,113,7,21
2017-01-26,112,5,34
2017-01-27,92,1,25
2017-01-28,54,1,8
2017-01-29,43,2,2
2017-01-30,123,2,19
2017-01-31,133,3,27
2017-02-01,105,34,17
2017-02-02,120,29,20
2017-02-03,79,28,26
2017-02-04,41,9,7
2017-02-05,49,1,13
2017-02-06,90,16,29
2017-02-07,114,31,19
2017-02-08,144,21,15
2017-02-09,122,25,21
2017-02-10,130,26,21
2017-02-11,71,9,14
2017-02-12,51,3,7
2017-02-13,71,24,25
2017-02-14,110,21,26
2017-02-15,123,17,17
2017-02-16,108,12,15
2017-02-17,133,19,22
2017-02-18,68,4,8
2017-02-19,39,7,12
2017-02-20,53,1,27
2017-02-21,99,22,26
2017-02-22,107,15,18
2017-02-23,127,8,16
2017-02-24,136,21,28
2017-02-25,72,6,8
2017-02-26,27,1,4
2017-02-27,107,15,13
2017-02-28,127,26,23
2017-03-01,152,28,18
2017-03-02,105,27,24
2017-03-03,87,19,27
2017-03-04,50,12,5
2017-03-05,10,2,5
2017-03-06,106,32,25
2017-03-07,123,24,11
2017-03-08,76,11,13
2017-03-09,80,14,31
2017-03-10,101,9,28
2017-03-11,39,4,10
2017-03-12,24,2,6
2017-03-13,93,17,19
2017-03-14,102,19,16
2017-03-15,123,10,20
2017-03-16,96,15,23
2017-03-17,130,26,19
2017-03-18,27,4,10
2017-03-19,34,9,3
2017-03-20,88,21,26
2017-03-21,135,25,27
2017-03-22,99,25,27
2017-03-23,103,23,13
2017-03-24,83,25,32
2017-03-25,32,7,6
2017-03-26,43,7,4
2017-03-27,65,11,20
2017-03-28,72,11,29
2017-03-29,68,23,11
2017-03-30,95,25,9
2017-03-31,123,34,17
2017-04-01,39,5,1
2017-04-02,24,1,5
