,jekyll/jekyll,getpelican/pelican,middleman/middleman
2012-09-12,0.0,0.0,0
2012-09-13,0.0,0.0,4
2012-09-14,0.0,2.0,0
2012-09-15,0.0,1.0,1
2012-09-16,0.0,0.0,8
2012-09-17,0.0,1.0,2
2012-09-18,0.0,1.0,0
2012-09-19,0.0,2.0,0
2012-09-20,0.0,0.0,0
2012-09-21,0.0,0.0,0
2012-09-22,0.0,0.0,0
2012-09-23,0.0,1.0,0
2012-09-24,0.0,0.0,3
2012-09-25,0.0,5.0,1
2012-09-26,0.0,2.0,0
2012-09-27,0.0,1.0,0
2012-09-28,0.0,6.0,4
2012-09-29,0.0,0.0,1
2012-09-30,0.0,0.0,1
2012-10-01,0.0,2.0,1
2012-10-02,0.0,3.0,0
2012-10-03,0.0,5.0,0
2012-10-04,2.0,0.0,0
2012-10-05,-0.20000000000000018,0.0,0
2012-10-06,-0.09000000000000007,0.0,1
2012-10-07,-0.057000000000000044,1.0,0
2012-10-08,-0.04132499999999985,1.0,0
2012-10-09,-0.032233499999999894,0.0,0
2012-10-10,-0.02632402499999992,0.0,0
2012-10-11,-0.022187392499999934,0.0,6
2012-10-12,-0.01913662603124995,36.0,0
2012-10-13,0.983202294928125,3.0,4
2012-10-14,-0.10000000000000009,0.0,5
2012-10-15,-0.04500000000000003,2.0,1
2012-10-16,-0.028500000000000022,0.0,3
2012-10-17,-0.020662499999999924,0.0,0
2012-10-18,-0.016116749999999947,1.0,0
2012-10-19,-0.01316201249999996,0.0,0
2012-10-20,-0.011093696249999967,3.0,0
2012-10-21,-0.009568313015624975,2.0,2
2012-10-22,-0.008398852535937478,2.0,0
2012-10-23,0.0,1.0,3
2012-10-24,0.0,0.0,0
2012-10-25,0.0,8.0,0
2012-10-26,0.0,1.0,0
2012-10-27,0.0,0.0,1
2012-10-28,0.0,7.0,2
2012-10-29,0.0,0.0,0
2012-10-30,0.0,8.0,0
2012-10-31,1.0,0.0,0
2012-11-01,-0.10000000000000009,0.0,0
2012-11-02,-0.04500000000000003,0.0,0
2012-11-03,-0.028500000000000022,4.0,0
2012-11-04,-0.020662499999999924,5.0,1
2012-11-05,-0.016116749999999947,5.0,1
2012-11-06,-0.01316201249999996,6.0,2
2012-11-07,-0.011093696249999967,0.0,1
2012-11-08,-0.009568313015624975,0.0,1
2012-11-09,-0.008398852535937478,0.0,0
2012-11-10,0.0,0.0,0
2012-11-11,0.0,0.0,2
2012-11-12,1.0,17.0,1
2012-11-13,1.9,3.0,0
2012-11-14,-0.24500000000000022,0.0,0
2012-11-15,-0.11850000000000009,3.0,0
2012-11-16,-0.07766249999999997,2.0,1
2012-11-17,-0.05744174999999979,0.0,0
2012-11-18,-0.04539551249999985,0.0,0
2012-11-19,-0.03741772124999989,0.0,0
2012-11-20,-0.03175570551562491,5.0,0
2012-11-21,-0.02753547856718743,11.0,0
2012-11-22,-0.016797705071874957,1.0,0
2012-11-23,0.0,3.0,0
2012-11-24,0.0,2.0,0
2012-11-25,0.0,0.0,0
2012-11-26,0.0,3.0,0
2012-11-27,0.0,7.0,0
2012-11-28,0.0,1.0,0
2012-11-29,0.0,11.0,0
2012-11-30,0.0,0.0,0
2012-12-01,0.0,6.0,0
2012-12-02,0.0,5.0,0
2012-12-03,0.0,14.0,1
2012-12-04,0.0,7.0,0
2012-12-05,1.0,0.0,0
2012-12-06,-0.10000000000000009,3.0,0
2012-12-07,0.955,3.0,0
2012-12-08,-0.12850000000000011,0.0,1
2012-12-09,0.9343375,1.0,0
2012-12-10,-0.14461675000000007,0.0,0
2012-12-11,-0.07882451249999992,6.0,0
2012-12-12,-0.055710446249999934,0.0,0
2012-12-13,-0.04339282551562486,0.0,0
2012-12-14,-0.035609298785937396,0.0,5
2012-12-15,2.977269674484375,0.0,12
2012-12-16,7.680507451214062,0.0,0
2012-12-17,-0.9445683130156257,0.0,0
2012-12-18,6.5461011474640625,2.0,3
2012-12-19,8.0100125,0.0,3
2012-12-20,-1.4286502500000002,0.0,0
2012-12-21,-0.7729200374999998,0.0,0
2012-12-22,1.4602853112500007,0.0,0
2012-12-23,0.3837657409531262,0.0,0
2012-12-24,-0.5289278992328117,0.0,0
2012-12-25,-0.36530480653749936,2.0,1
2012-12-26,4.763353542640625,0.0,9
2012-12-27,-0.6978027848921874,0.0,0
2012-12-28,0.6569695521765626,0.0,0
2012-12-29,2.722150595,2.0,0
2012-12-30,1.5214571777187502,0.0,3
2012-12-31,9.5295502319125,0.0,11
2013-01-01,0.7296285849640618,1.0,0
2013-01-02,2.15942726875,3.0,2
2013-01-03,0.17432117242187495,2.0,2
2013-01-04,3.3765675035703135,0.0,5
2013-01-05,-0.8021659267656246,0.0,2
2013-01-06,0.5063676909171883,0.0,0
2013-01-07,-0.46460692113906193,2.0,0
2013-01-08,0.6820789847718758,0.0,5
2013-01-09,5.657464747359375,0.0,12
2013-01-10,6.22509310963125,0.0,0
2013-01-11,15.906243594376562,8.0,0
2013-01-12,19.73350338290156,0.0,5
2013-01-13,1.6507191436062478,0.0,7
2013-01-14,-2.238568325515626,0.0,0
2013-01-15,1.585455626214064,3.0,4
2013-01-16,-1.3393243280156224,4.0,0
2013-01-17,14.039900183120315,1.0,0
2013-01-18,4.738387832425,12.0,1
2013-01-19,3.031687830982813,6.0,2
2013-01-20,2.3003978892953127,1.0,0
2013-01-21,0.5934601416312513,8.0,2
2013-01-22,6.015835898570313,0.0,0
2013-01-23,2.6537351234531257,3.0,3
2013-01-24,-1.2189698388578116,2.0,1
2013-01-25,6.227717368515626,0.0,0
2013-01-26,0.708051489601563,0.0,8
2013-01-27,11.112200407170313,0.0,0
2013-01-28,-1.748555994742188,0.0,1
2013-01-29,0.07532654007500061,9.0,0
2013-01-30,10.27570706881875,0.0,0
2013-01-31,1.3856171926859382,0.0,3
2013-02-01,-1.1544763088937495,0.0,2
2013-02-02,-0.7162722336093746,0.0,1
2013-02-03,8.460042801217188,0.0,0
2013-02-04,0.7159487762406254,0.0,0
2013-02-05,-0.9100123141812495,0.0,0
2013-02-06,0.4824149907343753,0.0,5
2013-02-07,2.5101061155421887,1.0,0
2013-02-08,-0.6524680669421868,0.0,1
2013-02-09,4.660611829892188,4.0,16
2013-02-10,8.26767020875,7.0,10
2013-02-11,-1.3114064596406254,4.0,9
2013-02-12,-0.7037385613546874,0.0,0
2013-02-13,-0.4271899388218746,1.0,0
2013-02-14,-0.3093956517656239,0.0,2
2013-02-15,-0.24796460408281173,0.0,0
2013-02-16,-0.1991231513578119,0.0,3
2013-02-17,-0.14768483132812457,0.0,0
2013-02-18,-0.12810907982031217,0.0,2
2013-02-19,2.9244103271765627,0.0,0
2013-02-20,12.7,0.0,3
2013-02-21,-0.43500000000000116,1.0,0
2013-02-22,1.2294999999999994,0.0,0
2013-02-23,1.3225124999999998,0.0,0
2013-02-24,3.3645372500000006,1.0,9
2013-02-25,3.1833337125000005,0.0,1
2013-02-26,2.1011709987500002,0.0,0
2013-02-27,3.1463564972031253,0.0,2
2013-02-28,5.0491141519390625,2.0,0
2013-03-01,-1.1798818134828122,1.0,0
2013-03-02,1.387174578932813,1.0,0
2013-03-03,5.365042583896876,0.0,7
2013-03-04,14.982626220365626,24.0,2
2013-03-05,-2.181498300956251,0.0,0
2013-03-06,0.882027790809375,8.0,0
2013-03-07,-0.9422404871703121,0.0,0
2013-03-08,1.3653701867625019,0.0,0
2013-03-09,0.333579417284376,1.0,0
2013-03-10,1.4723839964687508,6.0,2
2013-03-11,2.4140597768343754,11.0,0
2013-03-12,7.310364851534375,5.0,0
2013-03-13,5.798534966925,1.0,0
2013-03-14,2.7515975989687496,1.0,0
2013-03-15,6.9106318899281245,1.0,1
2013-03-16,19.55029540271875,3.0,0
2013-03-17,30.0643890519125,0.0,2
2013-03-18,-1.83457991731719,1.0,3
2013-03-19,3.16034669838125,5.0,4
2013-03-20,-2.470393485482811,5.0,3
2013-03-21,-1.659654146396871,12.0,2
2013-03-22,-1.2270573023140592,4.0,5
2013-03-23,-0.949781198018747,2.0,2
2013-03-24,-0.7704039073656228,6.0,0
2013-03-25,1.395616603479689,3.0,3
2013-03-26,1.4275707497671883,8.0,2
2013-03-27,2.6273935642984374,3.0,0
2013-03-28,-0.49739311521562524,3.0,1
2013-03-29,0.766675,1.0,1
2013-03-30,-0.2590584999999999,1.0,0
2013-03-31,3.8344549750000003,0.0,0
2013-04-01,3.4746383324999996,2.0,0
2013-04-02,3.3185274439687498,2.0,0
2013-04-03,8.220667830146875,2.0,4
2013-04-04,17.66468534338125,0.0,2
2013-04-05,3.3975927461421858,2.0,5
2013-04-06,-0.9208333630156256,1.0,6
2013-04-07,16.732648812464063,1.0,7
2013-04-08,3.3110656629375006,0.0,2
2013-04-09,12.896605190293752,1.0,4
2013-04-10,-0.8221531659562507,1.0,5
2013-04-11,6.156495718965626,2.0,2
2013-04-12,29.93131168987969,8.0,2
2013-04-13,23.511364002473435,11.0,15
2013-04-14,30.91030371426875,11.0,12
2013-04-15,28.58584564818281,0.0,0
2013-04-16,-4.109452692490626,1.0,0
2013-04-17,-4.3166873029499975,9.0,0
2013-04-18,-1.9826723840703075,2.0,0
2013-04-19,10.694230660803132,3.0,0
2013-04-20,2.8710934682125044,6.0,11
2013-04-21,-2.658569798087497,3.0,2
2013-04-22,2.3314449541812525,1.0,3
2013-04-23,-1.5262599855906227,11.0,6
2013-04-24,-0.8493195403046856,2.0,0
2013-04-25,1.5819030836421883,0.0,0
2013-04-26,16.484591560734376,1.0,0
2013-04-27,-1.0538160992390635,0.0,0
2013-04-28,2.8587569889390623,0.0,1
2013-04-29,1.9344070997843748,0.0,0
2013-04-30,8.069730747937502,0.0,2
2013-05-01,-1.50356668514375,1.0,7
2013-05-02,18.164791645,0.0,1
2013-05-03,-2.5038459747812505,3.0,15
2013-05-04,4.667486477412501,2.0,3
2013-05-05,27.47723962137344,0.0,0
2013-05-06,22.239001194151562,2.0,2
2013-05-07,25.455638134559372,0.0,0
2013-05-08,-0.48186461224844024,1.0,0
2013-05-09,9.426717098426565,1.0,1
2013-05-10,14.354619227703127,1.0,1
2013-05-11,17.82575076181719,0.0,0
2013-05-12,19.31134560565625,0.0,3
2013-05-13,-5.26336692016875,6.0,1
2013-05-14,11.820593438051565,1.0,0
2013-05-15,12.339329299846877,2.0,0
2013-05-16,2.1935900825937527,2.0,2
2013-05-17,4.210064860617189,0.0,2
2013-05-18,7.422698165251565,3.0,3
2013-05-19,-2.6862821919906223,1.0,2
2013-05-20,-1.6431874556656225,0.0,0
2013-05-21,-0.10490810461249778,0.0,0
2013-05-22,5.180561839765627,0.0,0
2013-05-23,14.75606043871094,0.0,11
2013-05-24,-0.29956751741875065,1.0,3
2013-05-25,2.660029231175,0.0,1
2013-05-26,-1.2405668479078125,1.0,1
2013-05-27,0.2385489621406266,1.0,1
2013-05-28,-0.6032587712499989,0.0,0
2013-05-29,13.553393809484376,0.0,8
2013-05-30,-1.7625988956296879,0.0,3
2013-05-31,0.07101593403437545,0.0,7
2013-06-01,3.28699019839375,0.0,4
2013-06-02,7.197492030365626,13.0,0
2013-06-03,3.72117639360625,3.0,6
2013-06-04,-0.18849898801562515,1.0,6
2013-06-05,-0.8154773500359371,0.0,1
2013-06-06,3.435614605281251,1.0,0
2013-06-07,5.1579278182468755,0.0,6
2013-06-08,12.959514551984375,1.0,1
2013-06-09,8.998651512901562,1.0,0
2013-06-10,-2.1624224080187506,0.0,2
2013-06-11,3.791431918384375,1.0,0
2013-06-12,1.6963138743046886,25.0,3
2013-06-13,6.890332287464064,0.0,5
2013-06-14,-1.5438878545624997,2.0,1
2013-06-15,6.060088326762501,2.0,1
2013-06-16,-1.3769514061843746,7.0,0
2013-06-17,6.182704308825001,0.0,2
2013-06-18,22.78422410335469,0.0,3
2013-06-19,-3.046056253828126,4.0,2
2013-06-20,-1.5517660217265625,0.0,0
2013-06-21,-1.0225146492328119,0.0,0
2013-06-22,7.246436055962502,1.0,0
2013-06-23,2.6540857213906257,0.0,3
2013-06-24,0.7876638584984381,2.0,4
2013-06-25,3.0587730988906254,0.0,2
2013-06-26,2.9422685198734384,6.0,0
2013-06-27,7.9498435391375,2.0,0
2013-06-28,-1.4050881000000004,2.0,0
2013-06-29,-0.7752811199999996,2.0,0
2013-06-30,6.449137685875001,0.0,3
2013-07-01,4.869270985150001,0.0,1
2013-07-02,1.790194378825,0.0,3
2013-07-03,0.012596145365624922,0.0,0
2013-07-04,-0.7223494284562494,2.0,0
2013-07-05,5.512997522715626,0.0,0
2013-07-06,25.045088239676563,0.0,0
2013-07-07,-0.0956406987500018,6.0,0
2013-07-08,29.169856843890624,0.0,2
2013-07-09,5.737380052904685,0.0,2
2013-07-10,4.7953827494875005,0.0,0
2013-07-11,0.2717400543765627,0.0,0
2013-07-12,5.948938894964066,0.0,3
2013-07-13,-0.25457626809374734,1.0,2
2013-07-14,19.287559770128127,5.0,0
2013-07-15,-3.3315213137312494,3.0,0
2013-07-16,10.246302426407814,1.0,2
2013-07-17,1.5469578337296879,1.0,0
2013-07-18,-1.7052582182343734,3.0,0
2013-07-19,1.9285788956656262,0.0,2
2013-07-20,7.937717283267189,0.0,0
2013-07-21,-1.6303460675687491,2.0,0
2013-07-22,24.0693565716,0.0,1
2013-07-23,2.8193641917453114,0.0,0
2013-07-24,7.8814927088125,0.0,0
2013-07-25,15.693903730006248,0.0,0
2013-07-26,-0.12289711139374937,0.0,0
2013-07-27,-2.050441955296874,1.0,0
2013-07-28,1.6083128127515645,0.0,0
2013-07-29,1.6495033459265653,6.0,0
2013-07-30,0.7755208721093769,0.0,0
2013-07-31,1.915915371007814,3.0,0
2013-08-01,-0.9227363153718741,7.0,0
2013-08-02,0.408163001609376,0.0,0
2013-08-03,1.5054544278062507,15.0,0
2013-08-04,3.562815316142188,17.0,0
2013-08-05,-0.6551603027968751,12.0,0
2013-08-06,19.626762573345314,9.0,0
2013-08-07,6.750943977610936,4.0,0
2013-08-08,6.026451843381249,1.0,0
2013-08-09,-0.9020812788578134,0.0,0
2013-08-10,2.785846244484376,3.0,0
2013-08-11,4.746792236432814,0.0,0
2013-08-12,0.5628380428656263,2.0,0
2013-08-13,2.892476052356251,4.0,0
2013-08-14,4.843727623437501,0.0,0
2013-08-15,-1.381445450359374,0.0,1
2013-08-16,2.2620965768015635,8.0,2
2013-08-17,5.214010506696876,5.0,2
2013-08-18,2.936999692901563,0.0,0
2013-08-19,0.9819587692625,2.0,2
2013-08-20,-0.8058641012468747,0.0,3
2013-08-21,6.502041615365625,4.0,2
2013-08-22,10.9331581742625,1.0,0
2013-08-23,4.216561721034374,0.0,0
2013-08-24,0.4803513334531244,5.0,0
2013-08-25,2.890057254298438,3.0,0
2013-08-26,5.8673789902218765,0.0,0
2013-08-27,-1.3992421236749992,0.0,2
2013-08-28,5.180576771178126,3.0,0
2013-08-29,-0.19345812110937444,1.0,0
2013-08-30,13.154397573560939,1.0,0
2013-08-31,-1.9618488010250004,3.0,0
2013-09-01,5.011486386253125,0.0,0
2013-09-02,2.750910169115625,1.0,0
2013-09-03,2.845062573746876,0.0,0
2013-09-04,1.884849342248438,0.0,0
2013-09-05,11.02925325065625,0.0,0
2013-09-06,0.15637632426874992,0.0,0
2013-09-07,29.806055690245312,0.0,1
2013-09-08,-3.8952486630031267,7.0,0
2013-09-09,2.0972670369062505,3.0,0
2013-09-10,10.309246810221875,0.0,0
2013-09-11,3.6841350990437522,0.0,0
2013-09-12,17.024632020809378,0.0,0
2013-09-13,-0.16487609379531243,0.0,0
2013-09-14,0.8977555597875013,1.0,0
2013-09-15,16.34006054144375,1.0,0
2013-09-16,8.027528636385938,3.0,0
2013-09-17,14.3859245679375,2.0,5
2013-09-18,-1.2833933313312507,0.0,0
2013-09-19,12.892762375225,0.0,0
2013-09-20,-2.896847188762499,0.0,0
2013-09-21,0.28097279902031524,0.0,0
2013-09-22,-0.34117991665468583,0.0,2
2013-09-23,3.92461793686094,2.0,0
2013-09-24,0.6849010999312515,6.0,1
2013-09-25,1.0305087208390635,5.0,2
2013-09-26,-0.8137185628921868,1.0,1
2013-09-27,2.5469243246937507,0.0,0
2013-09-28,3.359759056960938,1.0,3
2013-09-29,-0.7045988847812499,0.0,0
2013-09-30,5.5941079756625,0.0,0
2013-10-01,17.11926066488594,0.0,0
2013-10-02,0.7156814687890614,0.0,1
2013-10-03,7.579112631396875,0.0,0
2013-10-04,31.225298156178123,1.0,0
2013-10-05,-2.3322052240468762,0.0,0
2013-10-06,1.5639691153296877,2.0,0
2013-10-07,-2.001886562643749,1.0,0
2013-10-08,1.6395043019062538,2.0,0
2013-10-09,-1.3615397007468724,1.0,0
2013-10-10,3.0360425365562524,2.0,0
2013-10-11,6.946305624001564,1.0,0
2013-10-12,-1.508166944839062,1.0,0
2013-10-13,-0.8630237947171868,0.0,0
2013-10-14,4.594793005365625,0.0,0
2013-10-15,3.2033565011062506,2.0,5
2013-10-16,3.1647130109531254,1.0,0
2013-10-17,11.102632557392187,1.0,1
2013-10-18,-0.7243353220625006,1.0,0
2013-10-19,-1.0273756642687497,1.0,6
2013-10-20,-0.6671178827874994,0.0,4
2013-10-21,-0.4490335312499986,0.0,4
2013-10-22,0.6410720999218761,0.0,0
2013-10-23,2.6012968002578134,0.0,0
2013-10-24,10.43684497029375,3.0,0
2013-10-25,0.5769911374187493,1.0,2
2013-10-26,1.0884829565531247,1.0,0
2013-10-27,5.309996897464062,1.0,0
2013-10-28,3.9642002375000005,1.0,0
2013-10-29,5.90381101625,0.0,8
2013-10-30,4.642809960734375,0.0,1
2013-10-31,-0.3991669753328122,1.0,0
2013-11-01,-0.9484724182796866,1.0,0
2013-11-02,2.3460952785734386,1.0,0
2013-11-03,2.266401178896876,1.0,1
2013-11-04,7.225826848084376,0.0,0
2013-11-05,14.70852062095625,1.0,0
2013-11-06,-2.2961841437890635,1.0,0
2013-11-07,-0.18563329209531254,3.0,0
2013-11-08,6.130902284268751,1.0,1
2013-11-09,0.7143000212140636,3.0,0
2013-11-10,-0.9686501277968741,0.0,0
2013-11-11,5.336594233345314,0.0,0
2013-11-12,-0.09699645173281168,0.0,3
2013-11-13,-0.7575880910374991,3.0,0
