,golang/go,rust-lang/rust,swiftlang/swift
2021-07-25,1,61,5
2021-07-26,13,74,31
2021-07-27,11,89,55
2021-07-28,11,98,86
2021-07-29,13,65,49
2021-07-30,16,73,46
2021-07-31,3,45,12
2021-08-01,0,27,6
2021-08-02,6,83,25
2021-08-03,8,89,17
2021-08-04,16,70,45
2021-08-05,8,59,43
2021-08-06,18,60,59
2021-08-07,2,56,20
2021-08-08,1,39,6
2021-08-09,6,54,34
2021-08-10,10,84,34
2021-08-11,7,36,38
2021-08-12,13,87,78
2021-08-13,12,63,49
2021-08-14,8,47,15
2021-08-15,4,48,3
2021-08-16,55,104,50
