,python/cpython,rust-lang/rust,JuliaLang/julia
2013-06-22,13,25,14
2013-06-23,31,42,10
2013-06-24,25,32,32
2013-06-25,9,43,16
2013-06-26,3,56,14
2013-06-27,3,45,17
2013-06-28,8,58,32
2013-06-29,20,43,12
2013-06-30,10,35,15
2013-07-01,17,28,31
2013-07-02,8,25,49
2013-07-03,4,22,28
2013-07-04,12,18,15
2013-07-05,0,15,19
2013-07-06,18,23,23
2013-07-07,31,29,13
2013-07-08,21,53,10
2013-07-09,5,32,6
2013-07-10,6,25,19
2013-07-11,39,63,39
2013-07-12,21,21,41
2013-07-13,11,23,10
2013-07-14,7,29,9
2013-07-15,21,15,17
