,JuliaLang/julia,python/cpython,rust-lang/rust
2010-09-27,14,16,2.0152396799999996
2010-09-28,19,31,3.6481172479999997
2010-09-29,16,29,-0.8465388543999994
2010-09-30,12,3,3.7601288192
2010-10-01,5,16,0.2864805888000004
2010-10-02,8,20,-0.25758709759999965
2010-10-03,10,15,-0.9223212032000001
2010-10-04,7,12,0.4775398399999997
2010-10-05,7,11,1.408894464
2010-10-06,0,51,4.206910668800001
2010-10-07,0,16,1.5642383360000003
2010-10-08,4,14,4.7317098496
2010-10-09,5,12,7.119215104
2010-10-10,10,17,-0.7028272127999999
2010-10-11,9,4,0.2932663295999991
2010-10-12,4,18,9.579406848
2010-10-13,3,45,3.9012192256000002
2010-10-14,1,61,5.0567457792
2010-10-15,1,43,-1.1972014080000002
2010-10-16,4,30,-1.1136044032000005
2010-10-17,10,89,-1.5391125503999998
2010-10-18,1,30,7.9768781824
2010-10-19,1,17,2.4976023552
2010-10-20,0,17,1.7302070272000005
2010-10-21,0,18,12.9283158016
2010-10-22,1,13,7.880930611200001
2010-10-23,19,14,3.6647190527999998
2010-10-24,15,17,-3.7652656128000013
2010-10-25,4,11,-2.0890978304000014
2010-10-26,8,9,3.5339217919999997
2010-10-27,3,22,-0.13353359359999928
2010-10-28,3,19,6.376768
2010-10-29,1,55,-2.6322441215999994
2010-10-30,1,37,-1.3991065599999994
2010-10-31,1,68,-0.8436139007999994
2010-11-01,9,30,-0.5217708031999999
2010-11-02,3,26,1.6702207999999998
2010-11-03,1,14,8.330777600000001
2010-11-04,1,27,0.8134640640000006
2010-11-05,10,48,6.4439596032
2010-11-06,7,49,6.5610451968
2010-11-07,9,28,-2.9374720000000005
2010-11-08,6,23,0.5245183999999989
2010-11-09,18,33,0.6048793599999995
2010-11-10,7,17,-0.30909030400000015
2010-11-11,4,10,0.9455373312000002
2010-11-12,1,21,1.8821397504000004
2010-11-13,1,18,-0.23112222719999953
2010-11-14,2,6,6.109226188800001
2010-11-15,0,1,-0.9036711935999997
2010-11-16,3,11,-0.04292966400000031
2010-11-17,1,9,-0.8377064448000002
2010-11-18,1,24,0.4767977471999999
2010-11-19,7,6,3.4271942656
2010-11-20,13,84,3.8328338432000004
2010-11-21,18,29,4.4157523968
2010-11-22,7,43,4.0238611456
2010-11-23,0,14,4.8014641152
2010-11-24,7,15,1.5145701375999998
2010-11-25,9,9,7.911608729599999
2010-11-26,5,59,6.804945408
2010-11-27,2,17,-1.6576425984000007
2010-11-28,8,7,-2.339101081600001
2010-11-29,4,15,3.5286210559999995
2010-11-30,5,34,3.9512953856000004
2010-12-01,4,14,3.6299150336
2010-12-02,4,23,5.5105364992
2010-12-03,2,54,11.0601206784
2010-12-04,3,64,0.6402959360000011
2010-12-05,3,23,-3.1144289280000006
2010-12-06,1,10,-0.7261611008000011
2010-12-07,6,20,7.58924032
2010-12-08,0,14,2.1808322560000004
2010-12-09,0,12,9.521760665599999
2010-12-10,0,12,6.205364121600001
2010-12-11,0,13,7.086247628800001
2010-12-12,0,28,-0.24076226559999991
2010-12-13,3,14,6.045987327999999
2010-12-14,1,33,3.440695807999999
2010-12-15,0,36,9.591302041599999
2010-12-16,1,33,5.4011326464
2010-12-17,6,22,0.5904727039999997
2010-12-18,3,34,2.5495575552
2010-12-19,14,17,-3.2300764159999997
2010-12-20,7,6,5.121976217599999
2010-12-21,7,19,4.3252117504
2010-12-22,2,9,3.0734465024000004
2010-12-23,5,21,-0.7949529087999996
2010-12-24,13,20,0.03561492480000039
2010-12-25,9,2,2.439855616
2010-12-26,0,15,-1.7280266239999997
2010-12-27,2,17,-0.9727207424000004
2010-12-28,7,42,-0.6520458239999999
2010-12-29,2,11,0.4841106432000005
2010-12-30,0,16,6.4495332352000005
2010-12-31,0,6,15.300839833600001
2011-01-01,1,15,-3.1294210048
2011-01-02,4,29,-2.0120895488000015
2011-01-03,2,51,7.7933865984
2011-01-04,6,30,11.3816192
2011-01-05,21,31,-0.1476403200000007
2011-01-06,14,33,3.142299647999999
2011-01-07,11,23,2.0842336255999996
2011-01-08,26,26,-0.7210272767999992
2011-01-09,5,25,-1.9901298688000002
2011-01-10,1,19,10.845442969599999
2011-01-11,9,22,1.7346053120000007
2011-01-12,4,31,7.3411881984
2011-01-13,7,10,-2.4628980736
2011-01-14,2,12,5.095105126399999
2011-01-15,6,32,-0.6150401024000001
2011-01-16,11,17,-1.8079477760000005
2011-01-17,2,21,5.884836659199999
2011-01-18,7,17,4.781689856000001
2011-01-19,14,13,2.3827812352000004
2011-01-20,6,14,4.686775808
2011-01-21,6,8,5.330374144
2011-01-22,12,5,-0.9609887744000001
2011-01-23,11,9,-1.9818144768000006
2011-01-24,8,22,3.8066926591999994
2011-01-25,6,14,2.135102976
2011-01-26,5,10,4.112877363200001
2011-01-27,0,10,8.7477865472
2011-01-28,1,3,3.6206679040000007
2011-01-29,5,17,-3.0663205888
2011-01-30,13,19,1.3775817727999993
2011-01-31,0,14,2.3498964991999998
2011-02-01,1,4,3.1816857599999997
2011-02-02,10,10,6.91107328
2011-02-03,7,5,0.04180080640000039
2011-02-04,2,7,-0.12257597440000012
2011-02-05,2,18,-1.6413072383999998
2011-02-06,1,3,-0.9538608128000003
2011-02-07,1,18,4.360361984
2011-02-08,1,0,-0.5072596991999996
2011-02-09,1,3,9.0134851584
2011-02-10,2,4,7.396526080000001
2011-02-11,1,19,5.7947592704
2011-02-12,0,4,-3.3074634752000005
2011-02-13,2,4,-1.688618700800001
2011-02-14,1,5,3.8715775999999993
2011-02-15,0,8,9.14908672
2011-02-16,1,0,3.719886336
2011-02-17,5,2,-2.0294728704000002
2011-02-18,1,3,1.123088896
2011-02-19,9,6,2.2325370880000004
2011-02-20,2,10,-1.8184641536
2011-02-21,0,32,0.014297599999999355
2011-02-22,0,29,3.08052992
2011-02-23,4,16,10.549464576
2011-02-24,0,16,4.813766041600001
2011-02-25,2,60,8.9802314752
2011-02-26,2,40,2.1007246335999996
2011-02-27,1,6,-3.1647316992000007
2011-02-28,1,10,0.22024867839999906
2011-03-01,3,11,7.377271808
2011-03-02,5,10,24.0953967616
2011-03-03,3,18,9.027694694400001
2011-03-04,3,9,5.550372659199999
2011-03-05,3,26,-2.7034396672000005
2011-03-06,1,42,2.258159923199999
2011-03-07,3,15,14.464399257599998
2011-03-08,2,17,11.231530496
2011-03-09,0,8,16.526457651199998
2011-03-10,1,21,9.8811265024
2011-03-11,0,23,9.1547011072
2011-03-12,4,23,-3.520363110400001
2011-03-13,4,21,-2.892986060800002
2011-03-14,4,69,23.4961671168
2011-03-15,1,97,4.125740441600001
2011-03-16,1,52,8.549415628799999
2011-03-17,0,38,2.3797891072000006
2011-03-18,0,4,18.5504846848
2011-03-19,2,28,7.0897241088000005
2011-03-20,0,55,5.982607155199999
2011-03-21,2,40,25.581740134399997
2011-03-22,2,32,18.880816435200003
2011-03-23,4,36,12.952050995199999
2011-03-24,4,27,6.516080435199999
2011-03-25,3,31,20.851629055999997
2011-03-26,0,53,-5.2805564416
2011-03-27,0,22,3.6482069503999988
2011-03-28,1,15,1.187765247999999
2011-03-29,1,20,11.1862135808
2011-03-30,1,14,4.894526259200001
2011-03-31,1,23,16.7256495104
2011-04-01,0,11,17.9000740864
2011-04-02,0,0,-3.3613754367999995
2011-04-03,0,21,3.968656895999999
2011-04-04,1,22,-4.523016294400001
2011-04-05,4,13,4.465907609599999
2011-04-06,4,18,1.9571350528
2011-04-07,2,14,18.3176891392
2011-04-08,0,16,16.4038228992
2011-04-09,5,19,-4.909059891199998
2011-04-10,21,11,-3.502113382400001
2011-04-11,20,23,4.164533657599999
2011-04-12,2,30,14.644340224
2011-04-13,0,45,9.4253070336
2011-04-14,1,15,7.085460684799999
2011-04-15,4,37,-1.7666827264
2011-04-16,6,27,2.9799959551999997
2011-04-17,9,6,4.2024654848
2011-04-18,6,24,10.2901587968
2011-04-19,0,24,17.0333357056
2011-04-20,0,53,7.892916531200001
2011-04-21,5,23,2.3784214527999996
2011-04-22,6,3,11.684523008
2011-04-23,10,6,-2.438273843200001
2011-04-24,19,20,-2.229800345600001
2011-04-25,6,18,4.889765171199999
2011-04-26,10,28,7.2669733888
2011-04-27,3,32,8.5666274304
2011-04-28,0,30,19.9768845312
2011-04-29,0,19,15.426128896
2011-04-30,3,32,-6.2632677376
2011-05-01,3,29,6.375490355199998
2011-05-02,4,30,-0.07475138560000083
2011-05-03,5,21,23.020991283199997
2011-05-04,11,24,9.028685004800002
2011-05-05,10,29,35.5620944896
2011-05-06,7,16,6.3431374848000015
2011-05-07,5,54,-6.992101376000001
2011-05-08,0,17,-5.048580403200003
2011-05-09,8,54,9.949673267199998
2011-05-10,1,29,4.2261395456
2011-05-11,0,16,30.629008384000002
2011-05-12,11,14,7.520532275200001
2011-05-13,3,16,16.330519347200003
2011-05-14,15,52,17.2577384448
2011-05-15,1,23,-7.311970713600001
2011-05-16,2,15,15.022846156799996
2011-05-17,5,17,12.845750681599998
2011-05-18,1,11,21.1348716544
2011-05-19,8,25,21.063675904
2011-05-20,0,20,16.7271709696
2011-05-21,3,23,14.855695052799998
2011-05-22,0,17,19.019757056
2011-05-23,1,45,-4.757581516800002
2011-05-24,2,39,10.524572876799997
2011-05-25,1,38,7.6987344896
2011-05-26,5,24,-2.8626499583999987
2011-05-27,1,17,32.590644224
2011-05-28,7,30,-5.845265100799997
2011-05-29,4,36,-7.1026221056
2011-05-30,4,28,-3.2939644928
2011-05-31,2,28,22.8778351616
2011-06-01,2,32,22.7390476288
2011-06-02,2,7,10.3389917184
2011-06-03,10,26,6.237379891199998
2011-06-04,5,19,11.3233668096
2011-06-05,3,18,-5.2249957376000005
2011-06-06,10,27,-0.900971622400002
2011-06-07,5,13,0.9659335679999979
2011-06-08,6,12,15.2116325376
2011-06-09,20,26,22.621215129600003
2011-06-10,10,29,16.925109248000002
2011-06-11,17,26,0.4497592319999981
2011-06-12,9,4,-0.8309821440000018
2011-06-13,13,6,-1.1575156736000007
2011-06-14,23,4,29.0581163008
2011-06-15,14,3,36.7562051584
2011-06-16,21,12,34.15330304
2011-06-17,0,21,22.5498399744
2011-06-18,6,12,-2.0864756736000025
2011-06-19,17,18,12.736356249599996
2011-06-20,10,29,13.467666943999998
2011-06-21,8,11,1.2411984895999986
2011-06-22,16,6,0.49781258239999815
2011-06-23,27,6,6.913566924800001
2011-06-24,16,7,9.912790425600004
2011-06-25,12,42,-0.24211486719999797
2011-06-26,2,15,-3.0326619136
2011-06-27,10,28,33.9280216064
2011-06-28,6,12,39.7048674304
2011-06-29,15,46,23.113078784
2011-06-30,8,17,23.343314124799996
2011-07-01,22,20,17.797971456
2011-07-02,7,15,-8.757087232000003
2011-07-03,9,33,-1.3842245632000036
2011-07-04,11,47,1.281258700799997
2011-07-05,5,23,18.9860604928
2011-07-06,2,6,58.038981324800005
2011-07-07,8,3,12.978417664000006
2011-07-08,29,21,42.7035890688
2011-07-09,27,20,-4.7410445312
2011-07-10,34,4,0.05817620479999519
2011-07-11,25,0,24.730944921599995
2011-07-12,31,3,36.415550668799995
2011-07-13,17,20,14.299868774399997
2011-07-14,6,20,9.0710670336
2011-07-15,8,35,13.9355276288
2011-07-16,11,6,-3.4627417087999994
2011-07-17,2,19,-1.6660933632000017
2011-07-18,40,14,7.610892287999998
2011-07-19,53,21,14.1350709248
2011-07-20,11,6,12.756804096000003
2011-07-21,5,9,14.516791296000003
2011-07-22,34,15,19.2387638272
2011-07-23,12,24,0.05447270400000015
2011-07-24,9,7,-3.907856691200001
2011-07-25,34,6,10.616678399999998
2011-07-26,19,24,34.2273440768
2011-07-27,2,25,27.85160704
2011-07-28,3,16,36.9471721472
2011-07-29,24,48,14.657033523199999
2011-07-30,7,31,0.8294068223999993
2011-07-31,16,21,-7.513419673600003
2011-08-01,5,18,4.345837977599997
2011-08-02,3,34,40.3432356864
2011-08-03,2,21,17.384904601600002
2011-08-04,8,4,15.0372878336
2011-08-05,18,6,26.729592832
2011-08-06,11,15,-11.2241183744
2011-08-07,3,8,-8.635003084800003
2011-08-08,12,11,8.527684505599996
2011-08-09,4,21,20.2347218944
2011-08-10,7,8,21.3498273792
2011-08-11,8,17,26.498893516800003
2011-08-12,13,17,62.5785531392
2011-08-13,3,22,-18.997530521599998
2011-08-14,7,4,-7.077400064000006
2011-08-15,6,9,38.405154918399994
2011-08-16,18,16,34.520289792
2011-08-17,11,9,15.4224021504
2011-08-18,6,30,15.0824963072
2011-08-19,6,51,22.8792559616
2011-08-20,29,41,3.815147212800003
2011-08-21,3,22,-12.886329446400001
2011-08-22,19,16,15.817112780799995
2011-08-23,5,17,0.1563121664000029
2011-08-24,11,7,13.047169433600002
2011-08-25,0,22,-3.001535385599997
2011-08-26,10,13,23.9579010048
2011-08-27,0,12,42.316854681600006
2011-08-28,2,9,-11.280411955199998
2011-08-29,2,17,9.019154431999995
2011-08-30,8,16,5.693594623999999
2011-08-31,4,5,21.226013900799998
2011-09-01,3,50,40.660468224
2011-09-02,9,24,4.2163741696
2011-09-03,2,8,3.1551358975999975
2011-09-04,8,10,-9.917142016
2011-09-05,3,20,-5.893858508800001
2011-09-06,5,13,0.1817862143999993
2011-09-07,4,4,4.2391293952
2011-09-08,1,0,-0.1666932735999982
2011-09-09,0,17,5.627649126400003
2011-09-10,0,20,5.1840080896000025
2011-09-11,6,5,-2.548146687999999
2011-09-12,4,18,44.040556544
2011-09-13,2,2,6.652318720000002
2011-09-14,2,7,25.065096192
2011-09-15,3,8,16.1520308224
2011-09-16,2,0,19.079358668799998
2011-09-17,2,6,-8.841992089600001
2011-09-18,6,9,-5.037277081600003
2011-09-19,2,14,3.917581414399997
2011-09-20,6,10,31.562319257600002
2011-09-21,9,19,18.9887794176
2011-09-22,5,3,15.707533107200002
2011-09-23,1,6,30.7014832128
2011-09-24,0,8,4.6670344192
2011-09-25,1,4,-5.043788288000002
2011-09-26,2,0,15.616330444799997
2011-09-27,0,1,21.513747251199998
2011-09-28,3,42,11.2571393024
2011-09-29,0,31,-4.078812364800001
2011-09-30,2,8,25.484365824
2011-10-01,1,27,-5.278064844799998
2011-10-02,0,20,-4.1089179648
2011-10-03,0,37,-0.8323792896000013
2011-10-04,0,63,4.9841238016
2011-10-05,5,31,34.4265817088
2011-10-06,2,49,5.523879321600003
2011-10-07,0,33,5.968328396799999
2011-10-08,0,15,-7.0814706688
2011-10-09,0,19,-0.058534195200000916
2011-10-10,0,4,2.6249506815999992
2011-10-11,0,32,12.557001420799999
2011-10-12,15,28,43.6041263104
2011-10-13,42,11,-5.732575641599997
2011-10-14,13,19,-5.345226137600002
2011-10-15,14,3,-1.485468774400001
2011-10-16,12,8,-1.5158265856000002
2011-10-17,19,16,7.291564031999999
2011-10-18,24,15,13.0420056064
2011-10-19,18,37,-5.7253023744
2011-10-20,14,20,9.952339865600003
2011-10-21,15,11,41.3900760064
2011-10-22,8,10,-7.274258636799999
2011-10-23,7,37,-0.8443552768000036
2011-10-24,9,20,29.452459724799997
2011-10-25,6,20,-2.7261380608000003
2011-10-26,5,10,2.6960849919999985
2011-10-27,6,12,13.366104883199998
2011-10-28,12,30,38.826535424
2011-10-29,9,6,-3.2492111871999967
2011-10-30,13,34,-1.4835057664000022
2011-10-31,14,40,11.883449958399998
2011-11-01,2,28,5.4753408000000015
2011-11-02,17,20,42.0481844224
2011-11-03,12,24,-6.672667340799999
2011-11-04,10,27,-6.096059801600003
2011-11-05,3,25,23.5805307904
2011-11-06,15,26,-4.478040678399999
2011-11-07,6,28,11.301873151999999
2011-11-08,9,24,3.9947251712
2011-11-09,8,5,10.7906285568
2011-11-10,6,15,11.969011916800001
2011-11-11,5,26,8.275119206400001
2011-11-12,12,21,-1.0487917568000018
2011-11-13,7,8,-3.1182015488
2011-11-14,11,17,2.3334672383999995
2011-11-15,9,21,4.4887946240000005
2011-11-16,15,11,55.1676787712
2011-11-17,10,8,19.021361561600003
2011-11-18,10,17,23.164582195199998
2011-11-19,6,7,-6.7035549696000025
2011-11-20,1,23,-7.492950118400003
2011-11-21,9,28,7.527993753599997
2011-11-22,3,35,10.479734067199999
2011-11-23,4,18,3.4947593215999984
2011-11-24,2,4,-2.639000371199998
2011-11-25,4,14,4.078814310400002
2011-11-26,2,17,-0.6195300351999968
2011-11-27,1,8,-3.3478237183999995
2011-11-28,11,12,4.163693875199999
2011-11-29,27,11,34.4914753536
2011-11-30,7,4,2.0811742208000013
2011-12-01,44,7,6.828046131199999
2011-12-02,25,12,19.1136306176
2011-12-03,15,26,-2.2114896896000005
2011-12-04,24,9,-1.4307798016000017
2011-12-05,15,12,2.895000678399999
2011-12-06,11,9,7.882700287999999
2011-12-07,31,12,22.949070233600004
2011-12-08,21,11,6.465985843200002
2011-12-09,13,14,5.976712089599999
2011-12-10,15,18,-5.4310218752
2011-12-11,17,9,-0.8160005120000005
2011-12-12,35,10,0.9809924095999989
2011-12-13,20,8,18.1664415744
2011-12-14,19,15,26.9301138432
2011-12-15,13,20,2.3297006592000002
2011-12-16,15,13,34.9355583488
2011-12-17,11,17,12.795962368000001
2011-12-18,10,42,5.109959372799997
2011-12-19,9,27,36.98576783359999
2011-12-20,1,14,18.4777975808
2011-12-21,1,17,10.883741286399996
2011-12-22,1,10,8.178218905599998
2011-12-23,2,15,-0.5439593472000013
2011-12-24,1,17,-3.8674009088000005
2011-12-25,14,17,-5.6646458368
2011-12-26,18,2,-3.4667166720000004
2011-12-27,5,7,-3.356502118399998
2011-12-28,3,4,9.522546585600002
2011-12-29,10,4,1.0393607168000027
2011-12-30,7,5,6.078650368000002
2011-12-31,11,9,5.673280409600001
2012-01-01,19,20,-1.4096569344
2012-01-02,6,9,20.879906816
2012-01-03,27,21,5.1059173376
2012-01-04,15,13,8.014042009599999
2012-01-05,35,10,17.677830655999998
2012-01-06,14,4,20.4503575552
2012-01-07,9,10,19.59403776
2012-01-08,6,6,-0.6071254016000012
2012-01-09,18,14,17.476201062399998
2012-01-10,10,11,8.4722476032
2012-01-11,8,10,13.0956223488
2012-01-12,16,15,11.5979319296
2012-01-13,10,17,22.5212377088
2012-01-14,2,47,19.2359861248
2012-01-15,2,5,2.5867793407999997
2012-01-16,4,48,33.420233318399994
2012-01-17,11,10,48.862043136
2012-01-18,7,41,21.009142783999998
2012-01-19,10,18,57.8502233088
2012-01-20,3,13,50.9167444992
2012-01-21,8,25,2.9837285375999976
2012-01-22,7,10,-12.891745484800005
2012-01-23,3,9,6.054195097599994
2012-01-24,13,10,52.667987968
2012-01-25,22,29,19.1444717568
2012-01-26,22,13,12.285099212799999
2012-01-27,6,23,18.7512790016
2012-01-28,18,8,-3.1856154623999977
2012-01-29,5,11,0.7833445375999997
2012-01-30,22,8,5.241337241599997
2012-01-31,6,11,21.918994636799997
2012-02-01,4,16,10.039610880000003
2012-02-02,2,18,13.915730841600002
2012-02-03,3,11,18.0490167296
2012-02-04,3,26,31.2998346752
2012-02-05,2,25,2.1723800576000016
2012-02-06,15,12,10.117403238399996
2012-02-07,10,6,-0.5888791552000008
2012-02-08,1,21,22.802488832
2012-02-09,8,13,0.6040692736000004
2012-02-10,9,12,36.4969562112
2012-02-11,8,10,6.875628032000002
2012-02-12,3,23,16.6299981824
2012-02-13,0,17,22.0246617088
2012-02-14,6,18,11.816887091199998
2012-02-15,4,37,11.905672601599997
2012-02-16,3,23,-5.6021852160000005
2012-02-17,3,14,9.072682393599997
2012-02-18,5,12,17.5352292352
2012-02-19,29,22,-7.32459008
2012-02-20,39,56,1.9385952255999994
2012-02-21,16,62,18.4358007808
2012-02-22,15,29,9.795823206400001
2012-02-23,10,45,23.225375232
2012-02-24,9,13,10.6580982784
2012-02-25,6,25,2.624523673599999
2012-02-26,35,37,-7.585934028800001
2012-02-27,21,21,9.5376807936
2012-02-28,15,12,11.2003145728
2012-02-29,20,17,30.157510348800002
2012-03-01,9,9,2.7495916544000014
2012-03-02,15,13,16.6825259008
2012-03-03,18,6,7.283483545599999
2012-03-04,34,26,-0.4698241024000005
2012-03-05,27,41,-1.3091278848000023
2012-03-06,18,19,44.101448192
2012-03-07,23,13,6.874946150400003
2012-03-08,33,17,19.6450696192
2012-03-09,16,11,-1.7575395327999992
2012-03-10,42,11,20.880471654399997
2012-03-11,26,6,13.242853376
2012-03-12,10,41,2.4685545471999983
2012-03-13,9,46,14.576241356799997
2012-03-14,16,57,15.259496960000002
2012-03-15,29,45,49.3782139904
2012-03-16,35,39,22.403615232000003
2012-03-17,44,52,-8.603891712000003
2012-03-18,37,14,-1.3210808320000034
2012-03-19,40,8,11.5887739904
2012-03-20,15,9,11.6335007744
2012-03-21,25,20,20.335845068799998
2012-03-22,16,27,13.3740689408
2012-03-23,7,19,22.67468032
2012-03-24,12,8,-2.099262463999999
2012-03-25,17,22,4.160951807999998
2012-03-26,4,21,7.285136588799998
2012-03-27,10,8,17.2828964864
2012-03-28,5,8,10.36812544
2012-03-29,10,13,39.7510690816
2012-03-30,4,12,-2.9699665919999987
2012-03-31,8,37,-6.7557242880000015
2012-04-01,26,22,15.668897894399999
2012-04-02,9,20,6.538056089600001
2012-04-03,6,18,5.2318747648
2012-04-04,1,8,16.850489344
2012-04-05,4,27,7.950149120000001
2012-04-06,1,15,44.771416064
2012-04-07,13,10,-8.215704473599999
2012-04-08,39,15,8.534016819199996
2012-04-09,24,27,0.4385230847999999
2012-04-10,25,33,0.0886080511999987
2012-04-11,30,20,6.347780608
2012-04-12,37,15,5.9801607168
2012-04-13,6,21,8.983514726400001
2012-04-14,38,16,3.558671667200003
2012-04-15,29,28,11.4088450048
2012-04-16,26,30,2.7431493632000006
2012-04-17,34,17,4.8444669951999995
2012-04-18,13,29,7.0837556224
2012-04-19,10,12,14.771949363200001
2012-04-20,27,21,37.0430144512
2012-04-21,13,9,-3.4238286847999984
2012-04-22,10,24,-4.7410908160000025
2012-04-23,19,32,13.863654912
2012-04-24,15,35,1.7829988352000008
2012-04-25,13,16,10.242218086399998
2012-04-26,18,9,5.302628351999999
2012-04-27,9,19,14.8069706752
2012-04-28,26,6,-0.8116572159999977
2012-04-29,31,58,-5.5404921856
2012-04-30,32,21,0.9593698303999991
2012-05-01,19,33,8.061992140800001
2012-05-02,22,13,5.826163814400001
2012-05-03,18,20,28.774695014400002
2012-05-04,10,26,-0.9330248703999988
2012-05-05,14,9,-3.7620051968000006
2012-05-06,21,35,-2.685181542400001
2012-05-07,9,18,7.512130867199999
2012-05-08,15,11,1.2644792319999998
2012-05-09,5,11,-1.1710478336000003
2012-05-10,19,17,3.6322758655999996
2012-05-11,4,11,2.2627046400000017
2012-05-12,3,15,-1.5802324991999992
2012-05-13,31,18,-0.43262494720000033
2012-05-14,14,22,5.916590387199999
2012-05-15,14,37,17.8689463296
2012-05-16,12,37,24.877661696
2012-05-17,10,10,7.710037504000001
2012-05-18,10,25,12.962936627199998
2012-05-19,8,18,17.2451378176
2012-05-20,9,30,-7.123382784
2012-05-21,17,10,-0.21760010240000405
2012-05-22,30,10,37.4948422656
2012-05-23,14,7,49.5435779072
2012-05-24,29,7,5.133978112000001
2012-05-25,13,23,10.831389695999999
2012-05-26,16,24,-0.05816944640000088
2012-05-27,21,18,-5.291189248000002
2012-05-28,36,23,-1.525648384000002
2012-05-29,38,28,12.656315699199997
2012-05-30,28,9,14.622913024000002
2012-05-31,23,24,37.1981990912
2012-06-01,7,17,4.162921369600003
2012-06-02,12,17,18.0145840128
2012-06-03,5,27,7.9113841663999995
2012-06-04,7,24,5.329072947199997
2012-06-05,19,7,13.480613478399999
2012-06-06,10,6,19.454113792
2012-06-07,14,8,47.6792665088
2012-06-08,8,10,5.021968179200002
2012-06-09,6,4,14.4710957056
2012-06-10,11,8,-6.0635359232
2012-06-11,0,11,-1.792786739200002
