,rescript-lang/rescript-compiler,microsoft/typescript,google/closure-compiler
2016-07-19,9.190200065515626,12,11
2016-07-20,8.428786013525,5,0
2016-07-21,5.1356540300062505,22,13
2016-07-22,0.3023284921999996,29,11
2016-07-23,-0.20263635389062418,10,0
2016-07-24,1.1463125243343764,1,0
2016-07-25,3.1910451337531263,7,22
2016-07-26,9.068002957428126,15,11
2016-07-27,5.41134981984375,20,8
2016-07-28,-1.605093304265625,16,22
2016-07-29,2.0988003785312506,18,14
2016-07-30,0.11406168496718838,2,0
2016-07-31,1.3579935394125013,2,0
2016-08-01,17.353152361432812,22,4
2016-08-02,10.761370492865623,18,0
2016-08-03,7.5570528359499995,13,0
2016-08-04,-0.34589450396875066,12,4
2016-08-05,6.470106430998438,13,57
2016-08-06,2.200163339703126,5,0
2016-08-07,-1.5270112381234358,4,0
