,jetbrains/kotlin,scala/scala,apache/groovy
2013-08-05,0.5446555000000011,0,3
2013-08-06,1.534739431093751,6,6
2013-08-07,13.449603928093751,0,4
2013-08-08,8.293827799517187,21,7
2013-08-09,40.152066955665624,2,13
2013-08-10,-5.169911559670316,5,2
2013-08-11,-2.5432659226437506,1,4
2013-08-12,4.33332277875,9,5
2013-08-13,11.154983619484378,10,2
2013-08-14,10.438629148932815,12,2
2013-08-15,0.12950442520937555,17,1
2013-08-16,0.9413226918406266,26,0
2013-08-17,-1.656670672015623,34,0
2013-08-18,-0.13035413150937236,12,0
2013-08-19,10.305326410000001,9,2
2013-08-20,0.37192815815625035,6,2
2013-08-21,15.86966447683125,9,16
