,minio/minio,ceph/ceph,seaweedfs/seaweedfs
2023-07-19,3.3653969920000004,17.0,1
2023-07-20,1.0993451008000001,13.0,0
2023-07-21,3.4256969728,15.0,0
2023-07-22,0.10090618880000024,5.0,1
2023-07-23,-0.36847093760000016,6.0,0
2023-07-24,3.0016165887999997,47.0,2
2023-07-25,0.5663779840000001,37.0,0
2023-07-26,2.7962411007999997,14.0,0
2023-07-27,5.488587878400001,15.0,0
2023-07-28,1.793062912,10.0,0
2023-07-29,1.1150271487999999,0.0,0
2023-07-30,0.3687639039999997,5.0,0
2023-07-31,4.6827651072,22.0,0
2023-08-01,2.9972591616,47.0,1
2023-08-02,0.9316946944,30.0,0
2023-08-03,3.2855002111999996,28.0,0
2023-08-04,2.9877433344,17.0,0
2023-08-05,0.8983099391999998,2.0,0
2023-08-06,-1.7179467776000001,12.0,0
2023-08-07,0.005504204799999579,24.0,0
2023-08-08,1.1031350272,38.0,0
2023-08-09,1.9918411776000005,63.0,2
2023-08-10,4.8231045120000005,32.0,1
2023-08-11,2.1751333888000004,23.0,0
2023-08-12,-1.701801472,0.0,0
2023-08-13,-0.8858106880000002,3.0,1
2023-08-14,0.4345996287999998,18.0,0
2023-08-15,6.402856448,30.0,0
2023-08-16,2.2032582656,25.0,0
2023-08-17,0.3406226431999997,25.0,8
2023-08-18,0.7189587968,9.0,0
2023-08-19,0.8548970496000001,1.0,1
2023-08-20,-0.03945820160000002,1.0,3
2023-08-21,4.214727679999999,16.0,5
2023-08-22,0.4911380479999998,33.0,6
2023-08-23,1.8119801856,20.0,5
2023-08-24,3.6957806592000004,24.0,1
2023-08-25,3.3171001344,15.0,0
2023-08-26,0.15312363519999983,5.0,1
2023-08-27,-0.36465684480000027,5.0,3
2023-08-28,-0.009425612800000316,28.0,7
2023-08-29,3.1487722496,22.0,2
2023-08-30,3.6330736640000003,57.0,0
2023-08-31,1.2924485632,10.0,1
2023-09-01,4.5140261888,12.0,2
2023-09-02,-0.028503551999999654,0.0,1
2023-09-03,-1.4226216960000002,4.0,0
2023-09-04,2.1855516671999995,7.0,0
2023-09-05,-0.17091594239999996,20.0,4
2023-09-06,5.1236438016,31.0,3
2023-09-07,2.2297590784000003,23.0,3
2023-09-08,-1.676727808,19.0,1
2023-09-09,0.12420423679999992,5.0,0
2023-09-10,-0.7840139263999999,12.0,0
2023-09-11,2.5362363392,74.0,3
2023-09-12,3.067193344,31.0,1
2023-09-13,4.6913287168,17.0,1
2023-09-14,5.1439614976,21.0,1
2023-09-15,3.6744042496000002,13.0,1
2023-09-16,0.6741878783999997,2.0,7
2023-09-17,0.20458188799999943,2.0,4
2023-09-18,1.5386192895999995,13.0,9
2023-09-19,5.482205184,24.0,8
2023-09-20,0.6704631808000001,30.0,0
2023-09-21,3.1749284864,40.0,9
2023-09-22,1.9337511936,45.0,6
2023-09-23,-0.9210574847999999,10.0,10
2023-09-24,-1.2526710784000004,5.0,2
2023-09-25,5.2234267648,21.0,20
2023-09-26,3.2420447232000003,33.0,4
2023-09-27,-0.9067901951999999,14.0,1
2023-09-28,-0.2103333888000003,12.0,3
2023-09-29,5.0809177088,9.0,0
2023-09-30,4.21395968,10.0,3
2023-10-01,-1.0761179136,5.0,6
2023-10-02,0.7566903295999994,28.0,6
2023-10-03,-0.186524672,21.0,8
2023-10-04,0.053073817600000295,37.0,0
2023-10-05,-0.779049984,47.0,4
2023-10-06,4.5282738176,20.0,1
2023-10-07,-0.35345674239999947,5.0,0
2023-10-08,2.1219373056000004,9.0,1
2023-10-09,-1.0890220544,33.0,1
2023-10-10,10.4653997056,32.0,1
2023-10-11,-0.5615331327999993,15.0,0
2023-10-12,7.464662937599999,26.0,3
2023-10-13,1.3178602495999998,16.0,6
2023-10-14,0.8642483199999997,9.0,0
2023-10-15,-1.8276106240000005,9.0,1
2023-10-16,1.9341787135999997,8.0,1
2023-10-17,0.6273164287999999,8.0,0
2023-10-18,3.781078528,20.0,1
2023-10-19,-1.7806019583999997,21.0,2
2023-10-20,1.1197786112,31.0,1
2023-10-21,0.9956368384000003,1.0,0
2023-10-22,-0.9333989375999998,18.0,2
2023-10-23,1.4872741887999998,5.0,0
2023-10-24,7.257639424,15.0,2
2023-10-25,3.9709109248000005,7.0,0
2023-10-26,2.8751931392,7.0,1
2023-10-27,-2.0682577920000007,13.0,0
2023-10-28,1.9294991359999993,1.0,0
2023-10-29,-0.3404597248000001,6.0,0
2023-10-30,4.0165614592,30.0,3
2023-10-31,0.36155801600000004,19.0,0
2023-11-01,2.7074552832,21.0,5
2023-11-02,0.4190773248000004,41.0,0
2023-11-03,2.7824229376000003,65.0,0
2023-11-04,-1.4804357120000002,23.0,0
2023-11-05,0.2362941439999997,5.0,1
2023-11-06,2.2613690367999997,68.0,1
2023-11-07,-1.0654485503999997,37.0,1
2023-11-08,3.410169344,15.0,1
2023-11-09,2.8243418112,26.0,3
2023-11-10,0.6073042944,10.0,1
2023-11-11,2.9084736512,16.0,0
2023-11-12,-1.4144905216,6.0,0
2023-11-13,1.2822881279999996,16.0,10
2023-11-14,4.1013083136,34.0,1
2023-11-15,-0.5323021312,23.0,0
2023-11-16,3.0357406719999998,9.0,1
2023-11-17,2.5898031104,28.0,2
2023-11-18,0.4665682944,6.0,1
2023-11-19,0.8033728511999998,14.0,0
2023-11-20,0.9021891583999997,16.0,13
2023-11-21,5.973618176,24.0,8
2023-11-22,3.9791368192000003,12.0,0
2023-11-23,-1.2004285440000002,34.0,1
2023-11-24,2.6871433216,16.0,21
2023-11-25,-1.6364112895999998,3.0,0
2023-11-26,0.09828413439999972,5.0,6
2023-11-27,2.1906148352,15.0,2
2023-11-28,8.865290035200001,7.0,0
2023-11-29,-1.6377858047999996,42.0,0
2023-11-30,3.5501463552,73.0,1
2023-12-01,2.1567533055999997,17.0,0
2023-12-02,3.2489430016,8.0,0
2023-12-03,-1.9770505216000003,7.0,0
2023-12-04,2.9450081279999996,46.0,0
2023-12-05,2.4525915136,18.0,1
2023-12-06,4.3095001088,38.0,2
2023-12-07,1.8548899840000002,28.0,2
2023-12-08,4.1393412095999995,18.0,0
2023-12-09,-0.24907520000000005,6.0,1
2023-12-10,-1.5792751616000003,11.0,0
2023-12-11,-0.9473848320000005,52.0,1
2023-12-12,1.352425472,19.0,2
2023-12-13,4.0888802304,35.0,4
2023-12-14,6.462444646400001,12.0,2
2023-12-15,-0.37078487039999963,16.0,0
2023-12-16,-0.5172571136000002,6.0,0
2023-12-17,-1.0666635264000002,8.0,0
2023-12-18,1.3617236991999997,18.0,0
2023-12-19,2.1445145599999997,20.0,0
2023-12-20,0.8784885760000001,15.0,1
2023-12-21,0.9653153792000002,9.0,3
2023-12-22,5.997069312000001,9.0,8
2023-12-23,0.04667105280000028,0.0,3
2023-12-24,-1.2799920128000004,4.0,2
2023-12-25,0.2781188095999996,2.0,0
2023-12-26,-0.702685184,9.0,0
2023-12-27,2.5312351232,11.0,1
2023-12-28,0.057889484800000224,12.0,5
2023-12-29,1.3133412351999998,0.0,3
2023-12-30,1.1909578752000005,2.0,0
2023-12-31,-0.8452896767999998,2.0,1
2024-01-01,0.5919265791999998,6.0,1
2024-01-02,3.535589888,42.0,8
2024-01-03,-1.0819503104,16.0,6
2024-01-04,1.4799805439999998,23.0,0
2024-01-05,2.2478931967999998,24.0,12
2024-01-06,0.00496578560000005,11.0,2
2024-01-07,-0.7122869248000001,1.0,0
2024-01-08,2.5852193792,25.0,4
2024-01-09,1.118033408,47.0,3
2024-01-10,2.1389142016,56.0,1
2024-01-11,2.9254467584,12.0,4
2024-01-12,1.663215616,8.0,9
2024-01-13,2.7071634432,2.0,0
2024-01-14,-1.4969541632,4.0,2
2024-01-15,0.22088488959999952,3.0,2
2024-01-16,4.266753024,31.0,15
2024-01-17,0.5103131648000003,22.0,4
2024-01-18,5.8527608832,32.0,15
2024-01-19,2.9389457408000004,7.0,1
2024-01-20,-1.0102834176000002,24.0,2
2024-01-21,-1.2462676992000004,4.0,3
2024-01-22,2.2247798783999997,17.0,15
2024-01-23,-0.134630912,25.0,0
2024-01-24,12.1374570496,38.0,6
2024-01-25,-1.1612892159999997,140.0,4
2024-01-26,2.1804849151999997,14.0,3
2024-01-27,1.1296412672,2.0,2
2024-01-28,3.383643136,12.0,12
2024-01-29,6.0851536896,36.0,5
2024-01-30,5.3448637439999995,56.0,3
2024-01-31,4.004355276799999,36.0,3
2024-02-01,1.0163137536000004,20.0,1
2024-02-02,4.5396497408,11.0,2
2024-02-03,0.23549829119999988,12.0,1
2024-02-04,-1.1325925376000008,21.0,7
2024-02-05,4.5026572287999995,25.0,2
2024-02-06,7.7827921920000005,12.0,8
2024-02-07,0.7773892608000006,38.0,1
2024-02-08,3.5906147327999998,34.0,0
2024-02-09,1.4482542591999996,16.0,0
2024-02-10,-2.1830163456,5.0,0
2024-02-11,-0.2677081088000004,9.0,0
2024-02-12,7.9466119168,21.0,0
2024-02-13,4.4826059776000005,27.0,0
2024-02-14,6.3208830976,31.0,5
2024-02-15,0.8088801280000002,15.0,1
2024-02-16,-0.3878465536000002,23.0,0
2024-02-17,0.23018024959999983,8.0,0
2024-02-18,-1.4838153216000003,6.0,0
2024-02-19,1.0700462079999995,15.0,2
2024-02-20,3.8903510016000005,39.0,1
2024-02-21,3.2747341824000005,29.0,0
2024-02-22,3.1275886592000006,25.0,1
2024-02-23,0.04831395840000008,11.0,0
2024-02-24,0.6284217343999998,1.0,3
2024-02-25,0.8097482751999998,3.0,1
2024-02-26,3.8873838592,17.0,2
2024-02-27,1.333566976,25.0,1
2024-02-28,5.5020731392,35.0,0
2024-02-29,3.741951488,34.0,6
2024-03-01,3.667931648,30.0,2
2024-03-02,-0.4103132160000005,9.0,0
2024-03-03,2.3304804351999993,7.0,0
2024-03-04,1.1720138751999998,46.0,0
2024-03-05,5.3385249792,39.0,1
2024-03-06,2.601014272,37.0,2
2024-03-07,4.7482728448,28.0,11
2024-03-08,0.3450263551999999,22.0,0
2024-03-09,1.0114809855999998,2.0,3
2024-03-10,2.2446631936,6.0,1
2024-03-11,0.17684869120000002,40.0,0
2024-03-12,1.5427764223999998,19.0,3
2024-03-13,-0.4951652351999998,14.0,0
2024-03-14,0.9139945472000002,39.0,1
2024-03-15,2.931528704,24.0,1
2024-03-16,-1.4228159487999998,4.0,13
2024-03-17,-0.7153436672000002,7.0,12
2024-03-18,4.5251652608,24.0,3
2024-03-19,3.6646662144000004,41.0,3
2024-03-20,2.3719698432,90.0,2
2024-03-21,4.3926355968,47.0,6
2024-03-22,-1.0369516544000001,30.0,11
2024-03-23,-1.2501695488000004,5.0,0
2024-03-24,-0.7821014016000003,7.0,6
2024-03-25,0.46147839999999973,31.0,5
2024-03-26,8.37489664,37.0,0
2024-03-27,1.7698990080000008,28.0,5
2024-03-28,13.19011328,28.0,10
2024-03-29,0.061269606400000676,15.0,2
2024-03-30,-0.6091398144000006,9.0,1
2024-03-31,-1.8371221504000008,7.0,5
2024-04-01,-0.15892992000000072,26.0,5
2024-04-02,3.9381166079999996,119.0,5
2024-04-03,1.2345583616000004,35.0,3
2024-04-04,6.3955369984,24.0,1
2024-04-05,1.512142438400001,10.0,0
2024-04-06,0.9440194560000004,3.0,1
2024-04-07,-1.6315616256000003,5.0,2
2024-04-08,5.078582579199999,22.0,4
2024-04-09,0.157004288,31.0,0
2024-04-10,2.6184375295999995,190.0,0
2024-04-11,7.352753152,20.0,2
2024-04-12,2.3008969728000004,25.0,9
2024-04-13,-2.3405018112000002,2.0,6
2024-04-14,-1.2330853376000004,2.0,2
2024-04-15,5.1756300288,16.0,1
2024-04-16,1.2002810880000006,26.0,1
2024-04-17,5.4371623935999995,24.0,1
2024-04-18,2.7350259712,20.0,4
2024-04-19,7.8303995904,29.0,5
2024-04-20,-1.1741787136,3.0,0
2024-04-21,-0.9367275520000007,9.0,0
2024-04-22,-0.3495987200000008,59.0,1
2024-04-23,3.8802119680000002,18.0,1
2024-04-24,5.2108297216,14.0,2
2024-04-25,5.6402843648,83.0,14
2024-04-26,4.171515187200001,18.0,6
2024-04-27,-1.830042112,2.0,1
2024-04-28,1.3022955519999995,10.0,15
2024-04-29,0.3780508671999996,41.0,4
2024-04-30,1.6180197375999996,50.0,2
2024-05-01,8.5173226496,17.0,0
2024-05-02,1.0961879040000007,30.0,9
2024-05-03,1.7708890112,26.0,0
2024-05-04,-1.0305539071999998,3.0,1
2024-05-05,-0.3179189248000003,8.0,7
2024-05-06,1.9874676735999999,27.0,2
2024-05-07,6.7142043648000005,29.0,3
2024-05-08,-1.3428282368,16.0,0
2024-05-09,10.6261567488,32.0,0
2024-05-10,2.7392839680000005,26.0,2
2024-05-11,-1.6981917696000002,10.0,0
2024-05-12,-0.6363662336000007,17.0,1
2024-05-13,1.7621963775999996,41.0,3
2024-05-14,5.5524929536,19.0,10
2024-05-15,5.7106019328,27.0,2
2024-05-16,-0.8029719552000003,25.0,1
2024-05-17,3.1905529856,24.0,3
2024-05-18,-1.1291219967999995,3.0,4
2024-05-19,0.6890310655999996,14.0,6
2024-05-20,-0.21212682240000036,29.0,14
2024-05-21,0.03537807359999989,18.0,8
2024-05-22,7.1483266048,21.0,4
2024-05-23,2.840879411200001,27.0,7
2024-05-24,4.9937353728,11.0,0
2024-05-25,-0.39779758079999983,8.0,2
2024-05-26,-0.6253527040000004,15.0,2
2024-05-27,0.8531117055999997,11.0,1
2024-05-28,4.841436467199999,25.0,1
2024-05-29,1.0816331775999999,22.0,4
2024-05-30,1.3841217536,18.0,11
2024-05-31,1.4482259968000002,22.0,0
2024-06-01,1.5459850240000004,2.0,0
2024-06-02,-0.4118611967999999,5.0,4
2024-06-03,3.0428393471999997,34.0,2
2024-06-04,5.5945005056,26.0,1
2024-06-05,1.8312604672000004,30.0,2
2024-06-06,5.1077462015999995,42.0,1
2024-06-07,2.5914262528,12.0,6
2024-06-08,-0.2411241472000003,7.0,0
2024-06-09,-0.6283651072000005,17.0,2
2024-06-10,5.8001517568,20.0,4
2024-06-11,0.8070255616000002,28.0,0
2024-06-12,1.2358201344,21.0,3
2024-06-13,5.3738606592,45.0,1
2024-06-14,-0.32081858559999965,14.0,7
2024-06-15,-1.5970582528000001,3.0,5
2024-06-16,-0.9244584960000002,13.0,1
2024-06-17,1.3730921472,30.0,2
2024-06-18,1.1287981056000005,30.0,0
2024-06-19,7.0646976512,28.0,3
2024-06-20,3.9040841728,26.0,2
2024-06-21,1.8248245248000003,32.0,0
2024-06-22,1.1016671231999997,9.0,2
2024-06-23,-1.5936683008000005,11.0,2
2024-06-24,-0.9125990400000006,33.0,0
2024-06-25,6.342324736,31.0,5
2024-06-26,2.0853553152,44.0,1
2024-06-27,-0.7599239168,26.0,7
2024-06-28,5.8289256448,22.0,5
2024-06-29,0.9096528896000002,4.0,1
2024-06-30,-1.6141925376000004,3.0,0
2024-07-01,2.1078463487999994,29.0,4
2024-07-02,4.795061759999999,21.0,0
2024-07-03,1.0915983360000003,49.0,5
2024-07-04,0.3946273791999999,26.0,2
2024-07-05,-1.2728385536000002,16.0,0
2024-07-06,-0.7461714944,15.0,0
2024-07-07,-0.5417509887999998,1.0,0
2024-07-08,1.6454309887999998,19.0,5
2024-07-09,3.3429181440000004,40.0,0
2024-07-10,4.824627916800001,30.0,3
2024-07-11,-0.7678326783999996,39.0,8
2024-07-12,4.9946165248,18.0,6
2024-07-13,0.22158929919999992,1.0,0
2024-07-14,0.7273983999999996,5.0,0
2024-07-15,1.8496153599999996,37.0,2
2024-07-16,1.6978088959999997,35.0,5
2024-07-17,0.6391053312000001,19.0,1
2024-07-18,-0.1779751935999998,23.0,3
2024-07-19,0.11250626559999988,22.0,0
2024-07-20,-0.7269146623999998,9.0,2
2024-07-21,0.5294606336000001,10.0,0
2024-07-22,0.5015473152000001,81.0,4
2024-07-23,4.5011244032,38.0,0
2024-07-24,4.711610572800001,31.0,0
2024-07-25,0.21486100479999992,16.0,1
2024-07-26,4.7646108672,23.0,4
2024-07-27,-0.8888218623999999,2.0,3
2024-07-28,-1.1551048704000006,8.0,0
2024-07-29,5.278125568,14.0,4
2024-07-30,3.2652645376000002,41.0,1
2024-07-31,0.1063581696,35.0,2
2024-08-01,-0.41863526399999995,29.0,2
2024-08-02,0.9728193535999998,8.0,8
2024-08-03,0.9745923072000002,2.0,0
2024-08-04,-1.0146566144,4.0,0
2024-08-05,2.4431543295999996,27.0,3
2024-08-06,-0.0005534719999995552,34.0,1
2024-08-07,0.2406910976000003,77.0,3
2024-08-08,1.3760215040000001,21.0,2
2024-08-09,0.2571625472000001,14.0,3
2024-08-10,0.4066937855999999,1.0,2
2024-08-11,-0.5501365248,1.0,1
2024-08-12,3.6831163391999997,31.0,5
2024-08-13,3.986809344,25.0,4
2024-08-14,0.5112839168000001,46.0,0
2024-08-15,6.9013246976,22.0,1
2024-08-16,-0.2130002944,9.0,3
2024-08-17,0.5376028671999995,4.0,0
2024-08-18,0.7525477375999996,9.0,1
2024-08-19,-1.1581922304000003,16.0,4
2024-08-20,2.2894699519999997,41.0,1
2024-08-21,1.8666281984000004,9.0,3
2024-08-22,2.774334464,30.0,1
2024-08-23,0.5501765632000004,30.0,0
2024-08-24,-1.1680412672,1.0,2
2024-08-25,0.38302443519999985,27.0,0
2024-08-26,2.3779914752,32.0,1
2024-08-27,0.01365073920000004,39.0,3
2024-08-28,2.285269504,44.0,0
2024-08-29,0.9532643328000001,23.0,1
2024-08-30,0.05685166080000015,22.0,4
2024-08-31,1.2867103744000001,11.0,0
2024-09-01,0.19451217919999997,9.0,0
2024-09-02,1.3625953279999998,24.0,3
2024-09-03,1.2054823936,18.0,0
2024-09-04,1.1558304768,35.0,8
2024-09-05,2.1494132736,34.0,2
2024-09-06,4.9272962048,26.0,2
2024-09-07,0.25211934720000007,2.0,2
2024-09-08,0.7586989055999998,6.0,0
2024-09-09,2.8860905472,39.0,5
2024-09-10,0.5498361856,33.0,6
