,androidx/androidx,koush/ion,koush/androidasync
2015-07-18,-10.419445398434373,0,0
2015-07-19,-6.198799431459365,0,0
2015-07-20,18.530308830590634,0,0
2015-07-21,63.16849067772969,0,0
2015-07-22,30.137241928307816,0,0
2015-07-23,32.86767811855157,0,0
2015-07-24,86.9523336408375,0,1
2015-07-25,-0.30061720651093893,0,0
2015-07-26,-9.67999978640156,0,0
2015-07-27,39.84789187375001,0,0
2015-07-28,45.75003849689064,0,0
2015-07-29,44.682542459845315,1,0
2015-07-30,29.646682940129686,0,0
2015-07-31,11.732715862604689,0,0
