,golang/go,llvm/llvm-project,gcc-mirror/gcc
2012-10-08,13,58,28
2012-10-09,15,93,26
2012-10-10,18,88,37
2012-10-11,11,77,36
2012-10-12,9,78,26
2012-10-13,1,31,8
2012-10-14,1,24,9
2012-10-15,3,69,28
2012-10-16,12,74,16
2012-10-17,10,69,14
2012-10-18,5,85,20
2012-10-19,6,83,15
2012-10-20,4,28,9
2012-10-21,11,23,13
2012-10-22,15,37,24
2012-10-23,1,76,40
2012-10-24,3,93,26
2012-10-25,4,83,25
2012-10-26,6,90,28
2012-10-27,1,38,10
2012-10-28,2,9,13
2012-10-29,11,73,61
2012-10-30,14,77,26
2012-10-31,15,86,39
2012-11-01,32,73,22
2012-11-02,11,72,26
2012-11-03,0,24,13
2012-11-04,3,7,13
2012-11-05,2,39,31
2012-11-06,14,79,68
2012-11-07,20,46,38
2012-11-08,15,34,15
2012-11-09,6,46,21
2012-11-10,3,30,11
2012-11-11,0,17,19
2012-11-12,13,69,32
2012-11-13,12,79,24
2012-11-14,11,94,21
2012-11-15,8,95,21
2012-11-16,7,80,29
2012-11-17,9,42,11
2012-11-18,2,15,13
2012-11-19,7,36,27
2012-11-20,5,43,32
2012-11-21,9,49,27
2012-11-22,0,20,17
2012-11-23,2,24,23
2012-11-24,7,16,9
2012-11-25,7,19,7
2012-11-26,27,54,22
2012-11-27,17,107,22
2012-11-28,4,68,33
2012-11-29,6,108,34
2012-11-30,10,76,20
2012-12-01,5,44,12
2012-12-02,0,9,11
2012-12-03,6,65,30
2012-12-04,10,135,28
2012-12-05,7,100,48
2012-12-06,17,103,25
2012-12-07,2,84,19
2012-12-08,2,24,10
2012-12-09,4,29,10
2012-12-10,10,61,21
2012-12-11,19,89,27
2012-12-12,13,99,24
2012-12-13,16,110,16
2012-12-14,6,75,9
2012-12-15,2,20,9
2012-12-16,2,16,9
2012-12-17,24,76,10
2012-12-18,8,88,20
2012-12-19,4,113,17
2012-12-20,7,133,26
2012-12-21,12,122,22
2012-12-22,27,24,4
2012-12-23,2,15,4
2012-12-24,5,37,1
2012-12-25,1,29,3
2012-12-26,2,47,3
2012-12-27,2,46,9
2012-12-28,8,23,4
2012-12-29,3,22,4
2012-12-30,3,26,1
2012-12-31,0,48,4
2013-01-01,2,15,4
2013-01-02,18,66,44
2013-01-03,5,37,38
2013-01-04,7,85,31
2013-01-05,1,73,5
2013-01-06,9,24,14
2013-01-07,16,134,30
2013-01-08,7,93,25
2013-01-09,15,96,20
2013-01-10,6,124,24
2013-01-11,18,107,12
2013-01-12,7,57,3
2013-01-13,3,32,8
2013-01-14,12,104,26
2013-01-15,2,81,24
2013-01-16,2,100,23
2013-01-17,12,86,15
2013-01-18,27,98,15
2013-01-19,5,51,6
2013-01-20,3,63,9
2013-01-21,6,101,15
2013-01-22,16,87,18
2013-01-23,14,96,13
2013-01-24,9,84,15
2013-01-25,2,137,14
2013-01-26,3,58,5
2013-01-27,1,43,4
2013-01-28,14,83,14
2013-01-29,15,117,29
2013-01-30,28,128,16
2013-01-31,23,123,22
2013-02-01,13,101,14
2013-02-02,12,31,5
2013-02-03,17,29,13
2013-02-04,19,38,22
2013-02-05,14,128,16
2013-02-06,6,83,39
2013-02-07,6,124,26
2013-02-08,20,87,22
2013-02-09,8,32,13
2013-02-10,4,32,2
2013-02-11,13,64,19
2013-02-12,10,98,20
2013-02-13,14,88,24
2013-02-14,29,114,15
2013-02-15,29,86,22
2013-02-16,3,55,5
2013-02-17,2,25,3
2013-02-18,7,63,8
2013-02-19,19,101,12
2013-02-20,25,113,17
2013-02-21,24,130,20
2013-02-22,23,102,10
2013-02-23,8,38,1
2013-02-24,10,25,6
2013-02-25,22,54,11
2013-02-26,22,77,20
2013-02-27,29,79,16
2013-02-28,31,75,24
2013-03-01,35,78,17
2013-03-02,14,22,3
2013-03-03,6,11,11
2013-03-04,19,38,19
2013-03-05,12,69,29
2013-03-06,22,50,23
2013-03-07,19,75,8
2013-03-08,11,69,22
2013-03-09,8,41,5
2013-03-10,8,14,3
2013-03-11,37,36,13
2013-03-12,39,65,6
2013-03-13,14,74,9
2013-03-14,21,103,12
2013-03-15,31,76,8
2013-03-16,2,20,10
2013-03-17,2,11,35
2013-03-18,11,113,18
2013-03-19,21,99,11
2013-03-20,17,140,20
2013-03-21,22,67,30
2013-03-22,27,93,21
2013-03-23,6,55,8
2013-03-24,4,14,8
2013-03-25,19,95,33
2013-03-26,21,133,23
2013-03-27,22,98,32
2013-03-28,14,111,23
2013-03-29,17,64,17
2013-03-30,13,44,9
2013-03-31,6,7,8
2013-04-01,11,54,14
2013-04-02,17,73,25
2013-04-03,27,106,31
2013-04-04,19,89,19
2013-04-05,4,115,20
2013-04-06,3,27,3
2013-04-07,15,33,8
2013-04-08,13,64,27
2013-04-09,11,61,20
2013-04-10,5,89,16
2013-04-11,7,97,78
2013-04-12,9,83,45
2013-04-13,3,37,4
2013-04-14,1,33,4
2013-04-15,6,77,17
2013-04-16,5,72,13
2013-04-17,4,77,16
2013-04-18,7,81,15
2013-04-19,5,85,16
2013-04-20,2,55,3
2013-04-21,4,26,2
2013-04-22,6,81,37
2013-04-23,8,90,37
2013-04-24,2,63,45
2013-04-25,5,55,43
2013-04-26,2,59,16
2013-04-27,1,35,3
2013-04-28,1,2,10
2013-04-29,4,59,35
2013-04-30,13,81,15
2013-05-01,6,53,17
2013-05-02,3,74,18
2013-05-03,5,93,15
2013-05-04,1,58,12
2013-05-05,0,36,8
2013-05-06,8,89,25
2013-05-07,3,82,21
2013-05-08,6,83,14
2013-05-09,0,70,17
2013-05-10,0,78,20
2013-05-11,0,16,1
2013-05-12,0,8,5
2013-05-13,3,63,23
2013-05-14,15,103,27
2013-05-15,19,74,19
2013-05-16,5,103,24
2013-05-17,8,90,21
2013-05-18,5,22,11
2013-05-19,2,19,7
2013-05-20,14,86,15
2013-05-21,11,88,17
2013-05-22,21,87,21
2013-05-23,8,67,22
2013-05-24,13,64,29
2013-05-25,2,15,9
2013-05-26,0,8,8
2013-05-27,6,23,9
2013-05-28,9,62,19
2013-05-29,11,75,18
2013-05-30,8,74,16
2013-05-31,9,86,25
2013-06-01,8,18,12
2013-06-02,8,7,1
2013-06-03,10,66,16
2013-06-04,14,73,18
2013-06-05,10,73,19
2013-06-06,5,90,20
2013-06-07,3,113,23
2013-06-08,0,29,12
2013-06-09,8,10,6
2013-06-10,17,63,12
2013-06-11,9,95,18
2013-06-12,13,66,26
2013-06-13,11,76,15
2013-06-14,6,61,14
2013-06-15,3,29,4
2013-06-16,0,18,8
2013-06-17,12,78,12
2013-06-18,8,109,17
2013-06-19,3,122,24
2013-06-20,8,114,25
2013-06-21,6,108,15
2013-06-22,2,38,4
2013-06-23,1,21,7
2013-06-24,13,114,15
2013-06-25,12,99,12
2013-06-26,11,149,14
2013-06-27,16,70,23
2013-06-28,10,120,19
2013-06-29,0,30,5
2013-06-30,1,20,3
2013-07-01,7,96,5
2013-07-02,12,74,10
2013-07-03,6,107,7
2013-07-04,1,80,10
2013-07-05,5,58,27
2013-07-06,0,31,5
2013-07-07,1,11,3
2013-07-08,1,100,42
2013-07-09,5,93,18
2013-07-10,8,61,19
2013-07-11,12,88,9
2013-07-12,19,90,5
2013-07-13,3,34,7
2013-07-14,2,32,5
2013-07-15,8,68,6
2013-07-16,20,103,13
2013-07-17,8,72,6
2013-07-18,17,84,14
2013-07-19,14,101,13
2013-07-20,4,33,8
2013-07-21,0,19,24
2013-07-22,11,90,31
2013-07-23,9,110,34
2013-07-24,14,79,14
2013-07-25,10,79,21
2013-07-26,8,103,14
2013-07-27,4,33,5
2013-07-28,6,20,3
2013-07-29,21,57,14
2013-07-30,13,69,18
2013-07-31,31,86,15
2013-08-01,31,77,13
2013-08-02,15,57,16
2013-08-03,9,9,10
2013-08-04,5,12,3
2013-08-05,23,41,16
2013-08-06,24,79,11
2013-08-07,14,103,20
2013-08-08,26,86,13
2013-08-09,36,85,20
2013-08-10,4,20,5
2013-08-11,3,6,2
2013-08-12,18,80,14
2013-08-13,46,92,24
2013-08-14,40,104,27
2013-08-15,18,72,2
2013-08-16,28,87,11
2013-08-17,8,15,5
2013-08-18,2,27,7
2013-08-19,22,81,17
2013-08-20,12,100,23
2013-08-21,13,113,12
2013-08-22,5,103,15
2013-08-23,16,76,16
2013-08-24,9,31,3
2013-08-25,1,20,8
2013-08-26,4,66,22
2013-08-27,14,110,15
2013-08-28,6,119,17
2013-08-29,23,85,15
2013-08-30,13,78,27
2013-08-31,9,18,11
2013-09-01,0,6,11
2013-09-02,1,42,19
2013-09-03,2,114,17
2013-09-04,9,124,17
2013-09-05,5,87,21
2013-09-06,25,105,30
2013-09-07,0,27,6
2013-09-08,4,18,11
2013-09-09,20,85,27
2013-09-10,23,79,39
2013-09-11,21,105,11
2013-09-12,19,76,32
2013-09-13,10,85,23
2013-09-14,1,27,9
2013-09-15,4,11,6
2013-09-16,24,52,24
2013-09-17,12,79,26
2013-09-18,8,69,32
2013-09-19,9,72,10
2013-09-20,8,63,23
2013-09-21,3,35,3
2013-09-22,4,27,3
2013-09-23,16,68,17
2013-09-24,10,95,13
2013-09-25,7,68,36
2013-09-26,3,56,16
2013-09-27,5,116,19
2013-09-28,3,38,6
2013-09-29,1,19,10
2013-09-30,2,68,15
2013-10-01,2,84,39
2013-10-02,10,61,28
2013-10-03,17,69,24
2013-10-04,6,71,11
2013-10-05,1,44,1
2013-10-06,0,27,5
2013-10-07,8,65,7
2013-10-08,7,99,13
2013-10-09,7,76,26
2013-10-10,3,75,43
2013-10-11,10,103,51
2013-10-12,1,27,9
2013-10-13,0,13,12
2013-10-14,5,80,54
2013-10-15,8,95,39
2013-10-16,6,101,27
2013-10-17,6,79,41
2013-10-18,9,81,19
2013-10-19,0,23,16
2013-10-20,1,20,7
2013-10-21,3,73,19
2013-10-22,6,74,18
2013-10-23,2,79,31
2013-10-24,3,79,25
2013-10-25,2,68,21
2013-10-26,0,35,7
2013-10-27,0,23,9
2013-10-28,2,53,11
2013-10-29,12,98,30
2013-10-30,6,63,33
2013-10-31,2,104,33
2013-11-01,2,66,16
2013-11-02,0,36,5
2013-11-03,0,28,6
2013-11-04,2,54,23
2013-11-05,3,82,32
2013-11-06,1,70,44
2013-11-07,1,45,32
2013-11-08,2,71,22
2013-11-09,0,39,6
2013-11-10,0,20,8
2013-11-11,2,77,20
2013-11-12,2,94,24
2013-11-13,7,97,29
2013-11-14,2,116,54
2013-11-15,1,139,27
2013-11-16,0,41,15
2013-11-17,0,45,10
2013-11-18,2,75,39
2013-11-19,3,88,60
2013-11-20,2,69,46
2013-11-21,0,90,23
2013-11-22,0,104,45
2013-11-23,0,37,16
2013-11-24,0,23,10
2013-11-25,2,66,21
2013-11-26,0,70,29
2013-11-27,1,85,31
2013-11-28,0,35,19
2013-11-29,0,34,29
2013-11-30,0,15,5
2013-12-01,1,16,8
2013-12-02,3,94,18
2013-12-03,8,108,22
2013-12-04,2,97,21
2013-12-05,0,108,28
2013-12-06,7,68,27
2013-12-07,0,34,11
2013-12-08,0,28,7
2013-12-09,19,76,32
2013-12-10,19,124,26
2013-12-11,6,93,21
2013-12-12,10,83,23
2013-12-13,15,89,17
2013-12-14,0,40,14
2013-12-15,3,15,7
2013-12-16,18,71,20
2013-12-17,22,80,33
2013-12-18,42,77,19
2013-12-19,18,117,29
2013-12-20,13,79,14
2013-12-21,4,19,3
2013-12-22,2,10,3
2013-12-23,1,26,13
2013-12-24,2,23,5
2013-12-25,0,34,4
2013-12-26,5,30,10
2013-12-27,6,23,7
2013-12-28,3,36,4
2013-12-29,5,42,2
2013-12-30,6,37,10
2013-12-31,8,15,12
2014-01-01,5,16,3
2014-01-02,5,65,23
2014-01-03,5,69,12
2014-01-04,5,20,5
2014-01-05,1,38,4
2014-01-06,12,64,23
2014-01-07,10,62,15
2014-01-08,8,87,28
2014-01-09,13,77,35
2014-01-10,10,73,26
2014-01-11,3,41,8
2014-01-12,1,34,3
2014-01-13,11,92,13
2014-01-14,22,107,11
2014-01-15,7,61,27
2014-01-16,13,92,20
2014-01-17,12,80,30
2014-01-18,3,35,8
2014-01-19,2,36,13
2014-01-20,1,63,64
2014-01-21,19,73,32
2014-01-22,26,76,25
2014-01-23,5,96,42
2014-01-24,6,87,39
2014-01-25,2,52,20
2014-01-26,0,59,8
2014-01-27,11,93,27
2014-01-28,10,84,30
2014-01-29,5,71,55
2014-01-30,8,71,26
2014-01-31,5,96,32
2014-02-01,1,22,8
2014-02-02,11,35,14
2014-02-03,6,49,21
2014-02-04,4,82,36
2014-02-05,2,68,23
2014-02-06,5,66,37
2014-02-07,11,50,31
2014-02-08,0,24,8
2014-02-09,5,28,4
2014-02-10,10,57,16
2014-02-11,12,77,19
2014-02-12,21,82,20
2014-02-13,28,96,11
2014-02-14,28,70,13
2014-02-15,3,25,4
2014-02-16,5,27,3
2014-02-17,5,38,12
2014-02-18,10,78,18
2014-02-19,21,120,48
2014-02-20,11,83,31
2014-02-21,5,84,39
2014-02-22,0,38,5
2014-02-23,4,32,9
2014-02-24,34,84,30
2014-02-25,20,116,48
2014-02-26,15,106,17
2014-02-27,18,118,11
2014-02-28,13,115,12
2014-03-01,3,43,9
2014-03-02,4,67,5
2014-03-03,10,82,21
2014-03-04,30,139,16
2014-03-05,23,118,9
2014-03-06,20,143,12
2014-03-07,21,136,22
2014-03-08,1,47,11
2014-03-09,1,61,5
2014-03-10,7,87,9
2014-03-11,11,107,13
2014-03-12,15,110,13
2014-03-13,17,134,20
2014-03-14,12,110,12
2014-03-15,2,29,9
2014-03-16,1,6,3
2014-03-17,7,71,10
2014-03-18,11,105,30
2014-03-19,10,80,15
2014-03-20,10,121,16
2014-03-21,4,119,13
2014-03-22,2,16,5
2014-03-23,3,30,5
2014-03-24,8,91,18
2014-03-25,15,82,16
2014-03-26,19,106,24
2014-03-27,12,106,20
2014-03-28,8,84,27
2014-03-29,5,49,4
2014-03-30,0,39,4
2014-03-31,1,106,11
2014-04-01,8,103,22
2014-04-02,13,113,19
