,golang/go,rust-lang/rust,nim-lang/Nim
2017-06-23,14,69,0
2017-06-24,1,56,0
2017-06-25,1,17,0
2017-06-26,8,20,3
2017-06-27,11,21,3
2017-06-28,19,36,1
2017-06-29,13,64,7
2017-06-30,9,32,1
2017-07-01,0,17,1
2017-07-02,0,17,0
2017-07-03,1,33,1
2017-07-04,1,48,2
2017-07-05,1,32,3
2017-07-06,13,35,5
2017-07-07,8,37,2
2017-07-08,1,25,8
2017-07-09,1,16,4
2017-07-10,1,37,3
2017-07-11,3,48,2
2017-07-12,4,48,3
2017-07-13,4,55,4
2017-07-14,8,23,4
2017-07-15,25,20,2
