,rust-lang/rust,apple/swift,JetBrains/kotlin
2020-10-14,87,42,71
2020-10-15,69,54,55
2020-10-16,109,46,45
2020-10-17,78,13,0
2020-10-18,69,5,0
2020-10-19,69,34,24
2020-10-20,79,33,21
2020-10-21,83,45,29
2020-10-22,82,54,40
2020-10-23,86,30,80
2020-10-24,90,20,0
2020-10-25,92,5,1
2020-10-26,154,28,22
2020-10-27,104,45,36
2020-10-28,90,55,46
2020-10-29,74,49,12
2020-10-30,71,44,22
2020-10-31,54,6,6
2020-11-01,41,20,1
2020-11-02,79,26,16
2020-11-03,88,37,17
2020-11-04,79,56,11
2020-11-05,82,66,23
2020-11-06,97,43,34
2020-11-07,54,10,1
2020-11-08,66,15,3
2020-11-09,70,49,19
2020-11-10,51,73,39
2020-11-11,74,59,58
2020-11-12,119,41,28
2020-11-13,66,60,19
2020-11-14,49,36,2
2020-11-15,68,11,0
2020-11-16,72,49,25
2020-11-17,134,52,15
2020-11-18,51,53,20
2020-11-19,77,42,41
2020-11-20,39,58,25
2020-11-21,46,7,5
2020-11-22,70,1,0
2020-11-23,72,3,55
2020-11-24,73,6,48
2020-11-25,58,3,107
2020-11-26,60,3,50
2020-11-27,96,2,29
2020-11-28,73,5,138
2020-11-29,95,0,6
2020-11-30,42,56,33
2020-12-01,67,57,17
2020-12-02,41,46,46
2020-12-03,66,52,31
2020-12-04,69,55,23
2020-12-05,29,42,10
2020-12-06,46,9,0
2020-12-07,81,23,21
2020-12-08,71,38,10
2020-12-09,67,47,87
2020-12-10,82,46,46
2020-12-11,77,44,14
2020-12-12,55,39,7
2020-12-13,71,10,9
2020-12-14,43,35,88
2020-12-15,42,48,28
2020-12-16,46,59,86
2020-12-17,88,49,8
2020-12-18,70,40,34
2020-12-19,54,24,5
2020-12-20,75,15,8
2020-12-21,63,35,43
2020-12-22,95,30,14
2020-12-23,79,42,56
2020-12-24,25,4,42
2020-12-25,41,2,25
2020-12-26,40,1,0
2020-12-27,34,0,0
2020-12-28,60,0,30
2020-12-29,60,5,11
2020-12-30,80,1,10
2020-12-31,68,0,11
2021-01-01,65,1,0
2021-01-02,81,13,0
2021-01-03,52,1,3
2021-01-04,94,25,2
2021-01-05,61,43,0
2021-01-06,56,65,6
2021-01-07,69,72,12
2021-01-08,66,47,3
2021-01-09,58,53,0
2021-01-10,76,1,0
2021-01-11,75,47,22
2021-01-12,59,45,57
2021-01-13,85,99,23
2021-01-14,53,79,27
2021-01-15,90,67,69
2021-01-16,102,35,0
2021-01-17,90,12,0
2021-01-18,87,37,14
2021-01-19,50,46,24
2021-01-20,38,87,16
2021-01-21,73,53,46
2021-01-22,110,49,24
2021-01-23,124,14,6
2021-01-24,57,18,1
2021-01-25,60,31,32
2021-01-26,61,51,57
2021-01-27,62,94,34
2021-01-28,74,72,62
2021-01-29,73,59,54
2021-01-30,87,23,2
2021-01-31,98,22,1
2021-02-01,71,43,70
2021-02-02,92,67,99
2021-02-03,104,70,52
2021-02-04,71,63,32
2021-02-05,93,75,21
2021-02-06,75,29,7
2021-02-07,66,21,2
2021-02-08,68,37,27
2021-02-09,106,105,132
2021-02-10,76,81,47
2021-02-11,41,77,32
2021-02-12,81,70,55
2021-02-13,106,44,1
2021-02-14,72,4,2
2021-02-15,114,33,99
2021-02-16,77,54,32
2021-02-17,74,75,49
2021-02-18,69,46,30
2021-02-19,68,31,43
2021-02-20,81,22,31
2021-02-21,80,10,3
2021-02-22,71,72,7
2021-02-23,105,89,13
2021-02-24,52,92,81
2021-02-25,76,60,32
2021-02-26,59,85,49
2021-02-27,95,30,1
2021-02-28,84,9,0
2021-03-01,106,39,32
2021-03-02,117,75,49
2021-03-03,101,80,19
2021-03-04,102,71,28
2021-03-05,192,87,42
2021-03-06,113,53,23
2021-03-07,54,21,10
2021-03-08,128,34,12
2021-03-09,187,56,73
2021-03-10,82,36,26
2021-03-11,113,44,75
2021-03-12,63,46,40
2021-03-13,80,36,2
2021-03-14,76,12,1
2021-03-15,137,50,58
2021-03-16,97,37,89
2021-03-17,124,100,55
2021-03-18,67,55,30
2021-03-19,55,78,91
2021-03-20,62,17,8
2021-03-21,75,10,1
2021-03-22,75,33,58
2021-03-23,75,30,24
2021-03-24,70,60,82
2021-03-25,55,49,26
2021-03-26,65,51,36
2021-03-27,90,11,6
2021-03-28,43,8,0
2021-03-29,70,35,55
2021-03-30,81,54,34
2021-03-31,93,85,27
2021-04-01,44,43,31
2021-04-02,92,63,24
2021-04-03,86,20,18
2021-04-04,97,16,2
2021-04-05,129,37,21
2021-04-06,91,70,59
2021-04-07,83,46,34
2021-04-08,97,72,55
2021-04-09,65,79,92
2021-04-10,58,12,1
2021-04-11,52,11,2
2021-04-12,64,44,23
2021-04-13,59,63,68
2021-04-14,68,63,37
2021-04-15,52,49,41
2021-04-16,80,43,22
2021-04-17,40,12,2
2021-04-18,62,7,0
2021-04-19,69,19,64
2021-04-20,58,54,34
2021-04-21,62,45,37
2021-04-22,90,39,58
2021-04-23,68,47,28
2021-04-24,56,10,5
2021-04-25,65,5,29
2021-04-26,49,36,32
2021-04-27,55,48,27
2021-04-28,46,48,10
2021-04-29,81,55,36
2021-04-30,66,89,49
2021-05-01,53,27,9
2021-05-02,62,7,0
2021-05-03,76,33,7
2021-05-04,69,61,20
2021-05-05,77,45,14
2021-05-06,98,42,60
2021-05-07,91,74,16
2021-05-08,54,16,0
2021-05-09,44,1,0
2021-05-10,64,24,23
2021-05-11,97,47,33
2021-05-12,88,33,81
2021-05-13,79,34,37
2021-05-14,43,27,62
2021-05-15,86,9,0
2021-05-16,51,3,0
2021-05-17,70,43,19
2021-05-18,80,40,57
2021-05-19,86,48,19
2021-05-20,55,53,121
2021-05-21,78,65,23
2021-05-22,54,30,1
2021-05-23,87,16,0
2021-05-24,94,32,11
2021-05-25,67,46,40
2021-05-26,88,47,21
2021-05-27,98,27,30
2021-05-28,43,26,64
2021-05-29,50,17,2
2021-05-30,62,4,0
2021-05-31,103,17,21
2021-06-01,59,33,18
2021-06-02,72,76,35
2021-06-03,73,37,105
2021-06-04,119,49,18
2021-06-05,59,20,1
2021-06-06,59,11,3
2021-06-07,75,27,113
2021-06-08,70,43,60
2021-06-09,82,61,50
2021-06-10,54,26,35
2021-06-11,52,33,43
2021-06-12,34,17,37
2021-06-13,68,9,0
2021-06-14,81,17,6
2021-06-15,78,42,27
2021-06-16,69,44,61
2021-06-17,97,40,27
2021-06-18,78,11,23
2021-06-19,52,3,36
2021-06-20,57,2,29
2021-06-21,103,24,57
2021-06-22,65,43,41
2021-06-23,47,64,34
2021-06-24,54,105,25
2021-06-25,73,51,41
2021-06-26,46,5,4
2021-06-27,38,6,13
2021-06-28,59,24,33
2021-06-29,58,38,43
2021-06-30,67,63,11
2021-07-01,78,77,36
2021-07-02,77,71,22
2021-07-03,47,16,0
2021-07-04,60,3,5
2021-07-05,66,14,47
2021-07-06,76,48,35
2021-07-07,64,47,36
2021-07-08,79,57,51
2021-07-09,71,60,27
2021-07-10,91,12,10
2021-07-11,58,2,2
2021-07-12,41,27,52
2021-07-13,47,42,44
2021-07-14,73,73,55
2021-07-15,63,48,67
2021-07-16,58,48,36
2021-07-17,52,31,2
2021-07-18,75,26,0
2021-07-19,71,45,37
2021-07-20,57,63,52
2021-07-21,59,60,17
2021-07-22,50,70,30
2021-07-23,76,92,52
