,decaporg/decap-cms,strapi/strapi,TryGhost/Ghost
2020-10-14,1,25,16.132882920515623
2020-10-15,5,13,7.255638294712499
2020-10-16,0,17,16.5891646779375
2020-10-17,0,0,-1.3223381642687508
2020-10-18,0,0,-2.054443632787499
2020-10-19,0,7,12.645198856250001
2020-10-20,1,5,9.560269158671877
2020-10-21,2,5,10.324767760617188
2020-10-22,1,22,0.08633658275156275
2020-10-23,0,12,7.999758270446876
2020-10-24,0,0,-2.267058365156249
2020-10-25,7,0,-1.3604964992140602
2020-10-26,2,10,6.1134411474281265
2020-10-27,0,10,19.606837850281252
2020-10-28,0,7,13.007724719559373
2020-10-29,0,11,22.865424486615623
2020-10-30,0,3,-1.311964484514064
2020-10-31,0,3,-2.5936094377640617
2020-11-01,0,0,-0.7211743628593728
2020-11-02,4,17,13.665348863750003
2020-11-03,0,25,13.463438987640627
2020-11-04,0,10,12.868711743920313
2020-11-05,1,3,21.574446448495312
2020-11-06,0,11,5.58150688226875
2020-11-07,0,1,-3.4135883674812497
2020-11-08,4,1,-1.9846884413578108
2020-11-09,1,24,3.5540035432343786
2020-11-10,0,16,19.35044136222969
2020-11-11,0,2,4.7282072512109385
2020-11-12,0,4,0.4160628199250005
2020-11-13,0,2,7.153661071534375
2020-11-14,0,0,-2.083150693554686
2020-11-15,0,0,-1.1440503378593732
2020-11-16,0,16,9.220707756250002
2020-11-17,0,5,20.379581963671875
2020-11-18,1,6,4.8337848064921864
2020-11-19,0,11,19.520338391370313
2020-11-20,0,4,11.410635974415623
2020-11-21,0,0,-3.4450538747484374
2020-11-22,0,0,-1.0290782978234363
2020-11-23,0,4,39.4884897625
2020-11-24,1,1,6.74545345234375
2020-11-25,0,14,26.011943493296876
2020-11-26,9,7,1.5680247350843732
2020-11-27,0,2,-3.6993784003812475
2020-11-28,0,0,-2.420198213524997
2020-11-29,0,0,-1.689494996789058
2020-11-30,9,7,10.749505990734379
2020-12-01,0,2,11.75849833382344
2020-12-02,0,4,15.175882314839063
2020-12-03,0,2,4.762508505349999
2020-12-04,0,10,9.4241062328125
2020-12-05,0,0,-2.6144679677515623
2020-12-06,3,0,-1.523503649999998
2020-12-07,0,9,17.88520597
2020-12-08,0,10,12.216068271312501
2020-12-09,0,5,18.91187375485
2020-12-10,0,11,20.046992710215623
2020-12-11,0,16,7.429062295228125
2020-12-12,0,0,-3.7051663264749997
2020-12-13,4,1,-2.2711907179312476
2020-12-14,0,12,10.399321083750003
2020-12-15,3,0,-2.472519666046872
2020-12-16,0,16,9.403546489082816
2020-12-17,1,17,-1.2026785343828115
2020-12-18,0,10,1.609511376834377
2020-12-19,0,0,-0.1682932170499991
2020-12-20,2,0,-0.7495178804312487
2020-12-21,0,6,1.538428895000001
2020-12-22,0,5,-0.5662061436874992
2020-12-23,4,0,0.6050083483187508
2020-12-24,0,0,-0.3289479269218747
2020-12-25,0,0,0.765276207839063
2020-12-26,0,0,-0.2089309878328124
2020-12-27,0,0,-0.1267513956234373
2020-12-28,0,27,-0.07520299503593739
2020-12-29,0,0,-0.052961138531249834
2020-12-30,0,0,-0.04400815132187487
2020-12-31,0,0,-0.022730325515624934
2021-01-01,0,0,0.9805074512140626
2021-01-02,0,0,-0.10956831301562506
2021-01-03,0,0,-0.05339885253593751
2021-01-04,3,11,6.9715
2021-01-05,5,3,11.279337499999999
2021-01-06,0,3,6.468883249999999
2021-01-07,1,6,6.447337987499999
2021-01-08,0,29,5.342268803749999
2021-01-09,0,0,-0.6583355630156247
2021-01-10,0,1,-1.1022339400359364
2021-01-11,1,7,0.2256659762500015
2021-01-12,1,14,13.292529853890628
2021-01-13,2,11,15.053862856060938
2021-01-14,2,7,12.26716685794375
2021-01-15,0,1,14.080782289337499
2021-01-16,0,0,-3.3101544576468758
2021-01-17,0,0,-1.8509192932671863
2021-01-18,1,7,13.727817026214066
2021-01-19,4,0,12.518351976984377
2021-01-20,0,3,-0.9773630085046872
2021-01-21,0,6,6.027095086981251
2021-01-22,0,8,8.897664475404689
2021-01-23,0,0,-2.357332859304686
2021-01-24,0,0,-0.3462869306109362
2021-01-25,1,16,14.02513086875
2021-01-26,3,16,15.762524336015627
2021-01-27,1,4,4.922224774226562
2021-01-28,0,17,0.5631863784296871
2021-01-29,3,25,-0.714429117946874
2021-01-30,0,0,-1.2622805259593726
2021-01-31,0,0,-0.8868127616453101
2021-02-01,6,14,8.367688518234377
2021-02-02,0,16,79.57408106972969
2021-02-03,3,14,3.0524352201796816
2021-02-04,0,2,10.62433104897812
2021-02-05,1,5,16.258548044415623
2021-02-06,0,0,-5.015478120623433
2021-02-07,8,0,-0.08126371503593299
2021-02-08,2,6,21.411532721250005
2021-02-09,3,30,37.630571136609376
2021-02-10,3,11,26.101708667910938
2021-02-11,1,14,9.814984285901561
2021-02-12,0,16,22.58690289006875
2021-02-13,0,0,-6.134929251403124
2021-02-14,1,1,-3.6288112920046824
2021-02-15,1,30,12.47112657595313
2021-02-16,2,28,29.49234752501719
2021-02-17,0,14,24.380443203731254
2021-02-18,2,19,25.861864677725
2021-02-19,0,13,28.449115550048436
2021-02-20,0,0,-7.129307007548437
2021-02-21,0,0,-4.071325808506247
2021-02-22,3,11,43.257045643750004
2021-02-23,3,4,54.256599453515626
2021-02-24,0,1,32.07018134494531
2021-02-25,4,7,19.36411975834531
2021-02-26,0,0,-8.425405961328124
2021-02-27,0,0,-5.107437236696868
2021-02-28,1,0,-3.576859163757804
2021-03-01,0,17,20.41069121000001
2021-03-02,1,2,32.56295185503126
2021-03-03,0,9,45.44735208439375
2021-03-04,0,14,51.24358365740156
2021-03-05,0,13,21.500029616037494
2021-03-06,0,0,-6.760764473542189
2021-03-07,0,0,-5.323496037499996
2021-03-08,1,9,15.17802952375001
2021-03-09,2,20,34.099832389390635
2021-03-10,2,12,46.774144855095315
2021-03-11,6,16,-5.6238494956421885
2021-03-12,0,25,1.273751082193752
2021-03-13,0,3,-4.363360311156246
2021-03-14,1,0,-2.711306394681243
2021-03-15,0,28,11.10664907867813
2021-03-16,0,24,1.1656947239531283
2021-03-17,0,18,6.717732696707816
2021-03-18,4,43,12.568746975754689
2021-03-19,0,12,4.142920337246876
2021-03-20,0,0,-1.0242413512531252
2021-03-21,8,0,-1.3228276302515616
2021-03-22,1,11,20.103645648750003
2021-03-23,0,4,17.197890283296875
2021-03-24,0,6,16.476788461220313
2021-03-25,0,10,8.107133491465623
2021-03-26,0,7,-1.4138447543078123
2021-03-27,0,0,-2.2657564253984352
2021-03-28,0,0,-1.5123475432671842
2021-03-29,2,10,4.868108276214066
2021-03-30,4,43,13.479225251671878
2021-03-31,2,27,2.450206261432813
2021-04-01,2,8,24.13520830896875
2021-04-02,0,15,-2.6814591994062518
2021-04-03,0,0,-1.9390608564624991
2021-04-04,7,0,-1.226833530071874
2021-04-05,1,0,7.089698885000003
2021-04-06,3,10,11.470676615656252
2021-04-07,3,6,10.7322846333
2021-04-08,0,9,21.411577531882813
2021-04-09,0,14,8.177335902664062
2021-04-10,1,0,0.72401502105
2021-04-11,0,0,-2.2158252025359366
2021-04-12,2,6,13.512726517500003
2021-04-13,6,2,6.359377282125002
2021-04-14,5,3,18.497263759259376
2021-04-15,0,0,9.345266987829687
2021-04-16,0,1,18.663965499657813
2021-04-17,0,0,-4.1719807520500005
2021-04-18,2,0,-2.275952919993748
2021-04-19,0,6,13.447476783606252
2021-04-20,1,14,22.316137026015628
2021-04-21,0,9,11.854260111070312
2021-04-22,0,1,20.137193427598437
2021-04-23,0,0,8.312737210042187
2021-04-24,0,0,-0.9140017193109364
2021-04-25,1,0,-2.6847236932906227
2021-04-26,0,8,19.245276243750006
2021-04-27,0,2,21.527626198515627
2021-04-28,0,2,6.424916696570312
2021-04-29,4,12,10.327730555851563
2021-04-30,0,2,-1.5891377416999992
2021-05-01,0,0,-2.3577558688156217
2021-05-02,0,0,-1.5334985345140595
2021-05-03,1,12,12.889226258642191
2021-05-04,7,5,22.709981382921875
2021-05-05,0,16,28.115883937604686
2021-05-06,0,22,27.779141470929684
2021-05-07,0,2,56.00969384738593
2021-05-08,0,0,-8.475917561534379
2021-05-09,5,0,-1.095684630071874
2021-05-10,2,13,67.10603944
2021-05-11,0,30,16.04608906153125
2021-05-12,2,19,3.9249625466062525
2021-05-13,1,0,6.809439168851564
2021-05-14,0,0,4.602006709334383
2021-05-15,0,0,-4.54265353690468
2021-05-16,1,0,-2.996660342743744
2021-05-17,0,10,16.076449636651567
2021-05-18,1,13,29.624531363246877
2021-05-19,5,5,22.57950731404219
2021-05-20,0,1,25.592971901628122
2021-05-21,0,1,18.991463737865622
2021-05-22,0,0,-5.869832213123438
2021-05-23,3,0,-3.4398075003593718
2021-05-24,1,9,51.561660555
