,apache/mxnet,tensorflow/tensorflow,pytorch/pytorch
2021-03-03,0,98,47.67631453348906
2021-03-04,0,98,19.05525502301562
2021-03-05,0,133,38.18163373719062
2021-03-06,1,23,-3.837391575953122
2021-03-07,0,12,-4.075654290310929
2021-03-08,0,60,22.90542416911876
2021-03-09,2,79,37.36259948019063
2021-03-10,1,116,39.24649647422813
2021-03-11,1,93,37.08546851066875
2021-03-12,4,105,62.84231823939531
2021-03-13,0,43,-2.980204364614064
2021-03-14,1,22,-1.1973775515843705
2021-03-15,2,75,24.047509548201567
2021-03-16,2,135,19.721141692954696
2021-03-17,0,89,27.560066598806255
2021-03-18,1,107,32.813135827418755
2021-03-19,1,132,19.02849216529063
2021-03-20,0,41,-0.9801939693296848
2021-03-21,2,17,-2.4681553640296823
2021-03-22,1,71,24.336599308531255
2021-03-23,0,113,37.52012165552969
2021-03-24,3,89,23.320361591250002
2021-03-25,0,91,22.60715737973281
2021-03-26,3,33,25.663581495101564
2021-03-27,0,6,21.397335870339063
2021-03-28,0,8,-1.2775212508656235
2021-03-29,0,62,41.07091881070157
2021-03-30,1,80,33.95997435170469
2021-03-31,1,101,37.04256446057188
2021-04-01,0,75,54.18271358747031
2021-04-02,1,81,40.99062034216719
2021-04-03,2,15,-2.068604671843749
2021-04-04,0,12,-7.063036463639058
2021-04-05,1,61,27.51163834586407
2021-04-06,1,52,48.68149216856563
2021-04-07,2,89,40.68479205919063
2021-04-08,0,93,27.057192572271873
2021-04-09,0,72,27.892715474096875
2021-04-10,0,14,7.178801122871878
2021-04-11,1,5,-0.43558792331093166
2021-04-12,1,47,24.64814923537501
2021-04-13,0,74,65.18622569044844
2021-04-14,1,79,46.407878353689064
2021-04-15,2,77,75.80634111169063
2021-04-16,0,70,38.368055706073434
2021-04-17,0,18,-1.9476817147093755
2021-04-18,0,9,-3.451164966381244
2021-04-19,1,94,26.0776940282797
2021-04-20,2,104,42.645966786779695
2021-04-21,0,96,62.38316990429688
2021-04-22,2,95,42.30045051750625
2021-04-23,0,87,30.796788260040625
2021-04-24,0,15,-0.05402460600624792
2021-04-25,0,7,3.824416866871882
2021-04-26,3,61,31.47682652772501
2021-04-27,1,65,78.61355913401876
2021-04-28,0,86,28.978854376267186
2021-04-29,1,52,47.933445130526565
2021-04-30,6,75,42.81191545100156
2021-05-01,1,12,11.882015980300004
2021-05-02,0,7,4.861705152231256
2021-05-03,2,59,30.06396821838126
2021-05-04,1,71,36.69289476372501
2021-05-05,0,72,27.425050182525005
2021-05-06,0,83,51.78931164470157
2021-05-07,0,81,39.86652700751719
2021-05-08,1,31,1.8495592252187514
2021-05-09,0,12,-4.409650986153121
2021-05-10,0,62,29.213979458867197
2021-05-11,0,85,51.3472663148672
2021-05-12,0,89,62.28674997241563
2021-05-13,1,94,58.61703857125312
2021-05-14,1,61,46.372313316665625
2021-05-15,1,37,-4.429914681540625
2021-05-16,0,12,-7.3319926865874905
2021-05-17,0,92,34.62658195618439
2021-05-18,1,76,30.120340143059387
2021-05-19,0,80,22.39225821707032
2021-05-20,0,76,30.878359457739066
2021-05-21,1,102,58.458733631501566
2021-05-22,0,21,11.695730285959375
2021-05-23,0,8,1.940403710151564
2021-05-24,1,53,17.46847881485938
2021-05-25,1,82,39.108342907537505
2021-05-26,0,101,33.815665058417196
2021-05-27,0,94,29.35940453459844
2021-05-28,0,39,6.459060303225002
2021-05-29,0,6,-1.315407233999995
2021-05-30,0,4,0.6999615564312576
2021-05-31,0,23,2.996617060965633
2021-06-01,1,53,26.501543294729693
2021-06-02,1,70,46.50009471416875
2021-06-03,0,85,24.588793469925
2021-06-04,0,70,47.272875918345306
2021-06-05,0,12,12.174125240348435
2021-06-06,0,5,-1.5239402836687477
2021-06-07,0,51,15.74224725794063
2021-06-08,1,89,41.200102906175005
2021-06-09,0,100,39.48594377427969
2021-06-10,0,80,28.168435983359373
2021-06-11,0,84,27.517674769865625
2021-06-12,0,17,-0.21404199204530983
2021-06-13,0,6,-1.4126914658203056
2021-06-14,1,58,15.387954157365632
2021-06-15,1,92,32.73704298770626
2021-06-16,0,71,25.71647724001094
2021-06-17,1,97,46.40905673606094
2021-06-18,0,114,19.242500559931248
2021-06-19,0,15,-0.21684730669374908
2021-06-20,0,10,-1.6538800922203087
2021-06-21,2,79,23.920410612098443
2021-06-22,2,85,41.23321560700782
2021-06-23,0,98,41.6849006534375
2021-06-24,1,104,40.25974731411875
2021-06-25,1,71,35.54661867222031
2021-06-26,0,18,-1.5698232343937484
2021-06-27,0,3,-4.918636612667182
2021-06-28,1,49,34.21033534515001
2021-06-29,3,78,26.516174976668758
2021-06-30,4,77,44.96300297975938
2021-07-01,0,78,24.838825142529686
2021-07-02,1,62,1.7808025824218774
2021-07-03,0,9,0.49716943323437945
2021-07-04,0,8,-4.843549913793742
2021-07-05,0,37,-3.1807641276046796
2021-07-06,3,48,10.544392002318757
2021-07-07,1,71,50.67656401981719
2021-07-08,1,106,30.5764396677
2021-07-09,0,77,42.405305113798434
2021-07-10,0,21,9.005520344320308
2021-07-11,0,11,3.3823416809953137
2021-07-12,0,53,29.87962236974844
2021-07-13,2,73,13.036471773750005
2021-07-14,0,97,14.73863335829688
2021-07-15,0,93,18.800238431689067
2021-07-16,1,84,28.491910030965627
2021-07-17,0,15,-2.3297149546468727
2021-07-18,0,2,4.29247283892188
2021-07-19,0,57,23.12410365544688
2021-07-20,0,64,45.70923808159375
2021-07-21,0,73,32.71375721717969
2021-07-22,0,81,28.462029282203122
2021-07-23,0,72,26.428888590104684
2021-07-24,0,19,3.45877138730469
2021-07-25,0,4,-3.2956357575859325
2021-07-26,1,57,31.638299233929693
2021-07-27,0,79,39.164137604504695
2021-07-28,1,76,23.225874758982815
2021-07-29,0,81,19.756831988276563
2021-07-30,1,81,35.412195695698436
2021-07-31,0,36,-1.8209368918765598
2021-08-01,0,16,-4.751463633695309
2021-08-02,1,90,23.130897190521882
2021-08-03,0,79,43.414593246329694
2021-08-04,2,77,19.5528065299875
2021-08-05,0,77,20.522896984346875
2021-08-06,0,80,20.8636566781625
2021-08-07,0,30,-0.04303796692812156
2021-08-08,0,11,-4.920867633904683
2021-08-09,2,69,30.844352307982817
2021-08-10,0,97,29.19181022979219
2021-08-11,0,94,19.999317298764062
2021-08-12,1,79,12.284566366301563
2021-08-13,1,92,30.279136782056252
2021-08-14,2,22,0.9236064908062511
2021-08-15,0,9,0.16687176288437833
2021-08-16,0,52,25.38961217224844
2021-08-17,1,70,30.527955401218755
2021-08-18,1,88,43.03693702198125
2021-08-19,2,57,25.08433653107031
2021-08-20,0,57,25.730967619232814
2021-08-21,1,19,-0.22483284924531155
2021-08-22,0,12,-4.728400039168745
2021-08-23,1,59,11.152055473384381
2021-08-24,1,75,40.599556469867196
2021-08-25,1,78,37.493011270395314
2021-08-26,1,62,32.292435060425
2021-08-27,0,57,33.03869870817187
2021-08-28,0,19,-0.21185896125312453
2021-08-29,0,5,1.8158023759031288
2021-08-30,0,44,30.19012861044688
2021-08-31,0,52,27.111457808479692
2021-09-01,0,53,36.33871828250781
2021-09-02,0,49,38.94598072892968
2021-09-03,0,49,1.0442359472421874
2021-09-04,0,22,-3.7319727168796835
2021-09-05,1,14,1.3915938688500074
2021-09-06,1,23,-2.73736097069843
2021-09-07,0,57,21.18521250166563
2021-09-08,1,63,43.40554653371094
2021-09-09,1,88,29.535328433590625
2021-09-10,2,85,22.348291767418747
2021-09-11,0,32,1.834333721353124
2021-09-12,0,13,1.1160814930578153
2021-09-13,1,84,25.192295068048445
2021-09-14,1,82,31.399318511768755
2021-09-15,0,48,33.89700475258906
2021-09-16,1,84,20.6732956281375
2021-09-17,1,81,48.29614549669688
2021-09-18,0,22,1.9179794744515615
2021-09-19,0,9,-6.7763231832187465
2021-09-20,1,33,13.662289545332818
2021-09-21,0,74,28.95553078358126
2021-09-22,1,69,27.20537778612969
2021-09-23,2,92,20.601750731279687
2021-09-24,1,63,31.92804982857344
2021-09-25,0,18,1.9658568925828135
2021-09-26,0,8,-4.625566223199995
2021-09-27,0,58,9.463999312068754
2021-09-28,7,57,23.115969768218758
2021-09-29,2,64,26.629097739321878
2021-09-30,1,72,27.597844388746875
2021-10-01,0,67,54.98802272059062
2021-10-02,0,34,2.8581636963843717
2021-10-03,0,8,-2.7607904878078102
2021-10-04,1,48,1.4365897728750046
2021-10-05,1,77,29.166954379510948
2021-10-06,1,104,32.87811276061094
2021-10-07,1,72,27.425646767529688
2021-10-08,2,72,45.16305674631875
2021-10-09,1,38,16.159274505559374
2021-10-10,0,12,0.9113459635687526
2021-10-11,0,70,21.419392324970318
2021-10-12,1,103,24.524385498012506
2021-10-13,2,54,37.77761521401875
2021-10-14,3,73,19.99430962745469
2021-10-15,2,181,29.895937319301567
2021-10-16,0,23,-3.6711643935859364
2021-10-17,1,13,0.384935323439068
2021-10-18,2,58,29.755496580675008
2021-10-19,4,89,47.664809979504696
2021-10-20,3,105,33.77894958429531
2021-10-21,1,136,24.58362906943281
2021-10-22,0,40,30.183974538429688
2021-10-23,0,9,0.9391523256140637
2021-10-24,0,28,-1.363860563943744
2021-10-25,0,61,24.355616261726567
2021-10-26,0,75,33.695451107253135
2021-10-27,3,50,23.990534497184377
2021-10-28,4,69,48.153540343387505
2021-10-29,1,58,28.889456169673437
2021-10-30,9,17,-1.4613579688312495
2021-10-31,1,29,-3.317275222807808
2021-11-01,2,59,14.575636218312507
2021-11-02,0,67,21.844216909867193
2021-11-03,3,66,39.84727652583282
2021-11-04,2,71,29.6758729045625
2021-11-05,0,45,30.577023186225
2021-11-06,1,27,-4.756841307121876
2021-11-07,0,10,-3.311088329276558
2021-11-08,0,75,21.31990417441563
2021-11-09,0,77,35.76574912134532
2021-11-10,1,65,19.578407597895314
2021-11-11,0,83,30.03491763781094
2021-11-12,0,90,12.132458685003126
2021-11-13,0,25,4.552399336025003
2021-11-14,0,7,-3.9902404559640594
2021-11-15,1,54,16.765618295075004
2021-11-16,0,71,34.565708835787504
2021-11-17,1,60,26.23308109171094
2021-11-18,4,63,17.900648833354687
2021-11-19,2,104,35.526680587451565
2021-11-20,0,17,9.969011024607813
2021-11-21,2,11,4.739521809859378
2021-11-22,2,49,8.007436646589067
2021-11-23,1,65,16.354490570901568
2021-11-24,1,56,14.71638795292188
2021-11-25,2,32,-2.3063455096671843
2021-11-26,1,26,-3.463618176576559
2021-11-27,0,9,-1.3047393800546834
2021-11-28,0,10,0.24467998795937973
2021-11-29,2,51,22.693626397431252
2021-11-30,0,69,48.72016643165156
2021-12-01,1,62,23.070857881204685
2021-12-02,3,56,52.51753499768281
2021-12-03,0,56,20.53002249773437
2021-12-04,0,73,1.9661337211421888
2021-12-05,0,16,-4.8370900055156225
2021-12-06,0,68,15.914201161432821
2021-12-07,0,84,31.881066952553134
2021-12-08,0,71,29.872878137325003
2021-12-09,0,68,20.1099918239125
2021-12-10,0,53,17.7702061935
2021-12-11,0,29,0.19197183491093917
2021-12-12,0,10,4.39418509751563
2021-12-13,0,63,1.0952050241250046
2021-12-14,2,88,40.83044216340157
2021-12-15,0,72,27.269936006453126
2021-12-16,1,51,31.874261317092188
2021-12-17,1,29,39.119489947982814
2021-12-18,0,11,-1.0842234326468763
2021-12-19,0,5,1.1192351667421905
2021-12-20,0,44,12.467189183857817
2021-12-21,2,44,27.098246952098442
2021-12-22,0,60,27.559208554632818
2021-12-23,1,59,19.655787604637503
2021-12-24,3,17,-1.8915047675812495
