,llvm/llvm-project,gcc-mirror/gcc,golang/go
2008-11-15,31,14,5
2008-11-16,51,17,1
2008-11-17,36,9,9
2008-11-18,85,15,17
2008-11-19,97,23,36
2008-11-20,66,21,11
2008-11-21,71,17,9
2008-11-22,43,15,2
2008-11-23,24,9,2
2008-11-24,61,18,19
2008-11-25,42,15,10
2008-11-26,58,12,3
2008-11-27,51,9,1
2008-11-28,29,7,0
2008-11-29,27,13,0
2008-11-30,45,6,0
2008-12-01,65,15,2
2008-12-02,54,30,6
2008-12-03,57,18,12
2008-12-04,39,12,8
2008-12-05,43,26,11
2008-12-06,18,16,2
2008-12-07,42,7,0
2008-12-08,47,16,2
2008-12-09,63,27,10
2008-12-10,40,15,13
2008-12-11,40,12,10
2008-12-12,47,20,8
2008-12-13,30,8,1
2008-12-14,14,5,1
2008-12-15,37,10,8
2008-12-16,51,7,6
2008-12-17,51,7,8
2008-12-18,47,17,4
2008-12-19,33,11,21
2008-12-20,23,4,2
2008-12-21,20,18,6
2008-12-22,41,7,1
2008-12-23,49,5,1
2008-12-24,18,2,0
2008-12-25,9,1,0
2008-12-26,13,2,1
2008-12-27,6,5,0
2008-12-28,8,2,0
2008-12-29,18,10,0
2008-12-30,3,13,3
2008-12-31,18,6,0
2009-01-01,11,4,0
2009-01-02,39,10,0
2009-01-03,13,12,0
2009-01-04,30,16,0
2009-01-05,98,27,4
2009-01-06,41,25,18
2009-01-07,45,19,14
2009-01-08,57,9,9
2009-01-09,56,17,14
2009-01-10,15,6,3
2009-01-11,28,11,0
2009-01-12,52,22,0
2009-01-13,67,25,4
2009-01-14,28,19,6
2009-01-15,38,13,11
2009-01-16,86,20,38
2009-01-17,49,12,1
2009-01-18,39,10,0
2009-01-19,53,4,0
2009-01-20,64,14,7
2009-01-21,76,11,9
2009-01-22,58,13,3
2009-01-23,56,6,7
2009-01-24,39,8,2
2009-01-25,25,3,0
2009-01-26,85,9,11
2009-01-27,58,8,15
2009-01-28,81,17,5
2009-01-29,62,12,4
2009-01-30,98,13,11
2009-01-31,33,8,3
2009-02-01,8,2,2
2009-02-02,63,14,3
2009-02-03,98,12,5
2009-02-04,98,7,5
2009-02-05,69,11,11
2009-02-06,68,10,10
2009-02-07,68,5,8
2009-02-08,44,3,5
2009-02-09,49,15,4
2009-02-10,55,16,7
2009-02-11,62,9,4
2009-02-12,60,17,4
2009-02-13,91,16,7
2009-02-14,48,2,1
2009-02-15,33,5,3
2009-02-16,62,7,4
2009-02-17,100,16,12
2009-02-18,101,16,4
2009-02-19,79,11,0
2009-02-20,92,8,7
2009-02-21,41,15,1
2009-02-22,39,5,1
2009-02-23,40,8,0
2009-02-24,51,8,6
2009-02-25,52,13,1
2009-02-26,73,7,3
2009-02-27,51,10,2
2009-02-28,60,7,2
2009-03-01,51,18,0
2009-03-02,80,9,0
2009-03-03,61,12,11
2009-03-04,103,13,7
2009-03-05,74,9,21
2009-03-06,77,9,12
2009-03-07,34,5,7
2009-03-08,34,5,5
2009-03-09,81,8,1
2009-03-10,71,7,13
2009-03-11,79,15,13
2009-03-12,81,12,6
2009-03-13,113,6,12
2009-03-14,22,3,0
2009-03-15,20,3,0
2009-03-16,23,12,3
2009-03-17,54,22,7
2009-03-18,105,13,8
2009-03-19,52,8,4
2009-03-20,65,3,9
2009-03-21,32,2,3
2009-03-22,33,7,0
2009-03-23,61,9,3
2009-03-24,66,11,13
2009-03-25,51,14,10
2009-03-26,60,7,4
2009-03-27,63,29,9
2009-03-28,69,41,3
2009-03-29,54,23,0
2009-03-30,53,32,6
2009-03-31,71,35,20
2009-04-01,90,27,7
2009-04-02,52,23,8
2009-04-03,46,14,14
2009-04-04,16,19,1
2009-04-05,12,11,0
2009-04-06,31,25,1
2009-04-07,68,44,10
2009-04-08,61,46,3
2009-04-09,60,49,9
2009-04-10,79,53,7
2009-04-11,30,10,2
2009-04-12,48,6,1
2009-04-13,64,16,9
2009-04-14,65,14,8
2009-04-15,110,50,10
2009-04-16,65,61,16
2009-04-17,62,68,10
2009-04-18,80,26,3
2009-04-19,63,17,1
2009-04-20,61,75,10
2009-04-21,85,20,9
2009-04-22,79,59,11
2009-04-23,64,18,1
2009-04-24,57,62,5
2009-04-25,68,24,5
2009-04-26,47,24,1
2009-04-27,73,22,3
2009-04-28,57,36,8
2009-04-29,79,62,3
2009-04-30,51,19,15
2009-05-01,59,7,1
2009-05-02,32,10,5
2009-05-03,159,14,2
2009-05-04,76,14,3
2009-05-05,45,14,8
2009-05-06,52,47,12
2009-05-07,44,21,10
2009-05-08,71,19,22
2009-05-09,31,8,0
2009-05-10,19,19,0
2009-05-11,58,13,3
2009-05-12,61,21,7
2009-05-13,67,17,6
2009-05-14,49,25,11
2009-05-15,64,32,12
2009-05-16,39,15,7
2009-05-17,19,12,1
2009-05-18,68,22,11
2009-05-19,64,17,10
2009-05-20,47,15,9
2009-05-21,32,18,15
2009-05-22,50,13,12
2009-05-23,32,10,11
2009-05-24,23,10,2
2009-05-25,19,10,1
2009-05-26,32,16,9
2009-05-27,54,26,15
2009-05-28,32,18,8
2009-05-29,33,19,11
2009-05-30,51,6,1
2009-05-31,26,11,5
2009-06-01,29,24,0
2009-06-02,30,26,8
2009-06-03,60,29,15
2009-06-04,61,16,17
2009-06-05,51,19,8
2009-06-06,29,3,10
2009-06-07,20,20,12
2009-06-08,37,21,6
2009-06-09,25,16,11
2009-06-10,8,20,3
2009-06-11,31,13,2
2009-06-12,54,21,1
2009-06-13,30,12,0
2009-06-14,28,3,0
2009-06-15,65,14,3
2009-06-16,77,36,16
2009-06-17,74,23,9
2009-06-18,58,22,6
2009-06-19,52,31,9
2009-06-20,33,11,1
2009-06-21,27,15,0
2009-06-22,50,38,10
2009-06-23,100,37,7
2009-06-24,103,25,5
2009-06-25,77,25,17
2009-06-26,119,24,10
2009-06-27,38,15,3
2009-06-28,14,10,0
2009-06-29,59,16,9
2009-06-30,86,34,5
2009-07-01,89,22,8
2009-07-02,63,17,15
2009-07-03,39,8,10
2009-07-04,9,17,1
2009-07-05,17,4,1
2009-07-06,62,14,12
2009-07-07,79,25,36
2009-07-08,77,13,9
2009-07-09,103,25,11
2009-07-10,82,25,13
2009-07-11,59,13,2
2009-07-12,32,11,0
2009-07-13,96,47,10
2009-07-14,130,21,25
2009-07-15,131,30,14
2009-07-16,246,13,7
2009-07-17,103,14,23
2009-07-18,72,12,1
2009-07-19,28,6,0
2009-07-20,75,28,8
2009-07-21,153,14,13
2009-07-22,107,29,3
2009-07-23,90,44,0
2009-07-24,96,20,1
2009-07-25,75,12,0
2009-07-26,58,6,1
2009-07-27,93,26,14
2009-07-28,103,26,18
2009-07-29,134,21,20
2009-07-30,82,22,11
2009-07-31,101,29,12
2009-08-01,67,9,5
2009-08-02,84,15,0
2009-08-03,84,12,5
2009-08-04,84,13,12
2009-08-05,114,10,16
2009-08-06,84,23,8
2009-08-07,73,13,20
2009-08-08,77,4,4
2009-08-09,21,9,4
2009-08-10,75,22,5
2009-08-11,118,16,8
2009-08-12,100,31,18
2009-08-13,83,9,18
2009-08-14,74,30,12
2009-08-15,79,5,3
2009-08-16,52,15,0
2009-08-17,46,34,9
2009-08-18,76,12,11
2009-08-19,108,13,13
2009-08-20,58,17,14
2009-08-21,95,11,11
2009-08-22,71,8,9
2009-08-23,82,14,1
2009-08-24,71,18,13
2009-08-25,86,24,8
2009-08-26,94,14,14
2009-08-27,99,15,17
2009-08-28,79,22,19
2009-08-29,40,8,5
2009-08-30,52,13,5
2009-08-31,69,10,18
2009-09-01,82,14,22
2009-09-02,78,31,13
2009-09-03,105,27,22
2009-09-04,51,21,8
2009-09-05,35,7,0
2009-09-06,30,6,2
2009-09-07,30,15,0
2009-09-08,88,31,8
2009-09-09,89,23,9
2009-09-10,66,26,9
2009-09-11,84,16,6
2009-09-12,56,9,0
2009-09-13,56,8,0
2009-09-14,64,15,7
2009-09-15,96,14,18
2009-09-16,87,26,10
2009-09-17,60,23,9
2009-09-18,73,17,18
2009-09-19,24,7,7
2009-09-20,79,12,0
2009-09-21,56,16,8
2009-09-22,80,70,13
2009-09-23,60,25,2
2009-09-24,49,23,15
2009-09-25,67,22,13
2009-09-26,51,7,1
2009-09-27,57,14,0
2009-09-28,56,19,9
2009-09-29,62,22,10
2009-09-30,50,21,15
2009-10-01,34,20,8
2009-10-02,17,22,4
2009-10-03,14,6,9
2009-10-04,8,2,0
2009-10-05,45,27,10
2009-10-06,55,18,21
2009-10-07,59,30,10
2009-10-08,65,26,6
2009-10-09,62,19,13
2009-10-10,40,18,2
2009-10-11,67,15,3
2009-10-12,75,21,14
2009-10-13,106,19,11
2009-10-14,68,26,11
2009-10-15,59,25,27
2009-10-16,61,24,17
2009-10-17,85,25,0
2009-10-18,61,1,0
2009-10-19,94,17,9
2009-10-20,85,26,19
2009-10-21,91,15,4
2009-10-22,67,20,21
2009-10-23,39,20,13
2009-10-24,27,10,2
2009-10-25,56,6,4
2009-10-26,59,20,5
2009-10-27,114,26,7
2009-10-28,74,33,7
2009-10-29,75,23,5
2009-10-30,73,31,9
2009-10-31,54,8,2
2009-11-01,41,8,12
2009-11-02,63,16,29
2009-11-03,100,27,13
2009-11-04,74,29,31
2009-11-05,90,17,55
2009-11-06,75,20,39
2009-11-07,99,10,16
2009-11-08,54,15,24
2009-11-09,111,13,28
2009-11-10,112,13,26
2009-11-11,118,15,41
2009-11-12,118,19,18
2009-11-13,94,24,16
2009-11-14,72,5,13
2009-11-15,51,5,19
2009-11-16,90,15,11
2009-11-17,148,19,26
2009-11-18,88,24,37
2009-11-19,104,21,14
2009-11-20,88,20,32
2009-11-21,46,16,1
2009-11-22,54,8,0
2009-11-23,73,30,7
2009-11-24,63,22,23
2009-11-25,73,131,9
2009-11-26,65,25,0
2009-11-27,43,15,0
2009-11-28,23,12,0
2009-11-29,51,6,4
2009-11-30,63,101,21
2009-12-01,77,20,12
2009-12-02,59,25,24
2009-12-03,115,19,16
2009-12-04,115,24,22
2009-12-05,55,10,10
2009-12-06,41,6,4
2009-12-07,75,25,7
2009-12-08,67,14,2
2009-12-09,75,9,18
2009-12-10,53,20,14
2009-12-11,78,25,16
2009-12-12,37,3,3
2009-12-13,21,7,6
2009-12-14,82,24,8
2009-12-15,77,22,14
2009-12-16,82,10,20
2009-12-17,56,22,11
2009-12-18,75,11,8
2009-12-19,54,6,2
2009-12-20,13,3,0
2009-12-21,47,8,5
2009-12-22,85,15,6
2009-12-23,136,18,11
2009-12-24,58,9,4
2009-12-25,13,1,0
2009-12-26,5,7,1
2009-12-27,7,3,1
2009-12-28,57,8,5
2009-12-29,38,10,13
2009-12-30,39,13,1
2009-12-31,54,8,1
2010-01-01,31,17,0
2010-01-02,27,11,1
2010-01-03,15,16,1
2010-01-04,65,25,1
2010-01-05,228,21,5
2010-01-06,49,11,18
2010-01-07,59,21,12
2010-01-08,28,14,11
2010-01-09,44,23,2
2010-01-10,37,12,1
2010-01-11,68,16,8
2010-01-12,55,14,11
2010-01-13,90,18,13
2010-01-14,71,37,11
2010-01-15,91,15,11
2010-01-16,69,9,2
2010-01-17,22,15,0
2010-01-18,82,17,3
2010-01-19,113,14,14
2010-01-20,91,24,9
2010-01-21,65,14,0
2010-01-22,106,11,5
2010-01-23,69,4,4
2010-01-24,50,4,1
2010-01-25,76,15,10
2010-01-26,129,29,21
2010-01-27,75,23,16
2010-01-28,51,19,15
2010-01-29,83,15,8
2010-01-30,45,2,9
2010-01-31,29,13,0
2010-02-01,57,8,11
2010-02-02,113,8,19
2010-02-03,87,19,3
2010-02-04,47,9,18
2010-02-05,91,18,13
2010-02-06,36,18,4
2010-02-07,13,17,3
2010-02-08,75,10,5
2010-02-09,98,15,8
2010-02-10,86,24,16
2010-02-11,89,23,8
2010-02-12,87,9,4
2010-02-13,71,2,0
2010-02-14,48,7,0
2010-02-15,71,13,0
2010-02-16,95,13,12
2010-02-17,102,21,14
2010-02-18,81,19,7
2010-02-19,55,21,20
2010-02-20,0,10,6
2010-02-21,54,8,1
2010-02-22,47,21,11
2010-02-23,121,18,9
2010-02-24,70,23,7
2010-02-25,92,11,14
2010-02-26,79,21,13
2010-02-27,50,8,1
2010-02-28,59,10,1
2010-03-01,90,22,1
2010-03-02,78,20,5
2010-03-03,69,22,6
2010-03-04,57,12,10
2010-03-05,63,6,11
2010-03-06,34,4,5
2010-03-07,34,3,2
2010-03-08,66,22,6
2010-03-09,72,15,14
2010-03-10,88,11,7
2010-03-11,83,10,4
2010-03-12,75,14,5
2010-03-13,53,18,2
2010-03-14,61,4,0
2010-03-15,53,13,5
2010-03-16,72,20,9
2010-03-17,60,13,11
2010-03-18,82,22,4
2010-03-19,92,22,15
2010-03-20,59,9,4
2010-03-21,14,6,4
2010-03-22,61,21,1
2010-03-23,74,17,10
2010-03-24,80,18,18
2010-03-25,83,7,14
2010-03-26,77,20,13
2010-03-27,42,6,2
2010-03-28,41,3,2
2010-03-29,58,13,10
2010-03-30,85,18,20
2010-03-31,66,32,15
2010-04-01,52,23,8
2010-04-02,74,14,3
2010-04-03,38,3,0
2010-04-04,62,2,1
2010-04-05,84,3,6
2010-04-06,60,34,18
2010-04-07,111,40,5
2010-04-08,74,18,6
2010-04-09,58,27,14
2010-04-10,32,8,2
2010-04-11,33,9,10
2010-04-12,72,22,5
2010-04-13,77,28,8
2010-04-14,92,25,6
2010-04-15,73,21,5
2010-04-16,106,39,6
2010-04-17,59,16,0
2010-04-18,30,8,3
2010-04-19,53,20,5
2010-04-20,82,23,2
2010-04-21,60,22,16
2010-04-22,76,22,5
2010-04-23,60,11,3
2010-04-24,55,11,0
2010-04-25,23,12,0
2010-04-26,50,23,6
2010-04-27,36,44,28
2010-04-28,57,16,16
2010-04-29,60,16,10
2010-04-30,66,24,14
2010-05-01,42,8,5
2010-05-02,13,13,0
2010-05-03,59,12,15
2010-05-04,43,23,6
2010-05-05,58,24,8
2010-05-06,66,32,4
2010-05-07,85,23,7
2010-05-08,26,12,3
2010-05-09,12,11,2
2010-05-10,45,23,1
2010-05-11,59,28,4
2010-05-12,69,24,0
2010-05-13,61,20,3
2010-05-14,83,21,3
2010-05-15,33,19,3
2010-05-16,27,19,0
2010-05-17,65,33,1
2010-05-18,65,14,2
2010-05-19,55,25,9
2010-05-20,80,24,8
2010-05-21,64,25,15
2010-05-22,25,10,5
2010-05-23,17,16,3
2010-05-24,37,16,22
2010-05-25,52,37,6
2010-05-26,91,36,5
2010-05-27,85,32,6
2010-05-28,85,37,7
2010-05-29,26,26,1
2010-05-30,23,18,1
2010-05-31,18,15,8
2010-06-01,33,27,11
2010-06-02,51,39,7
2010-06-03,45,26,12
2010-06-04,54,28,3
2010-06-05,17,25,3
2010-06-06,0,15,1
2010-06-07,40,26,4
2010-06-08,60,20,7
2010-06-09,101,46,12
2010-06-10,31,39,6
2010-06-11,53,32,6
2010-06-12,42,14,5
2010-06-13,16,12,0
2010-06-14,38,46,7
2010-06-15,64,25,4
2010-06-16,75,28,6
2010-06-17,54,53,0
2010-06-18,80,43,2
2010-06-19,36,8,5
2010-06-20,8,7,7
2010-06-21,76,34,11
2010-06-22,83,75,9
2010-06-23,49,41,3
2010-06-24,90,24,2
2010-06-25,83,34,0
2010-06-26,38,17,0
2010-06-27,16,9,0
2010-06-28,74,23,10
2010-06-29,102,33,10
2010-06-30,101,40,15
2010-07-01,87,10,15
2010-07-02,78,46,9
2010-07-03,27,23,0
2010-07-04,24,18,0
2010-07-05,24,34,1
2010-07-06,89,22,0
2010-07-07,92,19,1
2010-07-08,76,33,2
2010-07-09,90,29,5
2010-07-10,23,11,1
2010-07-11,43,8,0
2010-07-12,97,43,12
2010-07-13,72,30,9
2010-07-14,65,20,8
2010-07-15,71,26,20
2010-07-16,78,16,7
2010-07-17,44,5,5
2010-07-18,27,5,0
2010-07-19,84,17,7
2010-07-20,150,24,5
2010-07-21,81,22,14
2010-07-22,75,31,5
2010-07-23,69,41,2
2010-07-24,34,8,0
2010-07-25,16,11,3
2010-07-26,67,17,12
2010-07-27,73,42,11
2010-07-28,78,27,4
2010-07-29,105,21,10
2010-07-30,53,15,14
2010-07-31,19,10,0
2010-08-01,15,6,1
2010-08-02,72,14,1
2010-08-03,57,9,19
2010-08-04,88,30,4
2010-08-05,94,25,15
2010-08-06,69,26,7
2010-08-07,35,9,2
2010-08-08,28,15,0
2010-08-09,58,18,7
2010-08-10,91,28,12
2010-08-11,100,84,5
2010-08-12,71,15,17
2010-08-13,64,8,7
2010-08-14,22,14,2
2010-08-15,29,11,1
2010-08-16,88,9,7
2010-08-17,101,18,9
2010-08-18,109,18,5
2010-08-19,86,22,9
2010-08-20,99,26,3
2010-08-21,50,13,1
2010-08-22,34,9,2
2010-08-23,78,12,4
2010-08-24,123,10,7
2010-08-25,108,14,21
2010-08-26,110,10,19
2010-08-27,76,22,10
2010-08-28,59,10,0
2010-08-29,66,6,3
2010-08-30,79,20,7
2010-08-31,104,21,9
2010-09-01,87,27,9
2010-09-02,125,27,13
2010-09-03,110,39,7
2010-09-04,31,12,5
2010-09-05,35,11,1
2010-09-06,56,34,1
2010-09-07,91,32,14
2010-09-08,101,36,8
2010-09-09,93,73,17
2010-09-10,83,60,19
2010-09-11,35,9,7
2010-09-12,19,8,16
2010-09-13,75,20,10
2010-09-14,74,20,10
2010-09-15,96,28,6
2010-09-16,81,22,14
2010-09-17,85,20,3
2010-09-18,48,14,2
2010-09-19,16,13,3
2010-09-20,32,24,16
2010-09-21,107,20,5
2010-09-22,70,26,17
2010-09-23,67,18,12
2010-09-24,44,22,29
2010-09-25,21,8,2
2010-09-26,1,12,0
2010-09-27,91,20,12
2010-09-28,61,31,10
2010-09-29,98,23,14
2010-09-30,101,75,16
2010-10-01,112,20,5
2010-10-02,39,7,0
2010-10-03,22,8,1
2010-10-04,63,28,3
2010-10-05,112,33,2
2010-10-06,92,48,13
2010-10-07,109,54,13
2010-10-08,81,49,2
2010-10-09,32,26,1
2010-10-10,18,16,0
2010-10-11,80,66,11
2010-10-12,86,46,16
2010-10-13,72,25,9
2010-10-14,73,36,10
2010-10-15,90,35,10
2010-10-16,27,15,2
2010-10-17,15,14,4
2010-10-18,73,45,14
2010-10-19,101,25,7
2010-10-20,70,24,17
2010-10-21,87,42,17
2010-10-22,91,56,12
2010-10-23,22,11,0
2010-10-24,20,11,1
2010-10-25,67,17,11
2010-10-26,76,57,14
2010-10-27,83,27,8
2010-10-28,90,25,14
2010-10-29,118,19,7
2010-10-30,68,7,4
2010-10-31,34,10,4
2010-11-01,87,26,18
2010-11-02,105,50,6
2010-11-03,69,46,6
2010-11-04,49,41,10
2010-11-05,43,29,14
2010-11-06,46,19,4
2010-11-07,18,11,0
2010-11-08,64,28,6
2010-11-09,117,42,5
2010-11-10,74,48,9
2010-11-11,77,34,4
2010-11-12,79,38,8
2010-11-13,64,27,3
2010-11-14,73,12,0
2010-11-15,91,33,0
2010-11-16,98,39,0
2010-11-17,124,27,2
2010-11-18,100,25,8
2010-11-19,95,33,5
2010-11-20,36,14,1
2010-11-21,42,21,1
2010-11-22,29,29,4
2010-11-23,74,24,2
2010-11-24,47,24,1
2010-11-25,29,17,0
2010-11-26,19,27,1
2010-11-27,36,16,1
2010-11-28,42,8,1
2010-11-29,78,26,5
2010-11-30,128,21,10
2010-12-01,95,24,4
2010-12-02,74,33,9
2010-12-03,94,27,5
2010-12-04,62,8,0
2010-12-05,34,7,3
2010-12-06,78,31,13
2010-12-07,115,24,28
2010-12-08,81,28,29
2010-12-09,91,45,17
2010-12-10,110,24,5
2010-12-11,11,10,1
2010-12-12,29,7,4
2010-12-13,70,28,18
2010-12-14,74,37,17
2010-12-15,98,47,14
2010-12-16,66,28,17
2010-12-17,89,25,12
2010-12-18,48,22,0
2010-12-19,47,33,0
2010-12-20,84,14,2
2010-12-21,74,41,2
2010-12-22,68,35,0
2010-12-23,48,20,5
2010-12-24,21,12,1
2010-12-25,8,4,0
2010-12-26,15,9,0
2010-12-27,13,5,3
2010-12-28,23,10,0
2010-12-29,23,14,0
2010-12-30,10,23,1
2010-12-31,6,22,0
2011-01-01,26,5,0
2011-01-02,36,15,0
2011-01-03,66,22,2
2011-01-04,62,33,13
2011-01-05,54,21,14
2011-01-06,53,20,6
2011-01-07,48,19,8
2011-01-08,55,13,5
2011-01-09,41,12,3
2011-01-10,46,20,5
2011-01-11,81,32,15
2011-01-12,46,28,16
2011-01-13,64,22,11
2011-01-14,76,46,11
2011-01-15,54,6,1
2011-01-16,49,15,3
2011-01-17,49,37,1
2011-01-18,69,14,14
2011-01-19,56,43,31
2011-01-20,81,15,32
2011-01-21,55,29,9
2011-01-22,40,17,3
2011-01-23,39,5,0
2011-01-24,67,18,10
2011-01-25,75,55,12
2011-01-26,78,37,12
2011-01-27,84,25,13
2011-01-28,47,18,7
2011-01-29,45,12,4
2011-01-30,13,14,4
2011-01-31,43,30,16
2011-02-01,64,26,24
2011-02-02,41,22,18
2011-02-03,69,23,23
2011-02-04,59,11,13
2011-02-05,51,10,6
2011-02-06,16,9,0
2011-02-07,34,23,6
2011-02-08,70,31,7
2011-02-09,84,20,25
2011-02-10,61,35,11
2011-02-11,57,21,16
2011-02-12,22,21,3
2011-02-13,23,13,2
2011-02-14,55,25,9
2011-02-15,69,26,7
2011-02-16,67,16,19
2011-02-17,94,19,14
2011-02-18,84,22,13
2011-02-19,56,29,2
2011-02-20,29,14,1
2011-02-21,55,12,5
2011-02-22,95,21,10
2011-02-23,74,20,24
2011-02-24,73,25,10
2011-02-25,63,10,17
2011-02-26,16,7,1
2011-02-27,22,16,0
2011-02-28,103,19,7
2011-03-01,80,10,9
2011-03-02,85,15,11
2011-03-03,56,26,14
2011-03-04,71,18,10
2011-03-05,59,9,10
2011-03-06,26,7,12
2011-03-07,47,21,31
2011-03-08,68,17,19
2011-03-09,73,14,12
2011-03-10,44,8,14
2011-03-11,65,20,14
2011-03-12,39,11,6
2011-03-13,15,3,2
2011-03-14,47,21,4
2011-03-15,68,24,13
2011-03-16,55,33,20
2011-03-17,50,25,16
2011-03-18,76,32,7
2011-03-19,34,7,1
2011-03-20,16,4,1
2011-03-21,46,42,8
2011-03-22,67,48,11
2011-03-23,59,22,18
2011-03-24,49,47,7
2011-03-25,46,46,19
2011-03-26,43,15,6
2011-03-27,31,16,3
2011-03-28,24,44,11
2011-03-29,62,27,31
2011-03-30,61,32,8
2011-03-31,83,34,10
2011-04-01,45,39,3
2011-04-02,28,17,6
2011-04-03,12,17,3
2011-04-04,50,30,13
2011-04-05,96,34,20
2011-04-06,55,28,11
2011-04-07,60,34,10
2011-04-08,42,40,24
2011-04-09,48,4,1
2011-04-10,20,7,2
2011-04-11,54,28,7
2011-04-12,75,36,9
2011-04-13,60,27,22
2011-04-14,49,32,24
2011-04-15,60,36,28
2011-04-16,23,11,1
2011-04-17,28,16,3
2011-04-18,48,40,11
2011-04-19,89,35,9
2011-04-20,53,36,13
2011-04-21,54,36,18
2011-04-22,69,19,14
2011-04-23,30,14,7
2011-04-24,40,9,1
2011-04-25,48,15,14
2011-04-26,51,29,13
2011-04-27,62,26,13
2011-04-28,101,28,18
2011-04-29,84,27,7
2011-04-30,55,16,0
2011-05-01,40,5,4
2011-05-02,62,29,20
2011-05-03,59,50,14
2011-05-04,78,40,7
2011-05-05,60,31,6
2011-05-06,64,30,5
2011-05-07,17,11,2
2011-05-08,17,8,6
2011-05-09,27,27,4
2011-05-10,50,18,4
