,golang/go,llvm/llvm-project,gcc-mirror/gcc
2022-01-05,5,154,59
2022-01-06,12,122,48
2022-01-07,14,121,52
2022-01-08,1,60,8
2022-01-09,1,26,5
2022-01-10,12,137,38
2022-01-11,9,149,83
2022-01-12,10,170,26
2022-01-13,9,157,29
2022-01-14,10,177,35
2022-01-15,0,60,7
2022-01-16,0,31,10
2022-01-17,1,112,37
2022-01-18,10,154,53
2022-01-19,14,157,45
2022-01-20,5,178,31
2022-01-21,5,125,30
2022-01-22,0,32,7
2022-01-23,0,51,10
2022-01-24,17,159,22
2022-01-25,5,152,19
2022-01-26,12,183,15
2022-01-27,7,187,22
2022-01-28,8,161,22
2022-01-29,2,56,3
2022-01-30,1,70,2
2022-01-31,6,141,20
2022-02-01,11,189,30
2022-02-02,5,173,23
2022-02-03,17,158,34
2022-02-04,15,145,24
2022-02-05,1,56,8
2022-02-06,0,51,3
2022-02-07,10,122,11
2022-02-08,15,186,28
2022-02-09,12,160,42
2022-02-10,9,192,31
2022-02-11,15,180,21
2022-02-12,2,55,5
2022-02-13,2,39,6
2022-02-14,11,164,14
2022-02-15,11,159,20
2022-02-16,5,164,14
2022-02-17,0,180,21
2022-02-18,5,120,9
2022-02-19,3,31,5
2022-02-20,1,34,4
2022-02-21,1,76,7
2022-02-22,3,96,39
2022-02-23,4,168,11
2022-02-24,7,118,15
2022-02-25,6,124,15
2022-02-26,2,46,1
2022-02-27,0,28,3
2022-02-28,12,95,19
2022-03-01,21,146,23
2022-03-02,15,132,16
