,hyperledger/besu,NethermindEth/nethermind,ethereum/go-ethereum
2019-06-24,0.06991327625000021,6,5
2019-06-25,4.017155738234375,19,2
2019-06-26,0.8606707497046875,18,1
2019-06-27,4.09168243000625,8,2
2019-06-28,-0.7605496893375006,15,1
2019-06-29,-0.85425046615625,10,0
2019-06-30,-0.22728667866406216,22,0
2019-07-01,1.01050266375,10,1
2019-07-02,6.796347826984375,7,5
2019-07-03,5.941373006689062,9,6
2019-07-04,-2.0047353339609373,11,1
2019-07-05,0.6717487997078129,0,2
2019-07-06,-1.1817325491781254,0,0
2019-07-07,-0.44178704198124974,7,0
2019-07-08,1.8150711725015627,4,10
2019-07-09,1.3490492007359374,8,6
2019-07-10,-0.7751809993406253,0,6
2019-07-11,14.777302358246875,35,1
2019-07-12,-1.4678645863765638,9,1
2019-07-13,2.733816636987501,1,1
2019-07-14,0.5532499322859379,0,0
2019-07-15,12.103505211251562,7,0
2019-07-16,-1.0545402472796876,8,0
2019-07-17,6.847312536254688,3,3
2019-07-18,-3.5095382864640623,2,6
2019-07-19,-0.2569436514828123,0,1
2019-07-20,-2.8988248212875005,6,0
2019-07-21,3.400975263975,8,0
2019-07-22,3.3684814847906246,27,12
2019-07-23,1.8517117393343745,9,7
2019-07-24,2.9451127314296874,5,2
2019-07-25,3.766869414414062,0,4
2019-07-26,1.3448809496578122,4,0
2019-07-27,1.8376647107375002,2,0
2019-07-28,-3.106298033448437,5,0
2019-07-29,10.408509461171874,20,0
2019-07-30,9.295996839492187,20,1
2019-07-31,-1.2470074932250004,17,2
2019-08-01,-1.244883845507812,1,1
2019-08-02,1.85622182199375,7,1
2019-08-03,-2.3006718452078125,10,1
2019-08-04,-2.0470669999921873,0,0
2019-08-05,-0.29292517616406233,26,1
2019-08-06,-0.22179999618750057,11,1
2019-08-07,7.856332300237499,10,1
2019-08-08,-2.337047752837501,37,6
2019-08-09,0.4217230522890627,16,0
2019-08-10,-1.4494738472765625,0,0
2019-08-11,-0.7677573954296875,0,0
2019-08-12,2.5175337005171876,7,6
2019-08-13,3.745592996984375,2,4
2019-08-14,7.9022030437515625,38,1
2019-08-15,-1.9254928628734378,15,5
2019-08-16,-1.2440294833609373,5,0
2019-08-17,-1.440310096764062,8,0
2019-08-18,-0.8712356639656249,20,0
2019-08-19,2.38969636625,10,6
2019-08-20,0.6251718559531247,8,0
2019-08-21,-0.3009885360265627,12,4
2019-08-22,5.023620356179687,1,15
2019-08-23,0.6689676603906243,66,5
2019-08-24,-1.8020292932312496,17,0
2019-08-25,-0.8550290007328121,0,0
2019-08-26,2.44737120375,15,1
2019-08-27,2.6923654397031247,11,2
2019-08-28,2.1646931280203123,4,0
2019-08-29,-1.0251297732312499,2,0
2019-08-30,0.7557969649234377,0,2
2019-08-31,-1.3219413796937503,6,0
2019-09-01,-0.6596238271984374,3,0
2019-09-02,0.57196122875,3,2
2019-09-03,2.373372054703125,2,4
2019-09-04,0.7321924357390621,12,2
2019-09-05,0.8421404812562499,2,0
2019-09-06,-1.136787417196875,0,0
2019-09-07,-0.5245445967640624,0,0
2019-09-08,-0.33893343896562494,0,0
2019-09-09,0.77143463875,1,0
2019-09-10,1.5212492369843749,0,8
2019-09-11,6.149310163970313,2,2
2019-09-12,4.520081779270312,0,6
2019-09-13,5.946917240003125,0,2
2019-09-14,-3.9887120764656245,0,0
2019-09-15,-0.7253588624999991,0,0
2019-09-16,3.60980175125,0,5
2019-09-17,1.6087384482343747,3,4
2019-09-18,3.6070139494859377,1,2
2019-09-19,-1.038195022575,4,10
2019-09-20,-1.0753691237390623,2,3
2019-09-21,-1.4375064560203128,0,0
2019-09-22,1.1585316946546873,4,0
2019-09-23,3.878066964484375,2,1
2019-09-24,3.881915732939062,0,3
2019-09-25,5.234550449273437,0,2
2019-09-26,-2.6186143635250003,5,6
2019-09-27,-1.8894641866781245,0,1
2019-09-28,-1.0601815182312497,0,0
2019-09-29,3.2729762267671876,0,0
2019-09-30,9.255850522718749,3,2
2019-10-01,-3.1562612027937504,2,0
2019-10-02,1.968883580742188,13,3
2019-10-03,1.6523785127281245,3,2
2019-10-04,-1.3647125226281251,0,0
2019-10-05,-0.43179211323281197,1,0
2019-10-06,-1.1652888324999997,0,0
2019-10-07,3.2606512591875,0,0
2019-10-08,0.24039823889687417,0,0
2019-10-09,0.5758704426734373,0,0
2019-10-10,0.7460795122046875,0,0
2019-10-11,-0.24972865624375018,0,0
2019-10-12,-0.9173736434468749,0,0
2019-10-13,-0.4863490799984374,0,0
2019-10-14,0.6647602667671876,5,0
2019-10-15,4.4524138604375,1,1
2019-10-16,0.1947163910374996,2,2
2019-10-17,4.695384330003125,0,2
2019-10-18,-2.4255400337468753,6,2
2019-10-19,-1.0225762932312497,0,0
2019-10-20,-0.6227905257328124,1,2
2019-10-21,1.56422291375,0,1
2019-10-22,3.064453689484375,0,0
2019-10-23,-0.6805667195609377,0,0
2019-10-24,3.947585857804688,2,1
2019-10-25,-2.0457521270593753,6,0
2019-10-26,-0.8860909793968748,0,0
2019-10-27,-0.5031052249999999,0,0
2019-10-28,1.6384292525,0,3
2019-10-29,1.1205353589687497,3,5
2019-10-30,0.9639647202218748,4,3
2019-10-31,3.906003261553125,2,4
2019-11-01,-2.002291997060938,6,0
2019-11-02,-0.8516825661640622,1,2
2019-11-03,-0.48382722499999986,2,0
2019-11-04,3.6552707275,1,3
2019-11-05,2.5351690439687498,2,2
2019-11-06,4.166760880003125,0,3
2019-11-07,-2.611706628746875,0,3
2019-11-08,2.86479958970625,9,1
2019-11-09,-1.9044480661640626,0,0
2019-11-10,0.12702055000000034,0,0
2019-11-11,1.1147259550000002,2,0
2019-11-12,2.8553288629374998,2,0
2019-11-13,2.1800348375062497,1,4
2019-11-14,1.978120096475,1,7
2019-11-15,-1.125374824396875,0,1
2019-11-16,-1.2648782295624998,1,0
2019-11-17,1.2576163483187501,1,2
2019-11-18,-0.08594571426562503,4,10
2019-11-19,2.1166671082359376,18,12
2019-11-20,3.5866535114718747,6,18
2019-11-21,1.8282245225062494,2,13
2019-11-22,-1.1399007937437502,8,4
2019-11-23,-1.2844798446968748,0,2
2019-11-24,-0.7077520732328122,0,2
2019-11-25,-0.4893045447812501,0,6
2019-11-26,4.62463682301875,2,5
2019-11-27,1.221156367720312,1,6
2019-11-28,0.35575621897343734,0,3
2019-11-29,2.637118793023437,1,6
2019-11-30,-1.859522869696875,1,0
2019-12-01,0.1783278367671879,0,0
2019-12-02,1.1761099375000001,3,3
2019-12-03,-1.08971945625,1,0
2019-12-04,3.428801869921875,10,0
2019-12-05,1.394252286039062,19,3
2019-12-06,-1.5783780182296874,30,3
2019-12-07,-0.7263950560281249,9,0
2019-12-08,-0.45900265168125,17,0
2019-12-09,-0.29315976426562507,48,0
2019-12-10,0.7723789532359374,15,5
2019-12-11,2.527161491034375,0,0
2019-12-12,2.8746213116874997,3,2
2019-12-13,-0.6764638032281252,5,0
2019-12-14,2.020587260301563,3,0
2019-12-15,-1.39320775,16,0
2019-12-16,1.3524083875000004,17,1
2019-12-17,-0.02634336124999992,17,1
2019-12-18,5.173920261984375,13,2
2019-12-19,3.726515728970312,1,0
2019-12-20,1.2371180319890627,13,2
2019-12-21,-1.4136851909468748,0,0
2019-12-22,-1.4554705385296873,0,0
2019-12-23,3.1357578503015624,5,0
2019-12-24,-1.7888673822812502,3,0
2019-12-25,-0.8755158607312498,0,1
2019-12-26,-0.5834310563265627,0,0
2019-12-27,-0.43652073749062537,0,0
2019-12-28,-0.2828456202093753,0,0
2019-12-29,0.8366661803031249,0,0
2019-12-30,-0.3894125082328126,2,0
2019-12-31,-0.16850686706250012,9,0
2020-01-01,1.88616634706875,8,0
2020-01-02,0.3598374999999999,5,0
2020-01-03,-0.5397202499999999,4,0
2020-01-04,-0.24728086249999987,1,0
2020-01-05,0.84121772625,1,0
2020-01-06,-0.4154797167656251,2,4
2020-01-07,3.8051346117671874,7,8
2020-01-08,-0.3206954100000001,6,3
2020-01-09,4.18912679271875,3,1
2020-01-10,-0.9157637932312501,7,3
2020-01-11,-1.0820142757328122,12,0
2020-01-12,-0.5805007737499999,0,0
2020-01-13,2.6009670832343748,3,2
2020-01-14,0.7985428792671874,4,3
2020-01-15,3.8564112966875,4,3
2020-01-16,-0.07677760094687525,10,5
2020-01-17,-1.4764117708109374,7,4
2020-01-18,-0.7607795329296874,1,0
2020-01-19,-0.4626790007328124,0,4
2020-01-20,0.66764020375,3,5
2020-01-21,1.4386104897031249,3,2
2020-01-22,-0.9188517669796876,3,0
2020-01-23,2.58603504220625,5,2
2020-01-24,-0.15883299969531284,10,0
2020-01-25,-0.7522120764656248,2,0
2020-01-26,-0.3662213624999998,0,0
2020-01-27,4.75449350125,14,3
2020-01-28,3.3168854857343746,19,1
2020-01-29,0.8301003157359377,8,1
2020-01-30,6.170180489784375,8,1
2020-01-31,-2.279899924046875,11,2
2020-02-01,-0.7245407064640619,14,0
2020-02-02,-0.28007647573281225,3,0
2020-02-03,3.91384856875,3,2
2020-02-04,1.8135629599218746,12,4
2020-02-05,-1.2448021212421878,19,1
2020-02-06,-1.3778690189609375,7,0
2020-02-07,1.2164651399265622,6,1
2020-02-08,-1.1355334088781253,7,0
2020-02-09,-0.5338652162484374,5,2
2020-02-10,2.6339098012515625,0,0
2020-02-11,-0.17240195456093788,5,6
2020-02-12,5.175178293023437,7,4
2020-02-13,4.799727905303125,6,4
2020-02-14,-0.9614854607328125,0,1
2020-02-15,-1.8530766835312495,0,1
2020-02-16,-0.9942046639656247,0,0
2020-02-17,1.34138831625,1,9
2020-02-18,-0.0946393490468751,3,6
2020-02-19,3.0972228635359373,3,0
2020-02-20,0.2878936449234373,7,2
2020-02-21,-1.3903770442562502,16,1
2020-02-22,1.3255596738390625,10,0
2020-02-23,-0.983098801465625,32,0
2020-02-24,0.5295985900000002,10,2
2020-02-25,-0.6222746572812501,21,19
2020-02-26,2.64924063676875,1,1
2020-02-27,0.8660546722046871,8,4
2020-02-28,-1.0878113114625,7,1
2020-02-29,-0.4833016239656248,1,0
2020-03-01,0.7054782039687499,4,0
2020-03-02,2.484390149784375,1,3
2020-03-03,1.8498401957343749,2,3
2020-03-04,-1.3915169594828125,6,4
2020-03-05,2.3807928022031253,0,0
2020-03-06,-0.30121142322968764,2,0
2020-03-07,-0.8750959389656248,0,0
2020-03-08,-0.46146061124999976,0,0
2020-03-09,2.677421374484375,0,0
2020-03-10,-0.1474086347796877,2,1
2020-03-11,0.19705677250468745,6,0
2020-03-12,11.295597076551562,4,2
2020-03-13,-2.9515749240468754,1,1
2020-03-14,-1.8054502064640616,1,3
2020-03-15,-0.9723087507328121,0,0
2020-03-16,1.34867706625,4,3
2020-03-17,-0.08667378654687519,1,0
2020-03-18,0.10532516978593753,0,8
2020-03-19,1.1957717225015625,7,1
2020-03-20,-0.06788628817031306,1,1
2020-03-21,-0.8479806755593752,14,1
2020-03-22,0.6459721117671876,3,0
2020-03-23,3.46925934,6,5
2020-03-24,0.5214054302187499,4,0
2020-03-25,5.78221720801875,6,0
2020-03-26,-1.678818039998438,7,5
2020-03-27,-1.408664370514062,15,4
2020-03-28,-0.7870304057312498,19,0
2020-03-29,0.47425786301718753,1,0
2020-03-30,1.3135282132343749,2,2
2020-03-31,-0.012691115295312638,1,9
2020-04-01,4.1884311347875,0,5
2020-04-02,3.0785763824249996,1,12
2020-04-03,3.6944941406046876,9,5
2020-04-04,-1.7589672757328123,16,0
2020-04-05,-1.5235517487499994,2,0
2020-04-06,0.11151412323437526,2,0
2020-04-07,7.070225316985938,7,6
2020-04-08,3.0222817755187497,0,7
2020-04-09,3.9433412091890627,0,3
2020-04-10,-1.5304876549921875,3,0
2020-04-11,-2.2251548905078122,0,0
2020-04-12,-0.2258950586624997,0,0
2020-04-13,0.9027534130171875,1,0
2020-04-14,5.699413168234375,5,3
2020-04-15,2.1537526726421867,2,5
2020-04-16,1.2226472522937497,13,3
2020-04-17,3.51790270574375,11,1
2020-04-18,-2.0081961886609374,4,0
2020-04-19,-0.6695400752156244,1,0
2020-04-20,2.711991448234375,10,3
2020-04-21,0.9812019244859371,6,3
2020-04-22,8.075802337425,16,5
2020-04-23,1.987135503542187,6,0
2020-04-24,-2.487318688226562,10,3
2020-04-25,-1.9562005897749997,16,0
2020-04-26,-1.1622436699124998,11,0
2020-04-27,3.2271906875015626,3,6
2020-04-28,1.214745273454687,5,6
2020-04-29,4.219058034271875,5,2
2020-04-30,4.310458087645312,3,3
2020-05-01,-3.3192017066718753,1,3
2020-05-02,0.5712543038375006,1,0
2020-05-03,-0.4533426132328122,1,0
2020-05-04,2.8848693175,4,6
2020-05-05,3.1078943866874997,3,6
2020-05-06,7.561501516771875,1,9
2020-05-07,0.8686855434578122,1,4
2020-05-08,-0.2770694717562501,0,1
2020-05-09,-1.4959728026296872,0,0
2020-05-10,-1.6065604072812496,0,0
2020-05-11,2.9832080492687503,3,11
2020-05-12,4.066725975954688,1,7
2020-05-13,0.21098246324062497,9,6
2020-05-14,1.8109665599296871,8,1
2020-05-15,2.67197960009375,4,0
2020-05-16,-1.5928604902109376,0,0
2020-05-17,-1.5115594064640623,2,0
2020-05-18,2.1185915667671877,2,0
2020-05-19,1.4737134029374999,7,2
2020-05-20,4.296647025225,2,2
2020-05-21,-0.6445842871937502,5,0
2020-05-22,0.24868816198906263,0,1
2020-05-23,-1.529322760509375,0,0
2020-05-24,-0.8127721204296875,2,0
2020-05-25,0.4820556780171876,9,6
2020-05-26,4.316047353453125,7,6
2020-05-27,1.0868737425046873,1,2
2020-05-28,8.295013187207813,5,0
2020-05-29,0.19616903957187493,2,1
2020-05-30,-0.7179530099968745,1,0
2020-05-31,-1.9345364389656245,2,0
2020-06-01,-0.0741473362499998,2,0
2020-06-02,4.942641826984375,0,6
2020-06-03,1.5131465566890618,0,4
2020-06-04,1.6528160960390625,3,6
2020-06-05,2.660929272645312,2,0
2020-06-06,-2.665950796890625,1,0
2020-06-07,-1.2113394489624998,6,0
2020-06-08,1.2371597247843753,1,13
2020-06-09,0.857562690734375,5,3
2020-06-10,-0.23639750882656285,1,2
2020-06-11,1.0337592460406249,5,2
2020-06-12,-1.1169518887437502,2,0
2020-06-13,-0.5429827367593751,3,0
2020-06-14,0.6669182088359374,0,0
2020-06-15,0.5054784775,1,1
2020-06-16,3.4426106564687498,0,1
2020-06-17,14.511060741253125,2,2
2020-06-18,-5.400620590731251,4,2
2020-06-19,-2.033219596764061,0,2
2020-06-20,-1.1928179389656246,1,0
2020-06-21,-0.8037191362499999,0,0
2020-06-22,2.3965185594843748,0,0
2020-06-23,-0.3777830249984375,5,1
2020-06-24,2.0045933397046873,6,8
2020-06-25,3.508138878818749,12,0
2020-06-26,-0.21232211172500026,5,1
2020-06-27,-1.4328232499999998,0,0
2020-06-28,-0.7275503374999998,0,0
2020-06-29,4.51087406625,2,0
2020-06-30,0.13464373845312472,5,7
2020-07-01,0.5856564097859376,4,4
2020-07-02,2.6899383427203123,4,3
2020-07-03,-0.8878608710265627,2,2
2020-07-04,-1.1675967496953124,1,1
2020-07-05,-0.6263366389656249,0,0
2020-07-06,2.57906140625,3,2
2020-07-07,0.7770966436718747,3,3
2020-07-08,2.824571252804687,2,3
2020-07-09,-0.7465302174968751,9,3
2020-07-10,-0.06911846727812487,9,3
2020-07-11,0.117303880303125,22,0
2020-07-12,-0.7680165007328124,5,0
2020-07-13,-0.42697704624999994,22,8
2020-07-14,2.6919491022031248,4,2
2020-07-15,-0.14149638072968784,1,1
2020-07-16,2.222367920221875,3,3
2020-07-17,-1.2959485059468752,6,0
2020-07-18,-0.5434049037484373,0,0
2020-07-19,-0.3372833799984375,0,0
2020-07-20,1.7663662492671874,2,5
2020-07-21,0.23068656624999995,5,5
2020-07-22,-0.6464300115468751,2,1
2020-07-23,2.6625012222859374,3,3
2020-07-24,2.8989614364703122,0,6
2020-07-25,-0.6553532396984374,0,0
2020-07-26,-0.9747819749999996,0,0
2020-07-27,0.4753170900000001,1,3
2020-07-28,2.33997854271875,1,6
2020-07-29,0.7230703692687499,1,5
2020-07-30,-1.1677989344828124,2,1
2020-07-31,0.4245973922031251,0,1
2020-08-01,-0.6924221305109377,0,0
2020-08-02,-0.367976982196875,0,0
2020-08-03,-0.22132377448281246,1,4
2020-08-04,0.8405272369843749,6,4
2020-08-05,2.571151638970312,6,3
2020-08-06,0.8992154642703123,2,5
2020-08-07,-0.020624100215624885,0,9
2020-08-08,-0.7445392167656248,1,0
2020-08-09,-0.3877911632328124,1,0
2020-08-10,4.7477333875,1,5
2020-08-11,4.31159713875,11,4
2020-08-12,1.525969486984375,3,0
2020-08-13,-2.2499089735296876,2,0
2020-08-14,2.930726553020313,2,1
2020-08-15,-0.87061979323125,4,0
2020-08-16,-1.188959225732812,0,0
2020-08-17,1.3036474562500002,6,0
2020-08-18,0.8935993236718747,17,1
2020-08-19,-0.20804996175781287,2,4
2020-08-20,2.103148953540625,6,4
2020-08-21,-0.3577686104312501,0,5
2020-08-22,-0.8967296408125001,2,1
2020-08-23,-0.4998750946968749,3,0
2020-08-24,-0.3077674357328125,0,4
2020-08-25,4.77772790646875,1,7
2020-08-26,1.3225596287531247,0,4
2020-08-27,2.4518037730187503,3,2
2020-08-28,0.10732916272031257,1,1
2020-08-29,-1.4559394564640624,0,0
2020-08-30,-0.7306721632328123,0,0
2020-08-31,2.5147849375,1,0
2020-09-01,0.7361650437499998,2,4
2020-09-02,-0.2038193550781251,1,3
2020-09-03,-0.9264380364609376,6,0
2020-09-04,0.5133408457390624,1,0
2020-09-05,-0.6150728364625002,4,0
2020-09-06,-0.30161241396562494,0,0
2020-09-07,0.80734620375,4,2
2020-09-08,-0.4489880602968752,11,4
2020-09-09,4.773818803020313,1,8
2020-09-10,1.3741755942687497,4,5
2020-09-11,-1.4977031869828124,0,2
2020-09-12,-0.6580969667656247,1,0
2020-09-13,-0.4161767757328124,0,1
2020-09-14,2.7119539762500002,2,4
2020-09-15,-0.12144177926562505,4,4
2020-09-16,-0.7932123694828124,1,4
2020-09-17,0.5802445949218749,1,1
2020-09-18,-0.5955347164609378,1,3
2020-09-19,-0.2750734896984375,0,0
2020-09-20,-0.15906283749999994,0,1
2020-09-21,1.87968481625,0,1
2020-09-22,-0.6963076740468752,3,2
2020-09-23,1.7100921810359375,1,7
2020-09-24,0.2484593130171875,2,1
2020-09-25,0.39379828323437505,0,0
2020-09-26,-0.5970239132328125,1,0
2020-09-27,-0.29138672499999985,0,0
2020-09-28,4.8029824525,0,12
2020-09-29,-0.6481979085312504,1,3
2020-09-30,-0.9430824864656248,2,2
2020-10-01,0.52350843021875,4,0
2020-10-02,0.37768668301874986,3,0
2020-10-03,-0.6232238799984375,2,0
2020-10-04,-0.3242079757328124,0,0
2020-10-05,1.78227026875,13,2
2020-10-06,1.2317763924218748,1,3
2020-10-07,0.053205104570312356,0,2
2020-10-08,7.3151784505171875,4,3
2020-10-09,1.2608410094843747,5,3
2020-10-10,-2.2687256299984373,3,0
2020-10-11,-1.055748138232812,1,0
2020-10-12,2.3265034775,3,2
2020-10-13,2.6086391564687497,3,9
2020-10-14,1.101994566253125,1,3
2020-10-15,2.21367481676875,1,2
2020-10-16,-1.0899137423578127,0,1
2020-10-17,-1.320484922925,1,0
2020-10-18,-0.7065447404312499,0,0
2020-10-19,4.54069397875,1,0
2020-10-20,-1.8523453327968753,1,4
2020-10-21,0.1910273719890625,3,3
2020-10-22,-0.7985737607281251,3,0
2020-10-23,1.5709731194890624,2,6
2020-10-24,-0.8783116196968752,0,0
2020-10-25,-0.3801502257328123,0,0
2020-10-26,1.75649338125,1,1
2020-10-27,-0.7829894463281253,1,1
2020-10-28,0.6436851600859375,0,2
2020-10-29,0.518561558234375,0,1
2020-10-30,3.4631770392671877,2,1
2020-10-31,-1.4556939335312502,0,0
2020-11-01,-0.5933910514656247,0,0
2020-11-02,0.6542027025000001,6,0
2020-11-03,1.45459545396875,2,0
